epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
316,315,glass_harbor,net knots,4,net knots stage-4 lamp oil tool,14,lamp oil,year 300 net knots failure changed training,supports kelp cord,0.278447,True
317,315,cinder_garden,ash ceramics,4,ash ceramics stage-4 cool stone tool,14,cool stone,year 300 ash ceramics failure changed training,supports shade poles,0.278988,True
318,315,lichen_bridge,rope trusses,4,rope trusses stage-4 lichen paste tool,14,lichen paste,year 300 rope trusses failure changed training,supports signal bells,0.279529,True
319,315,orchid_engine,orchid lamps,3,orchid lamps stage-3 valve ore tool,14,valve ore,year 300 orchid lamps failure changed training,supports orchid lamps,0.268071,True
320,320,moss_ward,cloak weaving,4,cloak weaving stage-4 moss fiber tool,14,moss fiber,year 305 cloak weaving failure changed training,supports root cakes,0.278447,True
321,320,glass_harbor,net knots,4,net knots stage-4 lamp oil tool,14,lamp oil,year 305 net knots failure changed training,supports kelp cord,0.278988,True
322,320,cinder_garden,ash ceramics,4,ash ceramics stage-4 cool stone tool,14,cool stone,year 305 ash ceramics failure changed training,supports shade poles,0.279529,True
323,320,lichen_bridge,rope trusses,4,rope trusses stage-4 lichen paste tool,14,lichen paste,year 305 rope trusses failure changed training,supports signal bells,0.280071,True
324,320,orchid_engine,orchid lamps,3,orchid lamps stage-3 valve ore tool,14,valve ore,year 305 orchid lamps failure changed training,supports orchid lamps,0.268612,True
325,325,moss_ward,rain jar firing,4,rain jar firing stage-4 rain clay tool,15,rain clay,year 310 rain jar firing failure changed training,supports jar seals,0.278988,True
326,325,glass_harbor,salt cisterns,4,salt cisterns stage-4 kelp fiber tool,15,kelp fiber,year 310 salt cisterns failure changed training,supports salt tea,0.279529,True
327,325,cinder_garden,seed calendars,4,seed calendars stage-4 ember fruit tool,15,ember fruit,year 310 seed calendars failure changed training,supports cool bowls,0.280071,True
328,325,lichen_bridge,signal bells,4,signal bells stage-4 rope reed tool,15,rope reed,year 310 signal bells failure changed training,supports lichen soup,0.280612,True
329,325,orchid_engine,gear washing,4,gear washing stage-4 steam water tool,15,steam water,year 310 gear washing failure changed training,supports steam tea,0.281153,True
330,330,moss_ward,rain jar firing,4,rain jar firing stage-4 rain clay tool,15,rain clay,year 315 rain jar firing failure changed training,supports jar seals,0.279529,True
331,330,glass_harbor,salt cisterns,4,salt cisterns stage-4 kelp fiber tool,15,kelp fiber,year 315 salt cisterns failure changed training,supports salt tea,0.280071,True
332,330,cinder_garden,seed calendars,4,seed calendars stage-4 ember fruit tool,15,ember fruit,year 315 seed calendars failure changed training,supports cool bowls,0.280612,True
333,330,lichen_bridge,signal bells,4,signal bells stage-4 rope reed tool,15,rope reed,year 315 signal bells failure changed training,supports lichen soup,0.281153,True
334,330,orchid_engine,gear washing,4,gear washing stage-4 steam water tool,15,steam water,year 315 gear washing failure changed training,supports steam tea,0.281694,True
335,335,moss_ward,rain jar firing,4,rain jar firing stage-4 rain clay tool,15,rain clay,year 320 rain jar firing failure changed training,supports jar seals,0.280071,True
336,335,glass_harbor,salt cisterns,4,salt cisterns stage-4 kelp fiber tool,15,kelp fiber,year 320 salt cisterns failure changed training,supports salt tea,0.280612,True
337,335,cinder_garden,seed calendars,4,seed calendars stage-4 ember fruit tool,15,ember fruit,year 320 seed calendars failure changed training,supports cool bowls,0.281153,True
338,335,lichen_bridge,signal bells,4,signal bells stage-4 rope reed tool,15,rope reed,year 320 signal bells failure changed training,supports lichen soup,0.281694,True
339,335,orchid_engine,gear washing,4,gear washing stage-4 steam water tool,15,steam water,year 320 gear washing failure changed training,supports steam tea,0.282235,True
340,340,moss_ward,rain jar firing,4,rain jar firing stage-4 rain clay tool,15,rain clay,year 325 rain jar firing failure changed training,supports jar seals,0.280612,True
341,340,glass_harbor,salt cisterns,4,salt cisterns stage-4 kelp fiber tool,15,kelp fiber,year 325 salt cisterns failure changed training,supports salt tea,0.281153,True
342,340,cinder_garden,seed calendars,4,seed calendars stage-4 ember fruit tool,15,ember fruit,year 325 seed calendars failure changed training,supports cool bowls,0.281694,True
343,340,lichen_bridge,signal bells,4,signal bells stage-4 rope reed tool,15,rope reed,year 325 signal bells failure changed training,supports lichen soup,0.282235,True
344,340,orchid_engine,gear washing,4,gear washing stage-4 steam water tool,15,steam water,year 325 gear washing failure changed training,supports steam tea,0.282776,True
345,345,moss_ward,rain jar firing,4,rain jar firing stage-4 rain clay tool,15,rain clay,year 330 rain jar firing failure changed training,supports jar seals,0.281153,True
346,345,glass_harbor,salt cisterns,4,salt cisterns stage-4 kelp fiber tool,15,kelp fiber,year 330 salt cisterns failure changed training,supports salt tea,0.281694,True
347,345,cinder_garden,seed calendars,4,seed calendars stage-4 ember fruit tool,15,ember fruit,year 330 seed calendars failure changed training,supports cool bowls,0.282235,True
348,345,lichen_bridge,signal bells,4,signal bells stage-4 rope reed tool,15,rope reed,year 330 signal bells failure changed training,supports lichen soup,0.282776,True
349,345,orchid_engine,gear washing,4,gear washing stage-4 steam water tool,15,steam water,year 330 gear washing failure changed training,supports steam tea,0.283318,True
350,350,moss_ward,path lanterns,4,path lanterns stage-4 root starch tool,16,root starch,year 335 path lanterns failure changed training,supports dry cloaks,0.283694,True
351,350,glass_harbor,lamp optics,4,lamp optics stage-4 salt reed tool,16,salt reed,year 335 lamp optics failure changed training,supports lantern lenses,0.284235,True
352,350,cinder_garden,shade rigs,4,shade rigs stage-4 shade wood tool,16,shade wood,year 335 shade rigs failure changed training,supports seed meal,0.284776,True
353,350,lichen_bridge,bridge ledgers,4,bridge ledgers stage-4 signal stone tool,16,signal stone,year 335 bridge ledgers failure changed training,supports rope kits,0.285318,True
354,350,orchid_engine,valve tools,4,valve tools stage-4 orchid oil tool,16,orchid oil,year 335 valve tools failure changed training,supports valve keys,0.285859,True
355,355,moss_ward,path lanterns,4,path lanterns stage-4 root starch tool,16,root starch,year 340 path lanterns failure changed training,supports dry cloaks,0.284235,True
356,355,glass_harbor,lamp optics,4,lamp optics stage-4 salt reed tool,16,salt reed,year 340 lamp optics failure changed training,supports lantern lenses,0.284776,True
357,355,cinder_garden,shade rigs,4,shade rigs stage-4 shade wood tool,16,shade wood,year 340 shade rigs failure changed training,supports seed meal,0.285318,True
358,355,lichen_bridge,bridge ledgers,4,bridge ledgers stage-4 signal stone tool,16,signal stone,year 340 bridge ledgers failure changed training,supports rope kits,0.285859,True
359,355,orchid_engine,valve tools,4,valve tools stage-4 orchid oil tool,16,orchid oil,year 340 valve tools failure changed training,supports valve keys,0.2772,True
360,360,moss_ward,path lanterns,4,path lanterns stage-4 root starch tool,16,root starch,year 345 path lanterns failure changed training,supports dry cloaks,0.284776,True
361,360,glass_harbor,lamp optics,4,lamp optics stage-4 salt reed tool,16,salt reed,year 345 lamp optics failure changed training,supports lantern lenses,0.285318,True
362,360,cinder_garden,shade rigs,4,shade rigs stage-4 shade wood tool,16,shade wood,year 345 shade rigs failure changed training,supports seed meal,0.285859,True
363,360,lichen_bridge,bridge ledgers,4,bridge ledgers stage-4 signal stone tool,16,signal stone,year 345 bridge ledgers failure changed training,supports rope kits,0.2772,True
364,360,orchid_engine,valve tools,4,valve tools stage-4 orchid oil tool,16,orchid oil,year 345 valve tools failure changed training,supports valve keys,0.277741,True
365,365,moss_ward,path lanterns,4,path lanterns stage-4 root starch tool,16,root starch,year 350 path lanterns failure changed training,supports dry cloaks,0.285318,True
366,365,glass_harbor,lamp optics,4,lamp optics stage-4 salt reed tool,16,salt reed,year 350 lamp optics failure changed training,supports lantern lenses,0.285859,True
367,365,cinder_garden,shade rigs,4,shade rigs stage-4 shade wood tool,16,shade wood,year 350 shade rigs failure changed training,supports seed meal,0.2772,True
368,365,lichen_bridge,bridge ledgers,4,bridge ledgers stage-4 signal stone tool,16,signal stone,year 350 bridge ledgers failure changed training,supports rope kits,0.277741,True
369,365,orchid_engine,valve tools,4,valve tools stage-4 orchid oil tool,16,orchid oil,year 350 valve tools failure changed training,supports valve keys,0.278282,True
370,370,moss_ward,path lanterns,4,path lanterns stage-4 root starch tool,16,root starch,year 355 path lanterns failure changed training,supports dry cloaks,0.285859,True
371,370,glass_harbor,lamp optics,4,lamp optics stage-4 salt reed tool,16,salt reed,year 355 lamp optics failure changed training,supports lantern lenses,0.2772,True
372,370,cinder_garden,shade rigs,4,shade rigs stage-4 shade wood tool,16,shade wood,year 355 shade rigs failure changed training,supports seed meal,0.277741,True
373,370,lichen_bridge,bridge ledgers,4,bridge ledgers stage-4 signal stone tool,16,signal stone,year 355 bridge ledgers failure changed training,supports rope kits,0.278282,True
374,370,orchid_engine,valve tools,4,valve tools stage-4 orchid oil tool,16,orchid oil,year 355 valve tools failure changed training,supports valve keys,0.278824,True
375,375,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,17,moss fiber,year 360 cloak weaving failure changed training,supports root cakes,0.2872,True
376,375,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,17,lamp oil,year 360 net knots failure changed training,supports kelp cord,0.287741,True
377,375,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,17,cool stone,year 360 ash ceramics failure changed training,supports shade poles,0.288282,True
378,375,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,17,lichen paste,year 360 rope trusses failure changed training,supports signal bells,0.288824,True
379,375,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,17,valve ore,year 360 orchid lamps failure changed training,supports orchid lamps,0.289365,True
380,380,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,17,moss fiber,year 365 cloak weaving failure changed training,supports root cakes,0.287741,True
381,380,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,17,lamp oil,year 365 net knots failure changed training,supports kelp cord,0.288282,True
382,380,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,17,cool stone,year 365 ash ceramics failure changed training,supports shade poles,0.288824,True
383,380,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,17,lichen paste,year 365 rope trusses failure changed training,supports signal bells,0.289365,True
384,380,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,17,valve ore,year 365 orchid lamps failure changed training,supports orchid lamps,0.289906,True
385,385,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,17,moss fiber,year 370 cloak weaving failure changed training,supports root cakes,0.288282,True
386,385,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,17,lamp oil,year 370 net knots failure changed training,supports kelp cord,0.288824,True
387,385,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,17,cool stone,year 370 ash ceramics failure changed training,supports shade poles,0.289365,True
388,385,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,17,lichen paste,year 370 rope trusses failure changed training,supports signal bells,0.289906,True
389,385,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,17,valve ore,year 370 orchid lamps failure changed training,supports orchid lamps,0.290447,True
390,390,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,17,moss fiber,year 375 cloak weaving failure changed training,supports root cakes,0.288824,True
391,390,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,17,lamp oil,year 375 net knots failure changed training,supports kelp cord,0.289365,True
392,390,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,17,cool stone,year 375 ash ceramics failure changed training,supports shade poles,0.289906,True
393,390,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,17,lichen paste,year 375 rope trusses failure changed training,supports signal bells,0.290447,True
394,390,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,17,valve ore,year 375 orchid lamps failure changed training,supports orchid lamps,0.290988,True
395,395,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,17,moss fiber,year 380 cloak weaving failure changed training,supports root cakes,0.289365,True
396,395,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,17,lamp oil,year 380 net knots failure changed training,supports kelp cord,0.289906,True
397,395,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,17,cool stone,year 380 ash ceramics failure changed training,supports shade poles,0.290447,True
398,395,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,17,lichen paste,year 380 rope trusses failure changed training,supports signal bells,0.290988,True
399,395,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,17,valve ore,year 380 orchid lamps failure changed training,supports orchid lamps,0.291529,True
400,400,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,18,rain clay,year 385 rain jar firing failure changed training,supports jar seals,0.289906,True
401,400,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,18,kelp fiber,year 385 salt cisterns failure changed training,supports salt tea,0.290447,True
402,400,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,18,ember fruit,year 385 seed calendars failure changed training,supports cool bowls,0.290988,True
403,400,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,18,rope reed,year 385 signal bells failure changed training,supports lichen soup,0.291529,True
404,400,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,18,steam water,year 385 gear washing failure changed training,supports steam tea,0.292071,True
405,405,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,18,rain clay,year 390 rain jar firing failure changed training,supports jar seals,0.290447,True
406,405,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,18,kelp fiber,year 390 salt cisterns failure changed training,supports salt tea,0.290988,True
407,405,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,18,ember fruit,year 390 seed calendars failure changed training,supports cool bowls,0.291529,True
408,405,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,18,rope reed,year 390 signal bells failure changed training,supports lichen soup,0.292071,True
409,405,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,18,steam water,year 390 gear washing failure changed training,supports steam tea,0.292612,True
410,410,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,18,rain clay,year 395 rain jar firing failure changed training,supports jar seals,0.290988,True
411,410,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,18,kelp fiber,year 395 salt cisterns failure changed training,supports salt tea,0.291529,True
412,410,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,18,ember fruit,year 395 seed calendars failure changed training,supports cool bowls,0.292071,True
413,410,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,18,rope reed,year 395 signal bells failure changed training,supports lichen soup,0.292612,True
414,410,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,18,steam water,year 395 gear washing failure changed training,supports steam tea,0.293153,True
415,415,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,18,rain clay,year 400 rain jar firing failure changed training,supports jar seals,0.291529,True
416,415,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,18,kelp fiber,year 400 salt cisterns failure changed training,supports salt tea,0.292071,True
417,415,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,18,ember fruit,year 400 seed calendars failure changed training,supports cool bowls,0.292612,True
418,415,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,18,rope reed,year 400 signal bells failure changed training,supports lichen soup,0.293153,True
419,415,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,18,steam water,year 400 gear washing failure changed training,supports steam tea,0.293694,True
420,420,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,18,rain clay,year 405 rain jar firing failure changed training,supports jar seals,0.292071,True
421,420,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,18,kelp fiber,year 405 salt cisterns failure changed training,supports salt tea,0.292612,True
422,420,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,18,ember fruit,year 405 seed calendars failure changed training,supports cool bowls,0.293153,True
423,420,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,18,rope reed,year 405 signal bells failure changed training,supports lichen soup,0.293694,True
424,420,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,18,steam water,year 405 gear washing failure changed training,supports steam tea,0.294235,True
425,425,moss_ward,path lanterns,5,path lanterns stage-5 root starch tool,19,root starch,year 410 path lanterns failure changed training,supports dry cloaks,0.292612,True
426,425,glass_harbor,lamp optics,5,lamp optics stage-5 salt reed tool,19,salt reed,year 410 lamp optics failure changed training,supports lantern lenses,0.293153,True
427,425,cinder_garden,shade rigs,5,shade rigs stage-5 shade wood tool,19,shade wood,year 410 shade rigs failure changed training,supports seed meal,0.293694,True
428,425,lichen_bridge,bridge ledgers,5,bridge ledgers stage-5 signal stone tool,19,signal stone,year 410 bridge ledgers failure changed training,supports rope kits,0.294235,True
429,425,orchid_engine,valve tools,5,valve tools stage-5 orchid oil tool,19,orchid oil,year 410 valve tools failure changed training,supports valve keys,0.294776,True
430,430,moss_ward,path lanterns,5,path lanterns stage-5 root starch tool,19,root starch,year 415 path lanterns failure changed training,supports dry cloaks,0.293153,True
431,430,glass_harbor,lamp optics,5,lamp optics stage-5 salt reed tool,19,salt reed,year 415 lamp optics failure changed training,supports lantern lenses,0.293694,True
432,430,cinder_garden,shade rigs,5,shade rigs stage-5 shade wood tool,19,shade wood,year 415 shade rigs failure changed training,supports seed meal,0.294235,True
433,430,lichen_bridge,bridge ledgers,5,bridge ledgers stage-5 signal stone tool,19,signal stone,year 415 bridge ledgers failure changed training,supports rope kits,0.294776,True
434,430,orchid_engine,valve tools,5,valve tools stage-5 orchid oil tool,19,orchid oil,year 415 valve tools failure changed training,supports valve keys,0.295318,True
435,435,moss_ward,path lanterns,5,path lanterns stage-5 root starch tool,19,root starch,year 420 path lanterns failure changed training,supports dry cloaks,0.293694,True
436,435,glass_harbor,lamp optics,5,lamp optics stage-5 salt reed tool,19,salt reed,year 420 lamp optics failure changed training,supports lantern lenses,0.294235,True
437,435,cinder_garden,shade rigs,5,shade rigs stage-5 shade wood tool,19,shade wood,year 420 shade rigs failure changed training,supports seed meal,0.294776,True
438,435,lichen_bridge,bridge ledgers,5,bridge ledgers stage-5 signal stone tool,19,signal stone,year 420 bridge ledgers failure changed training,supports rope kits,0.295318,True
439,435,orchid_engine,valve tools,5,valve tools stage-5 orchid oil tool,19,orchid oil,year 420 valve tools failure changed training,supports valve keys,0.295859,True
440,440,moss_ward,path lanterns,5,path lanterns stage-5 root starch tool,19,root starch,year 425 path lanterns failure changed training,supports dry cloaks,0.294235,True
441,440,glass_harbor,lamp optics,5,lamp optics stage-5 salt reed tool,19,salt reed,year 425 lamp optics failure changed training,supports lantern lenses,0.294776,True
442,440,cinder_garden,shade rigs,5,shade rigs stage-5 shade wood tool,19,shade wood,year 425 shade rigs failure changed training,supports seed meal,0.295318,True
443,440,lichen_bridge,bridge ledgers,5,bridge ledgers stage-5 signal stone tool,19,signal stone,year 425 bridge ledgers failure changed training,supports rope kits,0.295859,True
444,440,orchid_engine,valve tools,5,valve tools stage-5 orchid oil tool,19,orchid oil,year 425 valve tools failure changed training,supports valve keys,0.2872,True
445,445,moss_ward,path lanterns,5,path lanterns stage-5 root starch tool,19,root starch,year 430 path lanterns failure changed training,supports dry cloaks,0.294776,True
446,445,glass_harbor,lamp optics,5,lamp optics stage-5 salt reed tool,19,salt reed,year 430 lamp optics failure changed training,supports lantern lenses,0.295318,True
447,445,cinder_garden,shade rigs,5,shade rigs stage-5 shade wood tool,19,shade wood,year 430 shade rigs failure changed training,supports seed meal,0.295859,True
448,445,lichen_bridge,bridge ledgers,5,bridge ledgers stage-5 signal stone tool,19,signal stone,year 430 bridge ledgers failure changed training,supports rope kits,0.2872,True
449,445,orchid_engine,valve tools,5,valve tools stage-5 orchid oil tool,19,orchid oil,year 430 valve tools failure changed training,supports valve keys,0.287741,True
450,450,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,20,moss fiber,year 435 cloak weaving failure changed training,supports root cakes,0.295318,True
451,450,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,20,lamp oil,year 435 net knots failure changed training,supports kelp cord,0.295859,True
452,450,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,20,cool stone,year 435 ash ceramics failure changed training,supports shade poles,0.2872,True
453,450,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,20,lichen paste,year 435 rope trusses failure changed training,supports signal bells,0.287741,True
454,450,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,20,valve ore,year 435 orchid lamps failure changed training,supports orchid lamps,0.288282,True
455,455,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,20,moss fiber,year 440 cloak weaving failure changed training,supports root cakes,0.295859,True
456,455,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,20,lamp oil,year 440 net knots failure changed training,supports kelp cord,0.2872,True
457,455,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,20,cool stone,year 440 ash ceramics failure changed training,supports shade poles,0.287741,True
458,455,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,20,lichen paste,year 440 rope trusses failure changed training,supports signal bells,0.288282,True
459,455,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,20,valve ore,year 440 orchid lamps failure changed training,supports orchid lamps,0.288824,True
460,460,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,20,moss fiber,year 445 cloak weaving failure changed training,supports root cakes,0.2872,True
461,460,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,20,lamp oil,year 445 net knots failure changed training,supports kelp cord,0.287741,True
462,460,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,20,cool stone,year 445 ash ceramics failure changed training,supports shade poles,0.288282,True
463,460,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,20,lichen paste,year 445 rope trusses failure changed training,supports signal bells,0.288824,True
464,460,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,20,valve ore,year 445 orchid lamps failure changed training,supports orchid lamps,0.289365,True
465,465,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,20,moss fiber,year 450 cloak weaving failure changed training,supports root cakes,0.287741,True
466,465,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,20,lamp oil,year 450 net knots failure changed training,supports kelp cord,0.288282,True
467,465,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,20,cool stone,year 450 ash ceramics failure changed training,supports shade poles,0.288824,True
468,465,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,20,lichen paste,year 450 rope trusses failure changed training,supports signal bells,0.289365,True
469,465,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,20,valve ore,year 450 orchid lamps failure changed training,supports orchid lamps,0.289906,True
470,470,moss_ward,cloak weaving,5,cloak weaving stage-5 moss fiber tool,20,moss fiber,year 455 cloak weaving failure changed training,supports root cakes,0.288282,True
471,470,glass_harbor,net knots,5,net knots stage-5 lamp oil tool,20,lamp oil,year 455 net knots failure changed training,supports kelp cord,0.288824,True
472,470,cinder_garden,ash ceramics,5,ash ceramics stage-5 cool stone tool,20,cool stone,year 455 ash ceramics failure changed training,supports shade poles,0.289365,True
473,470,lichen_bridge,rope trusses,5,rope trusses stage-5 lichen paste tool,20,lichen paste,year 455 rope trusses failure changed training,supports signal bells,0.289906,True
474,470,orchid_engine,orchid lamps,5,orchid lamps stage-5 valve ore tool,20,valve ore,year 455 orchid lamps failure changed training,supports orchid lamps,0.290447,True
475,475,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,21,rain clay,year 460 rain jar firing failure changed training,supports jar seals,0.288824,True
476,475,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,21,kelp fiber,year 460 salt cisterns failure changed training,supports salt tea,0.289365,True
477,475,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,21,ember fruit,year 460 seed calendars failure changed training,supports cool bowls,0.289906,True
478,475,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,21,rope reed,year 460 signal bells failure changed training,supports lichen soup,0.290447,True
479,475,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,21,steam water,year 460 gear washing failure changed training,supports steam tea,0.290988,True
480,480,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,21,rain clay,year 465 rain jar firing failure changed training,supports jar seals,0.289365,True
481,480,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,21,kelp fiber,year 465 salt cisterns failure changed training,supports salt tea,0.289906,True
482,480,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,21,ember fruit,year 465 seed calendars failure changed training,supports cool bowls,0.290447,True
483,480,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,21,rope reed,year 465 signal bells failure changed training,supports lichen soup,0.290988,True
484,480,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,21,steam water,year 465 gear washing failure changed training,supports steam tea,0.291529,True
485,485,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,21,rain clay,year 470 rain jar firing failure changed training,supports jar seals,0.289906,True
486,485,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,21,kelp fiber,year 470 salt cisterns failure changed training,supports salt tea,0.290447,True
487,485,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,21,ember fruit,year 470 seed calendars failure changed training,supports cool bowls,0.290988,True
488,485,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,21,rope reed,year 470 signal bells failure changed training,supports lichen soup,0.291529,True
489,485,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,21,steam water,year 470 gear washing failure changed training,supports steam tea,0.292071,True
490,490,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,21,rain clay,year 475 rain jar firing failure changed training,supports jar seals,0.290447,True
491,490,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,21,kelp fiber,year 475 salt cisterns failure changed training,supports salt tea,0.290988,True
492,490,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,21,ember fruit,year 475 seed calendars failure changed training,supports cool bowls,0.291529,True
493,490,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,21,rope reed,year 475 signal bells failure changed training,supports lichen soup,0.292071,True
494,490,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,21,steam water,year 475 gear washing failure changed training,supports steam tea,0.292612,True
495,495,moss_ward,rain jar firing,5,rain jar firing stage-5 rain clay tool,21,rain clay,year 480 rain jar firing failure changed training,supports jar seals,0.290988,True
496,495,glass_harbor,salt cisterns,5,salt cisterns stage-5 kelp fiber tool,21,kelp fiber,year 480 salt cisterns failure changed training,supports salt tea,0.291529,True
497,495,cinder_garden,seed calendars,5,seed calendars stage-5 ember fruit tool,21,ember fruit,year 480 seed calendars failure changed training,supports cool bowls,0.292071,True
498,495,lichen_bridge,signal bells,5,signal bells stage-5 rope reed tool,21,rope reed,year 480 signal bells failure changed training,supports lichen soup,0.292612,True
499,495,orchid_engine,gear washing,5,gear washing stage-5 steam water tool,21,steam water,year 480 gear washing failure changed training,supports steam tea,0.293153,True
500,500,moss_ward,path lanterns,6,path lanterns stage-6 root starch tool,22,root starch,year 485 path lanterns failure changed training,supports dry cloaks,0.303529,True
501,500,glass_harbor,lamp optics,6,lamp optics stage-6 salt reed tool,22,salt reed,year 485 lamp optics failure changed training,supports lantern lenses,0.304071,True
502,500,cinder_garden,shade rigs,6,shade rigs stage-6 shade wood tool,22,shade wood,year 485 shade rigs failure changed training,supports seed meal,0.304612,True
503,500,lichen_bridge,bridge ledgers,6,bridge ledgers stage-6 signal stone tool,22,signal stone,year 485 bridge ledgers failure changed training,supports rope kits,0.305153,True
504,500,orchid_engine,valve tools,6,valve tools stage-6 orchid oil tool,22,orchid oil,year 485 valve tools failure changed training,supports valve keys,0.305694,True
