tick_id,day,settlement_id,resident_id,object_id,default_state,forgiveness_state,forgiveness_ceiling,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,visible_limit,no_forced_forgiveness,partial_repair_only
832,47,signal,Oda,wind wrap,defaulted,observed,0.38542,0.332,0.332,0.374,0.374,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
836,47,roofward,Bex,shade cloth,current,observed,0.36772,0.213,0.213,0.434,0.434,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
839,47,orchard,Pim,dry cord,defaulted,repairing,0.37654,0.355,0.365,0.356,0.344,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
840,47,repair_ring,Wren,cool cloth,defaulted,observed,0.38106,0.306,0.306,0.414,0.414,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
842,47,roofward,Sera,herb ledger,defaulted,repairing,0.3418,0.26,0.27,0.572,0.56,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
844,47,signal,Oda,wind wrap,defaulted,observed,0.38334,0.316,0.316,0.384,0.384,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
848,48,archive,Vell,memory tag,current,repairing,0.37654,0.305,0.315,0.248,0.236,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
852,48,riverbend,Cee,binding cord,defaulted,observed,0.3877,0.339,0.339,0.272,0.272,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
856,48,orchard,Pim,dry cord,defaulted,repairing,0.3743,0.313,0.323,0.346,0.334,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
859,48,roofward,Sera,herb ledger,current,repairing,0.343,0.216,0.226,0.56,0.548,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
860,48,archive,Vell,memory tag,current,observed,0.37634,0.315,0.315,0.238,0.238,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
864,49,roofward,Sera,herb ledger,current,observed,0.343,0.21,0.21,0.548,0.548,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
865,49,archive,Vell,memory tag,defaulted,repairing,0.37726,0.217,0.227,0.248,0.236,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
868,49,repair_ring,Pax,copper wire,defaulted,observed,0.3696,0.29,0.29,0.426,0.426,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
872,49,signal,Ren,oil lantern,defaulted,observed,0.3635,0.295,0.295,0.496,0.496,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
873,49,orchard,Pim,dry cord,defaulted,repairing,0.37198,0.241,0.251,0.344,0.332,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
876,49,roofward,Sera,herb ledger,current,repairing,0.346,0.21,0.22,0.548,0.536,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
880,49,repair_ring,Pax,copper wire,current,observed,0.3696,0.29,0.29,0.426,0.426,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
882,50,archive,Vell,memory tag,defaulted,repairing,0.3779,0.265,0.275,0.256,0.244,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
884,50,orchard,Ivo,seed satchel,defaulted,observed,0.3984,0.305,0.305,0.192,0.192,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
888,50,archive,Nia,signal spool,defaulted,observed,0.40414,0.311,0.311,0.248,0.248,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
890,50,orchard,Pim,dry cord,defaulted,repairing,0.37406,0.193,0.203,0.334,0.322,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
892,50,riverbend,Ari,cedar plank,defaulted,observed,0.39846,0.341,0.341,0.294,0.294,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
893,50,roofward,Sera,herb ledger,current,repairing,0.34728,0.303,0.313,0.546,0.534,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
896,50,orchard,Ivo,seed satchel,defaulted,observed,0.3982,0.278,0.278,0.194,0.194,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
900,51,signal,Oda,wind wrap,defaulted,observed,0.3686,0.271,0.271,0.454,0.454,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
904,51,roofward,Bex,shade cloth,defaulted,observed,0.36274,0.22,0.22,0.464,0.464,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
907,51,orchard,Pim,dry cord,defaulted,repairing,0.3688,0.296,0.306,0.338,0.326,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
908,51,repair_ring,Wren,cool cloth,defaulted,observed,0.3731,0.266,0.266,0.454,0.454,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
910,51,roofward,Sera,herb ledger,defaulted,repairing,0.34586,0.267,0.277,0.544,0.532,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
912,51,signal,Oda,wind wrap,defaulted,observed,0.36328,0.255,0.255,0.464,0.464,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
916,51,roofward,Bex,shade cloth,defaulted,observed,0.36354,0.211,0.211,0.474,0.474,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
920,52,riverbend,Cee,binding cord,defaulted,observed,0.3724,0.317,0.317,0.326,0.326,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
924,52,orchard,Pim,dry cord,current,repairing,0.3694,0.278,0.288,0.332,0.32,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
927,52,roofward,Sera,herb ledger,defaulted,repairing,0.34498,0.205,0.215,0.542,0.53,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
928,52,archive,Vell,memory tag,defaulted,observed,0.37002,0.287,0.287,0.258,0.258,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
932,52,riverbend,Cee,binding cord,defaulted,observed,0.3722,0.301,0.301,0.328,0.328,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
935,52,signal,Ren,oil lantern,defaulted,repairing,0.35296,0.14,0.15,0.536,0.524,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
936,53,repair_ring,Pax,copper wire,defaulted,observed,0.35956,0.262,0.262,0.476,0.476,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
940,53,signal,Ren,oil lantern,defaulted,observed,0.34764,0.228,0.228,0.534,0.534,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
941,53,orchard,Pim,dry cord,current,repairing,0.37032,0.224,0.234,0.33,0.318,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
944,53,roofward,Sera,herb ledger,defaulted,repairing,0.34374,0.193,0.203,0.54,0.528,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
948,53,repair_ring,Pax,copper wire,defaulted,observed,0.3564,0.25,0.25,0.486,0.486,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
952,53,signal,Ren,oil lantern,defaulted,repairing,0.34532,0.204,0.214,0.544,0.532,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
956,54,archive,Nia,signal spool,defaulted,observed,0.3891,0.271,0.271,0.294,0.294,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
958,54,orchard,Pim,dry cord,defaulted,repairing,0.37096,0.2,0.21,0.338,0.326,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
960,54,riverbend,Ari,cedar plank,defaulted,observed,0.3848,0.274,0.274,0.31,0.31,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
961,54,roofward,Sera,herb ledger,defaulted,repairing,0.34502,0.268,0.278,0.538,0.526,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
964,54,orchard,Ivo,seed satchel,defaulted,observed,0.39508,0.288,0.288,0.2,0.2,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
968,54,archive,Nia,signal spool,current,observed,0.3899,0.271,0.271,0.286,0.286,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
969,54,signal,Ren,oil lantern,current,repairing,0.3476,0.264,0.274,0.532,0.52,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
972,55,roofward,Bex,shade cloth,defaulted,observed,0.34952,0.185,0.185,0.544,0.544,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
975,55,orchard,Pim,dry cord,defaulted,repairing,0.37096,0.294,0.304,0.338,0.326,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
976,55,repair_ring,Wren,cool cloth,defaulted,observed,0.36414,0.226,0.226,0.504,0.504,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
978,55,roofward,Sera,herb ledger,defaulted,repairing,0.34036,0.22,0.23,0.536,0.524,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
980,55,signal,Oda,wind wrap,current,observed,0.35966,0.214,0.214,0.484,0.484,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
984,55,roofward,Bex,shade cloth,defaulted,observed,0.34708,0.158,0.158,0.554,0.554,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
986,55,signal,Ren,oil lantern,current,repairing,0.34518,0.261,0.271,0.54,0.528,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
988,55,repair_ring,Wren,cool cloth,defaulted,observed,0.35882,0.21,0.21,0.514,0.514,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
989,55,riverbend,Ari,cedar plank,defaulted,repairing,0.37854,0.159,0.169,0.336,0.324,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
992,56,orchard,Pim,dry cord,defaulted,repairing,0.3688,0.27,0.28,0.338,0.326,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
995,56,roofward,Sera,herb ledger,defaulted,repairing,0.33624,0.146,0.156,0.534,0.522,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
996,56,archive,Vell,memory tag,defaulted,observed,0.36554,0.247,0.247,0.274,0.274,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1000,56,riverbend,Cee,binding cord,defaulted,observed,0.3543,0.25,0.25,0.372,0.372,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1003,56,signal,Ren,oil lantern,defaulted,repairing,0.34438,0.141,0.151,0.548,0.536,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1004,56,orchard,Pim,dry cord,defaulted,observed,0.3686,0.268,0.268,0.328,0.328,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1006,56,riverbend,Ari,cedar plank,defaulted,repairing,0.37794,0.135,0.145,0.342,0.33,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1008,57,signal,Ren,oil lantern,defaulted,observed,0.34122,0.199,0.199,0.546,0.546,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1009,57,orchard,Pim,dry cord,defaulted,repairing,0.36628,0.206,0.216,0.338,0.326,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1012,57,roofward,Sera,herb ledger,current,repairing,0.33824,0.158,0.168,0.532,0.52,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1016,57,repair_ring,Pax,copper wire,defaulted,observed,0.34034,0.183,0.183,0.526,0.526,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1020,57,signal,Ren,oil lantern,defaulted,repairing,0.34106,0.187,0.197,0.556,0.544,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1023,57,riverbend,Ari,cedar plank,defaulted,repairing,0.3703,0.235,0.245,0.35,0.338,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1024,57,roofward,Sera,herb ledger,current,observed,0.33932,0.174,0.174,0.52,0.52,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1026,58,orchard,Pim,dry cord,defaulted,repairing,0.36368,0.176,0.186,0.346,0.334,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1028,58,riverbend,Ari,cedar plank,defaulted,observed,0.37038,0.223,0.223,0.348,0.348,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1029,58,roofward,Sera,herb ledger,current,repairing,0.34196,0.284,0.294,0.52,0.508,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1032,58,orchard,Ivo,seed satchel,defaulted,observed,0.38916,0.252,0.252,0.216,0.216,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1036,58,archive,Nia,signal spool,defaulted,observed,0.38634,0.249,0.249,0.282,0.282,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1037,58,signal,Ren,oil lantern,defaulted,repairing,0.34234,0.253,0.263,0.554,0.542,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1040,58,riverbend,Ari,cedar plank,defaulted,repairing,0.37138,0.199,0.209,0.35,0.338,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1044,59,repair_ring,Wren,cool cloth,defaulted,observed,0.34408,0.159,0.159,0.584,0.584,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1046,59,roofward,Sera,herb ledger,current,repairing,0.34216,0.23,0.24,0.518,0.506,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1048,59,signal,Oda,wind wrap,defaulted,observed,0.35376,0.179,0.179,0.534,0.534,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1052,59,roofward,Bex,shade cloth,current,observed,0.34788,0.176,0.176,0.564,0.564,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1054,59,signal,Ren,oil lantern,defaulted,repairing,0.33768,0.238,0.248,0.552,0.54,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1056,59,repair_ring,Wren,cool cloth,current,observed,0.33976,0.167,0.167,0.584,0.584,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1057,59,riverbend,Ari,cedar plank,current,repairing,0.37204,0.148,0.158,0.338,0.326,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1060,59,signal,Oda,wind wrap,defaulted,observed,0.35132,0.152,0.152,0.544,0.544,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1063,60,roofward,Sera,herb ledger,defaulted,repairing,0.34028,0.14,0.15,0.526,0.514,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1064,60,archive,Vell,memory tag,defaulted,observed,0.34744,0.225,0.225,0.356,0.356,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1068,60,riverbend,Cee,binding cord,current,observed,0.35372,0.215,0.215,0.358,0.358,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1071,60,signal,Ren,oil lantern,defaulted,repairing,0.33356,0.12,0.13,0.55,0.538,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1072,60,orchard,Pim,dry cord,defaulted,observed,0.35364,0.228,0.228,0.348,0.348,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1074,60,riverbend,Ari,cedar plank,current,repairing,0.37484,0.148,0.158,0.31,0.298,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1076,60,archive,Vell,memory tag,defaulted,observed,0.34724,0.209,0.209,0.358,0.358,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1079,60,repair_ring,Pax,copper wire,current,repairing,0.33612,0.12,0.13,0.546,0.534,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1080,61,roofward,Sera,herb ledger,defaulted,repairing,0.33912,0.164,0.174,0.534,0.522,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1084,61,repair_ring,Pax,copper wire,current,observed,0.33612,0.164,0.164,0.534,0.534,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1088,61,signal,Ren,oil lantern,defaulted,repairing,0.33124,0.128,0.138,0.548,0.536,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1091,61,riverbend,Ari,cedar plank,current,repairing,0.37576,0.242,0.252,0.308,0.296,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1092,61,roofward,Sera,herb ledger,defaulted,observed,0.33704,0.168,0.168,0.532,0.532,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1096,61,repair_ring,Pax,copper wire,current,repairing,0.33912,0.164,0.174,0.534,0.522,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1100,62,orchard,Ivo,seed satchel,current,observed,0.38328,0.23,0.23,0.246,0.246,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1104,62,archive,Nia,signal spool,defaulted,observed,0.37268,0.182,0.182,0.298,0.298,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1105,62,signal,Ren,oil lantern,defaulted,repairing,0.33252,0.194,0.204,0.546,0.534,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1108,62,riverbend,Ari,cedar plank,defaulted,repairing,0.37784,0.206,0.216,0.298,0.286,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1112,62,orchard,Ivo,seed satchel,current,observed,0.38168,0.224,0.224,0.262,0.262,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1113,62,repair_ring,Pax,copper wire,current,repairing,0.3414,0.242,0.252,0.522,0.51,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1116,63,signal,Oda,wind wrap,current,observed,0.33714,0.144,0.144,0.594,0.594,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1120,63,roofward,Bex,shade cloth,defaulted,observed,0.34108,0.152,0.152,0.614,0.614,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1122,63,signal,Ren,oil lantern,current,repairing,0.33318,0.203,0.213,0.534,0.522,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1124,63,repair_ring,Wren,cool cloth,defaulted,observed,0.33306,0.162,0.162,0.624,0.624,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1125,63,riverbend,Ari,cedar plank,defaulted,repairing,0.37614,0.137,0.147,0.288,0.276,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1128,63,signal,Oda,wind wrap,current,observed,0.34002,0.141,0.141,0.594,0.594,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1130,63,repair_ring,Pax,copper wire,current,repairing,0.33682,0.191,0.201,0.53,0.518,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1132,63,roofward,Bex,shade cloth,defaulted,observed,0.3372,0.128,0.128,0.624,0.624,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1133,63,archive,Nia,signal spool,defaulted,repairing,0.36782,0.12,0.13,0.31,0.298,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1136,64,riverbend,Cee,binding cord,defaulted,observed,0.34634,0.204,0.204,0.412,0.412,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1139,64,signal,Ren,oil lantern,current,repairing,0.33338,0.12,0.13,0.532,0.52,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1140,64,orchard,Pim,dry cord,defaulted,observed,0.347,0.2,0.2,0.364,0.364,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1142,64,riverbend,Ari,cedar plank,defaulted,repairing,0.37498,0.131,0.141,0.278,0.266,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1144,64,archive,Vell,memory tag,current,observed,0.34528,0.182,0.182,0.392,0.392,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1147,64,repair_ring,Pax,copper wire,defaulted,repairing,0.33602,0.12,0.13,0.538,0.526,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1148,64,riverbend,Cee,binding cord,defaulted,observed,0.34474,0.183,0.183,0.428,0.428,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1150,64,archive,Nia,signal spool,defaulted,repairing,0.36862,0.12,0.13,0.302,0.29,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1152,65,repair_ring,Pax,copper wire,defaulted,observed,0.33286,0.147,0.147,0.536,0.536,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1156,65,signal,Ren,oil lantern,defaulted,repairing,0.3333,0.135,0.145,0.54,0.528,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1159,65,riverbend,Ari,cedar plank,defaulted,repairing,0.37266,0.207,0.217,0.276,0.264,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1160,65,roofward,Sera,herb ledger,defaulted,observed,0.3244,0.12,0.12,0.572,0.572,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1164,65,repair_ring,Pax,copper wire,defaulted,repairing,0.3327,0.135,0.145,0.546,0.534,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1167,65,archive,Nia,signal spool,current,repairing,0.37162,0.209,0.219,0.29,0.278,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1168,65,signal,Ren,oil lantern,defaulted,observed,0.3323,0.145,0.145,0.538,0.538,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1172,66,archive,Nia,signal spool,current,observed,0.3717,0.173,0.173,0.288,0.288,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1173,66,signal,Ren,oil lantern,defaulted,repairing,0.33394,0.192,0.202,0.548,0.536,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1176,66,riverbend,Ari,cedar plank,defaulted,repairing,0.37474,0.159,0.169,0.266,0.254,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1180,66,orchard,Ivo,seed satchel,defaulted,observed,0.37056,0.184,0.184,0.312,0.312,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1181,66,repair_ring,Pax,copper wire,defaulted,repairing,0.33398,0.213,0.223,0.544,0.532,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1184,66,archive,Nia,signal spool,current,repairing,0.3727,0.167,0.177,0.29,0.278,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1188,67,roofward,Bex,shade cloth,current,observed,0.32988,0.128,0.128,0.654,0.654,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1190,67,signal,Ren,oil lantern,defaulted,repairing,0.33314,0.195,0.205,0.556,0.544,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1192,67,repair_ring,Wren,cool cloth,defaulted,observed,0.325,0.127,0.127,0.674,0.674,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1193,67,riverbend,Ari,cedar plank,defaulted,repairing,0.37574,0.12,0.13,0.256,0.244,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1196,67,signal,Oda,wind wrap,defaulted,observed,0.33458,0.135,0.135,0.634,0.634,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1198,67,repair_ring,Pax,copper wire,defaulted,repairing,0.32932,0.156,0.166,0.542,0.53,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1200,67,roofward,Bex,shade cloth,current,observed,0.327,0.128,0.128,0.654,0.654,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1201,67,archive,Nia,signal spool,defaulted,repairing,0.37028,0.121,0.131,0.298,0.286,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1204,67,repair_ring,Wren,cool cloth,defaulted,observed,0.32256,0.12,0.12,0.684,0.684,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1207,68,signal,Ren,oil lantern,defaulted,repairing,0.3291,0.12,0.13,0.564,0.552,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1208,68,orchard,Pim,dry cord,defaulted,observed,0.3398,0.16,0.16,0.418,0.418,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1210,68,riverbend,Ari,cedar plank,current,repairing,0.37674,0.12,0.13,0.246,0.234,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1212,68,archive,Vell,memory tag,defaulted,observed,0.34486,0.171,0.171,0.398,0.398,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1215,68,repair_ring,Pax,copper wire,defaulted,repairing,0.3288,0.12,0.13,0.54,0.528,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1216,68,riverbend,Cee,binding cord,current,observed,0.33644,0.175,0.175,0.466,0.466,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1218,68,archive,Nia,signal spool,defaulted,repairing,0.36968,0.12,0.13,0.304,0.292,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1220,68,orchard,Pim,dry cord,defaulted,observed,0.3396,0.144,0.144,0.42,0.42,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1224,69,signal,Ren,oil lantern,defaulted,repairing,0.3274,0.12,0.13,0.572,0.56,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1227,69,riverbend,Ari,cedar plank,current,repairing,0.38054,0.223,0.233,0.226,0.214,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1228,69,roofward,Sera,herb ledger,defaulted,observed,0.3194,0.12,0.12,0.622,0.622,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1232,69,repair_ring,Pax,copper wire,current,repairing,0.3318,0.12,0.13,0.528,0.516,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1235,69,archive,Nia,signal spool,defaulted,repairing,0.36844,0.198,0.208,0.302,0.29,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1236,69,signal,Ren,oil lantern,defaulted,observed,0.3246,0.12,0.12,0.57,0.57,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1240,69,roofward,Sera,herb ledger,defaulted,observed,0.3184,0.12,0.12,0.632,0.632,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1244,70,riverbend,Ari,cedar plank,current,repairing,0.38326,0.169,0.179,0.224,0.212,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
1248,70,orchard,Ivo,seed satchel,defaulted,observed,0.3569,0.12,0.12,0.328,0.328,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
1249,70,repair_ring,Pax,copper wire,current,repairing,0.33408,0.202,0.212,0.516,0.504,object>borrower>witness,guarded>neutral>half-open,accept-return>small-nod>resume,True,True,True
