tick_id,day,agent,region_id,public_memory_key,remembered_supply,remembered_season,remembered_guild,remembered_apprentice,remembered_collapse,private_workspace_sealed,replay_pointer
151,10,Nia,archive_quarter,v28:Nia:archive_quarter:day10,archive_quarter->signal_ridge:paper:0.43,spring_rain,Index Guild:0.00,Sera:0.36,stable,True,replay:151:archive_quarter
152,10,Milo,signal_ridge,v28:Milo:signal_ridge:day10,signal_ridge->orchard_fen:oil:0.33,spring_rain,Signal Guild:0.00,Ren:0.39,stable,True,replay:152:signal_ridge
153,10,Ivo,orchard_fen,v28:Ivo:orchard_fen:day10,orchard_fen->riverbend:oil:0.43,spring_rain,Seed Guild:0.09,Mara:0.42,shored,True,replay:153:orchard_fen
154,10,Ari,riverbend,v28:Ari:riverbend:day10,riverbend->roofward:planks:0.28,spring_rain,Bridgewright Guild:0.00,Toma:0.31,stable,True,replay:154:riverbend
155,10,Fay,roofward,v28:Fay:roofward:day10,roofward->archive_quarter:herbs:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.34,stable,True,replay:155:roofward
156,10,Nia,archive_quarter,v28:Nia:archive_quarter:day10,archive_quarter->signal_ridge:wire:0.28,spring_rain,Index Guild:0.00,Sera:0.37,stable,True,replay:156:archive_quarter
157,10,Milo,signal_ridge,v28:Milo:signal_ridge:day10,signal_ridge->orchard_fen:oil:0.38,spring_rain,Signal Guild:0.00,Ren:0.39,stable,True,replay:157:signal_ridge
158,10,Ivo,orchard_fen,v28:Ivo:orchard_fen:day10,orchard_fen->riverbend:seeds:0.28,spring_rain,Seed Guild:0.14,Mara:0.42,shored,True,replay:158:orchard_fen
159,10,Ari,riverbend,v28:Ari:riverbend:day10,riverbend->roofward:water:0.33,spring_rain,Bridgewright Guild:0.00,Toma:0.31,stable,True,replay:159:riverbend
160,11,Fay,roofward,v28:Fay:roofward:day11,roofward->signal_ridge:wire:0.28,spring_rain,Glassgarden Guild:0.00,Lio:0.34,stable,True,replay:160:roofward
161,11,Nia,archive_quarter,v28:Nia:archive_quarter:day11,archive_quarter->orchard_fen:paper:0.38,spring_rain,Index Guild:0.00,Sera:0.37,stable,True,replay:161:archive_quarter
162,11,Milo,signal_ridge,v28:Milo:signal_ridge:day11,signal_ridge->riverbend:oil:0.28,spring_rain,Signal Guild:0.00,Ren:0.39,stable,True,replay:162:signal_ridge
163,11,Ivo,orchard_fen,v28:Ivo:orchard_fen:day11,orchard_fen->roofward:water:0.38,spring_rain,Seed Guild:0.17,Mara:0.43,shored,True,replay:163:orchard_fen
164,11,Ari,riverbend,v28:Ari:riverbend:day11,riverbend->archive_quarter:planks:0.43,spring_rain,Bridgewright Guild:0.04,Toma:0.31,shored,True,replay:164:riverbend
165,11,Fay,roofward,v28:Fay:roofward:day11,roofward->signal_ridge:herbs:0.33,spring_rain,Glassgarden Guild:0.00,Lio:0.34,stable,True,replay:165:roofward
166,11,Nia,archive_quarter,v28:Nia:archive_quarter:day11,archive_quarter->orchard_fen:planks:0.00,spring_rain,Index Guild:0.05,Sera:0.37,stable,True,replay:166:archive_quarter
167,11,Milo,signal_ridge,v28:Milo:signal_ridge:day11,signal_ridge->riverbend:oil:0.33,spring_rain,Signal Guild:0.00,Ren:0.40,stable,True,replay:167:signal_ridge
168,11,Ivo,orchard_fen,v28:Ivo:orchard_fen:day11,orchard_fen->roofward:seeds:0.43,spring_rain,Seed Guild:0.20,Mara:0.43,shored,True,replay:168:orchard_fen
169,11,Ari,riverbend,v28:Ari:riverbend:day11,riverbend->archive_quarter:thread:0.28,spring_rain,Bridgewright Guild:0.07,Toma:0.32,shored,True,replay:169:riverbend
170,11,Fay,roofward,v28:Fay:roofward:day11,roofward->signal_ridge:herbs:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.34,stable,True,replay:170:roofward
171,11,Nia,archive_quarter,v28:Nia:archive_quarter:day11,archive_quarter->orchard_fen:paper:0.28,spring_rain,Index Guild:0.05,Sera:0.37,stable,True,replay:171:archive_quarter
172,11,Milo,signal_ridge,v28:Milo:signal_ridge:day11,signal_ridge->riverbend:oil:0.38,spring_rain,Signal Guild:0.00,Ren:0.40,stable,True,replay:172:signal_ridge
173,11,Ivo,orchard_fen,v28:Ivo:orchard_fen:day11,orchard_fen->roofward:seeds:0.28,spring_rain,Seed Guild:0.22,Mara:0.44,shored,True,replay:173:orchard_fen
174,11,Ari,riverbend,v28:Ari:riverbend:day11,riverbend->archive_quarter:planks:0.33,spring_rain,Bridgewright Guild:0.11,Toma:0.32,shored,True,replay:174:riverbend
175,11,Fay,roofward,v28:Fay:roofward:day11,roofward->signal_ridge:wire:0.43,spring_rain,Glassgarden Guild:0.00,Lio:0.35,stable,True,replay:175:roofward
176,12,Milo,signal_ridge,v28:Milo:signal_ridge:day12,signal_ridge->orchard_fen:planks:0.43,spring_rain,Signal Guild:0.00,Ren:0.40,stable,True,replay:176:signal_ridge
177,12,Ivo,orchard_fen,v28:Ivo:orchard_fen:day12,orchard_fen->riverbend:seeds:0.33,spring_rain,Seed Guild:0.25,Mara:0.44,shored,True,replay:177:orchard_fen
178,12,Ari,riverbend,v28:Ari:riverbend:day12,riverbend->roofward:planks:0.38,spring_rain,Bridgewright Guild:0.03,Toma:0.32,shored,True,replay:178:riverbend
179,12,Fay,roofward,v28:Fay:roofward:day12,roofward->archive_quarter:thread:0.28,spring_rain,Glassgarden Guild:0.00,Lio:0.35,stable,True,replay:179:roofward
180,12,Nia,archive_quarter,v28:Nia:archive_quarter:day12,archive_quarter->signal_ridge:paper:0.38,spring_rain,Index Guild:0.05,Sera:0.37,stable,True,replay:180:archive_quarter
181,12,Milo,signal_ridge,v28:Milo:signal_ridge:day12,signal_ridge->orchard_fen:oil:0.28,spring_rain,Signal Guild:0.00,Ren:0.40,stable,True,replay:181:signal_ridge
182,12,Ivo,orchard_fen,v28:Ivo:orchard_fen:day12,orchard_fen->riverbend:oil:0.38,spring_rain,Seed Guild:0.28,Mara:0.44,shored,True,replay:182:orchard_fen
183,12,Ari,riverbend,v28:Ari:riverbend:day12,riverbend->roofward:planks:0.43,spring_rain,Bridgewright Guild:0.00,Toma:0.32,shored,True,replay:183:riverbend
184,12,Fay,roofward,v28:Fay:roofward:day12,roofward->archive_quarter:herbs:0.33,spring_rain,Glassgarden Guild:0.00,Lio:0.36,stable,True,replay:184:roofward
185,12,Nia,archive_quarter,v28:Nia:archive_quarter:day12,archive_quarter->signal_ridge:wire:0.43,spring_rain,Index Guild:0.05,Sera:0.38,stable,True,replay:185:archive_quarter
186,12,Milo,signal_ridge,v28:Milo:signal_ridge:day12,signal_ridge->orchard_fen:oil:0.33,spring_rain,Signal Guild:0.00,Ren:0.40,stable,True,replay:186:signal_ridge
187,12,Ivo,orchard_fen,v28:Ivo:orchard_fen:day12,orchard_fen->riverbend:seeds:0.43,spring_rain,Seed Guild:0.31,Mara:0.44,shored,True,replay:187:orchard_fen
188,12,Ari,riverbend,v28:Ari:riverbend:day12,riverbend->roofward:water:0.28,spring_rain,Bridgewright Guild:0.00,Toma:0.32,shored,True,replay:188:riverbend
189,12,Fay,roofward,v28:Fay:roofward:day12,roofward->archive_quarter:herbs:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.36,stable,True,replay:189:roofward
190,12,Nia,archive_quarter,v28:Nia:archive_quarter:day12,archive_quarter->signal_ridge:paper:0.28,spring_rain,Index Guild:0.05,Sera:0.38,stable,True,replay:190:archive_quarter
191,12,Milo,signal_ridge,v28:Milo:signal_ridge:day12,signal_ridge->orchard_fen:planks:0.38,spring_rain,Signal Guild:0.00,Ren:0.41,stable,True,replay:191:signal_ridge
192,13,Ivo,orchard_fen,v28:Ivo:orchard_fen:day13,orchard_fen->roofward:water:0.33,spring_rain,Seed Guild:0.33,Mara:0.45,shored,True,replay:192:orchard_fen
193,13,Ari,riverbend,v28:Ari:riverbend:day13,riverbend->archive_quarter:planks:0.38,spring_rain,Bridgewright Guild:0.00,Toma:0.33,shored,True,replay:193:riverbend
194,13,Fay,roofward,v28:Fay:roofward:day13,roofward->signal_ridge:herbs:0.28,spring_rain,Glassgarden Guild:0.00,Lio:0.37,stable,True,replay:194:roofward
195,13,Nia,archive_quarter,v28:Nia:archive_quarter:day13,archive_quarter->orchard_fen:planks:0.38,spring_rain,Index Guild:0.05,Sera:0.38,stable,True,replay:195:archive_quarter
196,13,Milo,signal_ridge,v28:Milo:signal_ridge:day13,signal_ridge->riverbend:oil:0.28,spring_rain,Signal Guild:0.04,Ren:0.41,shored,True,replay:196:signal_ridge
197,13,Ivo,orchard_fen,v28:Ivo:orchard_fen:day13,orchard_fen->roofward:seeds:0.38,spring_rain,Seed Guild:0.36,Mara:0.45,shored,True,replay:197:orchard_fen
198,13,Ari,riverbend,v28:Ari:riverbend:day13,riverbend->archive_quarter:thread:0.00,spring_rain,Bridgewright Guild:0.05,Toma:0.33,shored,True,replay:198:riverbend
199,13,Fay,roofward,v28:Fay:roofward:day13,roofward->signal_ridge:herbs:0.33,spring_rain,Glassgarden Guild:0.00,Lio:0.37,stable,True,replay:199:roofward
200,13,Nia,archive_quarter,v28:Nia:archive_quarter:day13,archive_quarter->orchard_fen:paper:0.43,spring_rain,Index Guild:0.05,Sera:0.39,stable,True,replay:200:archive_quarter
201,13,Milo,signal_ridge,v28:Milo:signal_ridge:day13,signal_ridge->riverbend:oil:0.33,spring_rain,Signal Guild:0.08,Ren:0.41,shored,True,replay:201:signal_ridge
202,13,Ivo,orchard_fen,v28:Ivo:orchard_fen:day13,orchard_fen->roofward:seeds:0.43,spring_rain,Seed Guild:0.39,Mara:0.45,shored,True,replay:202:orchard_fen
203,13,Ari,riverbend,v28:Ari:riverbend:day13,riverbend->archive_quarter:planks:0.28,spring_rain,Bridgewright Guild:0.05,Toma:0.33,shored,True,replay:203:riverbend
204,13,Fay,roofward,v28:Fay:roofward:day13,roofward->signal_ridge:wire:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.37,stable,True,replay:204:roofward
205,13,Nia,archive_quarter,v28:Nia:archive_quarter:day13,archive_quarter->orchard_fen:paper:0.28,spring_rain,Index Guild:0.05,Sera:0.40,stable,True,replay:205:archive_quarter
206,13,Milo,signal_ridge,v28:Milo:signal_ridge:day13,signal_ridge->riverbend:oil:0.38,spring_rain,Signal Guild:0.15,Ren:0.41,shored,True,replay:206:signal_ridge
207,13,Ivo,orchard_fen,v28:Ivo:orchard_fen:day13,orchard_fen->roofward:water:0.28,spring_rain,Seed Guild:0.34,Mara:0.46,stable,True,replay:207:orchard_fen
208,14,Ari,riverbend,v28:Ari:riverbend:day14,riverbend->roofward:water:0.38,spring_rain,Bridgewright Guild:0.05,Toma:0.33,shored,True,replay:208:riverbend
209,14,Fay,roofward,v28:Fay:roofward:day14,roofward->archive_quarter:herbs:0.28,spring_rain,Glassgarden Guild:0.00,Lio:0.37,stable,True,replay:209:roofward
210,14,Nia,archive_quarter,v28:Nia:archive_quarter:day14,archive_quarter->signal_ridge:paper:0.38,spring_rain,Index Guild:0.00,Sera:0.40,stable,True,replay:210:archive_quarter
211,14,Milo,signal_ridge,v28:Milo:signal_ridge:day14,signal_ridge->orchard_fen:planks:0.28,spring_rain,Signal Guild:0.18,Ren:0.42,shored,True,replay:211:signal_ridge
212,14,Ivo,orchard_fen,v28:Ivo:orchard_fen:day14,orchard_fen->riverbend:seeds:0.38,spring_rain,Seed Guild:0.34,Mara:0.46,stable,True,replay:212:orchard_fen
213,14,Ari,riverbend,v28:Ari:riverbend:day14,riverbend->roofward:planks:0.43,spring_rain,Bridgewright Guild:0.05,Toma:0.33,shored,True,replay:213:riverbend
214,14,Fay,roofward,v28:Fay:roofward:day14,roofward->archive_quarter:thread:0.33,spring_rain,Glassgarden Guild:0.00,Lio:0.37,stable,True,replay:214:roofward
215,14,Nia,archive_quarter,v28:Nia:archive_quarter:day14,archive_quarter->signal_ridge:paper:0.43,spring_rain,Index Guild:0.00,Sera:0.40,stable,True,replay:215:archive_quarter
216,14,Milo,signal_ridge,v28:Milo:signal_ridge:day14,signal_ridge->orchard_fen:oil:0.33,spring_rain,Signal Guild:0.21,Ren:0.42,shored,True,replay:216:signal_ridge
217,14,Ivo,orchard_fen,v28:Ivo:orchard_fen:day14,orchard_fen->riverbend:oil:0.43,spring_rain,Seed Guild:0.34,Mara:0.46,stable,True,replay:217:orchard_fen
218,14,Ari,riverbend,v28:Ari:riverbend:day14,riverbend->roofward:planks:0.28,spring_rain,Bridgewright Guild:0.05,Toma:0.34,shored,True,replay:218:riverbend
219,14,Fay,roofward,v28:Fay:roofward:day14,roofward->archive_quarter:herbs:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.38,stable,True,replay:219:roofward
220,14,Nia,archive_quarter,v28:Nia:archive_quarter:day14,archive_quarter->signal_ridge:wire:0.28,spring_rain,Index Guild:0.00,Sera:0.40,stable,True,replay:220:archive_quarter
221,14,Milo,signal_ridge,v28:Milo:signal_ridge:day14,signal_ridge->orchard_fen:oil:0.38,spring_rain,Signal Guild:0.23,Ren:0.43,shored,True,replay:221:signal_ridge
222,14,Ivo,orchard_fen,v28:Ivo:orchard_fen:day14,orchard_fen->riverbend:seeds:0.28,spring_rain,Seed Guild:0.34,Mara:0.46,stable,True,replay:222:orchard_fen
223,14,Ari,riverbend,v28:Ari:riverbend:day14,riverbend->roofward:water:0.33,spring_rain,Bridgewright Guild:0.00,Toma:0.34,shored,True,replay:223:riverbend
224,15,Fay,roofward,v28:Fay:roofward:day15,roofward->signal_ridge:wire:0.28,spring_rain,Glassgarden Guild:0.00,Lio:0.38,stable,True,replay:224:roofward
225,15,Nia,archive_quarter,v28:Nia:archive_quarter:day15,archive_quarter->orchard_fen:paper:0.38,spring_rain,Index Guild:0.00,Sera:0.40,stable,True,replay:225:archive_quarter
226,15,Milo,signal_ridge,v28:Milo:signal_ridge:day15,signal_ridge->riverbend:oil:0.28,spring_rain,Signal Guild:0.18,Ren:0.44,stable,True,replay:226:signal_ridge
227,15,Ivo,orchard_fen,v28:Ivo:orchard_fen:day15,orchard_fen->roofward:water:0.38,spring_rain,Seed Guild:0.34,Mara:0.47,stable,True,replay:227:orchard_fen
228,15,Ari,riverbend,v28:Ari:riverbend:day15,riverbend->archive_quarter:planks:0.43,spring_rain,Bridgewright Guild:0.00,Toma:0.34,shored,True,replay:228:riverbend
229,15,Fay,roofward,v28:Fay:roofward:day15,roofward->signal_ridge:herbs:0.33,spring_rain,Glassgarden Guild:0.00,Lio:0.38,stable,True,replay:229:roofward
230,15,Nia,archive_quarter,v28:Nia:archive_quarter:day15,archive_quarter->orchard_fen:planks:0.43,spring_rain,Index Guild:0.00,Sera:0.41,stable,True,replay:230:archive_quarter
231,15,Milo,signal_ridge,v28:Milo:signal_ridge:day15,signal_ridge->riverbend:oil:0.33,spring_rain,Signal Guild:0.10,Ren:0.44,stable,True,replay:231:signal_ridge
232,15,Ivo,orchard_fen,v28:Ivo:orchard_fen:day15,orchard_fen->roofward:seeds:0.43,spring_rain,Seed Guild:0.34,Mara:0.47,stable,True,replay:232:orchard_fen
233,15,Ari,riverbend,v28:Ari:riverbend:day15,riverbend->archive_quarter:thread:0.28,spring_rain,Bridgewright Guild:0.00,Toma:0.34,shored,True,replay:233:riverbend
234,15,Fay,roofward,v28:Fay:roofward:day15,roofward->signal_ridge:herbs:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.38,stable,True,replay:234:roofward
235,15,Nia,archive_quarter,v28:Nia:archive_quarter:day15,archive_quarter->orchard_fen:paper:0.28,spring_rain,Index Guild:0.00,Sera:0.41,stable,True,replay:235:archive_quarter
236,15,Milo,signal_ridge,v28:Milo:signal_ridge:day15,signal_ridge->riverbend:oil:0.38,spring_rain,Signal Guild:0.02,Ren:0.44,stable,True,replay:236:signal_ridge
237,15,Ivo,orchard_fen,v28:Ivo:orchard_fen:day15,orchard_fen->roofward:seeds:0.28,spring_rain,Seed Guild:0.34,Mara:0.48,stable,True,replay:237:orchard_fen
238,15,Ari,riverbend,v28:Ari:riverbend:day15,riverbend->archive_quarter:planks:0.33,spring_rain,Bridgewright Guild:0.00,Toma:0.34,shored,True,replay:238:riverbend
239,15,Fay,roofward,v28:Fay:roofward:day15,roofward->signal_ridge:wire:0.43,spring_rain,Glassgarden Guild:0.00,Lio:0.38,stable,True,replay:239:roofward
240,16,Nia,archive_quarter,v28:Nia:archive_quarter:day16,archive_quarter->signal_ridge:wire:0.38,spring_rain,Index Guild:0.00,Sera:0.41,stable,True,replay:240:archive_quarter
241,16,Milo,signal_ridge,v28:Milo:signal_ridge:day16,signal_ridge->orchard_fen:oil:0.28,spring_rain,Signal Guild:0.02,Ren:0.45,stable,True,replay:241:signal_ridge
242,16,Ivo,orchard_fen,v28:Ivo:orchard_fen:day16,orchard_fen->riverbend:seeds:0.38,spring_rain,Seed Guild:0.26,Mara:0.49,stable,True,replay:242:orchard_fen
243,16,Ari,riverbend,v28:Ari:riverbend:day16,riverbend->roofward:water:0.43,spring_rain,Bridgewright Guild:0.00,Toma:0.35,shored,True,replay:243:riverbend
244,16,Fay,roofward,v28:Fay:roofward:day16,roofward->archive_quarter:herbs:0.33,spring_rain,Glassgarden Guild:0.00,Lio:0.39,stable,True,replay:244:roofward
245,16,Nia,archive_quarter,v28:Nia:archive_quarter:day16,archive_quarter->signal_ridge:paper:0.43,spring_rain,Index Guild:0.00,Sera:0.41,stable,True,replay:245:archive_quarter
246,16,Milo,signal_ridge,v28:Milo:signal_ridge:day16,signal_ridge->orchard_fen:planks:0.33,spring_rain,Signal Guild:0.02,Ren:0.45,stable,True,replay:246:signal_ridge
247,16,Ivo,orchard_fen,v28:Ivo:orchard_fen:day16,orchard_fen->riverbend:seeds:0.43,spring_rain,Seed Guild:0.17,Mara:0.49,stable,True,replay:247:orchard_fen
248,16,Ari,riverbend,v28:Ari:riverbend:day16,riverbend->roofward:planks:0.28,spring_rain,Bridgewright Guild:0.00,Toma:0.36,shored,True,replay:248:riverbend
249,16,Fay,roofward,v28:Fay:roofward:day16,roofward->archive_quarter:thread:0.38,spring_rain,Glassgarden Guild:0.00,Lio:0.39,stable,True,replay:249:roofward
250,16,Nia,archive_quarter,v28:Nia:archive_quarter:day16,archive_quarter->signal_ridge:paper:0.28,spring_rain,Index Guild:0.00,Sera:0.41,stable,True,replay:250:archive_quarter
251,16,Milo,signal_ridge,v28:Milo:signal_ridge:day16,signal_ridge->orchard_fen:oil:0.38,spring_rain,Signal Guild:0.02,Ren:0.45,stable,True,replay:251:signal_ridge
252,16,Ivo,orchard_fen,v28:Ivo:orchard_fen:day16,orchard_fen->riverbend:oil:0.28,spring_rain,Seed Guild:0.09,Mara:0.50,stable,True,replay:252:orchard_fen
253,16,Ari,riverbend,v28:Ari:riverbend:day16,riverbend->roofward:planks:0.33,spring_rain,Bridgewright Guild:0.00,Toma:0.36,shored,True,replay:253:riverbend
254,16,Fay,roofward,v28:Fay:roofward:day16,roofward->archive_quarter:herbs:0.43,spring_rain,Glassgarden Guild:0.00,Lio:0.39,stable,True,replay:254:roofward
255,16,Nia,archive_quarter,v28:Nia:archive_quarter:day16,archive_quarter->signal_ridge:wire:0.33,spring_rain,Index Guild:0.00,Sera:0.42,stable,True,replay:255:archive_quarter
256,17,Milo,signal_ridge,v28:Milo:signal_ridge:day17,signal_ridge->riverbend:oil:0.28,summer_dry,Signal Guild:0.02,Ren:0.45,stable,True,replay:256:signal_ridge
257,17,Ivo,orchard_fen,v28:Ivo:orchard_fen:day17,orchard_fen->roofward:seeds:0.38,summer_dry,Seed Guild:0.09,Mara:0.50,stable,True,replay:257:orchard_fen
258,17,Ari,riverbend,v28:Ari:riverbend:day17,riverbend->archive_quarter:planks:0.43,summer_dry,Bridgewright Guild:0.00,Toma:0.36,shored,True,replay:258:riverbend
259,17,Fay,roofward,v28:Fay:roofward:day17,roofward->signal_ridge:wire:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.40,stable,True,replay:259:roofward
260,17,Nia,archive_quarter,v28:Nia:archive_quarter:day17,archive_quarter->orchard_fen:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.42,stable,True,replay:260:archive_quarter
261,17,Milo,signal_ridge,v28:Milo:signal_ridge:day17,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.02,Ren:0.45,stable,True,replay:261:signal_ridge
262,17,Ivo,orchard_fen,v28:Ivo:orchard_fen:day17,orchard_fen->roofward:water:0.43,summer_dry,Seed Guild:0.09,Mara:0.50,stable,True,replay:262:orchard_fen
263,17,Ari,riverbend,v28:Ari:riverbend:day17,riverbend->archive_quarter:planks:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.37,shored,True,replay:263:riverbend
264,17,Fay,roofward,v28:Fay:roofward:day17,roofward->signal_ridge:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.40,stable,True,replay:264:roofward
265,17,Nia,archive_quarter,v28:Nia:archive_quarter:day17,archive_quarter->orchard_fen:planks:0.28,summer_dry,Index Guild:0.00,Sera:0.42,stable,True,replay:265:archive_quarter
266,17,Milo,signal_ridge,v28:Milo:signal_ridge:day17,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.02,Ren:0.46,stable,True,replay:266:signal_ridge
267,17,Ivo,orchard_fen,v28:Ivo:orchard_fen:day17,orchard_fen->roofward:seeds:0.28,summer_dry,Seed Guild:0.09,Mara:0.50,stable,True,replay:267:orchard_fen
268,17,Ari,riverbend,v28:Ari:riverbend:day17,riverbend->archive_quarter:thread:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.37,shored,True,replay:268:riverbend
269,17,Fay,roofward,v28:Fay:roofward:day17,roofward->signal_ridge:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.41,stable,True,replay:269:roofward
270,17,Nia,archive_quarter,v28:Nia:archive_quarter:day17,archive_quarter->orchard_fen:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.42,stable,True,replay:270:archive_quarter
271,17,Milo,signal_ridge,v28:Milo:signal_ridge:day17,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.46,stable,True,replay:271:signal_ridge
272,18,Ari,riverbend,v28:Ari:riverbend:day18,riverbend->roofward:water:0.38,summer_dry,Bridgewright Guild:0.00,Toma:0.37,shored,True,replay:272:riverbend
273,18,Fay,roofward,v28:Fay:roofward:day18,roofward->archive_quarter:herbs:0.28,summer_dry,Glassgarden Guild:0.00,Lio:0.41,stable,True,replay:273:roofward
274,18,Nia,archive_quarter,v28:Nia:archive_quarter:day18,archive_quarter->signal_ridge:paper:0.38,summer_dry,Index Guild:0.00,Sera:0.42,stable,True,replay:274:archive_quarter
275,18,Milo,signal_ridge,v28:Milo:signal_ridge:day18,signal_ridge->orchard_fen:planks:0.28,summer_dry,Signal Guild:0.00,Ren:0.46,stable,True,replay:275:signal_ridge
276,18,Ivo,orchard_fen,v28:Ivo:orchard_fen:day18,orchard_fen->riverbend:seeds:0.38,summer_dry,Seed Guild:0.09,Mara:0.51,stable,True,replay:276:orchard_fen
277,18,Ari,riverbend,v28:Ari:riverbend:day18,riverbend->roofward:planks:0.43,summer_dry,Bridgewright Guild:0.00,Toma:0.37,shored,True,replay:277:riverbend
278,18,Fay,roofward,v28:Fay:roofward:day18,roofward->archive_quarter:thread:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.41,stable,True,replay:278:roofward
279,18,Nia,archive_quarter,v28:Nia:archive_quarter:day18,archive_quarter->signal_ridge:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.43,stable,True,replay:279:archive_quarter
280,18,Milo,signal_ridge,v28:Milo:signal_ridge:day18,signal_ridge->orchard_fen:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.47,stable,True,replay:280:signal_ridge
281,18,Ivo,orchard_fen,v28:Ivo:orchard_fen:day18,orchard_fen->riverbend:oil:0.43,summer_dry,Seed Guild:0.09,Mara:0.51,stable,True,replay:281:orchard_fen
282,18,Ari,riverbend,v28:Ari:riverbend:day18,riverbend->roofward:planks:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.37,shored,True,replay:282:riverbend
283,18,Fay,roofward,v28:Fay:roofward:day18,roofward->archive_quarter:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.41,stable,True,replay:283:roofward
284,18,Nia,archive_quarter,v28:Nia:archive_quarter:day18,archive_quarter->signal_ridge:wire:0.28,summer_dry,Index Guild:0.00,Sera:0.43,stable,True,replay:284:archive_quarter
285,18,Milo,signal_ridge,v28:Milo:signal_ridge:day18,signal_ridge->orchard_fen:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.48,stable,True,replay:285:signal_ridge
286,18,Ivo,orchard_fen,v28:Ivo:orchard_fen:day18,orchard_fen->riverbend:seeds:0.28,summer_dry,Seed Guild:0.09,Mara:0.51,stable,True,replay:286:orchard_fen
287,18,Ari,riverbend,v28:Ari:riverbend:day18,riverbend->roofward:water:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.38,shored,True,replay:287:riverbend
288,19,Fay,roofward,v28:Fay:roofward:day19,roofward->signal_ridge:wire:0.28,summer_dry,Glassgarden Guild:0.00,Lio:0.42,stable,True,replay:288:roofward
289,19,Nia,archive_quarter,v28:Nia:archive_quarter:day19,archive_quarter->orchard_fen:paper:0.38,summer_dry,Index Guild:0.00,Sera:0.43,stable,True,replay:289:archive_quarter
290,19,Milo,signal_ridge,v28:Milo:signal_ridge:day19,signal_ridge->riverbend:oil:0.28,summer_dry,Signal Guild:0.00,Ren:0.48,stable,True,replay:290:signal_ridge
291,19,Ivo,orchard_fen,v28:Ivo:orchard_fen:day19,orchard_fen->roofward:water:0.38,summer_dry,Seed Guild:0.09,Mara:0.52,stable,True,replay:291:orchard_fen
292,19,Ari,riverbend,v28:Ari:riverbend:day19,riverbend->archive_quarter:planks:0.43,summer_dry,Bridgewright Guild:0.00,Toma:0.38,shored,True,replay:292:riverbend
293,19,Fay,roofward,v28:Fay:roofward:day19,roofward->signal_ridge:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.42,stable,True,replay:293:roofward
294,19,Nia,archive_quarter,v28:Nia:archive_quarter:day19,archive_quarter->orchard_fen:planks:0.43,summer_dry,Index Guild:0.00,Sera:0.43,stable,True,replay:294:archive_quarter
295,19,Milo,signal_ridge,v28:Milo:signal_ridge:day19,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.48,stable,True,replay:295:signal_ridge
296,19,Ivo,orchard_fen,v28:Ivo:orchard_fen:day19,orchard_fen->roofward:seeds:0.43,summer_dry,Seed Guild:0.09,Mara:0.52,stable,True,replay:296:orchard_fen
297,19,Ari,riverbend,v28:Ari:riverbend:day19,riverbend->archive_quarter:thread:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.38,shored,True,replay:297:riverbend
298,19,Fay,roofward,v28:Fay:roofward:day19,roofward->signal_ridge:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.42,stable,True,replay:298:roofward
299,19,Nia,archive_quarter,v28:Nia:archive_quarter:day19,archive_quarter->orchard_fen:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.43,stable,True,replay:299:archive_quarter
300,19,Milo,signal_ridge,v28:Milo:signal_ridge:day19,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.48,stable,True,replay:300:signal_ridge
301,19,Ivo,orchard_fen,v28:Ivo:orchard_fen:day19,orchard_fen->roofward:seeds:0.28,summer_dry,Seed Guild:0.09,Mara:0.53,stable,True,replay:301:orchard_fen
302,19,Ari,riverbend,v28:Ari:riverbend:day19,riverbend->archive_quarter:planks:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.38,shored,True,replay:302:riverbend
