tick_id,day,route_id,replay_event,state_hash,includes_route_selection,includes_caravan_task,includes_forecast_edit,includes_drill_minigame,includes_guild_inspection,includes_reload_probe,replay_exportable
253,16,signal_orchard,signal_orchard:dusk road:rev7:tasks4,v30-332472,True,False,False,False,False,False,True
254,16,orchard_riverbend,orchard_riverbend:fen track:rev10:tasks6,v30-373263,False,True,False,False,False,False,True
255,16,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464309,False,False,False,False,False,True,True
256,17,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-397942,False,False,True,False,False,True,True
257,17,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448807,True,False,False,False,False,False,True
258,17,archive_signal,archive_signal:stone kiosk path:rev9:tasks6,v30-414752,False,True,False,False,False,False,True
259,17,signal_orchard,signal_orchard:dusk road:rev7:tasks4,v30-332958,False,False,False,False,False,False,True
260,17,orchard_riverbend,orchard_riverbend:fen track:rev10:tasks6,v30-373019,False,False,False,False,True,False,True
261,17,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464065,True,False,False,False,False,False,True
262,17,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-397698,False,False,False,False,False,False,True
263,17,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-448563,False,False,False,True,False,False,True
264,17,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419661,False,False,True,False,False,False,True
265,17,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440967,True,False,False,False,False,False,True
266,17,orchard_riverbend,orchard_riverbend:fen track:rev10:tasks7,v30-373619,False,True,False,False,False,False,True
267,17,central_repair_ring,central_repair_ring:outer bell path:rev7:tasks5,v30-464551,False,False,False,True,False,False,True
268,17,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-398184,False,False,False,False,True,False,True
269,17,roofward_archive,roofward_archive:cool archive lane:rev6:tasks5,v30-449049,True,False,False,False,False,False,True
270,17,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419417,True,False,False,False,False,False,True
271,17,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-440723,False,False,False,False,False,True,True
272,18,central_repair_ring,central_repair_ring:outer bell path:rev8:tasks5,v30-464345,False,False,True,False,False,True,True
273,18,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518560,True,False,False,False,False,False,True
274,18,roofward_archive,roofward_archive:cool archive lane:rev6:tasks6,v30-448844,False,True,False,False,False,False,True
275,18,archive_signal,archive_signal:paper lane:rev10:tasks6,v30-348593,True,False,False,False,False,False,True
276,18,signal_orchard,signal_orchard:river lantern loop:rev7:tasks4,v30-441128,False,False,False,False,True,False,True
277,18,orchard_riverbend,orchard_riverbend:market plank route:rev10:tasks7,v30-485332,True,False,False,False,False,False,True
278,18,central_repair_ring,central_repair_ring:outer bell path:rev8:tasks5,v30-464831,False,False,False,False,False,False,True
279,18,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-519046,False,False,False,True,False,True,True
280,18,roofward_archive,roofward_archive:cool archive lane:rev7:tasks6,v30-448718,False,False,True,False,False,False,True
281,18,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419578,True,False,False,False,False,False,True
282,18,signal_orchard,signal_orchard:river lantern loop:rev7:tasks5,v30-441003,False,True,False,False,False,False,True
283,18,orchard_riverbend,orchard_riverbend:market plank route:rev10:tasks7,v30-485088,False,False,False,True,False,False,True
284,18,central_repair_ring,central_repair_ring:outer bell path:rev8:tasks5,v30-464587,False,False,False,False,True,False,True
285,18,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518802,True,False,False,False,False,False,True
286,18,roofward_archive,roofward_archive:glass stair:rev7:tasks7,v30-384717,True,True,False,False,False,False,True
287,18,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-420064,False,False,False,False,False,True,True
288,19,signal_orchard,signal_orchard:river lantern loop:rev8:tasks5,v30-441606,False,False,True,False,False,True,True
289,19,orchard_riverbend,orchard_riverbend:market plank route:rev10:tasks7,v30-485574,True,False,False,False,False,False,True
290,19,central_repair_ring,central_repair_ring:outer bell path:rev8:tasks5,v30-471075,False,False,True,False,False,False,True
291,19,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518558,False,False,False,True,False,False,True
292,19,roofward_archive,roofward_archive:cool archive lane:rev7:tasks7,v30-449080,True,False,False,False,True,False,True
293,19,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419820,True,False,False,False,False,False,True
294,19,signal_orchard,signal_orchard:river lantern loop:rev8:tasks5,v30-441362,False,False,False,False,False,False,True
295,19,orchard_riverbend,orchard_riverbend:market plank route:rev10:tasks7,v30-485330,False,False,False,True,False,False,True
296,19,central_repair_ring,central_repair_ring:outer bell path:rev9:tasks5,v30-464948,False,False,True,False,False,False,True
297,19,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-398343,True,False,False,False,False,False,True
298,19,roofward_archive,roofward_archive:cool archive lane:rev7:tasks8,v30-449686,False,True,False,False,False,False,True
299,19,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-420306,False,False,False,True,False,False,True
300,19,signal_orchard,signal_orchard:river lantern loop:rev8:tasks5,v30-440397,False,False,False,False,True,False,True
301,19,orchard_riverbend,orchard_riverbend:market plank route:rev10:tasks7,v30-484365,True,False,False,False,False,False,True
302,19,central_repair_ring,central_repair_ring:outer bell path:rev10:tasks6,v30-469417,False,True,True,False,False,False,True
303,19,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-397378,False,False,False,False,False,True,True
304,20,roofward_archive,roofward_archive:cool archive lane:rev8:tasks8,v30-448839,False,False,True,False,False,True,True
305,20,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419341,True,False,False,False,False,False,True
306,20,signal_orchard,signal_orchard:river lantern loop:rev8:tasks6,v30-441002,False,True,False,False,False,False,True
307,20,orchard_riverbend,orchard_riverbend:market plank route:rev11:tasks7,v30-484972,False,False,True,False,False,False,True
308,20,central_repair_ring,central_repair_ring:outer bell path:rev10:tasks6,v30-469903,False,False,False,False,True,False,True
309,20,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518565,True,False,False,False,True,False,True
310,20,roofward_archive,roofward_archive:cool archive lane:rev8:tasks8,v30-448595,False,False,False,False,False,True,True
311,20,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419097,False,False,False,True,False,False,True
312,20,signal_orchard,signal_orchard:river lantern loop:rev9:tasks6,v30-440875,False,False,True,False,False,False,True
313,20,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-484849,True,False,True,False,False,False,True
314,20,central_repair_ring,central_repair_ring:outer bell path:rev10:tasks7,v30-469781,False,True,False,False,False,False,True
315,20,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518321,False,False,False,False,True,False,True
316,20,roofward_archive,roofward_archive:cool archive lane:rev8:tasks8,v30-449081,False,False,False,False,True,False,True
317,20,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419583,True,False,False,False,False,False,True
318,20,signal_orchard,signal_orchard:river lantern loop:rev9:tasks7,v30-441480,False,True,False,False,False,False,True
319,20,orchard_riverbend,orchard_riverbend:fen track:rev12:tasks7,v30-373765,True,False,True,False,False,True,True
320,21,central_repair_ring,central_repair_ring:outer bell path:rev11:tasks7,v30-469657,False,False,True,False,False,True,True
321,21,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518077,True,False,False,False,False,False,True
322,21,roofward_archive,roofward_archive:cool archive lane:rev8:tasks9,v30-448957,False,True,False,False,True,False,True
323,21,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419339,False,False,False,True,False,False,True
324,21,signal_orchard,signal_orchard:river lantern loop:rev10:tasks7,v30-446470,False,False,True,False,True,False,True
325,21,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485091,True,False,False,False,False,False,True
326,21,central_repair_ring,central_repair_ring:outer bell path:rev11:tasks7,v30-470143,False,False,False,False,False,False,True
327,21,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518563,False,False,False,True,False,False,True
328,21,roofward_archive,roofward_archive:cool archive lane:rev9:tasks9,v30-449561,False,False,True,False,True,False,True
329,21,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419825,True,False,False,False,False,False,True
330,21,signal_orchard,signal_orchard:river lantern loop:rev11:tasks7,v30-446344,False,False,True,False,False,False,True
331,21,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-484847,False,False,False,True,False,False,True
332,21,central_repair_ring,central_repair_ring:outer bell path:rev11:tasks7,v30-469899,False,False,False,False,True,False,True
333,21,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518319,True,False,False,False,False,False,True
334,21,roofward_archive,roofward_archive:cool archive lane:rev9:tasks10,v30-454492,False,True,False,False,True,False,True
335,21,archive_signal,archive_signal:stone kiosk path:rev10:tasks6,v30-419581,False,False,False,False,False,True,True
336,22,signal_orchard,signal_orchard:river lantern loop:rev12:tasks7,v30-446948,False,False,True,False,False,True,True
337,22,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485333,True,False,False,False,False,False,True
338,22,central_repair_ring,central_repair_ring:outer bell path:rev11:tasks8,v30-470507,False,True,False,False,False,False,True
339,22,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518805,False,False,False,True,False,False,True
340,22,roofward_archive,roofward_archive:cool archive lane:rev9:tasks10,v30-454248,False,False,False,False,True,False,True
341,22,archive_signal,archive_signal:paper lane:rev11:tasks6,v30-348218,True,False,True,False,True,True,True
342,22,signal_orchard,signal_orchard:river lantern loop:rev12:tasks7,v30-446704,False,False,False,False,False,False,True
343,22,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485089,True,False,False,True,False,False,True
344,22,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks8,v30-470383,False,False,True,False,False,False,True
345,22,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518561,True,False,False,False,False,False,True
346,22,roofward_archive,roofward_archive:cool archive lane:rev9:tasks11,v30-454855,False,True,False,False,False,False,True
347,22,archive_signal,archive_signal:paper lane:rev12:tasks6,v30-348814,False,False,True,False,True,False,True
348,22,signal_orchard,signal_orchard:river lantern loop:rev12:tasks7,v30-447190,False,False,False,False,True,False,True
349,22,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485575,True,False,False,False,False,False,True
350,22,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks8,v30-470139,False,False,False,False,False,False,True
351,22,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev9:tasks6,v30-518317,False,False,False,False,False,True,True
352,23,roofward_archive,roofward_archive:cool archive lane:rev10:tasks11,v30-459928,False,False,True,False,False,True,True
353,23,archive_signal,archive_signal:paper lane:rev12:tasks6,v30-348570,True,False,False,False,False,False,True
354,23,signal_orchard,signal_orchard:river lantern loop:rev12:tasks8,v30-447066,False,True,False,False,True,False,True
355,23,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485331,True,False,False,True,False,False,True
356,23,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks8,v30-470625,False,False,False,False,True,False,True
357,23,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-398102,True,False,False,False,False,False,True
358,23,roofward_archive,roofward_archive:cool archive lane:rev11:tasks11,v30-460533,False,False,True,False,False,False,True
359,23,archive_signal,archive_signal:paper lane:rev12:tasks6,v30-349056,False,False,False,True,False,False,True
360,23,signal_orchard,signal_orchard:river lantern loop:rev13:tasks8,v30-446940,False,False,True,False,True,False,True
361,23,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485087,True,False,False,False,False,False,True
362,23,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470503,False,True,False,False,False,False,True
363,23,riverbend_roofward,riverbend_roofward:river ford:rev9:tasks6,v30-397858,False,False,False,True,False,False,True
364,23,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460408,False,False,True,False,True,False,True
365,23,archive_signal,archive_signal:paper lane:rev12:tasks6,v30-348812,True,False,False,False,False,False,True
366,23,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447546,True,True,False,False,True,False,True
367,23,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485573,False,False,False,False,False,True,True
368,24,riverbend_roofward,riverbend_roofward:river ford:rev10:tasks6,v30-403336,False,False,True,False,False,True,True
369,24,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460813,True,False,False,False,False,False,True
370,24,archive_signal,archive_signal:paper lane:rev12:tasks6,v30-348487,False,False,False,False,False,False,True
371,24,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447221,True,False,False,True,False,False,True
372,24,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks7,v30-485248,False,False,False,False,True,True,True
373,24,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470664,True,False,False,False,False,False,True
374,24,riverbend_roofward,riverbend_roofward:river ford:rev11:tasks6,v30-403206,False,False,True,False,False,False,True
375,24,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460569,False,False,False,True,False,False,True
376,24,archive_signal,archive_signal:paper lane:rev13:tasks6,v30-349083,False,False,True,False,False,False,True
377,24,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447707,True,False,False,False,False,False,True
378,24,orchard_riverbend,orchard_riverbend:market plank route:rev12:tasks8,v30-485857,False,True,False,False,True,False,True
379,24,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-471150,False,False,False,True,False,False,True
380,24,riverbend_roofward,riverbend_roofward:river ford:rev12:tasks6,v30-403076,False,False,True,False,True,False,True
381,24,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460325,True,False,False,False,False,False,True
382,24,archive_signal,archive_signal:paper lane:rev13:tasks7,v30-348951,False,True,False,False,False,False,True
383,24,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447463,False,False,False,False,False,True,True
384,25,orchard_riverbend,orchard_riverbend:market plank route:rev13:tasks8,v30-485734,False,False,True,False,False,True,True
385,25,central_repair_ring,central_repair_ring:inner repair yard:rev12:tasks9,v30-497463,True,False,False,False,True,False,True
386,25,riverbend_roofward,riverbend_roofward:river ford:rev12:tasks7,v30-403678,False,True,False,False,False,False,True
387,25,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460811,False,False,False,True,False,False,True
388,25,archive_signal,archive_signal:paper lane:rev13:tasks7,v30-349437,False,False,False,False,True,False,True
389,25,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447949,True,False,False,False,False,False,True
390,25,orchard_riverbend,orchard_riverbend:market plank route:rev13:tasks8,v30-485490,False,False,False,False,False,False,True
391,25,central_repair_ring,central_repair_ring:inner repair yard:rev12:tasks9,v30-497219,False,False,False,True,True,False,True
392,25,riverbend_roofward,riverbend_roofward:river ford:rev13:tasks7,v30-403548,False,False,True,False,False,False,True
393,25,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460567,True,False,False,False,False,False,True
394,25,archive_signal,archive_signal:paper lane:rev13:tasks8,v30-349305,False,True,False,False,False,False,True
395,25,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447705,False,False,False,False,False,False,True
396,25,orchard_riverbend,orchard_riverbend:market plank route:rev13:tasks8,v30-485976,False,False,False,False,True,False,True
397,25,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-471148,True,False,False,False,True,False,True
398,25,riverbend_roofward,riverbend_roofward:river ford:rev13:tasks8,v30-404150,False,True,False,False,False,False,True
399,25,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-461053,False,False,False,False,False,True,True
400,26,archive_signal,archive_signal:paper lane:rev14:tasks8,v30-348450,False,False,True,False,False,True,True
401,26,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-446740,True,False,False,False,False,False,True
402,26,orchard_riverbend,orchard_riverbend:market plank route:rev13:tasks9,v30-485134,False,True,False,False,False,False,True
403,26,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470183,False,False,False,True,False,True,True
404,26,riverbend_roofward,riverbend_roofward:river ford:rev13:tasks8,v30-403185,False,False,False,False,True,False,True
405,26,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460088,True,False,False,False,False,False,True
406,26,archive_signal,archive_signal:paper lane:rev14:tasks8,v30-348936,False,False,False,False,False,False,True
407,26,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447226,False,False,False,True,False,False,True
408,26,orchard_riverbend,orchard_riverbend:market plank route:rev14:tasks9,v30-485741,False,False,True,False,False,False,True
409,26,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470669,True,False,False,False,False,False,True
410,26,riverbend_roofward,riverbend_roofward:river ford:rev13:tasks8,v30-402941,False,False,False,False,False,False,True
411,26,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-459844,False,False,False,True,False,False,True
412,26,archive_signal,archive_signal:paper lane:rev14:tasks8,v30-348692,False,False,False,False,True,False,True
413,26,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-446982,True,False,False,False,False,False,True
414,26,orchard_riverbend,orchard_riverbend:market plank route:rev14:tasks10,v30-490792,False,True,False,False,False,False,True
415,26,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470425,False,False,False,False,False,True,True
416,27,riverbend_roofward,riverbend_roofward:river ford:rev14:tasks8,v30-403541,False,False,True,False,False,True,True
417,27,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460330,True,False,False,False,False,False,True
418,27,archive_signal,archive_signal:paper lane:rev14:tasks9,v30-349290,False,True,False,False,False,False,True
419,27,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447468,False,False,False,True,False,False,True
420,27,orchard_riverbend,orchard_riverbend:market plank route:rev14:tasks10,v30-490548,False,False,False,False,True,False,True
421,27,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470181,True,False,False,False,False,False,True
422,27,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev14:tasks8,v30-524458,True,False,False,False,False,False,True
423,27,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460086,False,False,False,False,False,False,True
424,27,archive_signal,archive_signal:paper lane:rev15:tasks9,v30-349156,False,False,True,False,False,False,True
425,27,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447224,True,False,False,False,False,False,True
426,27,orchard_riverbend,orchard_riverbend:market plank route:rev14:tasks11,v30-491158,False,True,False,False,False,False,True
427,27,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470667,False,False,False,False,False,False,True
428,27,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev14:tasks8,v30-524944,True,False,False,False,True,False,True
429,27,roofward_archive,roofward_archive:glass stair:rev12:tasks11,v30-395443,True,False,False,False,False,False,True
430,27,archive_signal,archive_signal:paper lane:rev15:tasks9,v30-348912,False,False,False,False,False,False,True
431,27,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-446980,False,False,False,False,False,True,True
432,28,orchard_riverbend,orchard_riverbend:market plank route:rev15:tasks11,v30-491035,False,False,True,False,False,True,True
433,28,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470423,True,False,False,False,False,False,True
434,28,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev14:tasks9,v30-524826,True,True,False,False,False,True,True
435,28,roofward_archive,roofward_archive:glass stair:rev12:tasks11,v30-395199,False,False,False,True,False,False,True
436,28,archive_signal,archive_signal:paper lane:rev15:tasks9,v30-349398,False,False,False,False,True,False,True
437,28,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447466,True,False,False,False,False,False,True
438,28,orchard_riverbend,orchard_riverbend:market plank route:rev15:tasks11,v30-491521,False,False,False,False,False,False,True
439,28,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470909,False,False,False,True,False,False,True
440,28,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks9,v30-524706,False,False,True,False,False,False,True
441,28,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460084,True,False,False,False,False,False,True
442,28,archive_signal,archive_signal:paper lane:rev15:tasks10,v30-354009,False,True,False,False,False,False,True
443,28,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447222,False,False,False,True,False,False,True
444,28,orchard_riverbend,orchard_riverbend:market plank route:rev15:tasks11,v30-491277,False,False,False,False,True,False,True
445,28,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470665,True,False,False,False,False,False,True
446,28,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks10,v30-530607,False,True,False,False,False,False,True
447,28,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460570,False,False,False,False,False,True,True
448,29,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-354605,False,False,True,False,False,True,True
449,29,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447708,True,False,False,False,False,False,True
450,29,orchard_riverbend,orchard_riverbend:market plank route:rev15:tasks11,v30-491033,False,False,False,False,False,False,True
451,29,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470421,False,False,False,True,False,False,True
452,29,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks10,v30-530363,False,False,False,False,True,False,True
453,29,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460326,True,False,False,False,False,False,True
454,29,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-354361,False,False,False,False,False,False,True
455,29,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447464,False,False,False,False,False,False,True
456,29,orchard_riverbend,orchard_riverbend:market plank route:rev16:tasks11,v30-491640,False,False,True,False,False,False,True
457,29,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470907,True,False,False,False,False,False,True
458,29,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530976,False,True,False,False,False,False,True
459,29,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460812,False,False,False,True,False,False,True
460,29,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-354117,False,False,False,False,True,False,True
461,29,signal_orchard,signal_orchard:river lantern loop:rev13:tasks9,v30-447220,True,False,False,False,False,False,True
462,29,orchard_riverbend,orchard_riverbend:fen track:rev16:tasks12,v30-379518,True,True,False,False,False,False,True
463,29,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-470663,False,False,False,False,False,True,True
464,30,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460487,False,False,True,False,False,True,True
465,30,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-354522,True,False,False,False,False,True,True
466,30,signal_orchard,signal_orchard:river lantern loop:rev13:tasks10,v30-452800,False,True,False,False,False,False,True
467,30,orchard_riverbend,orchard_riverbend:market plank route:rev16:tasks12,v30-491925,True,False,False,True,False,False,True
468,30,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks9,v30-471068,False,False,False,False,True,False,True
469,30,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409546,True,False,False,False,True,False,True
470,30,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460243,False,False,False,False,False,False,True
471,30,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-354278,False,False,False,False,False,False,True
472,30,signal_orchard,signal_orchard:river lantern loop:rev14:tasks10,v30-452674,False,False,True,False,False,False,True
473,30,orchard_riverbend,orchard_riverbend:fen track:rev16:tasks12,v30-379679,True,False,False,False,False,False,True
474,30,central_repair_ring,central_repair_ring:outer bell path:rev12:tasks10,v30-476079,False,True,False,False,False,False,True
475,30,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409302,False,False,False,True,True,False,True
476,30,roofward_archive,roofward_archive:cool archive lane:rev12:tasks11,v30-460729,False,False,False,False,True,False,True
477,30,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-426287,True,False,False,False,False,False,True
478,30,signal_orchard,signal_orchard:river lantern loop:rev14:tasks11,v30-453281,True,True,False,False,False,False,True
479,30,orchard_riverbend,orchard_riverbend:fen track:rev16:tasks12,v30-380165,False,False,False,False,False,True,True
480,31,central_repair_ring,central_repair_ring:outer bell path:rev13:tasks10,v30-475955,False,False,True,False,False,True,True
481,31,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409058,True,False,False,False,False,False,True
482,31,roofward_archive,roofward_archive:cool archive lane:rev12:tasks12,v30-460607,False,True,False,False,True,False,True
483,31,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-426043,False,False,False,True,False,False,True
484,31,signal_orchard,signal_orchard:dusk road:rev14:tasks11,v30-343956,True,False,False,False,True,False,True
485,31,orchard_riverbend,orchard_riverbend:market plank route:rev16:tasks12,v30-491923,True,False,False,False,False,False,True
486,31,central_repair_ring,central_repair_ring:outer bell path:rev14:tasks10,v30-476561,False,False,True,False,False,False,True
487,31,riverbend_roofward,riverbend_roofward:river ford:rev15:tasks11,v30-409544,False,False,False,True,False,False,True
488,31,roofward_archive,roofward_archive:cool archive lane:rev13:tasks12,v30-461212,False,False,True,False,True,False,True
489,31,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-355006,True,False,False,False,False,False,True
490,31,signal_orchard,signal_orchard:dusk road:rev14:tasks11,v30-343712,False,False,False,False,False,False,True
491,31,orchard_riverbend,orchard_riverbend:market plank route:rev16:tasks12,v30-491679,False,False,False,True,False,False,True
492,31,central_repair_ring,central_repair_ring:outer bell path:rev15:tasks10,v30-476437,False,False,True,False,True,False,True
493,31,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530891,True,False,False,False,False,False,True
494,31,roofward_archive,roofward_archive:cool archive lane:rev13:tasks13,v30-461090,True,True,False,False,True,False,True
495,31,archive_signal,archive_signal:paper lane:rev16:tasks10,v30-354762,False,False,False,False,False,True,True
496,32,signal_orchard,signal_orchard:dusk road:rev15:tasks11,v30-344307,False,False,True,False,False,True,True
497,32,orchard_riverbend,orchard_riverbend:market plank route:rev17:tasks12,v30-492286,True,False,True,False,False,False,True
498,32,central_repair_ring,central_repair_ring:outer bell path:rev15:tasks11,v30-477046,False,True,False,False,False,False,True
499,32,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-531377,False,False,False,False,False,False,True
500,32,roofward_archive,roofward_archive:cool archive lane:rev13:tasks13,v30-460125,False,False,False,False,True,False,True
501,32,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-425320,True,False,False,False,True,False,True
502,32,signal_orchard,signal_orchard:dusk road:rev15:tasks11,v30-343342,False,False,False,False,False,False,True
503,32,orchard_riverbend,orchard_riverbend:market plank route:rev18:tasks12,v30-491442,False,False,True,False,False,False,True
504,32,central_repair_ring,central_repair_ring:outer bell path:rev16:tasks11,v30-476201,False,False,True,False,False,False,True
505,32,riverbend_roofward,riverbend_roofward:orchard ridge detour:rev15:tasks11,v30-530412,True,False,False,False,False,False,True
506,32,roofward_archive,roofward_archive:cool archive lane:rev13:tasks14,v30-460733,False,True,False,False,False,False,True
507,32,archive_signal,archive_signal:stone kiosk path:rev16:tasks10,v30-425806,False,False,False,True,True,False,True
