tick_id,day,task_group_id,route_id,companion_route_id,avatar_task,companion_task,simultaneous,resource_conflict,fatigue_cost,recovery_delta,conflict_visible,resolution
237,16,group:16:12:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
238,16,group:16:13:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
239,16,group:16:14:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
240,17,group:17:0:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
241,17,group:17:1:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
242,17,group:17:2:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
243,17,group:17:3:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
244,17,group:17:4:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
245,17,group:17:5:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
246,17,group:17:6:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
247,17,group:17:7:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
248,17,group:17:8:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
249,17,group:17:9:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
250,17,group:17:10:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
251,17,group:17:11:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
252,17,group:17:12:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
253,17,group:17:13:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
254,17,group:17:14:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
255,18,group:18:0:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
256,18,group:18:1:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
257,18,group:18:2:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
258,18,group:18:3:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
259,18,group:18:4:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
260,18,group:18:5:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
261,18,group:18:6:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
262,18,group:18:7:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
263,18,group:18:8:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
264,18,group:18:9:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
265,18,group:18:10:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
266,18,group:18:11:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
267,18,group:18:12:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
268,18,group:18:13:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
269,18,group:18:14:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
270,19,group:19:0:3,signal_orchard,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
271,19,group:19:1:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
272,19,group:19:2:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
273,19,group:19:3:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
274,19,group:19:4:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
275,19,group:19:5:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
276,19,group:19:6:3,signal_orchard,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
277,19,group:19:7:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
278,19,group:19:8:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
279,19,group:19:9:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
280,19,group:19:10:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
281,19,group:19:11:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
282,19,group:19:12:3,signal_orchard,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
283,19,group:19:13:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
284,19,group:19:14:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
285,20,group:20:0:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
286,20,group:20:1:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
287,20,group:20:2:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
288,20,group:20:3:4,orchard_riverbend,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
289,20,group:20:4:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
290,20,group:20:5:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
291,20,group:20:6:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
292,20,group:20:7:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
293,20,group:20:8:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
294,20,group:20:9:4,orchard_riverbend,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
295,20,group:20:10:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
296,20,group:20:11:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
297,20,group:20:12:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
298,20,group:20:13:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
299,20,group:20:14:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
300,21,group:21:0:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
301,21,group:21:1:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
302,21,group:21:2:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
303,21,group:21:3:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
304,21,group:21:4:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
305,21,group:21:5:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
306,21,group:21:6:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
307,21,group:21:7:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
308,21,group:21:8:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
309,21,group:21:9:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
310,21,group:21:10:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
311,21,group:21:11:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
312,21,group:21:12:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
313,21,group:21:13:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
314,21,group:21:14:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
315,22,group:22:0:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
316,22,group:22:1:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
317,22,group:22:2:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
318,22,group:22:3:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
319,22,group:22:4:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
320,22,group:22:5:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
321,22,group:22:6:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
322,22,group:22:7:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
323,22,group:22:8:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
324,22,group:22:9:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
325,22,group:22:10:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
326,22,group:22:11:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
327,22,group:22:12:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
328,22,group:22:13:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
329,22,group:22:14:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
330,23,group:23:0:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
331,23,group:23:1:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
332,23,group:23:2:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
333,23,group:23:3:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
334,23,group:23:4:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
335,23,group:23:5:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
336,23,group:23:6:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
337,23,group:23:7:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
338,23,group:23:8:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
339,23,group:23:9:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
340,23,group:23:10:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
341,23,group:23:11:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
342,23,group:23:12:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
343,23,group:23:13:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
344,23,group:23:14:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
345,24,group:24:0:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
346,24,group:24:1:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
347,24,group:24:2:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
348,24,group:24:3:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
349,24,group:24:4:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
350,24,group:24:5:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
351,24,group:24:6:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
352,24,group:24:7:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
353,24,group:24:8:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
354,24,group:24:9:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
355,24,group:24:10:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
356,24,group:24:11:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
357,24,group:24:12:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
358,24,group:24:13:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
359,24,group:24:14:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
360,25,group:25:0:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
361,25,group:25:1:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
362,25,group:25:2:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
363,25,group:25:3:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
364,25,group:25:4:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
365,25,group:25:5:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
366,25,group:25:6:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
367,25,group:25:7:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
368,25,group:25:8:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
369,25,group:25:9:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
370,25,group:25:10:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
371,25,group:25:11:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
372,25,group:25:12:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
373,25,group:25:13:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
374,25,group:25:14:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
375,26,group:26:0:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
376,26,group:26:1:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
377,26,group:26:2:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
378,26,group:26:3:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
379,26,group:26:4:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
380,26,group:26:5:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
381,26,group:26:6:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
382,26,group:26:7:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
383,26,group:26:8:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
384,26,group:26:9:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
385,26,group:26:10:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
386,26,group:26:11:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
387,26,group:26:12:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
388,26,group:26:13:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
389,26,group:26:14:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
390,27,group:27:0:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
391,27,group:27:1:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
392,27,group:27:2:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
393,27,group:27:3:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
394,27,group:27:4:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
395,27,group:27:5:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
396,27,group:27:6:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
397,27,group:27:7:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
398,27,group:27:8:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
399,27,group:27:9:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
400,27,group:27:10:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
401,27,group:27:11:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
402,27,group:27:12:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
403,27,group:27:13:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
404,27,group:27:14:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
405,28,group:28:0:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
406,28,group:28:1:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
407,28,group:28:2:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
408,28,group:28:3:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
409,28,group:28:4:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
410,28,group:28:5:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
411,28,group:28:6:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
412,28,group:28:7:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
413,28,group:28:8:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
414,28,group:28:9:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
415,28,group:28:10:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
416,28,group:28:11:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
417,28,group:28:12:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
418,28,group:28:13:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
419,28,group:28:14:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
420,29,group:29:0:5,central_repair_ring,roofward_archive,split cargo,hold spare route,True,True,0.056,0.03,True,split task
421,29,group:29:1:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
422,29,group:29:2:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
423,29,group:29:3:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
424,29,group:29:4:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
425,29,group:29:5:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
426,29,group:29:6:5,central_repair_ring,roofward_archive,split cargo,hold spare route,True,True,0.056,0.03,True,split task
427,29,group:29:7:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
428,29,group:29:8:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
429,29,group:29:9:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
430,29,group:29:10:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
431,29,group:29:11:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
432,29,group:29:12:5,central_repair_ring,roofward_archive,split cargo,hold spare route,True,True,0.056,0.03,True,split task
433,29,group:29:13:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
434,29,group:29:14:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
435,30,group:30:0:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
436,30,group:30:1:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
437,30,group:30:2:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
438,30,group:30:3:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
439,30,group:30:4:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
440,30,group:30:5:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
441,30,group:30:6:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
442,30,group:30:7:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
443,30,group:30:8:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
444,30,group:30:9:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
445,30,group:30:10:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
446,30,group:30:11:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
447,30,group:30:12:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
448,30,group:30:13:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
449,30,group:30:14:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
450,31,group:31:0:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
451,31,group:31:1:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
452,31,group:31:2:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
453,31,group:31:3:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
454,31,group:31:4:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
455,31,group:31:5:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
456,31,group:31:6:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
457,31,group:31:7:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
458,31,group:31:8:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
459,31,group:31:9:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
460,31,group:31:10:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
461,31,group:31:11:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
462,31,group:31:12:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
463,31,group:31:13:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
464,31,group:31:14:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
465,32,group:32:0:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
466,32,group:32:1:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
467,32,group:32:2:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
468,32,group:32:3:0,riverbend_roofward,roofward_archive,split cargo,hold spare route,True,True,0.056,0.03,True,split task
469,32,group:32:4:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
470,32,group:32:5:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
471,32,group:32:6:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
472,32,group:32:7:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
473,32,group:32:8:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
474,32,group:32:9:0,riverbend_roofward,roofward_archive,split cargo,hold spare route,True,True,0.056,0.03,True,split task
475,32,group:32:10:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
