tick_id,day,settlement_id,resident_id,resident_goal,goal_priority,goal_pressure_before,goal_pressure_after,avatar_visible,resident_goal_owned,private_workspace_sealed,visible_goal_marker,frequency_hz,flower_phase
632,36,cinder_garden,Vale,cool ash path,0.6175,0.6347,0.64705,True,True,True,Vale:cool ash path,18.604645,0.714048
633,36,lichen_bridge,Sol,prepare shared bowl,0.65,0.62815,0.64115,True,True,True,Sol:prepare shared bowl,17.27194,0.707214
634,36,orchid_engine,Bea,listen to valve pulse,0.42,0.3295,0.3279,True,True,True,Bea:listen to valve pulse,19.57868,0.734381
635,36,moss_ward,Fay,repair blanket loom,0.5525,0.7055,0.71655,True,True,True,Fay:repair blanket loom,14.943035,0.692548
636,36,glass_harbor,Puck,seal fog catcher,0.585,0.62815,0.63985,True,True,True,Puck:seal fog catcher,16.10937,0.709714
637,36,cinder_garden,Wren,guard seed calendar,0.6175,0.6236,0.63595,True,True,True,Wren:guard seed calendar,18.665125,0.734881
638,36,lichen_bridge,Kio,test rope bridge,0.55,0.3295,0.3305,True,True,True,Kio:test rope bridge,17.34704,0.728048
639,36,orchid_engine,Cai,clean gear wash,0.52,0.7055,0.7159,True,True,True,Cai:clean gear wash,19.65336,0.755214
640,36,moss_ward,Milo,protect root archive,0.5525,0.6236,0.63465,True,True,True,Milo:protect root archive,15.028595,0.713381
641,36,glass_harbor,Sera,prepare crossing tea,0.585,0.61905,0.63075,True,True,True,Sera:prepare crossing tea,16.16809,0.730548
642,36,cinder_garden,Juno,shade seed rows,0.5175,0.3295,0.32985,True,True,True,Juno:shade seed rows,18.741105,0.755714
643,36,lichen_bridge,Luma,weave spare rope,0.65,0.7055,0.7185,True,True,True,Luma:weave spare rope,17.42502,0.748881
644,36,orchid_engine,Dax,tend orchid lamp,0.52,0.61705,0.62745,True,True,True,Dax:tend orchid lamp,19.74134,0.776048
645,36,moss_ward,Tala,prepare warm-cup ritual,0.5525,0.6125,0.62355,True,True,True,Tala:prepare warm-cup ritual,15.090175,0.734214
646,36,glass_harbor,Nia,keep public lamp bright,0.485,0.3295,0.3292,True,True,True,Nia:keep public lamp bright,16.24231,0.751381
647,36,cinder_garden,Pax,sort ember fruit,0.6175,0.7055,0.71785,True,True,True,Pax:sort ember fruit,18.818205,0.776548
648,37,orchid_engine,Bea,clean gear wash,0.485,0.3279,0.3276,True,True,True,Bea:clean gear wash,19.80451,0.793429
649,37,moss_ward,Fay,protect root archive,0.6175,0.71655,0.7289,True,True,True,Fay:protect root archive,15.167985,0.751595
650,37,glass_harbor,Puck,prepare crossing tea,0.65,0.63985,0.65285,True,True,True,Puck:prepare crossing tea,16.33542,0.768762
651,37,cinder_garden,Wren,shade seed rows,0.52,0.63595,0.64635,True,True,True,Wren:shade seed rows,18.85402,0.793929
652,37,lichen_bridge,Kio,weave spare rope,0.4525,0.3305,0.32955,True,True,True,Kio:weave spare rope,17.535275,0.787095
653,37,orchid_engine,Cai,tend orchid lamp,0.585,0.7159,0.7276,True,True,True,Cai:tend orchid lamp,19.87897,0.814262
654,37,moss_ward,Milo,prepare warm-cup ritual,0.6175,0.63465,0.647,True,True,True,Milo:prepare warm-cup ritual,15.254425,0.772429
655,37,glass_harbor,Sera,keep public lamp bright,0.65,0.63075,0.64375,True,True,True,Sera:keep public lamp bright,16.3937,0.789595
656,37,cinder_garden,Juno,sort ember fruit,0.42,0.32985,0.32825,True,True,True,Juno:sort ember fruit,18.92978,0.814762
657,37,lichen_bridge,Luma,mark signal bell,0.5525,0.7185,0.72955,True,True,True,Luma:mark signal bell,17.613255,0.807929
658,37,orchid_engine,Dax,prepare steam tea,0.585,0.62745,0.63915,True,True,True,Dax:prepare steam tea,19.96739,0.835095
659,37,moss_ward,Tala,keep rain path dry,0.6175,0.62355,0.6359,True,True,True,Tala:keep rain path dry,15.315785,0.793262
660,37,glass_harbor,Nia,mend net before fog,0.55,0.3292,0.3302,True,True,True,Nia:mend net before fog,16.4688,0.810429
661,37,cinder_garden,Pax,cool ash path,0.52,0.71785,0.72825,True,True,True,Pax:cool ash path,19.0071,0.835595
662,37,lichen_bridge,Rin,prepare shared bowl,0.5525,0.6125,0.62355,True,True,True,Rin:prepare shared bowl,17.697935,0.828762
663,37,orchid_engine,Eli,listen to valve pulse,0.585,0.6347,0.6464,True,True,True,Eli:listen to valve pulse,20.03007,0.855929
664,37,moss_ward,Ari,repair blanket loom,0.5175,0.32855,0.3289,True,True,True,Ari:repair blanket loom,15.392425,0.814095
665,37,glass_harbor,Oren,seal fog catcher,0.65,0.7172,0.7302,True,True,True,Oren:seal fog catcher,16.54128,0.831262
666,38,lichen_bridge,Kio,mark signal bell,0.5175,0.32955,0.3299,True,True,True,Kio:mark signal bell,17.761545,0.846143
667,38,orchid_engine,Cai,prepare steam tea,0.65,0.7276,0.7406,True,True,True,Cai:prepare steam tea,20.10436,0.87331
668,38,moss_ward,Milo,keep rain path dry,0.52,0.647,0.6574,True,True,True,Milo:keep rain path dry,15.44332,0.831476
669,38,glass_harbor,Sera,mend net before fog,0.5525,0.64375,0.6548,True,True,True,Sera:mend net before fog,16.581935,0.848643
670,38,cinder_garden,Juno,cool ash path,0.485,0.32825,0.32795,True,True,True,Juno:cool ash path,19.15495,0.87381
671,38,lichen_bridge,Luma,prepare shared bowl,0.6175,0.72955,0.7419,True,True,True,Luma:prepare shared bowl,17.838865,0.866976
672,38,orchid_engine,Dax,listen to valve pulse,0.65,0.63915,0.65215,True,True,True,Dax:listen to valve pulse,20.19366,0.894143
673,38,moss_ward,Tala,repair blanket loom,0.52,0.6359,0.6463,True,True,True,Tala:repair blanket loom,15.5038,0.85231
674,38,glass_harbor,Nia,seal fog catcher,0.4525,0.3302,0.32925,True,True,True,Nia:seal fog catcher,16.657475,0.869476
675,38,cinder_garden,Pax,guard seed calendar,0.585,0.72825,0.73995,True,True,True,Pax:guard seed calendar,19.23205,0.894643
676,38,lichen_bridge,Rin,test rope bridge,0.6175,0.62355,0.6359,True,True,True,Rin:test rope bridge,17.923765,0.88781
677,38,orchid_engine,Eli,clean gear wash,0.65,0.6464,0.6594,True,True,True,Eli:clean gear wash,20.25656,0.914976
678,38,moss_ward,Ari,protect root archive,0.42,0.3289,0.3273,True,True,True,Ari:protect root archive,15.58,0.873143
679,38,glass_harbor,Oren,prepare crossing tea,0.5525,0.7302,0.74125,True,True,True,Oren:prepare crossing tea,16.729295,0.89031
680,38,cinder_garden,Vale,shade seed rows,0.585,0.64705,0.65875,True,True,True,Vale:shade seed rows,19.31783,0.915476
681,38,lichen_bridge,Sol,weave spare rope,0.6175,0.64115,0.6535,True,True,True,Sol:weave spare rope,17.986005,0.908643
682,38,orchid_engine,Bea,tend orchid lamp,0.55,0.3276,0.3286,True,True,True,Bea:tend orchid lamp,20.3299,0.93581
683,38,moss_ward,Fay,prepare warm-cup ritual,0.52,0.7289,0.7393,True,True,True,Fay:prepare warm-cup ritual,15.65622,0.893976
684,39,cinder_garden,Juno,guard seed calendar,0.55,0.32795,0.32895,True,True,True,Juno:guard seed calendar,19.3799,0.932857
685,39,lichen_bridge,Luma,test rope bridge,0.52,0.7419,0.7523,True,True,True,Luma:test rope bridge,18.0271,0.926024
686,39,orchid_engine,Dax,clean gear wash,0.5525,0.65215,0.6632,True,True,True,Dax:clean gear wash,20.382335,0.95319
687,39,moss_ward,Tala,protect root archive,0.585,0.6463,0.658,True,True,True,Tala:protect root archive,15.72875,0.911357
688,39,glass_harbor,Nia,prepare crossing tea,0.5175,0.32925,0.3296,True,True,True,Nia:prepare crossing tea,16.882425,0.928524
689,39,cinder_garden,Pax,shade seed rows,0.65,0.73995,0.75295,True,True,True,Pax:shade seed rows,19.45832,0.95369
690,39,lichen_bridge,Rin,weave spare rope,0.52,0.6359,0.6463,True,True,True,Rin:weave spare rope,18.11178,0.946857
691,39,orchid_engine,Eli,tend orchid lamp,0.5525,0.6594,0.67045,True,True,True,Eli:tend orchid lamp,20.444795,0.974024
692,39,moss_ward,Ari,prepare warm-cup ritual,0.485,0.3273,0.327,True,True,True,Ari:prepare warm-cup ritual,15.80495,0.93219
693,39,glass_harbor,Oren,keep public lamp bright,0.6175,0.74125,0.7536,True,True,True,Oren:keep public lamp bright,16.954685,0.949357
694,39,cinder_garden,Vale,sort ember fruit,0.65,0.65875,0.67175,True,True,True,Vale:sort ember fruit,19.54366,0.974524
695,39,lichen_bridge,Sol,mark signal bell,0.52,0.6535,0.6639,True,True,True,Sol:mark signal bell,18.1749,0.96769
696,39,orchid_engine,Bea,prepare steam tea,0.4525,0.3286,0.32765,True,True,True,Bea:prepare steam tea,20.517475,0.994857
697,39,moss_ward,Fay,keep rain path dry,0.585,0.7393,0.751,True,True,True,Fay:keep rain path dry,15.88117,0.953024
698,39,glass_harbor,Puck,mend net before fog,0.6175,0.65285,0.6652,True,True,True,Puck:mend net before fog,17.049485,0.97019
699,39,cinder_garden,Wren,cool ash path,0.65,0.64635,0.65935,True,True,True,Wren:cool ash path,19.60458,0.995357
700,39,lichen_bridge,Kio,prepare shared bowl,0.42,0.3299,0.3283,True,True,True,Kio:prepare shared bowl,18.25,0.988524
701,39,orchid_engine,Cai,listen to valve pulse,0.5525,0.7406,0.75165,True,True,True,Cai:listen to valve pulse,20.592815,0.01569
702,40,glass_harbor,Nia,keep public lamp bright,0.42,0.3296,0.328,True,True,True,Nia:keep public lamp bright,17.07,0.987571
703,40,cinder_garden,Pax,sort ember fruit,0.5525,0.75295,0.764,True,True,True,Pax:sort ember fruit,19.646555,0.012738
704,40,lichen_bridge,Rin,mark signal bell,0.585,0.6463,0.658,True,True,True,Rin:mark signal bell,18.33827,0.005905
705,40,orchid_engine,Eli,prepare steam tea,0.6175,0.67045,0.6828,True,True,True,Eli:prepare steam tea,20.669745,0.033071
706,40,moss_ward,Ari,keep rain path dry,0.55,0.327,0.328,True,True,True,Ari:keep rain path dry,16.0299,0.991238
707,40,glass_harbor,Oren,mend net before fog,0.52,0.7536,0.764,True,True,True,Oren:mend net before fog,17.14336,0.008405
708,40,cinder_garden,Vale,cool ash path,0.5525,0.67175,0.6828,True,True,True,Vale:cool ash path,19.731895,0.033571
709,40,lichen_bridge,Sol,prepare shared bowl,0.585,0.6639,0.6756,True,True,True,Sol:prepare shared bowl,18.39985,0.026738
710,40,orchid_engine,Bea,listen to valve pulse,0.5175,0.32765,0.328,True,True,True,Bea:listen to valve pulse,20.742425,0.053905
711,40,moss_ward,Fay,repair blanket loom,0.65,0.751,0.764,True,True,True,Fay:repair blanket loom,16.10766,0.012071
712,40,glass_harbor,Puck,seal fog catcher,0.52,0.6652,0.6756,True,True,True,Puck:seal fog catcher,17.23772,0.029238
713,40,cinder_garden,Wren,guard seed calendar,0.5525,0.65935,0.6704,True,True,True,Wren:guard seed calendar,19.793255,0.054405
714,40,lichen_bridge,Kio,test rope bridge,0.485,0.3283,0.328,True,True,True,Kio:test rope bridge,18.47495,0.047571
715,40,orchid_engine,Cai,clean gear wash,0.6175,0.75165,0.764,True,True,True,Cai:clean gear wash,20.818425,0.074738
716,40,moss_ward,Milo,protect root archive,0.65,0.6574,0.6704,True,True,True,Milo:protect root archive,16.1941,0.032905
717,40,glass_harbor,Sera,prepare crossing tea,0.52,0.6548,0.6652,True,True,True,Sera:prepare crossing tea,17.29512,0.050071
718,40,cinder_garden,Juno,shade seed rows,0.4525,0.32895,0.328,True,True,True,Juno:shade seed rows,19.867475,0.075238
719,40,lichen_bridge,Luma,weave spare rope,0.585,0.7523,0.764,True,True,True,Luma:weave spare rope,18.55271,0.068405
720,41,moss_ward,Ari,repair blanket loom,0.4525,0.328,0.32705,True,True,True,Ari:repair blanket loom,16.217475,0.050286
721,41,glass_harbor,Oren,seal fog catcher,0.585,0.764,0.7757,True,True,True,Oren:seal fog catcher,17.36875,0.067452
722,41,cinder_garden,Vale,guard seed calendar,0.6175,0.6828,0.69515,True,True,True,Vale:guard seed calendar,19.958385,0.092619
723,41,lichen_bridge,Sol,test rope bridge,0.65,0.6756,0.6886,True,True,True,Sol:test rope bridge,18.62546,0.085786
724,41,orchid_engine,Bea,clean gear wash,0.42,0.328,0.3264,True,True,True,Bea:clean gear wash,20.93,0.112952
725,41,moss_ward,Fay,protect root archive,0.5525,0.764,0.77505,True,True,True,Fay:protect root archive,16.296555,0.071119
726,41,glass_harbor,Puck,prepare crossing tea,0.585,0.6756,0.6873,True,True,True,Puck:prepare crossing tea,17.46377,0.088286
727,41,cinder_garden,Wren,shade seed rows,0.6175,0.6704,0.68275,True,True,True,Wren:shade seed rows,20.018865,0.113452
728,41,lichen_bridge,Kio,weave spare rope,0.55,0.328,0.329,True,True,True,Kio:weave spare rope,18.6999,0.106619
729,41,orchid_engine,Cai,tend orchid lamp,0.52,0.764,0.7744,True,True,True,Cai:tend orchid lamp,21.00666,0.133786
730,41,moss_ward,Milo,prepare warm-cup ritual,0.5525,0.6704,0.68145,True,True,True,Milo:prepare warm-cup ritual,16.382115,0.091952
731,41,glass_harbor,Sera,keep public lamp bright,0.585,0.6652,0.6769,True,True,True,Sera:keep public lamp bright,17.52073,0.109119
732,41,cinder_garden,Juno,sort ember fruit,0.5175,0.328,0.32835,True,True,True,Juno:sort ember fruit,20.092425,0.134286
733,41,lichen_bridge,Luma,mark signal bell,0.65,0.764,0.777,True,True,True,Luma:mark signal bell,18.77854,0.127452
734,41,orchid_engine,Dax,prepare steam tea,0.52,0.6632,0.6736,True,True,True,Dax:prepare steam tea,21.09618,0.154619
735,41,moss_ward,Tala,keep rain path dry,0.5525,0.658,0.66905,True,True,True,Tala:keep rain path dry,16.442375,0.112786
736,41,glass_harbor,Nia,mend net before fog,0.485,0.328,0.3277,True,True,True,Nia:mend net before fog,17.59495,0.129952
737,41,cinder_garden,Pax,cool ash path,0.6175,0.764,0.77635,True,True,True,Pax:cool ash path,20.171505,0.155119
738,42,orchid_engine,Bea,tend orchid lamp,0.485,0.3264,0.3261,True,True,True,Bea:tend orchid lamp,21.15495,0.172
739,42,moss_ward,Fay,prepare warm-cup ritual,0.6175,0.77505,0.7874,True,True,True,Fay:prepare warm-cup ritual,16.521505,0.130167
740,42,glass_harbor,Puck,keep public lamp bright,0.65,0.6873,0.7003,True,True,True,Puck:keep public lamp bright,17.69004,0.147333
741,42,cinder_garden,Wren,sort ember fruit,0.52,0.68275,0.69315,True,True,True,Wren:sort ember fruit,20.20754,0.1725
742,42,lichen_bridge,Kio,mark signal bell,0.4525,0.329,0.32805,True,True,True,Kio:mark signal bell,18.887475,0.165667
743,42,orchid_engine,Cai,prepare steam tea,0.585,0.7744,0.7861,True,True,True,Cai:prepare steam tea,21.23227,0.192833
744,42,moss_ward,Milo,keep rain path dry,0.6175,0.68145,0.6938,True,True,True,Milo:keep rain path dry,16.608605,0.151
745,42,glass_harbor,Sera,mend net before fog,0.65,0.6769,0.6899,True,True,True,Sera:mend net before fog,17.74722,0.168167
746,42,cinder_garden,Juno,cool ash path,0.42,0.32835,0.32675,True,True,True,Juno:cool ash path,20.28,0.193333
747,42,lichen_bridge,Luma,prepare shared bowl,0.5525,0.777,0.78805,True,True,True,Luma:prepare shared bowl,18.967215,0.1865
748,42,orchid_engine,Dax,listen to valve pulse,0.585,0.6736,0.6853,True,True,True,Dax:listen to valve pulse,21.32179,0.213667
749,42,moss_ward,Tala,repair blanket loom,0.6175,0.66905,0.6814,True,True,True,Tala:repair blanket loom,16.667985,0.171833
750,42,glass_harbor,Nia,seal fog catcher,0.55,0.3277,0.3287,True,True,True,Nia:seal fog catcher,17.8199,0.189
751,42,cinder_garden,Pax,guard seed calendar,0.52,0.77635,0.78675,True,True,True,Pax:guard seed calendar,20.35996,0.214167
752,42,lichen_bridge,Rin,test rope bridge,0.5525,0.658,0.66905,True,True,True,Rin:test rope bridge,19.051235,0.207333
753,42,orchid_engine,Eli,clean gear wash,0.585,0.6828,0.6945,True,True,True,Eli:clean gear wash,21.38359,0.2345
754,42,moss_ward,Ari,protect root archive,0.5175,0.32705,0.3274,True,True,True,Ari:protect root archive,16.742425,0.192667
755,42,glass_harbor,Oren,prepare crossing tea,0.65,0.7757,0.7887,True,True,True,Oren:prepare crossing tea,17.8948,0.209833
756,43,lichen_bridge,Kio,prepare shared bowl,0.5175,0.32805,0.3284,True,True,True,Kio:prepare shared bowl,19.112425,0.224714
757,43,orchid_engine,Cai,listen to valve pulse,0.65,0.7861,0.7991,True,True,True,Cai:listen to valve pulse,21.45788,0.251881
758,43,moss_ward,Milo,repair blanket loom,0.52,0.6938,0.7042,True,True,True,Milo:repair blanket loom,16.79728,0.210048
759,43,glass_harbor,Sera,seal fog catcher,0.5525,0.6899,0.70095,True,True,True,Sera:seal fog catcher,17.935455,0.227214
760,43,cinder_garden,Juno,guard seed calendar,0.485,0.32675,0.32645,True,True,True,Juno:guard seed calendar,20.50495,0.252381
761,43,lichen_bridge,Luma,test rope bridge,0.6175,0.78805,0.8004,True,True,True,Luma:test rope bridge,19.192825,0.245548
762,43,orchid_engine,Dax,clean gear wash,0.65,0.6853,0.6983,True,True,True,Dax:clean gear wash,21.54828,0.272714
763,43,moss_ward,Tala,protect root archive,0.52,0.6814,0.6918,True,True,True,Tala:protect root archive,16.85688,0.230881
764,43,glass_harbor,Nia,prepare crossing tea,0.4525,0.3287,0.32775,True,True,True,Nia:prepare crossing tea,18.007475,0.248048
765,43,cinder_garden,Pax,shade seed rows,0.585,0.78675,0.79845,True,True,True,Pax:shade seed rows,20.58491,0.273214
766,43,lichen_bridge,Rin,weave spare rope,0.6175,0.66905,0.6814,True,True,True,Rin:weave spare rope,19.276845,0.266381
767,43,orchid_engine,Eli,tend orchid lamp,0.65,0.6945,0.7075,True,True,True,Eli:tend orchid lamp,21.61008,0.293548
768,43,moss_ward,Ari,prepare warm-cup ritual,0.42,0.3274,0.3258,True,True,True,Ari:prepare warm-cup ritual,16.93,0.251714
769,43,glass_harbor,Oren,keep public lamp bright,0.5525,0.7887,0.79975,True,True,True,Oren:keep public lamp bright,18.083035,0.268881
770,43,cinder_garden,Vale,sort ember fruit,0.585,0.69515,0.70685,True,True,True,Vale:sort ember fruit,20.67157,0.294048
771,43,lichen_bridge,Sol,mark signal bell,0.6175,0.6886,0.70095,True,True,True,Sol:mark signal bell,19.339305,0.287214
772,43,orchid_engine,Bea,prepare steam tea,0.55,0.3261,0.3271,True,True,True,Bea:prepare steam tea,21.6799,0.314381
773,43,moss_ward,Fay,keep rain path dry,0.52,0.7874,0.7978,True,True,True,Fay:keep rain path dry,17.00974,0.272548
774,44,cinder_garden,Juno,shade seed rows,0.55,0.32645,0.32745,True,True,True,Juno:shade seed rows,20.7299,0.311429
775,44,lichen_bridge,Luma,weave spare rope,0.52,0.8004,0.8108,True,True,True,Luma:weave spare rope,19.3815,0.304595
776,44,orchid_engine,Dax,tend orchid lamp,0.5525,0.6983,0.70935,True,True,True,Dax:tend orchid lamp,21.737175,0.331762
777,44,moss_ward,Tala,prepare warm-cup ritual,0.585,0.6918,0.7035,True,True,True,Tala:prepare warm-cup ritual,17.08227,0.289929
778,44,glass_harbor,Nia,keep public lamp bright,0.5175,0.32775,0.3281,True,True,True,Nia:keep public lamp bright,18.232425,0.307095
779,44,cinder_garden,Pax,sort ember fruit,0.65,0.79845,0.81145,True,True,True,Pax:sort ember fruit,20.8114,0.332262
780,44,lichen_bridge,Rin,mark signal bell,0.52,0.6814,0.6918,True,True,True,Rin:mark signal bell,19.46508,0.325429
781,44,orchid_engine,Eli,prepare steam tea,0.5525,0.7075,0.71855,True,True,True,Eli:prepare steam tea,21.798755,0.352595
782,44,moss_ward,Ari,keep rain path dry,0.485,0.3258,0.3255,True,True,True,Ari:keep rain path dry,17.15495,0.310762
783,44,glass_harbor,Oren,mend net before fog,0.6175,0.79975,0.8121,True,True,True,Oren:mend net before fog,18.307985,0.327929
784,44,cinder_garden,Vale,cool ash path,0.65,0.70685,0.71985,True,True,True,Vale:cool ash path,20.89806,0.353095
785,44,lichen_bridge,Sol,prepare shared bowl,0.52,0.70095,0.71135,True,True,True,Sol:prepare shared bowl,19.52842,0.346262
786,44,orchid_engine,Bea,listen to valve pulse,0.4525,0.3271,0.32615,True,True,True,Bea:listen to valve pulse,21.867475,0.373429
787,44,moss_ward,Fay,repair blanket loom,0.585,0.7978,0.8095,True,True,True,Fay:repair blanket loom,17.23469,0.331595
788,44,glass_harbor,Puck,seal fog catcher,0.6175,0.7003,0.71265,True,True,True,Puck:seal fog catcher,18.403225,0.348762
789,44,cinder_garden,Wren,guard seed calendar,0.65,0.69315,0.70615,True,True,True,Wren:guard seed calendar,20.9581,0.373929
790,44,lichen_bridge,Kio,test rope bridge,0.42,0.3284,0.3268,True,True,True,Kio:test rope bridge,19.6,0.367095
791,44,orchid_engine,Cai,clean gear wash,0.5525,0.7991,0.81015,True,True,True,Cai:clean gear wash,21.946115,0.394262
792,45,glass_harbor,Nia,mend net before fog,0.42,0.3281,0.3265,True,True,True,Nia:mend net before fog,18.42,0.366143
793,45,cinder_garden,Pax,cool ash path,0.5525,0.81145,0.8225,True,True,True,Pax:cool ash path,20.999635,0.39131
794,45,lichen_bridge,Rin,prepare shared bowl,0.585,0.6918,0.7035,True,True,True,Rin:prepare shared bowl,19.69113,0.384476
795,45,orchid_engine,Eli,listen to valve pulse,0.6175,0.71855,0.7309,True,True,True,Eli:listen to valve pulse,22.024365,0.411643
796,45,moss_ward,Ari,repair blanket loom,0.55,0.3255,0.3265,True,True,True,Ari:repair blanket loom,17.3799,0.36981
797,45,glass_harbor,Oren,seal fog catcher,0.52,0.8121,0.8225,True,True,True,Oren:seal fog catcher,18.49688,0.386976
798,45,cinder_garden,Vale,guard seed calendar,0.5525,0.71985,0.7309,True,True,True,Vale:guard seed calendar,21.086735,0.412143
799,45,lichen_bridge,Sol,test rope bridge,0.585,0.71135,0.72305,True,True,True,Sol:test rope bridge,19.75403,0.40531
800,45,orchid_engine,Bea,clean gear wash,0.5175,0.32615,0.3265,True,True,True,Bea:clean gear wash,22.092425,0.432476
801,45,moss_ward,Fay,protect root archive,0.65,0.8095,0.8225,True,True,True,Fay:protect root archive,17.46052,0.390643
802,45,glass_harbor,Puck,prepare crossing tea,0.52,0.71265,0.72305,True,True,True,Puck:prepare crossing tea,18.59168,0.40781
803,45,cinder_garden,Wren,shade seed rows,0.5525,0.70615,0.7172,True,True,True,Wren:shade seed rows,21.146995,0.432976
804,45,lichen_bridge,Kio,weave spare rope,0.485,0.3268,0.3265,True,True,True,Kio:weave spare rope,19.82495,0.426143
805,45,orchid_engine,Cai,tend orchid lamp,0.6175,0.81015,0.8225,True,True,True,Cai:tend orchid lamp,22.171725,0.45331
806,45,moss_ward,Milo,prepare warm-cup ritual,0.65,0.7042,0.7172,True,True,True,Milo:prepare warm-cup ritual,17.54806,0.411476
807,45,glass_harbor,Sera,keep public lamp bright,0.52,0.70095,0.71135,True,True,True,Sera:keep public lamp bright,18.64864,0.428643
808,45,cinder_garden,Juno,sort ember fruit,0.4525,0.32745,0.3265,True,True,True,Juno:sort ember fruit,21.217475,0.45381
809,45,lichen_bridge,Luma,mark signal bell,0.585,0.8108,0.8225,True,True,True,Luma:mark signal bell,19.90645,0.446976
810,46,moss_ward,Ari,protect root archive,0.4525,0.3265,0.32555,True,True,True,Ari:protect root archive,17.567475,0.428857
811,46,glass_harbor,Oren,prepare crossing tea,0.585,0.8225,0.8342,True,True,True,Oren:prepare crossing tea,18.72183,0.446024
812,46,cinder_garden,Vale,shade seed rows,0.6175,0.7309,0.74325,True,True,True,Vale:shade seed rows,21.313005,0.47119
813,46,lichen_bridge,Sol,weave spare rope,0.65,0.72305,0.73605,True,True,True,Sol:weave spare rope,19.97986,0.464357
814,46,orchid_engine,Bea,tend orchid lamp,0.42,0.3265,0.3249,True,True,True,Bea:tend orchid lamp,22.28,0.491524
815,46,moss_ward,Fay,prepare warm-cup ritual,0.5525,0.8225,0.83355,True,True,True,Fay:prepare warm-cup ritual,17.649195,0.44969
816,46,glass_harbor,Puck,keep public lamp bright,0.585,0.72305,0.73475,True,True,True,Puck:keep public lamp bright,18.81795,0.466857
817,46,cinder_garden,Wren,sort ember fruit,0.6175,0.7172,0.72955,True,True,True,Wren:sort ember fruit,21.372605,0.492024
818,46,lichen_bridge,Kio,mark signal bell,0.55,0.3265,0.3275,True,True,True,Kio:mark signal bell,20.0499,0.48519
819,46,orchid_engine,Cai,prepare steam tea,0.52,0.8225,0.8329,True,True,True,Cai:prepare steam tea,22.36018,0.512357
820,46,moss_ward,Milo,keep rain path dry,0.5525,0.7172,0.72825,True,True,True,Milo:keep rain path dry,17.736295,0.470524
821,46,glass_harbor,Sera,mend net before fog,0.585,0.71135,0.72305,True,True,True,Sera:mend net before fog,18.87425,0.48769
822,46,cinder_garden,Juno,cool ash path,0.5175,0.3265,0.32685,True,True,True,Juno:cool ash path,21.442425,0.512857
823,46,lichen_bridge,Luma,prepare shared bowl,0.65,0.8225,0.8355,True,True,True,Luma:prepare shared bowl,20.13206,0.506024
824,46,orchid_engine,Dax,listen to valve pulse,0.52,0.70935,0.71975,True,True,True,Dax:listen to valve pulse,22.45058,0.53319
825,46,moss_ward,Tala,repair blanket loom,0.5525,0.7035,0.71455,True,True,True,Tala:repair blanket loom,17.796115,0.491357
826,46,glass_harbor,Nia,seal fog catcher,0.485,0.3265,0.3262,True,True,True,Nia:seal fog catcher,18.94495,0.508524
827,46,cinder_garden,Pax,guard seed calendar,0.6175,0.8225,0.83485,True,True,True,Pax:guard seed calendar,21.525245,0.53369
828,47,orchid_engine,Bea,prepare steam tea,0.485,0.3249,0.3246,True,True,True,Bea:prepare steam tea,22.50495,0.550571
829,47,moss_ward,Fay,keep rain path dry,0.6175,0.83355,0.8459,True,True,True,Fay:keep rain path dry,17.874145,0.508738
830,47,glass_harbor,Puck,mend net before fog,0.65,0.73475,0.74775,True,True,True,Puck:mend net before fog,19.0429,0.525905
831,47,cinder_garden,Wren,cool ash path,0.52,0.72955,0.73995,True,True,True,Wren:cool ash path,21.5615,0.551071
832,47,lichen_bridge,Kio,prepare shared bowl,0.4525,0.3275,0.32655,True,True,True,Kio:prepare shared bowl,20.237475,0.544238
833,47,orchid_engine,Cai,listen to valve pulse,0.585,0.8329,0.8446,True,True,True,Cai:listen to valve pulse,22.58579,0.571405
834,47,moss_ward,Milo,repair blanket loom,0.6175,0.72825,0.7406,True,True,True,Milo:repair blanket loom,17.961905,0.529571
835,47,glass_harbor,Sera,seal fog catcher,0.65,0.72305,0.73605,True,True,True,Sera:seal fog catcher,19.10008,0.546738
836,47,cinder_garden,Juno,guard seed calendar,0.42,0.32685,0.32525,True,True,True,Juno:guard seed calendar,21.63,0.571905
837,47,lichen_bridge,Luma,test rope bridge,0.5525,0.8355,0.84655,True,True,True,Luma:test rope bridge,20.320955,0.565071
838,47,orchid_engine,Dax,clean gear wash,0.585,0.71975,0.73145,True,True,True,Dax:clean gear wash,22.67597,0.592238
839,47,moss_ward,Tala,protect root archive,0.6175,0.71455,0.7269,True,True,True,Tala:protect root archive,18.021725,0.550405
840,47,glass_harbor,Nia,prepare crossing tea,0.55,0.3262,0.3272,True,True,True,Nia:prepare crossing tea,19.1699,0.567571
841,47,cinder_garden,Pax,shade seed rows,0.52,0.83485,0.84525,True,True,True,Pax:shade seed rows,21.7137,0.592738
842,47,lichen_bridge,Rin,weave spare rope,0.5525,0.7035,0.71455,True,True,True,Rin:weave spare rope,20.404315,0.585905
843,47,orchid_engine,Eli,tend orchid lamp,0.585,0.7309,0.7426,True,True,True,Eli:tend orchid lamp,22.73799,0.613071
844,47,moss_ward,Ari,prepare warm-cup ritual,0.5175,0.32555,0.3259,True,True,True,Ari:prepare warm-cup ritual,18.092425,0.571238
