tick_id,day,settlement_id,resident_id,scheduled_task,scheduled_room,avatar_action,interrupted,recovery_action_available,recovery_completed,routine_integrity,visible_routine_state
314,27,repair_ring,Pax,repair project,wire bench,offer_care,False,False,False,0.96,on schedule
315,27,riverbend,Ari,teach dialect,kit alcove,perform_chain_step,False,False,False,0.96,on schedule
316,27,roofward,Sera,teach dialect,warm lane,recover_routine,False,True,True,0.96,recovered
317,27,archive,Nia,teach dialect,stone stacks,offer_care,False,False,False,0.96,on schedule
318,27,signal,Ren,patrol hazard,lens room,treat_pain,True,True,True,0.95,recovered
319,27,orchard,Ivo,patrol hazard,market plank,continue_project,False,False,False,0.96,on schedule
320,27,repair_ring,Pax,patrol hazard,bell alcove,path_to_rest,False,False,False,0.96,on schedule
321,27,riverbend,Ari,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
322,27,roofward,Sera,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
323,27,archive,Nia,restore memory,memory desk,path_to_rest,False,False,False,0.96,on schedule
324,28,signal,Milo,repair project,mast base,interrupt_routine,True,True,True,0.79,recovered
325,28,orchard,Mara,repair project,seed lane,ask_dialect_memory,False,False,False,0.69,on schedule
326,28,repair_ring,Juno,repair project,wire bench,rest,False,False,False,0.68,on schedule
327,28,riverbend,Lio,teach dialect,kit alcove,interrupt_routine,True,True,True,0.67,recovered
328,28,roofward,Fay,teach dialect,warm lane,ask_dialect_memory,False,False,False,0.76,on schedule
329,28,archive,Toma,teach dialect,stone stacks,rest,False,False,False,0.81,on schedule
330,28,signal,Milo,patrol hazard,lens room,dry_off,False,False,False,0.79,on schedule
331,28,orchard,Mara,patrol hazard,market plank,path_to_resident,False,False,False,0.69,on schedule
332,28,repair_ring,Juno,patrol hazard,bell alcove,inspect_affordance,False,False,False,0.68,on schedule
333,28,riverbend,Lio,restore memory,arrival court,dry_off,False,False,False,0.67,on schedule
334,28,roofward,Fay,restore memory,arrival court,path_to_resident,False,False,False,0.76,on schedule
335,28,archive,Toma,restore memory,memory desk,inspect_affordance,False,False,False,0.81,on schedule
336,29,signal,Ren,repair project,mast base,recover_routine,False,True,True,0.96,recovered
337,29,orchard,Ivo,repair project,seed lane,offer_care,False,False,False,0.96,on schedule
338,29,repair_ring,Pax,repair project,wire bench,treat_pain,False,False,False,0.96,on schedule
339,29,riverbend,Ari,teach dialect,kit alcove,recover_routine,False,True,True,0.96,recovered
340,29,roofward,Sera,teach dialect,warm lane,offer_care,False,False,False,0.96,on schedule
341,29,archive,Nia,teach dialect,stone stacks,treat_pain,False,False,False,0.96,on schedule
342,29,signal,Ren,patrol hazard,lens room,continue_project,False,False,False,0.96,on schedule
343,29,orchard,Ivo,patrol hazard,market plank,path_to_rest,False,False,False,0.96,on schedule
344,29,repair_ring,Pax,patrol hazard,bell alcove,perform_chain_step,False,False,False,0.96,on schedule
345,29,riverbend,Ari,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
346,29,roofward,Sera,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
347,29,archive,Nia,restore memory,memory desk,perform_chain_step,False,False,False,0.96,on schedule
348,30,signal,Milo,repair project,mast base,ask_dialect_memory,False,False,False,0.79,on schedule
349,30,orchard,Mara,repair project,seed lane,rest,False,False,False,0.69,on schedule
350,30,repair_ring,Juno,repair project,wire bench,dry_off,False,False,False,0.68,on schedule
351,30,riverbend,Lio,teach dialect,kit alcove,ask_dialect_memory,False,False,False,0.67,on schedule
352,30,roofward,Fay,teach dialect,warm lane,rest,False,False,False,0.76,on schedule
353,30,archive,Toma,teach dialect,stone stacks,dry_off,False,False,False,0.81,on schedule
354,30,signal,Milo,patrol hazard,lens room,path_to_resident,False,False,False,0.79,on schedule
355,30,orchard,Mara,patrol hazard,market plank,inspect_affordance,False,False,False,0.69,on schedule
356,30,repair_ring,Juno,patrol hazard,bell alcove,interrupt_routine,True,True,True,0.67,recovered
357,30,riverbend,Lio,restore memory,arrival court,path_to_resident,False,False,False,0.67,on schedule
358,30,roofward,Fay,restore memory,arrival court,inspect_affordance,False,False,False,0.76,on schedule
359,30,archive,Toma,restore memory,memory desk,interrupt_routine,True,True,True,0.8,recovered
360,31,signal,Ren,repair project,mast base,offer_care,False,False,False,0.96,on schedule
361,31,orchard,Ivo,repair project,seed lane,treat_pain,False,False,False,0.96,on schedule
362,31,repair_ring,Pax,repair project,wire bench,continue_project,False,False,False,0.96,on schedule
363,31,riverbend,Ari,teach dialect,kit alcove,offer_care,False,False,False,0.96,on schedule
364,31,roofward,Sera,teach dialect,warm lane,treat_pain,False,False,False,0.96,on schedule
365,31,archive,Nia,teach dialect,stone stacks,continue_project,False,False,False,0.96,on schedule
366,31,signal,Ren,patrol hazard,lens room,path_to_rest,False,False,False,0.96,on schedule
367,31,orchard,Ivo,patrol hazard,market plank,perform_chain_step,False,False,False,0.96,on schedule
368,31,repair_ring,Pax,patrol hazard,bell alcove,recover_routine,False,True,True,0.96,recovered
369,31,riverbend,Ari,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
370,31,roofward,Sera,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
371,31,archive,Nia,restore memory,memory desk,recover_routine,True,True,True,0.95,recovered
372,32,orchard,Ivo,repair project,seed lane,treat_pain,False,False,False,0.96,on schedule
373,32,repair_ring,Pax,repair project,wire bench,continue_project,False,False,False,0.96,on schedule
374,32,riverbend,Ari,repair project,plank hall,offer_care,False,False,False,0.96,on schedule
375,32,roofward,Sera,teach dialect,warm lane,treat_pain,False,False,False,0.96,on schedule
376,32,archive,Nia,teach dialect,stone stacks,continue_project,False,False,False,0.95,on schedule
377,32,signal,Ren,teach dialect,lantern walk,path_to_rest,False,False,False,0.96,on schedule
378,32,orchard,Ivo,patrol hazard,market plank,perform_chain_step,True,True,False,0.89,interrupted
379,32,repair_ring,Pax,patrol hazard,bell alcove,recover_routine,False,True,True,0.96,recovered
380,32,riverbend,Ari,patrol hazard,dry ridge,path_to_rest,False,False,False,0.96,on schedule
381,32,roofward,Sera,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
382,32,archive,Nia,restore memory,memory desk,recover_routine,False,True,True,0.96,recovered
383,32,signal,Ren,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
384,33,orchard,Mara,repair project,seed lane,dry_off,False,False,False,0.69,on schedule
385,33,repair_ring,Juno,repair project,wire bench,path_to_resident,False,False,False,0.67,on schedule
386,33,riverbend,Lio,repair project,plank hall,rest,False,False,False,0.67,on schedule
387,33,roofward,Fay,teach dialect,warm lane,dry_off,False,False,False,0.76,on schedule
388,33,archive,Toma,teach dialect,stone stacks,path_to_resident,False,False,False,0.8,on schedule
389,33,signal,Milo,teach dialect,lantern walk,inspect_affordance,False,False,False,0.79,on schedule
390,33,orchard,Mara,patrol hazard,market plank,interrupt_routine,True,True,True,0.68,recovered
391,33,repair_ring,Juno,patrol hazard,bell alcove,ask_dialect_memory,False,False,False,0.67,on schedule
392,33,riverbend,Lio,patrol hazard,dry ridge,inspect_affordance,False,False,False,0.67,on schedule
393,33,roofward,Fay,restore memory,arrival court,interrupt_routine,True,True,True,0.75,recovered
394,33,archive,Toma,restore memory,memory desk,ask_dialect_memory,False,False,False,0.8,on schedule
395,33,signal,Milo,restore memory,arrival court,rest,False,False,False,0.79,on schedule
396,34,orchard,Ivo,repair project,seed lane,continue_project,False,False,False,0.89,on schedule
397,34,repair_ring,Pax,repair project,wire bench,path_to_rest,False,False,False,0.96,on schedule
398,34,riverbend,Ari,repair project,plank hall,treat_pain,False,False,False,0.96,on schedule
399,34,roofward,Sera,teach dialect,warm lane,continue_project,False,False,False,0.96,on schedule
400,34,archive,Nia,teach dialect,stone stacks,path_to_rest,False,False,False,0.96,on schedule
401,34,signal,Ren,teach dialect,lantern walk,perform_chain_step,False,False,False,0.96,on schedule
402,34,orchard,Ivo,patrol hazard,market plank,recover_routine,False,True,True,0.95,recovered
403,34,repair_ring,Pax,patrol hazard,bell alcove,offer_care,False,False,False,0.96,on schedule
404,34,riverbend,Ari,patrol hazard,dry ridge,perform_chain_step,False,False,False,0.96,on schedule
405,34,roofward,Sera,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
406,34,archive,Nia,restore memory,memory desk,offer_care,False,False,False,0.96,on schedule
407,34,signal,Ren,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
408,35,orchard,Mara,repair project,seed lane,path_to_resident,False,False,False,0.68,on schedule
409,35,repair_ring,Juno,repair project,wire bench,inspect_affordance,False,False,False,0.67,on schedule
410,35,riverbend,Lio,repair project,plank hall,dry_off,False,False,False,0.67,on schedule
411,35,roofward,Fay,teach dialect,warm lane,path_to_resident,False,False,False,0.75,on schedule
412,35,archive,Toma,teach dialect,stone stacks,inspect_affordance,False,False,False,0.8,on schedule
413,35,signal,Milo,teach dialect,lantern walk,interrupt_routine,True,True,False,0.72,interrupted
414,35,orchard,Mara,patrol hazard,market plank,ask_dialect_memory,False,False,False,0.68,on schedule
415,35,repair_ring,Juno,patrol hazard,bell alcove,rest,False,False,False,0.67,on schedule
416,35,riverbend,Lio,patrol hazard,dry ridge,interrupt_routine,True,True,True,0.66,recovered
417,35,roofward,Fay,restore memory,arrival court,ask_dialect_memory,False,False,False,0.75,on schedule
418,35,archive,Toma,restore memory,memory desk,rest,False,False,False,0.8,on schedule
419,35,signal,Milo,restore memory,arrival court,dry_off,False,False,False,0.72,on schedule
420,36,orchard,Ivo,repair project,seed lane,path_to_rest,False,False,False,0.95,on schedule
421,36,repair_ring,Pax,repair project,wire bench,perform_chain_step,False,False,False,0.96,on schedule
422,36,riverbend,Ari,repair project,plank hall,continue_project,False,False,False,0.96,on schedule
423,36,roofward,Sera,teach dialect,warm lane,path_to_rest,False,False,False,0.96,on schedule
424,36,archive,Nia,teach dialect,stone stacks,perform_chain_step,True,True,True,0.95,recovered
425,36,signal,Ren,teach dialect,lantern walk,recover_routine,False,True,True,0.96,recovered
426,36,orchard,Ivo,patrol hazard,market plank,offer_care,False,False,False,0.95,on schedule
427,36,repair_ring,Pax,patrol hazard,bell alcove,treat_pain,False,False,False,0.96,on schedule
428,36,riverbend,Ari,patrol hazard,dry ridge,recover_routine,False,True,True,0.96,recovered
429,36,roofward,Sera,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
430,36,archive,Nia,restore memory,memory desk,treat_pain,False,False,False,0.95,on schedule
431,36,signal,Ren,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
432,37,orchard,Mara,repair project,seed lane,inspect_affordance,False,False,False,0.68,on schedule
433,37,repair_ring,Juno,repair project,wire bench,interrupt_routine,True,True,True,0.66,recovered
434,37,riverbend,Lio,repair project,plank hall,path_to_resident,False,False,False,0.66,on schedule
435,37,roofward,Fay,teach dialect,warm lane,inspect_affordance,False,False,False,0.75,on schedule
436,37,archive,Toma,teach dialect,stone stacks,interrupt_routine,True,True,True,0.79,recovered
437,37,signal,Milo,teach dialect,lantern walk,ask_dialect_memory,False,False,False,0.72,on schedule
438,37,orchard,Mara,patrol hazard,market plank,rest,False,False,False,0.68,on schedule
439,37,repair_ring,Juno,patrol hazard,bell alcove,dry_off,False,False,False,0.66,on schedule
440,37,riverbend,Lio,patrol hazard,dry ridge,ask_dialect_memory,False,False,False,0.66,on schedule
441,37,roofward,Fay,restore memory,arrival court,rest,False,False,False,0.75,on schedule
442,37,archive,Toma,restore memory,memory desk,dry_off,False,False,False,0.79,on schedule
443,37,signal,Milo,restore memory,arrival court,path_to_resident,False,False,False,0.72,on schedule
444,38,orchard,Ivo,repair project,seed lane,perform_chain_step,False,False,False,0.95,on schedule
445,38,repair_ring,Pax,repair project,wire bench,recover_routine,False,True,True,0.96,recovered
446,38,riverbend,Ari,repair project,plank hall,path_to_rest,False,False,False,0.96,on schedule
447,38,roofward,Sera,teach dialect,warm lane,perform_chain_step,False,False,False,0.96,on schedule
448,38,archive,Nia,teach dialect,stone stacks,recover_routine,False,True,True,0.96,recovered
449,38,signal,Ren,teach dialect,lantern walk,offer_care,False,False,False,0.96,on schedule
450,38,orchard,Ivo,patrol hazard,market plank,treat_pain,False,False,False,0.95,on schedule
451,38,repair_ring,Pax,patrol hazard,bell alcove,continue_project,False,False,False,0.96,on schedule
452,38,riverbend,Ari,patrol hazard,dry ridge,offer_care,False,False,False,0.96,on schedule
453,38,roofward,Sera,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
454,38,archive,Nia,restore memory,memory desk,continue_project,False,False,False,0.96,on schedule
455,38,signal,Ren,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
456,39,orchard,Mara,repair project,seed lane,interrupt_routine,True,True,True,0.67,recovered
457,39,repair_ring,Juno,repair project,wire bench,ask_dialect_memory,False,False,False,0.66,on schedule
458,39,riverbend,Lio,repair project,plank hall,inspect_affordance,False,False,False,0.66,on schedule
459,39,roofward,Fay,teach dialect,warm lane,interrupt_routine,True,True,True,0.74,recovered
460,39,archive,Toma,teach dialect,stone stacks,ask_dialect_memory,False,False,False,0.79,on schedule
461,39,signal,Milo,teach dialect,lantern walk,rest,False,False,False,0.72,on schedule
462,39,orchard,Mara,patrol hazard,market plank,dry_off,False,False,False,0.67,on schedule
463,39,repair_ring,Juno,patrol hazard,bell alcove,path_to_resident,False,False,False,0.66,on schedule
464,39,riverbend,Lio,patrol hazard,dry ridge,rest,False,False,False,0.66,on schedule
465,39,roofward,Fay,restore memory,arrival court,dry_off,False,False,False,0.74,on schedule
466,39,archive,Toma,restore memory,memory desk,path_to_resident,False,False,False,0.79,on schedule
467,39,signal,Milo,restore memory,arrival court,inspect_affordance,False,False,False,0.72,on schedule
468,40,repair_ring,Juno,repair project,wire bench,ask_dialect_memory,False,False,False,0.66,on schedule
469,40,riverbend,Lio,repair project,plank hall,inspect_affordance,False,False,False,0.66,on schedule
470,40,roofward,Fay,repair project,ledger loft,interrupt_routine,True,True,True,0.73,recovered
471,40,archive,Toma,teach dialect,stone stacks,ask_dialect_memory,False,False,False,0.79,on schedule
472,40,signal,Milo,teach dialect,lantern walk,rest,False,False,False,0.72,on schedule
473,40,orchard,Mara,teach dialect,satchel shed,dry_off,False,False,False,0.67,on schedule
474,40,repair_ring,Juno,patrol hazard,bell alcove,path_to_resident,False,False,False,0.66,on schedule
475,40,riverbend,Lio,patrol hazard,dry ridge,rest,False,False,False,0.66,on schedule
476,40,roofward,Fay,patrol hazard,glass stair,dry_off,False,False,False,0.73,on schedule
477,40,archive,Toma,restore memory,memory desk,path_to_resident,True,True,True,0.78,recovered
478,40,signal,Milo,restore memory,arrival court,inspect_affordance,False,False,False,0.72,on schedule
479,40,orchard,Mara,restore memory,arrival court,interrupt_routine,True,True,True,0.66,recovered
480,41,repair_ring,Pax,repair project,wire bench,offer_care,False,False,False,0.96,on schedule
481,41,riverbend,Ari,repair project,plank hall,perform_chain_step,False,False,False,0.96,on schedule
482,41,roofward,Sera,repair project,ledger loft,recover_routine,False,True,True,0.96,recovered
483,41,archive,Nia,teach dialect,stone stacks,offer_care,False,False,False,0.96,on schedule
484,41,signal,Ren,teach dialect,lantern walk,treat_pain,False,False,False,0.96,on schedule
485,41,orchard,Ivo,teach dialect,satchel shed,continue_project,False,False,False,0.95,on schedule
486,41,repair_ring,Pax,patrol hazard,bell alcove,path_to_rest,False,False,False,0.96,on schedule
487,41,riverbend,Ari,patrol hazard,dry ridge,treat_pain,False,False,False,0.96,on schedule
488,41,roofward,Sera,patrol hazard,glass stair,continue_project,False,False,False,0.96,on schedule
489,41,archive,Nia,restore memory,memory desk,path_to_rest,False,False,False,0.96,on schedule
490,41,signal,Ren,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
491,41,orchard,Ivo,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
492,42,repair_ring,Juno,repair project,wire bench,rest,False,False,False,0.66,on schedule
493,42,riverbend,Lio,repair project,plank hall,interrupt_routine,True,True,True,0.65,recovered
494,42,roofward,Fay,repair project,ledger loft,ask_dialect_memory,False,False,False,0.73,on schedule
495,42,archive,Toma,teach dialect,stone stacks,rest,False,False,False,0.78,on schedule
496,42,signal,Milo,teach dialect,lantern walk,dry_off,False,False,False,0.72,on schedule
497,42,orchard,Mara,teach dialect,satchel shed,path_to_resident,False,False,False,0.66,on schedule
498,42,repair_ring,Juno,patrol hazard,bell alcove,inspect_affordance,False,False,False,0.66,on schedule
499,42,riverbend,Lio,patrol hazard,dry ridge,dry_off,False,False,False,0.65,on schedule
500,42,roofward,Fay,patrol hazard,glass stair,path_to_resident,False,False,False,0.73,on schedule
501,42,archive,Toma,restore memory,memory desk,inspect_affordance,False,False,False,0.78,on schedule
502,42,signal,Milo,restore memory,arrival court,interrupt_routine,True,True,True,0.71,recovered
503,42,orchard,Mara,restore memory,arrival court,ask_dialect_memory,False,False,False,0.66,on schedule
504,43,repair_ring,Pax,repair project,wire bench,treat_pain,False,False,False,0.96,on schedule
505,43,riverbend,Ari,repair project,plank hall,recover_routine,False,True,True,0.96,recovered
506,43,roofward,Sera,repair project,ledger loft,offer_care,False,False,False,0.96,on schedule
507,43,archive,Nia,teach dialect,stone stacks,treat_pain,False,False,False,0.96,on schedule
508,43,signal,Ren,teach dialect,lantern walk,continue_project,False,False,False,0.96,on schedule
509,43,orchard,Ivo,teach dialect,satchel shed,path_to_rest,False,False,False,0.96,on schedule
510,43,repair_ring,Pax,patrol hazard,bell alcove,perform_chain_step,False,False,False,0.96,on schedule
511,43,riverbend,Ari,patrol hazard,dry ridge,continue_project,False,False,False,0.96,on schedule
512,43,roofward,Sera,patrol hazard,glass stair,path_to_rest,False,False,False,0.96,on schedule
513,43,archive,Nia,restore memory,memory desk,perform_chain_step,False,False,False,0.96,on schedule
514,43,signal,Ren,restore memory,arrival court,recover_routine,False,True,True,0.96,recovered
515,43,orchard,Ivo,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
516,44,repair_ring,Juno,repair project,wire bench,dry_off,False,False,False,0.66,on schedule
517,44,riverbend,Lio,repair project,plank hall,ask_dialect_memory,False,False,False,0.65,on schedule
518,44,roofward,Fay,repair project,ledger loft,rest,False,False,False,0.73,on schedule
519,44,archive,Toma,teach dialect,stone stacks,dry_off,False,False,False,0.78,on schedule
520,44,signal,Milo,teach dialect,lantern walk,path_to_resident,False,False,False,0.71,on schedule
521,44,orchard,Mara,teach dialect,satchel shed,inspect_affordance,False,False,False,0.66,on schedule
522,44,repair_ring,Juno,patrol hazard,bell alcove,interrupt_routine,True,True,True,0.65,recovered
523,44,riverbend,Lio,patrol hazard,dry ridge,path_to_resident,False,False,False,0.65,on schedule
524,44,roofward,Fay,patrol hazard,glass stair,inspect_affordance,False,False,False,0.73,on schedule
525,44,archive,Toma,restore memory,memory desk,interrupt_routine,True,True,False,0.71,interrupted
526,44,signal,Milo,restore memory,arrival court,ask_dialect_memory,False,False,False,0.71,on schedule
527,44,orchard,Mara,restore memory,arrival court,rest,False,False,False,0.66,on schedule
528,45,repair_ring,Pax,repair project,wire bench,continue_project,False,False,False,0.96,on schedule
529,45,riverbend,Ari,repair project,plank hall,offer_care,False,False,False,0.96,on schedule
530,45,roofward,Sera,repair project,ledger loft,treat_pain,True,True,True,0.95,recovered
531,45,archive,Nia,teach dialect,stone stacks,continue_project,False,False,False,0.96,on schedule
532,45,signal,Ren,teach dialect,lantern walk,path_to_rest,False,False,False,0.96,on schedule
533,45,orchard,Ivo,teach dialect,satchel shed,perform_chain_step,False,False,False,0.96,on schedule
534,45,repair_ring,Pax,patrol hazard,bell alcove,recover_routine,False,True,True,0.96,recovered
535,45,riverbend,Ari,patrol hazard,dry ridge,path_to_rest,False,False,False,0.96,on schedule
536,45,roofward,Sera,patrol hazard,glass stair,perform_chain_step,False,False,False,0.95,on schedule
537,45,archive,Nia,restore memory,memory desk,recover_routine,False,True,True,0.96,recovered
538,45,signal,Ren,restore memory,arrival court,offer_care,False,False,False,0.96,on schedule
539,45,orchard,Ivo,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
540,46,repair_ring,Juno,repair project,wire bench,path_to_resident,False,False,False,0.65,on schedule
541,46,riverbend,Lio,repair project,plank hall,rest,False,False,False,0.65,on schedule
542,46,roofward,Fay,repair project,ledger loft,dry_off,False,False,False,0.73,on schedule
543,46,archive,Toma,teach dialect,stone stacks,path_to_resident,False,False,False,0.71,on schedule
544,46,signal,Milo,teach dialect,lantern walk,inspect_affordance,False,False,False,0.71,on schedule
545,46,orchard,Mara,teach dialect,satchel shed,interrupt_routine,True,True,True,0.65,recovered
546,46,repair_ring,Juno,patrol hazard,bell alcove,ask_dialect_memory,False,False,False,0.65,on schedule
547,46,riverbend,Lio,patrol hazard,dry ridge,inspect_affordance,False,False,False,0.65,on schedule
548,46,roofward,Fay,patrol hazard,glass stair,interrupt_routine,True,True,True,0.72,recovered
549,46,archive,Toma,restore memory,memory desk,ask_dialect_memory,False,False,False,0.71,on schedule
550,46,signal,Milo,restore memory,arrival court,rest,False,False,False,0.71,on schedule
551,46,orchard,Mara,restore memory,arrival court,dry_off,False,False,False,0.65,on schedule
552,47,repair_ring,Pax,repair project,wire bench,path_to_rest,False,False,False,0.96,on schedule
553,47,riverbend,Ari,repair project,plank hall,treat_pain,False,False,False,0.96,on schedule
554,47,roofward,Sera,repair project,ledger loft,continue_project,False,False,False,0.95,on schedule
555,47,archive,Nia,teach dialect,stone stacks,path_to_rest,False,False,False,0.96,on schedule
556,47,signal,Ren,teach dialect,lantern walk,perform_chain_step,False,False,False,0.96,on schedule
557,47,orchard,Ivo,teach dialect,satchel shed,recover_routine,False,True,True,0.96,recovered
558,47,repair_ring,Pax,patrol hazard,bell alcove,offer_care,False,False,False,0.96,on schedule
559,47,riverbend,Ari,patrol hazard,dry ridge,perform_chain_step,False,False,False,0.96,on schedule
560,47,roofward,Sera,patrol hazard,glass stair,recover_routine,False,True,True,0.96,recovered
561,47,archive,Nia,restore memory,memory desk,offer_care,False,False,False,0.96,on schedule
562,47,signal,Ren,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
563,47,orchard,Ivo,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
564,48,riverbend,Ari,repair project,plank hall,treat_pain,False,False,False,0.96,on schedule
565,48,roofward,Sera,repair project,ledger loft,continue_project,False,False,False,0.96,on schedule
566,48,archive,Nia,repair project,spool room,path_to_rest,False,False,False,0.96,on schedule
567,48,signal,Ren,teach dialect,lantern walk,perform_chain_step,False,False,False,0.96,on schedule
568,48,orchard,Ivo,teach dialect,satchel shed,recover_routine,False,True,True,0.96,recovered
569,48,repair_ring,Pax,teach dialect,spark lane,offer_care,False,False,False,0.96,on schedule
570,48,riverbend,Ari,patrol hazard,dry ridge,perform_chain_step,False,False,False,0.96,on schedule
571,48,roofward,Sera,patrol hazard,glass stair,recover_routine,False,True,True,0.96,recovered
572,48,archive,Nia,patrol hazard,ink niche,offer_care,False,False,False,0.96,on schedule
573,48,signal,Ren,restore memory,arrival court,treat_pain,False,False,False,0.96,on schedule
574,48,orchard,Ivo,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
575,48,repair_ring,Pax,restore memory,cool corner,path_to_rest,False,False,False,0.96,on schedule
576,49,riverbend,Lio,repair project,plank hall,dry_off,False,False,False,0.65,on schedule
577,49,roofward,Fay,repair project,ledger loft,path_to_resident,False,False,False,0.72,on schedule
578,49,archive,Toma,repair project,spool room,inspect_affordance,False,False,False,0.71,on schedule
579,49,signal,Milo,teach dialect,lantern walk,interrupt_routine,True,True,True,0.7,recovered
580,49,orchard,Mara,teach dialect,satchel shed,ask_dialect_memory,False,False,False,0.65,on schedule
581,49,repair_ring,Juno,teach dialect,spark lane,rest,False,False,False,0.65,on schedule
582,49,riverbend,Lio,patrol hazard,dry ridge,interrupt_routine,True,True,True,0.64,recovered
583,49,roofward,Fay,patrol hazard,glass stair,ask_dialect_memory,True,True,True,0.71,recovered
584,49,archive,Toma,patrol hazard,ink niche,rest,False,False,False,0.71,on schedule
585,49,signal,Milo,restore memory,arrival court,dry_off,False,False,False,0.7,on schedule
586,49,orchard,Mara,restore memory,arrival court,path_to_resident,False,False,False,0.65,on schedule
587,49,repair_ring,Juno,restore memory,cool corner,inspect_affordance,False,False,False,0.65,on schedule
588,50,riverbend,Ari,repair project,plank hall,continue_project,False,False,False,0.96,on schedule
589,50,roofward,Sera,repair project,ledger loft,path_to_rest,False,False,False,0.96,on schedule
590,50,archive,Nia,repair project,spool room,perform_chain_step,False,False,False,0.96,on schedule
591,50,signal,Ren,teach dialect,lantern walk,recover_routine,False,True,True,0.96,recovered
592,50,orchard,Ivo,teach dialect,satchel shed,offer_care,False,False,False,0.96,on schedule
593,50,repair_ring,Pax,teach dialect,spark lane,treat_pain,False,False,False,0.96,on schedule
594,50,riverbend,Ari,patrol hazard,dry ridge,recover_routine,False,True,True,0.96,recovered
595,50,roofward,Sera,patrol hazard,glass stair,offer_care,False,False,False,0.96,on schedule
596,50,archive,Nia,patrol hazard,ink niche,treat_pain,False,False,False,0.96,on schedule
597,50,signal,Ren,restore memory,arrival court,continue_project,False,False,False,0.96,on schedule
598,50,orchard,Ivo,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
599,50,repair_ring,Pax,restore memory,cool corner,perform_chain_step,False,False,False,0.96,on schedule
600,51,riverbend,Lio,repair project,plank hall,path_to_resident,False,False,False,0.64,on schedule
601,51,roofward,Fay,repair project,ledger loft,inspect_affordance,False,False,False,0.71,on schedule
602,51,archive,Toma,repair project,spool room,interrupt_routine,True,True,False,0.64,interrupted
603,51,signal,Milo,teach dialect,lantern walk,ask_dialect_memory,False,False,False,0.7,on schedule
604,51,orchard,Mara,teach dialect,satchel shed,rest,False,False,False,0.65,on schedule
605,51,repair_ring,Juno,teach dialect,spark lane,dry_off,False,False,False,0.65,on schedule
606,51,riverbend,Lio,patrol hazard,dry ridge,ask_dialect_memory,False,False,False,0.64,on schedule
607,51,roofward,Fay,patrol hazard,glass stair,rest,False,False,False,0.71,on schedule
608,51,archive,Toma,patrol hazard,ink niche,dry_off,False,False,False,0.64,on schedule
609,51,signal,Milo,restore memory,arrival court,path_to_resident,False,False,False,0.7,on schedule
610,51,orchard,Mara,restore memory,arrival court,inspect_affordance,False,False,False,0.65,on schedule
611,51,repair_ring,Juno,restore memory,cool corner,interrupt_routine,True,True,True,0.64,recovered
612,52,riverbend,Ari,repair project,plank hall,path_to_rest,False,False,False,0.96,on schedule
613,52,roofward,Sera,repair project,ledger loft,perform_chain_step,False,False,False,0.96,on schedule
614,52,archive,Nia,repair project,spool room,recover_routine,False,True,True,0.96,recovered
615,52,signal,Ren,teach dialect,lantern walk,offer_care,False,False,False,0.96,on schedule
616,52,orchard,Ivo,teach dialect,satchel shed,treat_pain,False,False,False,0.96,on schedule
617,52,repair_ring,Pax,teach dialect,spark lane,continue_project,False,False,False,0.96,on schedule
618,52,riverbend,Ari,patrol hazard,dry ridge,offer_care,False,False,False,0.96,on schedule
619,52,roofward,Sera,patrol hazard,glass stair,treat_pain,False,False,False,0.96,on schedule
620,52,archive,Nia,patrol hazard,ink niche,continue_project,False,False,False,0.96,on schedule
621,52,signal,Ren,restore memory,arrival court,path_to_rest,False,False,False,0.96,on schedule
622,52,orchard,Ivo,restore memory,arrival court,perform_chain_step,False,False,False,0.96,on schedule
623,52,repair_ring,Pax,restore memory,cool corner,recover_routine,False,True,True,0.96,recovered
624,53,riverbend,Lio,repair project,plank hall,inspect_affordance,False,False,False,0.64,on schedule
625,53,roofward,Fay,repair project,ledger loft,interrupt_routine,True,True,True,0.7,recovered
626,53,archive,Toma,repair project,spool room,ask_dialect_memory,False,False,False,0.64,on schedule
627,53,signal,Milo,teach dialect,lantern walk,rest,False,False,False,0.7,on schedule
