tick_id,day,settlement_id,resident_id,cue_key,cue_kind,cue_value,relationship_before,relationship_after,memory_age_days,recalled_after_restore,dialogue_bias,persistent_memory_key,private_memory_not_dumped
556,31,roofward,Sera,roofward:ledger loft:smell:0,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
558,32,orchard,Ivo,orchard:seed lane:sound:1,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
560,32,riverbend,Ari,riverbend:kit alcove:temperature:1,temperature,12.7C,0.706,0.71,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
561,32,roofward,Sera,roofward:glass stair:sound:1,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
562,32,archive,Nia,archive:ink niche:smell:1,smell,wax seal,0.735,0.739,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
564,32,orchard,Ivo,orchard:mud row:sound:1,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
566,32,riverbend,Ari,riverbend:arrival court:temperature:1,temperature,10.4C,0.716,0.72,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
567,32,roofward,Sera,roofward:warm lane:sound:1,sound,sun glass hum,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
568,32,archive,Nia,archive:memory desk:smell:1,smell,ink linen,0.713,0.709,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
570,32,orchard,Ivo,orchard:market plank:sound:1,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
572,32,riverbend,Ari,riverbend:plank hall:temperature:1,temperature,10.9C,0.712,0.716,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
573,32,roofward,Sera,roofward:ledger loft:sound:1,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
574,32,archive,Nia,archive:arrival court:smell:1,smell,wax seal,0.715,0.719,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
576,33,repair_ring,Pax,repair_ring:bell alcove:sound:2,sound,bell hum,0.684,0.688,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
578,33,roofward,Sera,roofward:glass stair:temperature:2,temperature,18.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
580,33,signal,Ren,signal:arrival court:smell:2,smell,lamp oil,0.694,0.698,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
581,33,orchard,Ivo,orchard:mud row:temperature:2,temperature,14.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
582,33,repair_ring,Pax,repair_ring:cool corner:sound:2,sound,wire snap,0.691,0.687,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
584,33,roofward,Sera,roofward:warm lane:temperature:2,temperature,19.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
586,33,signal,Ren,signal:mast base:smell:2,smell,salt wind,0.69,0.694,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
587,33,orchard,Ivo,orchard:market plank:temperature:2,temperature,15.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
588,33,repair_ring,Pax,repair_ring:arrival court:sound:2,sound,bell hum,0.693,0.697,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
590,33,roofward,Sera,roofward:ledger loft:temperature:2,temperature,19.7C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
592,33,signal,Ren,signal:lantern walk:smell:2,smell,hot glass,0.7,0.704,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
593,33,orchard,Ivo,orchard:satchel shed:temperature:2,temperature,16.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
594,34,riverbend,Ari,riverbend:kit alcove:sound:3,sound,cedar knock,0.698,0.702,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
595,34,roofward,Sera,roofward:glass stair:smell:3,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
596,34,archive,Nia,archive:ink niche:temperature:3,temperature,15.6C,0.74,0.744,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
598,34,orchard,Ivo,orchard:mud row:smell:3,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
600,34,riverbend,Ari,riverbend:arrival court:sound:3,sound,river slap,0.708,0.712,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
601,34,roofward,Sera,roofward:warm lane:smell:3,smell,thyme paper,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
602,34,archive,Nia,archive:memory desk:temperature:3,temperature,16.8C,0.747,0.743,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
604,34,orchard,Ivo,orchard:market plank:smell:3,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
606,34,riverbend,Ari,riverbend:plank hall:sound:3,sound,cedar knock,0.704,0.708,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
607,34,roofward,Sera,roofward:ledger loft:smell:3,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
608,34,archive,Nia,archive:arrival court:temperature:3,temperature,13.8C,0.749,0.753,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
610,34,orchard,Ivo,orchard:satchel shed:smell:3,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
612,35,roofward,Sera,roofward:glass stair:sound:4,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
614,35,signal,Ren,signal:arrival court:temperature:4,temperature,8.3C,0.714,0.718,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
615,35,orchard,Ivo,orchard:mud row:sound:4,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
616,35,repair_ring,Pax,repair_ring:cool corner:smell:4,smell,hot copper,0.683,0.679,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
618,35,roofward,Sera,roofward:warm lane:sound:4,sound,sun glass hum,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
620,35,signal,Ren,signal:mast base:temperature:4,temperature,9.5C,0.71,0.714,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
621,35,orchard,Ivo,orchard:market plank:sound:4,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
622,35,repair_ring,Pax,repair_ring:arrival court:smell:4,smell,clean cloth,0.685,0.689,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
624,35,roofward,Sera,roofward:ledger loft:sound:4,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
626,35,signal,Ren,signal:lantern walk:temperature:4,temperature,10.0C,0.72,0.724,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
627,35,orchard,Ivo,orchard:satchel shed:sound:4,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
628,35,repair_ring,Pax,repair_ring:wire bench:smell:4,smell,hot copper,0.663,0.659,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
630,36,archive,Nia,archive:ink niche:sound:5,sound,page flutter,0.774,0.778,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
632,36,orchard,Ivo,orchard:mud row:temperature:5,temperature,14.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
634,36,riverbend,Ari,riverbend:arrival court:smell:5,smell,wet cedar,0.718,0.722,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
635,36,roofward,Sera,roofward:warm lane:temperature:5,temperature,19.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
636,36,archive,Nia,archive:memory desk:sound:5,sound,spool click,0.752,0.748,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
638,36,orchard,Ivo,orchard:market plank:temperature:5,temperature,15.7C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
640,36,riverbend,Ari,riverbend:plank hall:smell:5,smell,mud thread,0.714,0.718,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
641,36,roofward,Sera,roofward:ledger loft:temperature:5,temperature,19.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
642,36,archive,Nia,archive:arrival court:sound:5,sound,page flutter,0.754,0.758,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
644,36,orchard,Ivo,orchard:satchel shed:temperature:5,temperature,16.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
646,36,riverbend,Ari,riverbend:wet crossing:smell:5,smell,warm oil,0.724,0.728,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
647,36,roofward,Sera,roofward:sun sill:temperature:5,temperature,20.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
648,37,signal,Ren,signal:arrival court:sound:6,sound,static crickets,0.734,0.738,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
649,37,orchard,Ivo,orchard:mud row:smell:6,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
650,37,repair_ring,Pax,repair_ring:cool corner:temperature:6,temperature,17.9C,0.674,0.67,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
652,37,roofward,Sera,roofward:warm lane:smell:6,smell,thyme paper,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
654,37,signal,Ren,signal:mast base:sound:6,sound,rope creak,0.73,0.734,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
655,37,orchard,Ivo,orchard:market plank:smell:6,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
656,37,repair_ring,Pax,repair_ring:arrival court:temperature:6,temperature,15.6C,0.676,0.68,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
658,37,roofward,Sera,roofward:ledger loft:smell:6,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
660,37,signal,Ren,signal:lantern walk:sound:6,sound,beacon pulse,0.74,0.744,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
661,37,orchard,Ivo,orchard:satchel shed:smell:6,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
662,37,repair_ring,Pax,repair_ring:wire bench:temperature:6,temperature,16.1C,0.683,0.679,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
664,37,roofward,Sera,roofward:sun sill:smell:6,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
666,38,orchard,Ivo,orchard:mud row:sound:7,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
668,38,riverbend,Ari,riverbend:arrival court:temperature:7,temperature,9.9C,0.738,0.742,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
669,38,roofward,Sera,roofward:warm lane:sound:7,sound,sun glass hum,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
670,38,archive,Nia,archive:memory desk:smell:7,smell,ink linen,0.773,0.769,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
672,38,orchard,Ivo,orchard:market plank:sound:7,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
674,38,riverbend,Ari,riverbend:plank hall:temperature:7,temperature,11.1C,0.734,0.738,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
675,38,roofward,Sera,roofward:ledger loft:sound:7,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
676,38,archive,Nia,archive:arrival court:smell:7,smell,wax seal,0.775,0.779,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
678,38,orchard,Ivo,orchard:satchel shed:sound:7,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
680,38,riverbend,Ari,riverbend:wet crossing:temperature:7,temperature,11.6C,0.744,0.748,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
681,38,roofward,Sera,roofward:sun sill:sound:7,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
682,38,archive,Nia,archive:stone stacks:smell:7,smell,ink linen,0.782,0.778,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
684,39,repair_ring,Pax,repair_ring:cool corner:sound:8,sound,wire snap,0.665,0.661,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
686,39,roofward,Sera,roofward:warm lane:temperature:8,temperature,18.7C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
688,39,signal,Ren,signal:mast base:smell:8,smell,salt wind,0.726,0.73,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
689,39,orchard,Ivo,orchard:market plank:temperature:8,temperature,15.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
690,39,repair_ring,Pax,repair_ring:arrival court:sound:8,sound,bell hum,0.667,0.671,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
692,39,roofward,Sera,roofward:ledger loft:temperature:8,temperature,19.9C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
694,39,signal,Ren,signal:lantern walk:smell:8,smell,hot glass,0.736,0.74,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
695,39,orchard,Ivo,orchard:satchel shed:temperature:8,temperature,15.9C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
696,39,repair_ring,Pax,repair_ring:wire bench:sound:8,sound,wire snap,0.645,0.641,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
698,39,roofward,Sera,roofward:sun sill:temperature:8,temperature,20.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
700,39,signal,Ren,signal:lens room:smell:8,smell,lamp oil,0.732,0.736,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
701,39,orchard,Ivo,orchard:arrival court:temperature:8,temperature,13.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
702,40,riverbend,Ari,riverbend:arrival court:sound:9,sound,river slap,0.758,0.762,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
703,40,roofward,Sera,roofward:warm lane:smell:9,smell,thyme paper,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
704,40,archive,Nia,archive:memory desk:temperature:9,temperature,16.3C,0.764,0.76,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
706,40,orchard,Ivo,orchard:market plank:smell:9,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
708,40,riverbend,Ari,riverbend:plank hall:sound:9,sound,cedar knock,0.754,0.758,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
709,40,roofward,Sera,roofward:ledger loft:smell:9,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
710,40,archive,Nia,archive:arrival court:temperature:9,temperature,14.0C,0.766,0.77,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
712,40,orchard,Ivo,orchard:satchel shed:smell:9,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
714,40,riverbend,Ari,riverbend:wet crossing:sound:9,sound,lantern tick,0.764,0.768,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
715,40,roofward,Sera,roofward:sun sill:smell:9,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
716,40,archive,Nia,archive:stone stacks:temperature:9,temperature,14.5C,0.744,0.74,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
718,40,orchard,Ivo,orchard:arrival court:smell:9,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
720,41,roofward,Sera,roofward:warm lane:sound:10,sound,sun glass hum,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
722,41,signal,Ren,signal:mast base:temperature:10,temperature,9.0C,0.718,0.722,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
723,41,orchard,Ivo,orchard:market plank:sound:10,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
724,41,repair_ring,Pax,repair_ring:arrival court:smell:10,smell,clean cloth,0.662,0.666,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
726,41,roofward,Sera,roofward:ledger loft:sound:10,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
728,41,signal,Ren,signal:lantern walk:temperature:10,temperature,10.2C,0.728,0.732,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
729,41,orchard,Ivo,orchard:satchel shed:sound:10,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
730,41,repair_ring,Pax,repair_ring:wire bench:smell:10,smell,hot copper,0.669,0.665,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
732,41,roofward,Sera,roofward:sun sill:sound:10,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
734,41,signal,Ren,signal:lens room:temperature:10,temperature,10.7C,0.724,0.728,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
735,41,orchard,Ivo,orchard:arrival court:sound:10,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
736,41,repair_ring,Pax,repair_ring:spark lane:smell:10,smell,stone chalk,0.671,0.675,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
738,42,archive,Nia,archive:memory desk:sound:11,sound,spool click,0.755,0.751,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
740,42,orchard,Ivo,orchard:market plank:temperature:11,temperature,15.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
742,42,riverbend,Ari,riverbend:plank hall:smell:11,smell,mud thread,0.75,0.754,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
743,42,roofward,Sera,roofward:ledger loft:temperature:11,temperature,19.7C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
744,42,archive,Nia,archive:arrival court:sound:11,sound,page flutter,0.757,0.761,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
746,42,orchard,Ivo,orchard:satchel shed:temperature:11,temperature,16.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
748,42,riverbend,Ari,riverbend:wet crossing:smell:11,smell,warm oil,0.76,0.764,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
749,42,roofward,Sera,roofward:sun sill:temperature:11,temperature,20.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
750,42,archive,Nia,archive:stone stacks:sound:11,sound,spool click,0.764,0.76,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
752,42,orchard,Ivo,orchard:arrival court:temperature:11,temperature,13.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
754,42,riverbend,Ari,riverbend:dry ridge:smell:11,smell,wet cedar,0.756,0.76,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
755,42,roofward,Sera,roofward:arrival court:temperature:11,temperature,17.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
756,43,signal,Ren,signal:mast base:sound:12,sound,rope creak,0.71,0.714,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
757,43,orchard,Ivo,orchard:market plank:smell:12,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
758,43,repair_ring,Pax,repair_ring:arrival court:temperature:12,temperature,15.1C,0.696,0.7,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
760,43,roofward,Sera,roofward:ledger loft:smell:12,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
762,43,signal,Ren,signal:lantern walk:sound:12,sound,beacon pulse,0.72,0.724,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
763,43,orchard,Ivo,orchard:satchel shed:smell:12,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
764,43,repair_ring,Pax,repair_ring:wire bench:temperature:12,temperature,16.3C,0.674,0.67,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
766,43,roofward,Sera,roofward:sun sill:smell:12,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
768,43,signal,Ren,signal:lens room:sound:12,sound,static crickets,0.716,0.72,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
769,43,orchard,Ivo,orchard:arrival court:smell:12,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
770,43,repair_ring,Pax,repair_ring:spark lane:temperature:12,temperature,16.8C,0.676,0.68,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
772,43,roofward,Sera,roofward:arrival court:smell:12,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
774,44,orchard,Ivo,orchard:market plank:sound:13,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
776,44,riverbend,Ari,riverbend:plank hall:temperature:13,temperature,10.6C,0.742,0.746,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
777,44,roofward,Sera,roofward:ledger loft:sound:13,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
778,44,archive,Nia,archive:arrival court:smell:13,smell,wax seal,0.781,0.785,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
780,44,orchard,Ivo,orchard:satchel shed:sound:13,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
782,44,riverbend,Ari,riverbend:wet crossing:temperature:13,temperature,11.8C,0.752,0.756,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
783,44,roofward,Sera,roofward:sun sill:sound:13,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
784,44,archive,Nia,archive:stone stacks:smell:13,smell,ink linen,0.759,0.755,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
786,44,orchard,Ivo,orchard:arrival court:sound:13,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
788,44,riverbend,Ari,riverbend:dry ridge:temperature:13,temperature,12.3C,0.748,0.752,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
789,44,roofward,Sera,roofward:arrival court:sound:13,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
790,44,archive,Nia,archive:spool room:smell:13,smell,cold dust,0.761,0.765,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
792,45,repair_ring,Pax,repair_ring:arrival court:sound:14,sound,bell hum,0.701,0.705,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
794,45,roofward,Sera,roofward:ledger loft:temperature:14,temperature,19.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
796,45,signal,Ren,signal:lantern walk:smell:14,smell,hot glass,0.73,0.734,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
797,45,orchard,Ivo,orchard:satchel shed:temperature:14,temperature,16.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
798,45,repair_ring,Pax,repair_ring:wire bench:sound:14,sound,wire snap,0.708,0.704,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
800,45,roofward,Sera,roofward:sun sill:temperature:14,temperature,20.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
802,45,signal,Ren,signal:lens room:smell:14,smell,lamp oil,0.726,0.73,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
803,45,orchard,Ivo,orchard:arrival court:temperature:14,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
804,45,repair_ring,Pax,repair_ring:spark lane:sound:14,sound,cool fan,0.71,0.714,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
