tick_id,day,guild,region_id,assigned_agent,backlog_before,new_work,repair_capacity,backlog_after,repair_success,safety_clause,visible_guild_board
229,15,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
230,15,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
231,15,Signal Guild,signal_ridge,Milo,0.180056,0.0,0.080225,0.099831,True,normal repair safety,Signal Guild:0.10
232,15,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0,0.33744,False,normal repair safety,Seed Guild:0.34
233,15,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
234,15,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
235,15,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
236,15,Signal Guild,signal_ridge,Milo,0.099831,0.0,0.080435,0.019396,False,normal repair safety,Signal Guild:0.02
237,15,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0,0.33744,False,normal repair safety,Seed Guild:0.34
238,15,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
239,15,Glassgarden Guild,roofward,Fay,0.0,0.0,0.078335,0.0,False,normal repair safety,Glassgarden Guild:0.00
240,16,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
241,16,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.0,0.019396,False,normal repair safety,Signal Guild:0.02
242,16,Seed Guild,orchard_fen,Ivo,0.33744,0.0,0.0818,0.25564,True,normal repair safety,Seed Guild:0.26
243,16,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
244,16,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
245,16,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
246,16,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.0,0.019396,False,normal repair safety,Signal Guild:0.02
247,16,Seed Guild,orchard_fen,Ivo,0.25564,0.0,0.08201,0.17363,True,normal repair safety,Seed Guild:0.17
248,16,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
249,16,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
250,16,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
251,16,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.0,0.019396,False,normal repair safety,Signal Guild:0.02
252,16,Seed Guild,orchard_fen,Ivo,0.17363,0.0,0.08222,0.09141,True,normal repair safety,Seed Guild:0.09
253,16,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
254,16,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
255,16,Index Guild,archive_quarter,Nia,0.0,0.0,0.07949,0.0,False,normal repair safety,Index Guild:0.00
256,17,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.0,0.019396,False,normal repair safety,Signal Guild:0.02
257,17,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
258,17,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07767,0.0,False,normal repair safety,Bridgewright Guild:0.00
259,17,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
260,17,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
261,17,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.0,0.019396,False,normal repair safety,Signal Guild:0.02
262,17,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
263,17,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07774,0.0,False,normal repair safety,Bridgewright Guild:0.00
264,17,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
265,17,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
266,17,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.0,0.019396,False,normal repair safety,Signal Guild:0.02
267,17,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
268,17,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07781,0.0,False,normal repair safety,Bridgewright Guild:0.00
269,17,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
270,17,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
271,17,Signal Guild,signal_ridge,Milo,0.019396,0.0,0.080925,0.0,False,normal repair safety,Signal Guild:0.00
272,18,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
273,18,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
274,18,Index Guild,archive_quarter,Nia,0.0,0.0,0.07977,0.0,False,normal repair safety,Index Guild:0.00
275,18,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
276,18,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
277,18,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
278,18,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
279,18,Index Guild,archive_quarter,Nia,0.0,0.0,0.07984,0.0,False,normal repair safety,Index Guild:0.00
280,18,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
281,18,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
282,18,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
283,18,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
284,18,Index Guild,archive_quarter,Nia,0.0,0.0,0.07991,0.0,False,normal repair safety,Index Guild:0.00
285,18,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
286,18,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
287,18,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.07809,0.0,False,normal repair safety,Bridgewright Guild:0.00
288,19,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
289,19,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
290,19,Signal Guild,signal_ridge,Milo,0.0,0.0,0.081625,0.0,False,normal repair safety,Signal Guild:0.00
291,19,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
292,19,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
293,19,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
294,19,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
295,19,Signal Guild,signal_ridge,Milo,0.0,0.0,0.081695,0.0,False,normal repair safety,Signal Guild:0.00
296,19,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
297,19,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
298,19,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
299,19,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
300,19,Signal Guild,signal_ridge,Milo,0.0,0.0,0.081765,0.0,False,normal repair safety,Signal Guild:0.00
301,19,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.0,0.09141,False,normal repair safety,Seed Guild:0.09
302,19,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
303,19,Glassgarden Guild,roofward,Fay,0.0,0.0,0.079665,0.0,False,normal repair safety,Glassgarden Guild:0.00
304,20,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
305,20,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
306,20,Seed Guild,orchard_fen,Ivo,0.09141,0.0,0.08348,0.00793,False,normal repair safety,Seed Guild:0.01
307,20,Bridgewright Guild,riverbend,Ari,0.0,0.028337,0.0,0.028337,False,normal repair safety,Bridgewright Guild:0.03
308,20,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
309,20,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
310,20,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
311,20,Seed Guild,orchard_fen,Ivo,0.00793,0.0,0.08355,0.0,False,normal repair safety,Seed Guild:0.00
312,20,Bridgewright Guild,riverbend,Ari,0.028337,0.028337,0.0,0.056674,False,normal repair safety,Bridgewright Guild:0.06
313,20,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
314,20,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
315,20,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
316,20,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.08362,0.0,False,normal repair safety,Seed Guild:0.00
317,20,Bridgewright Guild,riverbend,Ari,0.056674,0.028337,0.0,0.085011,False,normal repair safety,Bridgewright Guild:0.09
318,20,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
319,20,Index Guild,archive_quarter,Nia,0.0,0.0,0.0904,0.0,False,normal repair safety,Index Guild:0.00
320,21,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
321,21,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
322,21,Bridgewright Guild,riverbend,Ari,0.085011,0.028337,0.079,0.034348,False,normal repair safety,Bridgewright Guild:0.03
323,21,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
324,21,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
325,21,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
326,21,Seed Guild,orchard_fen,Ivo,0.018,0.027833,0.0,0.045833,False,guild may close route while shoring collapse,Seed Guild:0.05
327,21,Bridgewright Guild,riverbend,Ari,0.034348,0.028337,0.07907,0.0,False,normal repair safety,Bridgewright Guild:0.00
328,21,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
329,21,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
330,21,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
331,21,Seed Guild,orchard_fen,Ivo,0.045833,0.0,0.0,0.045833,False,normal repair safety,Seed Guild:0.05
332,21,Bridgewright Guild,riverbend,Ari,0.0,0.028337,0.07914,0.0,False,normal repair safety,Bridgewright Guild:0.00
333,21,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
334,21,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
335,21,Signal Guild,signal_ridge,Milo,0.0,0.0,0.092255,0.0,False,normal repair safety,Signal Guild:0.00
336,22,Seed Guild,orchard_fen,Ivo,0.045833,0.0,0.0,0.045833,False,normal repair safety,Seed Guild:0.05
337,22,Bridgewright Guild,riverbend,Ari,0.0,0.028337,0.0,0.028337,False,normal repair safety,Bridgewright Guild:0.03
338,22,Glassgarden Guild,roofward,Fay,0.0,0.0,0.080575,0.0,False,normal repair safety,Glassgarden Guild:0.00
339,22,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
340,22,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
341,22,Seed Guild,orchard_fen,Ivo,0.045833,0.0,0.0,0.045833,False,normal repair safety,Seed Guild:0.05
342,22,Bridgewright Guild,riverbend,Ari,0.028337,0.028337,0.0,0.056674,False,normal repair safety,Bridgewright Guild:0.06
343,22,Glassgarden Guild,roofward,Fay,0.0,0.0,0.080645,0.0,False,normal repair safety,Glassgarden Guild:0.00
344,22,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
345,22,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
346,22,Seed Guild,orchard_fen,Ivo,0.045833,0.0,0.0,0.045833,False,normal repair safety,Seed Guild:0.05
347,22,Bridgewright Guild,riverbend,Ari,0.056674,0.028337,0.0,0.085011,False,normal repair safety,Bridgewright Guild:0.09
348,22,Glassgarden Guild,roofward,Fay,0.0,0.0,0.080715,0.0,False,normal repair safety,Glassgarden Guild:0.00
349,22,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
350,22,Signal Guild,signal_ridge,Milo,0.018,0.026734,0.0,0.044734,False,guild may close route while shoring collapse,Signal Guild:0.04
351,22,Seed Guild,orchard_fen,Ivo,0.045833,0.0,0.10411,0.0,False,normal repair safety,Seed Guild:0.00
352,23,Bridgewright Guild,riverbend,Ari,0.085011,0.028337,0.0,0.113348,False,normal repair safety,Bridgewright Guild:0.11
353,23,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
354,23,Index Guild,archive_quarter,Nia,0.0,0.0,0.09131,0.0,False,normal repair safety,Index Guild:0.00
355,23,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
356,23,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
357,23,Bridgewright Guild,riverbend,Ari,0.113348,0.028337,0.0,0.141685,False,normal repair safety,Bridgewright Guild:0.14
358,23,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
359,23,Index Guild,archive_quarter,Nia,0.0,0.0,0.09138,0.0,False,normal repair safety,Index Guild:0.00
360,23,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
361,23,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
362,23,Bridgewright Guild,riverbend,Ari,0.141685,0.028337,0.0,0.170022,False,normal repair safety,Bridgewright Guild:0.17
363,23,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
364,23,Index Guild,archive_quarter,Nia,0.0,0.0,0.09145,0.0,False,normal repair safety,Index Guild:0.00
365,23,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
366,23,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
367,23,Bridgewright Guild,riverbend,Ari,0.170022,0.028337,0.07963,0.118729,True,normal repair safety,Bridgewright Guild:0.12
368,24,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
369,24,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
370,24,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.10439,0.0,False,normal repair safety,Seed Guild:0.00
371,24,Bridgewright Guild,riverbend,Ari,0.118729,0.0,0.0,0.118729,False,normal repair safety,Bridgewright Guild:0.12
372,24,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
373,24,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
374,24,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
375,24,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.10446,0.0,False,normal repair safety,Seed Guild:0.00
376,24,Bridgewright Guild,riverbend,Ari,0.118729,0.0,0.0,0.118729,False,normal repair safety,Bridgewright Guild:0.12
377,24,Glassgarden Guild,roofward,Fay,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
378,24,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
379,24,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
380,24,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.10453,0.0,False,normal repair safety,Seed Guild:0.00
381,24,Bridgewright Guild,riverbend,Ari,0.118729,0.0,0.0,0.118729,False,normal repair safety,Bridgewright Guild:0.12
382,24,Glassgarden Guild,roofward,Fay,0.018,0.026517,0.0,0.044517,False,guild may close route while shoring collapse,Glassgarden Guild:0.04
383,24,Index Guild,archive_quarter,Nia,0.0,0.0,0.09173,0.0,False,normal repair safety,Index Guild:0.00
384,25,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
385,25,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
386,25,Bridgewright Guild,riverbend,Ari,0.118729,0.0,0.08047,0.038259,False,normal repair safety,Bridgewright Guild:0.04
387,25,Glassgarden Guild,roofward,Fay,0.044517,0.0,0.0,0.044517,False,normal repair safety,Glassgarden Guild:0.04
388,25,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
389,25,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
390,25,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
391,25,Bridgewright Guild,riverbend,Ari,0.038259,0.0,0.08054,0.0,False,normal repair safety,Bridgewright Guild:0.00
392,25,Glassgarden Guild,roofward,Fay,0.044517,0.0,0.0,0.044517,False,normal repair safety,Glassgarden Guild:0.04
393,25,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
394,25,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.0,0.044734,False,normal repair safety,Signal Guild:0.04
395,25,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
396,25,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.08061,0.0,False,normal repair safety,Bridgewright Guild:0.00
397,25,Glassgarden Guild,roofward,Lio,0.044517,0.0,0.0,0.044517,False,normal repair safety,Glassgarden Guild:0.04
398,25,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
399,25,Signal Guild,signal_ridge,Milo,0.044734,0.0,0.103585,0.0,False,normal repair safety,Signal Guild:0.00
400,26,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
401,26,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
402,26,Glassgarden Guild,roofward,Lio,0.044517,0.0,0.101835,0.0,False,normal repair safety,Glassgarden Guild:0.00
403,26,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
404,26,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
405,26,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
406,26,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
407,26,Glassgarden Guild,roofward,Lio,0.0,0.0,0.101905,0.0,False,normal repair safety,Glassgarden Guild:0.00
408,26,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
409,26,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
410,26,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
411,26,Bridgewright Guild,riverbend,Ari,0.0,0.027833,0.0,0.027833,False,normal repair safety,Bridgewright Guild:0.03
412,26,Glassgarden Guild,roofward,Lio,0.0,0.0,0.101975,0.0,False,normal repair safety,Glassgarden Guild:0.00
413,26,Index Guild,archive_quarter,Nia,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
414,26,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
415,26,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.10502,0.0,False,normal repair safety,Seed Guild:0.00
416,27,Bridgewright Guild,riverbend,Ari,0.027833,0.0,0.0,0.027833,False,normal repair safety,Bridgewright Guild:0.03
417,27,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
418,27,Index Guild,archive_quarter,Nia,0.0,0.0,0.09264,0.0,False,normal repair safety,Index Guild:0.00
419,27,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
420,27,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
421,27,Bridgewright Guild,riverbend,Ari,0.027833,0.0,0.0,0.027833,False,normal repair safety,Bridgewright Guild:0.03
422,27,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
423,27,Index Guild,archive_quarter,Nia,0.0,0.0,0.09271,0.0,False,normal repair safety,Index Guild:0.00
424,27,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
425,27,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
426,27,Bridgewright Guild,riverbend,Ari,0.027833,0.0,0.0,0.027833,False,normal repair safety,Bridgewright Guild:0.03
427,27,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
428,27,Index Guild,archive_quarter,Nia,0.0,0.0,0.09278,0.0,False,normal repair safety,Index Guild:0.00
429,27,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
430,27,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
431,27,Bridgewright Guild,riverbend,Ari,0.027833,0.0,0.0911,0.0,False,normal repair safety,Bridgewright Guild:0.00
432,28,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
433,28,Index Guild,archive_quarter,Sera,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
434,28,Signal Guild,signal_ridge,Milo,0.0,0.0,0.104495,0.0,False,normal repair safety,Signal Guild:0.00
435,28,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
436,28,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
437,28,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
438,28,Index Guild,archive_quarter,Sera,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
439,28,Signal Guild,signal_ridge,Milo,0.0,0.0,0.104565,0.0,False,normal repair safety,Signal Guild:0.00
440,28,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
441,28,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
442,28,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.0,False,normal repair safety,Glassgarden Guild:0.00
443,28,Index Guild,archive_quarter,Sera,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
444,28,Signal Guild,signal_ridge,Milo,0.0,0.0,0.104635,0.0,False,normal repair safety,Signal Guild:0.00
445,28,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.0,0.0,False,normal repair safety,Seed Guild:0.00
446,28,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
447,28,Glassgarden Guild,roofward,Lio,0.0,0.0,0.102465,0.0,False,normal repair safety,Glassgarden Guild:0.00
448,29,Index Guild,archive_quarter,Sera,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
449,29,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
450,29,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.10593,0.0,False,normal repair safety,Seed Guild:0.00
451,29,Bridgewright Guild,riverbend,Ari,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
452,29,Glassgarden Guild,roofward,Lio,0.0,0.0,0.0,0.033516,False,guild may close route while shoring collapse,Glassgarden Guild:0.03
453,29,Index Guild,archive_quarter,Sera,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
454,29,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
455,29,Seed Guild,orchard_fen,Ivo,0.0,0.0,0.106,0.0,False,normal repair safety,Seed Guild:0.00
456,29,Bridgewright Guild,riverbend,Toma,0.0,0.0,0.0,0.0,False,normal repair safety,Bridgewright Guild:0.00
457,29,Glassgarden Guild,roofward,Lio,0.033516,0.0,0.0,0.067032,False,guild may close route while shoring collapse,Glassgarden Guild:0.07
458,29,Index Guild,archive_quarter,Sera,0.0,0.0,0.0,0.0,False,normal repair safety,Index Guild:0.00
459,29,Signal Guild,signal_ridge,Milo,0.0,0.0,0.0,0.0,False,normal repair safety,Signal Guild:0.00
