tick_id,day,route_id,replay_event,state_hash,includes_route_plan,includes_caravan,includes_forecast,includes_disaster_drill,includes_guild_record,includes_avatar_intervention,replay_exportable
256,19,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-699158,True,True,True,False,True,False,True
257,19,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-521330,True,True,True,False,True,True,True
258,19,archive_signal,summer_dry:archive_signal:direct route:open,v29-531007,True,True,True,False,True,False,True
259,19,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530002,True,True,True,False,True,False,True
260,19,orchard_riverbend,summer_dry:orchard_riverbend:market plank route:open,v29-643275,True,True,True,False,True,False,True
261,19,central_repair_ring,summer_dry:central_repair_ring:outer bell path:open,v29-625504,True,True,True,False,True,False,True
262,19,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-706882,True,True,True,False,True,False,True
263,19,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556389,True,True,True,False,True,True,True
264,19,archive_signal,summer_dry:archive_signal:direct route:open,v29-531256,True,True,True,False,True,False,True
265,19,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-522976,True,True,True,False,True,False,True
266,20,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-553949,True,True,True,False,True,False,True
267,20,central_repair_ring,summer_dry:central_repair_ring:outer bell path:open,v29-626033,True,True,True,False,True,False,True
268,20,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-707690,True,True,True,False,True,True,True
269,20,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555150,True,True,True,False,True,False,True
270,20,archive_signal,summer_dry:archive_signal:direct route:open,v29-530713,True,True,True,False,True,False,True
271,20,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530166,True,True,True,False,True,True,True
272,20,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-568338,True,True,True,True,True,False,True
273,20,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595632,True,True,True,False,True,False,True
274,20,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-707345,True,True,True,False,True,False,True
275,20,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557183,True,True,True,False,True,False,True
276,20,archive_signal,summer_dry:archive_signal:direct route:open,v29-530418,True,True,True,False,True,False,True
277,20,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530151,True,True,True,False,True,True,True
278,20,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-570054,True,True,True,False,True,False,True
279,20,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-594496,True,True,True,False,True,False,True
280,21,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-549051,True,True,True,False,True,False,True
281,21,archive_signal,summer_dry:archive_signal:direct route:open,v29-529464,True,True,True,False,True,False,True
282,21,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-529985,True,True,True,True,True,False,True
283,21,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-568584,True,True,True,False,True,False,True
284,21,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-587740,True,True,True,False,True,False,True
285,21,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-706593,True,True,True,False,True,False,True
286,21,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-554737,True,True,True,False,True,False,True
287,21,archive_signal,summer_dry:archive_signal:direct route:open,v29-530328,True,True,True,False,True,False,True
288,21,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-529925,True,True,True,False,True,False,True
289,21,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-570540,True,True,True,False,True,True,True
290,21,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-596041,True,True,True,False,True,False,True
291,21,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-699222,True,True,True,False,True,False,True
292,21,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556516,True,True,True,False,True,False,True
293,21,archive_signal,summer_dry:archive_signal:direct route:open,v29-530574,True,True,True,False,True,False,True
294,22,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530178,True,True,True,False,True,False,True
295,22,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-569869,True,True,True,False,True,False,True
296,22,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595509,True,True,True,False,True,False,True
297,22,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-584041,True,True,True,False,True,False,True
298,22,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556444,True,True,True,False,True,False,True
299,22,archive_signal,summer_dry:archive_signal:direct route:open,v29-509656,True,True,True,False,True,False,True
300,22,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-529586,True,True,True,False,True,False,True
301,22,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-567991,True,True,True,False,True,False,True
302,22,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595390,True,True,True,False,True,False,True
303,22,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-711913,True,True,True,False,True,True,True
304,22,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555298,True,True,True,False,True,False,True
305,22,archive_signal,summer_dry:archive_signal:direct route:open,v29-529835,True,True,True,False,True,False,True
306,22,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-522038,True,True,True,False,True,False,True
307,22,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-562484,True,True,True,False,True,False,True
308,23,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595827,True,True,True,False,True,False,True
309,23,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-713492,True,True,True,False,True,False,True
310,23,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-547452,True,True,True,True,True,False,True
311,23,archive_signal,summer_dry:archive_signal:direct route:open,v29-529392,True,True,True,False,True,False,True
312,23,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-528763,True,True,True,False,True,False,True
313,23,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-570440,True,True,True,False,True,False,True
314,23,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595597,True,True,True,False,True,False,True
315,23,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-553321,True,True,True,False,True,False,True
316,23,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556555,True,True,True,False,True,False,True
317,23,archive_signal,summer_dry:archive_signal:direct route:open,v29-530383,True,True,True,False,True,True,True
318,23,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530443,True,True,True,False,True,False,True
319,23,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-570013,True,True,True,False,True,False,True
320,23,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-596119,True,True,True,False,True,False,True
321,23,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-588555,True,True,True,False,True,False,True
322,24,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-554476,True,True,True,False,True,False,True
323,24,archive_signal,summer_dry:archive_signal:direct route:open,v29-530522,True,True,True,False,True,False,True
324,24,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530817,True,True,True,False,True,False,True
325,24,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-533582,True,True,True,False,True,False,True
326,24,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595345,True,True,True,False,True,False,True
327,24,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-582005,True,True,True,False,True,False,True
328,24,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-550300,True,True,True,False,True,False,True
329,24,archive_signal,summer_dry:archive_signal:direct route:open,v29-495531,True,True,True,False,True,False,True
330,24,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-528863,True,True,True,False,True,False,True
331,24,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-566932,True,True,True,False,True,True,True
332,24,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595116,True,True,True,False,True,False,True
333,24,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-588634,True,True,True,False,True,False,True
334,24,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555478,True,True,True,False,True,False,True
335,24,archive_signal,summer_dry:archive_signal:direct route:open,v29-528933,True,True,True,False,True,False,True
336,25,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-521549,True,True,True,False,True,False,True
337,25,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-561777,True,True,True,False,True,False,True
338,25,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-596139,True,True,True,False,True,False,True
339,25,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-588666,True,True,True,False,True,False,True
340,25,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555384,True,True,True,False,True,False,True
341,25,archive_signal,summer_dry:archive_signal:direct route:open,v29-528601,True,True,True,False,True,False,True
342,25,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-529873,True,True,True,False,True,False,True
343,25,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-568782,True,True,True,False,True,False,True
344,25,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-587886,True,True,True,False,True,False,True
345,25,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-582967,True,True,True,False,True,True,True
346,25,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556412,True,True,True,False,True,False,True
347,25,archive_signal,summer_dry:archive_signal:direct route:open,v29-528544,True,True,True,False,True,False,True
348,25,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530522,True,True,True,False,True,False,True
349,25,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-569538,True,True,True,False,True,False,True
350,26,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595604,True,True,True,False,True,False,True
351,26,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-587197,True,True,True,False,True,False,True
352,26,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556194,True,True,True,False,True,False,True
353,26,archive_signal,summer_dry:archive_signal:direct route:open,v29-530184,True,True,True,False,True,False,True
354,26,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-530314,True,True,True,False,True,False,True
355,26,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-568181,True,True,True,False,True,False,True
356,26,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-597935,True,True,True,False,True,False,True
357,26,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-583403,True,True,True,False,True,False,True
358,26,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-550018,True,True,True,False,True,False,True
359,26,archive_signal,summer_dry:archive_signal:direct route:open,v29-534466,True,True,True,False,True,True,True
360,26,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-529988,True,True,True,False,True,False,True
361,26,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-568671,True,True,True,False,True,False,True
362,26,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595447,True,True,True,False,True,False,True
363,26,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-588956,True,True,True,False,True,False,True
364,27,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-548892,True,True,True,False,True,False,True
365,27,archive_signal,summer_dry:archive_signal:direct route:open,v29-535291,True,True,True,False,True,False,True
366,27,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-531673,True,True,True,False,True,False,True
367,27,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-568959,True,True,True,False,True,False,True
368,27,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-597422,True,True,True,False,True,False,True
369,27,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-588659,True,True,True,False,True,False,True
370,27,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555245,True,True,True,False,True,False,True
371,27,archive_signal,summer_dry:archive_signal:direct route:open,v29-533805,True,True,True,False,True,False,True
372,27,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-495256,True,True,True,False,True,False,True
373,27,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-575174,True,True,True,False,True,True,True
374,27,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595993,True,True,True,True,True,False,True
375,27,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-588924,True,True,True,False,True,False,True
376,27,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555658,True,True,True,False,True,False,True
377,27,archive_signal,summer_dry:archive_signal:direct route:open,v29-535828,True,True,True,False,True,False,True
378,28,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574910,True,True,True,False,True,False,True
379,28,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-560177,True,True,True,False,True,False,True
380,28,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-581699,True,True,True,False,True,True,True
381,28,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-556661,True,True,True,False,True,False,True
382,28,archive_signal,summer_dry:archive_signal:direct route:open,v29-534039,True,True,True,False,True,False,True
383,28,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-522743,True,True,True,False,True,True,True
384,28,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-573793,True,True,True,True,True,False,True
385,28,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595213,True,True,True,False,True,False,True
386,28,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589174,True,True,True,False,True,False,True
387,28,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557458,True,True,True,False,True,True,True
388,28,archive_signal,summer_dry:archive_signal:direct route:open,v29-534122,True,True,True,False,True,False,True
389,28,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-535336,True,True,True,False,True,True,True
390,28,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-573697,True,True,True,False,True,False,True
391,28,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595362,True,True,True,False,True,False,True
392,29,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-574182,True,True,True,False,True,False,True
393,29,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-549964,True,True,True,False,True,False,True
394,29,archive_signal,summer_dry:archive_signal:direct route:open,v29-535191,True,True,True,False,True,True,True
395,29,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-521791,True,True,True,False,True,False,True
396,29,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574817,True,True,True,False,True,False,True
397,29,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595308,True,True,True,False,True,True,True
398,29,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589991,True,True,True,False,True,False,True
399,29,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557540,True,True,True,False,True,False,True
400,29,archive_signal,summer_dry:archive_signal:stone kiosk path:open,v29-579595,True,True,True,False,True,False,True
401,29,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-527670,True,True,True,False,True,True,True
402,29,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574095,True,True,True,False,True,False,True
403,29,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-594958,True,True,True,False,True,True,True
404,29,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589282,True,True,True,False,True,False,True
405,29,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-550123,True,True,True,False,True,False,True
406,30,archive_signal,summer_dry:archive_signal:direct route:open,v29-534432,True,True,True,False,True,False,True
407,30,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-535061,True,True,True,False,True,False,True
408,30,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574896,True,True,True,False,True,True,True
409,30,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-594998,True,True,True,False,True,False,True
410,30,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-581525,True,True,True,False,True,False,True
411,30,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-555452,True,True,True,False,True,True,True
412,30,archive_signal,summer_dry:archive_signal:direct route:open,v29-535027,True,True,True,True,True,False,True
413,30,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-534297,True,True,True,False,True,False,True
414,30,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574087,True,True,True,False,True,False,True
415,30,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-587738,True,True,True,False,True,True,True
416,30,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-581588,True,True,True,False,True,False,True
417,30,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557519,True,True,True,False,True,True,True
418,30,archive_signal,summer_dry:archive_signal:direct route:open,v29-520281,True,True,True,False,True,False,True
419,30,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-535058,True,True,True,False,True,False,True
420,31,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-573766,True,True,True,False,True,False,True
421,31,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595325,True,True,True,False,True,False,True
422,31,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589900,True,True,True,False,True,True,True
423,31,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-549324,True,True,True,False,True,False,True
424,31,archive_signal,summer_dry:archive_signal:direct route:open,v29-535600,True,True,True,False,True,False,True
425,31,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-534503,True,True,True,False,True,True,True
426,31,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574523,True,True,True,False,True,False,True
427,31,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-596225,True,True,True,False,True,False,True
428,31,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589470,True,True,True,False,True,False,True
429,31,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-558199,True,True,True,False,True,True,True
430,31,archive_signal,summer_dry:archive_signal:direct route:open,v29-534566,True,True,True,False,True,False,True
431,31,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-536036,True,True,True,False,True,True,True
432,31,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574777,True,True,True,False,True,False,True
433,31,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-595291,True,True,True,False,True,False,True
434,32,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589736,True,True,True,False,True,False,True
435,32,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557161,True,True,True,False,True,False,True
436,32,archive_signal,summer_dry:archive_signal:direct route:open,v29-535917,True,True,True,False,True,True,True
437,32,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-536101,True,True,True,False,True,False,True
438,32,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574024,True,True,True,False,True,False,True
439,32,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-589351,True,True,True,False,True,True,True
440,32,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-590235,True,True,True,True,True,False,True
441,32,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557187,True,True,True,False,True,False,True
442,32,archive_signal,summer_dry:archive_signal:direct route:open,v29-535118,True,True,True,False,True,False,True
443,32,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-534187,True,True,True,False,True,True,True
444,32,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574159,True,True,True,False,True,False,True
445,32,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-601293,True,True,True,False,True,True,True
446,32,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589836,True,True,True,False,True,False,True
447,32,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557957,True,True,True,False,True,False,True
448,33,archive_signal,summer_dry:archive_signal:direct route:open,v29-536136,True,True,True,False,True,False,True
449,33,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-535755,True,True,True,False,True,False,True
450,33,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574448,True,True,True,False,True,True,True
451,33,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-600027,True,True,True,False,True,False,True
452,33,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589137,True,True,True,False,True,False,True
453,33,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-557162,True,True,True,False,True,True,True
454,33,archive_signal,summer_dry:archive_signal:direct route:open,v29-534641,True,True,True,False,True,False,True
455,33,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-534493,True,True,True,False,True,False,True
456,33,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-575568,True,True,True,False,True,False,True
457,33,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-601640,True,True,True,False,True,True,True
458,33,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-591343,True,True,True,False,True,False,True
459,33,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-559120,True,True,True,False,True,True,True
460,33,archive_signal,summer_dry:archive_signal:direct route:open,v29-535941,True,True,True,False,True,False,True
461,33,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-534167,True,True,True,False,True,False,True
462,34,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-573351,True,True,True,False,True,False,True
463,34,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-600578,True,True,True,False,True,False,True
464,34,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589825,True,True,True,False,True,True,True
465,34,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-558090,True,True,True,False,True,False,True
466,34,archive_signal,summer_dry:archive_signal:direct route:open,v29-535878,True,True,True,False,True,False,True
467,34,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-537004,True,True,True,False,True,True,True
468,34,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-575188,True,True,True,False,True,False,True
469,34,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-601719,True,True,True,False,True,False,True
470,34,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-589143,True,True,True,False,True,False,True
471,34,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-563293,True,True,True,False,True,True,True
472,34,archive_signal,summer_dry:archive_signal:direct route:open,v29-537518,True,True,True,False,True,False,True
473,34,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-528448,True,True,True,False,True,True,True
474,34,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574614,True,True,True,False,True,False,True
475,34,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-600427,True,True,True,False,True,False,True
476,35,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-527145,True,True,True,False,True,False,True
477,35,archive_signal,summer_dry:archive_signal:direct route:open,v29-533956,True,True,True,False,True,False,True
478,35,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-535898,True,True,True,False,True,True,True
479,35,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-575421,True,True,True,False,True,False,True
480,35,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-601948,True,True,True,False,True,False,True
481,35,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-590828,True,True,True,False,True,True,True
482,35,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-561721,True,True,True,False,True,False,True
483,35,archive_signal,summer_dry:archive_signal:direct route:open,v29-535256,True,True,True,False,True,False,True
484,35,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-536735,True,True,True,False,True,False,True
485,35,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-575228,True,True,True,False,True,False,True
486,35,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-600567,True,True,True,True,True,False,True
487,35,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-583461,True,True,True,False,True,True,True
488,35,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-562019,True,True,True,False,True,False,True
489,35,archive_signal,summer_dry:archive_signal:direct route:open,v29-535193,True,True,True,False,True,False,True
490,36,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-536409,True,True,True,False,True,False,True
491,36,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-573246,True,True,True,False,True,False,True
492,36,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-601918,True,True,True,False,True,True,True
493,36,riverbend_roofward,summer_dry:riverbend_roofward:orchard_fen ridge path:open,v29-714325,True,True,True,False,True,False,True
494,36,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-561449,True,True,True,False,True,False,True
495,36,archive_signal,summer_dry:archive_signal:direct route:open,v29-536383,True,True,True,False,True,True,True
496,36,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-536240,True,True,True,False,True,False,True
497,36,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574366,True,True,True,False,True,False,True
498,36,central_repair_ring,summer_dry:central_repair_ring:direct route:open,v29-601887,True,True,True,False,True,False,True
499,36,riverbend_roofward,summer_dry:riverbend_roofward:direct route:open,v29-590872,True,True,True,False,True,False,True
500,36,roofward_archive,summer_dry:roofward_archive:direct route:open,v29-559712,True,True,True,False,True,False,True
501,36,archive_signal,summer_dry:archive_signal:direct route:open,v29-535096,True,True,True,False,True,True,True
502,36,signal_orchard,summer_dry:signal_orchard:direct route:open,v29-534392,True,True,True,False,True,False,True
503,36,orchard_riverbend,summer_dry:orchard_riverbend:direct route:open,v29-574605,True,True,True,False,True,False,True
504,37,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-613700,True,True,True,False,True,False,True
505,37,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-602606,True,True,True,False,True,False,True
506,37,roofward_archive,autumn_wind:roofward_archive:direct route:open,v29-574596,True,True,True,False,True,True,True
507,37,archive_signal,autumn_wind:archive_signal:direct route:open,v29-546755,True,True,True,False,True,False,True
508,37,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547662,True,True,True,False,True,False,True
509,37,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587964,True,True,True,False,True,True,True
510,37,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-614935,True,True,True,False,True,False,True
511,37,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-725386,True,True,True,False,True,False,True
512,37,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-628989,True,True,True,False,True,False,True
513,37,archive_signal,autumn_wind:archive_signal:direct route:open,v29-546311,True,True,True,False,True,False,True
514,37,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-547568,True,True,True,True,True,False,True
515,37,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-587509,True,True,True,False,True,True,True
516,37,central_repair_ring,autumn_wind:central_repair_ring:direct route:blocked watch,v29-731543,True,True,True,False,True,False,True
517,37,riverbend_roofward,autumn_wind:riverbend_roofward:direct route:open,v29-604129,True,True,True,False,True,False,True
518,38,roofward_archive,autumn_wind:roofward_archive:cool archive lane:open,v29-629288,True,True,True,False,True,False,True
519,38,archive_signal,autumn_wind:archive_signal:direct route:open,v29-547069,True,True,True,False,True,False,True
520,38,signal_orchard,autumn_wind:signal_orchard:direct route:open,v29-548053,True,True,True,False,True,True,True
521,38,orchard_riverbend,autumn_wind:orchard_riverbend:direct route:open,v29-586840,True,True,True,False,True,False,True
522,38,central_repair_ring,autumn_wind:central_repair_ring:direct route:open,v29-613831,True,True,True,False,True,False,True
523,38,riverbend_roofward,autumn_wind:riverbend_roofward:orchard_fen ridge path:open,v29-728340,True,True,True,False,True,True,True
