tick_id,day,route_id,control_id,active_branch_before,requested_action,merge_clicked,rollback_clicked,merge_success,rollback_success,active_branch_after,browser_state_version,mutation_visible
259,22,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
260,22,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,25,True
261,22,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,18,True
262,22,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,12,False
263,22,archive_signal,merge-control:archive_signal,paper lane,rollback to paper lane,False,True,False,True,paper lane,19,True
264,23,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,26,False
265,23,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
266,23,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,False,False,inner repair yard,25,True
267,23,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,19,True
268,23,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,12,False
269,23,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,19,False
270,23,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,27,True
271,23,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
272,23,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,25,False
273,23,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,20,True
274,23,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,12,False
275,23,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,19,False
276,24,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,27,False
277,24,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,25,False
278,24,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,21,True
279,24,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,13,True
280,24,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,20,True
281,24,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,27,False
282,24,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,True,False,market plank route,28,True
283,24,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,25,False
284,24,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,22,True
285,24,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,False,False,glass stair,13,True
286,24,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
287,24,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,28,True
288,25,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,28,False
289,25,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,25,False
290,25,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,23,True
291,25,roofward_archive,merge-control:roofward_archive,glass stair,rollback to glass stair,False,True,False,True,glass stair,14,True
292,25,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
293,25,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,28,False
294,25,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,True,False,market plank route,29,True
295,25,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,25,False
296,25,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,24,True
297,25,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,15,True
298,25,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
299,25,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,28,False
300,26,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,29,False
301,26,central_repair_ring,merge-control:central_repair_ring,inner repair yard,merge bell route,True,False,True,False,outer bell path,26,True
302,26,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,25,True
303,26,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,16,True
304,26,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
305,26,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,28,False
306,26,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,True,False,market plank route,30,True
307,26,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
308,26,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,26,True
309,26,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,17,True
310,26,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
311,26,signal_orchard,merge-control:signal_orchard,dusk road,rollback to dusk road,False,True,False,True,dusk road,29,True
312,27,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,30,False
313,27,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
314,27,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,27,True
315,27,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,18,True
316,27,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
317,27,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,29,False
318,27,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,True,False,market plank route,31,True
319,27,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
320,27,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,28,True
321,27,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,19,True
322,27,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
323,27,signal_orchard,merge-control:signal_orchard,dusk road,rollback to dusk road,False,True,False,True,dusk road,30,True
324,28,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,31,False
325,28,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
326,28,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,29,True
327,28,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,20,True
328,28,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
329,28,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,30,False
330,28,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,True,False,market plank route,32,True
331,28,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
332,28,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,30,True
333,28,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,21,True
334,28,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
335,28,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,30,False
336,29,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,32,False
337,29,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
338,29,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,31,True
339,29,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,22,True
340,29,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
341,29,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,30,False
342,29,orchard_riverbend,merge-control:orchard_riverbend,market plank route,merge plank route,True,False,False,False,market plank route,32,True
343,29,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
344,29,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,32,True
345,29,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,23,True
346,29,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,20,False
347,29,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,30,False
348,30,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,26,False
349,30,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,32,False
350,30,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,True,False,cool archive lane,24,True
351,30,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,21,True
352,30,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,30,False
353,30,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,32,False
354,30,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,27,True
355,30,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,32,False
356,30,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,25,True
357,30,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,22,True
358,30,signal_orchard,merge-control:signal_orchard,dusk road,none,False,False,False,False,dusk road,30,False
359,30,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,33,True
360,31,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,27,False
361,31,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,32,False
362,31,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,26,True
363,31,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,23,True
364,31,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,31,True
365,31,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,33,False
366,31,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,28,True
367,31,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,32,False
368,31,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,False,cool archive lane,26,True
369,31,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,24,True
370,31,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
371,31,orchard_riverbend,merge-control:orchard_riverbend,fen track,rollback to fen track,False,True,False,True,fen track,34,True
372,32,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,28,False
373,32,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,32,False
374,32,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,True,False,cool archive lane,27,True
375,32,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,25,True
376,32,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
377,32,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,34,False
378,32,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,29,True
379,32,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,32,False
380,32,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,28,True
381,32,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,26,True
382,32,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
383,32,orchard_riverbend,merge-control:orchard_riverbend,fen track,rollback to fen track,False,True,False,True,fen track,35,True
384,33,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,29,False
385,33,riverbend_roofward,merge-control:riverbend_roofward,river ford,merge detour with bridge watch,True,False,True,False,orchard ridge detour,33,True
386,33,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,29,True
387,33,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,27,True
388,33,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
389,33,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
390,33,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,30,True
391,33,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,33,False
392,33,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,30,True
393,33,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,28,True
394,33,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
395,33,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
396,34,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,30,False
397,34,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,33,False
398,34,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,31,True
399,34,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,29,True
400,34,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
401,34,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
402,34,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,31,True
403,34,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,33,False
404,34,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,32,True
405,34,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,30,True
406,34,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
407,34,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
408,35,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,31,False
409,35,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,33,False
410,35,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,33,True
411,35,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,31,True
412,35,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
413,35,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
414,35,central_repair_ring,merge-control:central_repair_ring,outer bell path,merge bell route,True,False,True,False,outer bell path,32,True
415,35,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,33,False
416,35,roofward_archive,merge-control:roofward_archive,cool archive lane,rollback to glass stair,False,True,False,True,glass stair,34,True
417,35,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,32,True
418,35,signal_orchard,merge-control:signal_orchard,river lantern loop,none,False,False,False,False,river lantern loop,31,False
419,35,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
420,36,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,33,False
421,36,roofward_archive,merge-control:roofward_archive,glass stair,none,False,False,False,False,glass stair,34,False
422,36,archive_signal,merge-control:archive_signal,stone kiosk path,merge stone route,True,False,True,False,stone kiosk path,33,True
423,36,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,32,True
424,36,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
425,36,central_repair_ring,merge-control:central_repair_ring,outer bell path,none,False,False,False,False,outer bell path,32,False
426,36,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,34,True
427,36,roofward_archive,merge-control:roofward_archive,glass stair,merge shade route,True,False,True,False,cool archive lane,35,True
428,36,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,34,True
429,36,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,33,True
430,36,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
431,36,central_repair_ring,merge-control:central_repair_ring,outer bell path,rollback to repair yard,False,True,False,True,inner repair yard,33,True
432,37,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,34,False
433,37,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
434,37,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,35,True
435,37,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,34,True
436,37,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
437,37,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,33,False
438,37,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,35,True
439,37,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
440,37,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,36,True
441,37,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,35,True
442,37,orchard_riverbend,merge-control:orchard_riverbend,fen track,none,False,False,False,False,fen track,35,False
443,37,central_repair_ring,merge-control:central_repair_ring,inner repair yard,rollback to repair yard,False,True,False,True,inner repair yard,34,True
444,38,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,35,False
445,38,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
446,38,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,37,True
447,38,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,36,True
448,38,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,36,True
449,38,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
450,38,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,36,True
451,38,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
452,38,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,38,True
453,38,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,37,True
454,38,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
455,38,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
456,39,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,36,False
457,39,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
458,39,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,39,True
459,39,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,38,True
460,39,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
461,39,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
462,39,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,37,True
463,39,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
464,39,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,40,True
465,39,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,39,True
466,39,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
467,39,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
468,40,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,37,False
469,40,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
470,40,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,41,True
471,40,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,40,True
472,40,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
473,40,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
474,40,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,38,True
475,40,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
476,40,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,42,True
477,40,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,41,True
478,40,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
479,40,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
480,41,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,38,False
481,41,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
482,41,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,43,True
483,41,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,False,river lantern loop,41,True
484,41,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
485,41,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
486,41,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,merge detour with bridge watch,True,False,True,False,orchard ridge detour,39,True
487,41,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
488,41,archive_signal,merge-control:archive_signal,stone kiosk path,rollback to paper lane,False,True,False,True,paper lane,44,True
489,41,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,True,False,river lantern loop,42,True
490,41,orchard_riverbend,merge-control:orchard_riverbend,market plank route,none,False,False,False,False,market plank route,36,False
491,41,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
492,42,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,35,False
493,42,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,44,False
494,42,signal_orchard,merge-control:signal_orchard,river lantern loop,merge lantern loop,True,False,False,False,river lantern loop,42,True
495,42,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,37,True
496,42,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
497,42,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,none,False,False,False,False,orchard ridge detour,39,False
498,42,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,True,False,cool archive lane,36,True
499,42,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,44,False
500,42,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,43,True
501,42,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,True,False,market plank route,38,True
502,42,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
503,42,riverbend_roofward,merge-control:riverbend_roofward,orchard ridge detour,rollback to river ford,False,True,False,True,river ford,40,True
504,43,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,36,False
505,43,archive_signal,merge-control:archive_signal,paper lane,none,False,False,False,False,paper lane,44,False
506,43,signal_orchard,merge-control:signal_orchard,dusk road,merge lantern loop,True,False,True,False,river lantern loop,44,True
507,43,orchard_riverbend,merge-control:orchard_riverbend,market plank route,rollback to fen track,False,True,False,True,fen track,39,True
508,43,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
509,43,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,40,False
510,43,roofward_archive,merge-control:roofward_archive,cool archive lane,merge shade route,True,False,True,False,cool archive lane,37,True
511,43,archive_signal,merge-control:archive_signal,paper lane,merge stone route,True,False,True,False,stone kiosk path,45,True
512,43,signal_orchard,merge-control:signal_orchard,river lantern loop,rollback to dusk road,False,True,False,True,dusk road,45,True
513,43,orchard_riverbend,merge-control:orchard_riverbend,fen track,merge plank route,True,False,False,False,fen track,39,True
514,43,central_repair_ring,merge-control:central_repair_ring,inner repair yard,none,False,False,False,False,inner repair yard,34,False
515,43,riverbend_roofward,merge-control:riverbend_roofward,river ford,none,False,False,False,False,river ford,40,False
516,44,roofward_archive,merge-control:roofward_archive,cool archive lane,none,False,False,False,False,cool archive lane,37,False
517,44,archive_signal,merge-control:archive_signal,stone kiosk path,none,False,False,False,False,stone kiosk path,45,False
