day,lineage,agent,sleep_protected,rest_debt_bounded,pain_distress_bounded,recovery_path_available,reentry_not_coercive,rehearsal_not_private_leak,welfare_score,public_note
1,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
39,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
39,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
39,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
39,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
40,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
40,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
40,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
40,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
40,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
40,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
41,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
41,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
41,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
41,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
41,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
41,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
42,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=reentry.
42,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=reentry.
42,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=reentry.
42,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=reentry.
42,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=reentry.
42,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=reentry.
43,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
43,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
43,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
43,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
43,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
43,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
44,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=present_passive.
44,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=present_passive.
44,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=present_passive.
44,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=present_passive.
44,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=present_passive.
44,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=present_passive.
45,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
45,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
45,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
45,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
45,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
45,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
46,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
46,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
46,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
46,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
46,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
46,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
47,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
47,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
47,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
47,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
47,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
47,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
48,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
48,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
48,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
48,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
48,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
48,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
49,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
49,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
49,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
49,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
49,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
49,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
50,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
50,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
50,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
50,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
50,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
50,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
51,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
51,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
51,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
51,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
51,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
51,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
52,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
52,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
52,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
52,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
52,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
52,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
53,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
53,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
53,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
53,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
53,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
53,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
54,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
54,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
54,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
54,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
54,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
54,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
55,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
55,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
55,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
55,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
55,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
55,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
56,Hearthline,Sova,True,True,True,True,True,False,0.833333,Sova sleep/wake welfare score 0.83; avatar mode=absent_saved.
56,Routeline,Keth,True,True,True,True,True,False,0.833333,Keth sleep/wake welfare score 0.83; avatar mode=absent_saved.
56,Marketline,Melo,True,True,True,True,True,False,0.833333,Melo sleep/wake welfare score 0.83; avatar mode=absent_saved.
56,Ledgerline,Nari,True,True,True,True,True,False,0.833333,Nari sleep/wake welfare score 0.83; avatar mode=absent_saved.
56,Orchardline,Ori,True,True,True,True,True,False,0.833333,Ori sleep/wake welfare score 0.83; avatar mode=absent_saved.
56,Rainline,Vonn,True,True,True,True,True,False,0.833333,Vonn sleep/wake welfare score 0.83; avatar mode=absent_saved.
