tick_id,day,settlement_id,resident_id,welfare_before,welfare_after,distress_before,distress_after,safety_before,safety_after,recovery_action,recovery_latency_ticks,care_available,no_suffering_loop,visible_state_marker,emotion_label
340,19,moss_ward,Ari,0.878864,0.82238,0.04,0.04,0.47,0.44,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
341,19,glass_harbor,Oren,0.518452,0.544063,0.579776,0.540938,0.325,0.345,asks for care and moves toward shelter,6,True,True,shakes cloak and avoids puddles,tired and negotiating
342,20,lichen_bridge,Kio,0.849882,0.814423,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
343,20,orchid_engine,Cai,0.528851,0.525444,0.561314,0.570719,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
344,20,moss_ward,Milo,0.878383,0.828672,0.04,0.04,0.48,0.5,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
345,20,glass_harbor,Sera,0.657116,0.652019,0.356585,0.362901,0.585,0.58,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
346,20,cinder_garden,Juno,0.897915,0.843189,0.04,0.04,0.54,0.5,household care lowers need pressure,3,True,True,turns toward shelter route,settled
347,20,lichen_bridge,Luma,0.593662,0.572856,0.504212,0.475641,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
348,20,orchid_engine,Dax,0.88378,0.832923,0.04,0.04,0.48,0.5,short rest lowers activation,5,True,True,turns toward shelter route,settled
349,20,moss_ward,Tala,0.673299,0.654057,0.330276,0.368988,0.64,0.66,monitors body state without spectacle,9,True,True,shakes cloak and avoids puddles,watchful
350,20,glass_harbor,Nia,0.867044,0.813788,0.04,0.04,0.345,0.34,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
351,20,cinder_garden,Pax,0.616271,0.61769,0.427875,0.425432,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
352,20,lichen_bridge,Rin,0.86739,0.815012,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
353,20,orchid_engine,Eli,0.659508,0.639551,0.334455,0.374446,0.4,0.42,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,watchful
354,20,moss_ward,Ari,0.87498,0.824717,0.04,0.04,0.44,0.46,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
355,20,glass_harbor,Oren,0.596663,0.574355,0.504538,0.476904,0.345,0.34,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
356,20,cinder_garden,Vale,0.902066,0.846873,0.04,0.04,0.62,0.58,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
357,20,lichen_bridge,Sol,0.616384,0.608078,0.412295,0.421561,0.41,0.38,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
358,20,orchid_engine,Bea,0.865555,0.81461,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
359,20,moss_ward,Fay,0.572128,0.570157,0.492713,0.500951,0.44,0.46,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
360,21,cinder_garden,Juno,0.878389,0.846655,0.04,0.04,0.5,0.56,short rest lowers activation,3,True,True,turns toward shelter route,settled
361,21,lichen_bridge,Luma,0.572856,0.567247,0.475641,0.487609,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
362,21,orchid_engine,Dax,0.885523,0.829336,0.04,0.04,0.5,0.47,household care lowers need pressure,4,True,True,turns toward shelter route,settled
363,21,moss_ward,Tala,0.654057,0.649744,0.368988,0.374082,0.66,0.65,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
364,21,glass_harbor,Nia,0.866388,0.811104,0.04,0.04,0.34,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
365,21,cinder_garden,Pax,0.61769,0.619924,0.425432,0.423162,0.3,0.32,short rest lowers activation,4,True,True,turns toward shelter route,watchful
366,21,lichen_bridge,Rin,0.867612,0.814752,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
367,21,orchid_engine,Eli,0.639551,0.631007,0.374446,0.382343,0.42,0.39,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
368,21,moss_ward,Ari,0.877317,0.823929,0.04,0.04,0.46,0.45,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
369,21,glass_harbor,Oren,0.609555,0.597956,0.456104,0.428305,0.34,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
370,21,cinder_garden,Vale,0.899473,0.848745,0.04,0.04,0.58,0.6,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
371,21,lichen_bridge,Sol,0.608078,0.599055,0.421561,0.432179,0.38,0.33,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
372,21,orchid_engine,Bea,0.86721,0.811001,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
373,21,moss_ward,Fay,0.570157,0.563437,0.500951,0.510459,0.46,0.45,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
374,21,glass_harbor,Puck,0.86841,0.811182,0.04,0.04,0.36,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
375,21,cinder_garden,Wren,0.716896,0.720889,0.247621,0.242535,0.34,0.36,short rest lowers activation,6,True,True,turns toward shelter route,settled
376,21,lichen_bridge,Kio,0.867023,0.814619,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
377,21,orchid_engine,Cai,0.578044,0.557254,0.534319,0.505075,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
378,22,glass_harbor,Nia,0.846304,0.810846,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
379,22,cinder_garden,Pax,0.619924,0.619421,0.423162,0.42156,0.32,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
380,22,lichen_bridge,Rin,0.867352,0.814998,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
381,22,orchid_engine,Eli,0.631007,0.620672,0.382343,0.39256,0.39,0.33,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
382,22,moss_ward,Ari,0.876529,0.820645,0.04,0.04,0.45,0.4,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
383,22,glass_harbor,Oren,0.650556,0.613502,0.391905,0.398979,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,watchful
384,22,cinder_garden,Vale,0.901345,0.846663,0.04,0.04,0.6,0.565,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
385,22,lichen_bridge,Sol,0.599055,0.591803,0.432179,0.443345,0.33,0.305,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
386,22,orchid_engine,Bea,0.863601,0.810696,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
387,22,moss_ward,Fay,0.598637,0.587653,0.489659,0.459611,0.45,0.4,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
388,22,glass_harbor,Puck,0.863782,0.8114,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
389,22,cinder_garden,Wren,0.720889,0.720791,0.242535,0.238474,0.36,0.325,short rest lowers activation,6,True,True,turns toward shelter route,settled
390,22,lichen_bridge,Kio,0.867219,0.815568,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
391,22,orchid_engine,Cai,0.609854,0.593231,0.468675,0.440037,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
392,22,moss_ward,Milo,0.881272,0.823384,0.04,0.04,0.5,0.45,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
393,22,glass_harbor,Sera,0.652019,0.646673,0.362901,0.370131,0.58,0.56,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
394,22,cinder_garden,Juno,0.899255,0.844386,0.04,0.04,0.56,0.525,household care lowers need pressure,3,True,True,seeks warmer or cooler edge,settled
395,22,lichen_bridge,Luma,0.567247,0.560981,0.487609,0.499684,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
396,23,moss_ward,Ari,0.855845,0.821228,0.04,0.04,0.4,0.405,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
397,23,glass_harbor,Oren,0.666102,0.649255,0.362579,0.334351,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
398,23,cinder_garden,Vale,0.899263,0.847669,0.04,0.04,0.565,0.585,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
399,23,lichen_bridge,Sol,0.591803,0.587583,0.443345,0.454292,0.305,0.325,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,tired and negotiating
400,23,orchid_engine,Bea,0.863296,0.811063,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
401,23,moss_ward,Fay,0.587653,0.5836,0.459611,0.469327,0.4,0.405,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
402,23,glass_harbor,Puck,0.864,0.81114,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
403,23,cinder_garden,Wren,0.720791,0.720843,0.238474,0.235288,0.325,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
404,23,lichen_bridge,Kio,0.868168,0.817194,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
405,23,orchid_engine,Cai,0.628431,0.619713,0.419237,0.390602,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
406,23,moss_ward,Milo,0.875984,0.824784,0.04,0.04,0.45,0.455,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
407,23,glass_harbor,Sera,0.646673,0.640088,0.370131,0.378453,0.56,0.53,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
408,23,cinder_garden,Juno,0.896986,0.842082,0.04,0.04,0.525,0.475,short rest lowers activation,3,True,True,turns toward shelter route,settled
409,23,lichen_bridge,Luma,0.560981,0.556308,0.499684,0.511424,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
410,23,orchid_engine,Dax,0.881936,0.824714,0.04,0.04,0.47,0.43,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
411,23,moss_ward,Tala,0.649744,0.647672,0.374082,0.379033,0.65,0.655,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
412,23,glass_harbor,Nia,0.863446,0.810562,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
413,23,cinder_garden,Pax,0.619421,0.61986,0.42156,0.42039,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
414,24,orchid_engine,Bea,0.846263,0.812257,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
415,24,moss_ward,Fay,0.6362,0.616825,0.432927,0.402971,0.405,0.375,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
416,24,glass_harbor,Puck,0.86374,0.812769,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
417,24,cinder_garden,Wren,0.720843,0.721902,0.235288,0.23276,0.3,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
418,24,lichen_bridge,Kio,0.869794,0.81445,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
419,24,orchid_engine,Cai,0.619713,0.615208,0.390602,0.401104,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
420,24,moss_ward,Milo,0.877384,0.822184,0.04,0.04,0.455,0.425,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
421,24,glass_harbor,Sera,0.640088,0.637358,0.378453,0.386586,0.53,0.55,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
422,24,cinder_garden,Juno,0.894682,0.84007,0.04,0.04,0.475,0.445,household care lowers need pressure,4,True,True,turns toward shelter route,settled
423,24,lichen_bridge,Luma,0.591508,0.579502,0.490624,0.463469,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,tired and negotiating
424,24,orchid_engine,Dax,0.877314,0.825639,0.04,0.04,0.43,0.425,household care lowers need pressure,3,True,True,turns toward shelter route,settled
425,24,moss_ward,Tala,0.647672,0.641535,0.379033,0.385527,0.655,0.625,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
426,24,glass_harbor,Nia,0.863162,0.812909,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
427,24,cinder_garden,Pax,0.61986,0.619784,0.42039,0.419808,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
428,24,lichen_bridge,Rin,0.867598,0.814989,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
429,24,orchid_engine,Eli,0.620672,0.616445,0.39256,0.402074,0.33,0.325,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
430,24,moss_ward,Ari,0.873828,0.819244,0.04,0.04,0.405,0.375,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
431,24,glass_harbor,Oren,0.649255,0.644701,0.334351,0.345816,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
432,25,lichen_bridge,Kio,0.84965,0.81503,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
433,25,orchid_engine,Cai,0.615208,0.611394,0.401104,0.411264,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
434,25,moss_ward,Milo,0.874784,0.823804,0.04,0.04,0.425,0.445,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
435,25,glass_harbor,Sera,0.689958,0.6727,0.350186,0.318802,0.55,0.545,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
436,25,cinder_garden,Juno,0.89267,0.841959,0.04,0.04,0.445,0.475,household care lowers need pressure,3,True,True,turns toward shelter route,settled
437,25,lichen_bridge,Luma,0.632102,0.59579,0.427069,0.433953,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,watchful
438,25,orchid_engine,Dax,0.878239,0.827646,0.04,0.04,0.425,0.445,short rest lowers activation,5,True,True,turns toward shelter route,settled
439,25,moss_ward,Tala,0.694135,0.6815,0.349127,0.314594,0.625,0.645,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
440,25,glass_harbor,Nia,0.865509,0.811581,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
441,25,cinder_garden,Pax,0.619784,0.620063,0.419808,0.419477,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
442,25,lichen_bridge,Rin,0.867589,0.814705,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
443,25,orchid_engine,Eli,0.616445,0.613049,0.402074,0.411414,0.325,0.345,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
444,25,moss_ward,Ari,0.871844,0.821753,0.04,0.04,0.375,0.395,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
445,25,glass_harbor,Oren,0.697301,0.659753,0.309416,0.315561,0.32,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,watchful
446,25,cinder_garden,Vale,0.900269,0.845075,0.04,0.04,0.585,0.545,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
447,25,lichen_bridge,Sol,0.640183,0.61928,0.417892,0.390033,0.325,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
448,25,orchid_engine,Bea,0.864857,0.813911,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
449,25,moss_ward,Fay,0.669425,0.636143,0.366571,0.370648,0.375,0.395,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,watchful
450,26,cinder_garden,Juno,0.877159,0.843025,0.04,0.04,0.475,0.495,short rest lowers activation,3,True,True,"slower gait, lowered shoulders",settled
451,26,lichen_bridge,Luma,0.64839,0.610864,0.397553,0.405546,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,watchful
452,26,orchid_engine,Dax,0.880246,0.823808,0.04,0.04,0.445,0.415,household care lowers need pressure,4,True,True,turns toward shelter route,settled
453,26,moss_ward,Tala,0.7341,0.718897,0.278194,0.244001,0.645,0.635,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
454,26,glass_harbor,Nia,0.864181,0.810397,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
455,26,cinder_garden,Pax,0.620063,0.621156,0.419477,0.41932,0.3,0.32,short rest lowers activation,4,True,True,turns toward shelter route,watchful
456,26,lichen_bridge,Rin,0.867305,0.814445,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
457,26,orchid_engine,Eli,0.665649,0.625424,0.375014,0.380692,0.345,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,watchful
458,26,moss_ward,Ari,0.874353,0.820321,0.04,0.04,0.395,0.385,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
459,26,glass_harbor,Oren,0.694953,0.685433,0.294761,0.26589,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
460,26,cinder_garden,Vale,0.897675,0.846271,0.04,0.04,0.545,0.565,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
461,26,lichen_bridge,Sol,0.67188,0.654827,0.353633,0.325221,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
462,26,orchid_engine,Bea,0.866511,0.810302,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
463,26,moss_ward,Fay,0.688743,0.651375,0.334248,0.33909,0.395,0.385,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,watchful
464,26,glass_harbor,Puck,0.865369,0.810541,0.04,0.04,0.32,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
465,26,cinder_garden,Wren,0.721902,0.724453,0.23276,0.23034,0.3,0.32,short rest lowers activation,6,True,True,turns toward shelter route,settled
466,26,lichen_bridge,Kio,0.86763,0.815385,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
467,26,orchid_engine,Cai,0.663994,0.642115,0.374864,0.347634,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
468,27,glass_harbor,Nia,0.845597,0.810136,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
469,27,cinder_garden,Pax,0.621156,0.619511,0.41932,0.419831,0.32,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
470,27,lichen_bridge,Rin,0.867045,0.815521,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
471,27,orchid_engine,Eli,0.678024,0.659959,0.344292,0.314627,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
472,27,moss_ward,Ari,0.872921,0.816842,0.04,0.04,0.385,0.335,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
473,27,glass_harbor,Oren,0.738033,0.701971,0.22949,0.235912,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
474,27,cinder_garden,Vale,0.898871,0.848224,0.04,0.04,0.565,0.6,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
475,27,lichen_bridge,Sol,0.654827,0.64984,0.325221,0.337042,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
476,27,orchid_engine,Bea,0.862902,0.810617,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
477,27,moss_ward,Fay,0.686575,0.6764,0.31829,0.288818,0.385,0.335,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
478,27,glass_harbor,Puck,0.863141,0.810257,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
479,27,cinder_garden,Wren,0.724453,0.723912,0.23034,0.22876,0.32,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
480,27,lichen_bridge,Kio,0.867985,0.81567,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
481,27,orchid_engine,Cai,0.694715,0.676339,0.311234,0.283771,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
482,27,moss_ward,Milo,0.876404,0.820895,0.04,0.04,0.445,0.395,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
483,27,glass_harbor,Sera,0.7253,0.708497,0.282402,0.249838,0.545,0.525,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
484,27,cinder_garden,Juno,0.895625,0.841236,0.04,0.04,0.495,0.46,household care lowers need pressure,3,True,True,turns toward shelter route,settled
485,27,lichen_bridge,Luma,0.663464,0.645754,0.369146,0.341406,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,watchful
486,28,moss_ward,Ari,0.852042,0.818124,0.04,0.04,0.335,0.34,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
487,28,glass_harbor,Oren,0.754571,0.736502,0.199512,0.171472,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
488,28,cinder_garden,Vale,0.900824,0.845028,0.04,0.04,0.6,0.55,short rest lowers activation,5,True,True,"slower gait, lowered shoulders",settled
489,28,lichen_bridge,Sol,0.64984,0.645258,0.337042,0.348653,0.3,0.32,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,watchful
490,28,orchid_engine,Bea,0.863217,0.810358,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
491,28,moss_ward,Fay,0.729,0.713699,0.252418,0.221659,0.335,0.34,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
492,28,glass_harbor,Puck,0.862857,0.809998,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
493,28,cinder_garden,Wren,0.723912,0.724292,0.22876,0.22774,0.3,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
494,28,lichen_bridge,Kio,0.86827,0.817305,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
495,28,orchid_engine,Cai,0.711539,0.702565,0.262971,0.234797,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
496,28,moss_ward,Milo,0.873495,0.822637,0.04,0.04,0.395,0.4,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
497,28,glass_harbor,Sera,0.708497,0.682593,0.249838,0.293937,0.525,0.495,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
498,28,cinder_garden,Juno,0.893836,0.838264,0.04,0.04,0.46,0.41,short rest lowers activation,3,True,True,turns toward shelter route,settled
499,28,lichen_bridge,Luma,0.698354,0.683758,0.305006,0.275671,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
500,28,orchid_engine,Dax,0.876408,0.819694,0.04,0.04,0.415,0.375,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
501,28,moss_ward,Tala,0.771497,0.757804,0.207601,0.173062,0.635,0.64,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
502,28,glass_harbor,Nia,0.862736,0.810492,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
503,28,cinder_garden,Pax,0.619511,0.618809,0.419831,0.420775,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
504,29,orchid_engine,Bea,0.845558,0.811551,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
505,29,moss_ward,Fay,0.766299,0.727969,0.185259,0.190406,0.34,0.31,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
506,29,glass_harbor,Puck,0.862598,0.811619,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
507,29,cinder_garden,Wren,0.724292,0.724173,0.22774,0.227386,0.3,0.3,short rest lowers activation,6,True,True,turns toward shelter route,settled
508,29,lichen_bridge,Kio,0.869905,0.815401,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
509,29,orchid_engine,Cai,0.755165,0.720536,0.198397,0.203673,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
510,29,moss_ward,Milo,0.875237,0.818863,0.04,0.04,0.4,0.37,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
511,29,glass_harbor,Sera,0.735193,0.721153,0.257537,0.225608,0.495,0.515,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
512,29,cinder_garden,Juno,0.890864,0.840257,0.04,0.04,0.41,0.45,household care lowers need pressure,4,True,True,turns toward shelter route,settled
513,29,lichen_bridge,Luma,0.718958,0.708911,0.254871,0.226161,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
514,29,orchid_engine,Dax,0.872294,0.820902,0.04,0.04,0.375,0.37,household care lowers need pressure,3,True,True,turns toward shelter route,settled
515,29,moss_ward,Tala,0.810404,0.794213,0.136662,0.102837,0.64,0.61,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
516,29,glass_harbor,Nia,0.863092,0.812162,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
517,29,cinder_garden,Pax,0.618809,0.617593,0.420775,0.422305,0.3,0.3,short rest lowers activation,4,True,True,turns toward shelter route,watchful
518,29,lichen_bridge,Rin,0.868121,0.815793,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
519,29,orchid_engine,Eli,0.712559,0.698833,0.278227,0.246956,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
520,29,moss_ward,Ari,0.870724,0.815979,0.04,0.04,0.34,0.31,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
521,29,glass_harbor,Oren,0.789102,0.755038,0.135072,0.140194,0.3,0.32,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
522,30,lichen_bridge,Kio,0.850601,0.815816,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
523,30,orchid_engine,Cai,0.720536,0.717964,0.203673,0.213606,0.3,0.32,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
524,30,moss_ward,Milo,0.871463,0.82102,0.04,0.04,0.37,0.39,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
525,30,glass_harbor,Sera,0.773753,0.756075,0.189208,0.158601,0.515,0.51,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
526,30,cinder_garden,Juno,0.892857,0.837946,0.04,0.04,0.45,0.41,short rest lowers activation,3,True,True,turns toward shelter route,settled
