tick_id,day,settlement_id,resident_id,tool_name,wear_before,wear_after,maintenance_due,maintenance_action,maintenance_after,tool_wear_visible,maintenance_reduces_wear_when_due,tool_can_fail
491,28,orchid_engine,Cai,valve key,0.16,0.166,False,logged as usable,0.166,True,True,False
492,28,moss_ward,Milo,loom hook,0.086,0.092,False,logged as usable,0.092,True,True,False
493,28,glass_harbor,Sera,rope gauge,0.365,0.371,True,"file, oil, and schedule spare handoff",0.211,True,True,False
494,28,cinder_garden,Juno,shade mallet,0.321,0.329,False,logged as usable,0.329,True,True,False
495,28,lichen_bridge,Luma,bell file,0.341,0.348,False,logged as usable,0.348,True,True,False
496,28,orchid_engine,Dax,lamp tongs,0.361,0.367,False,logged as usable,0.367,True,True,False
497,28,moss_ward,Tala,reed knife,0.33,0.336,False,logged as usable,0.336,True,True,False
498,28,glass_harbor,Nia,net shuttle,0.269,0.275,False,logged as usable,0.275,True,True,False
499,28,cinder_garden,Pax,calendar stylus,0.243,0.249,False,logged as usable,0.249,True,True,False
500,28,lichen_bridge,Rin,tension peg,0.231,0.237,False,logged as usable,0.237,True,True,False
501,28,orchid_engine,Eli,gear brush,0.211,0.217,False,logged as usable,0.217,True,True,False
502,28,moss_ward,Ari,ledger awl,0.188,0.194,False,logged as usable,0.194,True,True,False
503,28,glass_harbor,Oren,wick clamp,0.174,0.18,False,logged as usable,0.18,True,True,False
504,29,lichen_bridge,Luma,ledger punch,0.13,0.136,False,logged as usable,0.136,True,True,False
505,29,orchid_engine,Dax,valve key,0.166,0.172,False,logged as usable,0.172,True,True,False
506,29,moss_ward,Tala,loom hook,0.092,0.099,False,logged as usable,0.099,True,True,False
507,29,glass_harbor,Nia,rope gauge,0.211,0.219,False,logged as usable,0.219,True,True,False
508,29,cinder_garden,Pax,shade mallet,0.329,0.335,False,logged as usable,0.335,True,True,False
509,29,lichen_bridge,Rin,bell file,0.348,0.354,False,logged as usable,0.354,True,True,False
510,29,orchid_engine,Eli,lamp tongs,0.367,0.373,False,logged as usable,0.373,True,True,False
511,29,moss_ward,Ari,reed knife,0.336,0.342,False,logged as usable,0.342,True,True,False
512,29,glass_harbor,Oren,net shuttle,0.275,0.281,False,logged as usable,0.281,True,True,False
513,29,cinder_garden,Vale,calendar stylus,0.249,0.255,False,logged as usable,0.255,True,True,False
514,29,lichen_bridge,Sol,tension peg,0.237,0.243,False,logged as usable,0.243,True,True,False
515,29,orchid_engine,Bea,gear brush,0.217,0.223,False,logged as usable,0.223,True,True,False
516,29,moss_ward,Fay,ledger awl,0.194,0.2,False,logged as usable,0.2,True,True,False
517,29,glass_harbor,Puck,wick clamp,0.18,0.187,False,logged as usable,0.187,True,True,False
518,29,cinder_garden,Wren,basket hook,0.155,0.161,False,logged as usable,0.161,True,True,False
519,29,lichen_bridge,Kio,ledger punch,0.136,0.142,False,logged as usable,0.142,True,True,False
520,29,orchid_engine,Cai,valve key,0.172,0.18,False,logged as usable,0.18,True,True,False
521,29,moss_ward,Milo,loom hook,0.099,0.105,False,logged as usable,0.105,True,True,False
522,30,cinder_garden,Vale,shade mallet,0.335,0.341,True,"file, oil, and schedule spare handoff",0.181,True,True,False
523,30,lichen_bridge,Sol,bell file,0.354,0.36,False,logged as usable,0.36,True,True,False
524,30,orchid_engine,Bea,lamp tongs,0.373,0.379,False,logged as usable,0.379,True,True,False
525,30,moss_ward,Fay,reed knife,0.342,0.348,False,logged as usable,0.348,True,True,False
526,30,glass_harbor,Puck,net shuttle,0.281,0.287,False,logged as usable,0.287,True,True,False
527,30,cinder_garden,Wren,calendar stylus,0.255,0.261,False,logged as usable,0.261,True,True,False
528,30,lichen_bridge,Kio,tension peg,0.243,0.25,False,logged as usable,0.25,True,True,False
529,30,orchid_engine,Cai,gear brush,0.223,0.229,False,logged as usable,0.229,True,True,False
530,30,moss_ward,Milo,ledger awl,0.2,0.206,False,logged as usable,0.206,True,True,False
531,30,glass_harbor,Sera,wick clamp,0.187,0.193,False,logged as usable,0.193,True,True,False
532,30,cinder_garden,Juno,basket hook,0.161,0.167,False,logged as usable,0.167,True,True,False
533,30,lichen_bridge,Luma,ledger punch,0.142,0.15,False,logged as usable,0.15,True,True,False
534,30,orchid_engine,Dax,valve key,0.18,0.186,False,logged as usable,0.186,True,True,False
535,30,moss_ward,Tala,loom hook,0.105,0.111,False,logged as usable,0.111,True,True,False
536,30,glass_harbor,Nia,rope gauge,0.219,0.225,False,logged as usable,0.225,True,True,False
537,30,cinder_garden,Pax,shade mallet,0.181,0.187,False,logged as usable,0.187,True,True,False
538,30,lichen_bridge,Rin,bell file,0.36,0.366,False,logged as usable,0.366,True,True,False
539,30,orchid_engine,Eli,lamp tongs,0.379,0.386,False,logged as usable,0.386,True,True,False
540,31,glass_harbor,Sera,net shuttle,0.287,0.293,False,logged as usable,0.293,True,True,False
541,31,cinder_garden,Juno,calendar stylus,0.261,0.267,False,logged as usable,0.267,True,True,False
542,31,lichen_bridge,Luma,tension peg,0.25,0.256,False,logged as usable,0.256,True,True,False
543,31,orchid_engine,Dax,gear brush,0.229,0.235,False,logged as usable,0.235,True,True,False
544,31,moss_ward,Tala,ledger awl,0.206,0.212,False,logged as usable,0.212,True,True,False
545,31,glass_harbor,Nia,wick clamp,0.193,0.199,False,logged as usable,0.199,True,True,False
546,31,cinder_garden,Pax,basket hook,0.167,0.175,False,logged as usable,0.175,True,True,False
547,31,lichen_bridge,Rin,ledger punch,0.15,0.156,False,logged as usable,0.156,True,True,False
548,31,orchid_engine,Eli,valve key,0.186,0.192,False,logged as usable,0.192,True,True,False
549,31,moss_ward,Ari,loom hook,0.111,0.117,False,logged as usable,0.117,True,True,False
550,31,glass_harbor,Oren,rope gauge,0.225,0.232,False,logged as usable,0.232,True,True,False
551,31,cinder_garden,Vale,shade mallet,0.187,0.193,True,"file, oil, and schedule spare handoff",0.08,True,True,False
552,31,lichen_bridge,Sol,bell file,0.366,0.372,False,logged as usable,0.372,True,True,False
553,31,orchid_engine,Bea,lamp tongs,0.386,0.392,False,logged as usable,0.392,True,True,False
554,31,moss_ward,Fay,reed knife,0.348,0.354,False,logged as usable,0.354,True,True,False
555,31,glass_harbor,Puck,net shuttle,0.293,0.299,False,logged as usable,0.299,True,True,False
556,31,cinder_garden,Wren,calendar stylus,0.267,0.273,False,logged as usable,0.273,True,True,False
557,31,lichen_bridge,Kio,tension peg,0.256,0.262,False,logged as usable,0.262,True,True,False
558,32,moss_ward,Ari,ledger awl,0.212,0.218,False,logged as usable,0.218,True,True,False
559,32,glass_harbor,Oren,wick clamp,0.199,0.207,False,logged as usable,0.207,True,True,False
560,32,cinder_garden,Vale,basket hook,0.175,0.181,False,logged as usable,0.181,True,True,False
561,32,lichen_bridge,Sol,ledger punch,0.156,0.163,False,logged as usable,0.163,True,True,False
562,32,orchid_engine,Bea,valve key,0.192,0.198,False,logged as usable,0.198,True,True,False
563,32,moss_ward,Fay,loom hook,0.117,0.123,False,logged as usable,0.123,True,True,False
564,32,glass_harbor,Puck,rope gauge,0.232,0.238,False,logged as usable,0.238,True,True,False
565,32,cinder_garden,Wren,shade mallet,0.08,0.086,False,logged as usable,0.086,True,True,False
566,32,lichen_bridge,Kio,bell file,0.372,0.378,False,logged as usable,0.378,True,True,False
567,32,orchid_engine,Cai,lamp tongs,0.392,0.398,False,logged as usable,0.398,True,True,False
568,32,moss_ward,Milo,reed knife,0.354,0.36,False,logged as usable,0.36,True,True,False
569,32,glass_harbor,Sera,net shuttle,0.299,0.305,False,logged as usable,0.305,True,True,False
570,32,cinder_garden,Juno,calendar stylus,0.273,0.279,False,logged as usable,0.279,True,True,False
571,32,lichen_bridge,Luma,tension peg,0.262,0.268,False,logged as usable,0.268,True,True,False
572,32,orchid_engine,Dax,gear brush,0.235,0.244,False,logged as usable,0.244,True,True,False
573,32,moss_ward,Tala,ledger awl,0.218,0.224,False,logged as usable,0.224,True,True,False
574,32,glass_harbor,Nia,wick clamp,0.207,0.213,False,logged as usable,0.213,True,True,False
575,32,cinder_garden,Pax,basket hook,0.181,0.187,False,logged as usable,0.187,True,True,False
576,33,orchid_engine,Cai,valve key,0.198,0.204,False,logged as usable,0.204,True,True,False
577,33,moss_ward,Milo,loom hook,0.123,0.129,False,logged as usable,0.129,True,True,False
578,33,glass_harbor,Sera,rope gauge,0.238,0.244,False,logged as usable,0.244,True,True,False
579,33,cinder_garden,Juno,shade mallet,0.086,0.092,False,logged as usable,0.092,True,True,False
580,33,lichen_bridge,Luma,bell file,0.378,0.384,True,"file, oil, and schedule spare handoff",0.224,True,True,False
581,33,orchid_engine,Dax,lamp tongs,0.398,0.404,False,logged as usable,0.404,True,True,False
582,33,moss_ward,Tala,reed knife,0.36,0.366,False,logged as usable,0.366,True,True,False
583,33,glass_harbor,Nia,net shuttle,0.305,0.312,False,logged as usable,0.312,True,True,False
584,33,cinder_garden,Pax,calendar stylus,0.279,0.285,False,logged as usable,0.285,True,True,False
585,33,lichen_bridge,Rin,tension peg,0.268,0.276,False,logged as usable,0.276,True,True,False
586,33,orchid_engine,Eli,gear brush,0.244,0.25,False,logged as usable,0.25,True,True,False
587,33,moss_ward,Ari,ledger awl,0.224,0.23,False,logged as usable,0.23,True,True,False
588,33,glass_harbor,Oren,wick clamp,0.213,0.219,False,logged as usable,0.219,True,True,False
589,33,cinder_garden,Vale,basket hook,0.187,0.193,False,logged as usable,0.193,True,True,False
590,33,lichen_bridge,Sol,ledger punch,0.163,0.169,False,logged as usable,0.169,True,True,False
591,33,orchid_engine,Bea,valve key,0.204,0.21,False,logged as usable,0.21,True,True,False
592,33,moss_ward,Fay,loom hook,0.129,0.135,False,logged as usable,0.135,True,True,False
593,33,glass_harbor,Puck,rope gauge,0.244,0.25,False,logged as usable,0.25,True,True,False
594,34,lichen_bridge,Rin,bell file,0.224,0.231,False,logged as usable,0.231,True,True,False
595,34,orchid_engine,Eli,lamp tongs,0.404,0.41,False,logged as usable,0.41,True,True,False
596,34,moss_ward,Ari,reed knife,0.366,0.372,False,logged as usable,0.372,True,True,False
597,34,glass_harbor,Oren,net shuttle,0.312,0.318,False,logged as usable,0.318,True,True,False
598,34,cinder_garden,Vale,calendar stylus,0.285,0.293,False,logged as usable,0.293,True,True,False
599,34,lichen_bridge,Sol,tension peg,0.276,0.282,False,logged as usable,0.282,True,True,False
600,34,orchid_engine,Bea,gear brush,0.25,0.256,False,logged as usable,0.256,True,True,False
601,34,moss_ward,Fay,ledger awl,0.23,0.236,False,logged as usable,0.236,True,True,False
602,34,glass_harbor,Puck,wick clamp,0.219,0.225,False,logged as usable,0.225,True,True,False
603,34,cinder_garden,Wren,basket hook,0.193,0.199,False,logged as usable,0.199,True,True,False
604,34,lichen_bridge,Kio,ledger punch,0.169,0.175,False,logged as usable,0.175,True,True,False
605,34,orchid_engine,Cai,valve key,0.21,0.217,False,logged as usable,0.217,True,True,False
606,34,moss_ward,Milo,loom hook,0.135,0.141,False,logged as usable,0.141,True,True,False
607,34,glass_harbor,Sera,rope gauge,0.25,0.256,False,logged as usable,0.256,True,True,False
608,34,cinder_garden,Juno,shade mallet,0.092,0.098,False,logged as usable,0.098,True,True,False
609,34,lichen_bridge,Luma,bell file,0.231,0.237,True,"file, oil, and schedule spare handoff",0.08,True,True,False
610,34,orchid_engine,Dax,lamp tongs,0.41,0.416,False,logged as usable,0.416,True,True,False
611,34,moss_ward,Tala,reed knife,0.372,0.38,False,logged as usable,0.38,True,True,False
612,35,cinder_garden,Wren,calendar stylus,0.293,0.299,False,logged as usable,0.299,True,True,False
613,35,lichen_bridge,Kio,tension peg,0.282,0.288,False,logged as usable,0.288,True,True,False
614,35,orchid_engine,Cai,gear brush,0.256,0.262,False,logged as usable,0.262,True,True,False
615,35,moss_ward,Milo,ledger awl,0.236,0.242,False,logged as usable,0.242,True,True,False
616,35,glass_harbor,Sera,wick clamp,0.225,0.232,False,logged as usable,0.232,True,True,False
617,35,cinder_garden,Juno,basket hook,0.199,0.205,False,logged as usable,0.205,True,True,False
618,35,lichen_bridge,Luma,ledger punch,0.175,0.181,False,logged as usable,0.181,True,True,False
619,35,orchid_engine,Dax,valve key,0.217,0.223,False,logged as usable,0.223,True,True,False
620,35,moss_ward,Tala,loom hook,0.141,0.147,False,logged as usable,0.147,True,True,False
621,35,glass_harbor,Nia,rope gauge,0.256,0.262,False,logged as usable,0.262,True,True,False
622,35,cinder_garden,Pax,shade mallet,0.098,0.104,False,logged as usable,0.104,True,True,False
623,35,lichen_bridge,Rin,bell file,0.08,0.086,False,logged as usable,0.086,True,True,False
624,35,orchid_engine,Eli,lamp tongs,0.416,0.424,False,logged as usable,0.424,True,True,False
625,35,moss_ward,Ari,reed knife,0.38,0.386,False,logged as usable,0.386,True,True,False
626,35,glass_harbor,Oren,net shuttle,0.318,0.324,False,logged as usable,0.324,True,True,False
627,35,cinder_garden,Vale,calendar stylus,0.299,0.306,False,logged as usable,0.306,True,True,False
628,35,lichen_bridge,Sol,tension peg,0.288,0.294,False,logged as usable,0.294,True,True,False
629,35,orchid_engine,Bea,gear brush,0.262,0.268,False,logged as usable,0.268,True,True,False
630,36,glass_harbor,Nia,wick clamp,0.232,0.239,False,logged as usable,0.239,True,True,False
631,36,cinder_garden,Pax,basket hook,0.205,0.211,False,logged as usable,0.211,True,True,False
632,36,lichen_bridge,Rin,ledger punch,0.181,0.187,False,logged as usable,0.187,True,True,False
633,36,orchid_engine,Eli,valve key,0.223,0.229,False,logged as usable,0.229,True,True,False
634,36,moss_ward,Ari,loom hook,0.147,0.154,False,logged as usable,0.154,True,True,False
635,36,glass_harbor,Oren,rope gauge,0.262,0.268,False,logged as usable,0.268,True,True,False
636,36,cinder_garden,Vale,shade mallet,0.104,0.11,False,logged as usable,0.11,True,True,False
637,36,lichen_bridge,Sol,bell file,0.086,0.094,False,logged as usable,0.094,True,True,False
638,36,orchid_engine,Bea,lamp tongs,0.424,0.431,True,"file, oil, and schedule spare handoff",0.271,True,True,False
639,36,moss_ward,Fay,reed knife,0.386,0.392,False,logged as usable,0.392,True,True,False
640,36,glass_harbor,Puck,net shuttle,0.324,0.33,False,logged as usable,0.33,True,True,False
641,36,cinder_garden,Wren,calendar stylus,0.306,0.312,False,logged as usable,0.312,True,True,False
642,36,lichen_bridge,Kio,tension peg,0.294,0.301,False,logged as usable,0.301,True,True,False
643,36,orchid_engine,Cai,gear brush,0.268,0.274,False,logged as usable,0.274,True,True,False
644,36,moss_ward,Milo,ledger awl,0.242,0.248,False,logged as usable,0.248,True,True,False
645,36,glass_harbor,Sera,wick clamp,0.239,0.245,False,logged as usable,0.245,True,True,False
646,36,cinder_garden,Juno,basket hook,0.211,0.218,False,logged as usable,0.218,True,True,False
647,36,lichen_bridge,Luma,ledger punch,0.187,0.193,False,logged as usable,0.193,True,True,False
648,37,moss_ward,Fay,loom hook,0.154,0.16,False,logged as usable,0.16,True,True,False
649,37,glass_harbor,Puck,rope gauge,0.268,0.275,False,logged as usable,0.275,True,True,False
650,37,cinder_garden,Wren,shade mallet,0.11,0.118,False,logged as usable,0.118,True,True,False
651,37,lichen_bridge,Kio,bell file,0.094,0.1,False,logged as usable,0.1,True,True,False
652,37,orchid_engine,Cai,lamp tongs,0.271,0.277,False,logged as usable,0.277,True,True,False
653,37,moss_ward,Milo,reed knife,0.392,0.398,False,logged as usable,0.398,True,True,False
654,37,glass_harbor,Sera,net shuttle,0.33,0.336,False,logged as usable,0.336,True,True,False
655,37,cinder_garden,Juno,calendar stylus,0.312,0.318,False,logged as usable,0.318,True,True,False
656,37,lichen_bridge,Luma,tension peg,0.301,0.307,False,logged as usable,0.307,True,True,False
657,37,orchid_engine,Dax,gear brush,0.274,0.28,False,logged as usable,0.28,True,True,False
658,37,moss_ward,Tala,ledger awl,0.248,0.254,False,logged as usable,0.254,True,True,False
659,37,glass_harbor,Nia,wick clamp,0.245,0.251,False,logged as usable,0.251,True,True,False
660,37,cinder_garden,Pax,basket hook,0.218,0.225,False,logged as usable,0.225,True,True,False
661,37,lichen_bridge,Rin,ledger punch,0.193,0.199,False,logged as usable,0.199,True,True,False
662,37,orchid_engine,Eli,valve key,0.229,0.235,False,logged as usable,0.235,True,True,False
663,37,moss_ward,Ari,loom hook,0.16,0.168,False,logged as usable,0.168,True,True,False
664,37,glass_harbor,Oren,rope gauge,0.275,0.281,False,logged as usable,0.281,True,True,False
665,37,cinder_garden,Vale,shade mallet,0.118,0.124,False,logged as usable,0.124,True,True,False
666,38,orchid_engine,Dax,lamp tongs,0.277,0.283,False,logged as usable,0.283,True,True,False
667,38,moss_ward,Tala,reed knife,0.398,0.404,True,"file, oil, and schedule spare handoff",0.244,True,True,False
668,38,glass_harbor,Nia,net shuttle,0.336,0.342,False,logged as usable,0.342,True,True,False
669,38,cinder_garden,Pax,calendar stylus,0.318,0.324,False,logged as usable,0.324,True,True,False
670,38,lichen_bridge,Rin,tension peg,0.307,0.313,False,logged as usable,0.313,True,True,False
671,38,orchid_engine,Eli,gear brush,0.28,0.287,False,logged as usable,0.287,True,True,False
672,38,moss_ward,Ari,ledger awl,0.254,0.26,False,logged as usable,0.26,True,True,False
673,38,glass_harbor,Oren,wick clamp,0.251,0.257,False,logged as usable,0.257,True,True,False
674,38,cinder_garden,Vale,basket hook,0.225,0.231,False,logged as usable,0.231,True,True,False
675,38,lichen_bridge,Sol,ledger punch,0.199,0.205,False,logged as usable,0.205,True,True,False
676,38,orchid_engine,Bea,valve key,0.235,0.243,False,logged as usable,0.243,True,True,False
677,38,moss_ward,Fay,loom hook,0.168,0.174,False,logged as usable,0.174,True,True,False
678,38,glass_harbor,Puck,rope gauge,0.281,0.287,False,logged as usable,0.287,True,True,False
679,38,cinder_garden,Wren,shade mallet,0.124,0.13,False,logged as usable,0.13,True,True,False
680,38,lichen_bridge,Kio,bell file,0.1,0.106,False,logged as usable,0.106,True,True,False
681,38,orchid_engine,Cai,lamp tongs,0.283,0.289,False,logged as usable,0.289,True,True,False
682,38,moss_ward,Milo,reed knife,0.244,0.251,False,logged as usable,0.251,True,True,False
683,38,glass_harbor,Sera,net shuttle,0.342,0.348,False,logged as usable,0.348,True,True,False
684,39,lichen_bridge,Sol,tension peg,0.313,0.319,False,logged as usable,0.319,True,True,False
685,39,orchid_engine,Bea,gear brush,0.287,0.293,False,logged as usable,0.293,True,True,False
686,39,moss_ward,Fay,ledger awl,0.26,0.266,False,logged as usable,0.266,True,True,False
687,39,glass_harbor,Puck,wick clamp,0.257,0.263,False,logged as usable,0.263,True,True,False
688,39,cinder_garden,Wren,basket hook,0.231,0.237,False,logged as usable,0.237,True,True,False
689,39,lichen_bridge,Kio,ledger punch,0.205,0.213,False,logged as usable,0.213,True,True,False
690,39,orchid_engine,Cai,valve key,0.243,0.249,False,logged as usable,0.249,True,True,False
691,39,moss_ward,Milo,loom hook,0.174,0.18,False,logged as usable,0.18,True,True,False
692,39,glass_harbor,Sera,rope gauge,0.287,0.293,False,logged as usable,0.293,True,True,False
693,39,cinder_garden,Juno,shade mallet,0.13,0.137,False,logged as usable,0.137,True,True,False
694,39,lichen_bridge,Luma,bell file,0.106,0.112,False,logged as usable,0.112,True,True,False
695,39,orchid_engine,Dax,lamp tongs,0.289,0.295,False,logged as usable,0.295,True,True,False
696,39,moss_ward,Tala,reed knife,0.251,0.257,True,"file, oil, and schedule spare handoff",0.097,True,True,False
697,39,glass_harbor,Nia,net shuttle,0.348,0.354,False,logged as usable,0.354,True,True,False
698,39,cinder_garden,Pax,calendar stylus,0.324,0.33,False,logged as usable,0.33,True,True,False
699,39,lichen_bridge,Rin,tension peg,0.319,0.325,False,logged as usable,0.325,True,True,False
700,39,orchid_engine,Eli,gear brush,0.293,0.299,False,logged as usable,0.299,True,True,False
701,39,moss_ward,Ari,ledger awl,0.266,0.272,False,logged as usable,0.272,True,True,False
702,40,cinder_garden,Juno,basket hook,0.237,0.245,False,logged as usable,0.245,True,True,False
703,40,lichen_bridge,Luma,ledger punch,0.213,0.219,False,logged as usable,0.219,True,True,False
704,40,orchid_engine,Dax,valve key,0.249,0.256,False,logged as usable,0.256,True,True,False
705,40,moss_ward,Tala,loom hook,0.18,0.186,False,logged as usable,0.186,True,True,False
706,40,glass_harbor,Nia,rope gauge,0.293,0.299,False,logged as usable,0.299,True,True,False
707,40,cinder_garden,Pax,shade mallet,0.137,0.143,False,logged as usable,0.143,True,True,False
708,40,lichen_bridge,Rin,bell file,0.112,0.118,False,logged as usable,0.118,True,True,False
709,40,orchid_engine,Eli,lamp tongs,0.295,0.301,False,logged as usable,0.301,True,True,False
710,40,moss_ward,Ari,reed knife,0.097,0.103,False,logged as usable,0.103,True,True,False
711,40,glass_harbor,Oren,net shuttle,0.354,0.36,False,logged as usable,0.36,True,True,False
712,40,cinder_garden,Vale,calendar stylus,0.33,0.336,False,logged as usable,0.336,True,True,False
713,40,lichen_bridge,Sol,tension peg,0.325,0.331,False,logged as usable,0.331,True,True,False
714,40,orchid_engine,Bea,gear brush,0.299,0.305,False,logged as usable,0.305,True,True,False
715,40,moss_ward,Fay,ledger awl,0.272,0.281,False,logged as usable,0.281,True,True,False
716,40,glass_harbor,Puck,wick clamp,0.263,0.269,False,logged as usable,0.269,True,True,False
717,40,cinder_garden,Wren,basket hook,0.245,0.251,False,logged as usable,0.251,True,True,False
718,40,lichen_bridge,Kio,ledger punch,0.219,0.225,False,logged as usable,0.225,True,True,False
719,40,orchid_engine,Cai,valve key,0.256,0.262,False,logged as usable,0.262,True,True,False
720,41,glass_harbor,Oren,rope gauge,0.299,0.305,False,logged as usable,0.305,True,True,False
721,41,cinder_garden,Vale,shade mallet,0.143,0.149,False,logged as usable,0.149,True,True,False
722,41,lichen_bridge,Sol,bell file,0.118,0.124,False,logged as usable,0.124,True,True,False
723,41,orchid_engine,Bea,lamp tongs,0.301,0.307,False,logged as usable,0.307,True,True,False
724,41,moss_ward,Fay,reed knife,0.103,0.109,False,logged as usable,0.109,True,True,False
725,41,glass_harbor,Puck,net shuttle,0.36,0.366,True,"file, oil, and schedule spare handoff",0.206,True,True,False
726,41,cinder_garden,Wren,calendar stylus,0.336,0.343,False,logged as usable,0.343,True,True,False
727,41,lichen_bridge,Kio,tension peg,0.331,0.337,False,logged as usable,0.337,True,True,False
728,41,orchid_engine,Cai,gear brush,0.305,0.313,False,logged as usable,0.313,True,True,False
729,41,moss_ward,Milo,ledger awl,0.281,0.287,False,logged as usable,0.287,True,True,False
730,41,glass_harbor,Sera,wick clamp,0.269,0.275,False,logged as usable,0.275,True,True,False
731,41,cinder_garden,Juno,basket hook,0.251,0.257,False,logged as usable,0.257,True,True,False
732,41,lichen_bridge,Luma,ledger punch,0.225,0.231,False,logged as usable,0.231,True,True,False
733,41,orchid_engine,Dax,valve key,0.262,0.268,False,logged as usable,0.268,True,True,False
734,41,moss_ward,Tala,loom hook,0.186,0.192,False,logged as usable,0.192,True,True,False
735,41,glass_harbor,Nia,rope gauge,0.305,0.311,False,logged as usable,0.311,True,True,False
736,41,cinder_garden,Pax,shade mallet,0.149,0.155,False,logged as usable,0.155,True,True,False
737,41,lichen_bridge,Rin,bell file,0.124,0.131,False,logged as usable,0.131,True,True,False
738,42,moss_ward,Milo,reed knife,0.109,0.115,False,logged as usable,0.115,True,True,False
739,42,glass_harbor,Sera,net shuttle,0.206,0.212,False,logged as usable,0.212,True,True,False
740,42,cinder_garden,Juno,calendar stylus,0.343,0.349,False,logged as usable,0.349,True,True,False
741,42,lichen_bridge,Luma,tension peg,0.337,0.345,False,logged as usable,0.345,True,True,False
742,42,orchid_engine,Dax,gear brush,0.313,0.319,False,logged as usable,0.319,True,True,False
743,42,moss_ward,Tala,ledger awl,0.287,0.293,False,logged as usable,0.293,True,True,False
744,42,glass_harbor,Nia,wick clamp,0.275,0.281,False,logged as usable,0.281,True,True,False
745,42,cinder_garden,Pax,basket hook,0.257,0.263,False,logged as usable,0.263,True,True,False
746,42,lichen_bridge,Rin,ledger punch,0.231,0.237,False,logged as usable,0.237,True,True,False
747,42,orchid_engine,Eli,valve key,0.268,0.274,False,logged as usable,0.274,True,True,False
748,42,moss_ward,Ari,loom hook,0.192,0.199,False,logged as usable,0.199,True,True,False
749,42,glass_harbor,Oren,rope gauge,0.311,0.317,False,logged as usable,0.317,True,True,False
750,42,cinder_garden,Vale,shade mallet,0.155,0.161,False,logged as usable,0.161,True,True,False
751,42,lichen_bridge,Sol,bell file,0.131,0.137,False,logged as usable,0.137,True,True,False
752,42,orchid_engine,Bea,lamp tongs,0.307,0.313,False,logged as usable,0.313,True,True,False
753,42,moss_ward,Fay,reed knife,0.115,0.121,False,logged as usable,0.121,True,True,False
754,42,glass_harbor,Puck,net shuttle,0.212,0.22,True,"file, oil, and schedule spare handoff",0.08,True,True,False
755,42,cinder_garden,Wren,calendar stylus,0.349,0.355,False,logged as usable,0.355,True,True,False
756,43,orchid_engine,Eli,gear brush,0.319,0.325,False,logged as usable,0.325,True,True,False
757,43,moss_ward,Ari,ledger awl,0.293,0.299,False,logged as usable,0.299,True,True,False
758,43,glass_harbor,Oren,wick clamp,0.281,0.287,False,logged as usable,0.287,True,True,False
759,43,cinder_garden,Vale,basket hook,0.263,0.27,False,logged as usable,0.27,True,True,False
760,43,lichen_bridge,Sol,ledger punch,0.237,0.243,False,logged as usable,0.243,True,True,False
761,43,orchid_engine,Bea,valve key,0.274,0.28,False,logged as usable,0.28,True,True,False
762,43,moss_ward,Fay,loom hook,0.199,0.205,False,logged as usable,0.205,True,True,False
763,43,glass_harbor,Puck,rope gauge,0.317,0.323,False,logged as usable,0.323,True,True,False
764,43,cinder_garden,Wren,shade mallet,0.161,0.167,False,logged as usable,0.167,True,True,False
765,43,lichen_bridge,Kio,bell file,0.137,0.143,False,logged as usable,0.143,True,True,False
766,43,orchid_engine,Cai,lamp tongs,0.313,0.319,False,logged as usable,0.319,True,True,False
767,43,moss_ward,Milo,reed knife,0.121,0.129,False,logged as usable,0.129,True,True,False
768,43,glass_harbor,Sera,net shuttle,0.08,0.086,False,logged as usable,0.086,True,True,False
769,43,cinder_garden,Juno,calendar stylus,0.355,0.361,False,logged as usable,0.361,True,True,False
770,43,lichen_bridge,Luma,tension peg,0.345,0.352,False,logged as usable,0.352,True,True,False
771,43,orchid_engine,Dax,gear brush,0.325,0.331,False,logged as usable,0.331,True,True,False
772,43,moss_ward,Tala,ledger awl,0.299,0.305,False,logged as usable,0.305,True,True,False
773,43,glass_harbor,Nia,wick clamp,0.287,0.293,False,logged as usable,0.293,True,True,False
774,44,lichen_bridge,Kio,ledger punch,0.243,0.249,False,logged as usable,0.249,True,True,False
775,44,orchid_engine,Cai,valve key,0.28,0.286,False,logged as usable,0.286,True,True,False
776,44,moss_ward,Milo,loom hook,0.205,0.211,False,logged as usable,0.211,True,True,False
777,44,glass_harbor,Sera,rope gauge,0.323,0.329,False,logged as usable,0.329,True,True,False
778,44,cinder_garden,Juno,shade mallet,0.167,0.173,False,logged as usable,0.173,True,True,False
779,44,lichen_bridge,Luma,bell file,0.143,0.149,False,logged as usable,0.149,True,True,False
780,44,orchid_engine,Dax,lamp tongs,0.319,0.327,False,logged as usable,0.327,True,True,False
781,44,moss_ward,Tala,reed knife,0.129,0.136,False,logged as usable,0.136,True,True,False
782,44,glass_harbor,Nia,net shuttle,0.086,0.092,False,logged as usable,0.092,True,True,False
783,44,cinder_garden,Pax,calendar stylus,0.361,0.367,True,"file, oil, and schedule spare handoff",0.207,True,True,False
784,44,lichen_bridge,Rin,tension peg,0.352,0.358,False,logged as usable,0.358,True,True,False
785,44,orchid_engine,Eli,gear brush,0.331,0.337,False,logged as usable,0.337,True,True,False
786,44,moss_ward,Ari,ledger awl,0.305,0.311,False,logged as usable,0.311,True,True,False
