tick_id,day,route_id,snapshot_id,session_id,snapshot_version,exported,imported,shared_across_session,snapshot_hash,restored_branch,restored_recovery,sync_visible
249,18,riverbend_roofward,snap:riverbend_roofward:v30,session:3,30,False,True,True,v32-517922,river ford,0.94,True
250,18,roofward_archive,snap:roofward_archive:v31,session:3,31,True,False,False,v32-503270,glass stair,0.94,True
251,18,archive_signal,snap:archive_signal:v31,session:3,31,False,False,False,v32-478922,paper lane,0.93384,False
252,19,signal_orchard,snap:signal_orchard:v27,session:3,27,True,False,True,v32-600391,river lantern loop,0.874723,True
253,19,orchard_riverbend,snap:orchard_riverbend:v28,session:3,28,False,False,False,v32-515007,fen track,0.921893,False
254,19,central_repair_ring,snap:central_repair_ring:v29,session:3,29,True,False,True,v32-657825,inner repair yard,0.841838,True
255,19,riverbend_roofward,snap:riverbend_roofward:v31,session:3,31,False,True,True,v32-518171,river ford,0.94,True
256,19,roofward_archive,snap:roofward_archive:v31,session:3,31,False,False,False,v32-503270,glass stair,0.94,False
257,19,archive_signal,snap:archive_signal:v31,session:3,31,False,False,False,v32-478669,paper lane,0.9312,False
258,19,signal_orchard,snap:signal_orchard:v28,session:3,28,True,False,True,v32-475282,dusk road,0.889203,True
259,19,orchard_riverbend,snap:orchard_riverbend:v29,session:3,29,True,False,True,v32-516176,fen track,0.920133,True
260,19,central_repair_ring,snap:central_repair_ring:v29,session:3,29,False,False,False,v32-657399,inner repair yard,0.851198,False
261,19,riverbend_roofward,snap:riverbend_roofward:v31,session:3,31,False,False,False,v32-518171,river ford,0.93648,False
262,19,roofward_archive,snap:roofward_archive:v32,session:3,32,True,False,True,v32-576871,cool archive lane,0.94,True
263,19,archive_signal,snap:archive_signal:v32,session:3,32,False,True,True,v32-470632,paper lane,0.93456,True
264,19,signal_orchard,snap:signal_orchard:v28,session:3,28,False,False,False,v32-475145,dusk road,0.897683,False
265,19,orchard_riverbend,snap:orchard_riverbend:v29,session:3,29,False,False,False,v32-514337,fen track,0.918373,False
266,20,central_repair_ring,snap:central_repair_ring:v30,session:3,30,True,False,True,v32-655305,inner repair yard,0.848998,True
267,20,riverbend_roofward,snap:riverbend_roofward:v31,session:3,31,False,False,False,v32-541058,river ford,0.94,False
268,20,roofward_archive,snap:roofward_archive:v33,session:3,33,True,False,True,v32-503762,glass stair,0.94,True
269,20,archive_signal,snap:archive_signal:v33,session:3,33,False,True,True,v32-479158,paper lane,0.93836,True
270,20,signal_orchard,snap:signal_orchard:v28,session:3,28,False,False,False,v32-476561,dusk road,0.906603,False
271,20,orchard_riverbend,snap:orchard_riverbend:v30,session:3,30,True,False,True,v32-514036,fen track,0.938413,True
272,20,central_repair_ring,snap:central_repair_ring:v31,session:3,31,True,False,True,v32-665388,inner repair yard,0.838798,True
273,20,riverbend_roofward,snap:riverbend_roofward:v32,session:3,32,True,False,True,v32-518420,river ford,0.93692,True
274,20,roofward_archive,snap:roofward_archive:v33,session:3,33,False,False,False,v32-503762,glass stair,0.94,False
275,20,archive_signal,snap:archive_signal:v33,session:3,33,False,False,False,v32-479412,paper lane,0.93616,False
276,20,signal_orchard,snap:signal_orchard:v29,session:3,29,True,False,True,v32-599810,river lantern loop,0.921523,True
277,20,orchard_riverbend,snap:orchard_riverbend:v31,session:3,31,False,True,True,v32-513883,fen track,0.94,True
278,20,central_repair_ring,snap:central_repair_ring:v31,session:3,31,False,False,False,v32-664967,inner repair yard,0.848541,False
279,20,riverbend_roofward,snap:riverbend_roofward:v32,session:3,32,False,False,False,v32-541171,river ford,0.93384,False
280,21,roofward_archive,snap:roofward_archive:v34,session:3,34,True,False,False,v32-504008,glass stair,0.93648,True
281,21,archive_signal,snap:archive_signal:v33,session:3,33,False,False,False,v32-478898,paper lane,0.94,False
282,21,signal_orchard,snap:signal_orchard:v30,session:3,30,True,False,True,v32-472430,dusk road,0.936883,True
283,21,orchard_riverbend,snap:orchard_riverbend:v32,session:3,32,False,True,True,v32-484955,fen track,0.94,True
284,21,central_repair_ring,snap:central_repair_ring:v31,session:3,31,False,False,False,v32-663113,inner repair yard,0.858723,False
285,21,riverbend_roofward,snap:riverbend_roofward:v32,session:3,32,False,False,False,v32-540910,river ford,0.9312,False
286,21,roofward_archive,snap:roofward_archive:v35,session:3,35,True,False,True,v32-601331,cool archive lane,0.94,True
287,21,archive_signal,snap:archive_signal:v34,session:3,34,True,False,True,v32-457537,paper lane,0.93824,True
288,21,signal_orchard,snap:signal_orchard:v30,session:3,30,False,False,False,v32-474349,dusk road,0.94,False
289,21,orchard_riverbend,snap:orchard_riverbend:v32,session:3,32,False,False,False,v32-484955,fen track,0.93648,False
290,21,central_repair_ring,snap:central_repair_ring:v32,session:3,32,True,False,False,v32-625611,outer bell path,0.874906,True
291,21,riverbend_roofward,snap:riverbend_roofward:v33,session:3,33,False,True,True,v32-532640,river ford,0.93456,True
292,21,roofward_archive,snap:roofward_archive:v36,session:3,36,True,False,True,v32-504500,glass stair,0.94,True
293,21,archive_signal,snap:archive_signal:v34,session:3,34,False,False,False,v32-479267,paper lane,0.93648,False
294,22,signal_orchard,snap:signal_orchard:v31,session:3,31,True,False,True,v32-444879,dusk road,0.9378,True
295,22,orchard_riverbend,snap:orchard_riverbend:v32,session:3,32,False,False,False,v32-507523,fen track,0.94,False
296,22,central_repair_ring,snap:central_repair_ring:v33,session:3,33,True,False,True,v32-656353,inner repair yard,0.900946,True
297,22,riverbend_roofward,snap:riverbend_roofward:v34,session:3,34,False,True,True,v32-541415,river ford,0.93836,True
298,22,roofward_archive,snap:roofward_archive:v36,session:3,36,False,False,False,v32-504500,glass stair,0.94,False
299,22,archive_signal,snap:archive_signal:v35,session:3,35,True,False,True,v32-480033,paper lane,0.94,True
300,22,signal_orchard,snap:signal_orchard:v32,session:3,32,True,False,False,v32-584410,river lantern loop,0.94,True
301,22,orchard_riverbend,snap:orchard_riverbend:v33,session:3,33,True,False,True,v32-485201,fen track,0.93692,True
302,22,central_repair_ring,snap:central_repair_ring:v33,session:3,33,False,False,False,v32-655526,inner repair yard,0.908986,False
303,22,riverbend_roofward,snap:riverbend_roofward:v34,session:3,34,False,False,False,v32-541677,river ford,0.93616,False
304,22,roofward_archive,snap:roofward_archive:v37,session:3,37,True,False,True,v32-578131,cool archive lane,0.94,True
305,22,archive_signal,snap:archive_signal:v36,session:3,36,False,True,True,v32-458019,paper lane,0.94,True
306,22,signal_orchard,snap:signal_orchard:v33,session:3,33,True,False,True,v32-576096,river lantern loop,0.94,True
307,22,orchard_riverbend,snap:orchard_riverbend:v33,session:3,33,False,False,False,v32-507635,fen track,0.93384,False
308,23,central_repair_ring,snap:central_repair_ring:v34,session:3,34,True,False,True,v32-657476,inner repair yard,0.905466,True
309,23,riverbend_roofward,snap:riverbend_roofward:v34,session:3,34,False,False,False,v32-541147,river ford,0.94,False
310,23,roofward_archive,snap:roofward_archive:v38,session:3,38,True,False,False,v32-504992,glass stair,0.94,True
311,23,archive_signal,snap:archive_signal:v37,session:3,37,False,True,True,v32-458260,paper lane,0.94,True
312,23,signal_orchard,snap:signal_orchard:v34,session:3,34,True,False,True,v32-445599,dusk road,0.94,True
313,23,orchard_riverbend,snap:orchard_riverbend:v33,session:3,33,False,False,False,v32-507378,fen track,0.9312,False
314,23,central_repair_ring,snap:central_repair_ring:v35,session:3,35,True,False,True,v32-625994,outer bell path,0.919946,True
315,23,riverbend_roofward,snap:riverbend_roofward:v35,session:3,35,True,False,False,v32-519167,river ford,0.93824,True
316,23,roofward_archive,snap:roofward_archive:v38,session:3,38,False,False,False,v32-504992,glass stair,0.94,False
317,23,archive_signal,snap:archive_signal:v37,session:3,37,False,False,False,v32-458260,paper lane,0.93648,False
318,23,signal_orchard,snap:signal_orchard:v35,session:3,35,True,False,True,v32-569158,river lantern loop,0.94,True
319,23,orchard_riverbend,snap:orchard_riverbend:v34,session:3,34,False,True,True,v32-499224,fen track,0.93456,True
320,23,central_repair_ring,snap:central_repair_ring:v36,session:3,36,True,False,False,v32-657711,inner repair yard,0.94,True
321,23,riverbend_roofward,snap:riverbend_roofward:v35,session:3,35,False,False,False,v32-541528,river ford,0.93648,False
322,24,archive_signal,snap:archive_signal:v38,session:4,38,True,False,True,v32-480765,paper lane,0.93384,True
323,24,signal_orchard,snap:signal_orchard:v36,session:4,36,True,False,True,v32-576843,river lantern loop,0.94,True
324,24,orchard_riverbend,snap:orchard_riverbend:v35,session:4,35,True,False,True,v32-635542,market plank route,0.94,True
325,24,central_repair_ring,snap:central_repair_ring:v37,session:4,37,False,True,True,v32-625283,inner repair yard,0.94,True
326,24,riverbend_roofward,snap:riverbend_roofward:v36,session:4,36,False,True,True,v32-542318,river ford,0.94,True
327,24,roofward_archive,snap:roofward_archive:v38,session:4,38,False,False,False,v32-504992,glass stair,0.93824,False
328,24,archive_signal,snap:archive_signal:v39,session:4,39,True,False,True,v32-562497,stone kiosk path,0.94,True
329,24,signal_orchard,snap:signal_orchard:v37,session:4,37,True,False,True,v32-577092,river lantern loop,0.936422,True
330,24,orchard_riverbend,snap:orchard_riverbend:v36,session:4,36,True,False,False,v32-485939,fen track,0.94,True
331,24,central_repair_ring,snap:central_repair_ring:v37,session:4,37,False,False,False,v32-625283,inner repair yard,0.93736,False
332,24,riverbend_roofward,snap:riverbend_roofward:v37,session:4,37,True,True,True,v32-656346,orchard ridge detour,0.94,True
333,24,roofward_archive,snap:roofward_archive:v39,session:4,39,False,True,True,v32-527454,glass stair,0.94,True
334,24,archive_signal,snap:archive_signal:v40,session:4,40,True,False,True,v32-456812,paper lane,0.94,True
335,24,signal_orchard,snap:signal_orchard:v37,session:4,37,False,False,False,v32-607467,river lantern loop,0.932845,False
336,25,orchard_riverbend,snap:orchard_riverbend:v37,session:4,37,True,False,True,v32-486185,fen track,0.94,True
337,25,central_repair_ring,snap:central_repair_ring:v37,session:4,37,False,False,False,v32-649191,inner repair yard,0.94,False
338,25,riverbend_roofward,snap:riverbend_roofward:v38,session:4,38,True,False,True,v32-519914,river ford,0.94,True
339,25,roofward_archive,snap:roofward_archive:v40,session:4,40,True,True,True,v32-503268,glass stair,0.94,True
340,25,archive_signal,snap:archive_signal:v40,session:4,40,False,False,False,v32-456812,paper lane,0.94,False
341,25,signal_orchard,snap:signal_orchard:v37,session:4,37,False,False,False,v32-608164,river lantern loop,0.929707,False
342,25,orchard_riverbend,snap:orchard_riverbend:v38,session:4,38,True,False,True,v32-612701,market plank route,0.94,True
343,25,central_repair_ring,snap:central_repair_ring:v38,session:4,38,True,False,True,v32-625541,inner repair yard,0.9378,True
344,25,riverbend_roofward,snap:riverbend_roofward:v38,session:4,38,False,False,False,v32-519914,river ford,0.94,False
345,25,roofward_archive,snap:roofward_archive:v41,session:4,41,True,True,True,v32-503514,glass stair,0.94,True
346,25,archive_signal,snap:archive_signal:v41,session:4,41,True,False,True,v32-537939,stone kiosk path,0.94,True
347,25,signal_orchard,snap:signal_orchard:v38,session:4,38,False,True,True,v32-608823,river lantern loop,0.93257,True
348,25,orchard_riverbend,snap:orchard_riverbend:v38,session:4,38,False,False,False,v32-612701,market plank route,0.93204,False
349,25,central_repair_ring,snap:central_repair_ring:v38,session:4,38,False,False,False,v32-641992,inner repair yard,0.9356,False
350,26,riverbend_roofward,snap:riverbend_roofward:v39,session:4,39,True,False,False,v32-520163,river ford,0.93736,True
351,26,roofward_archive,snap:roofward_archive:v41,session:4,41,False,False,False,v32-503514,glass stair,0.94,False
352,26,archive_signal,snap:archive_signal:v42,session:4,42,True,True,True,v32-457294,paper lane,0.94,True
353,26,signal_orchard,snap:signal_orchard:v39,session:4,39,False,True,True,v32-600756,river lantern loop,0.935872,True
354,26,orchard_riverbend,snap:orchard_riverbend:v39,session:4,39,True,False,True,v32-507694,fen track,0.94,True
355,26,central_repair_ring,snap:central_repair_ring:v38,session:4,38,False,False,False,v32-641430,inner repair yard,0.93384,False
356,26,riverbend_roofward,snap:riverbend_roofward:v40,session:4,40,True,False,True,v32-678998,orchard ridge detour,0.94,True
357,26,roofward_archive,snap:roofward_archive:v42,session:4,42,True,False,True,v32-503760,glass stair,0.93648,True
358,26,archive_signal,snap:archive_signal:v43,session:4,43,False,True,True,v32-457535,paper lane,0.94,True
359,26,signal_orchard,snap:signal_orchard:v39,session:4,39,False,False,False,v32-609075,river lantern loop,0.933174,False
360,26,orchard_riverbend,snap:orchard_riverbend:v40,session:4,40,True,False,False,v32-610914,market plank route,0.94,True
361,26,central_repair_ring,snap:central_repair_ring:v39,session:4,39,False,True,True,v32-649574,inner repair yard,0.93808,True
362,26,riverbend_roofward,snap:riverbend_roofward:v41,session:4,41,True,False,True,v32-518418,river ford,0.94,True
363,26,roofward_archive,snap:roofward_archive:v42,session:4,42,False,False,False,v32-526492,glass stair,0.93296,False
364,27,archive_signal,snap:archive_signal:v44,session:4,44,True,False,True,v32-457776,paper lane,0.94,True
365,27,signal_orchard,snap:signal_orchard:v40,session:4,40,True,True,True,v32-473315,dusk road,0.94,True
366,27,orchard_riverbend,snap:orchard_riverbend:v41,session:4,41,True,False,True,v32-484953,fen track,0.94,True
367,27,central_repair_ring,snap:central_repair_ring:v40,session:4,40,True,True,True,v32-647624,inner repair yard,0.94,True
368,27,riverbend_roofward,snap:riverbend_roofward:v41,session:4,41,False,False,False,v32-518418,river ford,0.94,False
369,27,roofward_archive,snap:roofward_archive:v42,session:4,42,False,False,False,v32-526362,glass stair,0.92988,False
370,27,archive_signal,snap:archive_signal:v45,session:4,45,True,False,False,v32-538927,stone kiosk path,0.94,True
371,27,signal_orchard,snap:signal_orchard:v41,session:4,41,True,True,True,v32-445117,dusk road,0.94,True
372,27,orchard_riverbend,snap:orchard_riverbend:v41,session:4,41,False,False,False,v32-484953,fen track,0.94,False
373,27,central_repair_ring,snap:central_repair_ring:v41,session:4,41,True,False,True,v32-623991,inner repair yard,0.94,True
374,27,riverbend_roofward,snap:riverbend_roofward:v42,session:4,42,True,False,True,v32-525895,river ford,0.9298,True
375,27,roofward_archive,snap:roofward_archive:v43,session:4,43,False,True,True,v32-527532,glass stair,0.9328,True
376,27,archive_signal,snap:archive_signal:v46,session:4,46,True,False,True,v32-458258,paper lane,0.94,True
377,27,signal_orchard,snap:signal_orchard:v42,session:4,42,False,True,True,v32-445357,dusk road,0.94,True
378,28,orchard_riverbend,snap:orchard_riverbend:v42,session:4,42,True,True,True,v32-485199,fen track,0.94,True
379,28,central_repair_ring,snap:central_repair_ring:v41,session:4,41,False,False,False,v32-623991,inner repair yard,0.94,False
380,28,riverbend_roofward,snap:riverbend_roofward:v43,session:4,43,True,False,False,v32-672373,orchard ridge detour,0.94,True
381,28,roofward_archive,snap:roofward_archive:v44,session:4,44,False,True,True,v32-519052,glass stair,0.93616,True
382,28,archive_signal,snap:archive_signal:v46,session:4,46,False,False,False,v32-458258,paper lane,0.94,False
383,28,signal_orchard,snap:signal_orchard:v42,session:4,42,False,False,False,v32-445357,dusk road,0.93824,False
384,28,orchard_riverbend,snap:orchard_riverbend:v43,session:4,43,True,True,True,v32-611679,market plank route,0.94,True
385,28,central_repair_ring,snap:central_repair_ring:v42,session:4,42,True,False,False,v32-624249,inner repair yard,0.93648,True
386,28,riverbend_roofward,snap:riverbend_roofward:v44,session:4,44,True,False,True,v32-519165,river ford,0.94,True
387,28,roofward_archive,snap:roofward_archive:v44,session:4,44,False,False,False,v32-526328,glass stair,0.93352,False
388,28,archive_signal,snap:archive_signal:v47,session:4,47,True,False,True,v32-539421,stone kiosk path,0.94,True
389,28,signal_orchard,snap:signal_orchard:v43,session:4,43,False,True,True,v32-467170,dusk road,0.94,True
390,28,orchard_riverbend,snap:orchard_riverbend:v44,session:4,44,True,True,True,v32-485691,fen track,0.94,True
391,28,central_repair_ring,snap:central_repair_ring:v42,session:4,42,False,False,False,v32-648430,inner repair yard,0.93296,False
392,29,riverbend_roofward,snap:riverbend_roofward:v45,session:4,45,True,False,True,v32-519414,river ford,0.94,True
393,29,roofward_archive,snap:roofward_archive:v44,session:4,44,False,False,False,v32-525931,glass stair,0.94,False
394,29,archive_signal,snap:archive_signal:v48,session:4,48,True,False,True,v32-458740,paper lane,0.94,True
395,29,signal_orchard,snap:signal_orchard:v44,session:4,44,True,True,True,v32-445837,dusk road,0.94,True
396,29,orchard_riverbend,snap:orchard_riverbend:v44,session:4,44,False,False,False,v32-485691,fen track,0.94,False
397,29,central_repair_ring,snap:central_repair_ring:v43,session:4,43,False,True,True,v32-648552,inner repair yard,0.93588,True
398,29,riverbend_roofward,snap:riverbend_roofward:v46,session:4,46,True,False,True,v32-656344,orchard ridge detour,0.94,True
399,29,roofward_archive,snap:roofward_archive:v45,session:4,45,True,False,True,v32-504498,glass stair,0.9378,True
400,29,archive_signal,snap:archive_signal:v48,session:4,48,False,False,False,v32-458740,paper lane,0.94,False
401,29,signal_orchard,snap:signal_orchard:v45,session:4,45,True,False,True,v32-446077,dusk road,0.94,True
402,29,orchard_riverbend,snap:orchard_riverbend:v45,session:4,45,True,False,True,v32-612189,market plank route,0.94,True
403,29,central_repair_ring,snap:central_repair_ring:v44,session:4,44,False,True,True,v32-649376,inner repair yard,0.9388,True
404,29,riverbend_roofward,snap:riverbend_roofward:v47,session:4,47,True,False,True,v32-519912,river ford,0.94,True
405,29,roofward_archive,snap:roofward_archive:v45,session:4,45,False,False,False,v32-519955,glass stair,0.9356,False
406,30,signal_orchard,snap:signal_orchard:v46,session:4,46,True,False,True,v32-446317,dusk road,0.93692,True
407,30,orchard_riverbend,snap:orchard_riverbend:v46,session:4,46,True,False,True,v32-486183,fen track,0.94,True
408,30,central_repair_ring,snap:central_repair_ring:v45,session:4,45,True,False,True,v32-649358,inner repair yard,0.9286,True
409,30,riverbend_roofward,snap:riverbend_roofward:v48,session:4,48,False,True,True,v32-520161,river ford,0.94,True
410,30,roofward_archive,snap:roofward_archive:v45,session:4,45,False,False,False,v32-519429,glass stair,0.92764,False
411,30,archive_signal,snap:archive_signal:v48,session:4,48,False,False,False,v32-458740,paper lane,0.9378,False
412,30,signal_orchard,snap:signal_orchard:v47,session:4,47,True,False,True,v32-593312,river lantern loop,0.94,True
413,30,orchard_riverbend,snap:orchard_riverbend:v47,session:4,47,True,False,True,v32-486429,fen track,0.94,True
414,30,central_repair_ring,snap:central_repair_ring:v45,session:4,45,False,False,False,v32-648937,inner repair yard,0.938342,False
415,30,riverbend_roofward,snap:riverbend_roofward:v48,session:4,48,False,False,False,v32-520161,river ford,0.93692,False
416,30,roofward_archive,snap:roofward_archive:v46,session:4,46,True,False,True,v32-601560,cool archive lane,0.94,True
417,30,archive_signal,snap:archive_signal:v49,session:4,49,False,True,True,v32-474116,paper lane,0.94,True
418,30,signal_orchard,snap:signal_orchard:v48,session:4,48,True,False,True,v32-446797,dusk road,0.94,True
419,30,orchard_riverbend,snap:orchard_riverbend:v48,session:4,48,True,False,True,v32-486675,fen track,0.94,True
420,31,central_repair_ring,snap:central_repair_ring:v46,session:4,46,True,False,False,v32-664543,inner repair yard,0.936525,True
421,31,riverbend_roofward,snap:riverbend_roofward:v48,session:4,48,False,False,False,v32-542933,river ford,0.94,False
422,31,roofward_archive,snap:roofward_archive:v47,session:4,47,True,False,True,v32-504990,glass stair,0.94,True
423,31,archive_signal,snap:archive_signal:v50,session:4,50,False,True,True,v32-457051,paper lane,0.94,True
424,31,signal_orchard,snap:signal_orchard:v48,session:4,48,False,False,False,v32-446797,dusk road,0.94,False
425,31,orchard_riverbend,snap:orchard_riverbend:v48,session:4,48,False,False,False,v32-486675,fen track,0.93648,False
426,31,central_repair_ring,snap:central_repair_ring:v47,session:4,47,True,False,True,v32-626759,outer bell path,0.94,True
427,31,riverbend_roofward,snap:riverbend_roofward:v49,session:4,49,True,False,True,v32-520410,river ford,0.93736,True
428,31,roofward_archive,snap:roofward_archive:v47,session:4,47,False,False,False,v32-504990,glass stair,0.94,False
429,31,archive_signal,snap:archive_signal:v50,session:4,50,False,False,False,v32-457051,paper lane,0.93824,False
430,31,signal_orchard,snap:signal_orchard:v49,session:4,49,True,False,False,v32-570401,river lantern loop,0.94,True
431,31,orchard_riverbend,snap:orchard_riverbend:v49,session:4,49,False,True,True,v32-509513,fen track,0.93896,True
432,31,central_repair_ring,snap:central_repair_ring:v48,session:4,48,True,False,True,v32-625797,inner repair yard,0.94,True
433,31,riverbend_roofward,snap:riverbend_roofward:v49,session:4,49,False,False,False,v32-543055,river ford,0.93472,False
434,32,roofward_archive,snap:roofward_archive:v48,session:5,48,True,False,True,v32-505236,glass stair,0.93692,True
435,32,archive_signal,snap:archive_signal:v50,session:5,50,False,False,False,v32-478775,paper lane,0.93028,False
436,32,signal_orchard,snap:signal_orchard:v50,session:5,50,True,False,True,v32-445115,dusk road,0.94,True
437,32,orchard_riverbend,snap:orchard_riverbend:v50,session:5,50,False,True,True,v32-508170,fen track,0.94,True
438,32,central_repair_ring,snap:central_repair_ring:v48,session:5,48,False,False,False,v32-625797,inner repair yard,0.94,False
439,32,riverbend_roofward,snap:riverbend_roofward:v49,session:5,49,False,False,False,v32-542655,river ford,0.93252,False
440,32,roofward_archive,snap:roofward_archive:v49,session:5,49,True,False,False,v32-602460,cool archive lane,0.94,True
441,32,archive_signal,snap:archive_signal:v51,session:5,51,True,False,True,v32-478515,paper lane,0.93832,True
442,32,signal_orchard,snap:signal_orchard:v50,session:5,50,False,False,False,v32-445115,dusk road,0.94,False
443,32,orchard_riverbend,snap:orchard_riverbend:v50,session:5,50,False,False,False,v32-484951,fen track,0.93692,False
444,32,central_repair_ring,snap:central_repair_ring:v49,session:5,49,True,False,True,v32-596128,outer bell path,0.94,True
445,32,riverbend_roofward,snap:riverbend_roofward:v50,session:5,50,False,True,True,v32-540107,river ford,0.93632,True
446,32,roofward_archive,snap:roofward_archive:v50,session:5,50,True,False,True,v32-503512,glass stair,0.94,True
447,32,archive_signal,snap:archive_signal:v52,session:5,52,True,False,True,v32-479132,paper lane,0.94,True
448,33,signal_orchard,snap:signal_orchard:v51,session:5,51,True,False,True,v32-445355,dusk road,0.93824,True
449,33,orchard_riverbend,snap:orchard_riverbend:v50,session:5,50,False,False,False,v32-507382,fen track,0.94,False
450,33,central_repair_ring,snap:central_repair_ring:v50,session:5,50,True,False,False,v32-623989,inner repair yard,0.94,True
451,33,riverbend_roofward,snap:riverbend_roofward:v51,session:5,51,False,True,True,v32-540621,river ford,0.94,True
452,33,roofward_archive,snap:roofward_archive:v50,session:5,50,False,False,False,v32-503512,glass stair,0.94,False
453,33,archive_signal,snap:archive_signal:v52,session:5,52,False,False,False,v32-457533,paper lane,0.93648,False
454,33,signal_orchard,snap:signal_orchard:v52,session:5,52,True,False,True,v32-591891,river lantern loop,0.94,True
455,33,orchard_riverbend,snap:orchard_riverbend:v51,session:5,51,True,False,False,v32-485197,fen track,0.93736,True
456,33,central_repair_ring,snap:central_repair_ring:v50,session:5,50,False,False,False,v32-623989,inner repair yard,0.94,False
457,33,riverbend_roofward,snap:riverbend_roofward:v51,session:5,51,False,False,False,v32-518665,river ford,0.93824,False
458,33,roofward_archive,snap:roofward_archive:v51,session:5,51,True,False,True,v32-577119,cool archive lane,0.94,True
459,33,archive_signal,snap:archive_signal:v53,session:5,53,False,True,True,v32-480029,paper lane,0.93896,True
460,33,signal_orchard,snap:signal_orchard:v53,session:5,53,True,False,False,v32-445835,dusk road,0.94,True
461,33,orchard_riverbend,snap:orchard_riverbend:v51,session:5,51,False,False,False,v32-507503,fen track,0.93472,False
462,34,central_repair_ring,snap:central_repair_ring:v51,session:5,51,True,False,True,v32-624247,inner repair yard,0.93692,True
463,34,riverbend_roofward,snap:riverbend_roofward:v51,session:5,51,False,False,False,v32-541020,river ford,0.94,False
464,34,roofward_archive,snap:roofward_archive:v52,session:5,52,True,False,True,v32-504004,glass stair,0.94,True
465,34,archive_signal,snap:archive_signal:v54,session:5,54,False,True,True,v32-480914,paper lane,0.94,True
466,34,signal_orchard,snap:signal_orchard:v53,session:5,53,False,False,False,v32-445835,dusk road,0.94,False
467,34,orchard_riverbend,snap:orchard_riverbend:v51,session:5,51,False,False,False,v32-507109,fen track,0.93252,False
468,34,central_repair_ring,snap:central_repair_ring:v52,session:5,52,True,False,True,v32-618307,outer bell path,0.94,True
469,34,riverbend_roofward,snap:riverbend_roofward:v52,session:5,52,True,False,True,v32-518914,river ford,0.94,True
470,34,roofward_archive,snap:roofward_archive:v52,session:5,52,False,False,False,v32-504004,glass stair,0.94,False
471,34,archive_signal,snap:archive_signal:v54,session:5,54,False,False,False,v32-458015,paper lane,0.93692,False
472,34,signal_orchard,snap:signal_orchard:v54,session:5,54,True,False,True,v32-569403,river lantern loop,0.94,True
473,34,orchard_riverbend,snap:orchard_riverbend:v52,session:5,52,False,True,True,v32-506836,fen track,0.93632,True
474,34,central_repair_ring,snap:central_repair_ring:v53,session:5,53,True,False,True,v32-624763,inner repair yard,0.94,True
475,34,riverbend_roofward,snap:riverbend_roofward:v52,session:5,52,False,False,False,v32-518914,river ford,0.94,False
476,35,roofward_archive,snap:roofward_archive:v53,session:5,53,True,False,True,v32-504250,glass stair,0.93824,True
477,35,archive_signal,snap:archive_signal:v54,session:5,54,False,False,False,v32-480138,paper lane,0.94,False
478,35,signal_orchard,snap:signal_orchard:v55,session:5,55,True,False,True,v32-446315,dusk road,0.94,True
479,35,orchard_riverbend,snap:orchard_riverbend:v53,session:5,53,False,True,True,v32-507343,fen track,0.94,True
480,35,central_repair_ring,snap:central_repair_ring:v53,session:5,53,False,False,False,v32-624763,inner repair yard,0.94,False
481,35,riverbend_roofward,snap:riverbend_roofward:v52,session:5,52,False,False,False,v32-518914,river ford,0.93648,False
482,35,roofward_archive,snap:roofward_archive:v54,session:5,54,True,False,True,v32-601024,cool archive lane,0.94,True
483,35,archive_signal,snap:archive_signal:v55,session:5,55,True,False,True,v32-458256,paper lane,0.93736,True
484,35,signal_orchard,snap:signal_orchard:v55,session:5,55,False,False,False,v32-446315,dusk road,0.94,False
485,35,orchard_riverbend,snap:orchard_riverbend:v53,session:5,53,False,False,False,v32-485689,fen track,0.93824,False
486,35,central_repair_ring,snap:central_repair_ring:v54,session:5,54,True,False,True,v32-595102,outer bell path,0.94,True
487,35,riverbend_roofward,snap:riverbend_roofward:v53,session:5,53,False,True,True,v32-542062,river ford,0.93896,True
488,35,roofward_archive,snap:roofward_archive:v55,session:5,55,True,False,True,v32-504742,glass stair,0.94,True
489,35,archive_signal,snap:archive_signal:v55,session:5,55,False,False,False,v32-480256,paper lane,0.93472,False
490,36,orchard_riverbend,snap:orchard_riverbend:v54,session:5,54,True,False,False,v32-507985,fen track,0.93472,True
491,36,central_repair_ring,snap:central_repair_ring:v55,session:5,55,True,False,True,v32-625279,inner repair yard,0.94,True
492,36,riverbend_roofward,snap:riverbend_roofward:v54,session:5,54,True,True,True,v32-681306,orchard ridge detour,0.94,True
493,36,roofward_archive,snap:roofward_archive:v56,session:5,56,False,True,True,v32-504988,glass stair,0.94,True
494,36,archive_signal,snap:archive_signal:v55,session:5,55,False,False,False,v32-479868,paper lane,0.94,False
495,36,signal_orchard,snap:signal_orchard:v55,session:5,55,False,False,False,v32-446315,dusk road,0.93736,False
496,36,orchard_riverbend,snap:orchard_riverbend:v55,session:5,55,True,False,True,v32-635770,market plank route,0.94,True
497,36,central_repair_ring,snap:central_repair_ring:v56,session:5,56,True,False,True,v32-625537,inner repair yard,0.93824,True
498,36,riverbend_roofward,snap:riverbend_roofward:v55,session:5,55,True,True,True,v32-519661,river ford,0.94,True
499,36,roofward_archive,snap:roofward_archive:v56,session:5,56,False,False,False,v32-504988,glass stair,0.93648,False
500,36,archive_signal,snap:archive_signal:v56,session:5,56,True,False,False,v32-539419,stone kiosk path,0.94,True
