tick,day,scene_id,focus_agent,object_dialogue_visible,owned_inventory_request_visible,reaction_consequence_visible,later_behavior_changed,access_gate_visible,agent_initiated_behavior_visible,sensory_frequency_hz,flower_phase,public_behavior_marker,private_workspace_sealed
231,15,v23-scene-d15,Nari,0,0,1,1,1,0,1.35,180.083484,Nari changes path from saved reaction welcoming,1
232,15,v23-scene-d15,Vonn,1,1,1,1,1,1,1.37,311.741248,Vonn requests rain mirror because prior reaction was welcoming,1
233,15,v23-scene-d15,Vonn,1,1,1,1,1,1,1.39,97.189012,Vonn requests listening shell because prior reaction was guarded,1
234,15,v23-scene-d15,Ori,1,1,1,1,1,1,1.32,236.986776,Ori requests sap hook because prior reaction was welcoming,1
235,15,v23-scene-d15,Keth,1,1,1,1,1,1,1.32,4.65454,Keth requests path cord because prior reaction was guarded,1
236,15,v23-scene-d15,Keth,1,1,1,1,1,1,1.32,143.762304,Keth requests path cord because prior reaction was softens,1
237,15,v23-scene-d15,Vonn,1,1,1,1,1,1,1.39,280.750068,Vonn requests listening shell because prior reaction was guarded,1
238,15,v23-scene-d15,Vonn,1,1,1,1,1,1,1.37,66.387832,Vonn requests rain mirror because prior reaction was softens,1
239,15,v23-scene-d15,Sova,1,1,1,1,1,1,1.37,204.065596,Sova requests ember bowl because prior reaction was welcoming,1
240,16,v23-scene-d16,Melo,1,1,1,1,1,0,1.39,341.48336,Melo requests tally beads because prior reaction was guarded,1
241,16,v23-scene-d16,Sova,1,0,1,1,1,0,1.3,105.371124,Sova changes path from saved reaction welcoming,1
242,16,v23-scene-d16,Keth,1,1,1,1,1,1,1.32,255.688888,Keth requests path cord because prior reaction was welcoming,1
243,16,v23-scene-d16,Nari,1,1,1,1,1,1,1.37,34.916652,Nari requests fern key because prior reaction was welcoming,1
244,16,v23-scene-d16,Melo,1,1,1,1,1,1,1.37,165.444416,Melo requests tally beads because prior reaction was softens,1
245,16,v23-scene-d16,Keth,1,1,1,1,0,1,1.32,300.14218,Keth requests path cord because prior reaction was curious,1
246,16,v23-scene-d16,Ori,1,1,1,1,1,1,1.39,79.989944,Ori requests sap hook because prior reaction was guarded,1
247,16,v23-scene-d16,Melo,1,1,1,1,1,1,1.37,222.767708,Melo requests tally beads because prior reaction was softens,1
248,16,v23-scene-d16,Ori,1,1,1,1,1,1,1.37,357.585472,Ori requests sap hook because prior reaction was softens,1
249,16,v23-scene-d16,Nari,1,0,1,1,1,0,1.35,134.063236,Nari changes path from saved reaction welcoming,1
250,16,v23-scene-d16,Nari,1,1,1,1,1,1,1.32,277.111,Nari requests ink ledger because prior reaction was curious,1
251,16,v23-scene-d16,Keth,1,1,1,1,1,1,1.32,55.298764,Keth refuses path cord access and offers a safer alternative,1
252,16,v23-scene-d16,Melo,1,1,1,1,1,1,1.32,183.886528,Melo requests tally beads because prior reaction was welcoming,1
253,16,v23-scene-d16,Keth,1,1,1,1,0,1,1.32,320.134292,Keth requests path cord because prior reaction was asks-space,1
254,16,v23-scene-d16,Vonn,1,1,1,1,1,1,1.37,109.372056,Vonn requests listening shell because prior reaction was welcoming,1
255,16,v23-scene-d16,Melo,1,1,1,1,1,1,1.39,243.37982,Melo requests tally beads because prior reaction was guarded,1
256,17,v23-scene-d17,Nari,1,1,1,1,1,1,1.32,13.817584,Nari refuses fern key access and offers a safer alternative,1
257,17,v23-scene-d17,Keth,1,1,1,1,1,1,1.32,153.845348,Keth requests path cord because prior reaction was softens,1
258,17,v23-scene-d17,Sova,1,1,1,1,1,1,1.32,284.373112,Sova requests moth lantern because prior reaction was curious,1
259,17,v23-scene-d17,Vonn,1,1,1,1,1,1,1.37,69.320876,Vonn requests listening shell because prior reaction was welcoming,1
260,17,v23-scene-d17,Sova,1,0,1,1,1,0,1.35,201.50864,Sova changes path from saved reaction welcoming,1
261,17,v23-scene-d17,Nari,1,1,1,1,0,1,1.39,341.006404,Nari requests ink ledger because prior reaction was asks-space,1
262,17,v23-scene-d17,Sova,1,1,1,1,1,1,1.32,120.804168,Sova requests moth lantern because prior reaction was curious,1
263,17,v23-scene-d17,Keth,1,1,1,1,1,1,1.32,255.621932,Keth requests path cord because prior reaction was softens,1
264,17,v23-scene-d17,Vonn,1,1,1,1,1,1,1.32,37.589696,Vonn requests rain mirror because prior reaction was curious,1
265,17,v23-scene-d17,Keth,1,0,1,1,1,0,1.3,171.20746,Keth changes path from saved reaction welcoming,1
266,17,v23-scene-d17,Nari,1,1,1,1,1,1,1.37,313.065224,Nari requests fern key because prior reaction was softens,1
267,17,v23-scene-d17,Ori,1,1,1,1,1,1,1.32,90.622988,Ori requests sap hook because prior reaction was welcoming,1
268,17,v23-scene-d17,Melo,0,0,1,1,1,1,1.35,219.730752,Melo changes path from saved reaction softens,1
269,17,v23-scene-d17,Melo,1,1,1,1,1,0,1.37,0.788516,Melo requests tally beads because prior reaction was softens,1
270,17,v23-scene-d17,Keth,1,1,1,1,1,1,1.32,136.50628,Keth requests path cord because prior reaction was welcoming,1
271,17,v23-scene-d17,Sova,1,1,1,1,1,1,1.37,278.594044,Sova requests ember bowl because prior reaction was welcoming,1
272,18,v23-scene-d18,Keth,1,1,1,1,1,1,1.32,52.001808,Keth requests path cord because prior reaction was welcoming,1
273,18,v23-scene-d18,Ori,0,0,1,1,1,0,1.35,187.239572,Ori changes path from saved reaction welcoming,1
274,18,v23-scene-d18,Sova,1,1,1,1,1,1,1.37,333.197336,Sova requests ember bowl because prior reaction was welcoming,1
275,18,v23-scene-d18,Vonn,1,1,1,1,1,1,1.37,113.7351,Vonn requests rain mirror because prior reaction was welcoming,1
276,18,v23-scene-d18,Nari,1,1,1,1,1,1,1.39,252.032864,Nari requests ink ledger because prior reaction was guarded,1
277,18,v23-scene-d18,Nari,1,1,1,1,1,1,1.32,26.110628,Nari requests fern key because prior reaction was curious,1
278,18,v23-scene-d18,Melo,1,1,1,1,1,1,1.37,158.188392,Melo requests tally beads because prior reaction was welcoming,1
279,18,v23-scene-d18,Keth,1,1,1,1,1,1,1.32,292.886156,Keth requests path cord because prior reaction was welcoming,1
280,18,v23-scene-d18,Nari,0,0,1,1,1,0,1.35,70.98392,Nari changes path from saved reaction welcoming,1
281,18,v23-scene-d18,Keth,1,0,1,1,1,0,1.3,208.471684,Keth changes path from saved reaction welcoming,1
282,18,v23-scene-d18,Vonn,1,1,1,1,1,1,1.37,347.469448,Vonn requests listening shell because prior reaction was welcoming,1
283,18,v23-scene-d18,Ori,1,1,1,1,0,1,1.39,130.057212,Ori requests sap hook because prior reaction was guarded,1
284,18,v23-scene-d18,Nari,1,1,1,1,1,1,1.37,271.404976,Nari requests ink ledger because prior reaction was welcoming,1
285,18,v23-scene-d18,Nari,1,0,1,1,1,0,1.35,45.02274,Nari changes path from saved reaction welcoming,1
286,18,v23-scene-d18,Melo,1,1,1,1,1,1,1.32,176.630504,Melo requests tally beads because prior reaction was welcoming,1
287,18,v23-scene-d18,Vonn,1,1,1,1,1,1,1.37,317.288268,Vonn requests rain mirror because prior reaction was welcoming,1
288,19,v23-scene-d19,Melo,1,1,1,1,1,1,1.37,93.676032,Melo requests tally beads because prior reaction was welcoming,1
289,19,v23-scene-d19,Keth,1,1,1,1,1,1,1.32,228.373796,Keth requests path cord because prior reaction was curious,1
290,19,v23-scene-d19,Vonn,1,1,1,1,1,1,1.39,12.51156,Vonn requests rain mirror because prior reaction was guarded,1
291,19,v23-scene-d19,Keth,1,0,1,1,1,0,1.35,145.509324,Keth changes path from saved reaction welcoming,1
292,19,v23-scene-d19,Vonn,1,1,1,1,1,1,1.37,290.107088,Vonn requests rain mirror because prior reaction was softens,1
293,19,v23-scene-d19,Nari,1,0,1,1,1,0,1.35,65.154852,Nari changes path from saved reaction welcoming,1
294,19,v23-scene-d19,Melo,1,1,1,1,1,1,1.37,208.322616,Melo requests tally beads because prior reaction was welcoming,1
295,19,v23-scene-d19,Melo,1,1,1,1,1,1,1.39,335.18038,Melo requests tally beads because prior reaction was guarded,1
296,19,v23-scene-d19,Melo,1,1,1,1,1,1,1.37,113.668144,Melo requests tally beads because prior reaction was softens,1
297,19,v23-scene-d19,Keth,1,0,1,1,1,0,1.3,245.735908,Keth changes path from saved reaction welcoming,1
298,19,v23-scene-d19,Melo,1,1,1,1,1,0,1.37,30.863672,Melo requests tally beads because prior reaction was softens,1
299,19,v23-scene-d19,Ori,1,1,1,1,1,1,1.39,167.831436,Ori refuses sap hook access and offers a safer alternative,1
300,19,v23-scene-d19,Sova,1,1,1,1,1,1,1.37,311.5292,Sova requests moth lantern because prior reaction was welcoming,1
301,19,v23-scene-d19,Sova,1,0,1,1,1,0,1.35,85.146964,Sova changes path from saved reaction welcoming,1
302,19,v23-scene-d19,Keth,1,1,1,1,1,1,1.37,225.454728,Keth requests path cord because prior reaction was welcoming,1
303,19,v23-scene-d19,Keth,1,1,0,0,1,1,1.25,0.842492,Keth requests path cord because prior reaction was welcoming,1
304,20,v23-scene-d20,Melo,1,1,1,1,1,1,1.37,130.940256,Melo requests tally beads because prior reaction was welcoming,1
305,20,v23-scene-d20,Vonn,0,0,1,1,1,1,1.35,267.07802,Vonn changes path from saved reaction softens,1
306,20,v23-scene-d20,Melo,1,1,1,1,1,1,1.37,49.155784,Melo requests tally beads because prior reaction was welcoming,1
307,20,v23-scene-d20,Sova,1,1,1,1,1,1,1.37,189.693548,Sova requests moth lantern because prior reaction was welcoming,1
308,20,v23-scene-d20,Ori,1,1,1,1,1,1,1.39,324.211312,Ori refuses sap hook access and offers a safer alternative,1
309,20,v23-scene-d20,Keth,1,0,1,1,1,0,1.3,99.439076,Keth changes path from saved reaction welcoming,1
310,20,v23-scene-d20,Ori,1,1,1,1,1,1,1.37,241.29684,Ori requests sap hook because prior reaction was softens,1
311,20,v23-scene-d20,Keth,1,1,1,1,1,1,1.32,20.284604,Keth requests path cord because prior reaction was welcoming,1
312,20,v23-scene-d20,Vonn,1,1,1,1,1,1,1.37,156.652368,Vonn requests listening shell because prior reaction was softens,1
313,20,v23-scene-d20,Vonn,1,0,1,1,1,0,1.35,287.410132,Vonn changes path from saved reaction welcoming,1
314,20,v23-scene-d20,Keth,1,1,1,1,1,1,1.37,79.157896,Keth requests path cord because prior reaction was welcoming,1
315,20,v23-scene-d20,Vonn,1,1,1,1,1,1,1.37,208.25566,Vonn requests rain mirror because prior reaction was welcoming,1
316,20,v23-scene-d20,Sova,1,1,1,1,1,1,1.39,346.553424,Sova requests ember bowl because prior reaction was guarded,1
317,20,v23-scene-d20,Keth,1,0,1,1,1,0,1.35,120.981188,Keth changes path from saved reaction welcoming,1
318,20,v23-scene-d20,Melo,1,1,1,1,1,1,1.32,264.028952,Melo requests tally beads because prior reaction was welcoming,1
319,20,v23-scene-d20,Sova,1,1,1,1,1,1,1.37,46.116716,Sova requests moth lantern because prior reaction was softens,1
320,21,v23-scene-d21,Keth,1,1,1,1,1,1,1.37,178.21448,Keth requests path cord because prior reaction was welcoming,1
321,21,v23-scene-d21,Nari,1,0,1,1,1,0,1.35,316.122244,Nari changes path from saved reaction welcoming,1
322,21,v23-scene-d21,Vonn,1,0,1,1,1,0,1.35,83.790008,Vonn changes path from saved reaction welcoming,1
323,21,v23-scene-d21,Keth,1,1,1,1,1,1,1.32,233.987772,Keth requests path cord because prior reaction was welcoming,1
324,21,v23-scene-d21,Keth,1,1,1,1,1,1,1.32,0.225536,Keth requests path cord because prior reaction was welcoming,1
325,21,v23-scene-d21,Keth,1,0,1,1,1,0,1.3,136.7033,Keth changes path from saved reaction welcoming,1
326,21,v23-scene-d21,Ori,1,1,1,1,0,1,1.32,277.011064,Ori requests sap hook because prior reaction was curious,1
327,21,v23-scene-d21,Keth,1,1,1,1,1,0,1.32,57.038828,Keth refuses path cord access and offers a safer alternative,1
328,21,v23-scene-d21,Melo,1,1,1,1,1,1,1.39,202.196592,Melo refuses tally beads access and offers a safer alternative,1
329,21,v23-scene-d21,Keth,1,1,1,1,1,1,1.32,336.274356,Keth refuses path cord access and offers a safer alternative,1
330,21,v23-scene-d21,Sova,1,1,1,1,1,1,1.37,107.84212,Sova requests moth lantern because prior reaction was softens,1
331,21,v23-scene-d21,Sova,1,1,1,1,1,1,1.37,256.959884,Sova requests ember bowl because prior reaction was softens,1
332,21,v23-scene-d21,Ori,0,0,1,1,1,0,1.35,29.217648,Ori changes path from saved reaction welcoming,1
333,21,v23-scene-d21,Keth,1,1,1,1,1,1,1.32,159.835412,Keth refuses path cord access and offers a safer alternative,1
334,21,v23-scene-d21,Sova,1,1,1,1,1,1,1.37,304.273176,Sova requests moth lantern because prior reaction was welcoming,1
335,21,v23-scene-d21,Keth,1,1,1,1,1,1,1.32,77.54094,Keth requests path cord because prior reaction was softens,1
336,22,v23-scene-d22,Melo,1,1,1,1,1,1,1.39,219.468704,Melo refuses tally beads access and offers a safer alternative,1
337,22,v23-scene-d22,Melo,1,1,1,1,1,1,1.37,357.446468,Melo requests tally beads because prior reaction was softens,1
338,22,v23-scene-d22,Sova,1,1,1,1,1,1,1.37,135.124232,Sova requests ember bowl because prior reaction was welcoming,1
339,22,v23-scene-d22,Vonn,1,1,1,1,1,1,1.37,275.661996,Vonn requests rain mirror because prior reaction was welcoming,1
340,22,v23-scene-d22,Ori,0,0,1,1,1,0,1.35,46.48976,Ori changes path from saved reaction welcoming,1
341,22,v23-scene-d22,Ori,1,0,1,1,1,0,1.35,186.957524,Ori changes path from saved reaction welcoming,1
342,22,v23-scene-d22,Melo,0,0,1,1,1,1,1.35,317.145288,Melo changes path from saved reaction softens,1
343,22,v23-scene-d22,Keth,1,1,1,1,0,1,1.32,94.813052,Keth requests path cord because prior reaction was curious,1
344,22,v23-scene-d22,Melo,1,1,1,1,1,1,1.37,238.330816,Melo requests tally beads because prior reaction was softens,1
345,22,v23-scene-d22,Nari,1,1,1,1,0,1,1.32,11.59858,Nari requests fern key because prior reaction was curious,1
346,22,v23-scene-d22,Sova,1,1,1,1,0,1,1.39,155.736344,Sova requests ember bowl because prior reaction was guarded,1
347,22,v23-scene-d22,Melo,1,1,1,1,1,1,1.37,295.654108,Melo requests tally beads because prior reaction was softens,1
348,22,v23-scene-d22,Sova,1,1,1,1,0,1,1.39,73.951872,Sova requests ember bowl because prior reaction was guarded,1
349,22,v23-scene-d22,Ori,0,0,1,1,1,0,1.35,205.589636,Ori changes path from saved reaction welcoming,1
350,22,v23-scene-d22,Melo,1,1,1,1,1,1,1.32,338.5574,Melo requests tally beads because prior reaction was welcoming,1
351,22,v23-scene-d22,Keth,1,1,1,1,1,1,1.32,114.805164,Keth requests path cord because prior reaction was welcoming,1
352,23,v23-scene-d23,Melo,1,1,1,1,1,1,1.37,255.602928,Melo requests tally beads because prior reaction was welcoming,1
353,23,v23-scene-d23,Ori,0,0,1,1,1,0,1.35,26.430692,Ori changes path from saved reaction welcoming,1
354,23,v23-scene-d23,Melo,1,1,1,1,1,1,1.37,173.818456,Melo requests tally beads because prior reaction was welcoming,1
355,23,v23-scene-d23,Sova,1,1,1,1,0,1,1.39,312.11622,Sova requests ember bowl because prior reaction was guarded,1
356,23,v23-scene-d23,Nari,1,1,1,1,1,0,1.37,86.723984,Nari requests fern key because prior reaction was welcoming,1
357,23,v23-scene-d23,Vonn,1,0,1,1,1,0,1.35,221.361748,Vonn changes path from saved reaction welcoming,1
358,23,v23-scene-d23,Vonn,1,1,1,1,1,1,1.37,357.379512,Vonn requests rain mirror because prior reaction was welcoming,1
359,23,v23-scene-d23,Melo,1,1,1,1,1,1,1.32,134.937276,Melo requests tally beads because prior reaction was welcoming,1
360,23,v23-scene-d23,Melo,1,1,1,1,1,1,1.32,274.04504,Melo requests tally beads because prior reaction was welcoming,1
361,23,v23-scene-d23,Sova,1,1,1,1,1,1,1.37,53.272804,Sova requests ember bowl because prior reaction was softens,1
362,23,v23-scene-d23,Vonn,1,1,1,1,1,1,1.37,193.810568,Vonn requests rain mirror because prior reaction was welcoming,1
363,23,v23-scene-d23,Melo,1,1,1,1,1,1,1.32,331.368332,Melo requests tally beads because prior reaction was guarded,1
364,23,v23-scene-d23,Melo,1,1,1,1,1,1,1.37,112.026096,Melo requests tally beads because prior reaction was softens,1
365,23,v23-scene-d23,Sova,1,1,1,1,1,1,1.32,248.15386,Sova requests ember bowl because prior reaction was curious,1
366,23,v23-scene-d23,Sova,1,1,1,1,1,1,1.37,18.801624,Sova requests moth lantern because prior reaction was welcoming,1
367,23,v23-scene-d23,Sova,1,1,1,1,1,1,1.37,167.919388,Sova requests ember bowl because prior reaction was welcoming,1
368,24,v23-scene-d24,Sova,1,1,1,1,1,1,1.37,291.437152,Sova requests ember bowl because prior reaction was welcoming,1
369,24,v23-scene-d24,Ori,0,0,1,1,1,0,1.35,76.564916,Ori changes path from saved reaction welcoming,1
370,24,v23-scene-d24,Sova,1,1,1,1,1,1,1.37,209.65268,Sova requests ember bowl because prior reaction was welcoming,1
371,24,v23-scene-d24,Nari,1,1,1,1,1,1,1.37,345.900444,Nari requests fern key because prior reaction was welcoming,1
372,24,v23-scene-d24,Sova,1,1,1,1,1,1,1.37,127.868208,Sova requests ember bowl because prior reaction was welcoming,1
373,24,v23-scene-d24,Nari,1,0,1,1,1,0,1.35,261.485972,Nari changes path from saved reaction welcoming,1
374,24,v23-scene-d24,Keth,1,1,1,1,1,1,1.32,43.613736,Keth refuses path cord access and offers a safer alternative,1
375,24,v23-scene-d24,Sova,1,1,1,1,1,1,1.37,175.1815,Sova requests moth lantern because prior reaction was welcoming,1
376,24,v23-scene-d24,Melo,1,1,1,1,0,1,1.39,313.479264,Melo requests tally beads because prior reaction was guarded,1
377,24,v23-scene-d24,Ori,1,0,1,1,1,0,1.35,97.917028,Ori changes path from saved reaction welcoming,1
378,24,v23-scene-d24,Ori,1,1,1,1,1,1,1.37,239.654792,Ori requests sap hook because prior reaction was welcoming,1
379,24,v23-scene-d24,Melo,0,0,1,1,0,1,1.37,7.832556,Melo changes path from saved reaction guarded,1
380,24,v23-scene-d24,Melo,1,1,1,1,1,1,1.39,150.42032,Melo refuses tally beads access and offers a safer alternative,1
381,24,v23-scene-d24,Sova,1,0,1,1,1,0,1.35,287.198084,Sova changes path from saved reaction welcoming,1
382,24,v23-scene-d24,Ori,1,1,1,1,1,1,1.32,61.665848,Ori requests sap hook because prior reaction was curious,1
383,24,v23-scene-d24,Ori,0,0,1,1,1,0,1.35,198.333612,Ori changes path from saved reaction welcoming,1
384,25,v23-scene-d25,Vonn,1,0,1,1,1,0,1.3,338.821376,Vonn changes path from saved reaction welcoming,1
385,25,v23-scene-d25,Nari,1,0,1,1,1,0,1.35,118.04914,Nari changes path from saved reaction welcoming,1
386,25,v23-scene-d25,Melo,1,1,1,1,1,1,1.39,249.476904,Melo refuses tally beads access and offers a safer alternative,1
387,25,v23-scene-d25,Keth,1,1,1,1,1,1,1.32,23.554668,Keth refuses path cord access and offers a safer alternative,1
388,25,v23-scene-d25,Melo,1,1,1,1,1,1,1.39,167.692432,Melo refuses tally beads access and offers a safer alternative,1
389,25,v23-scene-d25,Nari,1,1,1,1,1,1,1.32,303.200196,Nari refuses ink ledger access and offers a safer alternative,1
390,25,v23-scene-d25,Keth,1,1,1,1,1,1,1.32,80.87796,Keth refuses path cord access and offers a safer alternative,1
391,25,v23-scene-d25,Keth,1,1,1,1,1,1,1.32,219.475724,Keth requests path cord because prior reaction was softens,1
392,25,v23-scene-d25,Nari,1,1,1,1,1,1,1.39,359.833488,Nari refuses fern key access and offers a safer alternative,1
393,25,v23-scene-d25,Keth,1,1,1,1,1,1,1.39,139.861252,Keth requests path cord because prior reaction was guarded,1
394,25,v23-scene-d25,Nari,1,1,1,1,1,1,1.39,277.539016,Nari requests fern key because prior reaction was guarded,1
395,25,v23-scene-d25,Keth,1,1,1,1,1,1,1.32,55.90678,Keth requests path cord because prior reaction was softens,1
396,25,v23-scene-d25,Melo,1,1,1,1,1,1,1.37,186.554544,Melo requests tally beads because prior reaction was softens,1
397,25,v23-scene-d25,Vonn,1,0,1,1,1,0,1.3,327.202308,Vonn changes path from saved reaction welcoming,1
398,25,v23-scene-d25,Sova,1,1,1,1,0,1,1.32,104.650072,Sova requests moth lantern because prior reaction was curious,1
399,25,v23-scene-d25,Keth,1,1,1,1,1,1,1.32,239.467836,Keth requests path cord because prior reaction was softens,1
400,26,v23-scene-d26,Keth,1,1,1,1,1,1,1.32,15.8556,Keth requests path cord because prior reaction was welcoming,1
401,26,v23-scene-d26,Melo,1,0,1,1,1,0,1.35,156.743364,Melo changes path from saved reaction welcoming,1
402,26,v23-scene-d26,Melo,1,1,1,1,1,1,1.37,298.481128,Melo requests tally beads because prior reaction was welcoming,1
403,26,v23-scene-d26,Vonn,1,1,1,1,1,1,1.37,64.718892,Vonn requests rain mirror because prior reaction was welcoming,1
404,26,v23-scene-d26,Sova,1,1,1,1,0,1,1.39,203.016656,Sova requests ember bowl because prior reaction was guarded,1
405,26,v23-scene-d26,Keth,1,0,1,1,1,0,1.3,335.89442,Keth changes path from saved reaction welcoming,1
406,26,v23-scene-d26,Keth,1,1,1,1,1,1,1.32,117.632184,Keth requests path cord because prior reaction was welcoming,1
407,26,v23-scene-d26,Vonn,1,1,1,1,1,1,1.39,261.769948,Vonn requests rain mirror because prior reaction was guarded,1
408,26,v23-scene-d26,Ori,1,1,1,1,1,1,1.37,35.967712,Ori requests sap hook because prior reaction was welcoming,1
409,26,v23-scene-d26,Vonn,1,1,1,1,1,1,1.37,179.365476,Vonn requests rain mirror because prior reaction was softens,1
410,26,v23-scene-d26,Sova,1,1,1,1,0,1,1.39,317.66324,Sova requests ember bowl because prior reaction was guarded,1
411,26,v23-scene-d26,Nari,1,1,1,1,1,1,1.37,93.291004,Nari requests fern key because prior reaction was softens,1
412,26,v23-scene-d26,Nari,1,1,1,1,1,1,1.37,235.258768,Nari requests ink ledger because prior reaction was welcoming,1
413,26,v23-scene-d26,Sova,1,1,1,1,0,1,1.39,4.976532,Sova requests moth lantern because prior reaction was guarded,1
414,26,v23-scene-d26,Sova,1,1,1,1,1,0,1.37,139.584296,Sova requests ember bowl because prior reaction was softens,1
415,26,v23-scene-d26,Keth,1,0,1,1,1,0,1.3,274.10206,Keth changes path from saved reaction welcoming,1
