tick_id,day,settlement_id,room_id,object_id,manipulation_action,object_before,object_after,ownership_respected,localstorage_object_key,object_state_persisted,visible_affordance
544,46,orchard,satchel shed,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
545,46,repair_ring,bell alcove,copper wire,place,placed_in_bell_alcove,placed_in_bell_alcove,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
546,46,riverbend,kit alcove,ridge lantern,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
547,46,roofward,warm lane,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
548,46,archive,stone stacks,signal spool,place,placed_in_arrival_court,placed_in_stone_stacks,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
553,47,roofward,warm lane,herb ledger,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
556,47,orchard,satchel shed,seed satchel,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
559,47,roofward,warm lane,herb ledger,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
560,47,archive,stone stacks,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
567,48,signal,lens room,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
568,48,orchard,satchel shed,dry cord,place,placed_in_market_plank,placed_in_satchel_shed,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
570,48,riverbend,plank hall,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
571,48,roofward,warm lane,sun lens,place,placed_in_arrival_court,placed_in_warm_lane,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
574,48,orchard,satchel shed,dry cord,inspect,placed_in_satchel_shed,placed_in_satchel_shed,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
578,49,signal,lens room,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
579,49,orchard,satchel shed,dry cord,place,placed_in_satchel_shed,placed_in_satchel_shed,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
581,49,riverbend,dry ridge,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
582,49,roofward,warm lane,sun lens,place,placed_in_warm_lane,placed_in_warm_lane,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
588,50,roofward,ledger loft,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
590,50,signal,lens room,signal lens,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.signal.signal lens,True,inspect/pick/place
593,50,riverbend,kit alcove,ridge lantern,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
595,50,archive,arrival court,signal spool,inspect,placed_in_stone_stacks,placed_in_stone_stacks,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
601,51,archive,arrival court,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
602,51,signal,lens room,mast rope,place,placed_in_mast_base,placed_in_lens_room,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
605,51,riverbend,arrival court,plank latch,place,placed_in_arrival_court,placed_in_arrival_court,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
609,51,orchard,seed lane,seed satchel,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
610,51,repair_ring,bell alcove,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
613,52,archive,arrival court,memory tag,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
616,52,repair_ring,bell alcove,bell gauge,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
622,52,repair_ring,arrival court,bell gauge,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
623,52,riverbend,plank hall,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
624,53,roofward,ledger loft,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
625,53,archive,arrival court,signal spool,place,placed_in_stone_stacks,placed_in_arrival_court,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
630,53,roofward,ledger loft,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
633,53,orchard,seed lane,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
634,53,repair_ring,wire bench,copper wire,place,placed_in_bell_alcove,placed_in_wire_bench,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
636,54,roofward,arrival court,herb ledger,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
637,54,archive,arrival court,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
644,54,signal,lantern walk,mast rope,inspect,placed_in_lens_room,placed_in_lens_room,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
645,54,orchard,seed lane,seed satchel,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
648,55,roofward,glass stair,sun lens,place,placed_in_warm_lane,placed_in_glass_stair,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
651,55,orchard,seed lane,dry cord,inspect,placed_in_satchel_shed,placed_in_satchel_shed,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
656,55,signal,lantern walk,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
657,55,orchard,seed lane,dry cord,place,placed_in_satchel_shed,placed_in_seed_lane,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
658,55,repair_ring,arrival court,bell gauge,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
659,55,riverbend,arrival court,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
665,56,roofward,glass stair,sun lens,inspect,placed_in_glass_stair,placed_in_glass_stair,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
667,56,signal,lantern walk,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
668,56,orchard,seed lane,dry cord,place,placed_in_seed_lane,placed_in_seed_lane,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
670,56,riverbend,plank hall,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
671,56,roofward,glass stair,sun lens,place,placed_in_glass_stair,placed_in_glass_stair,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
672,57,archive,stone stacks,signal spool,inspect,placed_in_arrival_court,placed_in_arrival_court,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
679,57,signal,lantern walk,signal lens,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.signal.signal lens,True,inspect/pick/place
682,57,riverbend,dry ridge,ridge lantern,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
686,58,orchard,market plank,seed satchel,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
687,58,repair_ring,spark lane,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
690,58,archive,spool room,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
691,58,signal,lantern walk,mast rope,place,placed_in_lens_room,placed_in_lantern_walk,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
693,58,repair_ring,spark lane,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
694,58,riverbend,kit alcove,plank latch,place,placed_in_arrival_court,placed_in_kit_alcove,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
699,59,repair_ring,spark lane,bell gauge,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
700,59,riverbend,kit alcove,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
702,59,archive,spool room,memory tag,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
707,59,roofward,arrival court,sun lens,inspect,placed_in_glass_stair,placed_in_glass_stair,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
710,60,orchard,arrival court,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
711,60,repair_ring,spark lane,copper wire,place,placed_in_wire_bench,placed_in_spark_lane,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
713,60,roofward,glass stair,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
714,60,archive,spool room,signal spool,place,placed_in_arrival_court,placed_in_spool_room,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
721,61,signal,lantern walk,mast rope,inspect,placed_in_lantern_walk,placed_in_lantern_walk,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
722,61,orchard,arrival court,seed satchel,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
725,61,roofward,warm lane,herb ledger,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
728,61,orchard,arrival court,seed satchel,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
733,62,signal,arrival court,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
734,62,orchard,arrival court,dry cord,place,placed_in_seed_lane,placed_in_arrival_court,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
735,62,repair_ring,spark lane,bell gauge,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
736,62,riverbend,arrival court,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
737,62,roofward,ledger loft,sun lens,place,placed_in_glass_stair,placed_in_ledger_loft,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
742,62,riverbend,arrival court,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
744,63,signal,mast base,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
745,63,orchard,arrival court,dry cord,place,placed_in_arrival_court,placed_in_arrival_court,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
747,63,riverbend,arrival court,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
748,63,roofward,ledger loft,sun lens,place,placed_in_ledger_loft,placed_in_ledger_loft,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
749,63,archive,stone stacks,memory tag,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
756,64,signal,lantern walk,signal lens,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.signal.signal lens,True,inspect/pick/place
759,64,riverbend,arrival court,ridge lantern,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
763,64,orchard,arrival court,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
768,65,signal,lens room,mast rope,place,placed_in_lantern_walk,placed_in_lens_room,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
770,65,repair_ring,bell alcove,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
771,65,riverbend,arrival court,plank latch,place,placed_in_kit_alcove,placed_in_arrival_court,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
776,65,repair_ring,bell alcove,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
777,65,riverbend,arrival court,plank latch,inspect,placed_in_arrival_court,placed_in_arrival_court,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
779,65,archive,ink niche,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
784,66,roofward,warm lane,sun lens,inspect,placed_in_ledger_loft,placed_in_ledger_loft,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
788,66,repair_ring,bell alcove,bell gauge,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
791,66,archive,ink niche,memory tag,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
798,67,signal,lantern walk,signal lens,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.signal.signal lens,True,inspect/pick/place
799,67,orchard,market plank,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
800,67,repair_ring,bell alcove,copper wire,place,placed_in_spark_lane,placed_in_bell_alcove,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
802,67,roofward,arrival court,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
803,67,archive,ink niche,signal spool,place,placed_in_spool_room,placed_in_ink_niche,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
805,68,orchard,market plank,seed satchel,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
811,68,orchard,market plank,seed satchel,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
812,68,repair_ring,bell alcove,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
814,68,roofward,glass stair,herb ledger,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
819,69,riverbend,dry ridge,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
822,69,signal,arrival court,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
823,69,orchard,market plank,dry cord,place,placed_in_arrival_court,placed_in_market_plank,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
825,69,riverbend,dry ridge,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
826,69,roofward,warm lane,sun lens,place,placed_in_ledger_loft,placed_in_warm_lane,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
833,70,signal,mast base,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
834,70,orchard,market plank,dry cord,place,placed_in_market_plank,placed_in_market_plank,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
836,70,riverbend,dry ridge,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
837,70,roofward,warm lane,sun lens,place,placed_in_warm_lane,placed_in_warm_lane,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
840,71,orchard,satchel shed,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
845,71,signal,lantern walk,signal lens,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.signal.signal lens,True,inspect/pick/place
847,71,repair_ring,spark lane,copper wire,inspect,placed_in_bell_alcove,placed_in_bell_alcove,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
848,71,riverbend,dry ridge,ridge lantern,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
853,72,repair_ring,spark lane,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
854,72,riverbend,dry ridge,plank latch,inspect,placed_in_arrival_court,placed_in_arrival_court,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
856,72,archive,spool room,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
857,72,signal,lens room,mast rope,place,placed_in_lens_room,placed_in_lens_room,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
860,72,riverbend,dry ridge,plank latch,place,placed_in_arrival_court,placed_in_dry_ridge,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
861,72,roofward,arrival court,herb ledger,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
865,73,repair_ring,spark lane,bell gauge,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
868,73,archive,spool room,memory tag,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
875,73,signal,arrival court,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
876,74,orchard,satchel shed,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
877,74,repair_ring,spark lane,copper wire,place,placed_in_bell_alcove,placed_in_spark_lane,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
879,74,roofward,arrival court,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
880,74,archive,spool room,signal spool,place,placed_in_ink_niche,placed_in_spool_room,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
882,74,orchard,satchel shed,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
888,75,orchard,arrival court,seed satchel,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
889,75,repair_ring,spark lane,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
891,75,roofward,arrival court,herb ledger,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
896,75,riverbend,plank hall,plank latch,inspect,placed_in_dry_ridge,placed_in_dry_ridge,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
900,76,orchard,seed lane,dry cord,place,placed_in_market_plank,placed_in_seed_lane,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
902,76,riverbend,plank hall,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
903,76,roofward,arrival court,sun lens,place,placed_in_warm_lane,placed_in_arrival_court,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
910,76,archive,arrival court,memory tag,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
911,76,signal,lens room,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
913,77,riverbend,plank hall,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
914,77,roofward,arrival court,sun lens,place,placed_in_arrival_court,placed_in_arrival_court,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
917,77,orchard,seed lane,dry cord,inspect,placed_in_seed_lane,placed_in_seed_lane,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
922,77,signal,arrival court,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
923,77,orchard,seed lane,dry cord,place,placed_in_seed_lane,placed_in_seed_lane,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
924,78,repair_ring,bell alcove,copper wire,inspect,placed_in_spark_lane,placed_in_spark_lane,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
925,78,riverbend,plank hall,ridge lantern,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
931,78,riverbend,plank hall,ridge lantern,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.riverbend.ridge lantern,True,inspect/pick/place
934,78,signal,mast base,signal lens,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.signal.signal lens,True,inspect/pick/place
937,79,riverbend,plank hall,plank latch,place,placed_in_dry_ridge,placed_in_plank_hall,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
938,79,roofward,arrival court,herb ledger,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
942,79,repair_ring,arrival court,insulated tongs,inspect,in_room,in_room,True,ssrm.v39.object.repair_ring.insulated tongs,True,inspect/pick/place
945,79,archive,spool room,inkstone,inspect,in_room,in_room,True,ssrm.v39.object.archive.inkstone,True,inspect/pick/place
946,79,signal,lantern walk,mast rope,place,placed_in_lens_room,placed_in_lantern_walk,True,ssrm.v39.object.signal.mast rope,True,inspect/pick/place
952,80,signal,lantern walk,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
954,80,repair_ring,arrival court,bell gauge,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
957,80,archive,spool room,memory tag,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
959,80,orchard,arrival court,dry cord,inspect,placed_in_seed_lane,placed_in_seed_lane,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
965,81,orchard,seed lane,market token,inspect,in_room,in_room,True,ssrm.v39.object.orchard.market token,True,inspect/pick/place
966,81,repair_ring,arrival court,copper wire,place,placed_in_spark_lane,placed_in_arrival_court,True,ssrm.v39.object.repair_ring.copper wire,True,inspect/pick/place
968,81,roofward,ledger loft,glass latch,inspect,in_room,in_room,True,ssrm.v39.object.roofward.glass latch,True,inspect/pick/place
969,81,archive,spool room,signal spool,place,placed_in_spool_room,placed_in_spool_room,True,ssrm.v39.object.archive.signal spool,True,inspect/pick/place
973,82,riverbend,plank hall,plank latch,inspect,placed_in_plank_hall,placed_in_plank_hall,True,ssrm.v39.object.riverbend.plank latch,True,inspect/pick/place
977,82,orchard,market plank,seed satchel,pick_up,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.orchard.seed satchel,True,inspect/pick/place
980,82,roofward,ledger loft,herb ledger,pick_up,carried_by_avatar,carried_by_avatar,False,ssrm.v39.object.roofward.herb ledger,True,inspect/pick/place
987,83,archive,arrival court,memory tag,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.archive.memory tag,True,inspect/pick/place
988,83,signal,lens room,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
989,83,orchard,satchel shed,dry cord,place,placed_in_seed_lane,placed_in_satchel_shed,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
991,83,riverbend,kit alcove,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
992,83,roofward,ledger loft,sun lens,place,placed_in_arrival_court,placed_in_ledger_loft,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
994,83,signal,lens room,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
999,84,signal,lens room,oil lantern,inspect,in_room,in_room,True,ssrm.v39.object.signal.oil lantern,True,inspect/pick/place
1000,84,orchard,satchel shed,dry cord,place,placed_in_satchel_shed,placed_in_satchel_shed,True,ssrm.v39.object.orchard.dry cord,True,inspect/pick/place
1001,84,repair_ring,bell alcove,bell gauge,inspect,carried_by_avatar,carried_by_avatar,True,ssrm.v39.object.repair_ring.bell gauge,True,inspect/pick/place
1002,84,riverbend,kit alcove,cedar kit,inspect,in_room,in_room,True,ssrm.v39.object.riverbend.cedar kit,True,inspect/pick/place
1003,84,roofward,ledger loft,sun lens,place,placed_in_ledger_loft,placed_in_ledger_loft,True,ssrm.v39.object.roofward.sun lens,True,inspect/pick/place
