tick_id,day,settlement_id,room_before,room_after,avatar_x,avatar_y,movement_action,adjacency_valid,collision_guard,room_state_saved
362,31,riverbend,arrival court,arrival court,0.425,0.157,talk_resident,True,True,True
363,31,roofward,glass stair,ledger loft,0.425,0.5,wait_for_schedule,True,True,True
364,31,archive,stone stacks,stone stacks,0.96,0.843,warm_up,True,True,True
365,31,signal,arrival court,mast base,0.425,0.157,avoid_hazard,True,True,True
366,31,orchard,satchel shed,arrival court,0.37,0.5,move_east,True,True,True
367,31,repair_ring,bell alcove,bell alcove,0.96,0.892,pick_up_object,True,True,True
368,31,riverbend,arrival court,arrival court,0.48,0.108,avoid_hazard,True,True,True
369,31,roofward,ledger loft,glass stair,0.37,0.5,move_east,True,True,True
370,31,archive,stone stacks,spool room,0.96,0.892,pick_up_object,True,True,True
371,31,signal,mast base,mast base,0.48,0.108,talk_resident,True,True,True
372,32,orchard,arrival court,arrival court,0.315,0.549,rest,True,True,True
373,32,repair_ring,bell alcove,bell alcove,0.96,0.843,dry_off,True,True,True
374,32,riverbend,arrival court,arrival court,0.535,0.108,ask_dialect_memory,True,True,True
375,32,roofward,glass stair,glass stair,0.315,0.549,rest,True,True,True
376,32,archive,spool room,spool room,0.96,0.843,dry_off,True,True,True
377,32,signal,mast base,lens room,0.535,0.108,move_north,True,True,True
378,32,orchard,arrival court,arrival court,0.26,0.598,inspect_object,True,True,True
379,32,repair_ring,bell alcove,bell alcove,0.96,0.794,place_object,True,True,True
380,32,riverbend,arrival court,plank hall,0.59,0.108,move_north,True,True,True
381,32,roofward,glass stair,glass stair,0.26,0.598,inspect_object,True,True,True
382,32,archive,spool room,ink niche,0.96,0.794,place_object,True,True,True
383,32,signal,lens room,lens room,0.59,0.108,ask_dialect_memory,True,True,True
384,33,orchard,arrival court,arrival court,0.205,0.549,warm_up,True,True,True
385,33,repair_ring,bell alcove,bell alcove,0.96,0.794,avoid_hazard,True,True,True
386,33,riverbend,plank hall,dry ridge,0.645,0.157,wait_for_schedule,True,True,True
387,33,roofward,glass stair,glass stair,0.205,0.549,warm_up,True,True,True
388,33,archive,ink niche,ink niche,0.96,0.794,avoid_hazard,True,True,True
389,33,signal,lens room,mast base,0.645,0.157,move_east,True,True,True
390,33,orchard,arrival court,arrival court,0.15,0.5,pick_up_object,True,True,True
391,33,repair_ring,bell alcove,bell alcove,0.96,0.794,talk_resident,True,True,True
392,33,riverbend,dry ridge,kit alcove,0.7,0.206,move_east,True,True,True
393,33,roofward,glass stair,glass stair,0.15,0.5,pick_up_object,True,True,True
394,33,archive,ink niche,arrival court,0.96,0.794,talk_resident,True,True,True
395,33,signal,mast base,lens room,0.7,0.206,wait_for_schedule,True,True,True
396,34,orchard,arrival court,arrival court,0.095,0.5,dry_off,True,True,True
397,34,repair_ring,bell alcove,wire bench,0.96,0.843,move_north,True,True,True
398,34,riverbend,kit alcove,kit alcove,0.755,0.157,rest,True,True,True
399,34,roofward,glass stair,glass stair,0.095,0.5,dry_off,True,True,True
400,34,archive,arrival court,stone stacks,0.96,0.843,move_north,True,True,True
401,34,signal,lens room,arrival court,0.755,0.157,inspect_object,True,True,True
402,34,orchard,arrival court,arrival court,0.04,0.5,place_object,True,True,True
403,34,repair_ring,wire bench,wire bench,0.96,0.892,ask_dialect_memory,True,True,True
404,34,riverbend,kit alcove,kit alcove,0.81,0.108,inspect_object,True,True,True
405,34,roofward,glass stair,glass stair,0.04,0.5,place_object,True,True,True
406,34,archive,stone stacks,spool room,0.96,0.892,ask_dialect_memory,True,True,True
407,34,signal,arrival court,arrival court,0.81,0.108,rest,True,True,True
408,35,repair_ring,wire bench,spark lane,0.905,0.941,move_north,True,True,True
409,35,riverbend,kit alcove,kit alcove,0.81,0.059,rest,True,True,True
410,35,roofward,glass stair,glass stair,0.095,0.5,dry_off,True,True,True
411,35,archive,spool room,arrival court,0.905,0.941,move_north,True,True,True
412,35,signal,arrival court,arrival court,0.81,0.059,inspect_object,True,True,True
413,35,orchard,arrival court,seed lane,0.095,0.5,place_object,True,True,True
414,35,repair_ring,spark lane,spark lane,0.85,0.96,ask_dialect_memory,True,True,True
415,35,riverbend,kit alcove,kit alcove,0.81,0.04,inspect_object,True,True,True
416,35,roofward,glass stair,glass stair,0.15,0.5,place_object,True,True,True
417,35,archive,arrival court,arrival court,0.85,0.96,ask_dialect_memory,True,True,True
418,35,signal,arrival court,arrival court,0.81,0.04,rest,True,True,True
419,35,orchard,seed lane,seed lane,0.15,0.5,dry_off,True,True,True
420,36,repair_ring,spark lane,bell alcove,0.795,0.911,move_east,True,True,True
421,36,riverbend,kit alcove,kit alcove,0.81,0.04,warm_up,True,True,True
422,36,roofward,glass stair,glass stair,0.205,0.549,avoid_hazard,True,True,True
423,36,archive,arrival court,spool room,0.795,0.911,move_east,True,True,True
424,36,signal,arrival court,arrival court,0.81,0.04,pick_up_object,True,True,True
425,36,orchard,seed lane,market plank,0.205,0.549,talk_resident,True,True,True
426,36,repair_ring,bell alcove,arrival court,0.74,0.862,wait_for_schedule,True,True,True
427,36,riverbend,kit alcove,kit alcove,0.81,0.04,pick_up_object,True,True,True
428,36,roofward,glass stair,glass stair,0.26,0.598,talk_resident,True,True,True
429,36,archive,spool room,arrival court,0.74,0.862,wait_for_schedule,True,True,True
430,36,signal,arrival court,arrival court,0.81,0.04,warm_up,True,True,True
431,36,orchard,market plank,market plank,0.26,0.598,avoid_hazard,True,True,True
432,37,repair_ring,arrival court,wire bench,0.685,0.862,inspect_object,True,True,True
433,37,riverbend,kit alcove,kit alcove,0.81,0.089,dry_off,True,True,True
434,37,roofward,glass stair,warm lane,0.315,0.549,move_north,True,True,True
435,37,archive,arrival court,arrival court,0.685,0.862,inspect_object,True,True,True
436,37,signal,arrival court,arrival court,0.81,0.089,place_object,True,True,True
437,37,orchard,market plank,satchel shed,0.315,0.549,ask_dialect_memory,True,True,True
438,37,repair_ring,wire bench,wire bench,0.63,0.862,rest,True,True,True
439,37,riverbend,kit alcove,kit alcove,0.81,0.138,place_object,True,True,True
440,37,roofward,warm lane,warm lane,0.37,0.5,ask_dialect_memory,True,True,True
441,37,archive,arrival court,arrival court,0.63,0.862,rest,True,True,True
442,37,signal,arrival court,arrival court,0.81,0.138,dry_off,True,True,True
443,37,orchard,satchel shed,seed lane,0.37,0.5,move_north,True,True,True
444,38,repair_ring,wire bench,spark lane,0.575,0.911,pick_up_object,True,True,True
445,38,riverbend,kit alcove,kit alcove,0.81,0.089,avoid_hazard,True,True,True
446,38,roofward,warm lane,ledger loft,0.425,0.5,move_east,True,True,True
447,38,archive,arrival court,arrival court,0.575,0.911,pick_up_object,True,True,True
448,38,signal,arrival court,arrival court,0.81,0.089,talk_resident,True,True,True
449,38,orchard,seed lane,satchel shed,0.425,0.5,wait_for_schedule,True,True,True
450,38,repair_ring,spark lane,spark lane,0.52,0.96,warm_up,True,True,True
451,38,riverbend,kit alcove,kit alcove,0.81,0.04,talk_resident,True,True,True
452,38,roofward,ledger loft,arrival court,0.48,0.5,wait_for_schedule,True,True,True
453,38,archive,arrival court,arrival court,0.52,0.96,warm_up,True,True,True
454,38,signal,arrival court,mast base,0.81,0.04,avoid_hazard,True,True,True
455,38,orchard,satchel shed,seed lane,0.48,0.5,move_east,True,True,True
456,39,repair_ring,spark lane,bell alcove,0.465,0.911,place_object,True,True,True
457,39,riverbend,kit alcove,plank hall,0.81,0.04,move_north,True,True,True
458,39,roofward,arrival court,arrival court,0.535,0.549,inspect_object,True,True,True
459,39,archive,arrival court,arrival court,0.465,0.911,place_object,True,True,True
460,39,signal,mast base,mast base,0.81,0.04,ask_dialect_memory,True,True,True
461,39,orchard,seed lane,seed lane,0.535,0.549,rest,True,True,True
462,39,repair_ring,bell alcove,bell alcove,0.41,0.862,dry_off,True,True,True
463,39,riverbend,plank hall,plank hall,0.81,0.04,ask_dialect_memory,True,True,True
464,39,roofward,arrival court,arrival court,0.59,0.598,rest,True,True,True
465,39,archive,arrival court,arrival court,0.41,0.862,dry_off,True,True,True
466,39,signal,mast base,lantern walk,0.81,0.04,move_north,True,True,True
467,39,orchard,seed lane,seed lane,0.59,0.598,inspect_object,True,True,True
468,40,repair_ring,bell alcove,arrival court,0.355,0.862,talk_resident,True,True,True
469,40,riverbend,plank hall,kit alcove,0.81,0.089,move_east,True,True,True
470,40,roofward,arrival court,arrival court,0.645,0.549,pick_up_object,True,True,True
471,40,archive,arrival court,arrival court,0.355,0.862,talk_resident,True,True,True
472,40,signal,lantern walk,lens room,0.81,0.089,wait_for_schedule,True,True,True
473,40,orchard,seed lane,seed lane,0.645,0.549,warm_up,True,True,True
474,40,repair_ring,arrival court,arrival court,0.3,0.862,avoid_hazard,True,True,True
475,40,riverbend,kit alcove,plank hall,0.81,0.138,wait_for_schedule,True,True,True
476,40,roofward,arrival court,arrival court,0.7,0.5,warm_up,True,True,True
477,40,archive,arrival court,arrival court,0.3,0.862,avoid_hazard,True,True,True
478,40,signal,lens room,arrival court,0.81,0.138,move_east,True,True,True
479,40,orchard,seed lane,seed lane,0.7,0.5,pick_up_object,True,True,True
480,41,repair_ring,arrival court,wire bench,0.245,0.911,ask_dialect_memory,True,True,True
481,41,riverbend,plank hall,plank hall,0.81,0.089,inspect_object,True,True,True
482,41,roofward,arrival court,arrival court,0.755,0.5,place_object,True,True,True
483,41,archive,arrival court,arrival court,0.245,0.911,ask_dialect_memory,True,True,True
484,41,signal,arrival court,arrival court,0.81,0.089,rest,True,True,True
485,41,orchard,seed lane,seed lane,0.755,0.5,dry_off,True,True,True
486,41,repair_ring,wire bench,spark lane,0.19,0.96,move_north,True,True,True
487,41,riverbend,plank hall,plank hall,0.81,0.04,rest,True,True,True
488,41,roofward,arrival court,arrival court,0.81,0.5,dry_off,True,True,True
489,41,archive,arrival court,spool room,0.19,0.96,move_north,True,True,True
490,41,signal,arrival court,mast base,0.81,0.04,inspect_object,True,True,True
491,41,orchard,seed lane,seed lane,0.81,0.5,place_object,True,True,True
492,42,riverbend,plank hall,dry ridge,0.755,0.04,inspect_object,True,True,True
493,42,roofward,arrival court,arrival court,0.81,0.5,place_object,True,True,True
494,42,archive,spool room,spool room,0.245,0.96,ask_dialect_memory,True,True,True
495,42,signal,mast base,mast base,0.755,0.04,rest,True,True,True
496,42,orchard,seed lane,seed lane,0.81,0.5,dry_off,True,True,True
497,42,repair_ring,spark lane,arrival court,0.245,0.96,move_north,True,True,True
498,42,riverbend,dry ridge,dry ridge,0.7,0.04,rest,True,True,True
499,42,roofward,arrival court,arrival court,0.81,0.5,dry_off,True,True,True
500,42,archive,spool room,ink niche,0.3,0.96,move_north,True,True,True
501,42,signal,mast base,mast base,0.7,0.04,inspect_object,True,True,True
502,42,orchard,seed lane,market plank,0.81,0.5,place_object,True,True,True
503,42,repair_ring,arrival court,arrival court,0.3,0.96,ask_dialect_memory,True,True,True
504,43,riverbend,dry ridge,kit alcove,0.645,0.04,pick_up_object,True,True,True
505,43,roofward,arrival court,arrival court,0.81,0.549,talk_resident,True,True,True
506,43,archive,ink niche,arrival court,0.355,0.911,wait_for_schedule,True,True,True
507,43,signal,mast base,mast base,0.645,0.04,warm_up,True,True,True
508,43,orchard,market plank,market plank,0.81,0.549,avoid_hazard,True,True,True
509,43,repair_ring,arrival court,spark lane,0.355,0.911,move_east,True,True,True
510,43,riverbend,kit alcove,kit alcove,0.59,0.04,warm_up,True,True,True
511,43,roofward,arrival court,arrival court,0.81,0.598,avoid_hazard,True,True,True
512,43,archive,arrival court,stone stacks,0.41,0.862,move_east,True,True,True
513,43,signal,mast base,mast base,0.59,0.04,pick_up_object,True,True,True
514,43,orchard,market plank,satchel shed,0.81,0.598,talk_resident,True,True,True
515,43,repair_ring,spark lane,arrival court,0.41,0.862,wait_for_schedule,True,True,True
516,44,riverbend,kit alcove,arrival court,0.535,0.089,place_object,True,True,True
517,44,roofward,arrival court,arrival court,0.81,0.549,ask_dialect_memory,True,True,True
518,44,archive,stone stacks,stone stacks,0.465,0.862,rest,True,True,True
519,44,signal,mast base,mast base,0.535,0.089,dry_off,True,True,True
520,44,orchard,satchel shed,arrival court,0.81,0.549,move_north,True,True,True
521,44,repair_ring,arrival court,wire bench,0.465,0.862,inspect_object,True,True,True
522,44,riverbend,arrival court,arrival court,0.48,0.138,dry_off,True,True,True
523,44,roofward,arrival court,warm lane,0.81,0.5,move_north,True,True,True
524,44,archive,stone stacks,stone stacks,0.52,0.862,inspect_object,True,True,True
525,44,signal,mast base,mast base,0.48,0.138,place_object,True,True,True
526,44,orchard,arrival court,seed lane,0.81,0.5,ask_dialect_memory,True,True,True
527,44,repair_ring,wire bench,wire bench,0.52,0.862,rest,True,True,True
528,45,riverbend,arrival court,plank hall,0.425,0.089,talk_resident,True,True,True
529,45,roofward,warm lane,arrival court,0.81,0.5,wait_for_schedule,True,True,True
530,45,archive,stone stacks,stone stacks,0.575,0.911,warm_up,True,True,True
531,45,signal,mast base,mast base,0.425,0.089,avoid_hazard,True,True,True
532,45,orchard,seed lane,market plank,0.81,0.5,move_east,True,True,True
533,45,repair_ring,wire bench,spark lane,0.575,0.911,pick_up_object,True,True,True
534,45,riverbend,plank hall,plank hall,0.37,0.04,avoid_hazard,True,True,True
535,45,roofward,arrival court,warm lane,0.81,0.5,move_east,True,True,True
536,45,archive,stone stacks,stone stacks,0.63,0.96,pick_up_object,True,True,True
537,45,signal,mast base,mast base,0.37,0.04,talk_resident,True,True,True
538,45,orchard,market plank,satchel shed,0.81,0.5,wait_for_schedule,True,True,True
539,45,repair_ring,spark lane,spark lane,0.63,0.96,warm_up,True,True,True
540,46,riverbend,plank hall,dry ridge,0.315,0.04,ask_dialect_memory,True,True,True
541,46,roofward,warm lane,warm lane,0.81,0.549,rest,True,True,True
542,46,archive,stone stacks,stone stacks,0.685,0.911,dry_off,True,True,True
543,46,signal,mast base,lens room,0.315,0.04,move_north,True,True,True
544,46,orchard,satchel shed,satchel shed,0.81,0.549,inspect_object,True,True,True
545,46,repair_ring,spark lane,bell alcove,0.685,0.911,place_object,True,True,True
546,46,riverbend,dry ridge,kit alcove,0.26,0.04,move_north,True,True,True
547,46,roofward,warm lane,warm lane,0.81,0.598,inspect_object,True,True,True
548,46,archive,stone stacks,stone stacks,0.74,0.862,place_object,True,True,True
549,46,signal,lens room,lens room,0.26,0.04,ask_dialect_memory,True,True,True
550,46,orchard,satchel shed,satchel shed,0.81,0.598,rest,True,True,True
551,46,repair_ring,bell alcove,bell alcove,0.74,0.862,dry_off,True,True,True
552,47,riverbend,kit alcove,arrival court,0.205,0.089,wait_for_schedule,True,True,True
553,47,roofward,warm lane,warm lane,0.81,0.549,warm_up,True,True,True
554,47,archive,stone stacks,stone stacks,0.795,0.862,avoid_hazard,True,True,True
555,47,signal,lens room,mast base,0.205,0.089,move_east,True,True,True
556,47,orchard,satchel shed,satchel shed,0.81,0.549,pick_up_object,True,True,True
557,47,repair_ring,bell alcove,arrival court,0.795,0.862,talk_resident,True,True,True
558,47,riverbend,arrival court,plank hall,0.15,0.138,move_east,True,True,True
559,47,roofward,warm lane,warm lane,0.81,0.5,pick_up_object,True,True,True
560,47,archive,stone stacks,stone stacks,0.85,0.862,talk_resident,True,True,True
561,47,signal,mast base,lens room,0.15,0.138,wait_for_schedule,True,True,True
562,47,orchard,satchel shed,satchel shed,0.81,0.5,warm_up,True,True,True
563,47,repair_ring,arrival court,arrival court,0.85,0.862,avoid_hazard,True,True,True
564,48,riverbend,plank hall,plank hall,0.095,0.089,rest,True,True,True
565,48,roofward,warm lane,warm lane,0.81,0.5,dry_off,True,True,True
566,48,archive,stone stacks,spool room,0.905,0.911,move_north,True,True,True
567,48,signal,lens room,lens room,0.095,0.089,inspect_object,True,True,True
568,48,orchard,satchel shed,satchel shed,0.81,0.5,place_object,True,True,True
569,48,repair_ring,arrival court,wire bench,0.905,0.911,ask_dialect_memory,True,True,True
570,48,riverbend,plank hall,plank hall,0.04,0.04,inspect_object,True,True,True
571,48,roofward,warm lane,warm lane,0.81,0.5,place_object,True,True,True
572,48,archive,spool room,spool room,0.96,0.96,ask_dialect_memory,True,True,True
573,48,signal,lens room,lens room,0.04,0.04,rest,True,True,True
574,48,orchard,satchel shed,satchel shed,0.81,0.5,dry_off,True,True,True
575,48,repair_ring,wire bench,bell alcove,0.96,0.96,move_north,True,True,True
576,49,roofward,warm lane,warm lane,0.755,0.5,dry_off,True,True,True
577,49,archive,spool room,arrival court,0.96,0.96,move_north,True,True,True
578,49,signal,lens room,lens room,0.095,0.04,inspect_object,True,True,True
579,49,orchard,satchel shed,satchel shed,0.755,0.5,place_object,True,True,True
580,49,repair_ring,bell alcove,bell alcove,0.96,0.96,ask_dialect_memory,True,True,True
581,49,riverbend,plank hall,dry ridge,0.095,0.04,inspect_object,True,True,True
582,49,roofward,warm lane,warm lane,0.7,0.5,place_object,True,True,True
583,49,archive,arrival court,arrival court,0.96,0.96,ask_dialect_memory,True,True,True
584,49,signal,lens room,lens room,0.15,0.04,rest,True,True,True
585,49,orchard,satchel shed,satchel shed,0.7,0.5,dry_off,True,True,True
586,49,repair_ring,bell alcove,arrival court,0.96,0.96,move_north,True,True,True
587,49,riverbend,dry ridge,dry ridge,0.15,0.04,rest,True,True,True
588,50,roofward,warm lane,ledger loft,0.645,0.549,avoid_hazard,True,True,True
589,50,archive,arrival court,spool room,0.96,0.911,move_east,True,True,True
590,50,signal,lens room,lens room,0.205,0.04,pick_up_object,True,True,True
591,50,orchard,satchel shed,satchel shed,0.645,0.549,talk_resident,True,True,True
592,50,repair_ring,arrival court,wire bench,0.96,0.911,wait_for_schedule,True,True,True
593,50,riverbend,dry ridge,kit alcove,0.205,0.04,pick_up_object,True,True,True
594,50,roofward,ledger loft,ledger loft,0.59,0.598,talk_resident,True,True,True
595,50,archive,spool room,arrival court,0.96,0.862,wait_for_schedule,True,True,True
596,50,signal,lens room,lens room,0.26,0.04,warm_up,True,True,True
597,50,orchard,satchel shed,satchel shed,0.59,0.598,avoid_hazard,True,True,True
598,50,repair_ring,wire bench,spark lane,0.96,0.862,move_east,True,True,True
599,50,riverbend,kit alcove,kit alcove,0.26,0.04,warm_up,True,True,True
600,51,roofward,ledger loft,arrival court,0.535,0.549,move_north,True,True,True
601,51,archive,arrival court,arrival court,0.96,0.862,inspect_object,True,True,True
602,51,signal,lens room,lens room,0.315,0.089,place_object,True,True,True
603,51,orchard,satchel shed,satchel shed,0.535,0.549,ask_dialect_memory,True,True,True
604,51,repair_ring,spark lane,spark lane,0.96,0.862,rest,True,True,True
605,51,riverbend,kit alcove,arrival court,0.315,0.089,place_object,True,True,True
606,51,roofward,arrival court,arrival court,0.48,0.5,ask_dialect_memory,True,True,True
607,51,archive,arrival court,arrival court,0.96,0.862,rest,True,True,True
608,51,signal,lens room,lens room,0.37,0.138,dry_off,True,True,True
609,51,orchard,satchel shed,seed lane,0.48,0.5,move_north,True,True,True
610,51,repair_ring,spark lane,bell alcove,0.96,0.862,inspect_object,True,True,True
611,51,riverbend,arrival court,arrival court,0.37,0.138,dry_off,True,True,True
612,52,roofward,arrival court,glass stair,0.425,0.5,move_east,True,True,True
613,52,archive,arrival court,arrival court,0.96,0.911,pick_up_object,True,True,True
614,52,signal,lens room,lens room,0.425,0.089,talk_resident,True,True,True
615,52,orchard,seed lane,satchel shed,0.425,0.5,wait_for_schedule,True,True,True
616,52,repair_ring,bell alcove,bell alcove,0.96,0.911,warm_up,True,True,True
617,52,riverbend,arrival court,plank hall,0.425,0.089,talk_resident,True,True,True
618,52,roofward,glass stair,warm lane,0.37,0.5,wait_for_schedule,True,True,True
619,52,archive,arrival court,arrival court,0.96,0.96,warm_up,True,True,True
620,52,signal,lens room,lens room,0.48,0.04,avoid_hazard,True,True,True
621,52,orchard,satchel shed,seed lane,0.37,0.5,move_east,True,True,True
622,52,repair_ring,bell alcove,arrival court,0.96,0.96,pick_up_object,True,True,True
623,52,riverbend,plank hall,plank hall,0.48,0.04,avoid_hazard,True,True,True
624,53,roofward,warm lane,ledger loft,0.315,0.549,inspect_object,True,True,True
625,53,archive,arrival court,arrival court,0.96,0.911,place_object,True,True,True
626,53,signal,lens room,lens room,0.535,0.04,ask_dialect_memory,True,True,True
627,53,orchard,seed lane,seed lane,0.315,0.549,rest,True,True,True
628,53,repair_ring,arrival court,arrival court,0.96,0.911,dry_off,True,True,True
629,53,riverbend,plank hall,dry ridge,0.535,0.04,ask_dialect_memory,True,True,True
630,53,roofward,ledger loft,ledger loft,0.26,0.598,rest,True,True,True
631,53,archive,arrival court,arrival court,0.96,0.862,dry_off,True,True,True
632,53,signal,lens room,arrival court,0.59,0.04,move_north,True,True,True
633,53,orchard,seed lane,seed lane,0.26,0.598,inspect_object,True,True,True
634,53,repair_ring,arrival court,wire bench,0.96,0.862,place_object,True,True,True
635,53,riverbend,dry ridge,arrival court,0.59,0.04,move_north,True,True,True
636,54,roofward,ledger loft,arrival court,0.205,0.549,pick_up_object,True,True,True
637,54,archive,arrival court,arrival court,0.96,0.862,talk_resident,True,True,True
638,54,signal,arrival court,mast base,0.645,0.089,wait_for_schedule,True,True,True
639,54,orchard,seed lane,seed lane,0.205,0.549,warm_up,True,True,True
640,54,repair_ring,wire bench,wire bench,0.96,0.862,avoid_hazard,True,True,True
641,54,riverbend,arrival court,dry ridge,0.645,0.089,wait_for_schedule,True,True,True
642,54,roofward,arrival court,arrival court,0.15,0.5,warm_up,True,True,True
643,54,archive,arrival court,arrival court,0.96,0.862,avoid_hazard,True,True,True
644,54,signal,mast base,lantern walk,0.7,0.138,move_east,True,True,True
645,54,orchard,seed lane,seed lane,0.15,0.5,pick_up_object,True,True,True
646,54,repair_ring,wire bench,spark lane,0.96,0.862,talk_resident,True,True,True
647,54,riverbend,dry ridge,arrival court,0.7,0.138,move_east,True,True,True
648,55,roofward,arrival court,glass stair,0.095,0.5,place_object,True,True,True
649,55,archive,arrival court,arrival court,0.96,0.911,ask_dialect_memory,True,True,True
650,55,signal,lantern walk,lantern walk,0.755,0.089,rest,True,True,True
651,55,orchard,seed lane,seed lane,0.095,0.5,dry_off,True,True,True
652,55,repair_ring,spark lane,bell alcove,0.96,0.911,move_north,True,True,True
653,55,riverbend,arrival court,arrival court,0.755,0.089,rest,True,True,True
654,55,roofward,glass stair,glass stair,0.04,0.5,dry_off,True,True,True
655,55,archive,arrival court,spool room,0.96,0.96,move_north,True,True,True
656,55,signal,lantern walk,lantern walk,0.81,0.04,inspect_object,True,True,True
657,55,orchard,seed lane,seed lane,0.04,0.5,place_object,True,True,True
658,55,repair_ring,bell alcove,arrival court,0.96,0.96,ask_dialect_memory,True,True,True
659,55,riverbend,arrival court,arrival court,0.81,0.04,inspect_object,True,True,True
660,56,archive,spool room,ink niche,0.905,0.96,ask_dialect_memory,True,True,True
661,56,signal,lantern walk,lantern walk,0.81,0.04,rest,True,True,True
662,56,orchard,seed lane,seed lane,0.095,0.5,dry_off,True,True,True
663,56,repair_ring,arrival court,spark lane,0.905,0.96,move_north,True,True,True
664,56,riverbend,arrival court,arrival court,0.81,0.04,rest,True,True,True
665,56,roofward,glass stair,glass stair,0.095,0.5,dry_off,True,True,True
666,56,archive,ink niche,arrival court,0.85,0.96,move_north,True,True,True
667,56,signal,lantern walk,lantern walk,0.81,0.04,inspect_object,True,True,True
668,56,orchard,seed lane,seed lane,0.15,0.5,place_object,True,True,True
669,56,repair_ring,spark lane,spark lane,0.85,0.96,ask_dialect_memory,True,True,True
670,56,riverbend,arrival court,plank hall,0.81,0.04,inspect_object,True,True,True
671,56,roofward,glass stair,glass stair,0.15,0.5,place_object,True,True,True
672,57,archive,arrival court,stone stacks,0.795,0.911,wait_for_schedule,True,True,True
673,57,signal,lantern walk,lantern walk,0.81,0.04,warm_up,True,True,True
674,57,orchard,seed lane,seed lane,0.205,0.549,avoid_hazard,True,True,True
675,57,repair_ring,spark lane,arrival court,0.795,0.911,move_east,True,True,True
676,57,riverbend,plank hall,plank hall,0.81,0.04,warm_up,True,True,True
677,57,roofward,glass stair,warm lane,0.205,0.549,avoid_hazard,True,True,True
678,57,archive,stone stacks,spool room,0.74,0.862,move_east,True,True,True
679,57,signal,lantern walk,lantern walk,0.81,0.04,pick_up_object,True,True,True
680,57,orchard,seed lane,seed lane,0.26,0.598,talk_resident,True,True,True
681,57,repair_ring,arrival court,spark lane,0.74,0.862,wait_for_schedule,True,True,True
682,57,riverbend,plank hall,dry ridge,0.81,0.04,pick_up_object,True,True,True
683,57,roofward,warm lane,warm lane,0.26,0.598,talk_resident,True,True,True
684,58,archive,spool room,spool room,0.685,0.862,rest,True,True,True
685,58,signal,lantern walk,lantern walk,0.81,0.089,dry_off,True,True,True
686,58,orchard,seed lane,market plank,0.315,0.549,move_north,True,True,True
687,58,repair_ring,spark lane,spark lane,0.685,0.862,inspect_object,True,True,True
688,58,riverbend,dry ridge,dry ridge,0.81,0.089,dry_off,True,True,True
689,58,roofward,warm lane,arrival court,0.315,0.549,move_north,True,True,True
690,58,archive,spool room,spool room,0.63,0.862,inspect_object,True,True,True
691,58,signal,lantern walk,lantern walk,0.81,0.138,place_object,True,True,True
692,58,orchard,market plank,market plank,0.37,0.5,ask_dialect_memory,True,True,True
693,58,repair_ring,spark lane,spark lane,0.63,0.862,rest,True,True,True
694,58,riverbend,dry ridge,kit alcove,0.81,0.138,place_object,True,True,True
695,58,roofward,arrival court,arrival court,0.37,0.5,ask_dialect_memory,True,True,True
696,59,archive,spool room,spool room,0.575,0.911,warm_up,True,True,True
697,59,signal,lantern walk,lantern walk,0.81,0.089,avoid_hazard,True,True,True
698,59,orchard,market plank,satchel shed,0.425,0.5,move_east,True,True,True
699,59,repair_ring,spark lane,spark lane,0.575,0.911,pick_up_object,True,True,True
700,59,riverbend,kit alcove,kit alcove,0.81,0.089,avoid_hazard,True,True,True
701,59,roofward,arrival court,warm lane,0.425,0.5,move_east,True,True,True
702,59,archive,spool room,spool room,0.52,0.96,pick_up_object,True,True,True
703,59,signal,lantern walk,lantern walk,0.81,0.04,talk_resident,True,True,True
704,59,orchard,satchel shed,arrival court,0.48,0.5,wait_for_schedule,True,True,True
705,59,repair_ring,spark lane,spark lane,0.52,0.96,warm_up,True,True,True
706,59,riverbend,kit alcove,arrival court,0.81,0.04,talk_resident,True,True,True
707,59,roofward,warm lane,arrival court,0.48,0.5,wait_for_schedule,True,True,True
708,60,archive,spool room,spool room,0.465,0.911,dry_off,True,True,True
709,60,signal,lantern walk,arrival court,0.81,0.04,move_north,True,True,True
710,60,orchard,arrival court,arrival court,0.535,0.549,inspect_object,True,True,True
711,60,repair_ring,spark lane,spark lane,0.465,0.911,place_object,True,True,True
712,60,riverbend,arrival court,plank hall,0.81,0.04,move_north,True,True,True
713,60,roofward,arrival court,glass stair,0.535,0.549,inspect_object,True,True,True
714,60,archive,spool room,spool room,0.41,0.862,place_object,True,True,True
715,60,signal,arrival court,arrival court,0.81,0.04,ask_dialect_memory,True,True,True
716,60,orchard,arrival court,arrival court,0.59,0.598,rest,True,True,True
717,60,repair_ring,spark lane,spark lane,0.41,0.862,dry_off,True,True,True
718,60,riverbend,plank hall,dry ridge,0.81,0.04,ask_dialect_memory,True,True,True
719,60,roofward,glass stair,glass stair,0.59,0.598,rest,True,True,True
720,61,archive,spool room,ink niche,0.355,0.862,avoid_hazard,True,True,True
721,61,signal,arrival court,lantern walk,0.81,0.089,move_east,True,True,True
722,61,orchard,arrival court,arrival court,0.645,0.549,pick_up_object,True,True,True
723,61,repair_ring,spark lane,spark lane,0.355,0.862,talk_resident,True,True,True
724,61,riverbend,dry ridge,kit alcove,0.81,0.089,move_east,True,True,True
725,61,roofward,glass stair,warm lane,0.645,0.549,pick_up_object,True,True,True
726,61,archive,ink niche,ink niche,0.3,0.862,talk_resident,True,True,True
