tick_id,day,project_id,replay_event,state_hash,includes_delegation,includes_debt,includes_workshop,includes_conflict,includes_routine_mutation,replay_exportable
229,12,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-346983,True,True,True,True,False,True
230,12,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-366675,True,False,True,False,False,True
231,12,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-465325,True,True,True,True,False,True
232,12,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: workshop over capacity,v26-410492,True,True,True,True,False,True
233,12,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-341018,True,False,True,False,False,True
234,12,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-371846,True,True,True,True,False,True
235,12,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-465374,True,True,True,False,False,True
236,12,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: material priority lost,v26-410274,True,True,True,True,False,True
237,12,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-347286,True,True,True,True,False,True
238,12,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-373277,True,True,True,True,False,True
239,12,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-465100,True,True,True,True,False,True
240,13,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-353866,True,False,True,False,False,True
241,13,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-344411,True,True,True,False,False,True
242,13,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-384639,True,False,True,False,False,True
243,13,flood_bridge_market_route,flood_bridge_market_route:cut_planks:delegated progress,v26-419260,True,True,True,False,False,True
244,13,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-359566,True,True,True,True,False,True
245,13,dusk_signal_court,dusk_signal_court:string_wire:blocked: delegate asks for clearer terms,v26-344543,True,True,True,False,False,True
246,13,greenhouse_heat_loop,greenhouse_heat_loop:index_care:material conflict: greenhouse_heat_loop priority,v26-390032,True,True,True,True,False,True
247,13,flood_bridge_market_route,flood_bridge_market_route:cut_planks:delegated progress,v26-419540,True,True,True,False,False,True
248,13,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-354130,True,False,True,False,False,True
249,13,dusk_signal_court,dusk_signal_court:string_wire:blocked: material priority lost,v26-345069,True,True,True,True,False,True
250,13,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-384678,True,False,True,False,False,True
251,13,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: workshop over capacity,v26-419547,True,True,True,True,False,True
252,13,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-353964,True,False,True,False,False,True
253,13,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-345245,True,True,True,False,False,True
254,13,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-385162,True,False,True,False,False,True
255,13,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-419679,True,True,True,False,False,True
256,13,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: dependency not ready,v26-359664,True,True,True,True,False,True
257,13,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-345405,True,True,True,False,False,True
258,13,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: material priority lost,v26-390834,True,True,True,True,False,True
259,13,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-419639,True,True,True,False,False,True
260,14,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-382456,True,True,True,False,False,True
261,14,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339017,True,True,True,True,False,True
262,14,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-373077,True,True,True,False,False,True
263,14,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407441,True,True,True,True,False,True
264,14,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: material priority lost,v26-382755,True,True,True,True,False,True
265,14,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-334240,True,True,True,False,False,True
266,14,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: material priority lost,v26-373872,True,True,True,True,False,True
267,14,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407068,True,True,True,False,False,True
268,14,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-383867,True,True,True,True,False,True
269,14,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339904,True,True,True,True,False,True
270,14,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-373459,True,True,True,True,False,True
271,14,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407065,True,True,True,True,False,True
272,14,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-382582,True,True,True,False,False,True
273,14,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339194,True,True,True,True,False,True
274,14,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-372573,True,True,True,False,False,True
275,14,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-406947,True,True,True,True,False,True
276,14,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-383695,True,True,True,True,False,True
277,14,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339326,True,True,True,False,False,True
278,14,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-367538,True,True,True,True,False,True
279,14,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407079,True,True,True,False,False,True
280,15,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339282,True,True,True,True,False,True
281,15,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-366787,True,True,True,False,False,True
282,15,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407725,True,True,True,True,False,True
283,15,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-384058,True,True,True,True,False,True
284,15,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339260,True,True,True,False,False,True
285,15,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-367653,True,True,True,True,False,True
286,15,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407014,True,True,True,False,False,True
287,15,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-383029,True,True,True,True,False,True
288,15,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-340015,True,True,True,True,False,True
289,15,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-373849,True,True,True,True,False,True
290,15,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407691,True,True,True,True,False,True
291,15,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-382966,True,True,True,False,False,True
292,15,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-334468,True,True,True,True,False,True
293,15,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-372989,True,True,True,False,False,True
294,15,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407736,True,True,True,True,False,True
295,15,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-383848,True,True,True,True,False,True
296,15,dusk_signal_court,dusk_signal_court:signal_code:blocked: delegate asks for clearer terms,v26-334600,True,True,True,False,False,True
297,15,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-372706,True,True,True,True,False,True
298,15,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407112,True,True,True,False,False,True
299,15,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-377698,True,True,True,True,False,True
300,16,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: workshop over capacity,v26-360790,True,True,True,True,False,True
301,16,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-381557,True,True,True,False,False,True
302,16,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405520,True,True,True,True,False,True
303,16,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-369314,True,True,True,False,False,True
304,16,dusk_signal_court,dusk_signal_court:comfort_corner:delegated progress,v26-373174,True,True,True,False,False,True
305,16,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-381825,True,True,True,False,False,True
306,16,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405652,True,True,True,False,False,True
307,16,archive_public_kiosk,archive_public_kiosk:build_frame:material conflict: archive_public_kiosk priority,v26-369651,True,True,True,True,False,True
308,16,dusk_signal_court,dusk_signal_court:comfort_corner:delegated progress,v26-372468,True,True,True,False,False,True
309,16,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:material conflict: greenhouse_heat_loop priority,v26-382658,True,True,True,True,False,True
310,16,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405486,True,True,True,False,False,True
311,16,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-369710,True,True,True,False,False,True
312,16,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: workshop over capacity,v26-372301,True,True,True,True,False,True
313,16,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-381587,True,True,True,False,False,True
314,16,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405787,True,True,True,True,False,True
315,16,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-369342,True,True,True,False,False,True
316,16,dusk_signal_court,dusk_signal_court:comfort_corner:delegated progress,v26-372256,True,True,True,False,False,True
317,16,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-381855,True,True,True,False,False,True
318,16,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405919,True,True,True,False,False,True
319,16,archive_public_kiosk,archive_public_kiosk:build_frame:material conflict: archive_public_kiosk priority,v26-369679,True,True,True,True,False,True
320,17,dusk_signal_court,dusk_signal_court:stake_posts:blocked: material priority lost,v26-346977,True,True,True,True,False,True
321,17,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-372970,True,True,True,True,False,True
322,17,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-465764,True,True,True,True,False,True
323,17,archive_public_kiosk,archive_public_kiosk:weather_copy:delegated progress,v26-410620,True,True,True,False,False,True
324,17,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-347818,True,True,True,True,False,True
325,17,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-367121,True,False,True,False,False,True
326,17,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-460214,True,True,True,True,False,True
327,17,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-417826,True,True,True,True,False,True
328,17,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-347106,True,True,True,False,False,True
329,17,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-402284,True,True,True,True,False,True
330,17,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-465480,True,True,True,False,False,True
331,17,archive_public_kiosk,archive_public_kiosk:weather_copy:blocked: workshop over capacity,v26-411993,True,True,True,True,False,True
332,17,dusk_signal_court,dusk_signal_court:stake_posts:blocked: material priority lost,v26-346858,True,True,True,True,False,True
333,17,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-402283,True,True,True,True,False,True
334,17,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-465899,True,True,True,True,False,True
335,17,archive_public_kiosk,archive_public_kiosk:weather_copy:delegated progress,v26-416892,True,True,True,False,False,True
336,17,dusk_signal_court,dusk_signal_court:stake_posts:blocked: material priority lost,v26-346991,True,True,True,True,False,True
337,17,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:outcome changed routine,v26-458189,True,False,True,False,True,True
338,17,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-459751,True,True,True,True,False,True
339,17,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-416933,True,True,True,True,False,True
340,18,dusk_signal_court,dusk_signal_court:string_wire:blocked: delegate asks for clearer terms,v26-345173,True,True,True,False,False,True
341,18,greenhouse_heat_loop,greenhouse_heat_loop:index_care:material conflict: greenhouse_heat_loop priority,v26-414296,True,True,True,True,True,True
342,18,flood_bridge_market_route,flood_bridge_market_route:cut_planks:delegated progress,v26-418879,True,True,True,False,False,True
343,18,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-371042,True,True,True,False,False,True
344,18,dusk_signal_court,dusk_signal_court:string_wire:blocked: material priority lost,v26-340106,True,True,True,True,False,True
345,18,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-420393,True,True,True,False,True,True
346,18,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: material priority lost,v26-419184,True,True,True,True,False,True
347,18,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-371738,True,True,True,False,False,True
348,18,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-339967,True,True,True,False,False,True
349,18,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-420877,True,True,True,False,True,True
350,18,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-419018,True,True,True,False,False,True
351,18,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: material priority lost,v26-371488,True,True,True,True,False,True
352,18,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-334289,True,True,True,False,False,True
353,18,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: material priority lost,v26-421130,True,True,True,True,True,True
354,18,flood_bridge_market_route,flood_bridge_market_route:cut_planks:delegated progress,v26-419298,True,True,True,False,False,True
355,18,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-370913,True,True,True,False,False,True
356,18,dusk_signal_court,dusk_signal_court:string_wire:material conflict: dusk_signal_court priority,v26-345508,True,True,True,True,False,True
357,18,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-420983,True,True,True,False,True,True
358,18,flood_bridge_market_route,flood_bridge_market_route:cut_planks:material conflict: flood_bridge_market_route priority,v26-431867,True,True,True,True,False,True
359,18,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-371609,True,True,True,False,False,True
360,19,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339172,True,True,True,False,False,True
361,19,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: material priority lost,v26-402685,True,True,True,True,True,True
362,19,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-406849,True,True,True,False,False,True
363,19,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-383541,True,True,True,True,False,True
364,19,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-334854,True,True,True,True,False,True
365,19,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-403640,True,True,True,True,True,True
366,19,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407233,True,True,True,True,False,True
367,19,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-383517,True,True,True,False,False,True
368,19,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339591,True,True,True,True,False,True
369,19,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-398647,True,True,True,False,True,True
370,19,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: delegate asks for clearer terms,v26-401559,True,True,True,True,False,True
371,19,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-382561,True,True,True,True,False,True
372,19,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339425,True,True,True,False,False,True
373,19,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-396927,True,True,True,True,True,True
374,19,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-401691,True,True,True,False,False,True
375,19,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-383112,True,True,True,True,False,True
376,19,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339713,True,True,True,True,False,True
377,19,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-403301,True,True,True,True,True,True
378,19,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407755,True,True,True,True,False,True
379,19,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-383476,True,True,True,False,False,True
380,20,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-410170,True,True,True,True,True,True
381,20,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-401624,True,True,True,False,False,True
382,20,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-384037,True,True,True,True,False,True
383,20,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339721,True,True,True,True,False,True
384,20,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-409720,True,True,True,True,True,True
385,20,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407684,True,True,True,True,False,True
386,20,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-383901,True,True,True,False,False,True
387,20,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-340008,True,True,True,True,False,True
388,20,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:delegated progress,v26-409993,True,True,True,False,True,True
389,20,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-407729,True,True,True,True,False,True
390,20,archive_public_kiosk,archive_public_kiosk:sort_index:blocked: delegate asks for clearer terms,v26-384570,True,True,True,True,False,True
391,20,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339456,True,True,True,False,False,True
392,20,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:material conflict: greenhouse_heat_loop priority,v26-408964,True,True,True,True,True,True
393,20,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-401722,True,True,True,False,False,True
394,20,archive_public_kiosk,archive_public_kiosk:sort_index:material conflict: archive_public_kiosk priority,v26-382910,True,True,True,True,False,True
395,20,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-339894,True,True,True,True,False,True
396,20,greenhouse_heat_loop,greenhouse_heat_loop:fit_glass:blocked: workshop over capacity,v26-409263,True,True,True,True,True,True
397,20,flood_bridge_market_route,flood_bridge_market_route:seal_joints:blocked: dependency not ready,v26-408119,True,True,True,True,False,True
398,20,archive_public_kiosk,archive_public_kiosk:sort_index:delegated progress,v26-383220,True,True,True,False,False,True
399,20,dusk_signal_court,dusk_signal_court:signal_code:blocked: dependency not ready,v26-340181,True,True,True,True,False,True
400,21,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-568472,True,True,True,False,True,True
401,21,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405687,True,True,True,False,False,True
402,21,archive_public_kiosk,archive_public_kiosk:build_frame:material conflict: archive_public_kiosk priority,v26-364227,True,True,True,True,False,True
403,21,dusk_signal_court,dusk_signal_court:comfort_corner:delegated progress,v26-372136,True,True,True,False,False,True
404,21,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:material conflict: greenhouse_heat_loop priority,v26-568345,True,True,True,True,True,True
405,21,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405819,True,True,True,False,False,True
406,21,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-364027,True,True,True,False,False,True
407,21,dusk_signal_court,dusk_signal_court:comfort_corner:blocked: delegate asks for clearer terms,v26-372188,True,True,True,True,False,True
408,21,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-568532,True,True,True,False,True,True
409,21,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-406120,True,True,True,True,False,True
410,21,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-364001,True,True,True,False,False,True
411,21,dusk_signal_court,dusk_signal_court:comfort_corner:delegated progress,v26-366977,True,True,True,False,False,True
412,21,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:delegated progress,v26-567880,True,True,True,False,True,True
413,21,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-405954,True,True,True,False,False,True
414,21,archive_public_kiosk,archive_public_kiosk:build_frame:material conflict: archive_public_kiosk priority,v26-370325,True,True,True,True,False,True
415,21,dusk_signal_court,dusk_signal_court:comfort_corner:delegated progress,v26-372442,True,True,True,False,False,True
416,21,greenhouse_heat_loop,greenhouse_heat_loop:coil_pipe:material conflict: greenhouse_heat_loop priority,v26-568794,True,True,True,True,True,True
417,21,flood_bridge_market_route,flood_bridge_market_route:lamp_markers:blocked: dependency not ready,v26-406086,True,True,True,False,False,True
418,21,archive_public_kiosk,archive_public_kiosk:build_frame:delegated progress,v26-369464,True,True,True,False,False,True
419,21,dusk_signal_court,dusk_signal_court:comfort_corner:material conflict: dusk_signal_court priority,v26-384796,True,True,True,True,False,True
420,22,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: delegate asks for clearer terms,v26-395733,True,False,True,False,True,True
421,22,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-459446,True,True,True,True,False,True
422,22,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-416882,True,True,True,True,False,True
423,22,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-346819,True,True,True,False,False,True
424,22,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: material priority lost,v26-401915,True,True,True,True,True,True
425,22,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-459837,True,True,True,False,False,True
426,22,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-406158,True,True,True,True,False,True
427,22,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-340980,True,True,True,True,False,True
428,22,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:blocked: material priority lost,v26-402212,True,True,True,True,True,True
429,22,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-465966,True,True,True,True,False,True
430,22,archive_public_kiosk,archive_public_kiosk:weather_copy:delegated progress,v26-410924,True,True,True,False,False,True
431,22,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-347035,True,True,True,True,False,True
432,22,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:delegated progress,v26-401980,True,True,True,False,True,True
433,22,flood_bridge_market_route,flood_bridge_market_route:survey_piers:material conflict: flood_bridge_market_route priority,v26-466247,True,True,True,True,False,True
434,22,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-410759,True,True,True,True,False,True
435,22,dusk_signal_court,dusk_signal_court:stake_posts:delegated progress,v26-346565,True,True,True,False,False,True
436,22,greenhouse_heat_loop,greenhouse_heat_loop:plant_bed:material conflict: greenhouse_heat_loop priority,v26-402663,True,True,True,True,True,True
437,22,flood_bridge_market_route,flood_bridge_market_route:survey_piers:delegated progress,v26-466269,True,True,True,False,False,True
438,22,archive_public_kiosk,archive_public_kiosk:weather_copy:material conflict: archive_public_kiosk priority,v26-417155,True,True,True,True,False,True
439,22,dusk_signal_court,dusk_signal_court:stake_posts:material conflict: dusk_signal_court priority,v26-347181,True,True,True,True,False,True
440,23,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-421103,True,True,True,False,True,True
441,23,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: material priority lost,v26-431813,True,True,True,True,False,True
442,23,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-365190,True,True,True,False,False,True
443,23,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-339624,True,True,True,False,False,True
444,23,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: delegate asks for clearer terms,v26-421235,True,True,True,False,True,True
445,23,flood_bridge_market_route,flood_bridge_market_route:cut_planks:blocked: delegate asks for clearer terms,v26-431945,True,True,True,False,False,True
446,23,archive_public_kiosk,archive_public_kiosk:lamp_mount:blocked: material priority lost,v26-365239,True,True,True,True,False,True
447,23,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-340098,True,True,True,False,False,True
448,23,greenhouse_heat_loop,greenhouse_heat_loop:index_care:blocked: material priority lost,v26-421029,True,True,True,True,True,True
449,23,flood_bridge_market_route,flood_bridge_market_route:cut_planks:delegated progress,v26-431551,True,True,True,False,False,True
450,23,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-371116,True,True,True,False,False,True
451,23,dusk_signal_court,dusk_signal_court:string_wire:material conflict: dusk_signal_court priority,v26-345393,True,True,True,True,False,True
452,23,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-414547,True,True,True,False,True,True
453,23,flood_bridge_market_route,flood_bridge_market_route:cut_planks:material conflict: flood_bridge_market_route priority,v26-431171,True,True,True,True,False,True
454,23,archive_public_kiosk,archive_public_kiosk:lamp_mount:delegated progress,v26-371181,True,True,True,False,False,True
455,23,dusk_signal_court,dusk_signal_court:string_wire:blocked: delegate asks for clearer terms,v26-340406,True,True,True,False,False,True
456,23,greenhouse_heat_loop,greenhouse_heat_loop:index_care:delegated progress,v26-420428,True,True,True,False,True,True
457,23,flood_bridge_market_route,flood_bridge_market_route:cut_planks:delegated progress,v26-431808,True,True,True,False,False,True
458,23,archive_public_kiosk,archive_public_kiosk:lamp_mount:material conflict: archive_public_kiosk priority,v26-400919,True,True,True,True,False,True
459,23,dusk_signal_court,dusk_signal_court:string_wire:delegated progress,v26-334413,True,True,True,False,False,True
