tick,day,active_panel,control_group,keyboard_hint,mobile_layout_supported,visible_feedback_panel,debug_toggle_available,replay_export_available,no_private_workspace_leak
1283,72,debt,movement,S,True,True,True,True,True
1284,72,memory,schedule,A,True,True,True,True,True
1285,72,consequence,offscreen,E,True,True,True,True,True
1286,72,audit,audit,WASD,True,True,True,True,True
1287,72,replay,conversation,Tab,True,True,True,True,True
1288,72,scene,debt,Enter,True,True,True,True,True
1289,72,resident,save,R,True,True,True,True,True
1290,72,schedule,movement,S,True,True,True,True,True
1291,72,debt,schedule,A,True,True,True,True,True
1292,72,memory,offscreen,E,True,True,True,True,True
1293,72,consequence,audit,WASD,True,True,True,True,True
1294,72,audit,conversation,Tab,True,True,True,True,True
1295,72,replay,debt,Enter,True,True,True,True,True
1296,73,resident,conversation,R,True,True,True,True,True
1297,73,schedule,debt,S,True,True,True,True,True
1298,73,debt,save,A,True,True,True,True,True
1299,73,memory,movement,E,True,True,True,True,True
1300,73,consequence,schedule,WASD,True,True,True,True,True
1301,73,audit,offscreen,Tab,True,True,True,True,True
1302,73,replay,audit,Enter,True,True,True,True,True
1303,73,scene,conversation,R,True,True,True,True,True
1304,73,resident,debt,S,True,True,True,True,True
1305,73,schedule,save,A,True,True,True,True,True
1306,73,debt,movement,E,True,True,True,True,True
1307,73,memory,schedule,WASD,True,True,True,True,True
1308,73,consequence,offscreen,Tab,True,True,True,True,True
1309,73,audit,audit,Enter,True,True,True,True,True
1310,73,replay,conversation,R,True,True,True,True,True
1311,73,scene,debt,S,True,True,True,True,True
1312,73,resident,save,A,True,True,True,True,True
1313,73,schedule,movement,E,True,True,True,True,True
1314,74,memory,save,WASD,True,True,True,True,True
1315,74,consequence,movement,Tab,True,True,True,True,True
1316,74,audit,schedule,Enter,True,True,True,True,True
1317,74,replay,offscreen,R,True,True,True,True,True
1318,74,scene,audit,S,True,True,True,True,True
1319,74,resident,conversation,A,True,True,True,True,True
1320,74,schedule,debt,E,True,True,True,True,True
1321,74,debt,save,WASD,True,True,True,True,True
1322,74,memory,movement,Tab,True,True,True,True,True
1323,74,consequence,schedule,Enter,True,True,True,True,True
1324,74,audit,offscreen,R,True,True,True,True,True
1325,74,replay,audit,S,True,True,True,True,True
1326,74,scene,conversation,A,True,True,True,True,True
1327,74,resident,debt,E,True,True,True,True,True
1328,74,schedule,save,WASD,True,True,True,True,True
1329,74,debt,movement,Tab,True,True,True,True,True
1330,74,memory,schedule,Enter,True,True,True,True,True
1331,74,consequence,offscreen,R,True,True,True,True,True
1332,75,replay,schedule,S,True,True,True,True,True
1333,75,scene,offscreen,A,True,True,True,True,True
1334,75,resident,audit,E,True,True,True,True,True
1335,75,schedule,conversation,WASD,True,True,True,True,True
1336,75,debt,debt,Tab,True,True,True,True,True
1337,75,memory,save,Enter,True,True,True,True,True
1338,75,consequence,movement,R,True,True,True,True,True
1339,75,audit,schedule,S,True,True,True,True,True
1340,75,replay,offscreen,A,True,True,True,True,True
1341,75,scene,audit,E,True,True,True,True,True
1342,75,resident,conversation,WASD,True,True,True,True,True
1343,75,schedule,debt,Tab,True,True,True,True,True
1344,75,debt,save,Enter,True,True,True,True,True
1345,75,memory,movement,R,True,True,True,True,True
1346,75,consequence,schedule,S,True,True,True,True,True
1347,75,audit,offscreen,A,True,True,True,True,True
1348,75,replay,audit,E,True,True,True,True,True
1349,75,scene,conversation,WASD,True,True,True,True,True
1350,76,schedule,audit,Tab,True,True,True,True,True
1351,76,debt,conversation,Enter,True,True,True,True,True
1352,76,memory,debt,R,True,True,True,True,True
1353,76,consequence,save,S,True,True,True,True,True
1354,76,audit,movement,A,True,True,True,True,True
1355,76,replay,schedule,E,True,True,True,True,True
1356,76,scene,offscreen,WASD,True,True,True,True,True
1357,76,resident,audit,Tab,True,True,True,True,True
1358,76,schedule,conversation,Enter,True,True,True,True,True
1359,76,debt,debt,R,True,True,True,True,True
1360,76,memory,save,S,True,True,True,True,True
1361,76,consequence,movement,A,True,True,True,True,True
1362,76,audit,schedule,E,True,True,True,True,True
1363,76,replay,offscreen,WASD,True,True,True,True,True
1364,76,scene,audit,Tab,True,True,True,True,True
1365,76,resident,conversation,Enter,True,True,True,True,True
1366,76,schedule,debt,R,True,True,True,True,True
1367,76,debt,save,S,True,True,True,True,True
1368,77,consequence,debt,A,True,True,True,True,True
1369,77,audit,save,E,True,True,True,True,True
1370,77,replay,movement,WASD,True,True,True,True,True
1371,77,scene,schedule,Tab,True,True,True,True,True
1372,77,resident,offscreen,Enter,True,True,True,True,True
1373,77,schedule,audit,R,True,True,True,True,True
1374,77,debt,conversation,S,True,True,True,True,True
1375,77,memory,debt,A,True,True,True,True,True
1376,77,consequence,save,E,True,True,True,True,True
1377,77,audit,movement,WASD,True,True,True,True,True
1378,77,replay,schedule,Tab,True,True,True,True,True
1379,77,scene,offscreen,Enter,True,True,True,True,True
1380,77,resident,audit,R,True,True,True,True,True
1381,77,schedule,conversation,S,True,True,True,True,True
1382,77,debt,debt,A,True,True,True,True,True
1383,77,memory,save,E,True,True,True,True,True
1384,77,consequence,movement,WASD,True,True,True,True,True
1385,77,audit,schedule,Tab,True,True,True,True,True
1386,78,scene,movement,Enter,True,True,True,True,True
1387,78,resident,schedule,R,True,True,True,True,True
1388,78,schedule,offscreen,S,True,True,True,True,True
1389,78,debt,audit,A,True,True,True,True,True
1390,78,memory,conversation,E,True,True,True,True,True
1391,78,consequence,debt,WASD,True,True,True,True,True
1392,78,audit,save,Tab,True,True,True,True,True
1393,78,replay,movement,Enter,True,True,True,True,True
1394,78,scene,schedule,R,True,True,True,True,True
1395,78,resident,offscreen,S,True,True,True,True,True
1396,78,schedule,audit,A,True,True,True,True,True
1397,78,debt,conversation,E,True,True,True,True,True
1398,78,memory,debt,WASD,True,True,True,True,True
1399,78,consequence,save,Tab,True,True,True,True,True
1400,78,audit,movement,Enter,True,True,True,True,True
1401,78,replay,schedule,R,True,True,True,True,True
1402,78,scene,offscreen,S,True,True,True,True,True
1403,78,resident,audit,A,True,True,True,True,True
1404,79,debt,offscreen,E,True,True,True,True,True
1405,79,memory,audit,WASD,True,True,True,True,True
1406,79,consequence,conversation,Tab,True,True,True,True,True
1407,79,audit,debt,Enter,True,True,True,True,True
1408,79,replay,save,R,True,True,True,True,True
1409,79,scene,movement,S,True,True,True,True,True
1410,79,resident,schedule,A,True,True,True,True,True
1411,79,schedule,offscreen,E,True,True,True,True,True
1412,79,debt,audit,WASD,True,True,True,True,True
1413,79,memory,conversation,Tab,True,True,True,True,True
1414,79,consequence,debt,Enter,True,True,True,True,True
1415,79,audit,save,R,True,True,True,True,True
1416,79,replay,movement,S,True,True,True,True,True
1417,79,scene,schedule,A,True,True,True,True,True
1418,79,resident,offscreen,E,True,True,True,True,True
1419,79,schedule,audit,WASD,True,True,True,True,True
1420,79,debt,conversation,Tab,True,True,True,True,True
1421,79,memory,debt,Enter,True,True,True,True,True
1422,80,audit,conversation,R,True,True,True,True,True
1423,80,replay,debt,S,True,True,True,True,True
1424,80,scene,save,A,True,True,True,True,True
1425,80,resident,movement,E,True,True,True,True,True
1426,80,schedule,schedule,WASD,True,True,True,True,True
1427,80,debt,offscreen,Tab,True,True,True,True,True
1428,80,memory,audit,Enter,True,True,True,True,True
1429,80,consequence,conversation,R,True,True,True,True,True
1430,80,audit,debt,S,True,True,True,True,True
1431,80,replay,save,A,True,True,True,True,True
1432,80,scene,movement,E,True,True,True,True,True
1433,80,resident,schedule,WASD,True,True,True,True,True
1434,80,schedule,offscreen,Tab,True,True,True,True,True
1435,80,debt,audit,Enter,True,True,True,True,True
1436,80,memory,conversation,R,True,True,True,True,True
1437,80,consequence,debt,S,True,True,True,True,True
1438,80,audit,save,A,True,True,True,True,True
1439,80,replay,movement,E,True,True,True,True,True
1440,81,resident,save,WASD,True,True,True,True,True
1441,81,schedule,movement,Tab,True,True,True,True,True
1442,81,debt,schedule,Enter,True,True,True,True,True
1443,81,memory,offscreen,R,True,True,True,True,True
1444,81,consequence,audit,S,True,True,True,True,True
1445,81,audit,conversation,A,True,True,True,True,True
1446,81,replay,debt,E,True,True,True,True,True
1447,81,scene,save,WASD,True,True,True,True,True
1448,81,resident,movement,Tab,True,True,True,True,True
1449,81,schedule,schedule,Enter,True,True,True,True,True
1450,81,debt,offscreen,R,True,True,True,True,True
1451,81,memory,audit,S,True,True,True,True,True
1452,81,consequence,conversation,A,True,True,True,True,True
1453,81,audit,debt,E,True,True,True,True,True
1454,81,replay,save,WASD,True,True,True,True,True
1455,81,scene,movement,Tab,True,True,True,True,True
1456,81,resident,schedule,Enter,True,True,True,True,True
1457,81,schedule,offscreen,R,True,True,True,True,True
1458,82,memory,schedule,S,True,True,True,True,True
1459,82,consequence,offscreen,A,True,True,True,True,True
1460,82,audit,audit,E,True,True,True,True,True
1461,82,replay,conversation,WASD,True,True,True,True,True
1462,82,scene,debt,Tab,True,True,True,True,True
1463,82,resident,save,Enter,True,True,True,True,True
1464,82,schedule,movement,R,True,True,True,True,True
1465,82,debt,schedule,S,True,True,True,True,True
1466,82,memory,offscreen,A,True,True,True,True,True
1467,82,consequence,audit,E,True,True,True,True,True
1468,82,audit,conversation,WASD,True,True,True,True,True
1469,82,replay,debt,Tab,True,True,True,True,True
1470,82,scene,save,Enter,True,True,True,True,True
1471,82,resident,movement,R,True,True,True,True,True
1472,82,schedule,schedule,S,True,True,True,True,True
1473,82,debt,offscreen,A,True,True,True,True,True
1474,82,memory,audit,E,True,True,True,True,True
1475,82,consequence,conversation,WASD,True,True,True,True,True
1476,83,replay,audit,Tab,True,True,True,True,True
1477,83,scene,conversation,Enter,True,True,True,True,True
1478,83,resident,debt,R,True,True,True,True,True
1479,83,schedule,save,S,True,True,True,True,True
1480,83,debt,movement,A,True,True,True,True,True
1481,83,memory,schedule,E,True,True,True,True,True
1482,83,consequence,offscreen,WASD,True,True,True,True,True
1483,83,audit,audit,Tab,True,True,True,True,True
1484,83,replay,conversation,Enter,True,True,True,True,True
1485,83,scene,debt,R,True,True,True,True,True
1486,83,resident,save,S,True,True,True,True,True
1487,83,schedule,movement,A,True,True,True,True,True
1488,83,debt,schedule,E,True,True,True,True,True
1489,83,memory,offscreen,WASD,True,True,True,True,True
1490,83,consequence,audit,Tab,True,True,True,True,True
1491,83,audit,conversation,Enter,True,True,True,True,True
1492,83,replay,debt,R,True,True,True,True,True
1493,83,scene,save,S,True,True,True,True,True
1494,84,schedule,debt,A,True,True,True,True,True
1495,84,debt,save,E,True,True,True,True,True
1496,84,memory,movement,WASD,True,True,True,True,True
1497,84,consequence,schedule,Tab,True,True,True,True,True
1498,84,audit,offscreen,Enter,True,True,True,True,True
1499,84,replay,audit,R,True,True,True,True,True
1500,84,scene,conversation,S,True,True,True,True,True
1501,84,resident,debt,A,True,True,True,True,True
1502,84,schedule,save,E,True,True,True,True,True
1503,84,debt,movement,WASD,True,True,True,True,True
1504,84,memory,schedule,Tab,True,True,True,True,True
1505,84,consequence,offscreen,Enter,True,True,True,True,True
1506,84,audit,audit,R,True,True,True,True,True
1507,84,replay,conversation,S,True,True,True,True,True
1508,84,scene,debt,A,True,True,True,True,True
1509,84,resident,save,E,True,True,True,True,True
1510,84,schedule,movement,WASD,True,True,True,True,True
1511,84,debt,schedule,Tab,True,True,True,True,True
1512,85,consequence,movement,Enter,True,True,True,True,True
1513,85,audit,schedule,R,True,True,True,True,True
1514,85,replay,offscreen,S,True,True,True,True,True
1515,85,scene,audit,A,True,True,True,True,True
1516,85,resident,conversation,E,True,True,True,True,True
1517,85,schedule,debt,WASD,True,True,True,True,True
1518,85,debt,save,Tab,True,True,True,True,True
1519,85,memory,movement,Enter,True,True,True,True,True
1520,85,consequence,schedule,R,True,True,True,True,True
1521,85,audit,offscreen,S,True,True,True,True,True
1522,85,replay,audit,A,True,True,True,True,True
1523,85,scene,conversation,E,True,True,True,True,True
1524,85,resident,debt,WASD,True,True,True,True,True
1525,85,schedule,save,Tab,True,True,True,True,True
1526,85,debt,movement,Enter,True,True,True,True,True
1527,85,memory,schedule,R,True,True,True,True,True
1528,85,consequence,offscreen,S,True,True,True,True,True
1529,85,audit,audit,A,True,True,True,True,True
1530,86,scene,offscreen,E,True,True,True,True,True
1531,86,resident,audit,WASD,True,True,True,True,True
1532,86,schedule,conversation,Tab,True,True,True,True,True
1533,86,debt,debt,Enter,True,True,True,True,True
1534,86,memory,save,R,True,True,True,True,True
1535,86,consequence,movement,S,True,True,True,True,True
1536,86,audit,schedule,A,True,True,True,True,True
1537,86,replay,offscreen,E,True,True,True,True,True
1538,86,scene,audit,WASD,True,True,True,True,True
1539,86,resident,conversation,Tab,True,True,True,True,True
1540,86,schedule,debt,Enter,True,True,True,True,True
1541,86,debt,save,R,True,True,True,True,True
1542,86,memory,movement,S,True,True,True,True,True
1543,86,consequence,schedule,A,True,True,True,True,True
1544,86,audit,offscreen,E,True,True,True,True,True
1545,86,replay,audit,WASD,True,True,True,True,True
1546,86,scene,conversation,Tab,True,True,True,True,True
1547,86,resident,debt,Enter,True,True,True,True,True
1548,87,debt,conversation,R,True,True,True,True,True
1549,87,memory,debt,S,True,True,True,True,True
1550,87,consequence,save,A,True,True,True,True,True
1551,87,audit,movement,E,True,True,True,True,True
1552,87,replay,schedule,WASD,True,True,True,True,True
1553,87,scene,offscreen,Tab,True,True,True,True,True
1554,87,resident,audit,Enter,True,True,True,True,True
1555,87,schedule,conversation,R,True,True,True,True,True
1556,87,debt,debt,S,True,True,True,True,True
1557,87,memory,save,A,True,True,True,True,True
1558,87,consequence,movement,E,True,True,True,True,True
1559,87,audit,schedule,WASD,True,True,True,True,True
1560,87,replay,offscreen,Tab,True,True,True,True,True
1561,87,scene,audit,Enter,True,True,True,True,True
1562,87,resident,conversation,R,True,True,True,True,True
1563,87,schedule,debt,S,True,True,True,True,True
1564,87,debt,save,A,True,True,True,True,True
1565,87,memory,movement,E,True,True,True,True,True
1566,88,audit,save,WASD,True,True,True,True,True
1567,88,replay,movement,Tab,True,True,True,True,True
1568,88,scene,schedule,Enter,True,True,True,True,True
1569,88,resident,offscreen,R,True,True,True,True,True
1570,88,schedule,audit,S,True,True,True,True,True
1571,88,debt,conversation,A,True,True,True,True,True
1572,88,memory,debt,E,True,True,True,True,True
1573,88,consequence,save,WASD,True,True,True,True,True
1574,88,audit,movement,Tab,True,True,True,True,True
1575,88,replay,schedule,Enter,True,True,True,True,True
1576,88,scene,offscreen,R,True,True,True,True,True
1577,88,resident,audit,S,True,True,True,True,True
1578,88,schedule,conversation,A,True,True,True,True,True
1579,88,debt,debt,E,True,True,True,True,True
1580,88,memory,save,WASD,True,True,True,True,True
1581,88,consequence,movement,Tab,True,True,True,True,True
1582,88,audit,schedule,Enter,True,True,True,True,True
1583,88,replay,offscreen,R,True,True,True,True,True
1584,89,resident,schedule,S,True,True,True,True,True
1585,89,schedule,offscreen,A,True,True,True,True,True
1586,89,debt,audit,E,True,True,True,True,True
1587,89,memory,conversation,WASD,True,True,True,True,True
1588,89,consequence,debt,Tab,True,True,True,True,True
1589,89,audit,save,Enter,True,True,True,True,True
1590,89,replay,movement,R,True,True,True,True,True
1591,89,scene,schedule,S,True,True,True,True,True
1592,89,resident,offscreen,A,True,True,True,True,True
1593,89,schedule,audit,E,True,True,True,True,True
1594,89,debt,conversation,WASD,True,True,True,True,True
1595,89,memory,debt,Tab,True,True,True,True,True
1596,89,consequence,save,Enter,True,True,True,True,True
1597,89,audit,movement,R,True,True,True,True,True
1598,89,replay,schedule,S,True,True,True,True,True
1599,89,scene,offscreen,A,True,True,True,True,True
1600,89,resident,audit,E,True,True,True,True,True
1601,89,schedule,conversation,WASD,True,True,True,True,True
1602,90,memory,audit,Tab,True,True,True,True,True
1603,90,consequence,conversation,Enter,True,True,True,True,True
1604,90,audit,debt,R,True,True,True,True,True
1605,90,replay,save,S,True,True,True,True,True
1606,90,scene,movement,A,True,True,True,True,True
1607,90,resident,schedule,E,True,True,True,True,True
1608,90,schedule,offscreen,WASD,True,True,True,True,True
1609,90,debt,audit,Tab,True,True,True,True,True
1610,90,memory,conversation,Enter,True,True,True,True,True
1611,90,consequence,debt,R,True,True,True,True,True
1612,90,audit,save,S,True,True,True,True,True
1613,90,replay,movement,A,True,True,True,True,True
1614,90,scene,schedule,E,True,True,True,True,True
1615,90,resident,offscreen,WASD,True,True,True,True,True
1616,90,schedule,audit,Tab,True,True,True,True,True
1617,90,debt,conversation,Enter,True,True,True,True,True
1618,90,memory,debt,R,True,True,True,True,True
1619,90,consequence,save,S,True,True,True,True,True
1620,91,replay,debt,A,True,True,True,True,True
1621,91,scene,save,E,True,True,True,True,True
1622,91,resident,movement,WASD,True,True,True,True,True
1623,91,schedule,schedule,Tab,True,True,True,True,True
1624,91,debt,offscreen,Enter,True,True,True,True,True
1625,91,memory,audit,R,True,True,True,True,True
1626,91,consequence,conversation,S,True,True,True,True,True
1627,91,audit,debt,A,True,True,True,True,True
1628,91,replay,save,E,True,True,True,True,True
1629,91,scene,movement,WASD,True,True,True,True,True
1630,91,resident,schedule,Tab,True,True,True,True,True
1631,91,schedule,offscreen,Enter,True,True,True,True,True
1632,91,debt,audit,R,True,True,True,True,True
1633,91,memory,conversation,S,True,True,True,True,True
1634,91,consequence,debt,A,True,True,True,True,True
1635,91,audit,save,E,True,True,True,True,True
1636,91,replay,movement,WASD,True,True,True,True,True
1637,91,scene,schedule,Tab,True,True,True,True,True
1638,92,schedule,movement,Enter,True,True,True,True,True
1639,92,debt,schedule,R,True,True,True,True,True
1640,92,memory,offscreen,S,True,True,True,True,True
1641,92,consequence,audit,A,True,True,True,True,True
1642,92,audit,conversation,E,True,True,True,True,True
1643,92,replay,debt,WASD,True,True,True,True,True
1644,92,scene,save,Tab,True,True,True,True,True
1645,92,resident,movement,Enter,True,True,True,True,True
1646,92,schedule,schedule,R,True,True,True,True,True
1647,92,debt,offscreen,S,True,True,True,True,True
1648,92,memory,audit,A,True,True,True,True,True
1649,92,consequence,conversation,E,True,True,True,True,True
1650,92,audit,debt,WASD,True,True,True,True,True
1651,92,replay,save,Tab,True,True,True,True,True
1652,92,scene,movement,Enter,True,True,True,True,True
1653,92,resident,schedule,R,True,True,True,True,True
1654,92,schedule,offscreen,S,True,True,True,True,True
1655,92,debt,audit,A,True,True,True,True,True
1656,93,consequence,offscreen,E,True,True,True,True,True
1657,93,audit,audit,WASD,True,True,True,True,True
1658,93,replay,conversation,Tab,True,True,True,True,True
1659,93,scene,debt,Enter,True,True,True,True,True
1660,93,resident,save,R,True,True,True,True,True
1661,93,schedule,movement,S,True,True,True,True,True
1662,93,debt,schedule,A,True,True,True,True,True
1663,93,memory,offscreen,E,True,True,True,True,True
1664,93,consequence,audit,WASD,True,True,True,True,True
1665,93,audit,conversation,Tab,True,True,True,True,True
1666,93,replay,debt,Enter,True,True,True,True,True
1667,93,scene,save,R,True,True,True,True,True
1668,93,resident,movement,S,True,True,True,True,True
1669,93,schedule,schedule,A,True,True,True,True,True
1670,93,debt,offscreen,E,True,True,True,True,True
1671,93,memory,audit,WASD,True,True,True,True,True
1672,93,consequence,conversation,Tab,True,True,True,True,True
1673,93,audit,debt,Enter,True,True,True,True,True
1674,94,scene,conversation,R,True,True,True,True,True
1675,94,resident,debt,S,True,True,True,True,True
1676,94,schedule,save,A,True,True,True,True,True
1677,94,debt,movement,E,True,True,True,True,True
1678,94,memory,schedule,WASD,True,True,True,True,True
1679,94,consequence,offscreen,Tab,True,True,True,True,True
1680,94,audit,audit,Enter,True,True,True,True,True
1681,94,replay,conversation,R,True,True,True,True,True
1682,94,scene,debt,S,True,True,True,True,True
1683,94,resident,save,A,True,True,True,True,True
1684,94,schedule,movement,E,True,True,True,True,True
1685,94,debt,schedule,WASD,True,True,True,True,True
1686,94,memory,offscreen,Tab,True,True,True,True,True
1687,94,consequence,audit,Enter,True,True,True,True,True
1688,94,audit,conversation,R,True,True,True,True,True
1689,94,replay,debt,S,True,True,True,True,True
1690,94,scene,save,A,True,True,True,True,True
1691,94,resident,movement,E,True,True,True,True,True
1692,95,debt,save,WASD,True,True,True,True,True
1693,95,memory,movement,Tab,True,True,True,True,True
1694,95,consequence,schedule,Enter,True,True,True,True,True
1695,95,audit,offscreen,R,True,True,True,True,True
1696,95,replay,audit,S,True,True,True,True,True
1697,95,scene,conversation,A,True,True,True,True,True
1698,95,resident,debt,E,True,True,True,True,True
1699,95,schedule,save,WASD,True,True,True,True,True
1700,95,debt,movement,Tab,True,True,True,True,True
1701,95,memory,schedule,Enter,True,True,True,True,True
1702,95,consequence,offscreen,R,True,True,True,True,True
1703,95,audit,audit,S,True,True,True,True,True
1704,95,replay,conversation,A,True,True,True,True,True
1705,95,scene,debt,E,True,True,True,True,True
1706,95,resident,save,WASD,True,True,True,True,True
1707,95,schedule,movement,Tab,True,True,True,True,True
1708,95,debt,schedule,Enter,True,True,True,True,True
1709,95,memory,offscreen,R,True,True,True,True,True
1710,96,audit,schedule,S,True,True,True,True,True
1711,96,replay,offscreen,A,True,True,True,True,True
1712,96,scene,audit,E,True,True,True,True,True
1713,96,resident,conversation,WASD,True,True,True,True,True
1714,96,schedule,debt,Tab,True,True,True,True,True
1715,96,debt,save,Enter,True,True,True,True,True
1716,96,memory,movement,R,True,True,True,True,True
1717,96,consequence,schedule,S,True,True,True,True,True
1718,96,audit,offscreen,A,True,True,True,True,True
1719,96,replay,audit,E,True,True,True,True,True
1720,96,scene,conversation,WASD,True,True,True,True,True
1721,96,resident,debt,Tab,True,True,True,True,True
1722,96,schedule,save,Enter,True,True,True,True,True
1723,96,debt,movement,R,True,True,True,True,True
1724,96,memory,schedule,S,True,True,True,True,True
1725,96,consequence,offscreen,A,True,True,True,True,True
1726,96,audit,audit,E,True,True,True,True,True
1727,96,replay,conversation,WASD,True,True,True,True,True
1728,97,resident,audit,Tab,True,True,True,True,True
1729,97,schedule,conversation,Enter,True,True,True,True,True
1730,97,debt,debt,R,True,True,True,True,True
1731,97,memory,save,S,True,True,True,True,True
1732,97,consequence,movement,A,True,True,True,True,True
1733,97,audit,schedule,E,True,True,True,True,True
1734,97,replay,offscreen,WASD,True,True,True,True,True
1735,97,scene,audit,Tab,True,True,True,True,True
1736,97,resident,conversation,Enter,True,True,True,True,True
1737,97,schedule,debt,R,True,True,True,True,True
1738,97,debt,save,S,True,True,True,True,True
1739,97,memory,movement,A,True,True,True,True,True
1740,97,consequence,schedule,E,True,True,True,True,True
1741,97,audit,offscreen,WASD,True,True,True,True,True
1742,97,replay,audit,Tab,True,True,True,True,True
1743,97,scene,conversation,Enter,True,True,True,True,True
1744,97,resident,debt,R,True,True,True,True,True
1745,97,schedule,save,S,True,True,True,True,True
1746,98,memory,debt,A,True,True,True,True,True
1747,98,consequence,save,E,True,True,True,True,True
1748,98,audit,movement,WASD,True,True,True,True,True
1749,98,replay,schedule,Tab,True,True,True,True,True
1750,98,scene,offscreen,Enter,True,True,True,True,True
1751,98,resident,audit,R,True,True,True,True,True
1752,98,schedule,conversation,S,True,True,True,True,True
1753,98,debt,debt,A,True,True,True,True,True
1754,98,memory,save,E,True,True,True,True,True
1755,98,consequence,movement,WASD,True,True,True,True,True
1756,98,audit,schedule,Tab,True,True,True,True,True
1757,98,replay,offscreen,Enter,True,True,True,True,True
1758,98,scene,audit,R,True,True,True,True,True
1759,98,resident,conversation,S,True,True,True,True,True
1760,98,schedule,debt,A,True,True,True,True,True
1761,98,debt,save,E,True,True,True,True,True
1762,98,memory,movement,WASD,True,True,True,True,True
1763,98,consequence,schedule,Tab,True,True,True,True,True
1764,99,replay,movement,Enter,True,True,True,True,True
1765,99,scene,schedule,R,True,True,True,True,True
1766,99,resident,offscreen,S,True,True,True,True,True
1767,99,schedule,audit,A,True,True,True,True,True
1768,99,debt,conversation,E,True,True,True,True,True
1769,99,memory,debt,WASD,True,True,True,True,True
1770,99,consequence,save,Tab,True,True,True,True,True
1771,99,audit,movement,Enter,True,True,True,True,True
1772,99,replay,schedule,R,True,True,True,True,True
1773,99,scene,offscreen,S,True,True,True,True,True
1774,99,resident,audit,A,True,True,True,True,True
1775,99,schedule,conversation,E,True,True,True,True,True
1776,99,debt,debt,WASD,True,True,True,True,True
1777,99,memory,save,Tab,True,True,True,True,True
1778,99,consequence,movement,Enter,True,True,True,True,True
1779,99,audit,schedule,R,True,True,True,True,True
1780,99,replay,offscreen,S,True,True,True,True,True
1781,99,scene,audit,A,True,True,True,True,True
1782,100,schedule,offscreen,E,True,True,True,True,True
1783,100,debt,audit,WASD,True,True,True,True,True
1784,100,memory,conversation,Tab,True,True,True,True,True
1785,100,consequence,debt,Enter,True,True,True,True,True
1786,100,audit,save,R,True,True,True,True,True
1787,100,replay,movement,S,True,True,True,True,True
1788,100,scene,schedule,A,True,True,True,True,True
1789,100,resident,offscreen,E,True,True,True,True,True
1790,100,schedule,audit,WASD,True,True,True,True,True
1791,100,debt,conversation,Tab,True,True,True,True,True
1792,100,memory,debt,Enter,True,True,True,True,True
1793,100,consequence,save,R,True,True,True,True,True
1794,100,audit,movement,S,True,True,True,True,True
1795,100,replay,schedule,A,True,True,True,True,True
1796,100,scene,offscreen,E,True,True,True,True,True
1797,100,resident,audit,WASD,True,True,True,True,True
1798,100,schedule,conversation,Tab,True,True,True,True,True
1799,100,debt,debt,Enter,True,True,True,True,True
1800,101,consequence,conversation,R,True,True,True,True,True
1801,101,audit,debt,S,True,True,True,True,True
1802,101,replay,save,A,True,True,True,True,True
1803,101,scene,movement,E,True,True,True,True,True
1804,101,resident,schedule,WASD,True,True,True,True,True
1805,101,schedule,offscreen,Tab,True,True,True,True,True
1806,101,debt,audit,Enter,True,True,True,True,True
1807,101,memory,conversation,R,True,True,True,True,True
1808,101,consequence,debt,S,True,True,True,True,True
1809,101,audit,save,A,True,True,True,True,True
1810,101,replay,movement,E,True,True,True,True,True
1811,101,scene,schedule,WASD,True,True,True,True,True
1812,101,resident,offscreen,Tab,True,True,True,True,True
1813,101,schedule,audit,Enter,True,True,True,True,True
1814,101,debt,conversation,R,True,True,True,True,True
1815,101,memory,debt,S,True,True,True,True,True
1816,101,consequence,save,A,True,True,True,True,True
1817,101,audit,movement,E,True,True,True,True,True
1818,102,scene,save,WASD,True,True,True,True,True
1819,102,resident,movement,Tab,True,True,True,True,True
1820,102,schedule,schedule,Enter,True,True,True,True,True
1821,102,debt,offscreen,R,True,True,True,True,True
1822,102,memory,audit,S,True,True,True,True,True
1823,102,consequence,conversation,A,True,True,True,True,True
1824,102,audit,debt,E,True,True,True,True,True
1825,102,replay,save,WASD,True,True,True,True,True
1826,102,scene,movement,Tab,True,True,True,True,True
1827,102,resident,schedule,Enter,True,True,True,True,True
1828,102,schedule,offscreen,R,True,True,True,True,True
1829,102,debt,audit,S,True,True,True,True,True
1830,102,memory,conversation,A,True,True,True,True,True
1831,102,consequence,debt,E,True,True,True,True,True
1832,102,audit,save,WASD,True,True,True,True,True
1833,102,replay,movement,Tab,True,True,True,True,True
1834,102,scene,schedule,Enter,True,True,True,True,True
1835,102,resident,offscreen,R,True,True,True,True,True
1836,103,debt,schedule,S,True,True,True,True,True
1837,103,memory,offscreen,A,True,True,True,True,True
1838,103,consequence,audit,E,True,True,True,True,True
1839,103,audit,conversation,WASD,True,True,True,True,True
1840,103,replay,debt,Tab,True,True,True,True,True
1841,103,scene,save,Enter,True,True,True,True,True
1842,103,resident,movement,R,True,True,True,True,True
1843,103,schedule,schedule,S,True,True,True,True,True
1844,103,debt,offscreen,A,True,True,True,True,True
1845,103,memory,audit,E,True,True,True,True,True
1846,103,consequence,conversation,WASD,True,True,True,True,True
1847,103,audit,debt,Tab,True,True,True,True,True
1848,103,replay,save,Enter,True,True,True,True,True
1849,103,scene,movement,R,True,True,True,True,True
