tick_id,day,debtor,infrastructure_id,owed_work,debt_before,debt_delta,debt_after,settled,visible_to_household,repair_option
202,12,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
203,12,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
204,12,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.139177,0.012,0.151177,False,True,"schedule repair, borrow tool, exchange stock"
205,12,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
206,12,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
207,12,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
208,12,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.151177,0.012,0.163177,False,True,"schedule repair, borrow tool, exchange stock"
209,12,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
210,12,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
211,12,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
212,12,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.343177,0.012,0.355177,False,True,"schedule repair, borrow tool, exchange stock"
213,12,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
214,12,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
215,12,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
216,13,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.355177,-0.134062,0.221115,True,True,"schedule repair, borrow tool, exchange stock"
217,13,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
218,13,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
219,13,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
220,13,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.221115,0.012,0.233115,False,True,"schedule repair, borrow tool, exchange stock"
221,13,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
222,13,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
223,13,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
224,13,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.233115,0.012,0.245115,False,True,"schedule repair, borrow tool, exchange stock"
225,13,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
226,13,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
227,13,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
228,13,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.245115,0.012,0.257115,False,True,"schedule repair, borrow tool, exchange stock"
229,13,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
230,13,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
231,13,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
232,13,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.257115,0.012,0.269115,False,True,"schedule repair, borrow tool, exchange stock"
233,13,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
234,14,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
235,14,Nia,archive_public_kiosk,maintain Archive public kiosk,0.197868,0.0,0.197868,False,True,"schedule repair, borrow tool, exchange stock"
236,14,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.269115,0.012,0.281115,False,True,"schedule repair, borrow tool, exchange stock"
237,14,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
238,14,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
239,14,Nia,archive_public_kiosk,maintain Archive public kiosk,0.377868,-0.124438,0.253429,True,True,"schedule repair, borrow tool, exchange stock"
240,14,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.281115,0.012,0.293115,False,True,"schedule repair, borrow tool, exchange stock"
241,14,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
242,14,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
243,14,Nia,archive_public_kiosk,maintain Archive public kiosk,0.253429,-0.134465,0.118964,True,True,"schedule repair, borrow tool, exchange stock"
244,14,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.293115,0.012,0.305115,False,True,"schedule repair, borrow tool, exchange stock"
245,14,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
246,14,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
247,14,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
248,14,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.305115,0.012,0.317115,False,True,"schedule repair, borrow tool, exchange stock"
249,14,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
250,14,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
251,14,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
252,15,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.317115,-0.125421,0.191694,True,True,"schedule repair, borrow tool, exchange stock"
253,15,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
254,15,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
255,15,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
256,15,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
257,15,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
258,15,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
259,15,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
260,15,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
261,15,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
262,15,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
263,15,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
264,15,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
265,15,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
266,15,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
267,15,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
268,15,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
269,15,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
270,16,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
271,16,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
272,16,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
273,16,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
274,16,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
275,16,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
276,16,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
277,16,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193458,0.0,0.193458,False,True,"schedule repair, borrow tool, exchange stock"
278,16,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
279,16,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
280,16,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
281,16,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.373458,0.0,0.373458,False,True,"schedule repair, borrow tool, exchange stock"
282,16,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
283,16,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
284,16,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
285,16,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.373458,0.012,0.385458,False,True,"schedule repair, borrow tool, exchange stock"
286,16,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
287,16,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
288,17,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
289,17,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.385458,0.012,0.397458,False,True,"schedule repair, borrow tool, exchange stock"
290,17,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
291,17,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
292,17,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
293,17,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.397458,0.012,0.409458,False,True,"schedule repair, borrow tool, exchange stock"
294,17,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
295,17,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
296,17,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
297,17,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.409458,-0.135045,0.274414,True,True,"schedule repair, borrow tool, exchange stock"
298,17,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
299,17,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
300,17,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
301,17,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.274414,0.0,0.274414,False,True,"schedule repair, borrow tool, exchange stock"
302,17,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
303,17,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
304,17,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
305,17,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.274414,-0.125346,0.149068,True,True,"schedule repair, borrow tool, exchange stock"
306,18,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
307,18,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
308,18,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
309,18,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
310,18,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
311,18,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
312,18,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
313,18,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
314,18,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
315,18,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
316,18,Ari,river_mill_bridge,maintain River mill bridge,0.127488,0.0,0.127488,False,True,"schedule repair, borrow tool, exchange stock"
317,18,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
318,18,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
319,18,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
320,18,Ari,river_mill_bridge,maintain River mill bridge,0.307488,0.012,0.319488,False,True,"schedule repair, borrow tool, exchange stock"
321,18,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
322,18,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
323,18,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
324,19,Ari,river_mill_bridge,maintain River mill bridge,0.319488,-0.13439,0.185098,True,True,"schedule repair, borrow tool, exchange stock"
325,19,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
326,19,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
327,19,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
328,19,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
329,19,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
330,19,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
331,19,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
332,19,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
333,19,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
334,19,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
335,19,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
336,19,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
337,19,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
338,19,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
339,19,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
340,19,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
341,19,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
342,20,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
343,20,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
344,20,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
345,20,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
346,20,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
347,20,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
348,20,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
349,20,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
350,20,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
351,20,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
352,20,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
353,20,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
354,20,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
355,20,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
356,20,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
357,20,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
358,20,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
359,20,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
360,21,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
361,21,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
362,21,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
363,21,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
364,21,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
365,21,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
366,21,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
367,21,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
368,21,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
369,21,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
370,21,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.191694,0.0,0.191694,False,True,"schedule repair, borrow tool, exchange stock"
371,21,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
372,21,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
373,21,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
374,21,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.371694,0.0,0.371694,False,True,"schedule repair, borrow tool, exchange stock"
375,21,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
376,21,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
377,21,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.0,0.118964,False,True,"schedule repair, borrow tool, exchange stock"
378,22,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.371694,-0.138951,0.232743,True,True,"schedule repair, borrow tool, exchange stock"
379,22,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
380,22,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
381,22,Nia,archive_public_kiosk,maintain Archive public kiosk,0.118964,0.012,0.130964,False,True,"schedule repair, borrow tool, exchange stock"
382,22,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
383,22,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
384,22,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
385,22,Nia,archive_public_kiosk,maintain Archive public kiosk,0.130964,0.012,0.142964,False,True,"schedule repair, borrow tool, exchange stock"
386,22,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
387,22,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
388,22,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
389,22,Nia,archive_public_kiosk,maintain Archive public kiosk,0.142964,0.012,0.154964,False,True,"schedule repair, borrow tool, exchange stock"
390,22,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
391,22,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
392,22,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
393,22,Nia,archive_public_kiosk,maintain Archive public kiosk,0.154964,0.012,0.166964,False,True,"schedule repair, borrow tool, exchange stock"
394,22,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
395,22,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
396,23,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
397,23,Nia,archive_public_kiosk,maintain Archive public kiosk,0.166964,0.012,0.178964,False,True,"schedule repair, borrow tool, exchange stock"
398,23,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
399,23,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
400,23,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
401,23,Nia,archive_public_kiosk,maintain Archive public kiosk,0.358964,0.012,0.370964,False,True,"schedule repair, borrow tool, exchange stock"
402,23,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
