generation,year,settlement_id,technology_stage,prerequisite_stage,practical_need,material,failure_memory,adoption_rate,rollback_or_loss,causally_linked
55,1650,signal,memory looms,signal lenses,path visibility,copper,storage decay,0.96,False,True
55,1650,orchard,memory looms,signal lenses,dry seed continuity,clay,storage decay,0.96,False,True
55,1650,repair_ring,memory looms,signal lenses,safe repair space,bronze,spark crowding,0.96,False,True
56,1680,riverbend,memory looms,signal lenses,dry crossing,cedar,flood loss,0.96,False,True
56,1680,roofward,memory looms,signal lenses,herb preservation,glass,storage decay,0.96,False,True
56,1680,archive,memory looms,signal lenses,signal memory,inkstone,storage decay,0.96,False,True
56,1680,signal,memory looms,signal lenses,path visibility,copper,storage decay,0.96,False,True
56,1680,orchard,memory looms,signal lenses,dry seed continuity,clay,storage decay,0.9,True,True
56,1680,repair_ring,memory looms,signal lenses,safe repair space,bronze,spark crowding,0.96,False,True
57,1710,riverbend,memory looms,signal lenses,dry crossing,cedar,flood loss,0.96,False,True
57,1710,roofward,memory looms,signal lenses,herb preservation,glass,storage decay,0.96,False,True
57,1710,archive,memory looms,signal lenses,signal memory,inkstone,storage decay,0.96,False,True
57,1710,signal,memory looms,signal lenses,path visibility,copper,storage decay,0.96,False,True
57,1710,orchard,memory looms,signal lenses,dry seed continuity,clay,storage decay,0.96,False,True
57,1710,repair_ring,memory looms,signal lenses,safe repair space,bronze,spark crowding,0.96,False,True
58,1740,riverbend,memory looms,signal lenses,dry crossing,cedar,flood loss,0.96,False,True
58,1740,roofward,memory looms,signal lenses,herb preservation,glass,storage decay,0.96,False,True
58,1740,archive,memory looms,signal lenses,signal memory,inkstone,storage decay,0.96,False,True
58,1740,signal,memory looms,signal lenses,path visibility,copper,storage decay,0.96,False,True
58,1740,orchard,memory looms,signal lenses,dry seed continuity,clay,storage decay,0.96,False,True
58,1740,repair_ring,memory looms,signal lenses,safe repair space,bronze,spark crowding,0.96,False,True
59,1770,riverbend,memory looms,signal lenses,dry crossing,cedar,flood loss,0.96,False,True
59,1770,roofward,memory looms,signal lenses,herb preservation,glass,storage decay,0.96,False,True
59,1770,archive,memory looms,signal lenses,signal memory,inkstone,storage decay,0.96,False,True
59,1770,signal,memory looms,signal lenses,path visibility,copper,storage decay,0.96,False,True
59,1770,orchard,memory looms,signal lenses,dry seed continuity,clay,storage decay,0.96,False,True
59,1770,repair_ring,memory looms,signal lenses,safe repair space,bronze,spark crowding,0.96,False,True
60,1800,riverbend,memory looms,signal lenses,dry crossing,cedar,flood loss,0.94,True,True
60,1800,roofward,memory looms,signal lenses,herb preservation,glass,storage decay,0.96,False,True
60,1800,archive,memory looms,signal lenses,signal memory,inkstone,storage decay,0.96,False,True
60,1800,signal,memory looms,signal lenses,path visibility,copper,storage decay,0.96,False,True
60,1800,orchard,memory looms,signal lenses,dry seed continuity,clay,storage decay,0.96,False,True
60,1800,repair_ring,memory looms,signal lenses,safe repair space,bronze,spark crowding,0.96,False,True
61,1830,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
61,1830,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
61,1830,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
61,1830,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
61,1830,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
61,1830,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
62,1860,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
62,1860,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
62,1860,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
62,1860,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
62,1860,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
62,1860,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
63,1890,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
63,1890,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
63,1890,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
63,1890,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
63,1890,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
63,1890,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
64,1920,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
64,1920,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
64,1920,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
64,1920,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
64,1920,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
64,1920,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,True,True
65,1950,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
65,1950,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
65,1950,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
65,1950,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
65,1950,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
65,1950,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
66,1980,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
66,1980,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
66,1980,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
66,1980,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
66,1980,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
66,1980,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
67,2010,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
67,2010,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
67,2010,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
67,2010,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
67,2010,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
67,2010,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
68,2040,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
68,2040,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,True,True
68,2040,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
68,2040,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
68,2040,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
68,2040,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
69,2070,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
69,2070,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
69,2070,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
69,2070,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
69,2070,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
69,2070,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
70,2100,riverbend,route engines,memory looms,dry crossing,cedar,flood loss,0.96,False,True
70,2100,roofward,route engines,memory looms,herb preservation,glass,storage decay,0.96,False,True
70,2100,archive,route engines,memory looms,signal memory,inkstone,storage decay,0.96,False,True
70,2100,signal,route engines,memory looms,path visibility,copper,storage decay,0.96,False,True
70,2100,orchard,route engines,memory looms,dry seed continuity,clay,storage decay,0.96,False,True
70,2100,repair_ring,route engines,memory looms,safe repair space,bronze,spark crowding,0.96,False,True
71,2130,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
71,2130,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
71,2130,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
71,2130,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
71,2130,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
71,2130,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
72,2160,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
72,2160,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
72,2160,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
72,2160,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
72,2160,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
72,2160,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
73,2190,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
73,2190,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
73,2190,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
73,2190,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
73,2190,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
73,2190,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
74,2220,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
74,2220,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
74,2220,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
74,2220,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
74,2220,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
74,2220,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
75,2250,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
75,2250,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
75,2250,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
75,2250,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
75,2250,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
75,2250,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
76,2280,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
76,2280,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
76,2280,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,True,True
76,2280,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
76,2280,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
76,2280,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
77,2310,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
77,2310,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
77,2310,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
77,2310,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
77,2310,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
77,2310,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
78,2340,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
78,2340,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
78,2340,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
78,2340,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
78,2340,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
78,2340,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
79,2370,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
79,2370,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
79,2370,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
79,2370,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
79,2370,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
79,2370,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
80,2400,riverbend,civic observatories,route engines,dry crossing,cedar,flood loss,0.96,False,True
80,2400,roofward,civic observatories,route engines,herb preservation,glass,storage decay,0.96,False,True
80,2400,archive,civic observatories,route engines,signal memory,inkstone,storage decay,0.96,False,True
80,2400,signal,civic observatories,route engines,path visibility,copper,storage decay,0.96,False,True
80,2400,orchard,civic observatories,route engines,dry seed continuity,clay,storage decay,0.96,False,True
80,2400,repair_ring,civic observatories,route engines,safe repair space,bronze,spark crowding,0.96,False,True
