generation,year,gate_id,avatar_locked,entry_allowed,required_years,required_generations,matured_language_count,matured_technology_count,matured_ritual_count,settlement_memory_count,gate_reason
46,1380,avatar-entry-gate,True,False,2400,80,276,269,276,276,avatar entry locked during pre-avatar culture formation
47,1410,avatar-entry-gate,True,False,2400,80,277,270,277,277,avatar entry locked during pre-avatar culture formation
47,1410,avatar-entry-gate,True,False,2400,80,278,271,278,278,avatar entry locked during pre-avatar culture formation
47,1410,avatar-entry-gate,True,False,2400,80,279,272,279,279,avatar entry locked during pre-avatar culture formation
47,1410,avatar-entry-gate,True,False,2400,80,280,273,280,280,avatar entry locked during pre-avatar culture formation
47,1410,avatar-entry-gate,True,False,2400,80,281,274,281,281,avatar entry locked during pre-avatar culture formation
47,1410,avatar-entry-gate,True,False,2400,80,282,275,282,282,avatar entry locked during pre-avatar culture formation
48,1440,avatar-entry-gate,True,False,2400,80,283,276,283,283,avatar entry locked during pre-avatar culture formation
48,1440,avatar-entry-gate,True,False,2400,80,284,277,284,284,avatar entry locked during pre-avatar culture formation
48,1440,avatar-entry-gate,True,False,2400,80,285,278,285,285,avatar entry locked during pre-avatar culture formation
48,1440,avatar-entry-gate,True,False,2400,80,286,278,286,286,avatar entry locked during pre-avatar culture formation
48,1440,avatar-entry-gate,True,False,2400,80,287,279,287,287,avatar entry locked during pre-avatar culture formation
48,1440,avatar-entry-gate,True,False,2400,80,288,280,288,288,avatar entry locked during pre-avatar culture formation
49,1470,avatar-entry-gate,True,False,2400,80,289,281,289,289,avatar entry locked during pre-avatar culture formation
49,1470,avatar-entry-gate,True,False,2400,80,290,282,290,290,avatar entry locked during pre-avatar culture formation
49,1470,avatar-entry-gate,True,False,2400,80,291,283,291,291,avatar entry locked during pre-avatar culture formation
49,1470,avatar-entry-gate,True,False,2400,80,292,284,292,292,avatar entry locked during pre-avatar culture formation
49,1470,avatar-entry-gate,True,False,2400,80,293,285,293,293,avatar entry locked during pre-avatar culture formation
49,1470,avatar-entry-gate,True,False,2400,80,294,286,294,294,avatar entry locked during pre-avatar culture formation
50,1500,avatar-entry-gate,True,False,2400,80,295,287,295,295,avatar entry locked during pre-avatar culture formation
50,1500,avatar-entry-gate,True,False,2400,80,296,288,296,296,avatar entry locked during pre-avatar culture formation
50,1500,avatar-entry-gate,True,False,2400,80,297,289,297,297,avatar entry locked during pre-avatar culture formation
50,1500,avatar-entry-gate,True,False,2400,80,298,290,298,298,avatar entry locked during pre-avatar culture formation
50,1500,avatar-entry-gate,True,False,2400,80,299,291,299,299,avatar entry locked during pre-avatar culture formation
50,1500,avatar-entry-gate,True,False,2400,80,300,292,300,300,avatar entry locked during pre-avatar culture formation
51,1530,avatar-entry-gate,True,False,2400,80,301,293,301,301,avatar entry locked during pre-avatar culture formation
51,1530,avatar-entry-gate,True,False,2400,80,302,294,302,302,avatar entry locked during pre-avatar culture formation
51,1530,avatar-entry-gate,True,False,2400,80,303,295,303,303,avatar entry locked during pre-avatar culture formation
51,1530,avatar-entry-gate,True,False,2400,80,304,296,304,304,avatar entry locked during pre-avatar culture formation
51,1530,avatar-entry-gate,True,False,2400,80,305,297,305,305,avatar entry locked during pre-avatar culture formation
51,1530,avatar-entry-gate,True,False,2400,80,306,298,306,306,avatar entry locked during pre-avatar culture formation
52,1560,avatar-entry-gate,True,False,2400,80,307,299,307,307,avatar entry locked during pre-avatar culture formation
52,1560,avatar-entry-gate,True,False,2400,80,308,300,308,308,avatar entry locked during pre-avatar culture formation
52,1560,avatar-entry-gate,True,False,2400,80,309,301,309,309,avatar entry locked during pre-avatar culture formation
52,1560,avatar-entry-gate,True,False,2400,80,310,302,310,310,avatar entry locked during pre-avatar culture formation
52,1560,avatar-entry-gate,True,False,2400,80,311,303,311,311,avatar entry locked during pre-avatar culture formation
52,1560,avatar-entry-gate,True,False,2400,80,312,304,312,312,avatar entry locked during pre-avatar culture formation
53,1590,avatar-entry-gate,True,False,2400,80,313,305,313,313,avatar entry locked during pre-avatar culture formation
53,1590,avatar-entry-gate,True,False,2400,80,314,306,314,314,avatar entry locked during pre-avatar culture formation
53,1590,avatar-entry-gate,True,False,2400,80,315,307,315,315,avatar entry locked during pre-avatar culture formation
53,1590,avatar-entry-gate,True,False,2400,80,316,308,316,316,avatar entry locked during pre-avatar culture formation
53,1590,avatar-entry-gate,True,False,2400,80,317,309,317,317,avatar entry locked during pre-avatar culture formation
53,1590,avatar-entry-gate,True,False,2400,80,318,310,318,318,avatar entry locked during pre-avatar culture formation
54,1620,avatar-entry-gate,True,False,2400,80,319,311,319,319,avatar entry locked during pre-avatar culture formation
54,1620,avatar-entry-gate,True,False,2400,80,320,312,320,320,avatar entry locked during pre-avatar culture formation
54,1620,avatar-entry-gate,True,False,2400,80,321,313,321,321,avatar entry locked during pre-avatar culture formation
54,1620,avatar-entry-gate,True,False,2400,80,322,314,322,322,avatar entry locked during pre-avatar culture formation
54,1620,avatar-entry-gate,True,False,2400,80,323,315,323,323,avatar entry locked during pre-avatar culture formation
54,1620,avatar-entry-gate,True,False,2400,80,324,316,324,324,avatar entry locked during pre-avatar culture formation
55,1650,avatar-entry-gate,True,False,2400,80,325,317,325,325,avatar entry locked during pre-avatar culture formation
55,1650,avatar-entry-gate,True,False,2400,80,326,318,326,326,avatar entry locked during pre-avatar culture formation
55,1650,avatar-entry-gate,True,False,2400,80,327,319,327,327,avatar entry locked during pre-avatar culture formation
55,1650,avatar-entry-gate,True,False,2400,80,328,320,328,328,avatar entry locked during pre-avatar culture formation
55,1650,avatar-entry-gate,True,False,2400,80,329,321,329,329,avatar entry locked during pre-avatar culture formation
55,1650,avatar-entry-gate,True,False,2400,80,330,322,330,330,avatar entry locked during pre-avatar culture formation
56,1680,avatar-entry-gate,True,False,2400,80,331,323,331,331,avatar entry locked during pre-avatar culture formation
56,1680,avatar-entry-gate,True,False,2400,80,332,324,332,332,avatar entry locked during pre-avatar culture formation
56,1680,avatar-entry-gate,True,False,2400,80,333,325,333,333,avatar entry locked during pre-avatar culture formation
56,1680,avatar-entry-gate,True,False,2400,80,334,326,334,334,avatar entry locked during pre-avatar culture formation
56,1680,avatar-entry-gate,True,False,2400,80,335,326,335,335,avatar entry locked during pre-avatar culture formation
56,1680,avatar-entry-gate,True,False,2400,80,336,327,336,336,avatar entry locked during pre-avatar culture formation
57,1710,avatar-entry-gate,True,False,2400,80,337,328,337,337,avatar entry locked during pre-avatar culture formation
57,1710,avatar-entry-gate,True,False,2400,80,338,329,338,338,avatar entry locked during pre-avatar culture formation
57,1710,avatar-entry-gate,True,False,2400,80,339,330,339,339,avatar entry locked during pre-avatar culture formation
57,1710,avatar-entry-gate,True,False,2400,80,340,331,340,340,avatar entry locked during pre-avatar culture formation
57,1710,avatar-entry-gate,True,False,2400,80,341,332,341,341,avatar entry locked during pre-avatar culture formation
57,1710,avatar-entry-gate,True,False,2400,80,342,333,342,342,avatar entry locked during pre-avatar culture formation
58,1740,avatar-entry-gate,True,False,2400,80,343,334,343,343,avatar entry locked during pre-avatar culture formation
58,1740,avatar-entry-gate,True,False,2400,80,344,335,344,344,avatar entry locked during pre-avatar culture formation
58,1740,avatar-entry-gate,True,False,2400,80,345,336,345,345,avatar entry locked during pre-avatar culture formation
58,1740,avatar-entry-gate,True,False,2400,80,346,337,346,346,avatar entry locked during pre-avatar culture formation
58,1740,avatar-entry-gate,True,False,2400,80,347,338,347,347,avatar entry locked during pre-avatar culture formation
58,1740,avatar-entry-gate,True,False,2400,80,348,339,348,348,avatar entry locked during pre-avatar culture formation
59,1770,avatar-entry-gate,True,False,2400,80,349,340,349,349,avatar entry locked during pre-avatar culture formation
59,1770,avatar-entry-gate,True,False,2400,80,350,341,350,350,avatar entry locked during pre-avatar culture formation
59,1770,avatar-entry-gate,True,False,2400,80,351,342,351,351,avatar entry locked during pre-avatar culture formation
59,1770,avatar-entry-gate,True,False,2400,80,352,343,352,352,avatar entry locked during pre-avatar culture formation
59,1770,avatar-entry-gate,True,False,2400,80,353,344,353,353,avatar entry locked during pre-avatar culture formation
59,1770,avatar-entry-gate,True,False,2400,80,354,345,354,354,avatar entry locked during pre-avatar culture formation
60,1800,avatar-entry-gate,True,False,2400,80,355,345,355,355,avatar entry locked during pre-avatar culture formation
60,1800,avatar-entry-gate,True,False,2400,80,356,346,356,356,avatar entry locked during pre-avatar culture formation
60,1800,avatar-entry-gate,True,False,2400,80,357,347,357,357,avatar entry locked during pre-avatar culture formation
60,1800,avatar-entry-gate,True,False,2400,80,358,348,358,358,avatar entry locked during pre-avatar culture formation
60,1800,avatar-entry-gate,True,False,2400,80,359,349,359,359,avatar entry locked during pre-avatar culture formation
60,1800,avatar-entry-gate,True,False,2400,80,360,350,360,360,avatar entry locked during pre-avatar culture formation
61,1830,avatar-entry-gate,True,False,2400,80,361,351,361,361,avatar entry locked during pre-avatar culture formation
61,1830,avatar-entry-gate,True,False,2400,80,362,352,362,362,avatar entry locked during pre-avatar culture formation
61,1830,avatar-entry-gate,True,False,2400,80,363,353,363,363,avatar entry locked during pre-avatar culture formation
61,1830,avatar-entry-gate,True,False,2400,80,364,354,364,364,avatar entry locked during pre-avatar culture formation
61,1830,avatar-entry-gate,True,False,2400,80,365,355,365,365,avatar entry locked during pre-avatar culture formation
61,1830,avatar-entry-gate,True,False,2400,80,366,356,366,366,avatar entry locked during pre-avatar culture formation
62,1860,avatar-entry-gate,True,False,2400,80,367,357,367,367,avatar entry locked during pre-avatar culture formation
62,1860,avatar-entry-gate,True,False,2400,80,368,358,368,368,avatar entry locked during pre-avatar culture formation
62,1860,avatar-entry-gate,True,False,2400,80,369,359,369,369,avatar entry locked during pre-avatar culture formation
62,1860,avatar-entry-gate,True,False,2400,80,370,360,370,370,avatar entry locked during pre-avatar culture formation
62,1860,avatar-entry-gate,True,False,2400,80,371,361,371,371,avatar entry locked during pre-avatar culture formation
62,1860,avatar-entry-gate,True,False,2400,80,372,362,372,372,avatar entry locked during pre-avatar culture formation
63,1890,avatar-entry-gate,True,False,2400,80,373,363,373,373,avatar entry locked during pre-avatar culture formation
63,1890,avatar-entry-gate,True,False,2400,80,374,364,374,374,avatar entry locked during pre-avatar culture formation
63,1890,avatar-entry-gate,True,False,2400,80,375,365,375,375,avatar entry locked during pre-avatar culture formation
63,1890,avatar-entry-gate,True,False,2400,80,376,366,376,376,avatar entry locked during pre-avatar culture formation
63,1890,avatar-entry-gate,True,False,2400,80,377,367,377,377,avatar entry locked during pre-avatar culture formation
63,1890,avatar-entry-gate,True,False,2400,80,378,368,378,378,avatar entry locked during pre-avatar culture formation
64,1920,avatar-entry-gate,True,False,2400,80,379,369,379,379,avatar entry locked during pre-avatar culture formation
64,1920,avatar-entry-gate,True,False,2400,80,380,370,380,380,avatar entry locked during pre-avatar culture formation
64,1920,avatar-entry-gate,True,False,2400,80,381,371,381,381,avatar entry locked during pre-avatar culture formation
64,1920,avatar-entry-gate,True,False,2400,80,382,372,382,382,avatar entry locked during pre-avatar culture formation
64,1920,avatar-entry-gate,True,False,2400,80,383,373,383,383,avatar entry locked during pre-avatar culture formation
64,1920,avatar-entry-gate,True,False,2400,80,384,373,384,384,avatar entry locked during pre-avatar culture formation
65,1950,avatar-entry-gate,True,False,2400,80,385,374,385,385,avatar entry locked during pre-avatar culture formation
65,1950,avatar-entry-gate,True,False,2400,80,386,375,386,386,avatar entry locked during pre-avatar culture formation
65,1950,avatar-entry-gate,True,False,2400,80,387,376,387,387,avatar entry locked during pre-avatar culture formation
65,1950,avatar-entry-gate,True,False,2400,80,388,377,388,388,avatar entry locked during pre-avatar culture formation
65,1950,avatar-entry-gate,True,False,2400,80,389,378,389,389,avatar entry locked during pre-avatar culture formation
65,1950,avatar-entry-gate,True,False,2400,80,390,379,390,390,avatar entry locked during pre-avatar culture formation
66,1980,avatar-entry-gate,True,False,2400,80,391,380,391,391,avatar entry locked during pre-avatar culture formation
66,1980,avatar-entry-gate,True,False,2400,80,392,381,392,392,avatar entry locked during pre-avatar culture formation
66,1980,avatar-entry-gate,True,False,2400,80,393,382,393,393,avatar entry locked during pre-avatar culture formation
66,1980,avatar-entry-gate,True,False,2400,80,394,383,394,394,avatar entry locked during pre-avatar culture formation
66,1980,avatar-entry-gate,True,False,2400,80,395,384,395,395,avatar entry locked during pre-avatar culture formation
66,1980,avatar-entry-gate,True,False,2400,80,396,385,396,396,avatar entry locked during pre-avatar culture formation
67,2010,avatar-entry-gate,True,False,2400,80,397,386,397,397,avatar entry locked during pre-avatar culture formation
67,2010,avatar-entry-gate,True,False,2400,80,398,387,398,398,avatar entry locked during pre-avatar culture formation
67,2010,avatar-entry-gate,True,False,2400,80,399,388,399,399,avatar entry locked during pre-avatar culture formation
67,2010,avatar-entry-gate,True,False,2400,80,400,389,400,400,avatar entry locked during pre-avatar culture formation
67,2010,avatar-entry-gate,True,False,2400,80,401,390,401,401,avatar entry locked during pre-avatar culture formation
67,2010,avatar-entry-gate,True,False,2400,80,402,391,402,402,avatar entry locked during pre-avatar culture formation
68,2040,avatar-entry-gate,True,False,2400,80,403,392,403,403,avatar entry locked during pre-avatar culture formation
68,2040,avatar-entry-gate,True,False,2400,80,404,392,404,404,avatar entry locked during pre-avatar culture formation
68,2040,avatar-entry-gate,True,False,2400,80,405,393,405,405,avatar entry locked during pre-avatar culture formation
68,2040,avatar-entry-gate,True,False,2400,80,406,394,406,406,avatar entry locked during pre-avatar culture formation
68,2040,avatar-entry-gate,True,False,2400,80,407,395,407,407,avatar entry locked during pre-avatar culture formation
68,2040,avatar-entry-gate,True,False,2400,80,408,396,408,408,avatar entry locked during pre-avatar culture formation
69,2070,avatar-entry-gate,True,False,2400,80,409,397,409,409,avatar entry locked during pre-avatar culture formation
69,2070,avatar-entry-gate,True,False,2400,80,410,398,410,410,avatar entry locked during pre-avatar culture formation
69,2070,avatar-entry-gate,True,False,2400,80,411,399,411,411,avatar entry locked during pre-avatar culture formation
69,2070,avatar-entry-gate,True,False,2400,80,412,400,412,412,avatar entry locked during pre-avatar culture formation
69,2070,avatar-entry-gate,True,False,2400,80,413,401,413,413,avatar entry locked during pre-avatar culture formation
69,2070,avatar-entry-gate,True,False,2400,80,414,402,414,414,avatar entry locked during pre-avatar culture formation
70,2100,avatar-entry-gate,True,False,2400,80,415,403,415,415,avatar entry locked during pre-avatar culture formation
70,2100,avatar-entry-gate,True,False,2400,80,416,404,416,416,avatar entry locked during pre-avatar culture formation
70,2100,avatar-entry-gate,True,False,2400,80,417,405,417,417,avatar entry locked during pre-avatar culture formation
70,2100,avatar-entry-gate,True,False,2400,80,418,406,418,418,avatar entry locked during pre-avatar culture formation
70,2100,avatar-entry-gate,True,False,2400,80,419,407,419,419,avatar entry locked during pre-avatar culture formation
70,2100,avatar-entry-gate,True,False,2400,80,420,408,420,420,avatar entry locked during pre-avatar culture formation
71,2130,avatar-entry-gate,True,False,2400,80,421,409,421,421,avatar entry locked during pre-avatar culture formation
71,2130,avatar-entry-gate,True,False,2400,80,422,410,422,422,avatar entry locked during pre-avatar culture formation
71,2130,avatar-entry-gate,True,False,2400,80,423,411,423,423,avatar entry locked during pre-avatar culture formation
71,2130,avatar-entry-gate,True,False,2400,80,424,412,424,424,avatar entry locked during pre-avatar culture formation
71,2130,avatar-entry-gate,True,False,2400,80,425,413,425,425,avatar entry locked during pre-avatar culture formation
71,2130,avatar-entry-gate,True,False,2400,80,426,414,426,426,avatar entry locked during pre-avatar culture formation
72,2160,avatar-entry-gate,True,False,2400,80,427,415,427,427,avatar entry locked during pre-avatar culture formation
72,2160,avatar-entry-gate,True,False,2400,80,428,416,428,428,avatar entry locked during pre-avatar culture formation
72,2160,avatar-entry-gate,True,False,2400,80,429,417,429,429,avatar entry locked during pre-avatar culture formation
72,2160,avatar-entry-gate,True,False,2400,80,430,418,430,430,avatar entry locked during pre-avatar culture formation
72,2160,avatar-entry-gate,True,False,2400,80,431,419,431,431,avatar entry locked during pre-avatar culture formation
72,2160,avatar-entry-gate,True,False,2400,80,432,420,432,432,avatar entry locked during pre-avatar culture formation
73,2190,avatar-entry-gate,True,False,2400,80,433,421,433,433,avatar entry locked during pre-avatar culture formation
73,2190,avatar-entry-gate,True,False,2400,80,434,422,434,434,avatar entry locked during pre-avatar culture formation
73,2190,avatar-entry-gate,True,False,2400,80,435,423,435,435,avatar entry locked during pre-avatar culture formation
73,2190,avatar-entry-gate,True,False,2400,80,436,424,436,436,avatar entry locked during pre-avatar culture formation
73,2190,avatar-entry-gate,True,False,2400,80,437,425,437,437,avatar entry locked during pre-avatar culture formation
73,2190,avatar-entry-gate,True,False,2400,80,438,426,438,438,avatar entry locked during pre-avatar culture formation
74,2220,avatar-entry-gate,True,False,2400,80,439,427,439,439,avatar entry locked during pre-avatar culture formation
74,2220,avatar-entry-gate,True,False,2400,80,440,428,440,440,avatar entry locked during pre-avatar culture formation
74,2220,avatar-entry-gate,True,False,2400,80,441,429,441,441,avatar entry locked during pre-avatar culture formation
74,2220,avatar-entry-gate,True,False,2400,80,442,430,442,442,avatar entry locked during pre-avatar culture formation
74,2220,avatar-entry-gate,True,False,2400,80,443,431,443,443,avatar entry locked during pre-avatar culture formation
74,2220,avatar-entry-gate,True,False,2400,80,444,432,444,444,avatar entry locked during pre-avatar culture formation
75,2250,avatar-entry-gate,True,False,2400,80,445,433,445,445,avatar entry locked during pre-avatar culture formation
75,2250,avatar-entry-gate,True,False,2400,80,446,434,446,446,avatar entry locked during pre-avatar culture formation
75,2250,avatar-entry-gate,True,False,2400,80,447,435,447,447,avatar entry locked during pre-avatar culture formation
75,2250,avatar-entry-gate,True,False,2400,80,448,436,448,448,avatar entry locked during pre-avatar culture formation
75,2250,avatar-entry-gate,True,False,2400,80,449,437,449,449,avatar entry locked during pre-avatar culture formation
75,2250,avatar-entry-gate,True,False,2400,80,450,438,450,450,avatar entry locked during pre-avatar culture formation
76,2280,avatar-entry-gate,True,False,2400,80,451,439,451,451,avatar entry locked during pre-avatar culture formation
76,2280,avatar-entry-gate,True,False,2400,80,452,440,452,452,avatar entry locked during pre-avatar culture formation
76,2280,avatar-entry-gate,True,False,2400,80,453,440,453,453,avatar entry locked during pre-avatar culture formation
76,2280,avatar-entry-gate,True,False,2400,80,454,441,454,454,avatar entry locked during pre-avatar culture formation
76,2280,avatar-entry-gate,True,False,2400,80,455,442,455,455,avatar entry locked during pre-avatar culture formation
76,2280,avatar-entry-gate,True,False,2400,80,456,443,456,456,avatar entry locked during pre-avatar culture formation
77,2310,avatar-entry-gate,True,False,2400,80,457,444,457,457,avatar entry locked during pre-avatar culture formation
77,2310,avatar-entry-gate,True,False,2400,80,458,445,458,458,avatar entry locked during pre-avatar culture formation
77,2310,avatar-entry-gate,True,False,2400,80,459,446,459,459,avatar entry locked during pre-avatar culture formation
77,2310,avatar-entry-gate,True,False,2400,80,460,447,460,460,avatar entry locked during pre-avatar culture formation
77,2310,avatar-entry-gate,True,False,2400,80,461,448,461,461,avatar entry locked during pre-avatar culture formation
77,2310,avatar-entry-gate,True,False,2400,80,462,449,462,462,avatar entry locked during pre-avatar culture formation
78,2340,avatar-entry-gate,True,False,2400,80,463,450,463,463,avatar entry locked during pre-avatar culture formation
78,2340,avatar-entry-gate,True,False,2400,80,464,451,464,464,avatar entry locked during pre-avatar culture formation
78,2340,avatar-entry-gate,True,False,2400,80,465,452,465,465,avatar entry locked during pre-avatar culture formation
78,2340,avatar-entry-gate,True,False,2400,80,466,453,466,466,avatar entry locked during pre-avatar culture formation
78,2340,avatar-entry-gate,True,False,2400,80,467,454,467,467,avatar entry locked during pre-avatar culture formation
78,2340,avatar-entry-gate,True,False,2400,80,468,455,468,468,avatar entry locked during pre-avatar culture formation
79,2370,avatar-entry-gate,True,False,2400,80,469,456,469,469,avatar entry locked during pre-avatar culture formation
79,2370,avatar-entry-gate,True,False,2400,80,470,457,470,470,avatar entry locked during pre-avatar culture formation
79,2370,avatar-entry-gate,True,False,2400,80,471,458,471,471,avatar entry locked during pre-avatar culture formation
79,2370,avatar-entry-gate,True,False,2400,80,472,459,472,472,avatar entry locked during pre-avatar culture formation
79,2370,avatar-entry-gate,True,False,2400,80,473,460,473,473,avatar entry locked during pre-avatar culture formation
79,2370,avatar-entry-gate,True,False,2400,80,474,461,474,474,avatar entry locked during pre-avatar culture formation
80,2400,avatar-entry-gate,False,True,2400,80,475,462,475,475,deep-time civilization matured
80,2400,avatar-entry-gate,False,True,2400,80,476,463,476,476,deep-time civilization matured
80,2400,avatar-entry-gate,False,True,2400,80,477,464,477,477,deep-time civilization matured
80,2400,avatar-entry-gate,False,True,2400,80,478,465,478,478,deep-time civilization matured
80,2400,avatar-entry-gate,False,True,2400,80,479,466,479,479,deep-time civilization matured
80,2400,avatar-entry-gate,False,True,2400,80,480,467,480,480,deep-time civilization matured
