tick_id,day,tick,season,route_id,source,destination,forecast_key,forecast_risk,route_choice,planned_distance,hazard_expected,detour_selected,plan_visible,reason
179,13,11,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d13:r6,0.56562,orchard_fen ridge path,5.124,True,True,True,forecast detour
180,13,12,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d13:r9,0.605989,cool archive lane,4.392,True,True,True,forecast detour
181,13,13,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d13:r9,0.513233,stone kiosk path,5.856,True,True,True,forecast detour
182,14,0,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d14:r8,0.515527,market plank route,5.49,True,True,True,forecast detour
183,14,1,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d14:r6,0.406192,direct route,2.8,False,False,True,direct route acceptable
184,14,2,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d14:r6,0.56562,orchard_fen ridge path,5.124,True,True,True,forecast detour
185,14,3,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d14:r9,0.605989,cool archive lane,4.392,True,True,True,forecast detour
186,14,4,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d14:r9,0.513233,stone kiosk path,5.856,True,True,True,forecast detour
187,14,5,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d14:r8,0.427287,direct route,5.1,True,False,True,direct route acceptable
188,14,6,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d14:r9,0.515527,market plank route,5.49,True,True,True,forecast detour
189,14,7,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d14:r7,0.419014,direct route,2.8,False,False,True,direct route acceptable
190,14,8,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d14:r6,0.56562,orchard_fen ridge path,5.124,True,True,True,forecast detour
191,14,9,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d14:r9,0.605989,cool archive lane,4.392,True,True,True,forecast detour
192,14,10,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d14:r9,0.513233,stone kiosk path,5.856,True,True,True,forecast detour
193,14,11,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d14:r8,0.427287,river lantern loop,6.222,True,True,True,forecast detour
194,14,12,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d14:r9,0.515527,market plank route,5.49,True,True,True,forecast detour
195,14,13,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d14:r8,0.465804,outer bell path,3.416,True,True,True,forecast detour
196,15,0,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d15:r6,0.420454,orchard_fen ridge path,5.124,True,True,True,forecast detour
197,15,1,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d15:r9,0.605989,cool archive lane,4.392,True,True,True,forecast detour
198,15,2,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d15:r9,0.513233,direct route,4.8,True,False,True,direct route acceptable
199,15,3,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d15:r8,0.427287,river lantern loop,6.222,True,True,True,forecast detour
200,15,4,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d15:r9,0.515527,market plank route,5.49,True,True,True,forecast detour
201,15,5,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d15:r9,0.465804,outer bell path,3.416,True,True,True,forecast detour
202,15,6,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d15:r7,0.420454,orchard_fen ridge path,5.124,True,True,True,forecast detour
203,15,7,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d15:r9,0.561357,cool archive lane,4.392,True,True,True,forecast detour
204,15,8,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d15:r9,0.513233,stone kiosk path,5.856,True,True,True,forecast detour
205,15,9,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d15:r8,0.427287,river lantern loop,6.222,True,True,True,forecast detour
206,15,10,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d15:r9,0.515527,market plank route,5.49,True,True,True,forecast detour
207,15,11,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d15:r9,0.465804,outer bell path,3.416,True,True,True,forecast detour
208,15,12,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d15:r7,0.420454,orchard_fen ridge path,5.124,True,True,True,forecast detour
209,15,13,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d15:r10,0.561357,direct route,3.6,True,False,True,direct route acceptable
210,16,0,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d16:r9,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
211,16,1,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d16:r8,0.427287,river lantern loop,6.222,True,True,True,forecast detour
212,16,2,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d16:r9,0.515527,market plank route,5.49,True,True,True,forecast detour
213,16,3,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d16:r9,0.465804,outer bell path,3.416,True,True,True,forecast detour
214,16,4,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d16:r7,0.420454,orchard_fen ridge path,5.124,True,True,True,forecast detour
215,16,5,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d16:r10,0.561357,cool archive lane,4.392,True,True,True,forecast detour
216,16,6,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d16:r10,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
217,16,7,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d16:r8,0.42492,river lantern loop,6.222,True,True,True,forecast detour
218,16,8,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d16:r9,0.515527,market plank route,5.49,True,True,True,forecast detour
219,16,9,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d16:r9,0.465804,outer bell path,3.416,True,True,True,forecast detour
220,16,10,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d16:r7,0.420454,direct route,4.2,True,False,True,direct route acceptable
221,16,11,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d16:r10,0.561357,cool archive lane,4.392,True,True,True,forecast detour
222,16,12,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d16:r10,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
223,16,13,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d16:r9,0.42492,river lantern loop,6.222,True,True,True,forecast detour
224,17,0,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d17:r9,0.449628,market plank route,5.49,True,True,True,forecast detour
225,17,1,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d17:r9,0.465804,outer bell path,3.416,True,True,True,forecast detour
226,17,2,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d17:r7,0.420454,orchard_fen ridge path,5.124,True,True,True,forecast detour
227,17,3,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d17:r10,0.561357,cool archive lane,4.392,True,True,True,forecast detour
228,17,4,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d17:r10,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
229,17,5,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d17:r9,0.42492,river lantern loop,6.222,True,True,True,forecast detour
230,17,6,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d17:r10,0.449628,market plank route,5.49,True,True,True,forecast detour
231,17,7,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d17:r9,0.565305,direct route,2.8,True,False,True,direct route acceptable
232,17,8,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d17:r7,0.420454,orchard_fen ridge path,5.124,True,True,True,forecast detour
233,17,9,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d17:r10,0.561357,cool archive lane,4.392,True,True,True,forecast detour
234,17,10,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d17:r10,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
235,17,11,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d17:r9,0.42492,river lantern loop,6.222,True,True,True,forecast detour
236,17,12,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d17:r10,0.449628,market plank route,5.49,True,True,True,forecast detour
237,17,13,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d17:r10,0.565305,outer bell path,3.416,True,True,True,forecast detour
238,18,0,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d18:r7,0.509407,orchard_fen ridge path,5.124,True,True,True,forecast detour
239,18,1,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d18:r10,0.561357,cool archive lane,4.392,True,True,True,forecast detour
240,18,2,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d18:r10,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
241,18,3,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d18:r9,0.42492,river lantern loop,6.222,True,True,True,forecast detour
242,18,4,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d18:r10,0.449628,direct route,4.5,True,False,True,direct route acceptable
243,18,5,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d18:r10,0.565305,outer bell path,3.416,True,True,True,forecast detour
244,18,6,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d18:r8,0.577514,orchard_fen ridge path,5.124,True,True,True,forecast detour
245,18,7,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d18:r10,0.46246,cool archive lane,4.392,True,True,True,forecast detour
246,18,8,spring_rain,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d18:r10,0.535385,stone kiosk path,5.856,True,True,True,forecast detour
247,18,9,spring_rain,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d18:r9,0.42492,river lantern loop,6.222,True,True,True,forecast detour
248,18,10,spring_rain,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d18:r10,0.449628,market plank route,5.49,True,True,True,forecast detour
249,18,11,spring_rain,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d18:r10,0.565305,outer bell path,3.416,True,True,True,forecast detour
250,18,12,spring_rain,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d18:r9,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
251,18,13,spring_rain,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d18:r11,0.46246,cool archive lane,4.392,True,True,True,forecast detour
252,19,0,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d19:r10,0.303988,direct route,4.8,False,False,True,direct route acceptable
253,19,1,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d19:r9,0.42492,direct route,5.1,True,False,True,direct route acceptable
254,19,2,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d19:r10,0.449628,market plank route,5.49,True,True,True,forecast detour
255,19,3,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d19:r10,0.565305,outer bell path,3.416,True,True,True,forecast detour
256,19,4,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d19:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
257,19,5,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d19:r11,0.240369,direct route,3.6,False,False,True,direct route acceptable
258,19,6,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d19:r11,0.303988,direct route,4.8,False,False,True,direct route acceptable
259,19,7,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d19:r9,0.402658,direct route,5.1,False,False,True,direct route acceptable
260,19,8,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d19:r10,0.449628,market plank route,5.49,True,True,True,forecast detour
261,19,9,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d19:r10,0.565305,outer bell path,3.416,True,True,True,forecast detour
262,19,10,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d19:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
263,19,11,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d19:r12,0.221383,direct route,3.6,False,False,True,direct route acceptable
264,19,12,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d19:r11,0.303988,direct route,4.8,False,False,True,direct route acceptable
265,19,13,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d19:r10,0.402658,direct route,5.1,False,False,True,direct route acceptable
266,20,0,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d20:r10,0.409576,direct route,4.5,False,False,True,direct route acceptable
267,20,1,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d20:r10,0.565305,outer bell path,3.416,True,True,True,forecast detour
268,20,2,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d20:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
269,20,3,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d20:r13,0.221383,direct route,3.6,False,False,True,direct route acceptable
270,20,4,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d20:r11,0.239197,direct route,4.8,False,False,True,direct route acceptable
271,20,5,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d20:r10,0.402658,direct route,5.1,False,False,True,direct route acceptable
272,20,6,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d20:r11,0.409576,direct route,4.5,False,False,True,direct route acceptable
273,20,7,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d20:r10,0.355565,direct route,2.8,False,False,True,direct route acceptable
274,20,8,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d20:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
275,20,9,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d20:r13,0.221383,direct route,3.6,False,False,True,direct route acceptable
276,20,10,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d20:r12,0.264255,direct route,4.8,False,False,True,direct route acceptable
277,20,11,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d20:r10,0.402658,direct route,5.1,False,False,True,direct route acceptable
278,20,12,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d20:r11,0.409576,direct route,4.5,False,False,True,direct route acceptable
279,20,13,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d20:r11,0.355565,direct route,2.8,False,False,True,direct route acceptable
280,21,0,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d21:r13,0.259267,direct route,3.6,False,False,True,direct route acceptable
281,21,1,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d21:r13,0.264255,direct route,4.8,False,False,True,direct route acceptable
282,21,2,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d21:r10,0.266824,direct route,5.1,False,False,True,direct route acceptable
283,21,3,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d21:r11,0.409576,direct route,4.5,False,False,True,direct route acceptable
284,21,4,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d21:r11,0.355565,direct route,2.8,False,False,True,direct route acceptable
285,21,5,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d21:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
286,21,6,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d21:r14,0.259267,direct route,3.6,False,False,True,direct route acceptable
287,21,7,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d21:r13,0.184871,direct route,4.8,False,False,True,direct route acceptable
288,21,8,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d21:r11,0.358391,direct route,5.1,False,False,True,direct route acceptable
289,21,9,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d21:r11,0.409576,direct route,4.5,False,False,True,direct route acceptable
290,21,10,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d21:r11,0.355565,direct route,2.8,False,False,True,direct route acceptable
291,21,11,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d21:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
292,21,12,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d21:r14,0.259267,direct route,3.6,False,False,True,direct route acceptable
293,21,13,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d21:r14,0.184871,direct route,4.8,False,False,True,direct route acceptable
294,22,0,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d22:r12,0.211229,direct route,5.1,False,False,True,direct route acceptable
295,22,1,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d22:r11,0.311961,direct route,4.5,False,False,True,direct route acceptable
296,22,2,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d22:r11,0.355565,direct route,2.8,False,False,True,direct route acceptable
297,22,3,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d22:r10,0.510184,direct route,4.2,True,False,True,direct route acceptable
298,22,4,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d22:r14,0.259267,direct route,3.6,False,False,True,direct route acceptable
299,22,5,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d22:r14,0.184871,direct route,4.8,False,False,True,direct route acceptable
300,22,6,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d22:r13,0.211229,direct route,5.1,False,False,True,direct route acceptable
301,22,7,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d22:r12,0.327829,direct route,4.5,False,False,True,direct route acceptable
302,22,8,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d22:r11,0.355565,direct route,2.8,False,False,True,direct route acceptable
303,22,9,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d22:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
304,22,10,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d22:r14,0.259267,direct route,3.6,False,False,True,direct route acceptable
305,22,11,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d22:r14,0.184871,direct route,4.8,False,False,True,direct route acceptable
306,22,12,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d22:r13,0.211229,direct route,5.1,False,False,True,direct route acceptable
307,22,13,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d22:r13,0.375472,direct route,4.5,False,False,True,direct route acceptable
308,23,0,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d23:r11,0.340038,direct route,2.8,False,False,True,direct route acceptable
309,23,1,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d23:r10,0.510184,orchard_fen ridge path,5.124,True,True,True,forecast detour
310,23,2,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d23:r14,0.259267,direct route,3.6,False,False,True,direct route acceptable
311,23,3,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d23:r14,0.184871,direct route,4.8,False,False,True,direct route acceptable
312,23,4,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d23:r13,0.211229,direct route,5.1,False,False,True,direct route acceptable
313,23,5,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d23:r14,0.375472,direct route,4.5,False,False,True,direct route acceptable
314,23,6,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d23:r12,0.378891,direct route,2.8,False,False,True,direct route acceptable
315,23,7,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d23:r10,0.253732,direct route,4.2,False,False,True,direct route acceptable
316,23,8,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d23:r14,0.259267,direct route,3.6,False,False,True,direct route acceptable
317,23,9,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d23:r14,0.184871,direct route,4.8,False,False,True,direct route acceptable
318,23,10,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d23:r13,0.211229,direct route,5.1,False,False,True,direct route acceptable
319,23,11,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d23:r14,0.375472,direct route,4.5,False,False,True,direct route acceptable
320,23,12,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d23:r13,0.303369,direct route,2.8,False,False,True,direct route acceptable
321,23,13,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d23:r11,0.253732,direct route,4.2,False,False,True,direct route acceptable
322,24,0,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d24:r14,0.183475,direct route,3.6,False,False,True,direct route acceptable
323,24,1,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d24:r14,0.184871,direct route,4.8,False,False,True,direct route acceptable
324,24,2,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d24:r13,0.211229,direct route,5.1,False,False,True,direct route acceptable
325,24,3,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d24:r14,0.375472,direct route,4.5,False,False,True,direct route acceptable
326,24,4,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d24:r14,0.303369,direct route,2.8,False,False,True,direct route acceptable
327,24,5,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d24:r11,0.253732,direct route,4.2,False,False,True,direct route acceptable
328,24,6,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d24:r15,0.183475,direct route,3.6,False,False,True,direct route acceptable
329,24,7,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d24:r14,0.292244,direct route,4.8,False,False,True,direct route acceptable
330,24,8,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d24:r13,0.211229,direct route,5.1,False,False,True,direct route acceptable
331,24,9,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d24:r14,0.375472,direct route,4.5,False,False,True,direct route acceptable
332,24,10,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d24:r14,0.303369,direct route,2.8,False,False,True,direct route acceptable
333,24,11,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d24:r11,0.253732,direct route,4.2,False,False,True,direct route acceptable
334,24,12,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d24:r15,0.183475,direct route,3.6,False,False,True,direct route acceptable
335,24,13,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d24:r15,0.292244,direct route,4.8,False,False,True,direct route acceptable
336,25,0,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d25:r13,0.299624,direct route,5.1,False,False,True,direct route acceptable
337,25,1,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d25:r14,0.375472,direct route,4.5,False,False,True,direct route acceptable
338,25,2,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d25:r14,0.303369,direct route,2.8,False,False,True,direct route acceptable
339,25,3,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d25:r11,0.253732,direct route,4.2,False,False,True,direct route acceptable
340,25,4,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d25:r15,0.183475,direct route,3.6,False,False,True,direct route acceptable
341,25,5,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d25:r15,0.292244,direct route,4.8,False,False,True,direct route acceptable
342,25,6,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d25:r14,0.299624,direct route,5.1,False,False,True,direct route acceptable
343,25,7,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d25:r14,0.259212,direct route,4.5,False,False,True,direct route acceptable
344,25,8,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d25:r14,0.303369,direct route,2.8,False,False,True,direct route acceptable
345,25,9,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d25:r11,0.253732,direct route,4.2,False,False,True,direct route acceptable
346,25,10,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d25:r15,0.183475,direct route,3.6,False,False,True,direct route acceptable
347,25,11,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d25:r15,0.292244,direct route,4.8,False,False,True,direct route acceptable
348,25,12,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d25:r14,0.299624,direct route,5.1,False,False,True,direct route acceptable
349,25,13,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d25:r15,0.259212,direct route,4.5,False,False,True,direct route acceptable
350,26,0,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d26:r14,0.239023,direct route,2.8,False,False,True,direct route acceptable
351,26,1,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d26:r11,0.253732,direct route,4.2,False,False,True,direct route acceptable
352,26,2,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d26:r15,0.183475,direct route,3.6,False,False,True,direct route acceptable
353,26,3,summer_dry,archive_signal,archive_quarter,signal_ridge,forecast:archive_signal:d26:r15,0.292244,direct route,4.8,False,False,True,direct route acceptable
354,26,4,summer_dry,signal_orchard,signal_ridge,orchard_fen,forecast:signal_orchard:d26:r14,0.299624,direct route,5.1,False,False,True,direct route acceptable
355,26,5,summer_dry,orchard_riverbend,orchard_fen,riverbend,forecast:orchard_riverbend:d26:r15,0.259212,direct route,4.5,False,False,True,direct route acceptable
356,26,6,summer_dry,central_repair_ring,central_exchange,repair_hall,forecast:central_repair_ring:d26:r15,0.239023,direct route,2.8,False,False,True,direct route acceptable
357,26,7,summer_dry,riverbend_roofward,riverbend,roofward,forecast:riverbend_roofward:d26:r11,0.311525,direct route,4.2,False,False,True,direct route acceptable
358,26,8,summer_dry,roofward_archive,roofward,archive_quarter,forecast:roofward_archive:d26:r15,0.183475,direct route,3.6,False,False,True,direct route acceptable
