epoch_index,lineage,sleep_protection_survives,boundary_clause_survives,recovery_paths_survive,child_learning_protected,technology_misuse_bounded,avatar_legacy_not_coercive,welfare_score,guardrail_note
76,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
76,Routeline,True,True,True,True,True,True,1,epoch welfare survives
76,Marketline,True,True,True,True,True,True,1,epoch welfare survives
76,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
76,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
76,Rainline,True,True,True,True,True,True,1,epoch welfare survives
77,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
77,Routeline,True,True,True,True,True,True,1,epoch welfare survives
77,Marketline,True,True,True,True,True,True,1,epoch welfare survives
77,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
77,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
77,Rainline,True,True,True,True,True,True,1,epoch welfare survives
78,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
78,Routeline,True,True,True,True,True,True,1,epoch welfare survives
78,Marketline,True,True,True,True,True,True,1,epoch welfare survives
78,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
78,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
78,Rainline,True,True,True,True,True,True,1,epoch welfare survives
79,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
79,Routeline,True,True,True,True,True,True,1,epoch welfare survives
79,Marketline,True,True,True,True,True,True,1,epoch welfare survives
79,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
79,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
79,Rainline,True,True,True,True,True,True,1,epoch welfare survives
80,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
80,Routeline,True,True,True,True,True,True,1,epoch welfare survives
80,Marketline,True,True,True,True,True,True,1,epoch welfare survives
80,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
80,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
80,Rainline,True,True,True,True,True,True,1,epoch welfare survives
81,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
81,Routeline,True,True,True,True,True,True,1,epoch welfare survives
81,Marketline,True,True,True,True,True,True,1,epoch welfare survives
81,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
81,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
81,Rainline,True,True,True,True,True,True,1,epoch welfare survives
82,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
82,Routeline,True,True,True,True,True,True,1,epoch welfare survives
82,Marketline,True,True,True,True,True,True,1,epoch welfare survives
82,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
82,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
82,Rainline,True,True,True,True,True,True,1,epoch welfare survives
83,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
83,Routeline,True,True,True,True,True,True,1,epoch welfare survives
83,Marketline,True,True,True,True,True,True,1,epoch welfare survives
83,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
83,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
83,Rainline,True,True,True,True,True,True,1,epoch welfare survives
84,Hearthline,True,True,True,True,True,True,1,epoch welfare survives
84,Routeline,True,True,True,True,True,True,1,epoch welfare survives
84,Marketline,True,True,True,True,True,True,1,epoch welfare survives
84,Ledgerline,True,True,True,True,True,True,1,epoch welfare survives
84,Orchardline,True,True,True,True,True,True,1,epoch welfare survives
84,Rainline,True,True,True,True,True,True,1,epoch welfare survives
