epoch_id,simulated_year,generation,settlement_id,population_estimate,resource_pressure,conflict_pressure,cooperation_norm_strength,institution_count,avatar_absent,civilization_marker,continuity_score,bounded_history
219,215,8,orchid_engine,73,0.261176,0.170447,0.60266,2,True,orchid_engine warm engine terrace year 215 institutions 2,0.431797,True
220,220,8,moss_ward,45,0.220588,0.268824,0.593806,2,True,moss_ward wet temperate ward year 220 institutions 2,0.425816,True
221,220,8,glass_harbor,52,0.234118,0.109365,0.608157,2,True,glass_harbor fog harbor year 220 institutions 2,0.435511,True
222,220,8,cinder_garden,59,0.247647,0.129906,0.606308,2,True,cinder_garden ash garden year 220 institutions 2,0.434262,True
223,220,8,lichen_bridge,66,0.261176,0.150447,0.60446,2,True,lichen_bridge rope bridge valley year 220 institutions 2,0.433013,True
224,220,8,orchid_engine,73,0.274706,0.170988,0.602611,2,True,orchid_engine warm engine terrace year 220 institutions 2,0.431764,True
225,225,9,moss_ward,45,0.234118,0.109365,0.614157,2,True,moss_ward wet temperate ward year 225 institutions 2,0.442231,True
226,225,9,glass_harbor,52,0.247647,0.129906,0.612308,2,True,glass_harbor fog harbor year 225 institutions 2,0.440982,True
227,225,9,cinder_garden,60,0.261176,0.150447,0.61046,2,True,cinder_garden ash garden year 225 institutions 2,0.439733,True
228,225,9,lichen_bridge,67,0.274706,0.170988,0.608611,2,True,lichen_bridge rope bridge valley year 225 institutions 2,0.438484,True
229,225,9,orchid_engine,74,0.288235,0.191529,0.606762,2,True,orchid_engine warm engine terrace year 225 institutions 2,0.437235,True
230,230,9,moss_ward,46,0.247647,0.109906,0.614108,2,True,moss_ward wet temperate ward year 230 institutions 2,0.442198,True
231,230,9,glass_harbor,53,0.261176,0.130447,0.61226,2,True,glass_harbor fog harbor year 230 institutions 2,0.440949,True
232,230,9,cinder_garden,60,0.274706,0.150988,0.610411,2,True,cinder_garden ash garden year 230 institutions 2,0.4397,True
233,230,9,lichen_bridge,67,0.288235,0.171529,0.608562,2,True,lichen_bridge rope bridge valley year 230 institutions 2,0.438451,True
234,230,9,orchid_engine,74,0.301765,0.192071,0.606714,2,True,orchid_engine warm engine terrace year 230 institutions 2,0.437202,True
235,235,9,moss_ward,46,0.261176,0.110447,0.61406,2,True,moss_ward wet temperate ward year 235 institutions 2,0.442165,True
236,235,9,glass_harbor,53,0.274706,0.130988,0.612211,2,True,glass_harbor fog harbor year 235 institutions 2,0.440916,True
237,235,9,cinder_garden,60,0.288235,0.151529,0.610362,2,True,cinder_garden ash garden year 235 institutions 2,0.439667,True
238,235,9,lichen_bridge,67,0.301765,0.172071,0.608514,2,True,lichen_bridge rope bridge valley year 235 institutions 2,0.438418,True
239,235,9,orchid_engine,74,0.315294,0.192612,0.606665,2,True,orchid_engine warm engine terrace year 235 institutions 2,0.437169,True
240,240,9,moss_ward,46,0.274706,0.110988,0.614011,2,True,moss_ward wet temperate ward year 240 institutions 2,0.442132,True
241,240,9,glass_harbor,53,0.288235,0.131529,0.612162,2,True,glass_harbor fog harbor year 240 institutions 2,0.440883,True
242,240,9,cinder_garden,60,0.301765,0.152071,0.610314,2,True,cinder_garden ash garden year 240 institutions 2,0.439634,True
243,240,9,lichen_bridge,67,0.315294,0.172612,0.608465,2,True,lichen_bridge rope bridge valley year 240 institutions 2,0.438385,True
244,240,9,orchid_engine,74,0.328824,0.193153,0.606616,2,True,orchid_engine warm engine terrace year 240 institutions 2,0.437136,True
245,245,9,moss_ward,46,0.288235,0.111529,0.613962,2,True,moss_ward wet temperate ward year 245 institutions 2,0.442099,True
246,245,9,glass_harbor,53,0.301765,0.132071,0.612114,2,True,glass_harbor fog harbor year 245 institutions 2,0.44085,True
247,245,9,cinder_garden,60,0.315294,0.152612,0.610265,2,True,cinder_garden ash garden year 245 institutions 2,0.439601,True
248,245,9,lichen_bridge,67,0.328824,0.173153,0.608416,2,True,lichen_bridge rope bridge valley year 245 institutions 2,0.438352,True
249,245,9,orchid_engine,74,0.342353,0.193694,0.606568,2,True,orchid_engine warm engine terrace year 245 institutions 2,0.437103,True
250,250,10,moss_ward,46,0.301765,0.132071,0.618114,2,True,moss_ward wet temperate ward year 250 institutions 2,0.44757,True
251,250,10,glass_harbor,53,0.315294,0.152612,0.616265,2,True,glass_harbor fog harbor year 250 institutions 2,0.446321,True
252,250,10,cinder_garden,60,0.328824,0.173153,0.614416,2,True,cinder_garden ash garden year 250 institutions 2,0.445072,True
253,250,10,lichen_bridge,67,0.342353,0.193694,0.612568,2,True,lichen_bridge rope bridge valley year 250 institutions 2,0.443823,True
254,250,10,orchid_engine,74,0.355882,0.214235,0.610719,2,True,orchid_engine warm engine terrace year 250 institutions 2,0.442574,True
255,255,10,moss_ward,46,0.315294,0.132612,0.618065,2,True,moss_ward wet temperate ward year 255 institutions 2,0.447537,True
256,255,10,glass_harbor,53,0.328824,0.153153,0.616216,2,True,glass_harbor fog harbor year 255 institutions 2,0.446288,True
257,255,10,cinder_garden,60,0.342353,0.173694,0.614368,2,True,cinder_garden ash garden year 255 institutions 2,0.445039,True
258,255,10,lichen_bridge,67,0.355882,0.194235,0.612519,2,True,lichen_bridge rope bridge valley year 255 institutions 2,0.44379,True
259,255,10,orchid_engine,74,0.369412,0.214776,0.61067,2,True,orchid_engine warm engine terrace year 255 institutions 2,0.442542,True
260,260,10,moss_ward,46,0.328824,0.133153,0.618016,2,True,moss_ward wet temperate ward year 260 institutions 2,0.447504,True
261,260,10,glass_harbor,53,0.342353,0.153694,0.616168,2,True,glass_harbor fog harbor year 260 institutions 2,0.446255,True
262,260,10,cinder_garden,60,0.355882,0.174235,0.614319,2,True,cinder_garden ash garden year 260 institutions 2,0.445006,True
263,260,10,lichen_bridge,67,0.369412,0.194776,0.61247,2,True,lichen_bridge rope bridge valley year 260 institutions 2,0.443758,True
264,260,10,orchid_engine,74,0.382941,0.215318,0.610621,2,True,orchid_engine warm engine terrace year 260 institutions 2,0.442509,True
265,265,10,moss_ward,46,0.342353,0.133694,0.617968,2,True,moss_ward wet temperate ward year 265 institutions 2,0.447471,True
266,265,10,glass_harbor,53,0.355882,0.154235,0.616119,2,True,glass_harbor fog harbor year 265 institutions 2,0.446222,True
267,265,10,cinder_garden,60,0.369412,0.174776,0.61427,2,True,cinder_garden ash garden year 265 institutions 2,0.444974,True
268,265,10,lichen_bridge,67,0.382941,0.195318,0.612421,2,True,lichen_bridge rope bridge valley year 265 institutions 2,0.443725,True
269,265,10,orchid_engine,74,0.396471,0.215859,0.610573,2,True,orchid_engine warm engine terrace year 265 institutions 2,0.442476,True
270,270,10,moss_ward,46,0.355882,0.134235,0.617919,2,True,moss_ward wet temperate ward year 270 institutions 2,0.447438,True
271,270,10,glass_harbor,53,0.369412,0.154776,0.61607,2,True,glass_harbor fog harbor year 270 institutions 2,0.44619,True
272,270,10,cinder_garden,60,0.382941,0.175318,0.614221,2,True,cinder_garden ash garden year 270 institutions 2,0.444941,True
273,270,10,lichen_bridge,67,0.396471,0.195859,0.612373,2,True,lichen_bridge rope bridge valley year 270 institutions 2,0.443692,True
274,270,10,orchid_engine,74,0.18,0.2072,0.611352,2,True,orchid_engine warm engine terrace year 270 institutions 2,0.443002,True
275,275,11,moss_ward,46,0.369412,0.154776,0.62207,3,True,moss_ward wet temperate ward year 275 institutions 3,0.45291,True
276,275,11,glass_harbor,53,0.382941,0.175318,0.620221,3,True,glass_harbor fog harbor year 275 institutions 3,0.451661,True
277,275,11,cinder_garden,60,0.396471,0.195859,0.618373,2,True,cinder_garden ash garden year 275 institutions 2,0.450412,True
278,275,11,lichen_bridge,67,0.18,0.2072,0.617352,2,True,lichen_bridge rope bridge valley year 275 institutions 2,0.449722,True
279,275,11,orchid_engine,74,0.193529,0.227741,0.615503,2,True,orchid_engine warm engine terrace year 275 institutions 2,0.448473,True
280,280,11,moss_ward,47,0.382941,0.155318,0.622021,3,True,moss_ward wet temperate ward year 280 institutions 3,0.452877,True
281,280,11,glass_harbor,54,0.396471,0.175859,0.620173,3,True,glass_harbor fog harbor year 280 institutions 3,0.451628,True
282,280,11,cinder_garden,61,0.18,0.1872,0.619152,2,True,cinder_garden ash garden year 280 institutions 2,0.450938,True
283,280,11,lichen_bridge,68,0.193529,0.207741,0.617303,2,True,lichen_bridge rope bridge valley year 280 institutions 2,0.449689,True
284,280,11,orchid_engine,75,0.207059,0.228282,0.615455,2,True,orchid_engine warm engine terrace year 280 institutions 2,0.44844,True
285,285,11,moss_ward,47,0.396471,0.155859,0.621973,3,True,moss_ward wet temperate ward year 285 institutions 3,0.452844,True
286,285,11,glass_harbor,54,0.18,0.1672,0.620952,3,True,glass_harbor fog harbor year 285 institutions 3,0.452154,True
287,285,11,cinder_garden,61,0.193529,0.187741,0.619103,2,True,cinder_garden ash garden year 285 institutions 2,0.450905,True
288,285,11,lichen_bridge,68,0.207059,0.208282,0.617255,2,True,lichen_bridge rope bridge valley year 285 institutions 2,0.449656,True
289,285,11,orchid_engine,75,0.220588,0.228824,0.615406,2,True,orchid_engine warm engine terrace year 285 institutions 2,0.448408,True
290,290,11,moss_ward,47,0.18,0.1472,0.622752,3,True,moss_ward wet temperate ward year 290 institutions 3,0.45337,True
291,290,11,glass_harbor,54,0.193529,0.167741,0.620903,3,True,glass_harbor fog harbor year 290 institutions 3,0.452121,True
292,290,11,cinder_garden,61,0.207059,0.188282,0.619055,2,True,cinder_garden ash garden year 290 institutions 2,0.450872,True
293,290,11,lichen_bridge,68,0.220588,0.208824,0.617206,2,True,lichen_bridge rope bridge valley year 290 institutions 2,0.449624,True
294,290,11,orchid_engine,75,0.234118,0.229365,0.615357,2,True,orchid_engine warm engine terrace year 290 institutions 2,0.448375,True
295,295,11,moss_ward,47,0.193529,0.147741,0.622703,3,True,moss_ward wet temperate ward year 295 institutions 3,0.453337,True
296,295,11,glass_harbor,54,0.207059,0.168282,0.620855,3,True,glass_harbor fog harbor year 295 institutions 3,0.452088,True
297,295,11,cinder_garden,61,0.220588,0.188824,0.619006,2,True,cinder_garden ash garden year 295 institutions 2,0.45084,True
298,295,11,lichen_bridge,68,0.234118,0.209365,0.617157,2,True,lichen_bridge rope bridge valley year 295 institutions 2,0.449591,True
299,295,11,orchid_engine,75,0.247647,0.229906,0.615308,2,True,orchid_engine warm engine terrace year 295 institutions 2,0.448342,True
300,300,12,moss_ward,47,0.207059,0.168282,0.626855,3,True,moss_ward wet temperate ward year 300 institutions 3,0.458808,True
301,300,12,glass_harbor,54,0.220588,0.188824,0.625006,3,True,glass_harbor fog harbor year 300 institutions 3,0.45756,True
302,300,12,cinder_garden,61,0.234118,0.209365,0.623157,3,True,cinder_garden ash garden year 300 institutions 3,0.456311,True
303,300,12,lichen_bridge,68,0.247647,0.229906,0.621308,3,True,lichen_bridge rope bridge valley year 300 institutions 3,0.455062,True
304,300,12,orchid_engine,75,0.261176,0.250447,0.61946,2,True,orchid_engine warm engine terrace year 300 institutions 2,0.453813,True
305,305,12,moss_ward,47,0.220588,0.168824,0.626806,3,True,moss_ward wet temperate ward year 305 institutions 3,0.458776,True
306,305,12,glass_harbor,54,0.234118,0.189365,0.624957,3,True,glass_harbor fog harbor year 305 institutions 3,0.457527,True
307,305,12,cinder_garden,61,0.247647,0.209906,0.623108,3,True,cinder_garden ash garden year 305 institutions 3,0.456278,True
308,305,12,lichen_bridge,68,0.261176,0.230447,0.62126,3,True,lichen_bridge rope bridge valley year 305 institutions 3,0.455029,True
309,305,12,orchid_engine,75,0.274706,0.250988,0.619411,2,True,orchid_engine warm engine terrace year 305 institutions 2,0.45378,True
310,310,12,moss_ward,47,0.234118,0.169365,0.626757,3,True,moss_ward wet temperate ward year 310 institutions 3,0.458743,True
311,310,12,glass_harbor,54,0.247647,0.189906,0.624908,3,True,glass_harbor fog harbor year 310 institutions 3,0.457494,True
312,310,12,cinder_garden,61,0.261176,0.210447,0.62306,3,True,cinder_garden ash garden year 310 institutions 3,0.456245,True
313,310,12,lichen_bridge,68,0.274706,0.230988,0.621211,3,True,lichen_bridge rope bridge valley year 310 institutions 3,0.454996,True
314,310,12,orchid_engine,75,0.288235,0.251529,0.619362,2,True,orchid_engine warm engine terrace year 310 institutions 2,0.453747,True
315,315,12,moss_ward,47,0.247647,0.169906,0.626708,3,True,moss_ward wet temperate ward year 315 institutions 3,0.45871,True
316,315,12,glass_harbor,54,0.261176,0.190447,0.62486,3,True,glass_harbor fog harbor year 315 institutions 3,0.457461,True
317,315,12,cinder_garden,61,0.274706,0.210988,0.623011,3,True,cinder_garden ash garden year 315 institutions 3,0.456212,True
318,315,12,lichen_bridge,68,0.288235,0.231529,0.621162,3,True,lichen_bridge rope bridge valley year 315 institutions 3,0.454963,True
319,315,12,orchid_engine,75,0.301765,0.252071,0.619314,2,True,orchid_engine warm engine terrace year 315 institutions 2,0.453714,True
320,320,12,moss_ward,47,0.261176,0.170447,0.62666,3,True,moss_ward wet temperate ward year 320 institutions 3,0.458677,True
321,320,12,glass_harbor,54,0.274706,0.190988,0.624811,3,True,glass_harbor fog harbor year 320 institutions 3,0.457428,True
322,320,12,cinder_garden,61,0.288235,0.211529,0.622962,3,True,cinder_garden ash garden year 320 institutions 3,0.456179,True
323,320,12,lichen_bridge,68,0.301765,0.232071,0.621114,3,True,lichen_bridge rope bridge valley year 320 institutions 3,0.45493,True
324,320,12,orchid_engine,75,0.315294,0.252612,0.619265,2,True,orchid_engine warm engine terrace year 320 institutions 2,0.453681,True
325,325,13,moss_ward,47,0.274706,0.190988,0.630811,3,True,moss_ward wet temperate ward year 325 institutions 3,0.464148,True
326,325,13,glass_harbor,54,0.288235,0.211529,0.628962,3,True,glass_harbor fog harbor year 325 institutions 3,0.462899,True
327,325,13,cinder_garden,61,0.301765,0.232071,0.627114,3,True,cinder_garden ash garden year 325 institutions 3,0.46165,True
328,325,13,lichen_bridge,68,0.315294,0.252612,0.625265,3,True,lichen_bridge rope bridge valley year 325 institutions 3,0.460401,True
329,325,13,orchid_engine,75,0.328824,0.273153,0.623416,3,True,orchid_engine warm engine terrace year 325 institutions 3,0.459152,True
330,330,13,moss_ward,48,0.288235,0.191529,0.630762,3,True,moss_ward wet temperate ward year 330 institutions 3,0.464115,True
331,330,13,glass_harbor,55,0.301765,0.212071,0.628914,3,True,glass_harbor fog harbor year 330 institutions 3,0.462866,True
332,330,13,cinder_garden,62,0.315294,0.232612,0.627065,3,True,cinder_garden ash garden year 330 institutions 3,0.461617,True
333,330,13,lichen_bridge,68,0.328824,0.253153,0.625216,3,True,lichen_bridge rope bridge valley year 330 institutions 3,0.460368,True
334,330,13,orchid_engine,75,0.342353,0.273694,0.623368,3,True,orchid_engine warm engine terrace year 330 institutions 3,0.459119,True
335,335,13,moss_ward,48,0.301765,0.192071,0.630714,3,True,moss_ward wet temperate ward year 335 institutions 3,0.464082,True
336,335,13,glass_harbor,55,0.315294,0.212612,0.628865,3,True,glass_harbor fog harbor year 335 institutions 3,0.462833,True
337,335,13,cinder_garden,62,0.328824,0.233153,0.627016,3,True,cinder_garden ash garden year 335 institutions 3,0.461584,True
338,335,13,lichen_bridge,69,0.342353,0.253694,0.625168,3,True,lichen_bridge rope bridge valley year 335 institutions 3,0.460335,True
339,335,13,orchid_engine,76,0.355882,0.274235,0.623319,3,True,orchid_engine warm engine terrace year 335 institutions 3,0.459086,True
340,340,13,moss_ward,48,0.315294,0.192612,0.630665,3,True,moss_ward wet temperate ward year 340 institutions 3,0.464049,True
341,340,13,glass_harbor,55,0.328824,0.213153,0.628816,3,True,glass_harbor fog harbor year 340 institutions 3,0.4628,True
342,340,13,cinder_garden,62,0.342353,0.233694,0.626968,3,True,cinder_garden ash garden year 340 institutions 3,0.461551,True
343,340,13,lichen_bridge,69,0.355882,0.254235,0.625119,3,True,lichen_bridge rope bridge valley year 340 institutions 3,0.460302,True
344,340,13,orchid_engine,76,0.369412,0.274776,0.62327,3,True,orchid_engine warm engine terrace year 340 institutions 3,0.459054,True
345,345,13,moss_ward,48,0.328824,0.193153,0.630616,3,True,moss_ward wet temperate ward year 345 institutions 3,0.464016,True
346,345,13,glass_harbor,55,0.342353,0.213694,0.628768,3,True,glass_harbor fog harbor year 345 institutions 3,0.462767,True
347,345,13,cinder_garden,62,0.355882,0.234235,0.626919,3,True,cinder_garden ash garden year 345 institutions 3,0.461518,True
348,345,13,lichen_bridge,69,0.369412,0.254776,0.62507,3,True,lichen_bridge rope bridge valley year 345 institutions 3,0.46027,True
349,345,13,orchid_engine,76,0.382941,0.275318,0.623221,3,True,orchid_engine warm engine terrace year 345 institutions 3,0.459021,True
350,350,14,moss_ward,48,0.392353,0.215694,0.634588,3,True,moss_ward wet temperate ward year 350 institutions 3,0.469366,True
351,350,14,glass_harbor,55,0.405882,0.236235,0.632739,3,True,glass_harbor fog harbor year 350 institutions 3,0.468117,True
352,350,14,cinder_garden,62,0.419412,0.256776,0.63089,3,True,cinder_garden ash garden year 350 institutions 3,0.466868,True
353,350,14,lichen_bridge,69,0.432941,0.277318,0.629041,3,True,lichen_bridge rope bridge valley year 350 institutions 3,0.465619,True
354,350,14,orchid_engine,76,0.446471,0.117859,0.643393,3,True,orchid_engine warm engine terrace year 350 institutions 3,0.475314,True
355,355,14,moss_ward,48,0.405882,0.216235,0.634539,3,True,moss_ward wet temperate ward year 355 institutions 3,0.469333,True
356,355,14,glass_harbor,55,0.419412,0.236776,0.63269,3,True,glass_harbor fog harbor year 355 institutions 3,0.468084,True
357,355,14,cinder_garden,62,0.432941,0.257318,0.630841,3,True,cinder_garden ash garden year 355 institutions 3,0.466835,True
358,355,14,lichen_bridge,69,0.446471,0.277859,0.628993,3,True,lichen_bridge rope bridge valley year 355 institutions 3,0.465586,True
359,355,14,orchid_engine,76,0.23,0.1092,0.644172,3,True,orchid_engine warm engine terrace year 355 institutions 3,0.475841,True
360,360,14,moss_ward,48,0.419412,0.216776,0.63449,3,True,moss_ward wet temperate ward year 360 institutions 3,0.4693,True
361,360,14,glass_harbor,55,0.432941,0.237318,0.632641,3,True,glass_harbor fog harbor year 360 institutions 3,0.468051,True
362,360,14,cinder_garden,62,0.446471,0.257859,0.630793,3,True,cinder_garden ash garden year 360 institutions 3,0.466802,True
363,360,14,lichen_bridge,69,0.23,0.2692,0.629772,3,True,lichen_bridge rope bridge valley year 360 institutions 3,0.466113,True
364,360,14,orchid_engine,76,0.243529,0.109741,0.644123,3,True,orchid_engine warm engine terrace year 360 institutions 3,0.475808,True
365,365,14,moss_ward,48,0.432941,0.217318,0.634441,3,True,moss_ward wet temperate ward year 365 institutions 3,0.469267,True
366,365,14,glass_harbor,55,0.446471,0.237859,0.632593,3,True,glass_harbor fog harbor year 365 institutions 3,0.468018,True
367,365,14,cinder_garden,62,0.23,0.2492,0.631572,3,True,cinder_garden ash garden year 365 institutions 3,0.467329,True
368,365,14,lichen_bridge,69,0.243529,0.269741,0.629723,3,True,lichen_bridge rope bridge valley year 365 institutions 3,0.46608,True
369,365,14,orchid_engine,76,0.257059,0.110282,0.644075,3,True,orchid_engine warm engine terrace year 365 institutions 3,0.475775,True
370,370,14,moss_ward,48,0.446471,0.217859,0.634393,3,True,moss_ward wet temperate ward year 370 institutions 3,0.469234,True
371,370,14,glass_harbor,55,0.23,0.2292,0.633372,3,True,glass_harbor fog harbor year 370 institutions 3,0.468545,True
372,370,14,cinder_garden,62,0.243529,0.249741,0.631523,3,True,cinder_garden ash garden year 370 institutions 3,0.467296,True
373,370,14,lichen_bridge,69,0.257059,0.270282,0.629675,3,True,lichen_bridge rope bridge valley year 370 institutions 3,0.466047,True
374,370,14,orchid_engine,76,0.270588,0.110824,0.644026,3,True,orchid_engine warm engine terrace year 370 institutions 3,0.475742,True
375,375,15,moss_ward,48,0.18,0.2272,0.639552,3,True,moss_ward wet temperate ward year 375 institutions 3,0.475386,True
376,375,15,glass_harbor,55,0.193529,0.247741,0.637703,3,True,glass_harbor fog harbor year 375 institutions 3,0.474137,True
377,375,15,cinder_garden,62,0.207059,0.268282,0.635855,3,True,cinder_garden ash garden year 375 institutions 3,0.472888,True
378,375,15,lichen_bridge,69,0.220588,0.108824,0.650206,3,True,lichen_bridge rope bridge valley year 375 institutions 3,0.482584,True
379,375,15,orchid_engine,76,0.234118,0.129365,0.648357,3,True,orchid_engine warm engine terrace year 375 institutions 3,0.481335,True
380,380,15,moss_ward,48,0.193529,0.227741,0.639503,3,True,moss_ward wet temperate ward year 380 institutions 3,0.475353,True
381,380,15,glass_harbor,55,0.207059,0.248282,0.637655,3,True,glass_harbor fog harbor year 380 institutions 3,0.474104,True
382,380,15,cinder_garden,62,0.220588,0.268824,0.635806,3,True,cinder_garden ash garden year 380 institutions 3,0.472856,True
383,380,15,lichen_bridge,69,0.234118,0.109365,0.650157,3,True,lichen_bridge rope bridge valley year 380 institutions 3,0.482551,True
384,380,15,orchid_engine,76,0.247647,0.129906,0.648308,3,True,orchid_engine warm engine terrace year 380 institutions 3,0.481302,True
385,385,15,moss_ward,49,0.207059,0.228282,0.639455,3,True,moss_ward wet temperate ward year 385 institutions 3,0.47532,True
386,385,15,glass_harbor,56,0.220588,0.248824,0.637606,3,True,glass_harbor fog harbor year 385 institutions 3,0.474072,True
387,385,15,cinder_garden,63,0.234118,0.269365,0.635757,3,True,cinder_garden ash garden year 385 institutions 3,0.472823,True
388,385,15,lichen_bridge,70,0.247647,0.109906,0.650108,3,True,lichen_bridge rope bridge valley year 385 institutions 3,0.482518,True
389,385,15,orchid_engine,77,0.261176,0.130447,0.64826,3,True,orchid_engine warm engine terrace year 385 institutions 3,0.481269,True
390,390,15,moss_ward,49,0.220588,0.228824,0.639406,3,True,moss_ward wet temperate ward year 390 institutions 3,0.475288,True
391,390,15,glass_harbor,56,0.234118,0.249365,0.637557,3,True,glass_harbor fog harbor year 390 institutions 3,0.474039,True
392,390,15,cinder_garden,63,0.247647,0.269906,0.635708,3,True,cinder_garden ash garden year 390 institutions 3,0.47279,True
393,390,15,lichen_bridge,70,0.261176,0.110447,0.65006,3,True,lichen_bridge rope bridge valley year 390 institutions 3,0.482485,True
394,390,15,orchid_engine,77,0.274706,0.130988,0.648211,3,True,orchid_engine warm engine terrace year 390 institutions 3,0.481236,True
395,395,15,moss_ward,49,0.234118,0.229365,0.639357,3,True,moss_ward wet temperate ward year 395 institutions 3,0.475255,True
396,395,15,glass_harbor,56,0.247647,0.249906,0.637508,3,True,glass_harbor fog harbor year 395 institutions 3,0.474006,True
397,395,15,cinder_garden,63,0.261176,0.270447,0.63566,3,True,cinder_garden ash garden year 395 institutions 3,0.472757,True
398,395,15,lichen_bridge,70,0.274706,0.110988,0.650011,3,True,lichen_bridge rope bridge valley year 395 institutions 3,0.482452,True
399,395,15,orchid_engine,77,0.288235,0.131529,0.648162,3,True,orchid_engine warm engine terrace year 395 institutions 3,0.481203,True
400,400,16,moss_ward,49,0.247647,0.249906,0.643508,4,True,moss_ward wet temperate ward year 400 institutions 4,0.480726,True
401,400,16,glass_harbor,56,0.261176,0.270447,0.64166,4,True,glass_harbor fog harbor year 400 institutions 4,0.479477,True
402,400,16,cinder_garden,63,0.274706,0.110988,0.656011,4,True,cinder_garden ash garden year 400 institutions 4,0.489172,True
403,400,16,lichen_bridge,70,0.288235,0.131529,0.654162,4,True,lichen_bridge rope bridge valley year 400 institutions 4,0.487923,True
404,400,16,orchid_engine,77,0.301765,0.152071,0.652314,4,True,orchid_engine warm engine terrace year 400 institutions 4,0.486674,True
405,405,16,moss_ward,49,0.261176,0.250447,0.64346,4,True,moss_ward wet temperate ward year 405 institutions 4,0.480693,True
406,405,16,glass_harbor,56,0.274706,0.270988,0.641611,4,True,glass_harbor fog harbor year 405 institutions 4,0.479444,True
407,405,16,cinder_garden,63,0.288235,0.111529,0.655962,4,True,cinder_garden ash garden year 405 institutions 4,0.489139,True
408,405,16,lichen_bridge,70,0.301765,0.132071,0.654114,4,True,lichen_bridge rope bridge valley year 405 institutions 4,0.48789,True
409,405,16,orchid_engine,77,0.315294,0.152612,0.652265,4,True,orchid_engine warm engine terrace year 405 institutions 4,0.486641,True
410,410,16,moss_ward,49,0.274706,0.250988,0.643411,4,True,moss_ward wet temperate ward year 410 institutions 4,0.48066,True
411,410,16,glass_harbor,56,0.288235,0.271529,0.641562,4,True,glass_harbor fog harbor year 410 institutions 4,0.479411,True
412,410,16,cinder_garden,63,0.301765,0.112071,0.655914,4,True,cinder_garden ash garden year 410 institutions 4,0.489106,True
413,410,16,lichen_bridge,70,0.315294,0.132612,0.654065,4,True,lichen_bridge rope bridge valley year 410 institutions 4,0.487857,True
414,410,16,orchid_engine,77,0.328824,0.153153,0.652216,4,True,orchid_engine warm engine terrace year 410 institutions 4,0.486608,True
415,415,16,moss_ward,49,0.288235,0.251529,0.643362,4,True,moss_ward wet temperate ward year 415 institutions 4,0.480627,True
416,415,16,glass_harbor,56,0.301765,0.272071,0.641514,4,True,glass_harbor fog harbor year 415 institutions 4,0.479378,True
417,415,16,cinder_garden,63,0.315294,0.112612,0.655865,4,True,cinder_garden ash garden year 415 institutions 4,0.489073,True
418,415,16,lichen_bridge,70,0.328824,0.133153,0.654016,4,True,lichen_bridge rope bridge valley year 415 institutions 4,0.487824,True
419,415,16,orchid_engine,77,0.342353,0.153694,0.652168,4,True,orchid_engine warm engine terrace year 415 institutions 4,0.486575,True
420,420,16,moss_ward,49,0.301765,0.252071,0.643314,4,True,moss_ward wet temperate ward year 420 institutions 4,0.480594,True
421,420,16,glass_harbor,56,0.315294,0.272612,0.641465,4,True,glass_harbor fog harbor year 420 institutions 4,0.479345,True
422,420,16,cinder_garden,63,0.328824,0.113153,0.655816,4,True,cinder_garden ash garden year 420 institutions 4,0.48904,True
423,420,16,lichen_bridge,70,0.342353,0.133694,0.653968,4,True,lichen_bridge rope bridge valley year 420 institutions 4,0.487791,True
424,420,16,orchid_engine,77,0.355882,0.154235,0.652119,4,True,orchid_engine warm engine terrace year 420 institutions 4,0.486542,True
425,425,17,moss_ward,49,0.315294,0.272612,0.647465,4,True,moss_ward wet temperate ward year 425 institutions 4,0.486065,True
426,425,17,glass_harbor,56,0.328824,0.113153,0.661816,4,True,glass_harbor fog harbor year 425 institutions 4,0.49576,True
427,425,17,cinder_garden,63,0.342353,0.133694,0.659968,4,True,cinder_garden ash garden year 425 institutions 4,0.494511,True
428,425,17,lichen_bridge,70,0.355882,0.154235,0.658119,4,True,lichen_bridge rope bridge valley year 425 institutions 4,0.493262,True
429,425,17,orchid_engine,77,0.369412,0.174776,0.65627,4,True,orchid_engine warm engine terrace year 425 institutions 4,0.492014,True
430,430,17,moss_ward,49,0.328824,0.273153,0.647416,4,True,moss_ward wet temperate ward year 430 institutions 4,0.486032,True
431,430,17,glass_harbor,56,0.342353,0.113694,0.661768,4,True,glass_harbor fog harbor year 430 institutions 4,0.495727,True
432,430,17,cinder_garden,63,0.355882,0.134235,0.659919,4,True,cinder_garden ash garden year 430 institutions 4,0.494478,True
433,430,17,lichen_bridge,70,0.369412,0.154776,0.65807,4,True,lichen_bridge rope bridge valley year 430 institutions 4,0.49323,True
434,430,17,orchid_engine,77,0.382941,0.175318,0.656221,4,True,orchid_engine warm engine terrace year 430 institutions 4,0.491981,True
435,435,17,moss_ward,50,0.342353,0.273694,0.647368,4,True,moss_ward wet temperate ward year 435 institutions 4,0.485999,True
436,435,17,glass_harbor,57,0.355882,0.114235,0.661719,4,True,glass_harbor fog harbor year 435 institutions 4,0.495694,True
437,435,17,cinder_garden,64,0.369412,0.134776,0.65987,4,True,cinder_garden ash garden year 435 institutions 4,0.494446,True
438,435,17,lichen_bridge,71,0.382941,0.155318,0.658021,4,True,lichen_bridge rope bridge valley year 435 institutions 4,0.493197,True
439,435,17,orchid_engine,78,0.396471,0.175859,0.656173,4,True,orchid_engine warm engine terrace year 435 institutions 4,0.491948,True
