tick,day,snapshot_id,scene_id,storage_key,stores_avatar_position,stores_agent_positions,stores_object_states,stores_prompt_state,stores_replay_cursor,snapshot_integrity
238,16,v21-snapshot-0238,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
239,16,v21-snapshot-0239,v21-scene-d16,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
240,17,v21-snapshot-0240,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
241,17,v21-snapshot-0241,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
242,17,v21-snapshot-0242,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
243,17,v21-snapshot-0243,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
244,17,v21-snapshot-0244,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
245,17,v21-snapshot-0245,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
246,17,v21-snapshot-0246,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
247,17,v21-snapshot-0247,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
248,17,v21-snapshot-0248,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
249,17,v21-snapshot-0249,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
250,17,v21-snapshot-0250,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,0,1,1,0.8
251,17,v21-snapshot-0251,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
252,17,v21-snapshot-0252,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,0,1,0.8
253,17,v21-snapshot-0253,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
254,17,v21-snapshot-0254,v21-scene-d17,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
255,18,v21-snapshot-0255,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
256,18,v21-snapshot-0256,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,0,0,1,0.6
257,18,v21-snapshot-0257,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
258,18,v21-snapshot-0258,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
259,18,v21-snapshot-0259,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
260,18,v21-snapshot-0260,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
261,18,v21-snapshot-0261,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
262,18,v21-snapshot-0262,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
263,18,v21-snapshot-0263,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
264,18,v21-snapshot-0264,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
265,18,v21-snapshot-0265,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
266,18,v21-snapshot-0266,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
267,18,v21-snapshot-0267,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
268,18,v21-snapshot-0268,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
269,18,v21-snapshot-0269,v21-scene-d18,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
270,19,v21-snapshot-0270,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
271,19,v21-snapshot-0271,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
272,19,v21-snapshot-0272,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
273,19,v21-snapshot-0273,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
274,19,v21-snapshot-0274,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
275,19,v21-snapshot-0275,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
276,19,v21-snapshot-0276,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
277,19,v21-snapshot-0277,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
278,19,v21-snapshot-0278,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
279,19,v21-snapshot-0279,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
280,19,v21-snapshot-0280,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
281,19,v21-snapshot-0281,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
282,19,v21-snapshot-0282,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
283,19,v21-snapshot-0283,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
284,19,v21-snapshot-0284,v21-scene-d19,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
285,20,v21-snapshot-0285,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
286,20,v21-snapshot-0286,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
287,20,v21-snapshot-0287,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
288,20,v21-snapshot-0288,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
289,20,v21-snapshot-0289,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
290,20,v21-snapshot-0290,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
291,20,v21-snapshot-0291,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
292,20,v21-snapshot-0292,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
293,20,v21-snapshot-0293,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
294,20,v21-snapshot-0294,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
295,20,v21-snapshot-0295,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
296,20,v21-snapshot-0296,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
297,20,v21-snapshot-0297,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
298,20,v21-snapshot-0298,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
299,20,v21-snapshot-0299,v21-scene-d20,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
300,21,v21-snapshot-0300,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
301,21,v21-snapshot-0301,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
302,21,v21-snapshot-0302,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
303,21,v21-snapshot-0303,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
304,21,v21-snapshot-0304,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
305,21,v21-snapshot-0305,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
306,21,v21-snapshot-0306,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
307,21,v21-snapshot-0307,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
308,21,v21-snapshot-0308,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
309,21,v21-snapshot-0309,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
310,21,v21-snapshot-0310,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
311,21,v21-snapshot-0311,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
312,21,v21-snapshot-0312,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
313,21,v21-snapshot-0313,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
314,21,v21-snapshot-0314,v21-scene-d21,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
315,22,v21-snapshot-0315,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
316,22,v21-snapshot-0316,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
317,22,v21-snapshot-0317,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
318,22,v21-snapshot-0318,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
319,22,v21-snapshot-0319,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
320,22,v21-snapshot-0320,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
321,22,v21-snapshot-0321,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
322,22,v21-snapshot-0322,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
323,22,v21-snapshot-0323,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
324,22,v21-snapshot-0324,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
325,22,v21-snapshot-0325,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
326,22,v21-snapshot-0326,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
327,22,v21-snapshot-0327,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
328,22,v21-snapshot-0328,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
329,22,v21-snapshot-0329,v21-scene-d22,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
330,23,v21-snapshot-0330,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
331,23,v21-snapshot-0331,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
332,23,v21-snapshot-0332,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
333,23,v21-snapshot-0333,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
334,23,v21-snapshot-0334,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
335,23,v21-snapshot-0335,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
336,23,v21-snapshot-0336,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
337,23,v21-snapshot-0337,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,0,1,1,1,0.8
338,23,v21-snapshot-0338,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
339,23,v21-snapshot-0339,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
340,23,v21-snapshot-0340,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,0,1,1,1,1,0.8
341,23,v21-snapshot-0341,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
342,23,v21-snapshot-0342,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
343,23,v21-snapshot-0343,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,0,1,1,0.8
344,23,v21-snapshot-0344,v21-scene-d23,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
345,24,v21-snapshot-0345,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
346,24,v21-snapshot-0346,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
347,24,v21-snapshot-0347,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
348,24,v21-snapshot-0348,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
349,24,v21-snapshot-0349,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
350,24,v21-snapshot-0350,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
351,24,v21-snapshot-0351,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
352,24,v21-snapshot-0352,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
353,24,v21-snapshot-0353,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
354,24,v21-snapshot-0354,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
355,24,v21-snapshot-0355,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
356,24,v21-snapshot-0356,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
357,24,v21-snapshot-0357,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
358,24,v21-snapshot-0358,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,1,1.0
359,24,v21-snapshot-0359,v21-scene-d24,ssrm_browser_world_v21_live_scene_state,1,1,1,1,0,0.8
