tick_id,day,settlement_id,resident_id,object_id,memory_key,reload_index,trust_before,trust_after,debt_before,debt_after,memory_span_days,recalled_after_multiple_reloads,inventory_trust_effect_visible,private_memory_not_dumped
790,44,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,15,0.884,0.885,0.356,0.356,42,True,True,True
791,44,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,23,0.787,0.788,0.08,0.08,20,True,True,True
792,45,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,14,0.919,0.921,0.31,0.31,19,True,True,True
794,45,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,16,0.98,0.98,0.0,0.0,42,True,True,True
796,45,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.788,0.789,0.08,0.08,21,True,True,True
797,45,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,16,0.98,0.98,0.0,0.0,24,True,True,True
798,45,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,15,0.921,0.922,0.31,0.31,18,True,True,True
799,45,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,22,0.738,0.739,0.08,0.08,23,True,True,True
800,45,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,16,0.98,0.98,0.0,0.0,28,True,True,True
801,45,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,15,0.93,0.932,0.31,0.31,23,True,True,True
802,45,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,24,0.724,0.726,0.08,0.08,42,True,True,True
804,45,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,15,0.924,0.926,0.31,0.31,18,True,True,True
806,45,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,16,0.98,0.98,0.0,0.0,42,True,True,True
808,45,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.789,0.79,0.08,0.08,20,True,True,True
809,45,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,16,0.98,0.98,0.0,0.0,23,True,True,True
810,46,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,22,0.776,0.778,0.08,0.08,44,True,True,True
811,46,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,16,0.98,0.98,0.0,0.0,45,True,True,True
812,46,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,15,0.885,0.886,0.356,0.356,44,True,True,True
813,46,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.79,0.791,0.08,0.08,21,True,True,True
814,46,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,17,0.98,0.98,0.0,0.0,24,True,True,True
816,46,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,23,0.739,0.74,0.08,0.08,23,True,True,True
818,46,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,15,0.932,0.938,0.31,0.32,23,True,True,True
820,46,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,18,0.657,0.658,0.08,0.08,44,True,True,True
821,46,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,15,0.926,0.928,0.31,0.31,19,True,True,True
822,46,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,23,0.778,0.78,0.08,0.08,44,True,True,True
823,46,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,16,0.98,0.98,0.0,0.0,45,True,True,True
824,46,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,15,0.896,0.897,0.368,0.368,44,True,True,True
825,46,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.795,0.797,0.08,0.08,21,True,True,True
826,46,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,23,True,True,True
828,47,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,16,0.98,0.98,0.0,0.0,30,True,True,True
830,47,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.797,0.798,0.08,0.08,21,True,True,True
831,47,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,24,True,True,True
832,47,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,16,0.896,0.897,0.356,0.356,42,True,True,True
833,47,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,23,0.74,0.741,0.08,0.08,24,True,True,True
834,47,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,17,0.98,0.98,0.0,0.0,28,True,True,True
835,47,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,15,0.94,0.942,0.32,0.32,23,True,True,True
836,47,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,24,0.692,0.694,0.08,0.08,42,True,True,True
838,47,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,16,0.928,0.934,0.31,0.32,19,True,True,True
840,47,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,17,0.98,0.98,0.0,0.0,27,True,True,True
842,47,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.798,0.799,0.08,0.08,20,True,True,True
843,47,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,23,True,True,True
844,47,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,16,0.907,0.908,0.368,0.368,42,True,True,True
845,47,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,23,0.743,0.744,0.08,0.08,23,True,True,True
846,48,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,15,0.897,0.898,0.368,0.368,46,True,True,True
847,48,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.799,0.801,0.08,0.08,20,True,True,True
848,48,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,24,True,True,True
850,48,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.744,0.745,0.08,0.08,24,True,True,True
852,48,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,16,0.942,0.944,0.32,0.32,23,True,True,True
854,48,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,18,0.658,0.659,0.08,0.08,46,True,True,True
855,48,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,16,0.936,0.938,0.32,0.32,20,True,True,True
856,48,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,24,0.782,0.784,0.08,0.08,46,True,True,True
857,48,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,18,0.98,0.98,0.0,0.0,45,True,True,True
858,48,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,16,0.898,0.9,0.368,0.368,46,True,True,True
859,48,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.801,0.802,0.08,0.08,19,True,True,True
860,48,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,23,True,True,True
862,48,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.745,0.746,0.08,0.08,23,True,True,True
864,49,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,24,0.802,0.803,0.08,0.08,19,True,True,True
865,49,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,24,True,True,True
866,49,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,16,0.68,0.681,0.08,0.08,48,True,True,True
867,49,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.746,0.747,0.08,0.08,24,True,True,True
868,49,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,19,0.98,0.98,0.0,0.0,29,True,True,True
869,49,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,16,0.944,0.95,0.32,0.33,24,True,True,True
870,49,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,25,0.805,0.807,0.08,0.08,18,True,True,True
872,49,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,16,0.938,0.94,0.32,0.32,20,True,True,True
874,49,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,19,0.98,0.98,0.0,0.0,48,True,True,True
876,49,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,25,0.807,0.808,0.08,0.08,18,True,True,True
877,49,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,23,True,True,True
878,49,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,16,0.683,0.684,0.08,0.08,48,True,True,True
879,49,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.747,0.748,0.08,0.08,23,True,True,True
880,49,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,19,0.98,0.98,0.0,0.0,28,True,True,True
881,49,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,16,0.95,0.956,0.33,0.34,23,True,True,True
882,50,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,18,0.98,0.98,0.0,0.0,24,True,True,True
884,50,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.748,0.749,0.08,0.08,24,True,True,True
886,50,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.958,0.96,0.34,0.34,24,True,True,True
888,50,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,19,0.659,0.66,0.08,0.08,46,True,True,True
889,50,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,16,0.94,0.946,0.32,0.33,21,True,True,True
890,50,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,24,0.784,0.786,0.08,0.08,46,True,True,True
891,50,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,19,0.98,0.98,0.0,0.0,27,True,True,True
892,50,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,17,0.92,0.921,0.392,0.392,46,True,True,True
893,50,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,25,0.808,0.809,0.08,0.08,19,True,True,True
894,50,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,20,0.98,0.98,0.0,0.0,23,True,True,True
896,50,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.751,0.752,0.08,0.08,23,True,True,True
898,50,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.962,0.964,0.34,0.34,23,True,True,True
900,51,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,16,0.946,0.947,0.33,0.33,21,True,True,True
901,51,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.752,0.753,0.08,0.08,24,True,True,True
902,51,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,19,0.98,0.98,0.0,0.0,28,True,True,True
903,51,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.964,0.966,0.34,0.34,24,True,True,True
904,51,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,26,0.732,0.734,0.08,0.08,48,True,True,True
906,51,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,17,0.949,0.951,0.33,0.33,21,True,True,True
908,51,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,19,0.98,0.98,0.0,0.0,48,True,True,True
910,51,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,26,0.809,0.81,0.08,0.08,19,True,True,True
911,51,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,20,0.98,0.98,0.0,0.0,23,True,True,True
912,51,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,17,0.951,0.952,0.33,0.33,20,True,True,True
913,51,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.753,0.755,0.08,0.08,23,True,True,True
914,51,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,19,0.98,0.98,0.0,0.0,28,True,True,True
915,51,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.966,0.968,0.34,0.34,23,True,True,True
916,51,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,26,0.736,0.738,0.08,0.08,48,True,True,True
918,52,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,24,0.755,0.756,0.08,0.08,24,True,True,True
920,52,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.968,0.974,0.34,0.35,24,True,True,True
922,52,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,21,0.66,0.661,0.08,0.08,48,True,True,True
923,52,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,17,0.952,0.954,0.33,0.33,21,True,True,True
924,52,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,25,0.79,0.792,0.08,0.08,46,True,True,True
925,52,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,19,0.98,0.98,0.0,0.0,51,True,True,True
926,52,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,17,0.931,0.932,0.404,0.404,46,True,True,True
927,52,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,26,0.812,0.813,0.08,0.08,20,True,True,True
928,52,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,21,0.98,0.98,0.0,0.0,23,True,True,True
930,52,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,25,0.756,0.757,0.08,0.08,23,True,True,True
932,52,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.974,0.98,0.35,0.36,23,True,True,True
934,52,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,21,0.661,0.662,0.08,0.08,46,True,True,True
935,52,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,17,0.954,0.956,0.33,0.33,20,True,True,True
936,53,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,20,0.98,0.98,0.0,0.0,28,True,True,True
937,53,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.98,0.98,0.36,0.36,24,True,True,True
938,53,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,26,0.7,0.702,0.08,0.08,48,True,True,True
940,53,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.956,0.962,0.33,0.34,21,True,True,True
942,53,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,21,0.98,0.98,0.0,0.0,28,True,True,True
944,53,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,26,0.815,0.816,0.08,0.08,20,True,True,True
945,53,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,21,0.98,0.98,0.0,0.0,23,True,True,True
946,53,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,18,0.928,0.929,0.392,0.392,48,True,True,True
947,53,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,25,0.759,0.76,0.08,0.08,23,True,True,True
948,53,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,21,0.98,0.98,0.0,0.0,27,True,True,True
949,53,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.98,0.98,0.36,0.36,23,True,True,True
950,53,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,26,0.704,0.706,0.08,0.08,48,True,True,True
952,53,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.962,0.968,0.34,0.35,20,True,True,True
954,54,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,17,0.98,0.98,0.36,0.36,24,True,True,True
956,54,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,21,0.662,0.663,0.08,0.08,48,True,True,True
957,54,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.97,0.972,0.35,0.35,21,True,True,True
958,54,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,26,0.794,0.796,0.08,0.08,48,True,True,True
959,54,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,21,0.98,0.98,0.0,0.0,51,True,True,True
960,54,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,18,0.942,0.943,0.416,0.416,46,True,True,True
961,54,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,26,0.816,0.817,0.08,0.08,21,True,True,True
962,54,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,21,0.98,0.98,0.0,0.0,23,True,True,True
964,54,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,26,0.762,0.763,0.08,0.08,23,True,True,True
966,54,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,18,0.98,0.98,0.36,0.36,23,True,True,True
968,54,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,22,0.663,0.665,0.08,0.08,46,True,True,True
969,54,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.974,0.976,0.35,0.35,21,True,True,True
970,54,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,26,0.798,0.8,0.08,0.08,46,True,True,True
971,54,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,21,0.98,0.98,0.0,0.0,51,True,True,True
972,55,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,26,0.819,0.821,0.08,0.08,21,True,True,True
974,55,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.976,0.978,0.35,0.35,21,True,True,True
976,55,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,22,0.98,0.98,0.0,0.0,54,True,True,True
978,55,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,27,0.821,0.822,0.08,0.08,21,True,True,True
979,55,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,22,0.98,0.98,0.0,0.0,23,True,True,True
980,55,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,18,0.69,0.691,0.08,0.08,54,True,True,True
981,55,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,26,0.763,0.764,0.08,0.08,23,True,True,True
982,55,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,22,0.98,0.98,0.0,0.0,28,True,True,True
983,55,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,18,0.98,0.98,0.36,0.37,23,True,True,True
984,55,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,27,0.824,0.826,0.08,0.08,20,True,True,True
986,55,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.978,0.98,0.35,0.35,20,True,True,True
988,55,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,22,0.98,0.98,0.0,0.0,54,True,True,True
990,56,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,22,0.665,0.667,0.08,0.08,48,True,True,True
991,56,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.98,0.98,0.35,0.36,20,True,True,True
992,56,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,26,0.8,0.802,0.08,0.08,48,True,True,True
993,56,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,22,0.98,0.98,0.0,0.0,29,True,True,True
994,56,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,19,0.953,0.954,0.428,0.428,48,True,True,True
995,56,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,27,0.826,0.827,0.08,0.08,21,True,True,True
996,56,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,23,0.98,0.98,0.0,0.0,23,True,True,True
998,56,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,26,0.766,0.767,0.08,0.08,23,True,True,True
1000,56,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,19,0.98,0.98,0.37,0.37,23,True,True,True
1002,56,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,23,0.667,0.668,0.08,0.08,46,True,True,True
1003,56,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.98,0.98,0.36,0.37,19,True,True,True
1004,56,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,26,0.802,0.804,0.08,0.08,46,True,True,True
1005,56,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,23,0.98,0.98,0.0,0.0,27,True,True,True
1006,56,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,19,0.954,0.955,0.428,0.428,46,True,True,True
1007,56,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,27,0.827,0.828,0.08,0.08,20,True,True,True
1008,57,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,18,0.98,0.98,0.37,0.37,19,True,True,True
1010,57,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,23,0.98,0.98,0.0,0.0,54,True,True,True
1012,57,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,28,0.828,0.83,0.08,0.08,21,True,True,True
1013,57,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,23,0.98,0.98,0.0,0.0,24,True,True,True
1014,57,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,19,0.98,0.98,0.37,0.37,18,True,True,True
1015,57,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,26,0.769,0.77,0.08,0.08,23,True,True,True
1016,57,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,23,0.98,0.98,0.0,0.0,28,True,True,True
1017,57,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,19,0.98,0.98,0.37,0.37,23,True,True,True
1018,57,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,28,0.746,0.748,0.08,0.08,54,True,True,True
1020,57,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,19,0.98,0.98,0.37,0.37,18,True,True,True
1022,57,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,23,0.98,0.98,0.0,0.0,54,True,True,True
1024,57,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,28,0.83,0.831,0.08,0.08,20,True,True,True
1025,57,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,23,0.98,0.98,0.0,0.0,23,True,True,True
1026,58,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,26,0.808,0.81,0.08,0.08,48,True,True,True
1027,58,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,23,0.98,0.98,0.0,0.0,57,True,True,True
1028,58,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,19,0.955,0.956,0.428,0.428,48,True,True,True
1029,58,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,28,0.831,0.832,0.08,0.08,21,True,True,True
1030,58,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,24,0.98,0.98,0.0,0.0,24,True,True,True
1032,58,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,27,0.77,0.771,0.08,0.08,23,True,True,True
1034,58,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,19,0.98,0.98,0.37,0.38,23,True,True,True
1036,58,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,24,0.668,0.669,0.08,0.08,46,True,True,True
1037,58,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,19,0.98,0.98,0.37,0.37,19,True,True,True
1038,58,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,27,0.81,0.812,0.08,0.08,46,True,True,True
1039,58,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,23,0.98,0.98,0.0,0.0,57,True,True,True
1040,58,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,19,0.966,0.967,0.44,0.44,46,True,True,True
1041,58,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,28,0.834,0.835,0.08,0.08,21,True,True,True
1042,58,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,25,0.98,0.98,0.0,0.0,23,True,True,True
1044,59,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,23,0.98,0.98,0.0,0.0,30,True,True,True
1046,59,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,28,0.835,0.836,0.08,0.08,21,True,True,True
1047,59,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,25,0.98,0.98,0.0,0.0,24,True,True,True
1048,59,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,20,0.959,0.96,0.428,0.428,54,True,True,True
1049,59,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,27,0.771,0.772,0.08,0.08,24,True,True,True
1050,59,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,24,0.98,0.98,0.0,0.0,28,True,True,True
1051,59,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,19,0.98,0.98,0.38,0.38,23,True,True,True
1052,59,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,28,0.71,0.712,0.08,0.08,54,True,True,True
1054,59,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,20,0.98,0.98,0.37,0.38,19,True,True,True
1056,59,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,24,0.98,0.98,0.0,0.0,27,True,True,True
1058,59,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,28,0.836,0.837,0.08,0.08,20,True,True,True
1059,59,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,25,0.98,0.98,0.0,0.0,23,True,True,True
1060,59,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,20,0.97,0.971,0.44,0.44,54,True,True,True
1061,59,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,27,0.774,0.775,0.08,0.08,23,True,True,True
1062,60,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,19,0.967,0.968,0.44,0.44,48,True,True,True
