tick_id,day,route_id,animation_controls_panel,merge_buttons_panel,snapshot_import_panel,delayed_followup_panel,localstorage_state_panel,avatar_control_surface,save_restore_key,replay_key,visible_boundary_notice
281,24,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0281,True
282,24,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0282,True
283,24,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0283,True
284,24,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0284,True
285,24,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0285,True
286,24,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0286,True
287,24,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0287,True
288,25,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0288,True
289,25,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0289,True
290,25,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0290,True
291,25,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0291,True
292,25,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0292,True
293,25,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0293,True
294,25,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0294,True
295,25,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0295,True
296,25,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0296,True
297,25,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0297,True
298,25,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0298,True
299,25,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0299,True
300,26,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0300,True
301,26,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0301,True
302,26,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0302,True
303,26,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0303,True
304,26,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0304,True
305,26,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0305,True
306,26,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0306,True
307,26,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0307,True
308,26,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0308,True
309,26,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0309,True
310,26,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0310,True
311,26,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0311,True
312,27,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0312,True
313,27,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0313,True
314,27,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0314,True
315,27,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0315,True
316,27,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0316,True
317,27,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0317,True
318,27,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0318,True
319,27,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0319,True
320,27,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0320,True
321,27,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0321,True
322,27,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0322,True
323,27,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0323,True
324,28,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0324,True
325,28,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0325,True
326,28,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0326,True
327,28,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0327,True
328,28,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0328,True
329,28,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0329,True
330,28,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0330,True
331,28,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0331,True
332,28,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0332,True
333,28,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0333,True
334,28,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0334,True
335,28,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0335,True
336,29,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0336,True
337,29,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0337,True
338,29,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0338,True
339,29,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0339,True
340,29,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0340,True
341,29,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0341,True
342,29,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0342,True
343,29,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0343,True
344,29,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0344,True
345,29,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0345,True
346,29,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0346,True
347,29,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0347,True
348,30,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0348,True
349,30,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0349,True
350,30,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0350,True
351,30,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0351,True
352,30,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0352,True
353,30,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0353,True
354,30,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0354,True
355,30,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0355,True
356,30,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0356,True
357,30,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0357,True
358,30,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0358,True
359,30,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0359,True
360,31,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0360,True
361,31,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0361,True
362,31,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0362,True
363,31,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0363,True
364,31,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0364,True
365,31,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0365,True
366,31,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0366,True
367,31,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0367,True
368,31,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0368,True
369,31,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0369,True
370,31,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0370,True
371,31,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0371,True
372,32,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0372,True
373,32,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0373,True
374,32,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0374,True
375,32,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0375,True
376,32,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0376,True
377,32,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0377,True
378,32,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0378,True
379,32,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0379,True
380,32,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0380,True
381,32,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0381,True
382,32,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0382,True
383,32,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0383,True
384,33,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0384,True
385,33,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0385,True
386,33,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0386,True
387,33,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0387,True
388,33,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0388,True
389,33,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0389,True
390,33,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0390,True
391,33,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0391,True
392,33,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0392,True
393,33,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0393,True
394,33,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0394,True
395,33,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0395,True
396,34,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0396,True
397,34,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0397,True
398,34,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0398,True
399,34,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0399,True
400,34,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0400,True
401,34,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0401,True
402,34,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0402,True
403,34,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0403,True
404,34,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0404,True
405,34,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0405,True
406,34,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0406,True
407,34,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0407,True
408,35,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0408,True
409,35,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0409,True
410,35,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0410,True
411,35,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0411,True
412,35,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0412,True
413,35,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0413,True
414,35,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0414,True
415,35,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0415,True
416,35,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0416,True
417,35,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0417,True
418,35,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0418,True
419,35,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0419,True
420,36,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0420,True
421,36,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0421,True
422,36,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0422,True
423,36,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0423,True
424,36,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0424,True
425,36,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0425,True
426,36,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0426,True
427,36,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0427,True
428,36,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0428,True
429,36,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0429,True
430,36,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0430,True
431,36,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0431,True
432,37,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0432,True
433,37,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0433,True
434,37,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0434,True
435,37,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0435,True
436,37,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0436,True
437,37,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0437,True
438,37,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0438,True
439,37,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0439,True
440,37,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0440,True
441,37,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0441,True
442,37,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0442,True
443,37,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0443,True
444,38,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0444,True
445,38,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0445,True
446,38,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0446,True
447,38,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0447,True
448,38,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0448,True
449,38,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0449,True
450,38,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0450,True
451,38,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0451,True
452,38,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0452,True
453,38,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0453,True
454,38,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0454,True
455,38,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0455,True
456,39,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0456,True
457,39,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0457,True
458,39,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0458,True
459,39,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0459,True
460,39,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0460,True
461,39,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0461,True
462,39,orchard_riverbend,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.orchard_riverbend,ssrm.v34.replay.0462,True
463,39,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0463,True
464,39,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0464,True
465,39,roofward_archive,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.roofward_archive,ssrm.v34.replay.0465,True
466,39,archive_signal,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.archive_signal,ssrm.v34.replay.0466,True
467,39,signal_orchard,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.signal_orchard,ssrm.v34.replay.0467,True
468,40,central_repair_ring,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.central_repair_ring,ssrm.v34.replay.0468,True
469,40,riverbend_roofward,True,True,True,True,True,clickable browser controls with paste/import snapshot box,ssrm.v34.route.riverbend_roofward,ssrm.v34.replay.0469,True
