tick,day,scene_id,input_mode,avatar_x_before,avatar_y_before,avatar_x_after,avatar_y_after,raw_dx,raw_dy,movement_effort,movement_applied,collision_blocked,collision_feedback_visible,free_move_input_valid
219,14,v22-scene-d14,mouse-drag,7.698692,1.37482,7.837553,1.452533,0.138862,0.077713,0.345931,1,0,1,1
220,14,v22-scene-d14,hold-space,7.837553,1.452533,7.84844,1.479926,0.010886,0.027394,0.064081,1,0,1,1
221,14,v22-scene-d14,slow-step,7.84844,1.479926,7.814684,1.630314,-0.033756,0.150388,0.335065,1,0,1,1
222,14,v22-scene-d14,diagonal-stick,7.814684,1.630314,7.670617,1.825085,-0.144067,0.194771,0.526656,1,0,1,1
223,14,v22-scene-d14,mouse-drag,7.670617,1.825085,7.424553,1.962798,-0.246064,0.137714,0.613,1,0,1,1
224,15,v22-scene-d15,diagonal-stick,7.424553,1.962798,7.108561,1.985551,-0.315992,0.022752,0.688717,1,0,1,1
225,15,v22-scene-d15,mouse-drag,7.108561,1.985551,6.822628,1.883503,-0.285933,-0.102048,0.659995,1,0,1,1
226,15,v22-scene-d15,slow-step,6.822628,1.883503,6.649363,1.721593,-0.173266,-0.16191,0.515524,1,0,1,1
227,15,v22-scene-d15,diagonal-stick,6.649363,1.721593,6.573524,1.462831,-0.075839,-0.258762,0.586187,1,0,1,1
228,15,v22-scene-d15,mouse-drag,6.573524,1.462831,6.632859,1.210662,0.059335,-0.252169,0.563164,1,0,1,1
229,15,v22-scene-d15,hold-space,6.632859,1.210662,6.665706,1.174208,0.032847,-0.036454,0.106673,1,0,1,1
230,15,v22-scene-d15,analog-drift,6.665706,1.174208,6.907313,1.100836,0.241608,-0.073373,0.54892,1,0,1,1
231,15,v22-scene-d15,diagonal-stick,6.907313,1.100836,7.152603,1.157024,0.245289,0.056188,0.547049,1,0,1,1
232,15,v22-scene-d15,analog-drift,7.152603,1.157024,7.336764,1.3291,0.184161,0.172076,0.547919,1,0,1,1
233,15,v22-scene-d15,touch-arc,7.336764,1.3291,7.38907,1.529597,0.052306,0.200497,0.450452,1,0,1,1
234,15,v22-scene-d15,touch-arc,7.38907,1.529597,7.328511,1.740502,-0.060559,0.210904,0.477015,1,0,1,1
235,15,v22-scene-d15,slow-step,7.328511,1.740502,7.161737,1.910171,-0.166774,0.169669,0.517197,1,0,1,1
236,15,v22-scene-d15,wasd,7.161737,1.910171,6.919364,1.997656,-0.242373,0.087485,0.56017,1,0,1,1
237,15,v22-scene-d15,diagonal-stick,6.919364,1.997656,6.597933,1.987799,-0.321431,-0.009857,0.699092,1,0,1,1
238,15,v22-scene-d15,slow-step,6.597933,1.987799,6.346946,1.873667,-0.250987,-0.114132,0.599388,1,0,1,1
239,15,v22-scene-d15,mouse-drag,6.346946,1.873667,6.12495,1.650123,-0.221996,-0.223544,0.684883,1,0,1,1
240,16,v22-scene-d16,hold-space,6.12495,1.650123,6.117111,1.612051,-0.007839,-0.038072,0.084501,1,0,1,1
241,16,v22-scene-d16,slow-step,6.117111,1.612051,6.168756,1.485883,0.051645,-0.126168,0.296367,1,0,1,1
242,16,v22-scene-d16,hold-space,6.168756,1.485883,6.194687,1.470385,0.02593,-0.015499,0.065671,1,0,1,1
243,16,v22-scene-d16,mouse-drag,6.194687,1.470385,6.371502,1.473313,0.176816,0.002929,0.384435,1,0,1,1
244,16,v22-scene-d16,wasd,6.371502,1.473313,6.480543,1.549485,0.10904,0.076171,0.289154,1,0,1,1
245,16,v22-scene-d16,mouse-drag,6.480543,1.549485,6.576415,1.708275,0.095872,0.158791,0.403236,1,0,1,1
246,16,v22-scene-d16,wasd,6.576415,1.708275,6.574984,1.846876,-0.001431,0.1386,0.301321,1,0,1,1
247,16,v22-scene-d16,hold-space,6.574984,1.846876,6.559218,1.876616,-0.015766,0.02974,0.073174,1,0,1,1
248,16,v22-scene-d16,wasd,6.559218,1.876616,6.441155,1.959966,-0.118063,0.08335,0.314175,1,0,1,1
249,16,v22-scene-d16,diagonal-stick,6.441155,1.959966,6.246313,2.00782,-0.194842,0.047854,0.436158,1,0,1,1
250,16,v22-scene-d16,diagonal-stick,6.246313,2.00782,6.039796,1.971148,-0.206516,-0.036672,0.455972,1,0,1,1
251,16,v22-scene-d16,mouse-drag,6.039796,1.971148,5.856308,1.856543,-0.183489,-0.114605,0.470302,1,0,1,1
252,16,v22-scene-d16,hold-space,5.856308,1.856543,5.831499,1.82518,-0.024808,-0.031363,0.086932,1,0,1,1
253,16,v22-scene-d16,slow-step,5.831499,1.82518,5.776255,1.676378,-0.055245,-0.148802,0.345058,1,0,1,1
254,16,v22-scene-d16,analog-drift,5.776255,1.676378,5.788793,1.487108,0.012539,-0.18927,0.412359,1,0,1,1
255,16,v22-scene-d16,diagonal-stick,5.788793,1.487108,5.865953,1.341463,0.07716,-0.145645,0.358307,1,0,1,1
256,17,v22-scene-d17,mouse-drag,5.865953,1.341463,6.003782,1.38418,0.137828,0.042717,0.313688,1,0,1,1
257,17,v22-scene-d17,mouse-drag,6.003782,1.38418,6.126647,1.50317,0.122865,0.118991,0.371826,1,0,1,1
258,17,v22-scene-d17,mouse-drag,6.126647,1.50317,6.200238,1.683533,0.073591,0.180363,0.423475,1,0,1,1
259,17,v22-scene-d17,hold-space,6.200238,1.683533,6.197964,1.722609,-0.002274,0.039075,0.08509,1,0,1,1
260,17,v22-scene-d17,diagonal-stick,6.197964,1.722609,6.107324,1.927124,-0.09064,0.204515,0.486306,1,0,1,1
261,17,v22-scene-d17,diagonal-stick,6.107324,1.927124,5.934229,2.081038,-0.173095,0.153914,0.503538,1,0,1,1
262,17,v22-scene-d17,mouse-drag,5.934229,2.081038,5.703798,2.147377,-0.230432,0.066339,0.521284,1,0,1,1
263,17,v22-scene-d17,analog-drift,5.703798,2.147377,5.456793,2.103999,-0.247004,-0.043379,0.545184,1,0,1,1
264,17,v22-scene-d17,slow-step,5.456793,2.103999,5.282083,1.979994,-0.17471,-0.124004,0.465749,1,0,1,1
265,17,v22-scene-d17,mouse-drag,5.282083,1.979994,5.14486,1.739561,-0.137223,-0.240434,0.601819,1,0,1,1
266,17,v22-scene-d17,diagonal-stick,5.14486,1.739561,5.11693,1.456771,-0.027931,-0.28279,0.617751,1,0,1,1
267,17,v22-scene-d17,mouse-drag,5.11693,1.456771,5.206699,1.188406,0.089769,-0.268365,0.615176,1,0,1,1
268,17,v22-scene-d17,slow-step,5.206699,1.188406,5.354942,1.020482,0.148244,-0.167924,0.486949,1,0,1,1
269,17,v22-scene-d17,analog-drift,5.354942,1.020482,5.599287,0.93749,0.244345,-0.082992,0.560988,1,0,1,1
270,17,v22-scene-d17,slow-step,5.599287,0.93749,5.792627,0.971987,0.19334,0.034497,0.426942,1,0,1,1
271,17,v22-scene-d17,analog-drift,5.792627,0.971987,5.968871,1.143382,0.176244,0.171395,0.534439,1,0,1,1
272,18,v22-scene-d18,wasd,5.968871,1.143382,5.956777,1.427496,-0.012094,0.284114,0.618198,1,0,1,1
273,18,v22-scene-d18,mouse-drag,5.956777,1.427496,5.810131,1.732491,-0.146646,0.304995,0.735693,1,0,1,1
274,18,v22-scene-d18,hold-space,5.810131,1.732491,5.758707,1.776594,-0.051424,0.044103,0.147274,1,0,1,1
275,18,v22-scene-d18,mouse-drag,5.758707,1.776594,5.448993,1.856166,-0.309714,0.079573,0.695158,1,0,1,1
276,18,v22-scene-d18,touch-arc,5.448993,1.856166,5.19714,1.803798,-0.251853,-0.052369,0.559218,1,0,1,1
277,18,v22-scene-d18,analog-drift,5.19714,1.803798,4.970376,1.609446,-0.226763,-0.194352,0.649248,1,0,1,1
278,18,v22-scene-d18,touch-arc,4.970376,1.609446,4.877763,1.382139,-0.092613,-0.227306,0.533585,1,0,1,1
279,18,v22-scene-d18,analog-drift,4.877763,1.382139,4.904225,1.089586,0.026461,-0.292554,0.638582,1,0,1,1
280,18,v22-scene-d18,wasd,4.904225,1.089586,5.023386,0.882748,0.119162,-0.206838,0.51893,1,0,1,1
281,18,v22-scene-d18,touch-arc,5.023386,0.882748,5.207915,0.751724,0.184528,-0.131024,0.491986,1,0,1,1
282,18,v22-scene-d18,mouse-drag,5.207915,0.751724,5.460776,0.714321,0.252861,-0.037404,0.555679,1,0,1,1
283,18,v22-scene-d18,analog-drift,5.460776,0.714321,5.679164,0.789569,0.218389,0.075248,0.50215,1,0,1,1
284,18,v22-scene-d18,wasd,5.679164,0.789569,5.785535,0.907984,0.106371,0.118415,0.346034,1,0,1,1
285,18,v22-scene-d18,analog-drift,5.785535,0.907984,5.814526,1.103149,0.028991,0.195165,0.428926,1,0,1,1
286,18,v22-scene-d18,slow-step,5.814526,1.103149,5.749563,1.237117,-0.064963,0.133968,0.323669,1,0,1,1
287,18,v22-scene-d18,diagonal-stick,5.749563,1.237117,5.584928,1.36309,-0.164635,0.125973,0.450655,1,0,1,1
288,19,v22-scene-d19,touch-arc,5.584928,1.36309,5.428345,1.40813,-0.156584,0.04504,0.354201,1,0,1,1
289,19,v22-scene-d19,slow-step,5.428345,1.40813,5.295152,1.383278,-0.133193,-0.024851,0.294546,1,0,1,1
290,19,v22-scene-d19,analog-drift,5.295152,1.383278,5.180071,1.267641,-0.115081,-0.115637,0.354658,1,0,1,1
291,19,v22-scene-d19,mouse-drag,5.180071,1.267641,5.14752,1.117012,-0.032552,-0.15063,0.335015,1,0,1,1
292,19,v22-scene-d19,diagonal-stick,5.14752,1.117012,5.198339,0.969036,0.05082,-0.147976,0.340129,1,0,1,1
293,19,v22-scene-d19,analog-drift,5.198339,0.969036,5.316746,0.856622,0.118406,-0.112414,0.354934,1,0,1,1
294,19,v22-scene-d19,mouse-drag,5.316746,0.856622,5.474855,0.802076,0.158109,-0.054546,0.363594,1,0,1,1
295,19,v22-scene-d19,analog-drift,5.474855,0.802076,5.638766,0.813874,0.163911,0.011798,0.35725,1,0,1,1
296,19,v22-scene-d19,touch-arc,5.638766,0.813874,5.733335,0.858436,0.09457,0.044562,0.227266,1,0,1,1
297,19,v22-scene-d19,touch-arc,5.733335,0.858436,5.789935,0.929101,0.0566,0.070665,0.196822,1,0,1,1
298,19,v22-scene-d19,wasd,5.789935,0.929101,5.797326,1.007841,0.007391,0.07874,0.171926,1,0,1,1
299,19,v22-scene-d19,mouse-drag,5.797326,1.007841,5.732408,1.119473,-0.064918,0.111632,0.280729,1,0,1,1
300,19,v22-scene-d19,wasd,5.732408,1.119473,5.643689,1.152871,-0.088719,0.033398,0.206081,1,0,1,1
301,19,v22-scene-d19,touch-arc,5.643689,1.152871,5.526965,1.137878,-0.116723,-0.014993,0.255831,1,0,1,1
302,19,v22-scene-d19,touch-arc,5.526965,1.137878,5.40604,1.066903,-0.120925,-0.070975,0.304816,1,0,1,1
303,19,v22-scene-d19,diagonal-stick,5.40604,1.066903,5.271261,0.909943,-0.13478,-0.15696,0.449753,1,0,1,1
304,20,v22-scene-d20,touch-arc,5.271261,0.909943,5.282004,0.806975,0.010743,-0.102968,0.225059,1,0,1,1
305,20,v22-scene-d20,hold-space,5.282004,0.806975,5.301184,0.782874,0.01918,-0.024101,0.06696,1,0,1,1
306,20,v22-scene-d20,mouse-drag,5.301184,0.782874,5.483459,0.7,0.182275,-0.098921,0.450841,1,0,1,1
307,20,v22-scene-d20,mouse-drag,5.483459,0.7,5.718266,0.7,0.234807,-0.018251,0.511989,1,0,1,1
308,20,v22-scene-d20,slow-step,5.718266,0.7,5.912418,0.767075,0.194152,0.067075,0.446548,1,0,1,1
309,20,v22-scene-d20,touch-arc,5.912418,0.767075,6.074415,0.906266,0.161997,0.139191,0.464309,1,0,1,1
310,20,v22-scene-d20,diagonal-stick,6.074415,0.906266,6.185549,1.142367,0.111134,0.236101,0.567281,1,0,1,1
311,20,v22-scene-d20,mouse-drag,6.185549,1.142367,6.180155,1.394331,-0.005394,0.251964,0.547874,1,0,1,1
312,20,v22-scene-d20,slow-step,6.180155,1.394331,6.082078,1.562824,-0.098077,0.168493,0.423823,1,0,1,1
313,20,v22-scene-d20,touch-arc,6.082078,1.562824,5.906042,1.653913,-0.176036,0.09109,0.430884,1,0,1,1
314,20,v22-scene-d20,hold-space,5.906042,1.653913,5.854569,1.650036,-0.051473,-0.003877,0.112216,1,0,1,1
315,20,v22-scene-d20,analog-drift,5.854569,1.650036,5.606793,1.49978,-0.247776,-0.150256,0.629947,1,0,1,1
316,20,v22-scene-d20,diagonal-stick,5.606793,1.49978,5.436239,1.23495,-0.170554,-0.26483,0.684779,1,0,1,1
317,20,v22-scene-d20,slow-step,5.436239,1.23495,5.398799,0.954124,-0.037439,-0.280825,0.615892,1,0,1,1
318,20,v22-scene-d20,analog-drift,5.398799,0.954124,5.489027,0.7,0.090228,-0.32825,0.740055,1,0,1,1
319,20,v22-scene-d20,diagonal-stick,5.489027,0.7,5.703542,0.7,0.214515,-0.260094,0.73292,1,0,1,1
320,21,v22-scene-d21,analog-drift,5.703542,0.7,6.034536,0.716208,0.330994,0.016208,0.720414,1,0,1,1
321,21,v22-scene-d21,diagonal-stick,6.034536,0.716208,6.341847,0.867901,0.307311,0.151693,0.745024,1,0,1,1
322,21,v22-scene-d21,slow-step,6.341847,0.867901,6.533252,1.087313,0.191406,0.219412,0.63297,1,0,1,1
323,21,v22-scene-d21,mouse-drag,6.533252,1.087313,6.634722,1.396466,0.101469,0.309154,0.707347,1,0,1,1
324,21,v22-scene-d21,analog-drift,6.634722,1.396466,6.60339,1.692719,-0.031332,0.296252,0.647618,1,0,1,1
325,21,v22-scene-d21,diagonal-stick,6.60339,1.692719,6.45927,1.91562,-0.14412,0.222901,0.577032,1,0,1,1
326,21,v22-scene-d21,hold-space,6.45927,1.91562,6.419269,1.936614,-0.040002,0.020994,0.098209,1,0,1,1
327,21,v22-scene-d21,analog-drift,6.419269,1.936614,6.19485,1.911762,-0.224418,-0.024851,0.490848,1,0,1,1
328,21,v22-scene-d21,wasd,6.19485,1.911762,6.057361,1.793294,-0.137489,-0.118468,0.39454,1,0,1,1
329,21,v22-scene-d21,analog-drift,6.057361,1.793294,5.963034,1.566226,-0.094327,-0.227068,0.534523,1,0,1,1
330,21,v22-scene-d21,mouse-drag,5.963034,1.566226,5.974871,1.306476,0.011836,-0.259751,0.565261,1,0,1,1
331,21,v22-scene-d21,mouse-drag,5.974871,1.306476,6.088437,1.066221,0.113567,-0.240255,0.577704,1,0,1,1
332,21,v22-scene-d21,diagonal-stick,6.088437,1.066221,6.278026,0.888367,0.189588,-0.177854,0.565116,1,0,1,1
333,21,v22-scene-d21,wasd,6.278026,0.888367,6.455824,0.811155,0.177798,-0.077212,0.421391,1,0,1,1
334,21,v22-scene-d21,touch-arc,6.455824,0.811155,6.626392,0.804086,0.170568,-0.007069,0.371118,1,0,1,1
335,21,v22-scene-d21,diagonal-stick,6.626392,0.804086,6.800822,0.887447,0.174431,0.083361,0.420275,1,0,1,1
336,22,v22-scene-d22,slow-step,6.800822,0.887447,6.857252,1.052992,0.05643,0.165545,0.380215,1,0,1,1
337,22,v22-scene-d22,analog-drift,6.857252,1.052992,6.839586,1.25083,-0.017666,0.197838,0.431793,1,0,1,1
338,22,v22-scene-d22,analog-drift,6.839586,1.25083,6.75992,1.397026,-0.079666,0.146196,0.361941,1,0,1,1
339,22,v22-scene-d22,touch-arc,6.75992,1.397026,6.694739,1.455685,-0.065181,0.058659,0.190629,1,0,1,1
340,22,v22-scene-d22,analog-drift,6.694739,1.455685,6.580964,1.444525,-0.113776,-0.011159,0.248525,1,0,1,1
341,22,v22-scene-d22,diagonal-stick,6.580964,1.444525,6.499474,1.357073,-0.08149,-0.087453,0.259858,1,0,1,1
342,22,v22-scene-d22,slow-step,6.499474,1.357073,6.497093,1.258858,-0.002381,-0.098215,0.213574,1,0,1,1
343,22,v22-scene-d22,wasd,6.497093,1.258858,6.545538,1.138604,0.048445,-0.120254,0.281837,1,0,1,1
344,22,v22-scene-d22,mouse-drag,6.545538,1.138604,6.671093,0.976678,0.125555,-0.161926,0.445436,1,0,1,1
345,22,v22-scene-d22,touch-arc,6.671093,0.976678,6.816008,0.88415,0.144915,-0.092528,0.373773,1,0,1,1
346,22,v22-scene-d22,analog-drift,6.816008,0.88415,7.036206,0.8315,0.220198,-0.05265,0.492185,1,0,1,1
347,22,v22-scene-d22,wasd,7.036206,0.8315,7.206421,0.841403,0.170214,0.009903,0.370657,1,0,1,1
348,22,v22-scene-d22,hold-space,7.206421,0.841403,7.240199,0.857145,0.033779,0.015742,0.081015,1,0,1,1
349,22,v22-scene-d22,analog-drift,7.240199,0.857145,7.338832,1.011887,0.098633,0.154742,0.39892,1,0,1,1
350,22,v22-scene-d22,slow-step,7.338832,1.011887,7.351173,1.133056,0.012341,0.121168,0.264772,1,0,1,1
351,22,v22-scene-d22,hold-space,7.351173,1.133056,7.336253,1.157602,-0.014921,0.024546,0.062446,1,0,1,1
352,23,v22-scene-d23,diagonal-stick,7.336253,1.157602,7.155843,1.227049,-0.180409,0.069448,0.420249,1,0,1,1
353,23,v22-scene-d23,touch-arc,7.155843,1.227049,7.024712,1.201554,-0.131132,-0.025495,0.290406,1,0,1,1
354,23,v22-scene-d23,slow-step,7.024712,1.201554,6.935541,1.090682,-0.089171,-0.110872,0.309308,1,0,1,1
355,23,v22-scene-d23,hold-space,6.935541,1.090682,6.932971,1.049302,-0.00257,-0.04138,0.09013,1,0,1,1
356,23,v22-scene-d23,diagonal-stick,6.932971,1.049302,7.030688,0.806297,0.097717,-0.243005,0.569383,1,0,1,1
357,23,v22-scene-d23,slow-step,7.030688,0.806297,7.21743,0.7,0.186742,-0.16781,0.54579,1,0,1,1
358,23,v22-scene-d23,wasd,7.21743,0.7,7.477194,0.7,0.259763,-0.09871,0.6041,1,0,1,1
359,23,v22-scene-d23,touch-arc,7.477194,0.7,7.765923,0.7,0.28873,-0.002143,0.62769,1,0,1,1
360,23,v22-scene-d23,slow-step,7.765923,0.7,8.030476,0.798485,0.264553,0.098485,0.613673,1,0,1,1
361,23,v22-scene-d23,wasd,8.030476,0.798485,8.221417,0.976272,0.190941,0.177787,0.567164,1,0,1,1
362,23,v22-scene-d23,hold-space,8.221417,0.976272,8.241561,1.02787,0.020144,0.051598,0.120416,1,0,1,1
363,23,v22-scene-d23,analog-drift,8.241561,1.02787,8.193475,1.274695,-0.048087,0.246825,0.546664,1,0,1,1
364,23,v22-scene-d23,analog-drift,8.193475,1.274695,8.028061,1.443452,-0.165413,0.168757,0.513708,1,0,1,1
365,23,v22-scene-d23,touch-arc,8.028061,1.443452,7.841528,1.476786,-0.186534,0.033334,0.411932,1,0,1,1
366,23,v22-scene-d23,wasd,7.841528,1.476786,7.651076,1.398396,-0.190452,-0.078391,0.447725,1,0,1,1
367,23,v22-scene-d23,mouse-drag,7.651076,1.398396,7.469003,1.193716,-0.182074,-0.20468,0.595528,1,0,1,1
368,24,v22-scene-d24,touch-arc,7.469003,1.193716,7.483451,1.004454,0.014448,-0.189262,0.412636,1,0,1,1
369,24,v22-scene-d24,mouse-drag,7.483451,1.004454,7.618921,0.782312,0.13547,-0.222142,0.565633,1,0,1,1
370,24,v22-scene-d24,mouse-drag,7.618921,0.782312,7.857462,0.7,0.238541,-0.152829,0.615867,1,0,1,1
371,24,v22-scene-d24,touch-arc,7.857462,0.7,8.104593,0.7,0.247131,-0.034567,0.542471,1,0,1,1
372,24,v22-scene-d24,mouse-drag,8.104593,0.7,8.399263,0.760586,0.294671,0.060586,0.653988,1,0,1,1
373,24,v22-scene-d24,diagonal-stick,8.399263,0.760586,8.641758,0.913237,0.242495,0.152651,0.622916,1,0,1,1
374,24,v22-scene-d24,touch-arc,8.641758,0.913237,8.772568,1.07495,0.13081,0.161713,0.452166,1,0,1,1
375,24,v22-scene-d24,analog-drift,8.772568,1.07495,8.822729,1.286366,0.050161,0.211416,0.472359,1,0,1,1
376,24,v22-scene-d24,mouse-drag,8.822729,1.286366,8.77821,1.456207,-0.044518,0.169841,0.381693,1,0,1,1
377,24,v22-scene-d24,analog-drift,8.77821,1.456207,8.666906,1.549281,-0.111305,0.093074,0.315417,1,0,1,1
378,24,v22-scene-d24,touch-arc,8.666906,1.549281,8.577378,1.540233,-0.089527,-0.009049,0.195616,1,0,1,1
379,24,v22-scene-d24,hold-space,8.577378,1.540233,8.55881,1.521741,-0.018569,-0.018491,0.056969,1,0,1,1
380,24,v22-scene-d24,analog-drift,8.55881,1.521741,8.482589,1.358785,-0.076221,-0.162956,0.391088,1,0,1,1
381,24,v22-scene-d24,slow-step,8.482589,1.358785,8.493672,1.205011,0.011083,-0.153774,0.335159,1,0,1,1
382,24,v22-scene-d24,hold-space,8.493672,1.205011,8.509563,1.168545,0.015891,-0.036466,0.086475,1,0,1,1
383,24,v22-scene-d24,hold-space,8.509563,1.168545,8.537007,1.138634,0.027444,-0.02991,0.088246,1,0,1,1
