tick_id,day,settlement_id,room_id,sound_cue,sound_intensity,smell_cue,smell_intensity,temperature_c,wetness_level,light_level,vibration_hz,flower_phase,field_bound_to_room,bounded_sensory_rate,visible_field_marker
530,30,orchard,mud row,seed rattle,0.54,dry twine,0.4,15.02,0.64,0.54,5.74,0.880556,True,True,True
531,30,repair_ring,cool corner,wire snap,0.71,stone chalk,0.5,17.78,0.26,0.66,10.135,0.0875,True,True,True
532,30,riverbend,arrival court,cedar knock,0.34,wet cedar,0.3,9.86,0.24,0.42,7.89,0.694444,True,True,True
533,30,roofward,warm lane,paper hush,0.51,polished brass,0.4,18.74,0.31,0.54,8.315,0.901389,True,True,True
534,30,archive,memory desk,spool click,0.68,cold dust,0.5,16.42,0.29,0.66,6.55,0.108333,True,True,True
535,30,signal,mast base,beacon pulse,0.5,salt wind,0.35,9.2,0.25,0.48,9.24,0.815278,True,True,True
536,30,orchard,market plank,roof drip,0.55,apple soil,0.45,15.48,0.23,0.6,5.68,0.022222,True,True,True
537,30,repair_ring,arrival court,bell hum,0.37,hot copper,0.3,15.46,0.24,0.42,10.165,0.729167,True,True,True
538,30,riverbend,plank hall,lantern tick,0.47,mud thread,0.35,11.04,0.28,0.48,7.83,0.836111,True,True,True
539,30,roofward,ledger loft,sun glass hum,0.64,thyme paper,0.45,19.92,0.26,0.6,8.255,0.043056,True,True,True
540,31,signal,signal perch,rope creak,0.62,hot glass,0.3,10.98,0.25,0.72,9.195,0.15,True,True,True
541,31,orchard,seed lane,roof drip,0.44,dry twine,0.4,13.76,0.26,0.54,5.725,0.856944,True,True,True
542,31,repair_ring,bell alcove,cool fan,0.61,stone chalk,0.5,17.24,0.24,0.66,10.12,0.063889,True,True,True
543,31,riverbend,kit alcove,cedar knock,0.71,warm oil,0.3,12.82,0.28,0.72,7.95,0.170833,True,True,True
544,31,roofward,glass stair,sun glass hum,0.41,polished brass,0.4,18.2,0.29,0.54,8.3,0.877778,True,True,True
545,31,archive,ink niche,stone echo,0.58,cold dust,0.5,15.88,0.22,0.66,6.535,0.084722,True,True,True
546,31,signal,arrival court,static crickets,0.4,salt wind,0.35,8.66,0.65,0.48,9.225,0.791667,True,True,True
547,31,orchard,mud row,cart creak,0.57,apple soil,0.45,14.94,0.66,0.6,5.83,0.998611,True,True,True
548,31,repair_ring,cool corner,bell hum,0.62,clean cloth,0.3,18.42,0.28,0.72,10.06,0.205556,True,True,True
549,31,riverbend,arrival court,river slap,0.37,mud thread,0.35,9.78,0.26,0.48,7.98,0.8125,True,True,True
550,31,roofward,warm lane,hinge ticks,0.54,thyme paper,0.45,18.66,0.28,0.6,8.24,0.019444,True,True,True
551,31,archive,memory desk,page flutter,0.71,wax seal,0.3,16.34,0.26,0.72,6.475,0.226389,True,True,True
552,31,signal,mast base,rope creak,0.41,hot glass,0.4,9.12,0.27,0.54,9.165,0.933333,True,True,True
553,31,orchard,market plank,seed rattle,0.58,mud reed,0.5,15.4,0.25,0.66,5.77,0.140278,True,True,True
554,31,repair_ring,arrival court,cool fan,0.4,stone chalk,0.35,15.38,0.26,0.48,10.09,0.847222,True,True,True
555,31,riverbend,plank hall,cedar knock,0.5,warm oil,0.4,10.96,0.25,0.54,7.92,0.954167,True,True,True
556,31,roofward,ledger loft,paper hush,0.55,warm dust,0.5,19.84,0.23,0.66,8.345,0.161111,True,True,True
557,31,archive,arrival court,stone echo,0.37,cold dust,0.35,14.02,0.66,0.48,6.505,0.868056,True,True,True
558,32,orchard,seed lane,seed rattle,0.47,apple soil,0.45,13.68,0.28,0.6,5.815,0.975,True,True,True
559,32,repair_ring,bell alcove,wire snap,0.64,clean cloth,0.3,17.16,0.26,0.72,10.045,0.181944,True,True,True
560,32,riverbend,kit alcove,river slap,0.62,wet cedar,0.35,12.74,0.25,0.42,7.875,0.288889,True,True,True
561,32,roofward,glass stair,paper hush,0.44,thyme paper,0.45,18.12,0.26,0.6,8.225,0.995833,True,True,True
562,32,archive,ink niche,spool click,0.61,wax seal,0.3,15.8,0.24,0.72,6.46,0.202778,True,True,True
563,32,signal,arrival court,beacon pulse,0.43,hot glass,0.4,8.58,0.67,0.54,9.15,0.909722,True,True,True
564,32,orchard,mud row,roof drip,0.48,mud reed,0.5,14.86,0.68,0.66,5.755,0.116667,True,True,True
565,32,repair_ring,cool corner,cool fan,0.65,hot copper,0.35,18.34,0.25,0.42,10.15,0.323611,True,True,True
566,32,riverbend,arrival court,lantern tick,0.4,warm oil,0.4,10.42,0.23,0.54,7.905,0.930556,True,True,True
567,32,roofward,warm lane,sun glass hum,0.57,warm dust,0.5,18.58,0.3,0.66,8.33,0.1375,True,True,True
568,32,archive,memory desk,stone echo,0.62,ink linen,0.35,16.26,0.28,0.42,6.4,0.344444,True,True,True
569,32,signal,mast base,static crickets,0.44,lamp oil,0.45,9.04,0.29,0.6,9.255,0.051389,True,True,True
570,32,orchard,market plank,cart creak,0.61,dry twine,0.3,15.32,0.22,0.72,5.695,0.258333,True,True,True
571,32,repair_ring,arrival court,wire snap,0.43,clean cloth,0.4,15.3,0.23,0.54,10.18,0.965278,True,True,True
572,32,riverbend,plank hall,river slap,0.41,wet cedar,0.45,10.88,0.27,0.6,7.845,0.072222,True,True,True
573,32,roofward,ledger loft,hinge ticks,0.58,polished brass,0.3,19.76,0.25,0.72,8.27,0.279167,True,True,True
574,32,archive,arrival court,spool click,0.4,wax seal,0.4,13.94,0.68,0.54,6.43,0.986111,True,True,True
575,32,signal,lantern walk,rope creak,0.57,salt wind,0.5,10.22,0.28,0.66,9.195,0.193056,True,True,True
576,33,repair_ring,bell alcove,bell hum,0.55,hot copper,0.35,17.08,0.23,0.42,10.135,0.3,True,True,True
577,33,riverbend,kit alcove,lantern tick,0.65,mud thread,0.4,12.66,0.27,0.48,7.965,0.406944,True,True,True
578,33,roofward,glass stair,hinge ticks,0.47,warm dust,0.5,18.04,0.28,0.66,8.315,0.113889,True,True,True
579,33,archive,ink niche,page flutter,0.64,ink linen,0.35,15.72,0.26,0.42,6.55,0.320833,True,True,True
580,33,signal,arrival court,rope creak,0.34,lamp oil,0.45,8.5,0.64,0.6,9.24,0.027778,True,True,True
581,33,orchard,mud row,seed rattle,0.51,dry twine,0.3,14.78,0.65,0.72,5.68,0.234722,True,True,True
582,33,repair_ring,cool corner,wire snap,0.68,stone chalk,0.4,18.26,0.27,0.48,10.075,0.441667,True,True,True
583,33,riverbend,arrival court,cedar knock,0.43,wet cedar,0.45,10.34,0.25,0.6,7.83,0.048611,True,True,True
584,33,roofward,warm lane,paper hush,0.48,polished brass,0.3,19.22,0.32,0.72,8.255,0.255556,True,True,True
585,33,archive,memory desk,spool click,0.65,cold dust,0.4,16.18,0.25,0.48,6.49,0.4625,True,True,True
586,33,signal,mast base,beacon pulse,0.47,salt wind,0.5,8.96,0.26,0.66,9.18,0.169444,True,True,True
587,33,orchard,market plank,roof drip,0.64,apple soil,0.35,15.24,0.24,0.42,5.785,0.376389,True,True,True
588,33,repair_ring,arrival court,bell hum,0.34,hot copper,0.45,15.22,0.25,0.6,10.105,0.083333,True,True,True
589,33,riverbend,plank hall,lantern tick,0.44,mud thread,0.5,10.8,0.29,0.66,7.935,0.190278,True,True,True
590,33,roofward,ledger loft,sun glass hum,0.61,thyme paper,0.35,19.68,0.22,0.42,8.36,0.397222,True,True,True
591,33,archive,arrival court,page flutter,0.43,ink linen,0.45,13.86,0.65,0.6,6.52,0.104167,True,True,True
592,33,signal,lantern walk,static crickets,0.48,hot glass,0.3,10.14,0.3,0.72,9.12,0.311111,True,True,True
593,33,orchard,satchel shed,cart creak,0.65,mud reed,0.4,16.42,0.28,0.48,5.725,0.518056,True,True,True
594,34,riverbend,kit alcove,cedar knock,0.68,warm oil,0.45,12.58,0.29,0.54,7.89,0.525,True,True,True
595,34,roofward,glass stair,sun glass hum,0.5,polished brass,0.3,17.96,0.25,0.72,8.24,0.231944,True,True,True
596,34,archive,ink niche,stone echo,0.55,cold dust,0.4,15.64,0.23,0.48,6.475,0.438889,True,True,True
597,34,signal,arrival court,static crickets,0.37,salt wind,0.5,8.42,0.66,0.66,9.165,0.145833,True,True,True
598,34,orchard,mud row,cart creak,0.54,apple soil,0.35,14.7,0.67,0.42,5.77,0.352778,True,True,True
599,34,repair_ring,cool corner,bell hum,0.71,clean cloth,0.45,18.18,0.29,0.54,10.165,0.559722,True,True,True
600,34,riverbend,arrival court,river slap,0.34,mud thread,0.5,10.26,0.22,0.66,7.92,0.166667,True,True,True
601,34,roofward,warm lane,hinge ticks,0.51,thyme paper,0.35,19.14,0.29,0.42,8.345,0.373611,True,True,True
602,34,archive,memory desk,page flutter,0.68,wax seal,0.45,16.82,0.27,0.54,6.415,0.580556,True,True,True
603,34,signal,mast base,rope creak,0.5,hot glass,0.3,8.88,0.28,0.72,9.27,0.2875,True,True,True
604,34,orchard,market plank,seed rattle,0.55,mud reed,0.4,15.16,0.26,0.48,5.71,0.494444,True,True,True
605,34,repair_ring,arrival court,cool fan,0.37,stone chalk,0.5,15.14,0.22,0.66,10.03,0.201389,True,True,True
606,34,riverbend,plank hall,cedar knock,0.47,warm oil,0.3,10.72,0.26,0.72,7.86,0.308333,True,True,True
607,34,roofward,ledger loft,paper hush,0.64,warm dust,0.4,19.6,0.24,0.48,8.285,0.515278,True,True,True
608,34,archive,arrival court,stone echo,0.34,cold dust,0.5,13.78,0.67,0.66,6.445,0.222222,True,True,True
609,34,signal,lantern walk,beacon pulse,0.51,lamp oil,0.35,10.06,0.32,0.42,9.21,0.429167,True,True,True
610,34,orchard,satchel shed,roof drip,0.68,dry twine,0.45,16.34,0.25,0.54,5.815,0.636111,True,True,True
611,34,repair_ring,wire bench,bell hum,0.5,clean cloth,0.3,16.32,0.26,0.72,10.135,0.343056,True,True,True
612,35,roofward,glass stair,paper hush,0.41,thyme paper,0.35,17.88,0.27,0.42,8.33,0.35,True,True,True
613,35,archive,ink niche,spool click,0.58,wax seal,0.45,15.56,0.25,0.54,6.4,0.556944,True,True,True
614,35,signal,arrival court,beacon pulse,0.4,hot glass,0.3,8.34,0.68,0.72,9.255,0.263889,True,True,True
615,35,orchard,mud row,roof drip,0.57,mud reed,0.4,14.62,0.64,0.48,5.695,0.470833,True,True,True
616,35,repair_ring,cool corner,cool fan,0.62,hot copper,0.5,18.1,0.26,0.6,10.09,0.677778,True,True,True
617,35,riverbend,arrival court,lantern tick,0.37,warm oil,0.3,10.18,0.24,0.72,7.845,0.284722,True,True,True
618,35,roofward,warm lane,sun glass hum,0.54,warm dust,0.4,19.06,0.31,0.48,8.27,0.491667,True,True,True
619,35,archive,memory desk,stone echo,0.71,ink linen,0.5,16.74,0.29,0.6,6.505,0.698611,True,True,True
620,35,signal,mast base,static crickets,0.41,lamp oil,0.35,9.52,0.25,0.42,9.195,0.405556,True,True,True
621,35,orchard,market plank,cart creak,0.58,dry twine,0.45,15.08,0.23,0.54,5.8,0.6125,True,True,True
622,35,repair_ring,arrival court,wire snap,0.4,clean cloth,0.3,15.06,0.24,0.72,10.12,0.319444,True,True,True
623,35,riverbend,plank hall,river slap,0.5,wet cedar,0.35,10.64,0.28,0.42,7.95,0.426389,True,True,True
624,35,roofward,ledger loft,hinge ticks,0.55,polished brass,0.45,19.52,0.26,0.54,8.21,0.633333,True,True,True
625,35,archive,arrival court,spool click,0.37,wax seal,0.3,13.7,0.64,0.72,6.535,0.340278,True,True,True
626,35,signal,lantern walk,rope creak,0.54,salt wind,0.4,9.98,0.29,0.48,9.135,0.547222,True,True,True
627,35,orchard,satchel shed,seed rattle,0.71,apple soil,0.5,16.26,0.27,0.6,5.74,0.754167,True,True,True
628,35,repair_ring,wire bench,cool fan,0.41,hot copper,0.35,16.24,0.28,0.42,10.06,0.461111,True,True,True
629,35,riverbend,wet crossing,cedar knock,0.51,mud thread,0.4,11.82,0.68,0.48,7.89,0.568056,True,True,True
630,36,archive,ink niche,page flutter,0.61,ink linen,0.5,15.48,0.22,0.6,6.49,0.675,True,True,True
631,36,signal,arrival court,rope creak,0.43,lamp oil,0.35,8.26,0.65,0.42,9.18,0.381944,True,True,True
632,36,orchard,mud row,seed rattle,0.48,dry twine,0.45,14.54,0.66,0.54,5.785,0.588889,True,True,True
633,36,repair_ring,cool corner,wire snap,0.65,stone chalk,0.3,18.02,0.28,0.66,10.18,0.795833,True,True,True
634,36,riverbend,arrival court,cedar knock,0.4,wet cedar,0.35,10.1,0.26,0.42,7.935,0.402778,True,True,True
635,36,roofward,warm lane,paper hush,0.57,polished brass,0.45,18.98,0.28,0.54,8.36,0.609722,True,True,True
636,36,archive,memory desk,spool click,0.62,cold dust,0.3,16.66,0.26,0.66,6.43,0.816667,True,True,True
637,36,signal,mast base,beacon pulse,0.44,salt wind,0.4,9.44,0.27,0.48,9.12,0.523611,True,True,True
638,36,orchard,market plank,roof drip,0.61,apple soil,0.5,15.72,0.25,0.6,5.725,0.730556,True,True,True
639,36,repair_ring,arrival court,bell hum,0.43,hot copper,0.35,14.98,0.26,0.42,10.045,0.4375,True,True,True
640,36,riverbend,plank hall,lantern tick,0.41,mud thread,0.4,10.56,0.25,0.48,7.875,0.544444,True,True,True
641,36,roofward,ledger loft,sun glass hum,0.58,thyme paper,0.5,19.44,0.23,0.6,8.3,0.751389,True,True,True
642,36,archive,arrival court,page flutter,0.4,ink linen,0.35,13.62,0.66,0.42,6.46,0.458333,True,True,True
643,36,signal,lantern walk,static crickets,0.57,hot glass,0.45,9.9,0.31,0.54,9.225,0.665278,True,True,True
644,36,orchard,satchel shed,cart creak,0.62,mud reed,0.3,16.18,0.29,0.66,5.83,0.872222,True,True,True
645,36,repair_ring,wire bench,wire snap,0.44,stone chalk,0.4,16.16,0.25,0.48,10.15,0.579167,True,True,True
646,36,riverbend,wet crossing,river slap,0.54,warm oil,0.45,11.74,0.65,0.54,7.98,0.686111,True,True,True
647,36,roofward,sun sill,hinge ticks,0.71,warm dust,0.3,20.62,0.27,0.66,8.24,0.893056,True,True,True
648,37,signal,arrival court,static crickets,0.34,salt wind,0.4,8.18,0.67,0.48,9.27,0.5,True,True,True
649,37,orchard,mud row,cart creak,0.51,apple soil,0.5,14.46,0.68,0.6,5.71,0.706944,True,True,True
650,37,repair_ring,cool corner,bell hum,0.68,clean cloth,0.35,17.94,0.25,0.72,10.105,0.913889,True,True,True
651,37,riverbend,arrival court,river slap,0.43,mud thread,0.4,10.02,0.23,0.48,7.86,0.520833,True,True,True
652,37,roofward,warm lane,hinge ticks,0.48,thyme paper,0.5,18.9,0.3,0.6,8.285,0.727778,True,True,True
653,37,archive,memory desk,page flutter,0.65,wax seal,0.35,16.58,0.28,0.72,6.52,0.934722,True,True,True
654,37,signal,mast base,rope creak,0.47,hot glass,0.45,9.36,0.29,0.54,9.21,0.641667,True,True,True
655,37,orchard,market plank,seed rattle,0.64,mud reed,0.3,15.64,0.22,0.66,5.815,0.848611,True,True,True
656,37,repair_ring,arrival court,cool fan,0.34,stone chalk,0.4,15.62,0.23,0.48,10.135,0.555556,True,True,True
657,37,riverbend,plank hall,cedar knock,0.44,warm oil,0.45,10.48,0.27,0.54,7.965,0.6625,True,True,True
658,37,roofward,ledger loft,paper hush,0.61,warm dust,0.3,19.36,0.25,0.66,8.225,0.869444,True,True,True
659,37,archive,arrival court,stone echo,0.43,cold dust,0.4,13.54,0.68,0.48,6.55,0.576389,True,True,True
660,37,signal,lantern walk,beacon pulse,0.48,lamp oil,0.5,9.82,0.28,0.6,9.15,0.783333,True,True,True
661,37,orchard,satchel shed,roof drip,0.65,dry twine,0.35,16.1,0.26,0.72,5.755,0.990278,True,True,True
662,37,repair_ring,wire bench,bell hum,0.47,clean cloth,0.45,16.08,0.27,0.54,10.075,0.697222,True,True,True
663,37,riverbend,wet crossing,lantern tick,0.57,wet cedar,0.5,11.66,0.67,0.6,7.905,0.804167,True,True,True
664,37,roofward,sun sill,sun glass hum,0.62,polished brass,0.35,20.54,0.29,0.72,8.33,0.011111,True,True,True
665,37,archive,stone stacks,page flutter,0.44,wax seal,0.45,14.72,0.25,0.54,6.49,0.718056,True,True,True
666,38,orchard,mud row,roof drip,0.54,mud reed,0.3,14.38,0.65,0.66,5.8,0.825,True,True,True
667,38,repair_ring,cool corner,cool fan,0.71,hot copper,0.4,17.86,0.27,0.42,10.03,0.031944,True,True,True
668,38,riverbend,arrival court,lantern tick,0.34,warm oil,0.45,9.94,0.25,0.54,7.95,0.638889,True,True,True
669,38,roofward,warm lane,sun glass hum,0.51,warm dust,0.3,18.82,0.32,0.66,8.21,0.845833,True,True,True
670,38,archive,memory desk,stone echo,0.68,ink linen,0.4,16.5,0.25,0.42,6.445,0.052778,True,True,True
671,38,signal,mast base,static crickets,0.5,lamp oil,0.5,9.28,0.26,0.6,9.135,0.759722,True,True,True
672,38,orchard,market plank,cart creak,0.55,dry twine,0.35,15.56,0.24,0.72,5.74,0.966667,True,True,True
673,38,repair_ring,arrival court,wire snap,0.37,clean cloth,0.45,15.54,0.25,0.54,10.06,0.673611,True,True,True
674,38,riverbend,plank hall,river slap,0.47,wet cedar,0.5,11.12,0.29,0.6,7.89,0.780556,True,True,True
675,38,roofward,ledger loft,hinge ticks,0.64,polished brass,0.35,19.28,0.22,0.72,8.315,0.9875,True,True,True
676,38,archive,arrival court,spool click,0.34,wax seal,0.45,13.46,0.65,0.54,6.475,0.694444,True,True,True
677,38,signal,lantern walk,rope creak,0.51,salt wind,0.3,9.74,0.3,0.66,9.24,0.901389,True,True,True
678,38,orchard,satchel shed,seed rattle,0.68,apple soil,0.4,16.02,0.28,0.42,5.68,0.108333,True,True,True
679,38,repair_ring,wire bench,cool fan,0.5,hot copper,0.5,16.0,0.29,0.6,10.165,0.815278,True,True,True
680,38,riverbend,wet crossing,cedar knock,0.48,mud thread,0.3,11.58,0.64,0.66,7.83,0.922222,True,True,True
681,38,roofward,sun sill,paper hush,0.65,thyme paper,0.4,20.46,0.26,0.42,8.255,0.129167,True,True,True
682,38,archive,stone stacks,stone echo,0.47,ink linen,0.5,14.64,0.27,0.6,6.415,0.836111,True,True,True
683,38,signal,lens room,beacon pulse,0.64,hot glass,0.35,10.92,0.25,0.72,9.18,0.043056,True,True,True
684,39,repair_ring,cool corner,wire snap,0.62,stone chalk,0.45,17.78,0.29,0.48,10.12,0.15,True,True,True
685,39,riverbend,arrival court,cedar knock,0.37,wet cedar,0.5,9.86,0.22,0.6,7.875,0.756944,True,True,True
686,39,roofward,warm lane,paper hush,0.54,polished brass,0.35,18.74,0.29,0.72,8.3,0.963889,True,True,True
687,39,archive,memory desk,spool click,0.71,cold dust,0.45,16.42,0.27,0.48,6.535,0.170833,True,True,True
688,39,signal,mast base,beacon pulse,0.41,salt wind,0.3,9.2,0.28,0.66,9.225,0.877778,True,True,True
689,39,orchard,market plank,roof drip,0.58,apple soil,0.4,15.48,0.26,0.42,5.83,0.084722,True,True,True
690,39,repair_ring,arrival court,bell hum,0.4,hot copper,0.5,15.46,0.22,0.6,10.15,0.791667,True,True,True
691,39,riverbend,plank hall,lantern tick,0.5,mud thread,0.3,11.04,0.26,0.66,7.98,0.898611,True,True,True
692,39,roofward,ledger loft,sun glass hum,0.55,thyme paper,0.4,19.92,0.24,0.42,8.24,0.105556,True,True,True
693,39,archive,arrival court,page flutter,0.37,ink linen,0.5,13.38,0.67,0.6,6.4,0.8125,True,True,True
694,39,signal,lantern walk,static crickets,0.54,hot glass,0.35,9.66,0.32,0.72,9.165,0.019444,True,True,True
695,39,orchard,satchel shed,cart creak,0.71,mud reed,0.45,15.94,0.25,0.48,5.77,0.226389,True,True,True
696,39,repair_ring,wire bench,wire snap,0.41,stone chalk,0.3,15.92,0.26,0.66,10.09,0.933333,True,True,True
697,39,riverbend,wet crossing,river slap,0.51,warm oil,0.35,11.5,0.66,0.72,7.92,0.040278,True,True,True
698,39,roofward,sun sill,hinge ticks,0.68,warm dust,0.45,20.38,0.28,0.48,8.345,0.247222,True,True,True
699,39,archive,stone stacks,spool click,0.5,cold dust,0.3,14.56,0.29,0.66,6.505,0.954167,True,True,True
700,39,signal,lens room,rope creak,0.55,lamp oil,0.4,10.84,0.22,0.42,9.27,0.161111,True,True,True
701,39,orchard,arrival court,roof drip,0.37,apple soil,0.5,13.62,0.23,0.6,5.8,0.868056,True,True,True
702,40,riverbend,arrival court,river slap,0.4,mud thread,0.3,9.78,0.24,0.66,7.965,0.875,True,True,True
703,40,roofward,warm lane,hinge ticks,0.57,thyme paper,0.4,18.66,0.31,0.42,8.225,0.081944,True,True,True
704,40,archive,memory desk,page flutter,0.62,wax seal,0.5,16.34,0.29,0.54,6.46,0.288889,True,True,True
705,40,signal,mast base,rope creak,0.44,hot glass,0.35,9.12,0.25,0.72,9.15,0.995833,True,True,True
706,40,orchard,market plank,seed rattle,0.61,mud reed,0.45,15.4,0.23,0.48,5.755,0.202778,True,True,True
707,40,repair_ring,arrival court,cool fan,0.43,stone chalk,0.3,15.38,0.24,0.66,10.075,0.909722,True,True,True
708,40,riverbend,plank hall,cedar knock,0.41,warm oil,0.35,10.96,0.28,0.72,7.905,0.016667,True,True,True
709,40,roofward,ledger loft,paper hush,0.58,warm dust,0.45,19.84,0.26,0.48,8.33,0.223611,True,True,True
710,40,archive,arrival court,stone echo,0.4,cold dust,0.3,14.02,0.64,0.66,6.49,0.930556,True,True,True
711,40,signal,lantern walk,beacon pulse,0.57,lamp oil,0.4,9.58,0.29,0.42,9.255,0.1375,True,True,True
712,40,orchard,satchel shed,roof drip,0.62,dry twine,0.5,15.86,0.27,0.54,5.695,0.344444,True,True,True
713,40,repair_ring,wire bench,bell hum,0.44,clean cloth,0.35,15.84,0.28,0.72,10.18,0.051389,True,True,True
714,40,riverbend,wet crossing,lantern tick,0.54,wet cedar,0.4,11.42,0.68,0.42,7.845,0.158333,True,True,True
715,40,roofward,sun sill,sun glass hum,0.71,polished brass,0.5,20.3,0.25,0.54,8.27,0.365278,True,True,True
716,40,archive,stone stacks,page flutter,0.41,wax seal,0.35,14.48,0.26,0.72,6.43,0.072222,True,True,True
717,40,signal,lens room,static crickets,0.58,salt wind,0.45,10.76,0.24,0.48,9.195,0.279167,True,True,True
718,40,orchard,arrival court,seed rattle,0.4,mud reed,0.3,13.54,0.25,0.66,5.725,0.986111,True,True,True
719,40,repair_ring,spark lane,wire snap,0.57,hot copper,0.4,17.02,0.68,0.42,10.12,0.193056,True,True,True
720,41,roofward,warm lane,sun glass hum,0.48,warm dust,0.45,18.58,0.28,0.48,8.315,0.2,True,True,True
721,41,archive,memory desk,stone echo,0.65,ink linen,0.3,16.26,0.26,0.6,6.55,0.406944,True,True,True
722,41,signal,mast base,static crickets,0.47,lamp oil,0.4,9.04,0.27,0.42,9.24,0.113889,True,True,True
723,41,orchard,market plank,cart creak,0.64,dry twine,0.5,15.32,0.25,0.54,5.68,0.320833,True,True,True
724,41,repair_ring,arrival court,wire snap,0.34,clean cloth,0.35,15.3,0.26,0.72,10.165,0.027778,True,True,True
725,41,riverbend,plank hall,river slap,0.44,wet cedar,0.4,10.88,0.25,0.42,7.83,0.134722,True,True,True
726,41,roofward,ledger loft,hinge ticks,0.61,polished brass,0.5,19.76,0.23,0.54,8.255,0.341667,True,True,True
727,41,archive,arrival court,spool click,0.43,wax seal,0.35,13.94,0.66,0.72,6.415,0.048611,True,True,True
728,41,signal,lantern walk,rope creak,0.48,salt wind,0.45,10.22,0.31,0.48,9.18,0.255556,True,True,True
729,41,orchard,satchel shed,seed rattle,0.65,apple soil,0.3,15.78,0.29,0.6,5.785,0.4625,True,True,True
730,41,repair_ring,wire bench,cool fan,0.47,hot copper,0.4,15.76,0.25,0.42,10.105,0.169444,True,True,True
731,41,riverbend,wet crossing,cedar knock,0.57,mud thread,0.45,11.34,0.65,0.48,7.935,0.276389,True,True,True
732,41,roofward,sun sill,paper hush,0.62,thyme paper,0.3,20.22,0.27,0.6,8.36,0.483333,True,True,True
733,41,archive,stone stacks,stone echo,0.44,ink linen,0.4,14.4,0.28,0.42,6.52,0.190278,True,True,True
734,41,signal,lens room,beacon pulse,0.61,hot glass,0.5,10.68,0.26,0.54,9.12,0.397222,True,True,True
735,41,orchard,arrival court,cart creak,0.43,dry twine,0.35,13.46,0.22,0.72,5.815,0.104167,True,True,True
736,41,repair_ring,spark lane,bell hum,0.48,stone chalk,0.45,16.94,0.65,0.48,10.045,0.311111,True,True,True
737,41,riverbend,dry ridge,lantern tick,0.58,warm oil,0.5,12.52,0.24,0.54,7.875,0.418056,True,True,True
738,42,archive,memory desk,spool click,0.68,cold dust,0.35,16.18,0.28,0.66,6.475,0.525,True,True,True
739,42,signal,mast base,beacon pulse,0.5,salt wind,0.45,8.96,0.29,0.48,9.165,0.231944,True,True,True
740,42,orchard,market plank,roof drip,0.55,apple soil,0.3,15.24,0.22,0.6,5.77,0.438889,True,True,True
741,42,repair_ring,arrival court,bell hum,0.37,hot copper,0.4,15.22,0.23,0.42,10.09,0.145833,True,True,True
742,42,riverbend,plank hall,lantern tick,0.47,mud thread,0.45,10.8,0.27,0.48,7.92,0.252778,True,True,True
743,42,roofward,ledger loft,sun glass hum,0.64,thyme paper,0.3,19.68,0.25,0.6,8.345,0.459722,True,True,True
744,42,archive,arrival court,page flutter,0.34,ink linen,0.4,13.86,0.68,0.42,6.505,0.166667,True,True,True
745,42,signal,lantern walk,static crickets,0.51,hot glass,0.5,10.14,0.28,0.54,9.27,0.373611,True,True,True
746,42,orchard,satchel shed,cart creak,0.68,mud reed,0.35,16.42,0.26,0.66,5.71,0.580556,True,True,True
747,42,repair_ring,wire bench,wire snap,0.5,stone chalk,0.45,15.68,0.27,0.48,10.03,0.2875,True,True,True
748,42,riverbend,wet crossing,river slap,0.48,warm oil,0.5,11.26,0.67,0.54,7.86,0.394444,True,True,True
749,42,roofward,sun sill,hinge ticks,0.65,warm dust,0.35,20.14,0.29,0.66,8.285,0.601389,True,True,True
750,42,archive,stone stacks,spool click,0.47,cold dust,0.45,14.32,0.25,0.48,6.445,0.308333,True,True,True
751,42,signal,lens room,rope creak,0.64,lamp oil,0.3,10.6,0.23,0.6,9.21,0.515278,True,True,True
752,42,orchard,arrival court,roof drip,0.34,apple soil,0.4,13.38,0.24,0.42,5.74,0.222222,True,True,True
753,42,repair_ring,spark lane,cool fan,0.51,clean cloth,0.5,16.86,0.67,0.54,10.135,0.429167,True,True,True
754,42,riverbend,dry ridge,cedar knock,0.61,wet cedar,0.3,12.44,0.26,0.6,7.965,0.536111,True,True,True
755,42,roofward,arrival court,sun glass hum,0.43,thyme paper,0.4,17.82,0.64,0.42,8.315,0.243056,True,True,True
756,43,signal,mast base,rope creak,0.41,hot glass,0.5,8.88,0.26,0.54,9.255,0.35,True,True,True
757,43,orchard,market plank,seed rattle,0.58,mud reed,0.35,15.16,0.24,0.66,5.695,0.556944,True,True,True
758,43,repair_ring,arrival court,cool fan,0.4,stone chalk,0.45,15.14,0.25,0.48,10.18,0.263889,True,True,True
759,43,riverbend,plank hall,cedar knock,0.5,warm oil,0.5,10.72,0.29,0.54,7.845,0.370833,True,True,True
760,43,roofward,ledger loft,paper hush,0.55,warm dust,0.35,19.6,0.22,0.66,8.27,0.577778,True,True,True
761,43,archive,arrival court,stone echo,0.37,cold dust,0.45,13.78,0.65,0.48,6.43,0.284722,True,True,True
762,43,signal,lantern walk,beacon pulse,0.54,lamp oil,0.3,10.06,0.3,0.6,9.195,0.491667,True,True,True
763,43,orchard,satchel shed,roof drip,0.71,dry twine,0.4,16.34,0.28,0.72,5.8,0.698611,True,True,True
764,43,repair_ring,wire bench,bell hum,0.41,clean cloth,0.5,16.32,0.29,0.54,10.12,0.405556,True,True,True
765,43,riverbend,wet crossing,lantern tick,0.51,wet cedar,0.3,11.18,0.64,0.6,7.95,0.5125,True,True,True
