tick,day,slot,selected_resident,vertical_slice_frame,arrival_movement_frame,bounded_conversation_frame,schedule_debt_memory_frame,offscreen_return_frame,visible_consequence_frame,save_restore_audit_replay_frame,usable_interface_frame,single_html_vertical_slice,all_systems_integrated
1374,77,6,Tovan,1374,1374,1374,1374,1374,1374,1374,1374,True,True
1375,77,7,Nia,1375,1375,1375,1375,1375,1375,1375,1375,True,True
1376,77,8,Ari,1376,1376,1376,1376,1376,1376,1376,1376,True,True
1377,77,9,Fay,1377,1377,1377,1377,1377,1377,1377,1377,True,True
1378,77,10,Milo,1378,1378,1378,1378,1378,1378,1378,1378,True,True
1379,77,11,Sera,1379,1379,1379,1379,1379,1379,1379,1379,True,True
1380,77,12,Tovan,1380,1380,1380,1380,1380,1380,1380,1380,True,True
1381,77,13,Nia,1381,1381,1381,1381,1381,1381,1381,1381,True,True
1382,77,14,Ari,1382,1382,1382,1382,1382,1382,1382,1382,True,True
1383,77,15,Fay,1383,1383,1383,1383,1383,1383,1383,1383,True,True
1384,77,16,Milo,1384,1384,1384,1384,1384,1384,1384,1384,True,True
1385,77,17,Sera,1385,1385,1385,1385,1385,1385,1385,1385,True,True
1386,78,0,Tovan,1386,1386,1386,1386,1386,1386,1386,1386,True,True
1387,78,1,Nia,1387,1387,1387,1387,1387,1387,1387,1387,True,True
1388,78,2,Ari,1388,1388,1388,1388,1388,1388,1388,1388,True,True
1389,78,3,Fay,1389,1389,1389,1389,1389,1389,1389,1389,True,True
1390,78,4,Milo,1390,1390,1390,1390,1390,1390,1390,1390,True,True
1391,78,5,Sera,1391,1391,1391,1391,1391,1391,1391,1391,True,True
1392,78,6,Tovan,1392,1392,1392,1392,1392,1392,1392,1392,True,True
1393,78,7,Nia,1393,1393,1393,1393,1393,1393,1393,1393,True,True
1394,78,8,Ari,1394,1394,1394,1394,1394,1394,1394,1394,True,True
1395,78,9,Fay,1395,1395,1395,1395,1395,1395,1395,1395,True,True
1396,78,10,Milo,1396,1396,1396,1396,1396,1396,1396,1396,True,True
1397,78,11,Sera,1397,1397,1397,1397,1397,1397,1397,1397,True,True
1398,78,12,Tovan,1398,1398,1398,1398,1398,1398,1398,1398,True,True
1399,78,13,Nia,1399,1399,1399,1399,1399,1399,1399,1399,True,True
1400,78,14,Ari,1400,1400,1400,1400,1400,1400,1400,1400,True,True
1401,78,15,Fay,1401,1401,1401,1401,1401,1401,1401,1401,True,True
1402,78,16,Milo,1402,1402,1402,1402,1402,1402,1402,1402,True,True
1403,78,17,Sera,1403,1403,1403,1403,1403,1403,1403,1403,True,True
1404,79,0,Tovan,1404,1404,1404,1404,1404,1404,1404,1404,True,True
1405,79,1,Nia,1405,1405,1405,1405,1405,1405,1405,1405,True,True
1406,79,2,Ari,1406,1406,1406,1406,1406,1406,1406,1406,True,True
1407,79,3,Fay,1407,1407,1407,1407,1407,1407,1407,1407,True,True
1408,79,4,Milo,1408,1408,1408,1408,1408,1408,1408,1408,True,True
1409,79,5,Sera,1409,1409,1409,1409,1409,1409,1409,1409,True,True
1410,79,6,Tovan,1410,1410,1410,1410,1410,1410,1410,1410,True,True
1411,79,7,Nia,1411,1411,1411,1411,1411,1411,1411,1411,True,True
1412,79,8,Ari,1412,1412,1412,1412,1412,1412,1412,1412,True,True
1413,79,9,Fay,1413,1413,1413,1413,1413,1413,1413,1413,True,True
1414,79,10,Milo,1414,1414,1414,1414,1414,1414,1414,1414,True,True
1415,79,11,Sera,1415,1415,1415,1415,1415,1415,1415,1415,True,True
1416,79,12,Tovan,1416,1416,1416,1416,1416,1416,1416,1416,True,True
1417,79,13,Nia,1417,1417,1417,1417,1417,1417,1417,1417,True,True
1418,79,14,Ari,1418,1418,1418,1418,1418,1418,1418,1418,True,True
1419,79,15,Fay,1419,1419,1419,1419,1419,1419,1419,1419,True,True
1420,79,16,Milo,1420,1420,1420,1420,1420,1420,1420,1420,True,True
1421,79,17,Sera,1421,1421,1421,1421,1421,1421,1421,1421,True,True
1422,80,0,Tovan,1422,1422,1422,1422,1422,1422,1422,1422,True,True
1423,80,1,Nia,1423,1423,1423,1423,1423,1423,1423,1423,True,True
1424,80,2,Ari,1424,1424,1424,1424,1424,1424,1424,1424,True,True
1425,80,3,Fay,1425,1425,1425,1425,1425,1425,1425,1425,True,True
1426,80,4,Milo,1426,1426,1426,1426,1426,1426,1426,1426,True,True
1427,80,5,Sera,1427,1427,1427,1427,1427,1427,1427,1427,True,True
1428,80,6,Tovan,1428,1428,1428,1428,1428,1428,1428,1428,True,True
1429,80,7,Nia,1429,1429,1429,1429,1429,1429,1429,1429,True,True
1430,80,8,Ari,1430,1430,1430,1430,1430,1430,1430,1430,True,True
1431,80,9,Fay,1431,1431,1431,1431,1431,1431,1431,1431,True,True
1432,80,10,Milo,1432,1432,1432,1432,1432,1432,1432,1432,True,True
1433,80,11,Sera,1433,1433,1433,1433,1433,1433,1433,1433,True,True
1434,80,12,Tovan,1434,1434,1434,1434,1434,1434,1434,1434,True,True
1435,80,13,Nia,1435,1435,1435,1435,1435,1435,1435,1435,True,True
1436,80,14,Ari,1436,1436,1436,1436,1436,1436,1436,1436,True,True
1437,80,15,Fay,1437,1437,1437,1437,1437,1437,1437,1437,True,True
1438,80,16,Milo,1438,1438,1438,1438,1438,1438,1438,1438,True,True
1439,80,17,Sera,1439,1439,1439,1439,1439,1439,1439,1439,True,True
1440,81,0,Tovan,1440,1440,1440,1440,1440,1440,1440,1440,True,True
1441,81,1,Nia,1441,1441,1441,1441,1441,1441,1441,1441,True,True
1442,81,2,Ari,1442,1442,1442,1442,1442,1442,1442,1442,True,True
1443,81,3,Fay,1443,1443,1443,1443,1443,1443,1443,1443,True,True
1444,81,4,Milo,1444,1444,1444,1444,1444,1444,1444,1444,True,True
1445,81,5,Sera,1445,1445,1445,1445,1445,1445,1445,1445,True,True
1446,81,6,Tovan,1446,1446,1446,1446,1446,1446,1446,1446,True,True
1447,81,7,Nia,1447,1447,1447,1447,1447,1447,1447,1447,True,True
1448,81,8,Ari,1448,1448,1448,1448,1448,1448,1448,1448,True,True
1449,81,9,Fay,1449,1449,1449,1449,1449,1449,1449,1449,True,True
1450,81,10,Milo,1450,1450,1450,1450,1450,1450,1450,1450,True,True
1451,81,11,Sera,1451,1451,1451,1451,1451,1451,1451,1451,True,True
1452,81,12,Tovan,1452,1452,1452,1452,1452,1452,1452,1452,True,True
1453,81,13,Nia,1453,1453,1453,1453,1453,1453,1453,1453,True,True
1454,81,14,Ari,1454,1454,1454,1454,1454,1454,1454,1454,True,True
1455,81,15,Fay,1455,1455,1455,1455,1455,1455,1455,1455,True,True
1456,81,16,Milo,1456,1456,1456,1456,1456,1456,1456,1456,True,True
1457,81,17,Sera,1457,1457,1457,1457,1457,1457,1457,1457,True,True
1458,82,0,Tovan,1458,1458,1458,1458,1458,1458,1458,1458,True,True
1459,82,1,Nia,1459,1459,1459,1459,1459,1459,1459,1459,True,True
1460,82,2,Ari,1460,1460,1460,1460,1460,1460,1460,1460,True,True
1461,82,3,Fay,1461,1461,1461,1461,1461,1461,1461,1461,True,True
1462,82,4,Milo,1462,1462,1462,1462,1462,1462,1462,1462,True,True
1463,82,5,Sera,1463,1463,1463,1463,1463,1463,1463,1463,True,True
1464,82,6,Tovan,1464,1464,1464,1464,1464,1464,1464,1464,True,True
1465,82,7,Nia,1465,1465,1465,1465,1465,1465,1465,1465,True,True
1466,82,8,Ari,1466,1466,1466,1466,1466,1466,1466,1466,True,True
1467,82,9,Fay,1467,1467,1467,1467,1467,1467,1467,1467,True,True
1468,82,10,Milo,1468,1468,1468,1468,1468,1468,1468,1468,True,True
1469,82,11,Sera,1469,1469,1469,1469,1469,1469,1469,1469,True,True
1470,82,12,Tovan,1470,1470,1470,1470,1470,1470,1470,1470,True,True
1471,82,13,Nia,1471,1471,1471,1471,1471,1471,1471,1471,True,True
1472,82,14,Ari,1472,1472,1472,1472,1472,1472,1472,1472,True,True
1473,82,15,Fay,1473,1473,1473,1473,1473,1473,1473,1473,True,True
1474,82,16,Milo,1474,1474,1474,1474,1474,1474,1474,1474,True,True
1475,82,17,Sera,1475,1475,1475,1475,1475,1475,1475,1475,True,True
1476,83,0,Tovan,1476,1476,1476,1476,1476,1476,1476,1476,True,True
1477,83,1,Nia,1477,1477,1477,1477,1477,1477,1477,1477,True,True
1478,83,2,Ari,1478,1478,1478,1478,1478,1478,1478,1478,True,True
1479,83,3,Fay,1479,1479,1479,1479,1479,1479,1479,1479,True,True
1480,83,4,Milo,1480,1480,1480,1480,1480,1480,1480,1480,True,True
1481,83,5,Sera,1481,1481,1481,1481,1481,1481,1481,1481,True,True
1482,83,6,Tovan,1482,1482,1482,1482,1482,1482,1482,1482,True,True
1483,83,7,Nia,1483,1483,1483,1483,1483,1483,1483,1483,True,True
1484,83,8,Ari,1484,1484,1484,1484,1484,1484,1484,1484,True,True
1485,83,9,Fay,1485,1485,1485,1485,1485,1485,1485,1485,True,True
1486,83,10,Milo,1486,1486,1486,1486,1486,1486,1486,1486,True,True
1487,83,11,Sera,1487,1487,1487,1487,1487,1487,1487,1487,True,True
1488,83,12,Tovan,1488,1488,1488,1488,1488,1488,1488,1488,True,True
1489,83,13,Nia,1489,1489,1489,1489,1489,1489,1489,1489,True,True
1490,83,14,Ari,1490,1490,1490,1490,1490,1490,1490,1490,True,True
1491,83,15,Fay,1491,1491,1491,1491,1491,1491,1491,1491,True,True
1492,83,16,Milo,1492,1492,1492,1492,1492,1492,1492,1492,True,True
1493,83,17,Sera,1493,1493,1493,1493,1493,1493,1493,1493,True,True
1494,84,0,Tovan,1494,1494,1494,1494,1494,1494,1494,1494,True,True
1495,84,1,Nia,1495,1495,1495,1495,1495,1495,1495,1495,True,True
1496,84,2,Ari,1496,1496,1496,1496,1496,1496,1496,1496,True,True
1497,84,3,Fay,1497,1497,1497,1497,1497,1497,1497,1497,True,True
1498,84,4,Milo,1498,1498,1498,1498,1498,1498,1498,1498,True,True
1499,84,5,Sera,1499,1499,1499,1499,1499,1499,1499,1499,True,True
1500,84,6,Tovan,1500,1500,1500,1500,1500,1500,1500,1500,True,True
1501,84,7,Nia,1501,1501,1501,1501,1501,1501,1501,1501,True,True
1502,84,8,Ari,1502,1502,1502,1502,1502,1502,1502,1502,True,True
1503,84,9,Fay,1503,1503,1503,1503,1503,1503,1503,1503,True,True
1504,84,10,Milo,1504,1504,1504,1504,1504,1504,1504,1504,True,True
1505,84,11,Sera,1505,1505,1505,1505,1505,1505,1505,1505,True,True
1506,84,12,Tovan,1506,1506,1506,1506,1506,1506,1506,1506,True,True
1507,84,13,Nia,1507,1507,1507,1507,1507,1507,1507,1507,True,True
1508,84,14,Ari,1508,1508,1508,1508,1508,1508,1508,1508,True,True
1509,84,15,Fay,1509,1509,1509,1509,1509,1509,1509,1509,True,True
1510,84,16,Milo,1510,1510,1510,1510,1510,1510,1510,1510,True,True
1511,84,17,Sera,1511,1511,1511,1511,1511,1511,1511,1511,True,True
1512,85,0,Tovan,1512,1512,1512,1512,1512,1512,1512,1512,True,True
1513,85,1,Nia,1513,1513,1513,1513,1513,1513,1513,1513,True,True
1514,85,2,Ari,1514,1514,1514,1514,1514,1514,1514,1514,True,True
1515,85,3,Fay,1515,1515,1515,1515,1515,1515,1515,1515,True,True
1516,85,4,Milo,1516,1516,1516,1516,1516,1516,1516,1516,True,True
1517,85,5,Sera,1517,1517,1517,1517,1517,1517,1517,1517,True,True
1518,85,6,Tovan,1518,1518,1518,1518,1518,1518,1518,1518,True,True
1519,85,7,Nia,1519,1519,1519,1519,1519,1519,1519,1519,True,True
1520,85,8,Ari,1520,1520,1520,1520,1520,1520,1520,1520,True,True
1521,85,9,Fay,1521,1521,1521,1521,1521,1521,1521,1521,True,True
1522,85,10,Milo,1522,1522,1522,1522,1522,1522,1522,1522,True,True
1523,85,11,Sera,1523,1523,1523,1523,1523,1523,1523,1523,True,True
1524,85,12,Tovan,1524,1524,1524,1524,1524,1524,1524,1524,True,True
1525,85,13,Nia,1525,1525,1525,1525,1525,1525,1525,1525,True,True
1526,85,14,Ari,1526,1526,1526,1526,1526,1526,1526,1526,True,True
1527,85,15,Fay,1527,1527,1527,1527,1527,1527,1527,1527,True,True
1528,85,16,Milo,1528,1528,1528,1528,1528,1528,1528,1528,True,True
1529,85,17,Sera,1529,1529,1529,1529,1529,1529,1529,1529,True,True
1530,86,0,Tovan,1530,1530,1530,1530,1530,1530,1530,1530,True,True
1531,86,1,Nia,1531,1531,1531,1531,1531,1531,1531,1531,True,True
1532,86,2,Ari,1532,1532,1532,1532,1532,1532,1532,1532,True,True
1533,86,3,Fay,1533,1533,1533,1533,1533,1533,1533,1533,True,True
1534,86,4,Milo,1534,1534,1534,1534,1534,1534,1534,1534,True,True
1535,86,5,Sera,1535,1535,1535,1535,1535,1535,1535,1535,True,True
1536,86,6,Tovan,1536,1536,1536,1536,1536,1536,1536,1536,True,True
1537,86,7,Nia,1537,1537,1537,1537,1537,1537,1537,1537,True,True
1538,86,8,Ari,1538,1538,1538,1538,1538,1538,1538,1538,True,True
1539,86,9,Fay,1539,1539,1539,1539,1539,1539,1539,1539,True,True
1540,86,10,Milo,1540,1540,1540,1540,1540,1540,1540,1540,True,True
1541,86,11,Sera,1541,1541,1541,1541,1541,1541,1541,1541,True,True
1542,86,12,Tovan,1542,1542,1542,1542,1542,1542,1542,1542,True,True
1543,86,13,Nia,1543,1543,1543,1543,1543,1543,1543,1543,True,True
1544,86,14,Ari,1544,1544,1544,1544,1544,1544,1544,1544,True,True
1545,86,15,Fay,1545,1545,1545,1545,1545,1545,1545,1545,True,True
1546,86,16,Milo,1546,1546,1546,1546,1546,1546,1546,1546,True,True
1547,86,17,Sera,1547,1547,1547,1547,1547,1547,1547,1547,True,True
1548,87,0,Tovan,1548,1548,1548,1548,1548,1548,1548,1548,True,True
1549,87,1,Nia,1549,1549,1549,1549,1549,1549,1549,1549,True,True
1550,87,2,Ari,1550,1550,1550,1550,1550,1550,1550,1550,True,True
1551,87,3,Fay,1551,1551,1551,1551,1551,1551,1551,1551,True,True
1552,87,4,Milo,1552,1552,1552,1552,1552,1552,1552,1552,True,True
1553,87,5,Sera,1553,1553,1553,1553,1553,1553,1553,1553,True,True
1554,87,6,Tovan,1554,1554,1554,1554,1554,1554,1554,1554,True,True
1555,87,7,Nia,1555,1555,1555,1555,1555,1555,1555,1555,True,True
1556,87,8,Ari,1556,1556,1556,1556,1556,1556,1556,1556,True,True
1557,87,9,Fay,1557,1557,1557,1557,1557,1557,1557,1557,True,True
1558,87,10,Milo,1558,1558,1558,1558,1558,1558,1558,1558,True,True
1559,87,11,Sera,1559,1559,1559,1559,1559,1559,1559,1559,True,True
1560,87,12,Tovan,1560,1560,1560,1560,1560,1560,1560,1560,True,True
1561,87,13,Nia,1561,1561,1561,1561,1561,1561,1561,1561,True,True
1562,87,14,Ari,1562,1562,1562,1562,1562,1562,1562,1562,True,True
1563,87,15,Fay,1563,1563,1563,1563,1563,1563,1563,1563,True,True
1564,87,16,Milo,1564,1564,1564,1564,1564,1564,1564,1564,True,True
1565,87,17,Sera,1565,1565,1565,1565,1565,1565,1565,1565,True,True
1566,88,0,Tovan,1566,1566,1566,1566,1566,1566,1566,1566,True,True
1567,88,1,Nia,1567,1567,1567,1567,1567,1567,1567,1567,True,True
1568,88,2,Ari,1568,1568,1568,1568,1568,1568,1568,1568,True,True
1569,88,3,Fay,1569,1569,1569,1569,1569,1569,1569,1569,True,True
1570,88,4,Milo,1570,1570,1570,1570,1570,1570,1570,1570,True,True
1571,88,5,Sera,1571,1571,1571,1571,1571,1571,1571,1571,True,True
1572,88,6,Tovan,1572,1572,1572,1572,1572,1572,1572,1572,True,True
1573,88,7,Nia,1573,1573,1573,1573,1573,1573,1573,1573,True,True
1574,88,8,Ari,1574,1574,1574,1574,1574,1574,1574,1574,True,True
1575,88,9,Fay,1575,1575,1575,1575,1575,1575,1575,1575,True,True
1576,88,10,Milo,1576,1576,1576,1576,1576,1576,1576,1576,True,True
1577,88,11,Sera,1577,1577,1577,1577,1577,1577,1577,1577,True,True
1578,88,12,Tovan,1578,1578,1578,1578,1578,1578,1578,1578,True,True
1579,88,13,Nia,1579,1579,1579,1579,1579,1579,1579,1579,True,True
1580,88,14,Ari,1580,1580,1580,1580,1580,1580,1580,1580,True,True
1581,88,15,Fay,1581,1581,1581,1581,1581,1581,1581,1581,True,True
1582,88,16,Milo,1582,1582,1582,1582,1582,1582,1582,1582,True,True
1583,88,17,Sera,1583,1583,1583,1583,1583,1583,1583,1583,True,True
1584,89,0,Tovan,1584,1584,1584,1584,1584,1584,1584,1584,True,True
1585,89,1,Nia,1585,1585,1585,1585,1585,1585,1585,1585,True,True
1586,89,2,Ari,1586,1586,1586,1586,1586,1586,1586,1586,True,True
1587,89,3,Fay,1587,1587,1587,1587,1587,1587,1587,1587,True,True
1588,89,4,Milo,1588,1588,1588,1588,1588,1588,1588,1588,True,True
1589,89,5,Sera,1589,1589,1589,1589,1589,1589,1589,1589,True,True
1590,89,6,Tovan,1590,1590,1590,1590,1590,1590,1590,1590,True,True
1591,89,7,Nia,1591,1591,1591,1591,1591,1591,1591,1591,True,True
1592,89,8,Ari,1592,1592,1592,1592,1592,1592,1592,1592,True,True
1593,89,9,Fay,1593,1593,1593,1593,1593,1593,1593,1593,True,True
1594,89,10,Milo,1594,1594,1594,1594,1594,1594,1594,1594,True,True
1595,89,11,Sera,1595,1595,1595,1595,1595,1595,1595,1595,True,True
1596,89,12,Tovan,1596,1596,1596,1596,1596,1596,1596,1596,True,True
1597,89,13,Nia,1597,1597,1597,1597,1597,1597,1597,1597,True,True
1598,89,14,Ari,1598,1598,1598,1598,1598,1598,1598,1598,True,True
1599,89,15,Fay,1599,1599,1599,1599,1599,1599,1599,1599,True,True
1600,89,16,Milo,1600,1600,1600,1600,1600,1600,1600,1600,True,True
1601,89,17,Sera,1601,1601,1601,1601,1601,1601,1601,1601,True,True
1602,90,0,Tovan,1602,1602,1602,1602,1602,1602,1602,1602,True,True
1603,90,1,Nia,1603,1603,1603,1603,1603,1603,1603,1603,True,True
1604,90,2,Ari,1604,1604,1604,1604,1604,1604,1604,1604,True,True
1605,90,3,Fay,1605,1605,1605,1605,1605,1605,1605,1605,True,True
1606,90,4,Milo,1606,1606,1606,1606,1606,1606,1606,1606,True,True
1607,90,5,Sera,1607,1607,1607,1607,1607,1607,1607,1607,True,True
1608,90,6,Tovan,1608,1608,1608,1608,1608,1608,1608,1608,True,True
1609,90,7,Nia,1609,1609,1609,1609,1609,1609,1609,1609,True,True
1610,90,8,Ari,1610,1610,1610,1610,1610,1610,1610,1610,True,True
1611,90,9,Fay,1611,1611,1611,1611,1611,1611,1611,1611,True,True
1612,90,10,Milo,1612,1612,1612,1612,1612,1612,1612,1612,True,True
1613,90,11,Sera,1613,1613,1613,1613,1613,1613,1613,1613,True,True
1614,90,12,Tovan,1614,1614,1614,1614,1614,1614,1614,1614,True,True
1615,90,13,Nia,1615,1615,1615,1615,1615,1615,1615,1615,True,True
1616,90,14,Ari,1616,1616,1616,1616,1616,1616,1616,1616,True,True
1617,90,15,Fay,1617,1617,1617,1617,1617,1617,1617,1617,True,True
1618,90,16,Milo,1618,1618,1618,1618,1618,1618,1618,1618,True,True
1619,90,17,Sera,1619,1619,1619,1619,1619,1619,1619,1619,True,True
1620,91,0,Tovan,1620,1620,1620,1620,1620,1620,1620,1620,True,True
1621,91,1,Nia,1621,1621,1621,1621,1621,1621,1621,1621,True,True
1622,91,2,Ari,1622,1622,1622,1622,1622,1622,1622,1622,True,True
1623,91,3,Fay,1623,1623,1623,1623,1623,1623,1623,1623,True,True
1624,91,4,Milo,1624,1624,1624,1624,1624,1624,1624,1624,True,True
1625,91,5,Sera,1625,1625,1625,1625,1625,1625,1625,1625,True,True
1626,91,6,Tovan,1626,1626,1626,1626,1626,1626,1626,1626,True,True
1627,91,7,Nia,1627,1627,1627,1627,1627,1627,1627,1627,True,True
1628,91,8,Ari,1628,1628,1628,1628,1628,1628,1628,1628,True,True
1629,91,9,Fay,1629,1629,1629,1629,1629,1629,1629,1629,True,True
1630,91,10,Milo,1630,1630,1630,1630,1630,1630,1630,1630,True,True
1631,91,11,Sera,1631,1631,1631,1631,1631,1631,1631,1631,True,True
1632,91,12,Tovan,1632,1632,1632,1632,1632,1632,1632,1632,True,True
1633,91,13,Nia,1633,1633,1633,1633,1633,1633,1633,1633,True,True
1634,91,14,Ari,1634,1634,1634,1634,1634,1634,1634,1634,True,True
1635,91,15,Fay,1635,1635,1635,1635,1635,1635,1635,1635,True,True
1636,91,16,Milo,1636,1636,1636,1636,1636,1636,1636,1636,True,True
1637,91,17,Sera,1637,1637,1637,1637,1637,1637,1637,1637,True,True
1638,92,0,Tovan,1638,1638,1638,1638,1638,1638,1638,1638,True,True
1639,92,1,Nia,1639,1639,1639,1639,1639,1639,1639,1639,True,True
1640,92,2,Ari,1640,1640,1640,1640,1640,1640,1640,1640,True,True
1641,92,3,Fay,1641,1641,1641,1641,1641,1641,1641,1641,True,True
1642,92,4,Milo,1642,1642,1642,1642,1642,1642,1642,1642,True,True
1643,92,5,Sera,1643,1643,1643,1643,1643,1643,1643,1643,True,True
1644,92,6,Tovan,1644,1644,1644,1644,1644,1644,1644,1644,True,True
1645,92,7,Nia,1645,1645,1645,1645,1645,1645,1645,1645,True,True
1646,92,8,Ari,1646,1646,1646,1646,1646,1646,1646,1646,True,True
1647,92,9,Fay,1647,1647,1647,1647,1647,1647,1647,1647,True,True
1648,92,10,Milo,1648,1648,1648,1648,1648,1648,1648,1648,True,True
1649,92,11,Sera,1649,1649,1649,1649,1649,1649,1649,1649,True,True
1650,92,12,Tovan,1650,1650,1650,1650,1650,1650,1650,1650,True,True
1651,92,13,Nia,1651,1651,1651,1651,1651,1651,1651,1651,True,True
1652,92,14,Ari,1652,1652,1652,1652,1652,1652,1652,1652,True,True
1653,92,15,Fay,1653,1653,1653,1653,1653,1653,1653,1653,True,True
1654,92,16,Milo,1654,1654,1654,1654,1654,1654,1654,1654,True,True
1655,92,17,Sera,1655,1655,1655,1655,1655,1655,1655,1655,True,True
1656,93,0,Tovan,1656,1656,1656,1656,1656,1656,1656,1656,True,True
1657,93,1,Nia,1657,1657,1657,1657,1657,1657,1657,1657,True,True
1658,93,2,Ari,1658,1658,1658,1658,1658,1658,1658,1658,True,True
1659,93,3,Fay,1659,1659,1659,1659,1659,1659,1659,1659,True,True
1660,93,4,Milo,1660,1660,1660,1660,1660,1660,1660,1660,True,True
1661,93,5,Sera,1661,1661,1661,1661,1661,1661,1661,1661,True,True
1662,93,6,Tovan,1662,1662,1662,1662,1662,1662,1662,1662,True,True
1663,93,7,Nia,1663,1663,1663,1663,1663,1663,1663,1663,True,True
1664,93,8,Ari,1664,1664,1664,1664,1664,1664,1664,1664,True,True
1665,93,9,Fay,1665,1665,1665,1665,1665,1665,1665,1665,True,True
1666,93,10,Milo,1666,1666,1666,1666,1666,1666,1666,1666,True,True
1667,93,11,Sera,1667,1667,1667,1667,1667,1667,1667,1667,True,True
1668,93,12,Tovan,1668,1668,1668,1668,1668,1668,1668,1668,True,True
1669,93,13,Nia,1669,1669,1669,1669,1669,1669,1669,1669,True,True
1670,93,14,Ari,1670,1670,1670,1670,1670,1670,1670,1670,True,True
1671,93,15,Fay,1671,1671,1671,1671,1671,1671,1671,1671,True,True
1672,93,16,Milo,1672,1672,1672,1672,1672,1672,1672,1672,True,True
1673,93,17,Sera,1673,1673,1673,1673,1673,1673,1673,1673,True,True
1674,94,0,Tovan,1674,1674,1674,1674,1674,1674,1674,1674,True,True
1675,94,1,Nia,1675,1675,1675,1675,1675,1675,1675,1675,True,True
1676,94,2,Ari,1676,1676,1676,1676,1676,1676,1676,1676,True,True
1677,94,3,Fay,1677,1677,1677,1677,1677,1677,1677,1677,True,True
1678,94,4,Milo,1678,1678,1678,1678,1678,1678,1678,1678,True,True
1679,94,5,Sera,1679,1679,1679,1679,1679,1679,1679,1679,True,True
1680,94,6,Tovan,1680,1680,1680,1680,1680,1680,1680,1680,True,True
1681,94,7,Nia,1681,1681,1681,1681,1681,1681,1681,1681,True,True
1682,94,8,Ari,1682,1682,1682,1682,1682,1682,1682,1682,True,True
1683,94,9,Fay,1683,1683,1683,1683,1683,1683,1683,1683,True,True
1684,94,10,Milo,1684,1684,1684,1684,1684,1684,1684,1684,True,True
1685,94,11,Sera,1685,1685,1685,1685,1685,1685,1685,1685,True,True
1686,94,12,Tovan,1686,1686,1686,1686,1686,1686,1686,1686,True,True
1687,94,13,Nia,1687,1687,1687,1687,1687,1687,1687,1687,True,True
1688,94,14,Ari,1688,1688,1688,1688,1688,1688,1688,1688,True,True
1689,94,15,Fay,1689,1689,1689,1689,1689,1689,1689,1689,True,True
1690,94,16,Milo,1690,1690,1690,1690,1690,1690,1690,1690,True,True
1691,94,17,Sera,1691,1691,1691,1691,1691,1691,1691,1691,True,True
1692,95,0,Tovan,1692,1692,1692,1692,1692,1692,1692,1692,True,True
1693,95,1,Nia,1693,1693,1693,1693,1693,1693,1693,1693,True,True
1694,95,2,Ari,1694,1694,1694,1694,1694,1694,1694,1694,True,True
1695,95,3,Fay,1695,1695,1695,1695,1695,1695,1695,1695,True,True
1696,95,4,Milo,1696,1696,1696,1696,1696,1696,1696,1696,True,True
1697,95,5,Sera,1697,1697,1697,1697,1697,1697,1697,1697,True,True
1698,95,6,Tovan,1698,1698,1698,1698,1698,1698,1698,1698,True,True
1699,95,7,Nia,1699,1699,1699,1699,1699,1699,1699,1699,True,True
1700,95,8,Ari,1700,1700,1700,1700,1700,1700,1700,1700,True,True
1701,95,9,Fay,1701,1701,1701,1701,1701,1701,1701,1701,True,True
1702,95,10,Milo,1702,1702,1702,1702,1702,1702,1702,1702,True,True
1703,95,11,Sera,1703,1703,1703,1703,1703,1703,1703,1703,True,True
1704,95,12,Tovan,1704,1704,1704,1704,1704,1704,1704,1704,True,True
1705,95,13,Nia,1705,1705,1705,1705,1705,1705,1705,1705,True,True
1706,95,14,Ari,1706,1706,1706,1706,1706,1706,1706,1706,True,True
1707,95,15,Fay,1707,1707,1707,1707,1707,1707,1707,1707,True,True
1708,95,16,Milo,1708,1708,1708,1708,1708,1708,1708,1708,True,True
1709,95,17,Sera,1709,1709,1709,1709,1709,1709,1709,1709,True,True
1710,96,0,Tovan,1710,1710,1710,1710,1710,1710,1710,1710,True,True
1711,96,1,Nia,1711,1711,1711,1711,1711,1711,1711,1711,True,True
1712,96,2,Ari,1712,1712,1712,1712,1712,1712,1712,1712,True,True
1713,96,3,Fay,1713,1713,1713,1713,1713,1713,1713,1713,True,True
1714,96,4,Milo,1714,1714,1714,1714,1714,1714,1714,1714,True,True
1715,96,5,Sera,1715,1715,1715,1715,1715,1715,1715,1715,True,True
1716,96,6,Tovan,1716,1716,1716,1716,1716,1716,1716,1716,True,True
1717,96,7,Nia,1717,1717,1717,1717,1717,1717,1717,1717,True,True
1718,96,8,Ari,1718,1718,1718,1718,1718,1718,1718,1718,True,True
1719,96,9,Fay,1719,1719,1719,1719,1719,1719,1719,1719,True,True
1720,96,10,Milo,1720,1720,1720,1720,1720,1720,1720,1720,True,True
1721,96,11,Sera,1721,1721,1721,1721,1721,1721,1721,1721,True,True
1722,96,12,Tovan,1722,1722,1722,1722,1722,1722,1722,1722,True,True
1723,96,13,Nia,1723,1723,1723,1723,1723,1723,1723,1723,True,True
1724,96,14,Ari,1724,1724,1724,1724,1724,1724,1724,1724,True,True
1725,96,15,Fay,1725,1725,1725,1725,1725,1725,1725,1725,True,True
1726,96,16,Milo,1726,1726,1726,1726,1726,1726,1726,1726,True,True
1727,96,17,Sera,1727,1727,1727,1727,1727,1727,1727,1727,True,True
