tick_id,day,infrastructure_id,ecology_channel,level_before,infrastructure_effect,weather_effect,level_after,feedback_visible,care_action
322,18,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
323,18,dusk_signal_workshop,night_calm,0.92,0.0,-0.01,0.91,True,none
324,19,river_mill_bridge,bank_stability,0.819012,0.0,-0.014,0.805012,True,none
325,19,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
326,19,archive_public_kiosk,notice_accuracy,0.92,0.014848,0.003,0.92,False,none
327,19,dusk_signal_workshop,night_calm,0.91,0.0,0.003,0.913,False,none
328,19,river_mill_bridge,bank_stability,0.805012,0.0,0.003,0.808012,False,none
329,19,roof_greenhouse_cistern,humidity,0.92,0.014536,0.003,0.92,False,none
330,19,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
331,19,dusk_signal_workshop,night_calm,0.913,0.0,0.003,0.916,False,none
332,19,river_mill_bridge,bank_stability,0.808012,0.014266,-0.014,0.808278,False,none
333,19,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
334,19,archive_public_kiosk,notice_accuracy,0.92,0.0,-0.01,0.91,True,none
335,19,dusk_signal_workshop,night_calm,0.916,0.014986,0.003,0.92,False,none
336,19,river_mill_bridge,bank_stability,0.808278,0.0,0.003,0.811278,False,none
337,19,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
338,19,archive_public_kiosk,notice_accuracy,0.91,0.014926,0.003,0.92,True,none
339,19,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
340,19,river_mill_bridge,bank_stability,0.811278,0.0,0.003,0.814278,False,none
341,19,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
342,20,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
343,20,river_mill_bridge,bank_stability,0.814278,0.0,0.003,0.817278,False,none
344,20,roof_greenhouse_cistern,humidity,0.92,0.014626,0.003,0.92,False,none
345,20,archive_public_kiosk,notice_accuracy,0.92,0.018,-0.01,0.92,False,bank clearing / humidity vent / notice copy / dim relay
346,20,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
347,20,river_mill_bridge,bank_stability,0.817278,0.014356,0.003,0.834634,True,none
348,20,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
349,20,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
350,20,dusk_signal_workshop,night_calm,0.92,0.015076,0.003,0.92,False,none
351,20,river_mill_bridge,bank_stability,0.834634,0.0,0.003,0.837634,False,none
352,20,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
353,20,archive_public_kiosk,notice_accuracy,0.92,0.015004,0.003,0.92,False,none
354,20,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
355,20,river_mill_bridge,bank_stability,0.837634,0.0,0.003,0.840634,False,none
356,20,roof_greenhouse_cistern,humidity,0.92,0.014704,0.003,0.92,False,none
357,20,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
358,20,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
359,20,river_mill_bridge,bank_stability,0.840634,0.0,-0.014,0.826634,True,none
360,21,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
361,21,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
362,21,dusk_signal_workshop,night_calm,0.92,0.015154,0.003,0.92,False,none
363,21,river_mill_bridge,bank_stability,0.826634,0.018,0.003,0.847634,True,bank clearing / humidity vent / notice copy / dim relay
364,21,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
365,21,archive_public_kiosk,notice_accuracy,0.92,0.015082,0.003,0.92,False,none
366,21,dusk_signal_workshop,night_calm,0.92,0.015208,0.003,0.92,False,none
367,21,river_mill_bridge,bank_stability,0.847634,0.0,-0.014,0.833634,True,none
368,21,roof_greenhouse_cistern,humidity,0.92,0.014782,0.003,0.92,False,none
369,21,archive_public_kiosk,notice_accuracy,0.92,0.0,-0.01,0.91,True,none
370,21,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
371,21,river_mill_bridge,bank_stability,0.833634,0.01447,0.003,0.851104,True,none
372,21,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
373,21,archive_public_kiosk,notice_accuracy,0.91,0.0,0.003,0.913,False,none
374,21,dusk_signal_workshop,night_calm,0.92,-0.035,0.003,0.888,True,none
375,21,river_mill_bridge,bank_stability,0.851104,0.0,-0.014,0.837104,True,none
376,21,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
377,21,archive_public_kiosk,notice_accuracy,0.913,0.01516,0.003,0.92,True,none
378,22,dusk_signal_workshop,night_calm,0.888,0.0,0.003,0.891,False,none
379,22,river_mill_bridge,bank_stability,0.837104,0.0,0.003,0.840104,False,none
380,22,roof_greenhouse_cistern,humidity,0.92,0.01486,-0.01,0.92,False,none
381,22,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
382,22,dusk_signal_workshop,night_calm,0.891,0.0,0.003,0.894,False,none
383,22,river_mill_bridge,bank_stability,0.840104,0.014548,-0.014,0.840652,False,none
384,22,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
385,22,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
386,22,dusk_signal_workshop,night_calm,0.894,0.015352,0.003,0.912352,True,none
387,22,river_mill_bridge,bank_stability,0.840652,0.0,0.003,0.843652,False,none
388,22,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
389,22,archive_public_kiosk,notice_accuracy,0.92,0.015238,0.003,0.92,False,none
390,22,dusk_signal_workshop,night_calm,0.912352,0.0,0.003,0.915352,False,none
391,22,river_mill_bridge,bank_stability,0.843652,0.0,0.003,0.846652,False,none
392,22,roof_greenhouse_cistern,humidity,0.92,0.014938,0.003,0.92,False,none
393,22,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
394,22,dusk_signal_workshop,night_calm,0.915352,0.0,0.003,0.918352,False,none
395,22,river_mill_bridge,bank_stability,0.846652,0.0,0.003,0.849652,False,none
396,23,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
397,23,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
398,23,dusk_signal_workshop,night_calm,0.918352,0.01543,0.003,0.92,False,none
399,23,river_mill_bridge,bank_stability,0.849652,0.0,0.003,0.852652,False,none
400,23,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
401,23,archive_public_kiosk,notice_accuracy,0.92,-0.035,0.003,0.888,True,none
402,23,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
403,23,river_mill_bridge,bank_stability,0.852652,0.01465,0.003,0.870302,True,none
404,23,roof_greenhouse_cistern,humidity,0.92,0.015016,-0.01,0.92,False,none
405,23,archive_public_kiosk,notice_accuracy,0.888,0.0,0.003,0.891,False,none
406,23,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
407,23,river_mill_bridge,bank_stability,0.870302,0.014704,0.003,0.888006,True,none
408,23,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
409,23,archive_public_kiosk,notice_accuracy,0.891,0.0,0.003,0.894,False,none
410,23,dusk_signal_workshop,night_calm,0.92,0.015508,0.003,0.92,False,none
411,23,river_mill_bridge,bank_stability,0.888006,0.0,0.003,0.891006,False,none
412,23,roof_greenhouse_cistern,humidity,0.92,0.015082,0.003,0.92,False,none
413,23,archive_public_kiosk,notice_accuracy,0.894,0.0,0.003,0.897,False,none
414,24,river_mill_bridge,bank_stability,0.891006,0.0,0.003,0.894006,False,none
415,24,roof_greenhouse_cistern,humidity,0.92,0.0,-0.01,0.91,True,none
416,24,archive_public_kiosk,notice_accuracy,0.897,0.015406,0.003,0.915406,True,none
417,24,dusk_signal_workshop,night_calm,0.92,0.03352,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
418,24,river_mill_bridge,bank_stability,0.894006,0.0,-0.014,0.880006,True,none
419,24,roof_greenhouse_cistern,humidity,0.91,0.015148,0.003,0.92,True,none
420,24,archive_public_kiosk,notice_accuracy,0.915406,0.0,0.003,0.918406,False,none
421,24,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
422,24,river_mill_bridge,bank_stability,0.880006,0.014794,0.003,0.8978,True,none
423,24,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
424,24,archive_public_kiosk,notice_accuracy,0.918406,0.0,0.003,0.92,False,none
425,24,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
426,24,river_mill_bridge,bank_stability,0.8978,0.018,-0.014,0.9018,False,bank clearing / humidity vent / notice copy / dim relay
427,24,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
428,24,archive_public_kiosk,notice_accuracy,0.92,0.015484,-0.01,0.92,False,none
429,24,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
430,24,river_mill_bridge,bank_stability,0.9018,0.01486,0.003,0.91966,True,none
431,24,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
432,25,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
433,25,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
434,25,river_mill_bridge,bank_stability,0.91966,0.014914,-0.014,0.92,False,none
435,25,roof_greenhouse_cistern,humidity,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
436,25,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
437,25,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
438,25,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
439,25,roof_greenhouse_cistern,humidity,0.92,0.0,-0.01,0.91,True,none
440,25,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
441,25,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
442,25,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
443,25,roof_greenhouse_cistern,humidity,0.91,-0.035,0.003,0.878,True,none
444,25,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
445,25,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
446,25,river_mill_bridge,bank_stability,0.92,0.014992,0.003,0.92,False,none
447,25,roof_greenhouse_cistern,humidity,0.878,0.0,0.003,0.881,False,none
448,25,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
449,25,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
450,26,river_mill_bridge,bank_stability,0.92,0.0,-0.01,0.91,True,none
451,26,roof_greenhouse_cistern,humidity,0.881,0.0,0.003,0.884,False,none
452,26,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
453,26,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
454,26,river_mill_bridge,bank_stability,0.91,0.015058,0.003,0.92,True,none
455,26,roof_greenhouse_cistern,humidity,0.884,0.01534,0.003,0.90234,True,none
456,26,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
457,26,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
458,26,river_mill_bridge,bank_stability,0.92,0.015112,0.003,0.92,False,none
459,26,roof_greenhouse_cistern,humidity,0.90234,0.0,0.003,0.90534,False,none
460,26,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
461,26,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
462,26,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
463,26,roof_greenhouse_cistern,humidity,0.90534,0.015406,-0.01,0.910746,False,none
464,26,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
465,26,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
466,26,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
467,26,roof_greenhouse_cistern,humidity,0.910746,0.0,0.003,0.913746,False,none
468,27,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
469,27,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
470,27,river_mill_bridge,bank_stability,0.92,0.01519,0.003,0.92,False,none
471,27,roof_greenhouse_cistern,humidity,0.913746,0.0,0.003,0.916746,False,none
472,27,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
473,27,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
474,27,river_mill_bridge,bank_stability,0.92,0.0,-0.01,0.91,True,none
475,27,roof_greenhouse_cistern,humidity,0.916746,0.0,0.003,0.919746,False,none
476,27,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
477,27,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
478,27,river_mill_bridge,bank_stability,0.91,0.0,-0.014,0.896,True,none
479,27,roof_greenhouse_cistern,humidity,0.919746,0.015496,0.003,0.92,False,none
480,27,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
481,27,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
482,27,river_mill_bridge,bank_stability,0.896,-0.035,0.003,0.864,True,none
483,27,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
484,27,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
485,27,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
486,28,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
487,28,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
488,28,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
489,28,river_mill_bridge,bank_stability,0.864,0.0,0.003,0.867,False,none
490,28,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
491,28,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
492,28,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
493,28,river_mill_bridge,bank_stability,0.867,0.0,0.003,0.87,False,none
494,28,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
495,28,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
496,28,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
497,28,river_mill_bridge,bank_stability,0.87,0.015346,0.003,0.888346,True,none
498,28,roof_greenhouse_cistern,humidity,0.92,0.018,-0.01,0.92,False,bank clearing / humidity vent / notice copy / dim relay
499,28,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
500,28,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
501,28,river_mill_bridge,bank_stability,0.888346,0.0,0.003,0.891346,False,none
502,28,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
503,28,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
504,29,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
505,29,river_mill_bridge,bank_stability,0.891346,0.015412,0.003,0.909758,True,none
506,29,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
507,29,archive_public_kiosk,notice_accuracy,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
508,29,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
509,29,river_mill_bridge,bank_stability,0.909758,0.015466,-0.01,0.915224,False,none
510,29,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
511,29,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
512,29,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
513,29,river_mill_bridge,bank_stability,0.915224,0.0,0.003,0.918224,False,none
514,29,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
515,29,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
516,29,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
517,29,river_mill_bridge,bank_stability,0.918224,0.0,0.003,0.92,False,none
518,29,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
519,29,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
520,29,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
521,29,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
522,30,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
523,30,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
524,30,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
525,30,river_mill_bridge,bank_stability,0.906,0.018,0.003,0.92,True,bank clearing / humidity vent / notice copy / dim relay
526,30,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
527,30,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
528,30,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
529,30,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
530,30,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
531,30,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
532,30,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
533,30,river_mill_bridge,bank_stability,0.906,0.01552,-0.01,0.91152,False,none
534,30,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
535,30,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
536,30,dusk_signal_workshop,night_calm,0.92,-0.035,0.003,0.888,True,none
537,30,river_mill_bridge,bank_stability,0.91152,0.0,-0.014,0.89752,True,none
538,30,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
539,30,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
540,31,dusk_signal_workshop,night_calm,0.888,0.0,0.003,0.891,False,none
541,31,river_mill_bridge,bank_stability,0.89752,0.0,0.003,0.90052,False,none
542,31,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
543,31,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
544,31,dusk_signal_workshop,night_calm,0.891,0.0,-0.01,0.881,True,none
545,31,river_mill_bridge,bank_stability,0.90052,0.01552,-0.014,0.90204,False,none
546,31,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
547,31,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
548,31,dusk_signal_workshop,night_calm,0.881,0.01552,0.003,0.89952,True,none
549,31,river_mill_bridge,bank_stability,0.90204,0.01552,0.003,0.92,True,none
550,31,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
551,31,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
552,31,dusk_signal_workshop,night_calm,0.89952,0.0,0.003,0.90252,False,none
553,31,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
554,31,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
555,31,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
556,31,dusk_signal_workshop,night_calm,0.90252,0.01552,0.003,0.92,True,none
557,31,river_mill_bridge,bank_stability,0.92,0.0,-0.01,0.91,True,none
558,32,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
559,32,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
560,32,river_mill_bridge,bank_stability,0.91,0.01552,0.003,0.92,True,none
561,32,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
562,32,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
563,32,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
564,32,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
565,32,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
566,32,archive_public_kiosk,notice_accuracy,0.92,-0.035,0.003,0.888,True,none
567,32,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
568,32,river_mill_bridge,bank_stability,0.92,0.0,-0.01,0.91,True,none
569,32,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
570,32,archive_public_kiosk,notice_accuracy,0.888,0.018,0.003,0.909,True,bank clearing / humidity vent / notice copy / dim relay
571,32,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
572,32,river_mill_bridge,bank_stability,0.91,0.01552,-0.014,0.91152,False,none
573,32,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
574,32,archive_public_kiosk,notice_accuracy,0.909,0.01552,0.003,0.92,True,none
575,32,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
576,33,river_mill_bridge,bank_stability,0.91152,0.0,0.003,0.91452,False,none
577,33,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
578,33,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
579,33,dusk_signal_workshop,night_calm,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
580,33,river_mill_bridge,bank_stability,0.91452,0.0,-0.014,0.90052,True,none
581,33,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
582,33,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
583,33,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
584,33,river_mill_bridge,bank_stability,0.90052,0.01552,0.003,0.91904,True,none
585,33,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
586,33,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
587,33,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
588,33,river_mill_bridge,bank_stability,0.91904,0.018,-0.014,0.92,False,bank clearing / humidity vent / notice copy / dim relay
589,33,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
590,33,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
591,33,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
592,33,river_mill_bridge,bank_stability,0.92,0.0,-0.01,0.91,True,none
593,33,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
594,34,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
595,34,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
596,34,river_mill_bridge,bank_stability,0.91,0.01552,-0.014,0.91152,False,none
597,34,roof_greenhouse_cistern,humidity,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
598,34,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
599,34,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
600,34,river_mill_bridge,bank_stability,0.91152,0.01552,0.003,0.92,True,none
601,34,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
602,34,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
603,34,dusk_signal_workshop,night_calm,0.92,0.0,-0.01,0.91,True,none
604,34,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
605,34,roof_greenhouse_cistern,humidity,0.92,-0.035,0.003,0.888,True,none
606,34,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
607,34,dusk_signal_workshop,night_calm,0.91,0.01552,0.003,0.92,True,none
608,34,river_mill_bridge,bank_stability,0.92,0.01552,0.003,0.92,False,none
609,34,roof_greenhouse_cistern,humidity,0.888,0.01552,0.003,0.90652,True,none
610,34,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
611,34,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
612,35,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
613,35,roof_greenhouse_cistern,humidity,0.90652,0.0,0.003,0.90952,False,none
614,35,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
615,35,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
616,35,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
617,35,roof_greenhouse_cistern,humidity,0.90952,0.01552,0.003,0.92,True,none
618,35,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
619,35,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
620,35,river_mill_bridge,bank_stability,0.92,0.01552,0.003,0.92,False,none
621,35,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
622,35,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
623,35,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
624,35,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
625,35,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
626,35,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
627,35,dusk_signal_workshop,night_calm,0.92,0.0,-0.01,0.91,True,none
628,35,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
629,35,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
630,36,dusk_signal_workshop,night_calm,0.91,0.0,0.003,0.913,False,none
631,36,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
632,36,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
633,36,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
634,36,dusk_signal_workshop,night_calm,0.913,0.0,0.003,0.916,False,none
635,36,river_mill_bridge,bank_stability,0.906,-0.035,0.003,0.874,True,none
636,36,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
637,36,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
638,36,dusk_signal_workshop,night_calm,0.916,0.01552,-0.01,0.92,False,none
639,36,river_mill_bridge,bank_stability,0.874,0.0,-0.014,0.86,True,none
640,36,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
641,36,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
642,36,dusk_signal_workshop,night_calm,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
643,36,river_mill_bridge,bank_stability,0.86,0.0,0.003,0.863,False,none
644,36,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
645,36,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
646,36,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
647,36,river_mill_bridge,bank_stability,0.863,0.0,0.003,0.866,False,none
648,37,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
649,37,archive_public_kiosk,notice_accuracy,0.92,0.01552,-0.01,0.92,False,none
650,37,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
651,37,river_mill_bridge,bank_stability,0.866,0.01552,0.003,0.88452,True,none
652,37,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
