event_id,week,day,source_household,target_household,contact_kind,contact_strength,trust_path,boundary_friction,welfare_context,vibration_hz,flower_phase_deg
246,7,5,Rainloft,Hearthnest,repair_aid,0.617036,0.7384,0.1064,ordinary_exchange,2.158748,234.429944
247,7,6,Hearthnest,Routehall,shared_meal,0.602433,0.7464,0.104,recovery_contact,2.196701,16.137708
248,7,6,Routehall,Marketroof,trade_visit,0.589616,0.7464,0.0956,ordinary_exchange,2.286779,150.705472
249,7,6,Marketroof,Quietledger,repair_aid,0.604293,0.7416,0.1148,ordinary_exchange,2.23358,294.513236
250,7,6,Quietledger,Orchardring,teaching_circle,0.591102,0.7416,0.0932,ordinary_exchange,2.211634,62.991
251,7,6,Orchardring,Rainloft,shared_meal,0.599795,0.7384,0.11,recovery_contact,2.26042,208.058764
252,7,6,Rainloft,Hearthnest,trade_visit,0.592846,0.7384,0.1064,ordinary_exchange,2.229388,339.476528
253,8,1,Hearthnest,Quietledger,avatar_story,0.456761,0.5016,0.4548,careful_contact,2.207982,150.184292
254,8,1,Routehall,Orchardring,boundary_warning,0.457956,0.4264,0.4332,careful_contact,2.33066,284.752056
255,8,1,Marketroof,Rainloft,ritual_guest,0.583341,0.7384,0.11,recovery_contact,2.346916,68.55982
256,8,1,Quietledger,Hearthnest,weather_warning,0.468738,0.5016,0.4464,careful_contact,2.241302,197.037584
257,8,1,Orchardring,Routehall,avatar_story,0.464866,0.5064,0.444,careful_contact,2.358443,342.105348
258,8,1,Rainloft,Marketroof,boundary_warning,0.463436,0.4184,0.4356,careful_contact,2.368055,113.523112
259,8,2,Hearthnest,Orchardring,weather_warning,0.478029,0.5128,0.4332,careful_contact,2.434954,255.230876
260,8,2,Routehall,Rainloft,avatar_story,0.464543,0.4984,0.45,careful_contact,2.219064,29.79864
261,8,2,Marketroof,Hearthnest,boundary_warning,0.482745,0.4312,0.4464,careful_contact,2.465421,173.606404
262,8,2,Quietledger,Routehall,ritual_guest,0.609354,0.7416,0.104,recovery_contact,2.174169,302.084168
263,8,2,Orchardring,Marketroof,weather_warning,0.492272,0.5112,0.4356,careful_contact,2.495559,87.151932
264,8,2,Rainloft,Quietledger,avatar_story,0.502538,0.4984,0.4548,careful_contact,2.124933,218.569696
265,8,3,Hearthnest,Rainloft,ritual_guest,0.618148,0.7384,0.11,recovery_contact,2.247715,0.27746
266,8,3,Routehall,Hearthnest,weather_warning,0.514169,0.5064,0.4464,careful_contact,2.264392,134.845224
267,8,3,Marketroof,Routehall,avatar_story,0.521656,0.5064,0.444,careful_contact,2.330495,278.652988
268,8,3,Quietledger,Marketroof,boundary_warning,0.527708,0.4216,0.4356,careful_contact,2.251579,47.130752
269,8,3,Orchardring,Quietledger,ritual_guest,0.651699,0.7416,0.1148,recovery_contact,2.203198,192.198516
270,8,3,Rainloft,Orchardring,weather_warning,0.536512,0.4984,0.4332,careful_contact,2.225885,323.61628
271,8,4,Hearthnest,Routehall,boundary_warning,0.546975,0.4264,0.444,careful_contact,2.200131,105.324044
272,8,4,Routehall,Marketroof,ritual_guest,0.673056,0.7464,0.0956,recovery_contact,2.271366,239.891808
273,8,4,Marketroof,Quietledger,weather_warning,0.536369,0.5016,0.4548,careful_contact,2.199938,23.699572
274,8,4,Quietledger,Orchardring,avatar_story,0.535279,0.5016,0.4332,careful_contact,2.161104,152.177336
275,8,4,Orchardring,Rainloft,boundary_warning,0.52728,0.4184,0.45,careful_contact,2.195017,297.2451
276,8,4,Rainloft,Hearthnest,ritual_guest,0.646334,0.7384,0.1064,recovery_contact,2.15172,68.662864
277,8,5,Hearthnest,Routehall,avatar_story,0.529947,0.5064,0.444,careful_contact,2.186145,210.370628
278,8,5,Routehall,Marketroof,boundary_warning,0.529819,0.4264,0.4356,careful_contact,2.273115,344.938392
279,8,5,Marketroof,Quietledger,ritual_guest,0.642889,0.7416,0.1148,recovery_contact,2.217354,128.746156
280,8,5,Quietledger,Orchardring,weather_warning,0.518309,0.5016,0.4332,careful_contact,2.193491,257.22392
281,8,5,Orchardring,Rainloft,avatar_story,0.521519,0.4984,0.45,careful_contact,2.241085,42.291684
282,8,5,Rainloft,Hearthnest,boundary_warning,0.507452,0.4184,0.4464,careful_contact,2.209632,173.709448
283,8,6,Hearthnest,Marketroof,weather_warning,0.486024,0.5112,0.4356,careful_contact,2.403592,315.417212
284,8,6,Routehall,Quietledger,avatar_story,0.502946,0.5016,0.4548,careful_contact,2.132409,89.984976
285,8,6,Marketroof,Orchardring,boundary_warning,0.476933,0.4312,0.4332,careful_contact,2.475532,233.79274
286,8,6,Quietledger,Rainloft,ritual_guest,0.605942,0.7384,0.11,recovery_contact,2.127437,2.270504
287,8,6,Orchardring,Hearthnest,weather_warning,0.487002,0.5128,0.4464,careful_contact,2.417651,147.338268
288,8,6,Rainloft,Routehall,avatar_story,0.458022,0.4984,0.444,careful_contact,2.210766,278.756032
