tick_id,day,settlement_id,object_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,days_overdue,default_state,custody_holder,debt_before,debt_after,trust_before,trust_after,default_visible,repair_available,bounded_default
991,56,signal,oil lantern,Ren,Kesh,Oda,3,55,1,late,Oda,0.752,0.76,0.153,0.147,True,True,True
992,56,orchard,dry cord,Pim,Suf,Ivo,2,53,3,defaulted,Mara,0.758,0.76,0.288,0.27,True,True,True
993,56,repair_ring,cool cloth,Wren,Juno,Pax,2,42,14,defaulted,Vale,0.76,0.76,0.318,0.294,True,True,True
994,56,riverbend,cedar plank,Ari,Lio,Cee,4,49,7,defaulted,Lio,0.76,0.76,0.183,0.159,True,True,True
995,56,roofward,herb ledger,Sera,Orr,Bex,3,50,6,defaulted,Bex,0.76,0.76,0.17,0.146,True,True,True
996,56,archive,memory tag,Vell,Rin,Nia,2,48,8,defaulted,Toma,0.76,0.76,0.271,0.247,True,True,True
997,56,signal,wind wrap,Oda,Milo,Ren,2,55,1,late,Kesh,0.745,0.757,0.28,0.274,True,True,True
998,56,orchard,seed satchel,Ivo,Mara,Pim,3,53,3,defaulted,Pim,0.738,0.76,0.218,0.2,True,True,True
999,56,repair_ring,copper wire,Pax,Vale,Wren,2,51,5,defaulted,Juno,0.76,0.76,0.167,0.143,True,True,True
1000,56,riverbend,binding cord,Cee,Nox,Ari,2,40,16,defaulted,Lio,0.759,0.76,0.274,0.25,True,True,True
1003,56,signal,oil lantern,Ren,Kesh,Oda,3,55,1,late,Oda,0.76,0.76,0.147,0.141,True,True,True
1004,56,orchard,dry cord,Pim,Suf,Ivo,2,53,3,defaulted,Mara,0.746,0.76,0.286,0.268,True,True,True
1005,56,repair_ring,cool cloth,Wren,Juno,Pax,2,42,14,defaulted,Vale,0.74,0.76,0.302,0.278,True,True,True
1006,56,riverbend,cedar plank,Ari,Lio,Cee,4,49,7,defaulted,Lio,0.76,0.76,0.159,0.135,True,True,True
1007,56,roofward,herb ledger,Sera,Orr,Bex,3,50,6,defaulted,Bex,0.746,0.76,0.162,0.138,True,True,True
1008,57,signal,oil lantern,Ren,Ren,Kesh,3,55,2,defaulted,Oda,0.76,0.76,0.211,0.199,True,True,True
1009,57,orchard,dry cord,Pim,Pim,Suf,2,53,4,defaulted,Mara,0.759,0.76,0.23,0.206,True,True,True
1010,57,repair_ring,cool cloth,Wren,Wren,Juno,2,42,15,defaulted,Vale,0.76,0.76,0.279,0.255,True,True,True
1011,57,riverbend,cedar plank,Ari,Ari,Lio,4,49,8,defaulted,Lio,0.76,0.76,0.283,0.259,True,True,True
1013,57,archive,memory tag,Vell,Vell,Rin,2,48,9,defaulted,Toma,0.74,0.76,0.183,0.159,True,True,True
1014,57,signal,wind wrap,Oda,Oda,Milo,2,55,2,defaulted,Kesh,0.746,0.76,0.277,0.265,True,True,True
1015,57,orchard,seed satchel,Ivo,Ivo,Mara,3,53,4,defaulted,Pim,0.74,0.76,0.306,0.282,True,True,True
1016,57,repair_ring,copper wire,Pax,Pax,Vale,2,51,6,defaulted,Juno,0.76,0.76,0.207,0.183,True,True,True
1017,57,riverbend,binding cord,Cee,Cee,Nox,2,40,17,defaulted,Lio,0.746,0.76,0.175,0.151,True,True,True
1019,57,archive,signal spool,Nia,Nia,Toma,3,57,1,late,Vell,0.74,0.752,0.309,0.303,True,True,True
1020,57,signal,oil lantern,Ren,Ren,Kesh,3,55,2,defaulted,Oda,0.759,0.76,0.199,0.187,True,True,True
1021,57,orchard,dry cord,Pim,Pim,Suf,2,53,4,defaulted,Mara,0.746,0.76,0.222,0.198,True,True,True
1022,57,repair_ring,cool cloth,Wren,Wren,Juno,2,42,15,defaulted,Vale,0.74,0.76,0.263,0.239,True,True,True
1023,57,riverbend,cedar plank,Ari,Ari,Lio,4,49,8,defaulted,Lio,0.759,0.76,0.259,0.235,True,True,True
1025,57,archive,memory tag,Vell,Vell,Rin,2,48,9,defaulted,Toma,0.74,0.76,0.167,0.143,True,True,True
1026,58,orchard,dry cord,Pim,Mara,Pim,2,53,5,defaulted,Mara,0.76,0.76,0.2,0.176,True,True,True
1027,58,repair_ring,cool cloth,Wren,Vale,Wren,2,42,16,defaulted,Vale,0.759,0.76,0.143,0.12,True,True,True
1028,58,riverbend,cedar plank,Ari,Nox,Ari,4,49,9,defaulted,Lio,0.76,0.76,0.247,0.223,True,True,True
1030,58,archive,memory tag,Vell,Toma,Vell,2,48,10,defaulted,Toma,0.738,0.76,0.213,0.189,True,True,True
1031,58,signal,wind wrap,Oda,Kesh,Oda,2,55,3,defaulted,Kesh,0.746,0.76,0.157,0.139,True,True,True
1032,58,orchard,seed satchel,Ivo,Suf,Ivo,3,53,5,defaulted,Pim,0.74,0.76,0.276,0.252,True,True,True
1033,58,repair_ring,copper wire,Pax,Juno,Pax,2,51,7,defaulted,Juno,0.76,0.76,0.275,0.251,True,True,True
1036,58,archive,signal spool,Nia,Rin,Nia,3,57,1,late,Vell,0.74,0.752,0.255,0.249,True,True,True
1037,58,signal,oil lantern,Ren,Milo,Ren,3,55,3,defaulted,Oda,0.76,0.76,0.271,0.253,True,True,True
1038,58,orchard,dry cord,Pim,Mara,Pim,2,53,5,defaulted,Mara,0.746,0.76,0.192,0.168,True,True,True
1039,58,repair_ring,cool cloth,Wren,Vale,Wren,2,42,16,defaulted,Vale,0.74,0.76,0.128,0.12,True,True,True
1040,58,riverbend,cedar plank,Ari,Nox,Ari,4,49,9,defaulted,Lio,0.76,0.76,0.223,0.199,True,True,True
1042,58,archive,memory tag,Vell,Toma,Vell,2,48,10,defaulted,Toma,0.74,0.76,0.197,0.173,True,True,True
1043,58,signal,wind wrap,Oda,Kesh,Oda,2,55,3,defaulted,Kesh,0.76,0.76,0.136,0.12,True,True,True
1044,59,repair_ring,cool cloth,Wren,Pax,Vale,2,42,17,defaulted,Vale,0.76,0.76,0.183,0.159,True,True,True
1046,59,roofward,herb ledger,Sera,Bex,Fay,3,59,1,late,Bex,0.746,0.758,0.236,0.23,True,True,True
1047,59,archive,memory tag,Vell,Nia,Toma,2,48,11,defaulted,Toma,0.752,0.76,0.303,0.279,True,True,True
1048,59,signal,wind wrap,Oda,Ren,Kesh,2,55,4,defaulted,Kesh,0.746,0.76,0.203,0.179,True,True,True
1049,59,orchard,seed satchel,Ivo,Pim,Suf,3,53,6,defaulted,Pim,0.74,0.76,0.206,0.182,True,True,True
1050,59,repair_ring,copper wire,Pax,Wren,Juno,2,51,8,defaulted,Juno,0.76,0.76,0.236,0.212,True,True,True
1052,59,roofward,shade cloth,Bex,Sera,Orr,2,59,1,late,Orr,0.725,0.737,0.182,0.176,True,True,True
1053,59,archive,signal spool,Nia,Vell,Rin,3,57,2,defaulted,Vell,0.76,0.76,0.14,0.128,True,True,True
1054,59,signal,oil lantern,Ren,Oda,Milo,3,55,4,defaulted,Oda,0.76,0.76,0.262,0.238,True,True,True
1055,59,orchard,dry cord,Pim,Ivo,Mara,2,53,6,defaulted,Mara,0.76,0.76,0.282,0.258,True,True,True
1058,59,roofward,herb ledger,Sera,Bex,Fay,3,59,1,late,Bex,0.744,0.756,0.246,0.24,True,True,True
1059,59,archive,memory tag,Vell,Nia,Toma,2,48,11,defaulted,Toma,0.74,0.76,0.287,0.263,True,True,True
1060,59,signal,wind wrap,Oda,Ren,Kesh,2,55,4,defaulted,Kesh,0.76,0.76,0.176,0.152,True,True,True
1061,59,orchard,seed satchel,Ivo,Pim,Suf,3,53,6,defaulted,Pim,0.76,0.76,0.182,0.158,True,True,True
1063,60,roofward,herb ledger,Sera,Orr,Bex,3,59,1,late,Bex,0.739,0.751,0.146,0.14,True,True,True
1064,60,archive,memory tag,Vell,Rin,Nia,2,48,12,defaulted,Toma,0.752,0.76,0.249,0.225,True,True,True
1065,60,signal,wind wrap,Oda,Milo,Ren,2,55,5,defaulted,Kesh,0.746,0.76,0.269,0.245,True,True,True
1066,60,orchard,seed satchel,Ivo,Mara,Pim,3,53,7,defaulted,Pim,0.74,0.76,0.176,0.152,True,True,True
1069,60,roofward,shade cloth,Bex,Fay,Sera,2,59,1,late,Orr,0.712,0.724,0.308,0.302,True,True,True
1070,60,archive,signal spool,Nia,Toma,Vell,3,57,3,defaulted,Vell,0.76,0.76,0.17,0.152,True,True,True
1071,60,signal,oil lantern,Ren,Kesh,Oda,3,55,5,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
1072,60,orchard,dry cord,Pim,Suf,Ivo,2,53,7,defaulted,Mara,0.759,0.76,0.252,0.228,True,True,True
1073,60,repair_ring,cool cloth,Wren,Juno,Pax,2,60,1,late,Vale,0.76,0.76,0.251,0.245,True,True,True
1075,60,roofward,herb ledger,Sera,Orr,Bex,3,59,1,late,Bex,0.737,0.749,0.156,0.15,True,True,True
1076,60,archive,memory tag,Vell,Rin,Nia,2,48,12,defaulted,Toma,0.74,0.76,0.233,0.209,True,True,True
1077,60,signal,wind wrap,Oda,Milo,Ren,2,55,5,defaulted,Kesh,0.76,0.76,0.242,0.218,True,True,True
1080,61,roofward,herb ledger,Sera,Sera,Orr,3,59,2,defaulted,Bex,0.737,0.76,0.176,0.164,True,True,True
1081,61,archive,memory tag,Vell,Vell,Rin,2,48,13,defaulted,Toma,0.759,0.76,0.128,0.12,True,True,True
1082,61,signal,wind wrap,Oda,Oda,Milo,2,55,6,defaulted,Kesh,0.746,0.76,0.254,0.23,True,True,True
1085,61,riverbend,binding cord,Cee,Cee,Nox,2,61,1,late,Lio,0.746,0.758,0.164,0.158,True,True,True
1086,61,roofward,shade cloth,Bex,Bex,Fay,2,59,2,defaulted,Orr,0.736,0.76,0.248,0.236,True,True,True
1087,61,archive,signal spool,Nia,Nia,Toma,3,57,4,defaulted,Vell,0.76,0.76,0.26,0.236,True,True,True
1088,61,signal,oil lantern,Ren,Ren,Kesh,3,55,6,defaulted,Oda,0.76,0.76,0.152,0.128,True,True,True
1089,61,orchard,dry cord,Pim,Pim,Suf,2,53,8,defaulted,Mara,0.76,0.76,0.158,0.134,True,True,True
1090,61,repair_ring,cool cloth,Wren,Wren,Juno,2,60,1,late,Vale,0.759,0.76,0.212,0.206,True,True,True
1091,61,riverbend,cedar plank,Ari,Ari,Lio,4,61,1,late,Lio,0.752,0.76,0.248,0.242,True,True,True
1092,61,roofward,herb ledger,Sera,Sera,Orr,3,59,2,defaulted,Bex,0.746,0.76,0.18,0.168,True,True,True
1093,61,archive,memory tag,Vell,Vell,Rin,2,48,13,defaulted,Toma,0.74,0.76,0.128,0.12,True,True,True
1094,61,signal,wind wrap,Oda,Oda,Milo,2,55,6,defaulted,Kesh,0.76,0.76,0.227,0.203,True,True,True
1097,61,riverbend,binding cord,Cee,Cee,Nox,2,61,1,late,Lio,0.76,0.76,0.155,0.149,True,True,True
1098,62,archive,memory tag,Vell,Toma,Vell,2,48,14,defaulted,Toma,0.76,0.76,0.152,0.128,True,True,True
1099,62,signal,wind wrap,Oda,Kesh,Oda,2,55,7,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
1100,62,orchard,seed satchel,Ivo,Suf,Ivo,3,62,1,late,Pim,0.74,0.752,0.236,0.23,True,True,True
1102,62,riverbend,binding cord,Cee,Lio,Cee,2,61,1,late,Lio,0.737,0.749,0.164,0.158,True,True,True
1103,62,roofward,shade cloth,Bex,Orr,Bex,2,59,3,defaulted,Orr,0.729,0.76,0.158,0.14,True,True,True
1104,62,archive,signal spool,Nia,Rin,Nia,3,57,5,defaulted,Vell,0.76,0.76,0.206,0.182,True,True,True
1105,62,signal,oil lantern,Ren,Milo,Ren,3,55,7,defaulted,Oda,0.759,0.76,0.218,0.194,True,True,True
1106,62,orchard,dry cord,Pim,Mara,Pim,2,53,9,defaulted,Mara,0.76,0.76,0.152,0.128,True,True,True
1107,62,repair_ring,cool cloth,Wren,Vale,Wren,2,60,2,defaulted,Vale,0.746,0.76,0.136,0.124,True,True,True
1108,62,riverbend,cedar plank,Ari,Nox,Ari,4,61,1,late,Lio,0.752,0.76,0.212,0.206,True,True,True
1109,62,roofward,herb ledger,Sera,Fay,Sera,3,59,3,defaulted,Bex,0.724,0.76,0.302,0.284,True,True,True
1110,62,archive,memory tag,Vell,Toma,Vell,2,48,14,defaulted,Toma,0.74,0.76,0.136,0.12,True,True,True
1112,62,orchard,seed satchel,Ivo,Suf,Ivo,3,62,1,late,Pim,0.752,0.76,0.23,0.224,True,True,True
1114,62,riverbend,binding cord,Cee,Lio,Cee,2,61,1,late,Lio,0.755,0.76,0.155,0.149,True,True,True
1115,62,roofward,shade cloth,Bex,Orr,Bex,2,59,3,defaulted,Orr,0.76,0.76,0.14,0.122,True,True,True
1117,63,orchard,seed satchel,Ivo,Pim,Suf,3,62,1,late,Pim,0.74,0.752,0.142,0.136,True,True,True
1118,63,repair_ring,copper wire,Pax,Wren,Juno,2,63,1,late,Juno,0.76,0.76,0.203,0.197,True,True,True
1119,63,riverbend,binding cord,Cee,Ari,Lio,2,61,2,defaulted,Lio,0.746,0.76,0.258,0.246,True,True,True
1120,63,roofward,shade cloth,Bex,Sera,Orr,2,59,4,defaulted,Orr,0.74,0.76,0.176,0.152,True,True,True
1121,63,archive,signal spool,Nia,Vell,Rin,3,57,6,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
1123,63,orchard,dry cord,Pim,Ivo,Mara,2,53,10,defaulted,Mara,0.738,0.76,0.266,0.242,True,True,True
1124,63,repair_ring,cool cloth,Wren,Pax,Vale,2,60,3,defaulted,Vale,0.732,0.76,0.18,0.162,True,True,True
1125,63,riverbend,cedar plank,Ari,Cee,Nox,4,61,2,defaulted,Lio,0.76,0.76,0.149,0.137,True,True,True
1126,63,roofward,herb ledger,Sera,Bex,Fay,3,59,4,defaulted,Bex,0.759,0.76,0.236,0.212,True,True,True
1127,63,archive,memory tag,Vell,Nia,Toma,2,48,15,defaulted,Toma,0.76,0.76,0.236,0.212,True,True,True
1129,63,orchard,seed satchel,Ivo,Pim,Suf,3,62,1,late,Pim,0.752,0.76,0.136,0.13,True,True,True
1130,63,repair_ring,copper wire,Pax,Wren,Juno,2,63,1,late,Juno,0.76,0.76,0.197,0.191,True,True,True
1131,63,riverbend,binding cord,Cee,Ari,Lio,2,61,2,defaulted,Lio,0.76,0.76,0.243,0.231,True,True,True
1132,63,roofward,shade cloth,Bex,Sera,Orr,2,59,4,defaulted,Orr,0.76,0.76,0.152,0.128,True,True,True
1133,63,archive,signal spool,Nia,Vell,Rin,3,57,6,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
1134,64,orchard,seed satchel,Ivo,Mara,Pim,3,62,2,defaulted,Pim,0.74,0.76,0.136,0.124,True,True,True
1135,64,repair_ring,copper wire,Pax,Vale,Wren,2,63,1,late,Juno,0.76,0.76,0.121,0.12,True,True,True
1136,64,riverbend,binding cord,Cee,Nox,Ari,2,61,3,defaulted,Lio,0.746,0.76,0.222,0.204,True,True,True
1137,64,roofward,shade cloth,Bex,Fay,Sera,2,59,5,defaulted,Orr,0.74,0.76,0.292,0.268,True,True,True
1138,64,archive,signal spool,Nia,Toma,Vell,3,57,7,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
1139,64,signal,oil lantern,Ren,Kesh,Oda,3,64,1,late,Oda,0.76,0.76,0.12,0.12,True,True,True
1140,64,orchard,dry cord,Pim,Suf,Ivo,2,53,11,defaulted,Mara,0.76,0.76,0.224,0.2,True,True,True
1141,64,repair_ring,cool cloth,Wren,Juno,Pax,2,60,4,defaulted,Vale,0.745,0.76,0.258,0.234,True,True,True
1142,64,riverbend,cedar plank,Ari,Lio,Cee,4,61,3,defaulted,Lio,0.76,0.76,0.149,0.131,True,True,True
1143,64,roofward,herb ledger,Sera,Orr,Bex,3,59,5,defaulted,Bex,0.76,0.76,0.122,0.12,True,True,True
1145,64,signal,wind wrap,Oda,Milo,Ren,2,64,1,late,Kesh,0.746,0.758,0.21,0.204,True,True,True
1146,64,orchard,seed satchel,Ivo,Mara,Pim,3,62,2,defaulted,Pim,0.759,0.76,0.124,0.12,True,True,True
1147,64,repair_ring,copper wire,Pax,Vale,Wren,2,63,1,late,Juno,0.76,0.76,0.12,0.12,True,True,True
1148,64,riverbend,binding cord,Cee,Nox,Ari,2,61,3,defaulted,Lio,0.76,0.76,0.201,0.183,True,True,True
1149,64,roofward,shade cloth,Bex,Fay,Sera,2,59,5,defaulted,Orr,0.759,0.76,0.268,0.244,True,True,True
1150,64,archive,signal spool,Nia,Toma,Vell,3,57,7,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
1151,64,signal,oil lantern,Ren,Kesh,Oda,3,64,1,late,Oda,0.746,0.758,0.136,0.13,True,True,True
1152,65,repair_ring,copper wire,Pax,Pax,Vale,2,63,2,defaulted,Juno,0.76,0.76,0.159,0.147,True,True,True
1153,65,riverbend,binding cord,Cee,Cee,Nox,2,61,4,defaulted,Lio,0.746,0.76,0.153,0.129,True,True,True
1154,65,roofward,shade cloth,Bex,Bex,Fay,2,59,6,defaulted,Orr,0.74,0.76,0.22,0.196,True,True,True
1156,65,signal,oil lantern,Ren,Ren,Kesh,3,64,1,late,Oda,0.751,0.76,0.141,0.135,True,True,True
1157,65,orchard,dry cord,Pim,Pim,Suf,2,53,12,defaulted,Mara,0.76,0.76,0.13,0.12,True,True,True
1158,65,repair_ring,cool cloth,Wren,Wren,Juno,2,60,5,defaulted,Vale,0.746,0.76,0.207,0.183,True,True,True
1159,65,riverbend,cedar plank,Ari,Ari,Lio,4,61,4,defaulted,Lio,0.759,0.76,0.231,0.207,True,True,True
1160,65,roofward,herb ledger,Sera,Sera,Orr,3,59,6,defaulted,Bex,0.76,0.76,0.128,0.12,True,True,True
1162,65,signal,wind wrap,Oda,Oda,Milo,2,64,1,late,Kesh,0.746,0.758,0.219,0.213,True,True,True
1163,65,orchard,seed satchel,Ivo,Ivo,Mara,3,62,3,defaulted,Pim,0.74,0.76,0.25,0.232,True,True,True
1164,65,repair_ring,copper wire,Pax,Pax,Vale,2,63,2,defaulted,Juno,0.759,0.76,0.147,0.135,True,True,True
1165,65,riverbend,binding cord,Cee,Cee,Nox,2,61,4,defaulted,Lio,0.76,0.76,0.126,0.12,True,True,True
1168,65,signal,oil lantern,Ren,Ren,Kesh,3,64,1,late,Oda,0.746,0.758,0.151,0.145,True,True,True
1169,65,orchard,dry cord,Pim,Pim,Suf,2,53,12,defaulted,Mara,0.74,0.76,0.128,0.12,True,True,True
1170,66,riverbend,binding cord,Cee,Lio,Cee,2,61,5,defaulted,Lio,0.746,0.76,0.147,0.123,True,True,True
1172,66,archive,signal spool,Nia,Rin,Nia,3,66,1,late,Vell,0.76,0.76,0.179,0.173,True,True,True
1173,66,signal,oil lantern,Ren,Milo,Ren,3,64,2,defaulted,Oda,0.758,0.76,0.204,0.192,True,True,True
1174,66,orchard,dry cord,Pim,Mara,Pim,2,53,13,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
1175,66,repair_ring,cool cloth,Wren,Vale,Wren,2,60,6,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
1176,66,riverbend,cedar plank,Ari,Nox,Ari,4,61,5,defaulted,Lio,0.76,0.76,0.183,0.159,True,True,True
1177,66,roofward,herb ledger,Sera,Fay,Sera,3,59,7,defaulted,Bex,0.759,0.76,0.244,0.22,True,True,True
1178,66,archive,memory tag,Vell,Toma,Vell,2,66,1,late,Toma,0.746,0.758,0.136,0.13,True,True,True
1179,66,signal,wind wrap,Oda,Kesh,Oda,2,64,2,defaulted,Kesh,0.738,0.76,0.138,0.126,True,True,True
1180,66,orchard,seed satchel,Ivo,Suf,Ivo,3,62,4,defaulted,Pim,0.74,0.76,0.208,0.184,True,True,True
1181,66,repair_ring,copper wire,Pax,Juno,Pax,2,63,3,defaulted,Juno,0.76,0.76,0.231,0.213,True,True,True
1182,66,riverbend,binding cord,Cee,Lio,Cee,2,61,5,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
1184,66,archive,signal spool,Nia,Rin,Nia,3,66,1,late,Vell,0.76,0.76,0.173,0.167,True,True,True
1185,66,signal,oil lantern,Ren,Milo,Ren,3,64,2,defaulted,Oda,0.746,0.76,0.208,0.196,True,True,True
1186,66,orchard,dry cord,Pim,Mara,Pim,2,53,13,defaulted,Mara,0.74,0.76,0.128,0.12,True,True,True
1187,66,repair_ring,cool cloth,Wren,Vale,Wren,2,60,6,defaulted,Vale,0.76,0.76,0.12,0.12,True,True,True
1189,67,archive,signal spool,Nia,Vell,Rin,3,66,1,late,Vell,0.752,0.76,0.133,0.127,True,True,True
1190,67,signal,oil lantern,Ren,Oda,Milo,3,64,3,defaulted,Oda,0.758,0.76,0.213,0.195,True,True,True
1191,67,orchard,dry cord,Pim,Ivo,Mara,2,53,14,defaulted,Mara,0.76,0.76,0.232,0.208,True,True,True
1192,67,repair_ring,cool cloth,Wren,Pax,Vale,2,60,7,defaulted,Vale,0.746,0.76,0.151,0.127,True,True,True
1193,67,riverbend,cedar plank,Ari,Cee,Nox,4,61,6,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
1194,67,roofward,herb ledger,Sera,Bex,Fay,3,59,8,defaulted,Bex,0.76,0.76,0.196,0.172,True,True,True
1195,67,archive,memory tag,Vell,Nia,Toma,2,66,1,late,Toma,0.745,0.757,0.225,0.219,True,True,True
1196,67,signal,wind wrap,Oda,Ren,Kesh,2,64,3,defaulted,Kesh,0.738,0.76,0.153,0.135,True,True,True
1197,67,orchard,seed satchel,Ivo,Pim,Suf,3,62,5,defaulted,Pim,0.76,0.76,0.12,0.12,True,True,True
1198,67,repair_ring,copper wire,Pax,Wren,Juno,2,63,4,defaulted,Juno,0.76,0.76,0.18,0.156,True,True,True
1201,67,archive,signal spool,Nia,Vell,Rin,3,66,1,late,Vell,0.76,0.76,0.127,0.121,True,True,True
1202,67,signal,oil lantern,Ren,Oda,Milo,3,64,3,defaulted,Oda,0.746,0.76,0.211,0.193,True,True,True
1203,67,orchard,dry cord,Pim,Ivo,Mara,2,53,14,defaulted,Mara,0.74,0.76,0.216,0.192,True,True,True
1204,67,repair_ring,cool cloth,Wren,Pax,Vale,2,60,7,defaulted,Vale,0.76,0.76,0.124,0.12,True,True,True
1205,67,riverbend,cedar plank,Ari,Cee,Nox,4,61,6,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
1206,68,archive,signal spool,Nia,Toma,Vell,3,66,2,defaulted,Vell,0.76,0.76,0.127,0.12,True,True,True
1207,68,signal,oil lantern,Ren,Kesh,Oda,3,64,4,defaulted,Oda,0.759,0.76,0.126,0.12,True,True,True
1208,68,orchard,dry cord,Pim,Suf,Ivo,2,53,15,defaulted,Mara,0.76,0.76,0.184,0.16,True,True,True
1209,68,repair_ring,cool cloth,Wren,Juno,Pax,2,60,8,defaulted,Vale,0.746,0.76,0.229,0.205,True,True,True
1211,68,roofward,herb ledger,Sera,Orr,Bex,3,59,9,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
1212,68,archive,memory tag,Vell,Rin,Nia,2,66,2,defaulted,Toma,0.746,0.76,0.183,0.171,True,True,True
1213,68,signal,wind wrap,Oda,Milo,Ren,2,64,4,defaulted,Kesh,0.74,0.76,0.204,0.18,True,True,True
1214,68,orchard,seed satchel,Ivo,Mara,Pim,3,62,6,defaulted,Pim,0.76,0.76,0.12,0.12,True,True,True
1215,68,repair_ring,copper wire,Pax,Vale,Wren,2,63,5,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
1217,68,roofward,shade cloth,Bex,Fay,Sera,2,68,1,late,Orr,0.74,0.752,0.228,0.222,True,True,True
1218,68,archive,signal spool,Nia,Toma,Vell,3,66,2,defaulted,Vell,0.759,0.76,0.12,0.12,True,True,True
1219,68,signal,oil lantern,Ren,Kesh,Oda,3,64,4,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
1220,68,orchard,dry cord,Pim,Suf,Ivo,2,53,15,defaulted,Mara,0.74,0.76,0.168,0.144,True,True,True
1223,68,roofward,herb ledger,Sera,Orr,Bex,3,59,9,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
1224,69,signal,oil lantern,Ren,Ren,Kesh,3,64,5,defaulted,Oda,0.76,0.76,0.135,0.12,True,True,True
1225,69,orchard,dry cord,Pim,Pim,Suf,2,53,16,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
1226,69,repair_ring,cool cloth,Wren,Wren,Juno,2,69,1,late,Vale,0.746,0.758,0.172,0.166,True,True,True
1228,69,roofward,herb ledger,Sera,Sera,Orr,3,59,10,defaulted,Bex,0.738,0.76,0.128,0.12,True,True,True
1229,69,archive,memory tag,Vell,Vell,Rin,2,66,3,defaulted,Toma,0.746,0.76,0.137,0.12,True,True,True
1230,69,signal,wind wrap,Oda,Oda,Milo,2,64,5,defaulted,Kesh,0.74,0.76,0.201,0.177,True,True,True
1231,69,orchard,seed satchel,Ivo,Ivo,Mara,3,62,7,defaulted,Pim,0.76,0.76,0.189,0.165,True,True,True
1234,69,roofward,shade cloth,Bex,Bex,Fay,2,68,1,late,Orr,0.74,0.752,0.18,0.174,True,True,True
1235,69,archive,signal spool,Nia,Nia,Toma,3,66,3,defaulted,Vell,0.76,0.76,0.216,0.198,True,True,True
1236,69,signal,oil lantern,Ren,Ren,Kesh,3,64,5,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
1237,69,orchard,dry cord,Pim,Pim,Suf,2,53,16,defaulted,Mara,0.74,0.76,0.128,0.12,True,True,True
1238,69,repair_ring,cool cloth,Wren,Wren,Juno,2,69,1,late,Vale,0.76,0.76,0.163,0.157,True,True,True
1240,69,roofward,herb ledger,Sera,Sera,Orr,3,59,10,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
1241,69,archive,memory tag,Vell,Vell,Rin,2,66,3,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
1242,70,orchard,dry cord,Pim,Mara,Pim,2,53,17,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
1244,70,riverbend,cedar plank,Ari,Nox,Ari,4,70,1,late,Lio,0.746,0.758,0.175,0.169,True,True,True
1245,70,roofward,herb ledger,Sera,Fay,Sera,3,59,11,defaulted,Bex,0.752,0.76,0.222,0.198,True,True,True
1246,70,archive,memory tag,Vell,Toma,Vell,2,66,4,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
1247,70,signal,wind wrap,Oda,Kesh,Oda,2,64,6,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
1248,70,orchard,seed satchel,Ivo,Suf,Ivo,3,62,8,defaulted,Pim,0.76,0.76,0.141,0.12,True,True,True
1250,70,riverbend,binding cord,Cee,Lio,Cee,2,70,1,late,Lio,0.725,0.737,0.144,0.138,True,True,True
1251,70,roofward,shade cloth,Bex,Orr,Bex,2,68,2,defaulted,Orr,0.76,0.76,0.12,0.12,True,True,True
1252,70,archive,signal spool,Nia,Rin,Nia,3,66,4,defaulted,Vell,0.76,0.76,0.168,0.144,True,True,True
1253,70,signal,oil lantern,Ren,Milo,Ren,3,64,6,defaulted,Oda,0.76,0.76,0.18,0.156,True,True,True
1256,70,riverbend,cedar plank,Ari,Nox,Ari,4,70,1,late,Lio,0.744,0.756,0.185,0.179,True,True,True
1257,70,roofward,herb ledger,Sera,Fay,Sera,3,59,11,defaulted,Bex,0.74,0.76,0.206,0.182,True,True,True
1258,70,archive,memory tag,Vell,Toma,Vell,2,66,4,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
1259,70,signal,wind wrap,Oda,Kesh,Oda,2,64,6,defaulted,Kesh,0.76,0.76,0.12,0.12,True,True,True
1261,71,riverbend,cedar plank,Ari,Cee,Nox,4,70,1,late,Lio,0.739,0.751,0.128,0.122,True,True,True
