tick_id,day,week,settlement_id,resident_id,food_item,water_source,shelter_id,food_stock_before,food_stock_after,water_stock_before,water_stock_after,shelter_occupancy,shelter_capacity,hunger_before,hunger_after,thirst_before,thirst_after,ration_policy,economy_visible,reserve_floor_preserved
1047,66,10,lichen_bridge,Sol,bridge stew,meal cistern,lichen wall,180.0,180.0,163.98,164.2,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1048,66,10,orchid_engine,Bea,orchid rice,condense pan,sleep cot,180.0,180.0,158.78,159.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1049,66,10,moss_ward,Fay,broth,spring pipe,moss hall,180.0,180.0,163.98,164.2,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1050,66,10,glass_harbor,Puck,tea loaf,cistern,net room,180.0,180.0,164.2,164.42,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1051,66,10,cinder_garden,Wren,seed meal,dew tray,shade tent,180.0,180.0,151.2,151.42,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1052,66,10,lichen_bridge,Kio,rope grain,wall seep,meal room,180.0,180.0,164.2,164.42,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1053,66,10,orchid_engine,Cai,steam tea,valve cistern,warm vent,180.0,180.0,159.0,159.22,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1054,66,10,moss_ward,Milo,moss bread,rain jar,dry loft,180.0,180.0,164.2,164.42,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1055,66,10,glass_harbor,Sera,kelp roll,fog catcher,lamp bunk,180.0,180.0,164.42,164.64,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1056,67,10,lichen_bridge,Kio,rope grain,meal cistern,lichen wall,180.0,180.0,164.42,164.64,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1057,67,10,orchid_engine,Cai,steam tea,condense pan,sleep cot,180.0,180.0,159.22,159.44,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1058,67,10,moss_ward,Milo,moss bread,spring pipe,moss hall,180.0,180.0,164.42,164.64,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1059,67,10,glass_harbor,Sera,kelp roll,cistern,net room,180.0,180.0,164.64,164.86,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1060,67,10,cinder_garden,Juno,cool mash,dew tray,shade tent,180.0,180.0,151.42,151.54,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1061,67,10,lichen_bridge,Luma,lichen soup,wall seep,meal room,180.0,180.0,164.64,164.86,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1062,67,10,orchid_engine,Dax,gear stew,valve cistern,warm vent,180.0,180.0,159.44,159.66,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1063,67,10,moss_ward,Tala,root cakes,rain jar,dry loft,180.0,180.0,164.64,164.86,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1064,67,10,glass_harbor,Nia,salt porridge,fog catcher,lamp bunk,180.0,180.0,164.86,165.08,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1065,67,10,cinder_garden,Pax,ember fruit,cool basin,seed shelf,180.0,180.0,151.54,151.66,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1066,67,10,lichen_bridge,Rin,bridge stew,meal cistern,rest alcove,180.0,180.0,164.86,165.08,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1067,67,10,orchid_engine,Eli,orchid rice,condense pan,orchid bay,180.0,180.0,159.66,159.88,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1068,67,10,moss_ward,Ari,broth,spring pipe,root alcove,180.0,180.0,164.86,165.08,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1069,67,10,glass_harbor,Oren,tea loaf,cistern,steam alcove,180.0,180.0,165.08,165.3,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1070,67,10,cinder_garden,Vale,seed meal,dew tray,cool basin,180.0,180.0,151.66,151.78,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1071,67,10,lichen_bridge,Sol,rope grain,wall seep,lichen wall,180.0,180.0,165.08,165.3,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1072,68,10,moss_ward,Ari,broth,rain jar,dry loft,180.0,180.0,165.08,165.3,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1073,68,10,glass_harbor,Oren,tea loaf,fog catcher,lamp bunk,180.0,180.0,165.3,165.52,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1074,68,10,cinder_garden,Vale,seed meal,cool basin,seed shelf,180.0,180.0,151.78,151.9,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1075,68,10,lichen_bridge,Sol,rope grain,meal cistern,rest alcove,180.0,180.0,165.3,165.52,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1076,68,10,orchid_engine,Bea,steam tea,condense pan,orchid bay,180.0,180.0,159.88,160.1,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1077,68,10,moss_ward,Fay,moss bread,spring pipe,root alcove,180.0,180.0,165.3,165.52,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1078,68,10,glass_harbor,Puck,kelp roll,cistern,steam alcove,180.0,180.0,165.52,165.74,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1079,68,10,cinder_garden,Wren,cool mash,dew tray,cool basin,180.0,180.0,151.9,152.02,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1080,68,10,lichen_bridge,Kio,lichen soup,wall seep,lichen wall,180.0,180.0,165.52,165.74,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1081,68,10,orchid_engine,Cai,gear stew,valve cistern,sleep cot,180.0,180.0,160.1,160.32,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1082,68,10,moss_ward,Milo,root cakes,rain jar,moss hall,180.0,180.0,165.52,165.74,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1083,68,10,glass_harbor,Sera,salt porridge,fog catcher,net room,180.0,180.0,165.74,165.96,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1084,68,10,cinder_garden,Juno,ember fruit,cool basin,shade tent,180.0,180.0,152.02,152.14,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1085,68,10,lichen_bridge,Luma,bridge stew,meal cistern,meal room,180.0,180.0,165.74,165.96,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1086,68,10,orchid_engine,Dax,orchid rice,condense pan,warm vent,180.0,180.0,160.32,160.54,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1087,68,10,moss_ward,Tala,broth,spring pipe,dry loft,180.0,180.0,165.74,165.96,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1088,69,10,cinder_garden,Juno,ember fruit,dew tray,cool basin,180.0,180.0,152.14,152.26,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1089,69,10,lichen_bridge,Luma,bridge stew,wall seep,lichen wall,180.0,180.0,165.96,166.18,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1090,69,10,orchid_engine,Dax,orchid rice,valve cistern,sleep cot,180.0,180.0,160.54,160.76,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1091,69,10,moss_ward,Tala,broth,rain jar,moss hall,180.0,180.0,165.96,166.18,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
1092,69,10,glass_harbor,Nia,tea loaf,fog catcher,net room,180.0,180.0,165.96,166.18,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1093,69,10,cinder_garden,Pax,seed meal,cool basin,shade tent,180.0,180.0,152.26,152.38,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1094,69,10,lichen_bridge,Rin,rope grain,meal cistern,meal room,180.0,180.0,166.18,166.4,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1095,69,10,orchid_engine,Eli,steam tea,condense pan,warm vent,180.0,180.0,160.76,160.98,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1096,69,10,moss_ward,Ari,moss bread,spring pipe,dry loft,180.0,180.0,166.18,166.4,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1097,69,10,glass_harbor,Oren,kelp roll,cistern,lamp bunk,180.0,180.0,166.18,166.4,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1098,69,10,cinder_garden,Vale,cool mash,dew tray,seed shelf,180.0,180.0,152.38,152.5,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1099,69,10,lichen_bridge,Sol,lichen soup,wall seep,rest alcove,180.0,180.0,166.4,166.62,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1100,69,10,orchid_engine,Bea,gear stew,valve cistern,orchid bay,180.0,180.0,160.98,161.2,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1101,69,10,moss_ward,Fay,root cakes,rain jar,root alcove,180.0,180.0,166.4,166.62,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1102,69,10,glass_harbor,Puck,salt porridge,fog catcher,steam alcove,180.0,180.0,166.4,166.62,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1103,69,10,cinder_garden,Wren,ember fruit,cool basin,cool basin,180.0,180.0,152.5,152.62,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1104,70,10,orchid_engine,Bea,gear stew,condense pan,warm vent,180.0,180.0,161.2,161.32,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1105,70,10,moss_ward,Fay,root cakes,spring pipe,dry loft,180.0,180.0,166.62,166.84,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1106,70,10,glass_harbor,Puck,salt porridge,cistern,lamp bunk,180.0,180.0,166.62,166.84,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1107,70,10,cinder_garden,Wren,ember fruit,dew tray,seed shelf,180.0,180.0,152.62,152.84,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1108,70,10,lichen_bridge,Kio,bridge stew,wall seep,rest alcove,180.0,180.0,166.62,166.84,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1109,70,10,orchid_engine,Cai,orchid rice,valve cistern,orchid bay,180.0,180.0,161.32,161.44,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1110,70,10,moss_ward,Milo,broth,rain jar,root alcove,180.0,180.0,166.84,167.06,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1111,70,10,glass_harbor,Sera,tea loaf,fog catcher,steam alcove,180.0,180.0,166.84,167.06,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1112,70,10,cinder_garden,Juno,seed meal,cool basin,cool basin,180.0,180.0,152.84,153.06,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1113,70,10,lichen_bridge,Luma,rope grain,meal cistern,lichen wall,180.0,180.0,166.84,167.06,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1114,70,10,orchid_engine,Dax,steam tea,condense pan,sleep cot,180.0,180.0,161.44,161.56,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1115,70,10,moss_ward,Tala,moss bread,spring pipe,moss hall,180.0,180.0,167.06,167.28,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1116,70,10,glass_harbor,Nia,kelp roll,cistern,net room,180.0,180.0,167.06,167.28,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1117,70,10,cinder_garden,Pax,cool mash,dew tray,shade tent,180.0,180.0,153.06,153.28,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1118,70,10,lichen_bridge,Rin,lichen soup,wall seep,meal room,180.0,180.0,167.06,167.28,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1119,70,10,orchid_engine,Eli,gear stew,valve cistern,warm vent,180.0,180.0,161.56,161.68,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1120,71,11,glass_harbor,Nia,tea loaf,fog catcher,lamp bunk,180.0,180.0,167.28,167.5,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1121,71,11,cinder_garden,Pax,seed meal,cool basin,seed shelf,180.0,180.0,153.28,153.5,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1122,71,11,lichen_bridge,Rin,rope grain,meal cistern,rest alcove,180.0,180.0,167.28,167.5,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1123,71,11,orchid_engine,Eli,steam tea,condense pan,orchid bay,180.0,180.0,161.68,161.9,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1124,71,11,moss_ward,Ari,moss bread,spring pipe,root alcove,180.0,180.0,167.28,167.5,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1125,71,11,glass_harbor,Oren,kelp roll,cistern,steam alcove,180.0,180.0,167.5,167.72,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1126,71,11,cinder_garden,Vale,cool mash,dew tray,cool basin,180.0,180.0,153.5,153.72,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1127,71,11,lichen_bridge,Sol,lichen soup,wall seep,lichen wall,180.0,180.0,167.5,167.72,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1128,71,11,orchid_engine,Bea,gear stew,valve cistern,sleep cot,180.0,180.0,161.9,162.12,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1129,71,11,moss_ward,Fay,root cakes,rain jar,moss hall,180.0,180.0,167.5,167.72,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1130,71,11,glass_harbor,Puck,salt porridge,fog catcher,net room,180.0,180.0,167.72,167.94,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1131,71,11,cinder_garden,Wren,ember fruit,cool basin,shade tent,180.0,180.0,153.72,153.94,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1132,71,11,lichen_bridge,Kio,bridge stew,meal cistern,meal room,180.0,180.0,167.72,167.94,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1133,71,11,orchid_engine,Cai,orchid rice,condense pan,warm vent,180.0,180.0,162.12,162.34,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1134,71,11,moss_ward,Milo,broth,spring pipe,dry loft,180.0,180.0,167.72,167.94,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1135,71,11,glass_harbor,Sera,tea loaf,cistern,lamp bunk,180.0,180.0,167.94,168.16,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1136,72,11,lichen_bridge,Kio,bridge stew,wall seep,lichen wall,180.0,180.0,167.94,168.16,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1137,72,11,orchid_engine,Cai,orchid rice,valve cistern,sleep cot,180.0,180.0,162.34,162.56,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1138,72,11,moss_ward,Milo,broth,rain jar,moss hall,180.0,180.0,167.94,168.16,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1139,72,11,glass_harbor,Sera,tea loaf,fog catcher,net room,180.0,180.0,168.16,168.38,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1140,72,11,cinder_garden,Juno,seed meal,cool basin,shade tent,180.0,180.0,153.94,154.06,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1141,72,11,lichen_bridge,Luma,rope grain,meal cistern,meal room,180.0,180.0,168.16,168.38,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1142,72,11,orchid_engine,Dax,steam tea,condense pan,warm vent,180.0,180.0,162.56,162.78,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1143,72,11,moss_ward,Tala,moss bread,spring pipe,dry loft,180.0,180.0,168.16,168.38,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1144,72,11,glass_harbor,Nia,kelp roll,cistern,lamp bunk,180.0,180.0,168.38,168.6,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1145,72,11,cinder_garden,Pax,cool mash,dew tray,seed shelf,180.0,180.0,154.06,154.18,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1146,72,11,lichen_bridge,Rin,lichen soup,wall seep,rest alcove,180.0,180.0,168.38,168.6,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1147,72,11,orchid_engine,Eli,gear stew,valve cistern,orchid bay,180.0,180.0,162.78,163.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1148,72,11,moss_ward,Ari,root cakes,rain jar,root alcove,180.0,180.0,168.38,168.6,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1149,72,11,glass_harbor,Oren,salt porridge,fog catcher,steam alcove,180.0,180.0,168.6,168.82,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1150,72,11,cinder_garden,Vale,ember fruit,cool basin,cool basin,180.0,180.0,154.18,154.3,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1151,72,11,lichen_bridge,Sol,bridge stew,meal cistern,lichen wall,180.0,180.0,168.6,168.82,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1152,73,11,moss_ward,Ari,root cakes,spring pipe,dry loft,180.0,180.0,168.6,168.82,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1153,73,11,glass_harbor,Oren,salt porridge,cistern,lamp bunk,180.0,180.0,168.82,169.04,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1154,73,11,cinder_garden,Vale,ember fruit,dew tray,seed shelf,180.0,180.0,154.3,154.42,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1155,73,11,lichen_bridge,Sol,bridge stew,wall seep,rest alcove,180.0,180.0,168.82,169.04,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1156,73,11,orchid_engine,Bea,orchid rice,valve cistern,orchid bay,180.0,180.0,163.0,163.22,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1157,73,11,moss_ward,Fay,broth,rain jar,root alcove,180.0,180.0,168.82,169.04,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1158,73,11,glass_harbor,Puck,tea loaf,fog catcher,steam alcove,180.0,180.0,169.04,169.26,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1159,73,11,cinder_garden,Wren,seed meal,cool basin,cool basin,180.0,180.0,154.42,154.54,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1160,73,11,lichen_bridge,Kio,rope grain,meal cistern,lichen wall,180.0,180.0,169.04,169.26,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1161,73,11,orchid_engine,Cai,steam tea,condense pan,sleep cot,180.0,180.0,163.22,163.44,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1162,73,11,moss_ward,Milo,moss bread,spring pipe,moss hall,180.0,180.0,169.04,169.26,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1163,73,11,glass_harbor,Sera,kelp roll,cistern,net room,180.0,180.0,169.26,169.48,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1164,73,11,cinder_garden,Juno,cool mash,dew tray,shade tent,180.0,180.0,154.54,154.66,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1165,73,11,lichen_bridge,Luma,lichen soup,wall seep,meal room,180.0,180.0,169.26,169.48,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1166,73,11,orchid_engine,Dax,gear stew,valve cistern,warm vent,180.0,180.0,163.44,163.66,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1167,73,11,moss_ward,Tala,root cakes,rain jar,dry loft,180.0,180.0,169.26,169.48,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1168,74,11,cinder_garden,Juno,cool mash,cool basin,cool basin,180.0,180.0,154.66,154.78,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1169,74,11,lichen_bridge,Luma,lichen soup,meal cistern,lichen wall,180.0,180.0,169.48,169.7,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1170,74,11,orchid_engine,Dax,gear stew,condense pan,sleep cot,180.0,180.0,163.66,163.88,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1171,74,11,moss_ward,Tala,root cakes,spring pipe,moss hall,180.0,180.0,169.48,169.7,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
1172,74,11,glass_harbor,Nia,salt porridge,cistern,net room,180.0,180.0,169.48,169.7,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1173,74,11,cinder_garden,Pax,ember fruit,dew tray,shade tent,180.0,180.0,154.78,154.9,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1174,74,11,lichen_bridge,Rin,bridge stew,wall seep,meal room,180.0,180.0,169.7,169.92,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1175,74,11,orchid_engine,Eli,orchid rice,valve cistern,warm vent,180.0,180.0,163.88,164.1,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1176,74,11,moss_ward,Ari,broth,rain jar,dry loft,180.0,180.0,169.7,169.92,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1177,74,11,glass_harbor,Oren,tea loaf,fog catcher,lamp bunk,180.0,180.0,169.7,169.92,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1178,74,11,cinder_garden,Vale,seed meal,cool basin,seed shelf,180.0,180.0,154.9,155.02,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1179,74,11,lichen_bridge,Sol,rope grain,meal cistern,rest alcove,180.0,180.0,169.92,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1180,74,11,orchid_engine,Bea,steam tea,condense pan,orchid bay,180.0,180.0,164.1,164.32,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1181,74,11,moss_ward,Fay,moss bread,spring pipe,root alcove,180.0,180.0,169.92,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1182,74,11,glass_harbor,Puck,kelp roll,cistern,steam alcove,180.0,180.0,169.92,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1183,74,11,cinder_garden,Wren,cool mash,dew tray,cool basin,180.0,180.0,155.02,155.14,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1184,75,11,orchid_engine,Bea,steam tea,valve cistern,warm vent,180.0,180.0,164.32,164.44,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1185,75,11,moss_ward,Fay,moss bread,rain jar,dry loft,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1186,75,11,glass_harbor,Puck,kelp roll,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1187,75,11,cinder_garden,Wren,cool mash,cool basin,seed shelf,180.0,180.0,155.14,155.36,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1188,75,11,lichen_bridge,Kio,lichen soup,meal cistern,rest alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1189,75,11,orchid_engine,Cai,gear stew,condense pan,orchid bay,180.0,180.0,164.44,164.56,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1190,75,11,moss_ward,Milo,root cakes,spring pipe,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1191,75,11,glass_harbor,Sera,salt porridge,cistern,steam alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1192,75,11,cinder_garden,Juno,ember fruit,dew tray,cool basin,180.0,180.0,155.36,155.58,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1193,75,11,lichen_bridge,Luma,bridge stew,wall seep,lichen wall,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1194,75,11,orchid_engine,Dax,orchid rice,valve cistern,sleep cot,180.0,180.0,164.56,164.68,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1195,75,11,moss_ward,Tala,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1196,75,11,glass_harbor,Nia,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1197,75,11,cinder_garden,Pax,seed meal,cool basin,shade tent,180.0,180.0,155.58,155.8,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1198,75,11,lichen_bridge,Rin,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1199,75,11,orchid_engine,Eli,steam tea,condense pan,warm vent,180.0,180.0,164.68,164.8,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1200,76,11,glass_harbor,Nia,tea loaf,cistern,steam alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1201,76,11,cinder_garden,Pax,seed meal,dew tray,cool basin,180.0,180.0,155.8,156.02,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1202,76,11,lichen_bridge,Rin,rope grain,wall seep,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1203,76,11,orchid_engine,Eli,steam tea,valve cistern,sleep cot,180.0,180.0,164.8,165.02,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1204,76,11,moss_ward,Ari,moss bread,rain jar,moss hall,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1205,76,11,glass_harbor,Oren,kelp roll,fog catcher,net room,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1206,76,11,cinder_garden,Vale,cool mash,cool basin,shade tent,180.0,180.0,156.02,156.24,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1207,76,11,lichen_bridge,Sol,lichen soup,meal cistern,meal room,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1208,76,11,orchid_engine,Bea,gear stew,condense pan,warm vent,180.0,180.0,165.02,165.24,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1209,76,11,moss_ward,Fay,root cakes,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1210,76,11,glass_harbor,Puck,salt porridge,cistern,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1211,76,11,cinder_garden,Wren,ember fruit,dew tray,seed shelf,180.0,180.0,156.24,156.46,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1212,76,11,lichen_bridge,Kio,bridge stew,wall seep,rest alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1213,76,11,orchid_engine,Cai,orchid rice,valve cistern,orchid bay,180.0,180.0,165.24,165.46,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1214,76,11,moss_ward,Milo,broth,rain jar,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1215,76,11,glass_harbor,Sera,tea loaf,fog catcher,steam alcove,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1216,77,11,lichen_bridge,Kio,bridge stew,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1217,77,11,orchid_engine,Cai,orchid rice,condense pan,warm vent,180.0,180.0,165.46,165.68,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1218,77,11,moss_ward,Milo,broth,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1219,77,11,glass_harbor,Sera,tea loaf,cistern,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1220,77,11,cinder_garden,Juno,seed meal,dew tray,seed shelf,180.0,180.0,156.46,156.58,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1221,77,11,lichen_bridge,Luma,rope grain,wall seep,rest alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
