tick_id,day,agent_id,my_body_score,my_object_score,my_home_score,my_choice_score,boundary_pressure,autonomy_pressure,felt_respect,self_confidence,social_face,boundary_phrase_public,self_boundary_intact
408,35,Milo,0.8704,0.8156,0.7584,0.7661,0.94,0.939,0.284,0.852,0.193,That is mine; ask before touching it.,True
410,35,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.488,0.96,0.33,That is mine; ask before touching it.,True
411,35,Ari,0.8746,0.8192,0.7792,0.7773,0.683,0.827,0.935,0.873,0.454,That is mine; ask before touching it.,True
412,35,Fay,0.862,0.7976,0.7712,0.764,0.94,0.96,0.297,0.81,0.23,That is mine; ask before touching it.,True
415,35,Ivo,0.8664,0.8318,0.7776,0.764,0.94,0.96,0.646,0.832,0.356,I need room to choose.,True
417,35,Ari,0.8754,0.8192,0.7792,0.7718,0.768,0.882,0.87,0.877,0.456,That is mine; ask before touching it.,True
419,35,Nia,0.8712,0.8444,0.7504,0.7661,0.85,0.939,0.849,0.856,0.445,I need room to choose.,True
420,36,Milo,0.8754,0.8156,0.7584,0.7686,0.94,0.914,0.319,0.877,0.195,I need room to choose.,True
422,36,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.523,0.96,0.332,I need room to choose.,True
424,36,Fay,0.8628,0.7976,0.7712,0.764,0.94,0.96,0.232,0.814,0.195,I need room to choose.,True
427,36,Ivo,0.8672,0.8318,0.7776,0.7665,0.895,0.935,0.706,0.836,0.384,I need room to choose.,True
429,36,Ari,0.8762,0.8192,0.7792,0.7663,0.853,0.937,0.805,0.881,0.421,I need room to choose.,True
431,36,Nia,0.872,0.8444,0.7504,0.7686,0.805,0.914,0.909,0.86,0.447,I need room to choose.,True
432,37,Milo,0.8762,0.8156,0.7584,0.764,0.94,0.96,0.254,0.881,0.197,That is mine; ask before touching it.,True
434,37,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.458,0.96,0.334,That is mine; ask before touching it.,True
436,37,Fay,0.8636,0.7976,0.7712,0.764,0.94,0.96,0.267,0.818,0.197,That is mine; ask before touching it.,True
439,37,Ivo,0.868,0.8318,0.7776,0.7661,0.85,0.939,0.766,0.84,0.386,I need room to choose.,True
440,37,Juno,0.892,0.8048,0.7408,0.764,0.895,0.96,0.518,0.96,0.336,I need room to choose.,True
441,37,Ari,0.877,0.8192,0.7792,0.7659,0.859,0.941,0.817,0.885,0.423,I need room to choose.,True
443,37,Nia,0.877,0.8444,0.7504,0.7682,0.76,0.918,0.96,0.885,0.449,I need room to choose.,True
444,38,Milo,0.877,0.8156,0.7584,0.764,0.94,0.96,0.189,0.885,0.162,I need room to choose.,True
445,38,Ivo,0.873,0.8318,0.7776,0.7686,0.856,0.914,0.801,0.865,0.388,I need room to choose.,True
446,38,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.453,0.96,0.301,I need room to choose.,True
448,38,Fay,0.8686,0.7976,0.7712,0.7665,0.94,0.935,0.302,0.843,0.199,I need room to choose.,True
451,38,Ivo,0.8738,0.8318,0.7776,0.7711,0.811,0.889,0.861,0.869,0.39,I need room to choose.,True
453,38,Ari,0.8778,0.8192,0.7792,0.7684,0.814,0.916,0.877,0.889,0.451,I need room to choose.,True
455,38,Nia,0.8778,0.8444,0.7504,0.7678,0.766,0.922,0.96,0.889,0.451,I need room to choose.,True
456,39,Milo,0.8778,0.8156,0.7584,0.764,0.94,0.96,0.224,0.889,0.164,That is mine; ask before touching it.,True
458,39,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.465,0.96,0.303,I need room to choose.,True
460,39,Fay,0.8694,0.7976,0.7712,0.764,0.94,0.96,0.237,0.847,0.201,That is mine; ask before touching it.,True
462,39,Milo,0.8786,0.8156,0.7584,0.764,0.895,0.96,0.284,0.893,0.166,I need room to choose.,True
463,39,Ivo,0.8788,0.8318,0.7776,0.7707,0.766,0.893,0.921,0.894,0.392,I need room to choose.,True
465,39,Ari,0.8786,0.8192,0.7792,0.768,0.769,0.92,0.937,0.893,0.453,I need room to choose.,True
467,39,Nia,0.8786,0.8444,0.7504,0.7674,0.772,0.926,0.96,0.893,0.453,I need room to choose.,True
468,40,Ivo,0.8796,0.8318,0.7776,0.7652,0.851,0.948,0.856,0.898,0.394,That is mine; ask before touching it.,True
470,40,Ari,0.8794,0.8192,0.7792,0.7676,0.775,0.924,0.96,0.897,0.455,That is mine; ask before touching it.,True
472,40,Nia,0.8794,0.8444,0.7504,0.767,0.778,0.93,0.96,0.897,0.455,I need room to choose.,True
475,40,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.477,0.96,0.305,I need room to choose.,True
477,40,Fay,0.8744,0.7976,0.7712,0.764,0.895,0.96,0.297,0.872,0.203,I need room to choose.,True
478,40,Nia,0.8802,0.8444,0.7504,0.7666,0.784,0.934,0.96,0.901,0.457,I need room to choose.,True
479,40,Milo,0.8794,0.8156,0.7584,0.764,0.94,0.96,0.219,0.897,0.168,That is mine; ask before touching it.,True
480,41,Ivo,0.8804,0.8318,0.7776,0.764,0.936,0.96,0.791,0.902,0.359,I need room to choose.,True
482,41,Ari,0.8844,0.8192,0.7792,0.7701,0.781,0.899,0.96,0.922,0.457,I need room to choose.,True
483,41,Fay,0.8752,0.7976,0.7712,0.764,0.94,0.96,0.232,0.876,0.168,I need room to choose.,True
484,41,Nia,0.881,0.8444,0.7504,0.7691,0.739,0.909,0.96,0.905,0.485,I need room to choose.,True
487,41,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.512,0.96,0.307,That is mine; ask before touching it.,True
489,41,Fay,0.876,0.7976,0.7712,0.764,0.94,0.96,0.244,0.88,0.17,I need room to choose.,True
491,41,Milo,0.8802,0.8156,0.7584,0.764,0.94,0.96,0.154,0.901,0.133,I need room to choose.,True
492,42,Ivo,0.8812,0.8318,0.7776,0.764,0.94,0.96,0.803,0.906,0.361,I need room to choose.,True
494,42,Ari,0.8852,0.8192,0.7792,0.7646,0.866,0.954,0.895,0.926,0.459,That is mine; ask before touching it.,True
496,42,Nia,0.8818,0.8444,0.7504,0.7687,0.694,0.913,0.96,0.909,0.487,I need room to choose.,True
499,42,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.447,0.96,0.309,That is mine; ask before touching it.,True
500,42,Ari,0.8902,0.8192,0.7792,0.7642,0.821,0.958,0.955,0.951,0.461,I need room to choose.,True
501,42,Fay,0.8768,0.7976,0.7712,0.764,0.94,0.96,0.256,0.884,0.172,I need room to choose.,True
503,42,Milo,0.8766,0.8156,0.7584,0.764,0.94,0.96,0.089,0.883,0.098,I need room to choose.,True
504,43,Ivo,0.882,0.8318,0.7776,0.7665,0.895,0.935,0.863,0.91,0.389,I need room to choose.,True
506,43,Ari,0.891,0.8192,0.7792,0.764,0.906,0.96,0.89,0.955,0.426,I need room to choose.,True
508,43,Nia,0.8826,0.8444,0.7504,0.7712,0.649,0.888,0.96,0.913,0.489,I need room to choose.,True
511,43,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.382,0.96,0.274,I need room to choose.,True
513,43,Fay,0.8776,0.7976,0.7712,0.764,0.94,0.96,0.291,0.888,0.174,That is mine; ask before touching it.,True
515,43,Milo,0.8816,0.8156,0.7584,0.7665,0.94,0.935,0.124,0.908,0.1,I need room to choose.,True
516,44,Ivo,0.8828,0.8318,0.7776,0.7661,0.85,0.939,0.923,0.914,0.391,I need room to choose.,True
517,44,Juno,0.892,0.8048,0.7408,0.764,0.895,0.96,0.442,0.96,0.276,I need room to choose.,True
518,44,Ari,0.8918,0.8192,0.7792,0.764,0.912,0.96,0.902,0.959,0.428,I need room to choose.,True
520,44,Nia,0.8876,0.8444,0.7504,0.7708,0.604,0.892,0.96,0.938,0.491,I need room to choose.,True
523,44,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.377,0.942,0.241,I need room to choose.,True
525,44,Fay,0.8784,0.7976,0.7712,0.764,0.94,0.96,0.226,0.892,0.176,That is mine; ask before touching it.,True
527,44,Milo,0.8824,0.8156,0.7584,0.7661,0.94,0.939,0.159,0.912,0.102,That is mine; ask before touching it.,True
528,45,Ivo,0.8836,0.8318,0.7776,0.7686,0.805,0.914,0.96,0.918,0.393,I need room to choose.,True
530,45,Ari,0.892,0.8192,0.7792,0.7665,0.867,0.935,0.96,0.96,0.456,I need room to choose.,True
532,45,Nia,0.8884,0.8444,0.7504,0.7704,0.61,0.896,0.96,0.942,0.493,I need room to choose.,True
534,45,Ivo,0.8844,0.8318,0.7776,0.764,0.89,0.96,0.895,0.922,0.358,I need room to choose.,True
535,45,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.412,0.96,0.243,I need room to choose.,True
537,45,Fay,0.8792,0.7976,0.7712,0.764,0.94,0.96,0.161,0.896,0.141,I need room to choose.,True
539,45,Milo,0.8874,0.8156,0.7584,0.7686,0.94,0.914,0.194,0.937,0.104,I need room to choose.,True
540,46,Ivo,0.8894,0.8318,0.7776,0.764,0.845,0.96,0.955,0.947,0.36,I need room to choose.,True
542,46,Ari,0.892,0.8192,0.7792,0.7661,0.822,0.939,0.96,0.96,0.458,I need room to choose.,True
544,46,Nia,0.8892,0.8444,0.7504,0.77,0.616,0.9,0.96,0.946,0.495,I need room to choose.,True
545,46,Milo,0.8882,0.8156,0.7584,0.764,0.94,0.96,0.129,0.941,0.106,That is mine; ask before touching it.,True
547,46,Juno,0.892,0.8048,0.7408,0.7661,0.94,0.939,0.447,0.96,0.245,That is mine; ask before touching it.,True
549,46,Fay,0.8756,0.7976,0.7712,0.764,0.94,0.96,0.096,0.878,0.106,I need room to choose.,True
551,46,Milo,0.889,0.8156,0.7584,0.764,0.94,0.96,0.064,0.945,0.108,That is mine; ask before touching it.,True
552,47,Ivo,0.8902,0.8318,0.7776,0.764,0.851,0.96,0.96,0.951,0.362,I need room to choose.,True
554,47,Ari,0.892,0.8192,0.7792,0.7686,0.777,0.914,0.96,0.96,0.46,I need room to choose.,True
556,47,Nia,0.89,0.8444,0.7504,0.7696,0.622,0.904,0.96,0.95,0.497,That is mine; ask before touching it.,True
559,47,Juno,0.892,0.8048,0.7408,0.7686,0.94,0.914,0.482,0.96,0.247,I need room to choose.,True
561,47,Fay,0.8806,0.7976,0.7712,0.7665,0.94,0.935,0.131,0.903,0.108,I need room to choose.,True
562,47,Nia,0.892,0.8444,0.7504,0.7721,0.628,0.879,0.96,0.96,0.499,I need room to choose.,True
563,47,Milo,0.8898,0.8156,0.7584,0.764,0.94,0.96,0.04,0.949,0.073,I need room to choose.,True
564,48,Ivo,0.891,0.8318,0.7776,0.764,0.857,0.96,0.96,0.955,0.364,I need room to choose.,True
566,48,Ari,0.892,0.8192,0.7792,0.7682,0.732,0.918,0.96,0.96,0.462,I need room to choose.,True
567,48,Fay,0.8814,0.7976,0.7712,0.7661,0.94,0.939,0.143,0.907,0.11,I need room to choose.,True
568,48,Nia,0.892,0.8444,0.7504,0.7666,0.713,0.934,0.895,0.96,0.501,That is mine; ask before touching it.,True
571,48,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.417,0.96,0.249,That is mine; ask before touching it.,True
573,48,Fay,0.8822,0.7976,0.7712,0.7657,0.94,0.943,0.178,0.911,0.112,That is mine; ask before touching it.,True
575,48,Milo,0.8906,0.8156,0.7584,0.764,0.94,0.96,0.075,0.953,0.075,That is mine; ask before touching it.,True
576,49,Ivo,0.8918,0.8318,0.7776,0.764,0.863,0.96,0.96,0.959,0.366,That is mine; ask before touching it.,True
578,49,Ari,0.892,0.8192,0.7792,0.7678,0.738,0.922,0.96,0.96,0.464,I need room to choose.,True
580,49,Nia,0.892,0.8444,0.7504,0.764,0.798,0.96,0.83,0.96,0.466,I need room to choose.,True
583,49,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.352,0.96,0.214,I need room to choose.,True
584,49,Ari,0.892,0.8192,0.7792,0.7703,0.744,0.897,0.96,0.96,0.466,I need room to choose.,True
585,49,Fay,0.8872,0.7976,0.7712,0.7682,0.94,0.918,0.213,0.936,0.114,I need room to choose.,True
587,49,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.11,0.96,0.077,I need room to choose.,True
588,50,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.287,0.96,0.179,I need room to choose.,True
590,50,Fay,0.888,0.7976,0.7712,0.7678,0.94,0.922,0.248,0.94,0.116,That is mine; ask before touching it.,True
592,50,Milo,0.892,0.8156,0.7584,0.769,0.94,0.91,0.145,0.96,0.079,I need room to choose.,True
595,50,Ari,0.892,0.8192,0.7792,0.7728,0.75,0.872,0.96,0.96,0.468,I need room to choose.,True
597,50,Nia,0.892,0.8444,0.7504,0.764,0.883,0.96,0.765,0.96,0.431,I need room to choose.,True
599,50,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.895,0.96,0.331,I need room to choose.,True
600,51,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.222,0.942,0.144,I need room to choose.,True
602,51,Fay,0.8888,0.7976,0.7712,0.764,0.94,0.96,0.183,0.944,0.118,That is mine; ask before touching it.,True
604,51,Milo,0.892,0.8156,0.7584,0.7686,0.94,0.914,0.18,0.96,0.081,That is mine; ask before touching it.,True
606,51,Juno,0.8892,0.8048,0.7408,0.764,0.94,0.96,0.257,0.946,0.146,That is mine; ask before touching it.,True
607,51,Ari,0.892,0.8192,0.7792,0.7724,0.756,0.876,0.96,0.96,0.47,That is mine; ask before touching it.,True
609,51,Nia,0.892,0.8444,0.7504,0.764,0.889,0.96,0.8,0.96,0.433,That is mine; ask before touching it.,True
611,51,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.907,0.96,0.333,I need room to choose.,True
612,52,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.292,0.96,0.148,I need room to choose.,True
614,52,Fay,0.8896,0.7976,0.7712,0.764,0.94,0.96,0.118,0.948,0.083,I need room to choose.,True
616,52,Milo,0.892,0.8156,0.7584,0.7711,0.94,0.889,0.215,0.96,0.083,I need room to choose.,True
617,52,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.842,0.96,0.298,I need room to choose.,True
619,52,Ari,0.892,0.8192,0.7792,0.7749,0.762,0.851,0.96,0.96,0.472,I need room to choose.,True
621,52,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.835,0.96,0.435,I need room to choose.,True
623,52,Ivo,0.892,0.8318,0.7776,0.7665,0.895,0.935,0.902,0.96,0.326,I need room to choose.,True
624,53,Juno,0.892,0.8048,0.7408,0.7661,0.94,0.939,0.327,0.96,0.15,That is mine; ask before touching it.,True
626,53,Fay,0.886,0.7976,0.7712,0.764,0.94,0.96,0.053,0.93,0.048,I need room to choose.,True
628,53,Milo,0.892,0.8156,0.7584,0.7656,0.94,0.944,0.15,0.96,0.085,That is mine; ask before touching it.,True
631,53,Ari,0.892,0.8192,0.7792,0.7694,0.847,0.906,0.895,0.96,0.474,That is mine; ask before touching it.,True
633,53,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.77,0.96,0.437,That is mine; ask before touching it.,True
634,53,Milo,0.892,0.8156,0.7584,0.7652,0.94,0.948,0.162,0.96,0.087,I need room to choose.,True
635,53,Ivo,0.892,0.8318,0.7776,0.7661,0.85,0.939,0.96,0.96,0.328,I need room to choose.,True
636,54,Juno,0.892,0.8048,0.7408,0.7686,0.94,0.914,0.362,0.96,0.152,I need room to choose.,True
638,54,Fay,0.891,0.7976,0.7712,0.7665,0.94,0.935,0.088,0.955,0.05,I need room to choose.,True
639,54,Nia,0.892,0.8444,0.7504,0.7665,0.94,0.935,0.805,0.96,0.439,I need room to choose.,True
640,54,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.097,0.96,0.052,I need room to choose.,True
643,54,Ari,0.892,0.8192,0.7792,0.764,0.932,0.96,0.83,0.96,0.439,I need room to choose.,True
645,54,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.74,0.96,0.404,I need room to choose.,True
647,54,Ivo,0.892,0.8318,0.7776,0.7686,0.805,0.914,0.96,0.96,0.33,I need room to choose.,True
648,55,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.297,0.96,0.154,That is mine; ask before touching it.,True
650,55,Fay,0.8918,0.7976,0.7712,0.7661,0.94,0.939,0.123,0.959,0.052,That is mine; ask before touching it.,True
652,55,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.132,0.96,0.054,That is mine; ask before touching it.,True
655,55,Ari,0.892,0.8192,0.7792,0.764,0.938,0.96,0.865,0.96,0.441,That is mine; ask before touching it.,True
656,55,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.058,0.96,0.054,That is mine; ask before touching it.,True
657,55,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.752,0.96,0.406,I need room to choose.,True
659,55,Ivo,0.892,0.8318,0.7776,0.7682,0.76,0.918,0.96,0.96,0.332,I need room to choose.,True
660,56,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.232,0.96,0.119,I need room to choose.,True
661,56,Ari,0.892,0.8192,0.7792,0.7665,0.94,0.935,0.9,0.96,0.443,I need room to choose.,True
662,56,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.093,0.96,0.056,I need room to choose.,True
664,56,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.167,0.96,0.056,I need room to choose.,True
667,56,Ari,0.892,0.8192,0.7792,0.769,0.94,0.91,0.935,0.96,0.445,I need room to choose.,True
669,56,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.812,0.96,0.434,I need room to choose.,True
671,56,Ivo,0.892,0.8318,0.7776,0.7678,0.766,0.922,0.96,0.96,0.334,I need room to choose.,True
672,57,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.267,0.96,0.121,That is mine; ask before touching it.,True
674,57,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.058,That is mine; ask before touching it.,True
676,57,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.102,0.96,0.058,That is mine; ask before touching it.,True
679,57,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.87,0.96,0.447,That is mine; ask before touching it.,True
681,57,Nia,0.892,0.8444,0.7504,0.7661,0.85,0.939,0.872,0.96,0.436,I need room to choose.,True
683,57,Ivo,0.892,0.8318,0.7776,0.7674,0.772,0.926,0.96,0.96,0.336,I need room to choose.,True
684,58,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.302,0.96,0.123,I need room to choose.,True
686,58,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
688,58,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
690,58,Juno,0.892,0.8048,0.7408,0.769,0.895,0.91,0.362,0.96,0.125,I need room to choose.,True
691,58,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.805,0.96,0.412,I need room to choose.,True
693,58,Nia,0.892,0.8444,0.7504,0.7686,0.805,0.914,0.932,0.96,0.438,I need room to choose.,True
695,58,Ivo,0.892,0.8318,0.7776,0.767,0.778,0.93,0.96,0.96,0.338,That is mine; ask before touching it.,True
696,59,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.297,0.96,0.127,That is mine; ask before touching it.,True
698,59,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
700,59,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.052,0.96,0.042,I need room to choose.,True
701,59,Ivo,0.892,0.8318,0.7776,0.7666,0.733,0.934,0.96,0.96,0.34,I need room to choose.,True
703,59,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.817,0.96,0.414,I need room to choose.,True
705,59,Nia,0.892,0.8444,0.7504,0.7682,0.76,0.918,0.96,0.96,0.44,I need room to choose.,True
707,59,Ivo,0.892,0.8318,0.7776,0.764,0.818,0.96,0.895,0.96,0.342,That is mine; ask before touching it.,True
708,60,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.752,0.96,0.416,That is mine; ask before touching it.,True
710,60,Nia,0.892,0.8444,0.7504,0.764,0.845,0.96,0.895,0.96,0.442,That is mine; ask before touching it.,True
711,60,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.064,0.96,0.044,I need room to choose.,True
712,60,Ivo,0.892,0.8318,0.7776,0.764,0.773,0.96,0.955,0.96,0.344,I need room to choose.,True
715,60,Fay,0.892,0.7976,0.7712,0.764,0.895,0.96,0.135,0.96,0.044,I need room to choose.,True
717,60,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.076,0.96,0.046,I need room to choose.,True
719,60,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.232,0.942,0.092,I need room to choose.,True
720,61,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.687,0.96,0.381,I need room to choose.,True
722,61,Nia,0.892,0.8444,0.7504,0.764,0.93,0.96,0.83,0.96,0.407,I need room to choose.,True
724,61,Ivo,0.892,0.8318,0.7776,0.7665,0.728,0.935,0.96,0.96,0.346,I need room to choose.,True
727,61,Fay,0.892,0.7976,0.7712,0.7665,0.85,0.935,0.195,0.96,0.046,I need room to choose.,True
728,61,Nia,0.892,0.8444,0.7504,0.764,0.936,0.96,0.842,0.96,0.409,I need room to choose.,True
729,61,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.111,0.96,0.048,That is mine; ask before touching it.,True
731,61,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.267,0.96,0.094,I need room to choose.,True
732,62,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.722,0.96,0.383,That is mine; ask before touching it.,True
733,62,Fay,0.892,0.7976,0.7712,0.764,0.935,0.96,0.13,0.96,0.048,That is mine; ask before touching it.,True
734,62,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.854,0.96,0.411,I need room to choose.,True
736,62,Ivo,0.892,0.8318,0.7776,0.7661,0.683,0.939,0.96,0.96,0.348,I need room to choose.,True
739,62,Fay,0.892,0.7976,0.7712,0.764,0.89,0.96,0.19,0.96,0.05,I need room to choose.,True
741,62,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.046,0.96,0.05,That is mine; ask before touching it.,True
743,62,Juno,0.892,0.8048,0.7408,0.7661,0.94,0.939,0.302,0.96,0.096,That is mine; ask before touching it.,True
744,63,Ari,0.892,0.8192,0.7792,0.7665,0.94,0.935,0.757,0.96,0.385,I need room to choose.,True
746,63,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.914,0.96,0.439,I need room to choose.,True
748,63,Ivo,0.892,0.8318,0.7776,0.7657,0.689,0.943,0.96,0.96,0.35,I need room to choose.,True
750,63,Ari,0.892,0.8192,0.7792,0.769,0.895,0.91,0.817,0.96,0.387,I need room to choose.,True
751,63,Fay,0.892,0.7976,0.7712,0.764,0.896,0.96,0.202,0.96,0.052,I need room to choose.,True
753,63,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
755,63,Juno,0.892,0.8048,0.7408,0.7686,0.94,0.914,0.337,0.96,0.098,I need room to choose.,True
756,64,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.752,0.96,0.389,That is mine; ask before touching it.,True
758,64,Nia,0.892,0.8444,0.7504,0.7661,0.85,0.939,0.96,0.96,0.441,I need room to choose.,True
760,64,Ivo,0.892,0.8318,0.7776,0.7653,0.695,0.947,0.96,0.96,0.352,I need room to choose.,True
763,64,Fay,0.892,0.7976,0.7712,0.764,0.902,0.96,0.214,0.96,0.054,I need room to choose.,True
765,64,Milo,0.8884,0.8156,0.7584,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
767,64,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.272,0.96,0.1,That is mine; ask before touching it.,True
768,65,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.687,0.96,0.354,I need room to choose.,True
770,65,Nia,0.892,0.8444,0.7504,0.7686,0.805,0.914,0.96,0.96,0.443,I need room to choose.,True
772,65,Ivo,0.892,0.8318,0.7776,0.7649,0.701,0.951,0.96,0.96,0.354,That is mine; ask before touching it.,True
773,65,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.207,0.96,0.065,I need room to choose.,True
775,65,Fay,0.892,0.7976,0.7712,0.764,0.908,0.96,0.249,0.96,0.056,That is mine; ask before touching it.,True
777,65,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
779,65,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.142,0.96,0.04,I need room to choose.,True
780,66,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.699,0.96,0.356,I need room to choose.,True
782,66,Nia,0.892,0.8444,0.7504,0.7682,0.76,0.918,0.96,0.96,0.445,I need room to choose.,True
784,66,Ivo,0.892,0.8318,0.7776,0.764,0.786,0.96,0.895,0.96,0.356,That is mine; ask before touching it.,True
787,66,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.184,0.96,0.058,That is mine; ask before touching it.,True
789,66,Milo,0.892,0.8156,0.7584,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
790,66,Ivo,0.892,0.8318,0.7776,0.764,0.871,0.96,0.83,0.96,0.358,That is mine; ask before touching it.,True
791,66,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.177,0.96,0.042,That is mine; ask before touching it.,True
792,67,Ari,0.892,0.8192,0.7792,0.7665,0.895,0.935,0.759,0.96,0.384,I need room to choose.,True
794,67,Nia,0.892,0.8444,0.7504,0.7678,0.766,0.922,0.96,0.96,0.447,I need room to choose.,True
795,67,Milo,0.892,0.8156,0.7584,0.7657,0.94,0.943,0.145,0.96,0.046,That is mine; ask before touching it.,True
796,67,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.765,0.96,0.323,I need room to choose.,True
799,67,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.119,0.96,0.04,I need room to choose.,True
801,67,Milo,0.892,0.8156,0.7584,0.7682,0.94,0.918,0.18,0.96,0.048,I need room to choose.,True
803,67,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.212,0.96,0.044,I need room to choose.,True
804,68,Ari,0.892,0.8192,0.7792,0.7661,0.85,0.939,0.819,0.96,0.386,I need room to choose.,True
806,68,Nia,0.892,0.8444,0.7504,0.7674,0.772,0.926,0.96,0.96,0.449,I need room to choose.,True
808,68,Ivo,0.8884,0.8318,0.7776,0.764,0.94,0.96,0.7,0.942,0.288,I need room to choose.,True
811,68,Fay,0.8884,0.7976,0.7712,0.764,0.94,0.96,0.054,0.942,0.04,I need room to choose.,True
812,68,Nia,0.892,0.8444,0.7504,0.767,0.778,0.93,0.96,0.96,0.451,That is mine; ask before touching it.,True
813,68,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.115,0.96,0.05,That is mine; ask before touching it.,True
815,68,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.147,0.96,0.046,That is mine; ask before touching it.,True
816,69,Ari,0.892,0.8192,0.7792,0.7686,0.805,0.914,0.879,0.96,0.388,I need room to choose.,True
817,69,Fay,0.8892,0.7976,0.7712,0.764,0.94,0.96,0.066,0.946,0.042,I need room to choose.,True
818,69,Nia,0.892,0.8444,0.7504,0.7666,0.784,0.934,0.96,0.96,0.453,That is mine; ask before touching it.,True
820,69,Ivo,0.892,0.8318,0.7776,0.7665,0.94,0.935,0.735,0.96,0.29,I need room to choose.,True
