tick_id,day,settlement_id,resident_id,animation_id,gaze_keyframes,posture_keyframes,gesture_keyframes,duration_ms,loop_mode,relationship,queue_pressure,trust_repair_need,animation_matches_state,visible_animation_timeline,not_private_workspace_dump
393,22,riverbend,Lio,anim:riverbend:Lio:196,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.757,0.374,0.062,True,True,True
393,22,riverbend,Cee,anim:riverbend:Cee:197,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.745,0.374,0.0836,True,True,True
394,22,roofward,Fay,anim:roofward:Fay:195,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.8,0.318,0.0,True,True,True
394,22,roofward,Sera,anim:roofward:Sera:196,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
394,22,roofward,Orr,anim:roofward:Orr:197,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.796,0.326,0.0,True,True,True
395,22,archive,Nia,anim:archive:Nia:195,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.827,0.286,0.0,True,True,True
395,22,archive,Toma,anim:archive:Toma:196,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.839,0.286,0.0,True,True,True
395,22,archive,Vell,anim:archive:Vell:197,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.86,0.28,0.0,True,True,True
396,23,orchard,Ivo,anim:orchard:Ivo:198,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.796,0.326,0.0,True,True,True
396,23,orchard,Mara,anim:orchard:Mara:199,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.328,0.0,True,True,True
396,23,orchard,Pim,anim:orchard:Pim:200,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.792,0.334,0.0,True,True,True
397,23,repair_ring,Juno,anim:repair_ring:Juno:198,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.865,0.286,0.0,True,True,True
397,23,repair_ring,Pax,anim:repair_ring:Pax:199,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.848,0.278,0.0,True,True,True
397,23,repair_ring,Vale,anim:repair_ring:Vale:200,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
398,23,riverbend,Ari,anim:riverbend:Ari:198,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.782,0.353,0.1124,True,True,True
398,23,riverbend,Lio,anim:riverbend:Lio:199,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.757,0.374,0.062,True,True,True
398,23,riverbend,Cee,anim:riverbend:Cee:200,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.745,0.374,0.0836,True,True,True
399,23,roofward,Fay,anim:roofward:Fay:198,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.8,0.318,0.0,True,True,True
399,23,roofward,Sera,anim:roofward:Sera:199,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
399,23,roofward,Orr,anim:roofward:Orr:200,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.796,0.326,0.0,True,True,True
400,23,archive,Nia,anim:archive:Nia:198,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.827,0.286,0.0,True,True,True
400,23,archive,Toma,anim:archive:Toma:199,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.846,0.278,0.0,True,True,True
400,23,archive,Vell,anim:archive:Vell:200,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
401,23,signal,Milo,anim:signal:Milo:198,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.782,0.368,0.0548,True,True,True
401,23,signal,Ren,anim:signal:Ren:199,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.764,0.349,0.1124,True,True,True
401,23,signal,Kesh,anim:signal:Kesh:200,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.771,0.356,0.0368,True,True,True
402,23,orchard,Ivo,anim:orchard:Ivo:201,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.808,0.328,0.0,True,True,True
402,23,orchard,Mara,anim:orchard:Mara:202,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.328,0.0,True,True,True
402,23,orchard,Pim,anim:orchard:Pim:203,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.792,0.334,0.0,True,True,True
403,23,repair_ring,Juno,anim:repair_ring:Juno:201,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.865,0.286,0.0,True,True,True
403,23,repair_ring,Pax,anim:repair_ring:Pax:202,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.862,0.28,0.0,True,True,True
403,23,repair_ring,Vale,anim:repair_ring:Vale:203,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
404,23,riverbend,Ari,anim:riverbend:Ari:201,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.353,0.1124,True,True,True
404,23,riverbend,Lio,anim:riverbend:Lio:202,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.757,0.374,0.062,True,True,True
404,23,riverbend,Cee,anim:riverbend:Cee:203,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.752,0.366,0.0656,True,True,True
405,23,roofward,Fay,anim:roofward:Fay:201,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.812,0.32,0.0,True,True,True
405,23,roofward,Sera,anim:roofward:Sera:202,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
405,23,roofward,Orr,anim:roofward:Orr:203,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.796,0.326,0.0,True,True,True
406,23,archive,Nia,anim:archive:Nia:201,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.827,0.286,0.0,True,True,True
406,23,archive,Toma,anim:archive:Toma:202,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.86,0.28,0.0,True,True,True
406,23,archive,Vell,anim:archive:Vell:203,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
407,23,signal,Milo,anim:signal:Milo:201,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.782,0.368,0.0548,True,True,True
407,23,signal,Ren,anim:signal:Ren:202,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.764,0.349,0.1124,True,True,True
407,23,signal,Kesh,anim:signal:Kesh:203,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.777,0.358,0.026,True,True,True
408,23,orchard,Ivo,anim:orchard:Ivo:204,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
408,23,orchard,Mara,anim:orchard:Mara:205,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.328,0.0,True,True,True
408,23,orchard,Pim,anim:orchard:Pim:206,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.792,0.334,0.0,True,True,True
409,23,repair_ring,Juno,anim:repair_ring:Juno:204,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.865,0.286,0.0,True,True,True
409,23,repair_ring,Pax,anim:repair_ring:Pax:205,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.862,0.28,0.0,True,True,True
409,23,repair_ring,Vale,anim:repair_ring:Vale:206,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
410,23,riverbend,Ari,anim:riverbend:Ari:204,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.353,0.1124,True,True,True
410,23,riverbend,Lio,anim:riverbend:Lio:205,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.757,0.374,0.062,True,True,True
410,23,riverbend,Cee,anim:riverbend:Cee:206,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.758,0.368,0.0548,True,True,True
411,23,roofward,Fay,anim:roofward:Fay:204,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
411,23,roofward,Sera,anim:roofward:Sera:205,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
411,23,roofward,Orr,anim:roofward:Orr:206,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.796,0.326,0.0,True,True,True
412,23,archive,Nia,anim:archive:Nia:204,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.827,0.286,0.0,True,True,True
412,23,archive,Toma,anim:archive:Toma:205,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.86,0.28,0.0,True,True,True
412,23,archive,Vell,anim:archive:Vell:206,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
413,23,signal,Milo,anim:signal:Milo:204,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.368,0.0548,True,True,True
413,23,signal,Ren,anim:signal:Ren:205,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.764,0.349,0.1124,True,True,True
413,23,signal,Kesh,anim:signal:Kesh:206,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.789,0.343,0.0,True,True,True
414,24,repair_ring,Juno,anim:repair_ring:Juno:207,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.872,0.278,0.0,True,True,True
414,24,repair_ring,Pax,anim:repair_ring:Pax:208,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.868,0.28,0.0,True,True,True
414,24,repair_ring,Vale,anim:repair_ring:Vale:209,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
415,24,riverbend,Ari,anim:riverbend:Ari:207,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.353,0.1124,True,True,True
415,24,riverbend,Lio,anim:riverbend:Lio:208,look-away>brief-check>look-away,turn-away>guarded>half-open,protect-tool>small-nod>still,920,hold-last,0.729,0.414,0.232,True,True,True
415,24,riverbend,Cee,anim:riverbend:Cee:209,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.748,0.368,0.0548,True,True,True
416,24,roofward,Fay,anim:roofward:Fay:207,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
416,24,roofward,Sera,anim:roofward:Sera:208,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
416,24,roofward,Orr,anim:roofward:Orr:209,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.796,0.326,0.0,True,True,True
417,24,archive,Nia,anim:archive:Nia:207,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.834,0.278,0.0,True,True,True
417,24,archive,Toma,anim:archive:Toma:208,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
417,24,archive,Vell,anim:archive:Vell:209,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
418,24,signal,Milo,anim:signal:Milo:207,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.368,0.0548,True,True,True
418,24,signal,Ren,anim:signal:Ren:208,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.771,0.341,0.0944,True,True,True
418,24,signal,Kesh,anim:signal:Kesh:209,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.807,0.343,0.0,True,True,True
419,24,orchard,Ivo,anim:orchard:Ivo:207,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
419,24,orchard,Mara,anim:orchard:Mara:208,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.328,0.0,True,True,True
419,24,orchard,Pim,anim:orchard:Pim:209,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.792,0.336,0.0,True,True,True
420,24,repair_ring,Juno,anim:repair_ring:Juno:210,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
420,24,repair_ring,Pax,anim:repair_ring:Pax:211,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.868,0.28,0.0,True,True,True
420,24,repair_ring,Vale,anim:repair_ring:Vale:212,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
421,24,riverbend,Ari,anim:riverbend:Ari:210,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.353,0.1124,True,True,True
421,24,riverbend,Lio,anim:riverbend:Lio:211,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.736,0.406,0.214,True,True,True
421,24,riverbend,Cee,anim:riverbend:Cee:212,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.754,0.368,0.0548,True,True,True
422,24,roofward,Fay,anim:roofward:Fay:210,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
422,24,roofward,Sera,anim:roofward:Sera:211,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
422,24,roofward,Orr,anim:roofward:Orr:212,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.808,0.328,0.0,True,True,True
423,24,archive,Nia,anim:archive:Nia:210,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.848,0.28,0.0,True,True,True
423,24,archive,Toma,anim:archive:Toma:211,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
423,24,archive,Vell,anim:archive:Vell:212,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
424,24,signal,Milo,anim:signal:Milo:210,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.368,0.0548,True,True,True
424,24,signal,Ren,anim:signal:Ren:211,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.777,0.343,0.0836,True,True,True
424,24,signal,Kesh,anim:signal:Kesh:212,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.807,0.343,0.0,True,True,True
425,24,orchard,Ivo,anim:orchard:Ivo:210,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
425,24,orchard,Mara,anim:orchard:Mara:211,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.328,0.0,True,True,True
425,24,orchard,Pim,anim:orchard:Pim:212,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.798,0.336,0.0,True,True,True
426,24,repair_ring,Juno,anim:repair_ring:Juno:213,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
426,24,repair_ring,Pax,anim:repair_ring:Pax:214,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.868,0.28,0.0,True,True,True
426,24,repair_ring,Vale,anim:repair_ring:Vale:215,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
427,24,riverbend,Ari,anim:riverbend:Ari:213,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.353,0.1124,True,True,True
427,24,riverbend,Lio,anim:riverbend:Lio:214,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.742,0.408,0.2032,True,True,True
427,24,riverbend,Cee,anim:riverbend:Cee:215,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.754,0.368,0.0548,True,True,True
428,24,roofward,Fay,anim:roofward:Fay:213,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
428,24,roofward,Sera,anim:roofward:Sera:214,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
428,24,roofward,Orr,anim:roofward:Orr:215,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
429,24,archive,Nia,anim:archive:Nia:213,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.848,0.28,0.0,True,True,True
429,24,archive,Toma,anim:archive:Toma:214,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
429,24,archive,Vell,anim:archive:Vell:215,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
430,24,signal,Milo,anim:signal:Milo:213,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.368,0.0548,True,True,True
430,24,signal,Ren,anim:signal:Ren:214,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.777,0.343,0.0836,True,True,True
430,24,signal,Kesh,anim:signal:Kesh:215,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.813,0.343,0.0,True,True,True
431,24,orchard,Ivo,anim:orchard:Ivo:213,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
431,24,orchard,Mara,anim:orchard:Mara:214,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.328,0.0,True,True,True
431,24,orchard,Pim,anim:orchard:Pim:215,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.805,0.328,0.0,True,True,True
432,25,riverbend,Ari,anim:riverbend:Ari:216,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.788,0.353,0.1124,True,True,True
432,25,riverbend,Lio,anim:riverbend:Lio:217,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.742,0.408,0.2032,True,True,True
432,25,riverbend,Cee,anim:riverbend:Cee:218,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.754,0.368,0.0548,True,True,True
433,25,roofward,Fay,anim:roofward:Fay:216,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
433,25,roofward,Sera,anim:roofward:Sera:217,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.836,0.32,0.0,True,True,True
433,25,roofward,Orr,anim:roofward:Orr:218,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
434,25,archive,Nia,anim:archive:Nia:216,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.854,0.28,0.0,True,True,True
434,25,archive,Toma,anim:archive:Toma:217,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
434,25,archive,Vell,anim:archive:Vell:218,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.873,0.272,0.0,True,True,True
435,25,signal,Milo,anim:signal:Milo:216,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.795,0.36,0.0368,True,True,True
435,25,signal,Ren,anim:signal:Ren:217,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.795,0.343,0.062,True,True,True
435,25,signal,Kesh,anim:signal:Kesh:218,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.813,0.343,0.0,True,True,True
436,25,orchard,Ivo,anim:orchard:Ivo:216,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
436,25,orchard,Mara,anim:orchard:Mara:217,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.832,0.33,0.0,True,True,True
436,25,orchard,Pim,anim:orchard:Pim:218,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
437,25,repair_ring,Juno,anim:repair_ring:Juno:216,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
437,25,repair_ring,Pax,anim:repair_ring:Pax:217,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.868,0.28,0.0,True,True,True
437,25,repair_ring,Vale,anim:repair_ring:Vale:218,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.282,0.0,True,True,True
438,25,riverbend,Ari,anim:riverbend:Ari:219,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.795,0.345,0.0944,True,True,True
438,25,riverbend,Lio,anim:riverbend:Lio:220,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.748,0.408,0.2032,True,True,True
438,25,riverbend,Cee,anim:riverbend:Cee:221,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.754,0.368,0.0548,True,True,True
439,25,roofward,Fay,anim:roofward:Fay:219,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
439,25,roofward,Sera,anim:roofward:Sera:220,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.848,0.322,0.0,True,True,True
439,25,roofward,Orr,anim:roofward:Orr:221,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
440,25,archive,Nia,anim:archive:Nia:219,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.854,0.28,0.0,True,True,True
440,25,archive,Toma,anim:archive:Toma:220,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
440,25,archive,Vell,anim:archive:Vell:221,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.887,0.274,0.0,True,True,True
441,25,signal,Milo,anim:signal:Milo:219,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.801,0.362,0.026,True,True,True
441,25,signal,Ren,anim:signal:Ren:220,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.795,0.343,0.062,True,True,True
441,25,signal,Kesh,anim:signal:Kesh:221,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.813,0.343,0.0,True,True,True
442,25,orchard,Ivo,anim:orchard:Ivo:219,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
442,25,orchard,Mara,anim:orchard:Mara:220,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.838,0.33,0.0,True,True,True
442,25,orchard,Pim,anim:orchard:Pim:221,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
443,25,repair_ring,Juno,anim:repair_ring:Juno:219,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.28,0.0,True,True,True
443,25,repair_ring,Pax,anim:repair_ring:Pax:220,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.868,0.28,0.0,True,True,True
443,25,repair_ring,Vale,anim:repair_ring:Vale:221,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.886,0.282,0.0,True,True,True
444,25,riverbend,Ari,anim:riverbend:Ari:222,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.801,0.347,0.0836,True,True,True
444,25,riverbend,Lio,anim:riverbend:Lio:223,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.748,0.408,0.2032,True,True,True
444,25,riverbend,Cee,anim:riverbend:Cee:224,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.754,0.368,0.0548,True,True,True
445,25,roofward,Fay,anim:roofward:Fay:222,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.818,0.32,0.0,True,True,True
445,25,roofward,Sera,anim:roofward:Sera:223,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.854,0.322,0.0,True,True,True
445,25,roofward,Orr,anim:roofward:Orr:224,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.814,0.328,0.0,True,True,True
446,25,archive,Nia,anim:archive:Nia:222,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.854,0.28,0.0,True,True,True
446,25,archive,Toma,anim:archive:Toma:223,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.866,0.28,0.0,True,True,True
446,25,archive,Vell,anim:archive:Vell:224,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.887,0.274,0.0,True,True,True
447,25,signal,Milo,anim:signal:Milo:222,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.801,0.362,0.026,True,True,True
447,25,signal,Ren,anim:signal:Ren:223,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.801,0.343,0.062,True,True,True
