tick_id,day,agent,skill_domain,practice_delta,skill_before,skill_after,fatigue_cost,helps_project,specialization_visible
305,17,Fay,cultivation,0.002,0.728,0.73,0.025,False,Fay:cultivation:0.73
306,18,Nia,recordkeeping,0.009,0.775,0.784,0.025,True,Nia:recordkeeping:0.78
307,18,Milo,signalcraft,0.002,0.794,0.796,0.025,False,Milo:signalcraft:0.80
308,18,Ari,carpentry,0.009,0.676,0.685,0.025,True,Ari:carpentry:0.69
309,18,Fay,cultivation,0.002,0.73,0.732,0.025,False,Fay:cultivation:0.73
310,18,Nia,recordkeeping,0.002,0.784,0.786,0.025,False,Nia:recordkeeping:0.79
311,18,Milo,signalcraft,0.009,0.796,0.805,0.025,True,Milo:signalcraft:0.81
312,18,Ari,carpentry,0.002,0.685,0.687,0.025,False,Ari:carpentry:0.69
313,18,Fay,cultivation,0.002,0.732,0.734,0.025,False,Fay:cultivation:0.73
314,18,Nia,recordkeeping,0.009,0.786,0.795,0.025,True,Nia:recordkeeping:0.80
315,18,Milo,signalcraft,0.009,0.805,0.814,0.025,True,Milo:signalcraft:0.81
316,18,Ari,carpentry,0.002,0.687,0.689,0.025,False,Ari:carpentry:0.69
317,18,Fay,cultivation,0.009,0.734,0.743,0.025,True,Fay:cultivation:0.74
318,18,Nia,recordkeeping,0.002,0.795,0.797,0.025,False,Nia:recordkeeping:0.80
319,18,Milo,signalcraft,0.002,0.814,0.816,0.025,False,Milo:signalcraft:0.82
320,18,Ari,carpentry,0.009,0.689,0.698,0.025,True,Ari:carpentry:0.70
321,18,Fay,cultivation,0.002,0.743,0.745,0.025,False,Fay:cultivation:0.75
322,18,Nia,recordkeeping,0.002,0.797,0.799,0.025,False,Nia:recordkeeping:0.80
323,18,Milo,signalcraft,0.002,0.816,0.818,0.025,False,Milo:signalcraft:0.82
324,19,Ari,carpentry,0.002,0.698,0.7,0.045,False,Ari:carpentry:0.70
325,19,Fay,cultivation,0.002,0.745,0.747,0.025,False,Fay:cultivation:0.75
326,19,Nia,recordkeeping,0.009,0.799,0.808,0.025,True,Nia:recordkeeping:0.81
327,19,Milo,signalcraft,0.002,0.818,0.82,0.025,False,Milo:signalcraft:0.82
328,19,Ari,carpentry,0.002,0.7,0.702,0.025,False,Ari:carpentry:0.70
329,19,Fay,cultivation,0.009,0.747,0.756,0.025,True,Fay:cultivation:0.76
330,19,Nia,recordkeeping,0.002,0.808,0.81,0.025,False,Nia:recordkeeping:0.81
331,19,Milo,signalcraft,0.002,0.82,0.822,0.025,False,Milo:signalcraft:0.82
332,19,Ari,carpentry,0.009,0.702,0.711,0.025,True,Ari:carpentry:0.71
333,19,Fay,cultivation,0.002,0.756,0.758,0.025,False,Fay:cultivation:0.76
334,19,Nia,recordkeeping,0.002,0.81,0.812,0.025,False,Nia:recordkeeping:0.81
335,19,Milo,signalcraft,0.009,0.822,0.831,0.025,True,Milo:signalcraft:0.83
336,19,Ari,carpentry,0.002,0.711,0.713,0.025,False,Ari:carpentry:0.71
337,19,Fay,cultivation,0.002,0.758,0.76,0.025,False,Fay:cultivation:0.76
338,19,Nia,recordkeeping,0.009,0.812,0.821,0.025,True,Nia:recordkeeping:0.82
339,19,Milo,signalcraft,0.002,0.831,0.833,0.025,False,Milo:signalcraft:0.83
340,19,Ari,carpentry,0.002,0.713,0.715,0.025,False,Ari:carpentry:0.72
341,19,Fay,cultivation,0.002,0.76,0.762,0.025,False,Fay:cultivation:0.76
342,20,Milo,signalcraft,0.002,0.833,0.835,0.025,False,Milo:signalcraft:0.84
343,20,Ari,carpentry,0.002,0.715,0.717,0.025,False,Ari:carpentry:0.72
344,20,Fay,cultivation,0.009,0.762,0.771,0.025,True,Fay:cultivation:0.77
345,20,Nia,recordkeeping,0.002,0.821,0.823,0.025,False,Nia:recordkeeping:0.82
346,20,Milo,signalcraft,0.002,0.835,0.837,0.025,False,Milo:signalcraft:0.84
347,20,Ari,carpentry,0.009,0.717,0.726,0.025,True,Ari:carpentry:0.73
348,20,Fay,cultivation,0.002,0.771,0.773,0.025,False,Fay:cultivation:0.77
349,20,Nia,recordkeeping,0.002,0.823,0.825,0.025,False,Nia:recordkeeping:0.83
350,20,Milo,signalcraft,0.009,0.837,0.846,0.025,True,Milo:signalcraft:0.85
351,20,Ari,carpentry,0.002,0.726,0.728,0.025,False,Ari:carpentry:0.73
352,20,Fay,cultivation,0.002,0.773,0.775,0.025,False,Fay:cultivation:0.78
353,20,Nia,recordkeeping,0.009,0.825,0.834,0.025,True,Nia:recordkeeping:0.83
354,20,Milo,signalcraft,0.002,0.846,0.848,0.025,False,Milo:signalcraft:0.85
355,20,Ari,carpentry,0.002,0.728,0.73,0.025,False,Ari:carpentry:0.73
356,20,Fay,cultivation,0.009,0.775,0.784,0.025,True,Fay:cultivation:0.78
357,20,Nia,recordkeeping,0.002,0.834,0.836,0.025,False,Nia:recordkeeping:0.84
358,20,Milo,signalcraft,0.002,0.848,0.85,0.025,False,Milo:signalcraft:0.85
359,20,Ari,carpentry,0.002,0.73,0.732,0.025,False,Ari:carpentry:0.73
360,21,Fay,cultivation,0.002,0.784,0.786,0.025,False,Fay:cultivation:0.79
361,21,Nia,recordkeeping,0.002,0.836,0.838,0.025,False,Nia:recordkeeping:0.84
362,21,Milo,signalcraft,0.009,0.85,0.859,0.025,True,Milo:signalcraft:0.86
363,21,Ari,carpentry,0.002,0.732,0.734,0.025,False,Ari:carpentry:0.73
364,21,Fay,cultivation,0.002,0.786,0.788,0.025,False,Fay:cultivation:0.79
365,21,Nia,recordkeeping,0.009,0.838,0.847,0.025,True,Nia:recordkeeping:0.85
366,21,Milo,signalcraft,0.009,0.859,0.868,0.025,True,Milo:signalcraft:0.87
367,21,Ari,carpentry,0.002,0.734,0.736,0.025,False,Ari:carpentry:0.74
368,21,Fay,cultivation,0.009,0.788,0.797,0.025,True,Fay:cultivation:0.80
369,21,Nia,recordkeeping,0.002,0.847,0.849,0.025,False,Nia:recordkeeping:0.85
370,21,Milo,signalcraft,0.002,0.868,0.87,0.025,False,Milo:signalcraft:0.87
371,21,Ari,carpentry,0.009,0.736,0.745,0.025,True,Ari:carpentry:0.75
372,21,Fay,cultivation,0.002,0.797,0.799,0.025,False,Fay:cultivation:0.80
373,21,Nia,recordkeeping,0.002,0.849,0.851,0.025,False,Nia:recordkeeping:0.85
374,21,Milo,signalcraft,0.009,0.87,0.879,0.025,True,Milo:signalcraft:0.88
375,21,Ari,carpentry,0.002,0.745,0.747,0.025,False,Ari:carpentry:0.75
376,21,Fay,cultivation,0.002,0.799,0.801,0.025,False,Fay:cultivation:0.80
377,21,Nia,recordkeeping,0.009,0.851,0.86,0.025,True,Nia:recordkeeping:0.86
378,22,Milo,signalcraft,0.002,0.879,0.881,0.045,False,Milo:signalcraft:0.88
379,22,Ari,carpentry,0.002,0.747,0.749,0.025,False,Ari:carpentry:0.75
380,22,Fay,cultivation,0.009,0.801,0.81,0.025,True,Fay:cultivation:0.81
381,22,Nia,recordkeeping,0.002,0.86,0.862,0.025,False,Nia:recordkeeping:0.86
382,22,Milo,signalcraft,0.002,0.881,0.883,0.025,False,Milo:signalcraft:0.88
383,22,Ari,carpentry,0.009,0.749,0.758,0.025,True,Ari:carpentry:0.76
384,22,Fay,cultivation,0.002,0.81,0.812,0.025,False,Fay:cultivation:0.81
385,22,Nia,recordkeeping,0.002,0.862,0.864,0.025,False,Nia:recordkeeping:0.86
386,22,Milo,signalcraft,0.009,0.883,0.892,0.025,True,Milo:signalcraft:0.89
387,22,Ari,carpentry,0.002,0.758,0.76,0.025,False,Ari:carpentry:0.76
388,22,Fay,cultivation,0.002,0.812,0.814,0.025,False,Fay:cultivation:0.81
389,22,Nia,recordkeeping,0.009,0.864,0.873,0.025,True,Nia:recordkeeping:0.87
390,22,Milo,signalcraft,0.002,0.892,0.894,0.025,False,Milo:signalcraft:0.89
391,22,Ari,carpentry,0.002,0.76,0.762,0.025,False,Ari:carpentry:0.76
392,22,Fay,cultivation,0.009,0.814,0.823,0.025,True,Fay:cultivation:0.82
393,22,Nia,recordkeeping,0.002,0.873,0.875,0.025,False,Nia:recordkeeping:0.88
394,22,Milo,signalcraft,0.002,0.894,0.896,0.025,False,Milo:signalcraft:0.90
395,22,Ari,carpentry,0.002,0.762,0.764,0.025,False,Ari:carpentry:0.76
396,23,Fay,cultivation,0.002,0.823,0.825,0.025,False,Fay:cultivation:0.83
397,23,Nia,recordkeeping,0.002,0.875,0.877,0.025,False,Nia:recordkeeping:0.88
398,23,Milo,signalcraft,0.009,0.896,0.905,0.025,True,Milo:signalcraft:0.91
399,23,Ari,carpentry,0.002,0.764,0.766,0.025,False,Ari:carpentry:0.77
400,23,Fay,cultivation,0.002,0.825,0.827,0.025,False,Fay:cultivation:0.83
401,23,Nia,recordkeeping,0.009,0.877,0.886,0.025,True,Nia:recordkeeping:0.89
402,23,Milo,signalcraft,0.002,0.905,0.907,0.025,False,Milo:signalcraft:0.91
403,23,Ari,carpentry,0.009,0.766,0.775,0.025,True,Ari:carpentry:0.78
404,23,Fay,cultivation,0.009,0.827,0.836,0.025,True,Fay:cultivation:0.84
405,23,Nia,recordkeeping,0.002,0.886,0.888,0.045,False,Nia:recordkeeping:0.89
406,23,Milo,signalcraft,0.002,0.907,0.909,0.025,False,Milo:signalcraft:0.91
407,23,Ari,carpentry,0.009,0.775,0.784,0.025,True,Ari:carpentry:0.78
408,23,Fay,cultivation,0.002,0.836,0.838,0.025,False,Fay:cultivation:0.84
409,23,Nia,recordkeeping,0.002,0.888,0.89,0.025,False,Nia:recordkeeping:0.89
410,23,Milo,signalcraft,0.009,0.909,0.918,0.025,True,Milo:signalcraft:0.92
411,23,Ari,carpentry,0.002,0.784,0.786,0.025,False,Ari:carpentry:0.79
412,23,Fay,cultivation,0.009,0.838,0.847,0.025,True,Fay:cultivation:0.85
413,23,Nia,recordkeeping,0.002,0.89,0.892,0.025,False,Nia:recordkeeping:0.89
414,24,Ari,carpentry,0.002,0.786,0.788,0.025,False,Ari:carpentry:0.79
415,24,Fay,cultivation,0.002,0.847,0.849,0.025,False,Fay:cultivation:0.85
416,24,Nia,recordkeeping,0.009,0.892,0.901,0.025,True,Nia:recordkeeping:0.90
417,24,Milo,signalcraft,0.009,0.918,0.92,0.025,True,Milo:signalcraft:0.92
418,24,Ari,carpentry,0.002,0.788,0.79,0.025,False,Ari:carpentry:0.79
419,24,Fay,cultivation,0.009,0.849,0.858,0.025,True,Fay:cultivation:0.86
420,24,Nia,recordkeeping,0.002,0.901,0.903,0.025,False,Nia:recordkeeping:0.90
421,24,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
422,24,Ari,carpentry,0.009,0.79,0.799,0.025,True,Ari:carpentry:0.80
423,24,Fay,cultivation,0.002,0.858,0.86,0.025,False,Fay:cultivation:0.86
424,24,Nia,recordkeeping,0.002,0.903,0.905,0.025,False,Nia:recordkeeping:0.91
425,24,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
426,24,Ari,carpentry,0.002,0.799,0.801,0.025,False,Ari:carpentry:0.80
427,24,Fay,cultivation,0.002,0.86,0.862,0.025,False,Fay:cultivation:0.86
428,24,Nia,recordkeeping,0.009,0.905,0.914,0.025,True,Nia:recordkeeping:0.91
429,24,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
430,24,Ari,carpentry,0.009,0.801,0.81,0.025,True,Ari:carpentry:0.81
431,24,Fay,cultivation,0.002,0.862,0.864,0.025,False,Fay:cultivation:0.86
432,25,Nia,recordkeeping,0.002,0.914,0.916,0.025,False,Nia:recordkeeping:0.92
433,25,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
434,25,Ari,carpentry,0.009,0.81,0.819,0.025,True,Ari:carpentry:0.82
435,25,Fay,cultivation,0.002,0.864,0.866,0.025,False,Fay:cultivation:0.87
436,25,Nia,recordkeeping,0.002,0.916,0.918,0.025,False,Nia:recordkeeping:0.92
437,25,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
438,25,Ari,carpentry,0.002,0.819,0.821,0.025,False,Ari:carpentry:0.82
439,25,Fay,cultivation,0.002,0.866,0.868,0.025,False,Fay:cultivation:0.87
440,25,Nia,recordkeeping,0.009,0.918,0.92,0.025,True,Nia:recordkeeping:0.92
441,25,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
442,25,Ari,carpentry,0.002,0.821,0.823,0.025,False,Ari:carpentry:0.82
443,25,Fay,cultivation,0.009,0.868,0.877,0.025,True,Fay:cultivation:0.88
444,25,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
445,25,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
446,25,Ari,carpentry,0.009,0.823,0.832,0.025,True,Ari:carpentry:0.83
447,25,Fay,cultivation,0.002,0.877,0.879,0.045,False,Fay:cultivation:0.88
448,25,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
449,25,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
450,26,Ari,carpentry,0.002,0.832,0.834,0.025,False,Ari:carpentry:0.83
451,26,Fay,cultivation,0.002,0.879,0.881,0.045,False,Fay:cultivation:0.88
452,26,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
453,26,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
454,26,Ari,carpentry,0.009,0.834,0.843,0.025,True,Ari:carpentry:0.84
455,26,Fay,cultivation,0.009,0.881,0.89,0.045,True,Fay:cultivation:0.89
456,26,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
457,26,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
458,26,Ari,carpentry,0.009,0.843,0.852,0.025,True,Ari:carpentry:0.85
459,26,Fay,cultivation,0.002,0.89,0.892,0.045,False,Fay:cultivation:0.89
460,26,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
461,26,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
462,26,Ari,carpentry,0.002,0.852,0.854,0.025,False,Ari:carpentry:0.85
463,26,Fay,cultivation,0.009,0.892,0.901,0.025,True,Fay:cultivation:0.90
464,26,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
465,26,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
466,26,Ari,carpentry,0.002,0.854,0.856,0.025,False,Ari:carpentry:0.86
467,26,Fay,cultivation,0.002,0.901,0.903,0.025,False,Fay:cultivation:0.90
468,27,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
469,27,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
470,27,Ari,carpentry,0.009,0.856,0.865,0.025,True,Ari:carpentry:0.87
471,27,Fay,cultivation,0.002,0.903,0.905,0.025,False,Fay:cultivation:0.91
472,27,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
473,27,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
474,27,Ari,carpentry,0.002,0.865,0.867,0.025,False,Ari:carpentry:0.87
475,27,Fay,cultivation,0.002,0.905,0.907,0.025,False,Fay:cultivation:0.91
476,27,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
477,27,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
478,27,Ari,carpentry,0.002,0.867,0.869,0.025,False,Ari:carpentry:0.87
479,27,Fay,cultivation,0.009,0.907,0.916,0.025,True,Fay:cultivation:0.92
480,27,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
481,27,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
482,27,Ari,carpentry,0.009,0.869,0.878,0.025,True,Ari:carpentry:0.88
483,27,Fay,cultivation,0.002,0.916,0.918,0.025,False,Fay:cultivation:0.92
484,27,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
485,27,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
486,28,Fay,cultivation,0.002,0.918,0.92,0.025,False,Fay:cultivation:0.92
487,28,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
488,28,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
489,28,Ari,carpentry,0.002,0.878,0.88,0.045,False,Ari:carpentry:0.88
490,28,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
491,28,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
492,28,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
493,28,Ari,carpentry,0.002,0.88,0.882,0.045,False,Ari:carpentry:0.88
494,28,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
495,28,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
496,28,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
497,28,Ari,carpentry,0.009,0.882,0.891,0.025,True,Ari:carpentry:0.89
498,28,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
499,28,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
500,28,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
501,28,Ari,carpentry,0.002,0.891,0.893,0.025,False,Ari:carpentry:0.89
502,28,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
503,28,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
504,29,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
505,29,Ari,carpentry,0.009,0.893,0.902,0.025,True,Ari:carpentry:0.90
506,29,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
507,29,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
508,29,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
509,29,Ari,carpentry,0.009,0.902,0.911,0.025,True,Ari:carpentry:0.91
510,29,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
511,29,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
512,29,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
513,29,Ari,carpentry,0.002,0.911,0.913,0.025,False,Ari:carpentry:0.91
514,29,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
515,29,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
516,29,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
517,29,Ari,carpentry,0.002,0.913,0.915,0.025,False,Ari:carpentry:0.92
518,29,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
519,29,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
520,29,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
521,29,Ari,carpentry,0.002,0.915,0.917,0.025,False,Ari:carpentry:0.92
522,30,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
523,30,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
524,30,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
525,30,Ari,carpentry,0.002,0.917,0.919,0.025,False,Ari:carpentry:0.92
526,30,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
527,30,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
528,30,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
529,30,Ari,carpentry,0.002,0.919,0.92,0.025,False,Ari:carpentry:0.92
530,30,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
531,30,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
532,30,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
533,30,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
534,30,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
535,30,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
536,30,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
537,30,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
538,30,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
539,30,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
540,31,Milo,signalcraft,0.002,0.92,0.92,0.045,False,Milo:signalcraft:0.92
541,31,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
542,31,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
543,31,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
544,31,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
545,31,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
546,31,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
547,31,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
548,31,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
549,31,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
550,31,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
551,31,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
552,31,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
553,31,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
554,31,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
555,31,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
556,31,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
557,31,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
558,32,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
559,32,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
560,32,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
561,32,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
562,32,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
563,32,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
564,32,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
565,32,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
566,32,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
567,32,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
568,32,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
569,32,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
570,32,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
571,32,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
572,32,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
573,32,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
574,32,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
575,32,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
576,33,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
577,33,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
578,33,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
579,33,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
580,33,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
581,33,Fay,cultivation,0.009,0.92,0.92,0.045,True,Fay:cultivation:0.92
582,33,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
583,33,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
584,33,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
585,33,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
586,33,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
587,33,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
588,33,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
589,33,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
590,33,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
591,33,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
592,33,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
593,33,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
594,34,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
595,34,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
596,34,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
597,34,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
598,34,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
599,34,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
600,34,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
601,34,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
602,34,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
603,34,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
604,34,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
605,34,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
606,34,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
607,34,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
608,34,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
609,34,Fay,cultivation,0.009,0.92,0.92,0.045,True,Fay:cultivation:0.92
610,34,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
