epoch_id,simulated_year,origin_id,destination_id,trade_good,route_age_years,route_reliability,conflict_risk,weather_risk,reciprocal_obligation,route_visible_on_map,bounded_trade
390,390,moss_ward,glass_harbor,dry cloaks,270,0.96,0.228824,0.207647,0.9,True,True
390,390,moss_ward,lichen_bridge,root cakes,265,0.96,0.228824,0.237647,0.9,True,True
391,390,glass_harbor,moss_ward,lantern lenses,265,0.96,0.249365,0.213529,0.9,True,True
391,390,glass_harbor,orchid_engine,kelp cord,270,0.96,0.249365,0.243529,0.9,True,True
392,390,cinder_garden,lichen_bridge,seed meal,270,0.96,0.269906,0.219412,0.9,True,True
392,390,cinder_garden,orchid_engine,shade poles,265,0.96,0.269906,0.249412,0.9,True,True
393,390,lichen_bridge,moss_ward,rope kits,265,0.96,0.110447,0.225294,0.9,True,True
393,390,lichen_bridge,cinder_garden,signal bells,270,0.96,0.110447,0.255294,0.9,True,True
394,390,orchid_engine,glass_harbor,valve keys,270,0.96,0.130988,0.231176,0.9,True,True
394,390,orchid_engine,cinder_garden,orchid lamps,265,0.96,0.130988,0.261176,0.9,True,True
395,395,moss_ward,glass_harbor,dry cloaks,275,0.96,0.229365,0.213529,0.9,True,True
395,395,moss_ward,lichen_bridge,root cakes,270,0.96,0.229365,0.243529,0.9,True,True
396,395,glass_harbor,moss_ward,lantern lenses,270,0.96,0.249906,0.219412,0.9,True,True
396,395,glass_harbor,orchid_engine,kelp cord,275,0.96,0.249906,0.249412,0.9,True,True
397,395,cinder_garden,lichen_bridge,seed meal,275,0.96,0.270447,0.225294,0.9,True,True
397,395,cinder_garden,orchid_engine,shade poles,270,0.96,0.270447,0.255294,0.9,True,True
398,395,lichen_bridge,moss_ward,rope kits,270,0.96,0.110988,0.231176,0.9,True,True
398,395,lichen_bridge,cinder_garden,signal bells,275,0.96,0.110988,0.261176,0.9,True,True
399,395,orchid_engine,glass_harbor,valve keys,275,0.96,0.131529,0.237059,0.9,True,True
399,395,orchid_engine,cinder_garden,orchid lamps,270,0.96,0.131529,0.267059,0.9,True,True
400,400,moss_ward,glass_harbor,root cakes,280,0.96,0.249906,0.219412,0.9,True,True
400,400,moss_ward,lichen_bridge,jar seals,275,0.96,0.249906,0.249412,0.9,True,True
401,400,glass_harbor,moss_ward,kelp cord,275,0.96,0.270447,0.225294,0.9,True,True
401,400,glass_harbor,orchid_engine,salt tea,280,0.96,0.270447,0.255294,0.9,True,True
402,400,cinder_garden,lichen_bridge,shade poles,280,0.96,0.110988,0.231176,0.9,True,True
402,400,cinder_garden,orchid_engine,cool bowls,275,0.96,0.110988,0.261176,0.9,True,True
403,400,lichen_bridge,moss_ward,signal bells,275,0.96,0.131529,0.237059,0.9,True,True
403,400,lichen_bridge,cinder_garden,lichen soup,280,0.96,0.131529,0.267059,0.9,True,True
404,400,orchid_engine,glass_harbor,orchid lamps,280,0.96,0.152071,0.242941,0.9,True,True
404,400,orchid_engine,cinder_garden,steam tea,275,0.96,0.152071,0.272941,0.9,True,True
405,405,moss_ward,glass_harbor,root cakes,285,0.96,0.250447,0.225294,0.9,True,True
405,405,moss_ward,lichen_bridge,jar seals,280,0.96,0.250447,0.255294,0.9,True,True
406,405,glass_harbor,moss_ward,kelp cord,280,0.96,0.270988,0.231176,0.9,True,True
406,405,glass_harbor,orchid_engine,salt tea,285,0.96,0.270988,0.261176,0.9,True,True
407,405,cinder_garden,lichen_bridge,shade poles,285,0.96,0.111529,0.237059,0.9,True,True
407,405,cinder_garden,orchid_engine,cool bowls,280,0.96,0.111529,0.267059,0.9,True,True
408,405,lichen_bridge,moss_ward,signal bells,280,0.96,0.132071,0.242941,0.9,True,True
408,405,lichen_bridge,cinder_garden,lichen soup,285,0.96,0.132071,0.272941,0.9,True,True
409,405,orchid_engine,glass_harbor,orchid lamps,285,0.96,0.152612,0.248824,0.9,True,True
409,405,orchid_engine,cinder_garden,steam tea,280,0.96,0.152612,0.278824,0.9,True,True
410,410,moss_ward,glass_harbor,root cakes,290,0.96,0.250988,0.231176,0.9,True,True
410,410,moss_ward,lichen_bridge,jar seals,285,0.96,0.250988,0.261176,0.9,True,True
411,410,glass_harbor,moss_ward,kelp cord,285,0.96,0.271529,0.237059,0.9,True,True
411,410,glass_harbor,orchid_engine,salt tea,290,0.96,0.271529,0.267059,0.9,True,True
412,410,cinder_garden,lichen_bridge,shade poles,290,0.96,0.112071,0.242941,0.9,True,True
412,410,cinder_garden,orchid_engine,cool bowls,285,0.96,0.112071,0.272941,0.9,True,True
413,410,lichen_bridge,moss_ward,signal bells,285,0.96,0.132612,0.248824,0.9,True,True
413,410,lichen_bridge,cinder_garden,lichen soup,290,0.96,0.132612,0.278824,0.9,True,True
414,410,orchid_engine,glass_harbor,orchid lamps,290,0.96,0.153153,0.254706,0.9,True,True
414,410,orchid_engine,cinder_garden,steam tea,285,0.96,0.153153,0.284706,0.9,True,True
415,415,moss_ward,glass_harbor,root cakes,295,0.96,0.251529,0.237059,0.9,True,True
415,415,moss_ward,lichen_bridge,jar seals,290,0.96,0.251529,0.267059,0.9,True,True
416,415,glass_harbor,moss_ward,kelp cord,290,0.96,0.272071,0.242941,0.9,True,True
416,415,glass_harbor,orchid_engine,salt tea,295,0.96,0.272071,0.272941,0.9,True,True
417,415,cinder_garden,lichen_bridge,shade poles,295,0.96,0.112612,0.248824,0.9,True,True
417,415,cinder_garden,orchid_engine,cool bowls,290,0.96,0.112612,0.278824,0.9,True,True
418,415,lichen_bridge,moss_ward,signal bells,290,0.96,0.133153,0.254706,0.9,True,True
418,415,lichen_bridge,cinder_garden,lichen soup,295,0.96,0.133153,0.284706,0.9,True,True
419,415,orchid_engine,glass_harbor,orchid lamps,295,0.96,0.153694,0.260588,0.9,True,True
419,415,orchid_engine,cinder_garden,steam tea,290,0.96,0.153694,0.290588,0.9,True,True
420,420,moss_ward,glass_harbor,root cakes,300,0.96,0.252071,0.242941,0.9,True,True
420,420,moss_ward,lichen_bridge,jar seals,295,0.96,0.252071,0.272941,0.9,True,True
421,420,glass_harbor,moss_ward,kelp cord,295,0.96,0.272612,0.248824,0.9,True,True
421,420,glass_harbor,orchid_engine,salt tea,300,0.96,0.272612,0.278824,0.9,True,True
422,420,cinder_garden,lichen_bridge,shade poles,300,0.96,0.113153,0.254706,0.9,True,True
422,420,cinder_garden,orchid_engine,cool bowls,295,0.96,0.113153,0.284706,0.9,True,True
423,420,lichen_bridge,moss_ward,signal bells,295,0.96,0.133694,0.260588,0.9,True,True
423,420,lichen_bridge,cinder_garden,lichen soup,300,0.96,0.133694,0.290588,0.9,True,True
424,420,orchid_engine,glass_harbor,orchid lamps,300,0.96,0.154235,0.266471,0.9,True,True
424,420,orchid_engine,cinder_garden,steam tea,295,0.96,0.154235,0.296471,0.9,True,True
425,425,moss_ward,glass_harbor,jar seals,305,0.96,0.272612,0.248824,0.9,True,True
425,425,moss_ward,lichen_bridge,dry cloaks,300,0.96,0.272612,0.278824,0.9,True,True
426,425,glass_harbor,moss_ward,salt tea,300,0.96,0.113153,0.254706,0.9,True,True
426,425,glass_harbor,orchid_engine,lantern lenses,305,0.96,0.113153,0.284706,0.9,True,True
427,425,cinder_garden,lichen_bridge,cool bowls,305,0.96,0.133694,0.260588,0.9,True,True
427,425,cinder_garden,orchid_engine,seed meal,300,0.96,0.133694,0.290588,0.9,True,True
428,425,lichen_bridge,moss_ward,lichen soup,300,0.96,0.154235,0.266471,0.9,True,True
428,425,lichen_bridge,cinder_garden,rope kits,305,0.96,0.154235,0.296471,0.9,True,True
429,425,orchid_engine,glass_harbor,steam tea,305,0.96,0.174776,0.272353,0.9,True,True
429,425,orchid_engine,cinder_garden,valve keys,300,0.96,0.174776,0.302353,0.9,True,True
430,430,moss_ward,glass_harbor,jar seals,310,0.96,0.273153,0.254706,0.9,True,True
430,430,moss_ward,lichen_bridge,dry cloaks,305,0.96,0.273153,0.284706,0.9,True,True
431,430,glass_harbor,moss_ward,salt tea,305,0.96,0.113694,0.260588,0.9,True,True
431,430,glass_harbor,orchid_engine,lantern lenses,310,0.96,0.113694,0.290588,0.9,True,True
432,430,cinder_garden,lichen_bridge,cool bowls,310,0.96,0.134235,0.266471,0.9,True,True
432,430,cinder_garden,orchid_engine,seed meal,305,0.96,0.134235,0.296471,0.9,True,True
433,430,lichen_bridge,moss_ward,lichen soup,305,0.96,0.154776,0.272353,0.9,True,True
433,430,lichen_bridge,cinder_garden,rope kits,310,0.96,0.154776,0.302353,0.9,True,True
434,430,orchid_engine,glass_harbor,steam tea,310,0.96,0.175318,0.278235,0.9,True,True
434,430,orchid_engine,cinder_garden,valve keys,305,0.96,0.175318,0.308235,0.9,True,True
435,435,moss_ward,glass_harbor,jar seals,315,0.96,0.273694,0.260588,0.9,True,True
435,435,moss_ward,lichen_bridge,dry cloaks,310,0.96,0.273694,0.290588,0.9,True,True
436,435,glass_harbor,moss_ward,salt tea,310,0.96,0.114235,0.266471,0.9,True,True
436,435,glass_harbor,orchid_engine,lantern lenses,315,0.96,0.114235,0.296471,0.9,True,True
437,435,cinder_garden,lichen_bridge,cool bowls,315,0.96,0.134776,0.272353,0.9,True,True
437,435,cinder_garden,orchid_engine,seed meal,310,0.96,0.134776,0.302353,0.9,True,True
438,435,lichen_bridge,moss_ward,lichen soup,310,0.96,0.155318,0.278235,0.9,True,True
438,435,lichen_bridge,cinder_garden,rope kits,315,0.96,0.155318,0.308235,0.9,True,True
439,435,orchid_engine,glass_harbor,steam tea,315,0.96,0.175859,0.284118,0.9,True,True
439,435,orchid_engine,cinder_garden,valve keys,310,0.96,0.175859,0.314118,0.9,True,True
440,440,moss_ward,glass_harbor,jar seals,320,0.96,0.274235,0.266471,0.9,True,True
440,440,moss_ward,lichen_bridge,dry cloaks,315,0.96,0.274235,0.296471,0.9,True,True
441,440,glass_harbor,moss_ward,salt tea,315,0.96,0.114776,0.272353,0.9,True,True
441,440,glass_harbor,orchid_engine,lantern lenses,320,0.96,0.114776,0.302353,0.9,True,True
442,440,cinder_garden,lichen_bridge,cool bowls,320,0.96,0.135318,0.278235,0.9,True,True
442,440,cinder_garden,orchid_engine,seed meal,315,0.96,0.135318,0.308235,0.9,True,True
443,440,lichen_bridge,moss_ward,lichen soup,315,0.96,0.155859,0.284118,0.9,True,True
443,440,lichen_bridge,cinder_garden,rope kits,320,0.96,0.155859,0.314118,0.9,True,True
444,440,orchid_engine,glass_harbor,steam tea,320,0.96,0.1672,0.19,0.9,True,True
444,440,orchid_engine,cinder_garden,valve keys,315,0.96,0.1672,0.22,0.9,True,True
445,445,moss_ward,glass_harbor,jar seals,325,0.96,0.274776,0.272353,0.9,True,True
445,445,moss_ward,lichen_bridge,dry cloaks,320,0.96,0.274776,0.302353,0.9,True,True
446,445,glass_harbor,moss_ward,salt tea,320,0.96,0.115318,0.278235,0.9,True,True
446,445,glass_harbor,orchid_engine,lantern lenses,325,0.96,0.115318,0.308235,0.9,True,True
447,445,cinder_garden,lichen_bridge,cool bowls,325,0.96,0.135859,0.284118,0.9,True,True
447,445,cinder_garden,orchid_engine,seed meal,320,0.96,0.135859,0.314118,0.9,True,True
448,445,lichen_bridge,moss_ward,lichen soup,320,0.96,0.1472,0.19,0.9,True,True
448,445,lichen_bridge,cinder_garden,rope kits,325,0.96,0.1472,0.22,0.9,True,True
449,445,orchid_engine,glass_harbor,steam tea,325,0.96,0.167741,0.195882,0.9,True,True
449,445,orchid_engine,cinder_garden,valve keys,320,0.96,0.167741,0.225882,0.9,True,True
450,450,moss_ward,glass_harbor,dry cloaks,330,0.96,0.115318,0.278235,0.9,True,True
450,450,moss_ward,lichen_bridge,root cakes,325,0.96,0.115318,0.308235,0.9,True,True
451,450,glass_harbor,moss_ward,lantern lenses,325,0.96,0.135859,0.284118,0.9,True,True
451,450,glass_harbor,orchid_engine,kelp cord,330,0.96,0.135859,0.314118,0.9,True,True
452,450,cinder_garden,lichen_bridge,seed meal,330,0.96,0.1472,0.19,0.9,True,True
452,450,cinder_garden,orchid_engine,shade poles,325,0.96,0.1472,0.22,0.9,True,True
453,450,lichen_bridge,moss_ward,rope kits,325,0.96,0.167741,0.195882,0.9,True,True
453,450,lichen_bridge,cinder_garden,signal bells,330,0.96,0.167741,0.225882,0.9,True,True
454,450,orchid_engine,glass_harbor,valve keys,330,0.96,0.188282,0.201765,0.9,True,True
454,450,orchid_engine,cinder_garden,orchid lamps,325,0.96,0.188282,0.231765,0.9,True,True
455,455,moss_ward,glass_harbor,dry cloaks,335,0.96,0.115859,0.284118,0.9,True,True
455,455,moss_ward,lichen_bridge,root cakes,330,0.96,0.115859,0.314118,0.9,True,True
456,455,glass_harbor,moss_ward,lantern lenses,330,0.96,0.1272,0.19,0.9,True,True
456,455,glass_harbor,orchid_engine,kelp cord,335,0.96,0.1272,0.22,0.9,True,True
457,455,cinder_garden,lichen_bridge,seed meal,335,0.96,0.147741,0.195882,0.9,True,True
457,455,cinder_garden,orchid_engine,shade poles,330,0.96,0.147741,0.225882,0.9,True,True
458,455,lichen_bridge,moss_ward,rope kits,330,0.96,0.168282,0.201765,0.9,True,True
458,455,lichen_bridge,cinder_garden,signal bells,335,0.96,0.168282,0.231765,0.9,True,True
459,455,orchid_engine,glass_harbor,valve keys,335,0.96,0.188824,0.207647,0.9,True,True
459,455,orchid_engine,cinder_garden,orchid lamps,330,0.96,0.188824,0.237647,0.9,True,True
460,460,moss_ward,glass_harbor,dry cloaks,340,0.96,0.1072,0.19,0.9,True,True
460,460,moss_ward,lichen_bridge,root cakes,335,0.96,0.1072,0.22,0.9,True,True
461,460,glass_harbor,moss_ward,lantern lenses,335,0.96,0.127741,0.195882,0.9,True,True
461,460,glass_harbor,orchid_engine,kelp cord,340,0.96,0.127741,0.225882,0.9,True,True
462,460,cinder_garden,lichen_bridge,seed meal,340,0.96,0.148282,0.201765,0.9,True,True
462,460,cinder_garden,orchid_engine,shade poles,335,0.96,0.148282,0.231765,0.9,True,True
463,460,lichen_bridge,moss_ward,rope kits,335,0.96,0.168824,0.207647,0.9,True,True
463,460,lichen_bridge,cinder_garden,signal bells,340,0.96,0.168824,0.237647,0.9,True,True
464,460,orchid_engine,glass_harbor,valve keys,340,0.96,0.189365,0.213529,0.9,True,True
464,460,orchid_engine,cinder_garden,orchid lamps,335,0.96,0.189365,0.243529,0.9,True,True
465,465,moss_ward,glass_harbor,dry cloaks,345,0.96,0.107741,0.195882,0.9,True,True
465,465,moss_ward,lichen_bridge,root cakes,340,0.96,0.107741,0.225882,0.9,True,True
466,465,glass_harbor,moss_ward,lantern lenses,340,0.96,0.128282,0.201765,0.9,True,True
466,465,glass_harbor,orchid_engine,kelp cord,345,0.96,0.128282,0.231765,0.9,True,True
467,465,cinder_garden,lichen_bridge,seed meal,345,0.96,0.148824,0.207647,0.9,True,True
467,465,cinder_garden,orchid_engine,shade poles,340,0.96,0.148824,0.237647,0.9,True,True
468,465,lichen_bridge,moss_ward,rope kits,340,0.96,0.169365,0.213529,0.9,True,True
468,465,lichen_bridge,cinder_garden,signal bells,345,0.96,0.169365,0.243529,0.9,True,True
469,465,orchid_engine,glass_harbor,valve keys,345,0.96,0.189906,0.219412,0.9,True,True
469,465,orchid_engine,cinder_garden,orchid lamps,340,0.96,0.189906,0.249412,0.9,True,True
470,470,moss_ward,glass_harbor,dry cloaks,350,0.96,0.108282,0.201765,0.9,True,True
470,470,moss_ward,lichen_bridge,root cakes,345,0.96,0.108282,0.231765,0.9,True,True
471,470,glass_harbor,moss_ward,lantern lenses,345,0.96,0.128824,0.207647,0.9,True,True
471,470,glass_harbor,orchid_engine,kelp cord,350,0.96,0.128824,0.237647,0.9,True,True
472,470,cinder_garden,lichen_bridge,seed meal,350,0.96,0.149365,0.213529,0.9,True,True
472,470,cinder_garden,orchid_engine,shade poles,345,0.96,0.149365,0.243529,0.9,True,True
473,470,lichen_bridge,moss_ward,rope kits,345,0.96,0.169906,0.219412,0.9,True,True
473,470,lichen_bridge,cinder_garden,signal bells,350,0.96,0.169906,0.249412,0.9,True,True
474,470,orchid_engine,glass_harbor,valve keys,350,0.96,0.190447,0.225294,0.9,True,True
474,470,orchid_engine,cinder_garden,orchid lamps,345,0.96,0.190447,0.255294,0.9,True,True
475,475,moss_ward,glass_harbor,root cakes,355,0.96,0.128824,0.207647,0.9,True,True
475,475,moss_ward,lichen_bridge,jar seals,350,0.96,0.128824,0.237647,0.9,True,True
476,475,glass_harbor,moss_ward,kelp cord,350,0.96,0.149365,0.213529,0.9,True,True
476,475,glass_harbor,orchid_engine,salt tea,355,0.96,0.149365,0.243529,0.9,True,True
477,475,cinder_garden,lichen_bridge,shade poles,355,0.96,0.169906,0.219412,0.9,True,True
477,475,cinder_garden,orchid_engine,cool bowls,350,0.96,0.169906,0.249412,0.9,True,True
478,475,lichen_bridge,moss_ward,signal bells,350,0.96,0.190447,0.225294,0.9,True,True
478,475,lichen_bridge,cinder_garden,lichen soup,355,0.96,0.190447,0.255294,0.9,True,True
479,475,orchid_engine,glass_harbor,orchid lamps,355,0.96,0.210988,0.231176,0.9,True,True
479,475,orchid_engine,cinder_garden,steam tea,350,0.96,0.210988,0.261176,0.9,True,True
480,480,moss_ward,glass_harbor,root cakes,360,0.96,0.129365,0.213529,0.9,True,True
480,480,moss_ward,lichen_bridge,jar seals,355,0.96,0.129365,0.243529,0.9,True,True
481,480,glass_harbor,moss_ward,kelp cord,355,0.96,0.149906,0.219412,0.9,True,True
481,480,glass_harbor,orchid_engine,salt tea,360,0.96,0.149906,0.249412,0.9,True,True
482,480,cinder_garden,lichen_bridge,shade poles,360,0.96,0.170447,0.225294,0.9,True,True
482,480,cinder_garden,orchid_engine,cool bowls,355,0.96,0.170447,0.255294,0.9,True,True
483,480,lichen_bridge,moss_ward,signal bells,355,0.96,0.190988,0.231176,0.9,True,True
483,480,lichen_bridge,cinder_garden,lichen soup,360,0.96,0.190988,0.261176,0.9,True,True
484,480,orchid_engine,glass_harbor,orchid lamps,360,0.96,0.211529,0.237059,0.9,True,True
484,480,orchid_engine,cinder_garden,steam tea,355,0.96,0.211529,0.267059,0.9,True,True
485,485,moss_ward,glass_harbor,root cakes,365,0.96,0.129906,0.219412,0.9,True,True
485,485,moss_ward,lichen_bridge,jar seals,360,0.96,0.129906,0.249412,0.9,True,True
486,485,glass_harbor,moss_ward,kelp cord,360,0.96,0.150447,0.225294,0.9,True,True
486,485,glass_harbor,orchid_engine,salt tea,365,0.96,0.150447,0.255294,0.9,True,True
487,485,cinder_garden,lichen_bridge,shade poles,365,0.96,0.170988,0.231176,0.9,True,True
487,485,cinder_garden,orchid_engine,cool bowls,360,0.96,0.170988,0.261176,0.9,True,True
488,485,lichen_bridge,moss_ward,signal bells,360,0.96,0.191529,0.237059,0.9,True,True
488,485,lichen_bridge,cinder_garden,lichen soup,365,0.96,0.191529,0.267059,0.9,True,True
489,485,orchid_engine,glass_harbor,orchid lamps,365,0.96,0.212071,0.242941,0.9,True,True
489,485,orchid_engine,cinder_garden,steam tea,360,0.96,0.212071,0.272941,0.9,True,True
490,490,moss_ward,glass_harbor,root cakes,370,0.96,0.130447,0.225294,0.9,True,True
490,490,moss_ward,lichen_bridge,jar seals,365,0.96,0.130447,0.255294,0.9,True,True
491,490,glass_harbor,moss_ward,kelp cord,365,0.96,0.150988,0.231176,0.9,True,True
491,490,glass_harbor,orchid_engine,salt tea,370,0.96,0.150988,0.261176,0.9,True,True
492,490,cinder_garden,lichen_bridge,shade poles,370,0.96,0.171529,0.237059,0.9,True,True
492,490,cinder_garden,orchid_engine,cool bowls,365,0.96,0.171529,0.267059,0.9,True,True
493,490,lichen_bridge,moss_ward,signal bells,365,0.96,0.192071,0.242941,0.9,True,True
493,490,lichen_bridge,cinder_garden,lichen soup,370,0.96,0.192071,0.272941,0.9,True,True
494,490,orchid_engine,glass_harbor,orchid lamps,370,0.96,0.212612,0.248824,0.9,True,True
494,490,orchid_engine,cinder_garden,steam tea,365,0.96,0.212612,0.278824,0.9,True,True
495,495,moss_ward,glass_harbor,root cakes,375,0.96,0.130988,0.231176,0.9,True,True
495,495,moss_ward,lichen_bridge,jar seals,370,0.96,0.130988,0.261176,0.9,True,True
496,495,glass_harbor,moss_ward,kelp cord,370,0.96,0.151529,0.237059,0.9,True,True
496,495,glass_harbor,orchid_engine,salt tea,375,0.96,0.151529,0.267059,0.9,True,True
497,495,cinder_garden,lichen_bridge,shade poles,375,0.96,0.172071,0.242941,0.9,True,True
497,495,cinder_garden,orchid_engine,cool bowls,370,0.96,0.172071,0.272941,0.9,True,True
498,495,lichen_bridge,moss_ward,signal bells,370,0.96,0.192612,0.248824,0.9,True,True
498,495,lichen_bridge,cinder_garden,lichen soup,375,0.96,0.192612,0.278824,0.9,True,True
499,495,orchid_engine,glass_harbor,orchid lamps,375,0.96,0.213153,0.254706,0.9,True,True
499,495,orchid_engine,cinder_garden,steam tea,370,0.96,0.213153,0.284706,0.9,True,True
500,500,moss_ward,glass_harbor,jar seals,380,0.96,0.151529,0.237059,0.9,True,True
500,500,moss_ward,lichen_bridge,dry cloaks,375,0.96,0.151529,0.267059,0.9,True,True
501,500,glass_harbor,moss_ward,salt tea,375,0.96,0.172071,0.242941,0.9,True,True
501,500,glass_harbor,orchid_engine,lantern lenses,380,0.96,0.172071,0.272941,0.9,True,True
502,500,cinder_garden,lichen_bridge,cool bowls,380,0.96,0.192612,0.248824,0.9,True,True
502,500,cinder_garden,orchid_engine,seed meal,375,0.96,0.192612,0.278824,0.9,True,True
503,500,lichen_bridge,moss_ward,lichen soup,375,0.96,0.213153,0.254706,0.9,True,True
503,500,lichen_bridge,cinder_garden,rope kits,380,0.96,0.213153,0.284706,0.9,True,True
504,500,orchid_engine,glass_harbor,steam tea,380,0.96,0.233694,0.260588,0.9,True,True
504,500,orchid_engine,cinder_garden,valve keys,375,0.96,0.233694,0.290588,0.9,True,True
505,505,moss_ward,glass_harbor,jar seals,385,0.96,0.152071,0.242941,0.9,True,True
505,505,moss_ward,lichen_bridge,dry cloaks,380,0.96,0.152071,0.272941,0.9,True,True
506,505,glass_harbor,moss_ward,salt tea,380,0.96,0.172612,0.248824,0.9,True,True
506,505,glass_harbor,orchid_engine,lantern lenses,385,0.96,0.172612,0.278824,0.9,True,True
507,505,cinder_garden,lichen_bridge,cool bowls,385,0.96,0.193153,0.254706,0.9,True,True
507,505,cinder_garden,orchid_engine,seed meal,380,0.96,0.193153,0.284706,0.9,True,True
508,505,lichen_bridge,moss_ward,lichen soup,380,0.96,0.213694,0.260588,0.9,True,True
508,505,lichen_bridge,cinder_garden,rope kits,385,0.96,0.213694,0.290588,0.9,True,True
509,505,orchid_engine,glass_harbor,steam tea,385,0.96,0.234235,0.266471,0.9,True,True
509,505,orchid_engine,cinder_garden,valve keys,380,0.96,0.234235,0.296471,0.9,True,True
510,510,moss_ward,glass_harbor,jar seals,390,0.96,0.152612,0.248824,0.9,True,True
510,510,moss_ward,lichen_bridge,dry cloaks,385,0.96,0.152612,0.278824,0.9,True,True
511,510,glass_harbor,moss_ward,salt tea,385,0.96,0.173153,0.254706,0.9,True,True
511,510,glass_harbor,orchid_engine,lantern lenses,390,0.96,0.173153,0.284706,0.9,True,True
512,510,cinder_garden,lichen_bridge,cool bowls,390,0.96,0.193694,0.260588,0.9,True,True
512,510,cinder_garden,orchid_engine,seed meal,385,0.96,0.193694,0.290588,0.9,True,True
513,510,lichen_bridge,moss_ward,lichen soup,385,0.96,0.214235,0.266471,0.9,True,True
513,510,lichen_bridge,cinder_garden,rope kits,390,0.96,0.214235,0.296471,0.9,True,True
514,510,orchid_engine,glass_harbor,steam tea,390,0.96,0.234776,0.272353,0.9,True,True
514,510,orchid_engine,cinder_garden,valve keys,385,0.96,0.234776,0.302353,0.9,True,True
515,515,moss_ward,glass_harbor,jar seals,395,0.96,0.153153,0.254706,0.9,True,True
515,515,moss_ward,lichen_bridge,dry cloaks,390,0.96,0.153153,0.284706,0.9,True,True
516,515,glass_harbor,moss_ward,salt tea,390,0.96,0.173694,0.260588,0.9,True,True
516,515,glass_harbor,orchid_engine,lantern lenses,395,0.96,0.173694,0.290588,0.9,True,True
517,515,cinder_garden,lichen_bridge,cool bowls,395,0.96,0.194235,0.266471,0.9,True,True
517,515,cinder_garden,orchid_engine,seed meal,390,0.96,0.194235,0.296471,0.9,True,True
518,515,lichen_bridge,moss_ward,lichen soup,390,0.96,0.214776,0.272353,0.9,True,True
518,515,lichen_bridge,cinder_garden,rope kits,395,0.96,0.214776,0.302353,0.9,True,True
519,515,orchid_engine,glass_harbor,steam tea,395,0.96,0.235318,0.278235,0.9,True,True
519,515,orchid_engine,cinder_garden,valve keys,390,0.96,0.235318,0.308235,0.9,True,True
520,520,moss_ward,glass_harbor,jar seals,400,0.96,0.153694,0.260588,0.9,True,True
520,520,moss_ward,lichen_bridge,dry cloaks,395,0.96,0.153694,0.290588,0.9,True,True
521,520,glass_harbor,moss_ward,salt tea,395,0.96,0.174235,0.266471,0.9,True,True
521,520,glass_harbor,orchid_engine,lantern lenses,400,0.96,0.174235,0.296471,0.9,True,True
522,520,cinder_garden,lichen_bridge,cool bowls,400,0.96,0.194776,0.272353,0.9,True,True
522,520,cinder_garden,orchid_engine,seed meal,395,0.96,0.194776,0.302353,0.9,True,True
523,520,lichen_bridge,moss_ward,lichen soup,395,0.96,0.215318,0.278235,0.9,True,True
523,520,lichen_bridge,cinder_garden,rope kits,400,0.96,0.215318,0.308235,0.9,True,True
524,520,orchid_engine,glass_harbor,steam tea,400,0.96,0.235859,0.284118,0.9,True,True
524,520,orchid_engine,cinder_garden,valve keys,395,0.96,0.235859,0.314118,0.9,True,True
525,525,moss_ward,glass_harbor,dry cloaks,405,0.96,0.176235,0.266471,0.9,True,True
525,525,moss_ward,lichen_bridge,root cakes,400,0.96,0.176235,0.296471,0.9,True,True
526,525,glass_harbor,moss_ward,lantern lenses,400,0.96,0.196776,0.272353,0.9,True,True
526,525,glass_harbor,orchid_engine,kelp cord,405,0.96,0.196776,0.302353,0.9,True,True
527,525,cinder_garden,lichen_bridge,seed meal,405,0.96,0.217318,0.278235,0.9,True,True
527,525,cinder_garden,orchid_engine,shade poles,400,0.96,0.217318,0.308235,0.9,True,True
528,525,lichen_bridge,moss_ward,rope kits,400,0.96,0.237859,0.284118,0.9,True,True
528,525,lichen_bridge,cinder_garden,signal bells,405,0.96,0.237859,0.314118,0.9,True,True
529,525,orchid_engine,glass_harbor,valve keys,405,0.96,0.2492,0.19,0.9,True,True
529,525,orchid_engine,cinder_garden,orchid lamps,400,0.96,0.2492,0.22,0.9,True,True
530,530,moss_ward,glass_harbor,dry cloaks,410,0.96,0.176776,0.272353,0.9,True,True
530,530,moss_ward,lichen_bridge,root cakes,405,0.96,0.176776,0.302353,0.9,True,True
531,530,glass_harbor,moss_ward,lantern lenses,405,0.96,0.197318,0.278235,0.9,True,True
531,530,glass_harbor,orchid_engine,kelp cord,410,0.96,0.197318,0.308235,0.9,True,True
532,530,cinder_garden,lichen_bridge,seed meal,410,0.96,0.217859,0.284118,0.9,True,True
532,530,cinder_garden,orchid_engine,shade poles,405,0.96,0.217859,0.314118,0.9,True,True
533,530,lichen_bridge,moss_ward,rope kits,405,0.96,0.2292,0.19,0.9,True,True
533,530,lichen_bridge,cinder_garden,signal bells,410,0.96,0.2292,0.22,0.9,True,True
534,530,orchid_engine,glass_harbor,valve keys,410,0.96,0.249741,0.195882,0.9,True,True
534,530,orchid_engine,cinder_garden,orchid lamps,405,0.96,0.249741,0.225882,0.9,True,True
535,535,moss_ward,glass_harbor,dry cloaks,415,0.96,0.177318,0.278235,0.9,True,True
535,535,moss_ward,lichen_bridge,root cakes,410,0.96,0.177318,0.308235,0.9,True,True
