tick,day,restore_id,scene_id,saved_avatar_x,saved_avatar_y,restored_avatar_x,restored_avatar_y,restored_agent,restore_error,position_restore_ok,visible_restore_feedback
274,19,v21-restore-0274,v21-scene-d19,7.68,1.84,6.84,2.8,Vonn,1.275617,0,0
275,19,v21-restore-0275,v21-scene-d19,7.68,1.84,6.84,2.56,Sova,1.106345,1,0
276,19,v21-restore-0276,v21-scene-d19,7.68,1.84,7.12,2.56,Keth,0.91214,1,0
277,19,v21-restore-0277,v21-scene-d19,7.12,2.56,7.12,2.56,Melo,0.0,1,1
278,19,v21-restore-0278,v21-scene-d19,7.12,2.56,7.12,2.56,Nari,0.0,1,1
279,19,v21-restore-0279,v21-scene-d19,7.12,2.56,7.12,2.56,Ori,0.0,1,0
280,19,v21-restore-0280,v21-scene-d19,7.12,2.56,6.84,2.56,Vonn,0.28,1,0
281,19,v21-restore-0281,v21-scene-d19,7.12,2.56,6.84,2.56,Sova,0.28,1,0
282,19,v21-restore-0282,v21-scene-d19,7.12,2.56,7.12,2.56,Keth,0.0,1,0
283,19,v21-restore-0283,v21-scene-d19,7.12,2.56,7.12,2.8,Melo,0.24,1,0
284,19,v21-restore-0284,v21-scene-d19,7.12,2.56,7.12,2.8,Nari,0.24,1,0
285,20,v21-restore-0285,v21-scene-d20,7.12,2.56,7.12,2.8,Vonn,0.24,1,0
286,20,v21-restore-0286,v21-scene-d20,7.12,2.56,7.4,2.8,Sova,0.368782,1,0
287,20,v21-restore-0287,v21-scene-d20,7.12,2.56,7.4,2.8,Keth,0.368782,1,1
288,20,v21-restore-0288,v21-scene-d20,7.12,2.56,7.4,2.56,Melo,0.28,1,0
289,20,v21-restore-0289,v21-scene-d20,7.12,2.56,7.4,2.8,Nari,0.368782,1,0
290,20,v21-restore-0290,v21-scene-d20,7.12,2.56,7.68,2.8,Ori,0.609262,1,0
291,20,v21-restore-0291,v21-scene-d20,7.12,2.56,7.96,2.8,Vonn,0.873613,1,0
292,20,v21-restore-0292,v21-scene-d20,7.12,2.56,8.24,2.8,Sova,1.145426,1,0
293,20,v21-restore-0293,v21-scene-d20,7.12,2.56,8.24,2.8,Keth,1.145426,1,0
294,20,v21-restore-0294,v21-scene-d20,7.12,2.56,7.96,2.8,Melo,0.873613,1,0
295,20,v21-restore-0295,v21-scene-d20,7.12,2.56,7.96,2.56,Nari,0.84,1,0
296,20,v21-restore-0296,v21-scene-d20,7.96,2.8,7.96,2.8,Ori,0.0,1,0
297,20,v21-restore-0297,v21-scene-d20,7.96,2.8,8.24,2.8,Vonn,0.28,1,0
298,20,v21-restore-0298,v21-scene-d20,7.96,2.8,8.24,3.04,Sova,0.368782,1,0
299,20,v21-restore-0299,v21-scene-d20,7.96,2.8,7.96,3.04,Keth,0.24,1,0
300,21,v21-restore-0300,v21-scene-d21,7.96,3.04,7.96,3.04,Nari,0.0,1,1
301,21,v21-restore-0301,v21-scene-d21,7.96,3.04,7.96,3.04,Ori,0.0,1,0
302,21,v21-restore-0302,v21-scene-d21,7.96,3.04,7.96,3.04,Vonn,0.0,1,0
303,21,v21-restore-0303,v21-scene-d21,7.96,3.04,7.96,3.04,Sova,0.0,1,0
304,21,v21-restore-0304,v21-scene-d21,7.96,3.04,7.96,3.04,Keth,0.0,1,0
305,21,v21-restore-0305,v21-scene-d21,7.96,3.04,7.96,3.04,Melo,0.0,1,0
306,21,v21-restore-0306,v21-scene-d21,7.96,3.04,7.68,3.04,Nari,0.28,1,0
307,21,v21-restore-0307,v21-scene-d21,7.68,3.04,7.68,3.04,Ori,0.0,1,1
308,21,v21-restore-0308,v21-scene-d21,7.68,3.04,7.4,3.04,Vonn,0.28,1,0
309,21,v21-restore-0309,v21-scene-d21,7.68,3.04,7.4,3.28,Sova,0.368782,1,0
310,21,v21-restore-0310,v21-scene-d21,7.68,3.04,7.4,3.28,Keth,0.368782,1,0
311,21,v21-restore-0311,v21-scene-d21,7.68,3.04,7.12,3.28,Melo,0.609262,1,0
312,21,v21-restore-0312,v21-scene-d21,7.68,3.04,7.12,3.28,Nari,0.609262,1,0
313,21,v21-restore-0313,v21-scene-d21,7.12,3.28,7.12,3.28,Ori,0.0,1,1
314,21,v21-restore-0314,v21-scene-d21,7.12,3.28,7.12,3.28,Vonn,0.0,1,0
315,22,v21-restore-0315,v21-scene-d22,7.12,3.28,7.12,3.28,Keth,0.0,1,1
316,22,v21-restore-0316,v21-scene-d22,7.12,3.28,6.84,3.28,Melo,0.28,1,0
317,22,v21-restore-0317,v21-scene-d22,7.12,3.28,7.12,3.28,Nari,0.0,1,0
318,22,v21-restore-0318,v21-scene-d22,7.12,3.28,7.12,3.28,Ori,0.0,1,0
319,22,v21-restore-0319,v21-scene-d22,7.12,3.28,7.12,3.04,Vonn,0.24,1,0
320,22,v21-restore-0320,v21-scene-d22,7.12,3.28,7.4,3.04,Sova,0.368782,1,0
321,22,v21-restore-0321,v21-scene-d22,7.12,3.28,7.4,3.04,Keth,0.368782,1,0
322,22,v21-restore-0322,v21-scene-d22,7.12,3.28,7.4,3.28,Melo,0.28,1,0
323,22,v21-restore-0323,v21-scene-d22,7.12,3.28,7.4,3.28,Nari,0.28,1,0
324,22,v21-restore-0324,v21-scene-d22,7.12,3.28,7.4,3.28,Ori,0.28,1,0
325,22,v21-restore-0325,v21-scene-d22,7.12,3.28,7.12,3.28,Vonn,0.0,1,0
326,22,v21-restore-0326,v21-scene-d22,7.12,3.28,7.12,3.04,Sova,0.24,1,0
327,22,v21-restore-0327,v21-scene-d22,7.12,3.28,7.12,3.04,Keth,0.24,1,0
328,22,v21-restore-0328,v21-scene-d22,7.12,3.28,7.12,3.04,Melo,0.24,1,0
329,22,v21-restore-0329,v21-scene-d22,7.12,3.28,6.84,3.04,Nari,0.368782,1,0
330,23,v21-restore-0330,v21-scene-d23,7.12,3.28,6.84,3.04,Vonn,0.368782,1,0
331,23,v21-restore-0331,v21-scene-d23,7.12,3.28,6.84,2.8,Sova,0.555698,1,0
332,23,v21-restore-0332,v21-scene-d23,7.12,3.28,6.84,2.8,Keth,0.555698,1,0
333,23,v21-restore-0333,v21-scene-d23,7.12,2.8,7.12,2.8,Melo,0.0,1,0
334,23,v21-restore-0334,v21-scene-d23,7.12,2.8,7.12,2.8,Nari,0.0,1,0
335,23,v21-restore-0335,v21-scene-d23,7.12,2.8,7.12,2.8,Ori,0.0,1,0
336,23,v21-restore-0336,v21-scene-d23,7.12,2.8,7.12,2.8,Vonn,0.0,1,0
337,23,v21-restore-0337,v21-scene-d23,7.12,2.8,7.12,2.56,Sova,0.24,1,0
338,23,v21-restore-0338,v21-scene-d23,7.12,2.8,7.12,2.56,Keth,0.24,1,0
339,23,v21-restore-0339,v21-scene-d23,7.12,2.8,7.4,2.56,Melo,0.368782,1,0
340,23,v21-restore-0340,v21-scene-d23,7.12,2.8,7.4,2.32,Nari,0.555698,1,0
341,23,v21-restore-0341,v21-scene-d23,7.12,2.8,7.4,2.32,Ori,0.555698,1,0
342,23,v21-restore-0342,v21-scene-d23,7.12,2.8,7.4,2.32,Vonn,0.555698,1,0
343,23,v21-restore-0343,v21-scene-d23,7.12,2.8,7.4,2.56,Sova,0.368782,1,0
344,23,v21-restore-0344,v21-scene-d23,7.12,2.8,7.4,2.32,Keth,0.555698,1,0
345,24,v21-restore-0345,v21-scene-d24,7.12,2.8,7.4,2.32,Nari,0.555698,1,0
346,24,v21-restore-0346,v21-scene-d24,7.12,2.8,7.4,2.32,Ori,0.555698,1,0
347,24,v21-restore-0347,v21-scene-d24,7.12,2.8,7.4,2.32,Vonn,0.555698,1,0
348,24,v21-restore-0348,v21-scene-d24,7.12,2.8,7.12,2.32,Sova,0.48,1,0
349,24,v21-restore-0349,v21-scene-d24,7.12,2.32,7.12,2.32,Keth,0.0,1,1
350,24,v21-restore-0350,v21-scene-d24,7.12,2.32,7.12,2.32,Melo,0.0,1,0
351,24,v21-restore-0351,v21-scene-d24,7.12,2.32,7.12,2.56,Nari,0.24,1,0
352,24,v21-restore-0352,v21-scene-d24,7.12,2.32,7.12,2.56,Ori,0.24,1,0
353,24,v21-restore-0353,v21-scene-d24,7.12,2.32,6.84,2.56,Vonn,0.368782,1,0
354,24,v21-restore-0354,v21-scene-d24,7.12,2.32,6.84,2.56,Sova,0.368782,1,0
355,24,v21-restore-0355,v21-scene-d24,6.84,2.56,6.84,2.56,Keth,0.0,1,1
356,24,v21-restore-0356,v21-scene-d24,6.84,2.56,6.84,2.56,Melo,0.0,1,0
357,24,v21-restore-0357,v21-scene-d24,6.84,2.56,6.84,2.56,Nari,0.0,1,0
358,24,v21-restore-0358,v21-scene-d24,6.84,2.56,6.84,2.56,Ori,0.0,1,0
359,24,v21-restore-0359,v21-scene-d24,6.84,2.56,6.84,2.56,Vonn,0.0,1,1
