tick_id,day,material,claimant_project,claimant_agent,competing_project,competing_agent,claimant_priority,competing_priority,conflict,winner_project,loser_project,compromise,visible_conflict_marker
217,11,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.49,0.51,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
218,11,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.82,0.39,False,none,none,none,False
219,11,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.49,0.51,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
220,12,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.82,0.53,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
221,12,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.61,0.57,False,none,none,none,False
222,12,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.82,0.45,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
223,12,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.61,0.57,False,none,none,none,False
224,12,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.75,0.47,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
225,12,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.54,0.51,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
226,12,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.75,0.39,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
227,12,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.54,0.51,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
228,12,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.68,0.71,False,none,none,none,False
229,12,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.82,0.45,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
230,12,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.68,0.63,False,none,none,none,False
231,12,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.82,0.45,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
232,12,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.61,0.65,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,False
233,12,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.75,0.39,False,none,none,none,False
234,12,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.61,0.57,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
235,12,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.75,0.39,False,none,none,none,False
236,12,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.54,0.59,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,True
237,12,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.68,0.63,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
238,12,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.54,0.51,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
239,12,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.68,0.63,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
240,13,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.42,0.65,False,none,none,none,False
241,13,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.68,0.39,False,none,none,none,False
242,13,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.54,0.57,False,none,none,none,False
243,13,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.68,0.39,False,none,none,none,False
244,13,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.7,0.59,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
245,13,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.61,0.63,False,none,none,none,False
246,13,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.82,0.51,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
247,13,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.61,0.63,False,none,none,none,False
248,13,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.63,0.53,False,none,none,none,False
249,13,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.54,0.57,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
250,13,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.75,0.45,False,none,none,none,False
251,13,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.54,0.57,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
252,13,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.56,0.47,False,none,none,none,False
253,13,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.82,0.51,False,none,none,none,False
254,13,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.68,0.39,False,none,none,none,False
255,13,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.82,0.51,False,none,none,none,False
256,13,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.49,0.71,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
257,13,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.75,0.45,False,none,none,none,False
258,13,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.61,0.63,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
259,13,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.75,0.45,False,none,none,none,False
260,14,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.61,0.47,False,none,none,none,False
261,14,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.63,0.51,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,False
262,14,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.61,0.39,False,none,none,none,False
263,14,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.63,0.51,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
264,14,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.54,0.71,True,dusk_signal_court,archive_public_kiosk,winner receives current slot,True
265,14,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.56,0.45,False,none,none,none,False
266,14,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.54,0.63,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
267,14,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.56,0.45,False,none,none,none,False
268,14,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.82,0.65,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
269,14,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.49,0.39,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
270,14,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.82,0.57,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
271,14,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.49,0.39,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
272,14,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.75,0.59,False,none,none,none,False
273,14,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.42,0.63,True,greenhouse_heat_loop,dusk_signal_court,winner receives current slot,True
274,14,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.75,0.51,False,none,none,none,False
275,14,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.42,0.63,True,archive_public_kiosk,flood_bridge_market_route,winner receives current slot,True
276,14,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.68,0.53,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
277,14,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.7,0.57,False,none,none,none,False
278,14,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.68,0.45,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
279,14,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.7,0.57,False,none,none,none,False
280,15,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.63,0.65,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
281,15,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.61,0.45,False,none,none,none,False
282,15,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.63,0.57,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
283,15,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.54,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
284,15,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.56,0.59,False,none,none,none,False
285,15,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.54,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
286,15,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.56,0.51,False,none,none,none,False
287,15,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.82,0.63,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
288,15,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.49,0.53,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
289,15,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.82,0.63,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
290,15,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.49,0.45,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,False
291,15,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.75,0.57,False,none,none,none,False
292,15,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.42,0.47,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
293,15,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.75,0.57,False,none,none,none,False
294,15,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.42,0.39,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
295,15,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.68,0.51,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
296,15,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.7,0.71,False,none,none,none,False
297,15,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.68,0.51,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
298,15,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.7,0.63,False,none,none,none,False
299,15,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.61,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
300,16,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.82,0.47,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
301,16,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.68,0.57,False,none,none,none,False
302,16,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.7,0.39,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
303,16,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.61,0.51,False,none,none,none,False
304,16,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.75,0.71,False,none,none,none,False
305,16,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.61,0.51,False,none,none,none,False
306,16,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.63,0.63,False,none,none,none,False
307,16,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.54,0.45,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
308,16,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.68,0.65,False,none,none,none,False
309,16,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.54,0.45,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
310,16,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.56,0.57,False,none,none,none,False
311,16,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.82,0.39,False,none,none,none,False
312,16,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.61,0.59,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
313,16,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.82,0.39,False,none,none,none,False
314,16,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.49,0.51,True,archive_public_kiosk,flood_bridge_market_route,split stock and schedule appeal,True
315,16,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.75,0.63,False,none,none,none,False
316,16,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.54,0.53,False,none,none,none,False
317,16,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.75,0.63,False,none,none,none,False
318,16,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.42,0.45,False,none,none,none,False
319,16,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.68,0.57,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,False
320,17,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.54,0.59,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
321,17,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.75,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
322,17,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.54,0.51,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
323,17,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.68,0.63,False,none,none,none,False
324,17,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.82,0.53,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
325,17,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.68,0.63,False,none,none,none,False
326,17,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.82,0.45,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
327,17,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.61,0.57,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
328,17,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.75,0.47,False,none,none,none,False
329,17,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.61,0.57,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
330,17,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.75,0.39,False,none,none,none,False
331,17,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.54,0.51,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
332,17,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.68,0.71,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
333,17,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.54,0.51,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
334,17,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.68,0.63,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
335,17,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.82,0.45,False,none,none,none,False
336,17,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.61,0.65,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
337,17,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.82,0.45,False,none,none,none,False
338,17,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.61,0.57,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
339,17,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.75,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
340,18,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.61,0.71,False,none,none,none,False
341,18,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.82,0.51,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
342,18,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.61,0.63,False,none,none,none,False
343,18,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.75,0.45,False,none,none,none,False
344,18,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.54,0.65,True,greenhouse_heat_loop,dusk_signal_court,split stock and schedule appeal,True
345,18,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.75,0.45,False,none,none,none,False
346,18,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.54,0.57,True,archive_public_kiosk,flood_bridge_market_route,split stock and schedule appeal,True
347,18,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.68,0.39,False,none,none,none,False
348,18,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.82,0.59,False,none,none,none,False
349,18,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.68,0.39,False,none,none,none,False
350,18,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.82,0.51,False,none,none,none,False
351,18,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.61,0.63,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,True
352,18,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.75,0.53,False,none,none,none,False
353,18,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.61,0.63,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
354,18,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.75,0.45,False,none,none,none,False
355,18,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.54,0.57,False,none,none,none,False
356,18,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.68,0.47,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
357,18,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.54,0.57,False,none,none,none,False
358,18,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.68,0.39,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
359,18,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.82,0.51,False,none,none,none,False
360,19,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.56,0.53,False,none,none,none,False
361,19,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.54,0.63,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
362,19,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.56,0.45,False,none,none,none,False
363,19,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.82,0.57,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
364,19,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.49,0.47,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
365,19,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.82,0.57,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
366,19,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.49,0.39,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
367,19,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.75,0.51,False,none,none,none,False
368,19,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.42,0.71,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
369,19,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.75,0.51,False,none,none,none,False
370,19,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.42,0.63,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
371,19,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.68,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
372,19,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.7,0.65,False,none,none,none,False
373,19,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.68,0.45,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
374,19,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.7,0.57,False,none,none,none,False
375,19,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.61,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
376,19,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.63,0.59,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
377,19,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.61,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,False
378,19,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.63,0.51,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
379,19,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.54,0.63,False,none,none,none,False
380,20,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.54,0.47,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
381,20,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.56,0.51,False,none,none,none,False
382,20,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.82,0.63,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
383,20,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.49,0.45,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
384,20,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.82,0.71,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
385,20,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.49,0.45,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
386,20,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.75,0.57,False,none,none,none,False
387,20,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.42,0.39,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
388,20,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.75,0.65,False,none,none,none,False
389,20,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.42,0.39,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
390,20,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.68,0.51,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
391,20,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.7,0.63,False,none,none,none,False
392,20,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.68,0.59,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
393,20,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.7,0.63,False,none,none,none,False
394,20,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.61,0.45,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
395,20,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.63,0.57,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
396,20,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.61,0.53,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
397,20,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.63,0.57,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
398,20,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.54,0.39,False,none,none,none,False
399,20,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.56,0.51,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
400,21,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.61,0.59,False,none,none,none,False
401,21,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.63,0.63,False,none,none,none,False
402,21,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.54,0.45,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
403,21,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.68,0.57,False,none,none,none,False
404,21,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.54,0.53,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
405,21,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.56,0.57,False,none,none,none,False
406,21,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.82,0.39,False,none,none,none,False
407,21,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.61,0.51,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
408,21,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.82,0.47,False,none,none,none,False
409,21,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.49,0.51,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
410,21,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.75,0.63,False,none,none,none,False
411,21,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.54,0.45,False,none,none,none,False
412,21,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.75,0.71,False,none,none,none,False
413,21,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.42,0.45,False,none,none,none,False
414,21,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.68,0.57,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
415,21,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.82,0.39,False,none,none,none,False
416,21,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.68,0.65,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
417,21,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.7,0.39,False,none,none,none,False
418,21,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.61,0.51,False,none,none,none,False
419,21,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.75,0.63,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
420,22,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.68,0.71,False,none,none,none,False
421,22,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.82,0.45,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
422,22,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.61,0.57,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
423,22,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.75,0.39,False,none,none,none,False
