tick_id,day,settlement_id,object_id,owner_id,object_use,avatar_action,permission_state,inventory_before,inventory_after,location_after,owner_badge_visible,permission_badge_visible,rollback_action_visible,consequence_visible,ownership_respected_or_repairable
868,49,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
869,49,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
870,49,riverbend,dry shawl,shared,care,pickup_owned_object,not_requested,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
871,49,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
872,49,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
873,49,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,signal perch,True,True,True,True,True
874,49,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
875,49,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
876,49,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
877,49,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
878,49,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
879,49,signal,mast rope,Milo,repair,approach_group,observed,mast rope,mast rope,avatar inventory,True,True,True,True,True
880,49,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
881,49,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
882,50,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
883,50,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
884,50,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
885,50,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
886,50,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
887,50,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
888,50,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
889,50,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
890,50,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,signal perch,True,True,True,True,True
891,50,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
892,50,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
893,50,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
894,50,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
895,50,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
896,50,signal,mast rope,Milo,repair,approach_group,observed,mast rope,mast rope,avatar inventory,True,True,True,True,True
897,50,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
898,50,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
899,50,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
900,51,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
901,51,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
902,51,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
903,51,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
904,51,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
905,51,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
906,51,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
907,51,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,signal perch,True,True,True,True,True
908,51,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
909,51,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
910,51,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
911,51,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
912,51,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
913,51,signal,mast rope,Milo,repair,approach_group,observed,mast rope,mast rope,avatar inventory,True,True,True,True,True
914,51,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
915,51,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
916,51,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
917,51,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
918,52,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
919,52,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
920,52,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
921,52,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
922,52,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
923,52,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
924,52,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,signal perch,True,True,True,True,True
925,52,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
926,52,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
927,52,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
928,52,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
929,52,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
930,52,signal,mast rope,Milo,repair,approach_group,observed,mast rope,mast rope,avatar inventory,True,True,True,True,True
931,52,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
932,52,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
933,52,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
934,52,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
935,52,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
936,53,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
937,53,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
938,53,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
939,53,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
940,53,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
941,53,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,signal perch,True,True,True,True,True
942,53,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
943,53,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
944,53,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
945,53,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
946,53,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
947,53,signal,mast rope,Milo,repair,approach_group,observed,mast rope,mast rope,avatar inventory,True,True,True,True,True
948,53,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
949,53,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
950,53,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
951,53,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
952,53,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
953,53,signal,signal lens,Kesh,craft,return_object,returning,mast rope,empty,signal perch,True,True,True,True,True
954,54,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
955,54,riverbend,dry shawl,shared,care,pickup_owned_object,not_requested,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
956,54,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
957,54,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
958,54,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,signal perch,True,True,True,True,True
959,54,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
960,54,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
961,54,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
962,54,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
963,54,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
964,54,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
965,54,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
966,54,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
967,54,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
968,54,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
969,54,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
970,54,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
971,54,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
972,55,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
973,55,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
974,55,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
975,55,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,signal perch,True,True,True,True,True
976,55,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
977,55,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
978,55,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
979,55,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
980,55,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
981,55,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
982,55,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
983,55,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
984,55,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
985,55,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
986,55,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
987,55,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
988,55,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
989,55,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
990,56,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
991,56,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
992,56,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,signal perch,True,True,True,True,True
993,56,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
994,56,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
995,56,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
996,56,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
997,56,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
998,56,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
999,56,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1000,56,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1001,56,riverbend,dry shawl,shared,care,approach_group,observed,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
1002,56,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1003,56,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1004,56,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1005,56,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1006,56,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1007,56,riverbend,ridge lantern,Lio,signal,return_object,returning,dry shawl,empty,arrival court,True,True,True,True,True
1008,57,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1009,57,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,signal perch,True,True,True,True,True
1010,57,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1011,57,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1012,57,riverbend,ridge lantern,Lio,signal,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
1013,57,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1014,57,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1015,57,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1016,57,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1017,57,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1018,57,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1019,57,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1020,57,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1021,57,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1022,57,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1023,57,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1024,57,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1025,57,roofward,brass hinge,Orr,repair,wait_respectfully,respectful,empty,empty,sun sill,True,True,True,True,True
1026,58,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,signal perch,True,True,True,True,True
1027,58,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1028,58,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1029,58,riverbend,ridge lantern,Lio,signal,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
1030,58,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1031,58,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1032,58,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1033,58,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1034,58,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1035,58,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1036,58,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1037,58,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1038,58,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1039,58,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1040,58,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1041,58,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1042,58,roofward,brass hinge,Orr,repair,wait_respectfully,respectful,empty,empty,sun sill,True,True,True,True,True
1043,58,archive,clean cloth,shared,care,listen_memory,respectful,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1044,59,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1045,59,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1046,59,riverbend,ridge lantern,Lio,signal,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
1047,59,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1048,59,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1049,59,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1050,59,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1051,59,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1052,59,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1053,59,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1054,59,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1055,59,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1056,59,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1057,59,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1058,59,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1059,59,roofward,brass hinge,Orr,repair,wait_respectfully,respectful,empty,empty,sun sill,True,True,True,True,True
1060,59,archive,clean cloth,shared,care,listen_memory,respectful,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1061,59,signal,mast rope,Milo,repair,move_forward,observed,empty,empty,lens room,True,True,True,True,True
1062,60,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1063,60,riverbend,ridge lantern,Lio,signal,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
1064,60,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1065,60,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1066,60,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1067,60,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1068,60,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1069,60,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1070,60,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1071,60,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1072,60,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1073,60,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1074,60,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1075,60,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1076,60,roofward,brass hinge,Orr,repair,wait_respectfully,respectful,empty,empty,sun sill,True,True,True,True,True
1077,60,archive,clean cloth,shared,care,listen_memory,respectful,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1078,60,signal,mast rope,Milo,repair,move_forward,observed,empty,empty,lens room,True,True,True,True,True
1079,60,orchard,market token,Mara,trade,turn_right,observed,empty,empty,satchel shed,True,True,True,True,True
1080,61,riverbend,ridge lantern,Lio,signal,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
1081,61,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1082,61,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1083,61,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1084,61,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1085,61,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1086,61,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1087,61,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1088,61,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1089,61,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1090,61,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1091,61,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1092,61,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1093,61,roofward,brass hinge,Orr,repair,wait_respectfully,respectful,empty,empty,sun sill,True,True,True,True,True
1094,61,archive,clean cloth,shared,care,listen_memory,respectful,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1095,61,signal,mast rope,Milo,repair,move_forward,observed,empty,empty,lens room,True,True,True,True,True
1096,61,orchard,market token,Mara,trade,turn_right,observed,empty,empty,satchel shed,True,True,True,True,True
1097,61,repair_ring,bell gauge,Vale,diagnostic,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1098,62,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1099,62,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1100,62,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1101,62,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1102,62,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1103,62,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1104,62,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1105,62,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1106,62,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1107,62,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1108,62,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1109,62,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1110,62,roofward,brass hinge,Orr,repair,wait_respectfully,respectful,empty,empty,sun sill,True,True,True,True,True
1111,62,archive,clean cloth,shared,care,listen_memory,respectful,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1112,62,signal,mast rope,Milo,repair,move_forward,observed,empty,empty,lens room,True,True,True,True,True
1113,62,orchard,market token,Mara,trade,turn_right,observed,empty,empty,satchel shed,True,True,True,True,True
1114,62,repair_ring,bell gauge,Vale,diagnostic,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1115,62,riverbend,dry shawl,shared,care,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1116,63,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1117,63,signal,mast rope,Milo,repair,approach_group,observed,empty,empty,lens room,True,True,True,True,True
1118,63,orchard,market token,Mara,trade,request_permission,granted,empty,empty,satchel shed,True,True,True,True,True
1119,63,repair_ring,bell gauge,Vale,diagnostic,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1120,63,riverbend,dry shawl,shared,care,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1121,63,roofward,sun lens,Fay,craft,request_permission,granted,empty,empty,glass stair,True,True,True,True,True
1122,63,archive,ink ribbon,Toma,craft,pickup_shared_object,deferred,clean cloth,clean cloth,spool room,True,True,True,True,True
1123,63,signal,signal lens,Kesh,craft,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1124,63,orchard,apple wrap,shared,care,wait_respectfully,respectful,empty,empty,mud row,True,True,True,True,True
1125,63,repair_ring,insulated tongs,Juno,repair,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1126,63,riverbend,ridge lantern,Lio,signal,return_object,returning,empty,empty,arrival court,True,True,True,True,True
