tick_id,day,route_id,replay_event,state_hash,includes_editable_state,includes_import_export,includes_branch_comparison,includes_simultaneous_task,includes_agent_dialogue,includes_reload_persistence,replay_exportable
250,17,roofward_archive,roofward_archive:cool archive lane:v28:task17:turn4,v31-510130,True,False,True,True,False,False,True
251,17,archive_signal,archive_signal:paper lane:v21:task14:turn5,v31-396578,True,False,True,False,True,False,True
252,17,signal_orchard,signal_orchard:river lantern loop:v28:task14:turn3,v31-501983,True,True,True,False,False,False,True
253,17,orchard_riverbend,orchard_riverbend:fen track:v26:task14:turn5,v31-423625,True,False,True,True,False,False,True
254,17,central_repair_ring,central_repair_ring:outer bell path:v27:task14:turn3,v31-526278,True,True,True,False,False,True,True
255,18,riverbend_roofward,riverbend_roofward:river ford:v23:task14:turn4,v31-454956,True,False,True,False,False,True,True
256,18,roofward_archive,roofward_archive:cool archive lane:v29:task17:turn4,v31-510871,True,True,True,False,False,False,True
257,18,archive_signal,archive_signal:paper lane:v21:task15:turn5,v31-397208,True,False,True,True,False,False,True
258,18,signal_orchard,signal_orchard:river lantern loop:v28:task14:turn4,v31-502493,True,False,True,False,True,False,True
259,18,orchard_riverbend,orchard_riverbend:fen track:v28:task14:turn5,v31-424466,True,True,True,False,False,False,True
260,18,central_repair_ring,central_repair_ring:outer bell path:v27:task15:turn3,v31-526152,True,False,True,True,False,False,True
261,18,riverbend_roofward,riverbend_roofward:river ford:v23:task14:turn4,v31-454700,True,False,True,False,False,True,True
262,18,roofward_archive,roofward_archive:cool archive lane:v29:task17:turn4,v31-524844,True,False,True,False,False,False,True
263,18,archive_signal,archive_signal:paper lane:v22:task16:turn5,v31-397175,True,False,True,True,False,False,True
264,18,signal_orchard,signal_orchard:river lantern loop:v29:task14:turn4,v31-502465,True,True,True,False,False,False,True
265,18,orchard_riverbend,orchard_riverbend:fen track:v28:task15:turn5,v31-424332,True,False,True,True,False,False,True
266,18,central_repair_ring,central_repair_ring:outer bell path:v27:task15:turn4,v31-526662,True,False,True,False,True,False,True
267,18,riverbend_roofward,riverbend_roofward:river ford:v24:task14:turn4,v31-469282,True,False,True,False,False,False,True
268,18,roofward_archive,roofward_archive:cool archive lane:v29:task18:turn4,v31-511254,True,False,True,True,False,False,True
269,18,archive_signal,archive_signal:paper lane:v23:task17:turn5,v31-398025,True,True,True,True,False,True,True
270,19,signal_orchard,signal_orchard:river lantern loop:v30:task15:turn4,v31-501512,True,False,True,True,False,True,True
271,19,orchard_riverbend,orchard_riverbend:fen track:v29:task15:turn5,v31-424301,True,True,True,False,False,False,True
272,19,central_repair_ring,central_repair_ring:outer bell path:v27:task15:turn4,v31-540740,True,False,True,True,False,False,True
273,19,riverbend_roofward,riverbend_roofward:river ford:v24:task14:turn5,v31-474843,True,False,True,False,True,False,True
274,19,roofward_archive,roofward_archive:cool archive lane:v30:task18:turn4,v31-524657,True,False,True,False,False,False,True
275,19,archive_signal,archive_signal:paper lane:v23:task18:turn5,v31-397889,True,False,True,True,False,False,True
276,19,signal_orchard,signal_orchard:river lantern loop:v30:task16:turn4,v31-502150,True,False,True,True,False,False,True
277,19,orchard_riverbend,orchard_riverbend:fen track:v29:task15:turn5,v31-438562,True,False,True,False,False,False,True
278,19,central_repair_ring,central_repair_ring:outer bell path:v28:task15:turn4,v31-541358,True,False,True,False,False,False,True
279,19,riverbend_roofward,riverbend_roofward:river ford:v24:task14:turn5,v31-475225,True,True,True,False,False,False,True
280,19,roofward_archive,roofward_archive:cool archive lane:v30:task19:turn4,v31-510030,True,False,True,True,False,False,True
281,19,archive_signal,archive_signal:paper lane:v23:task18:turn6,v31-397633,True,False,True,False,True,False,True
282,19,signal_orchard,signal_orchard:river lantern loop:v31:task17:turn4,v31-502125,True,False,True,True,False,False,True
283,19,orchard_riverbend,orchard_riverbend:fen track:v29:task16:turn5,v31-424677,True,False,True,True,False,False,True
284,19,central_repair_ring,central_repair_ring:outer bell path:v29:task15:turn4,v31-527003,True,True,True,False,False,True,True
285,20,roofward_archive,roofward_archive:cool archive lane:v30:task19:turn4,v31-510455,True,False,True,False,False,True,True
286,20,archive_signal,archive_signal:paper lane:v24:task18:turn6,v31-398278,True,True,True,False,False,False,True
287,20,signal_orchard,signal_orchard:river lantern loop:v31:task18:turn4,v31-502678,True,False,True,True,False,False,True
288,20,orchard_riverbend,orchard_riverbend:fen track:v29:task17:turn6,v31-425224,True,False,True,True,True,False,True
289,20,central_repair_ring,central_repair_ring:inner repair yard:v30:task15:turn4,v31-576799,True,False,True,False,False,False,True
290,20,riverbend_roofward,riverbend_roofward:river ford:v24:task15:turn5,v31-455098,True,False,True,True,False,True,True
291,20,roofward_archive,roofward_archive:cool archive lane:v30:task19:turn4,v31-532098,True,False,True,False,False,False,True
292,20,archive_signal,archive_signal:paper lane:v24:task18:turn6,v31-418219,True,False,True,False,False,False,True
293,20,signal_orchard,signal_orchard:river lantern loop:v32:task18:turn4,v31-524805,True,False,True,False,False,False,True
294,20,orchard_riverbend,orchard_riverbend:fen track:v30:task18:turn6,v31-424360,True,True,True,True,False,False,True
295,20,central_repair_ring,central_repair_ring:inner repair yard:v30:task16:turn4,v31-554570,True,False,True,True,False,False,True
296,20,riverbend_roofward,riverbend_roofward:river ford:v24:task15:turn6,v31-455608,True,False,True,False,True,False,True
297,20,roofward_archive,roofward_archive:cool archive lane:v31:task19:turn4,v31-532713,True,False,True,False,False,False,True
298,20,archive_signal,archive_signal:paper lane:v24:task19:turn6,v31-398652,True,False,True,True,False,False,True
299,20,signal_orchard,signal_orchard:river lantern loop:v33:task18:turn4,v31-503263,True,True,True,False,False,True,True
300,21,orchard_riverbend,orchard_riverbend:market plank route:v31:task18:turn6,v31-541952,True,False,True,False,False,True,True
301,21,central_repair_ring,central_repair_ring:inner repair yard:v31:task17:turn4,v31-553926,True,True,True,True,False,False,True
302,21,riverbend_roofward,riverbend_roofward:river ford:v24:task16:turn6,v31-454719,True,False,True,True,False,False,True
303,21,roofward_archive,roofward_archive:cool archive lane:v31:task19:turn5,v31-509801,True,False,True,False,True,False,True
304,21,archive_signal,archive_signal:paper lane:v24:task19:turn6,v31-418089,True,False,True,False,False,False,True
305,21,signal_orchard,signal_orchard:river lantern loop:v33:task19:turn4,v31-502378,True,False,True,True,False,False,True
306,21,orchard_riverbend,orchard_riverbend:market plank route:v31:task18:turn6,v31-572657,True,False,True,False,False,False,True
307,21,central_repair_ring,central_repair_ring:inner repair yard:v31:task18:turn4,v31-554568,True,False,True,True,False,False,True
308,21,riverbend_roofward,riverbend_roofward:orchard ridge detour:v26:task16:turn6,v31-584003,True,True,True,False,False,False,True
309,21,roofward_archive,roofward_archive:cool archive lane:v32:task19:turn5,v31-510542,True,True,True,False,False,False,True
310,21,archive_signal,archive_signal:paper lane:v24:task20:turn6,v31-396422,True,False,True,True,False,False,True
311,21,signal_orchard,signal_orchard:river lantern loop:v33:task19:turn5,v31-531250,True,False,True,False,True,False,True
312,21,orchard_riverbend,orchard_riverbend:market plank route:v32:task18:turn6,v31-572507,True,False,True,False,False,False,True
313,21,central_repair_ring,central_repair_ring:inner repair yard:v31:task19:turn4,v31-554444,True,False,True,True,False,False,True
314,21,riverbend_roofward,riverbend_roofward:orchard ridge detour:v27:task16:turn6,v31-583985,True,True,True,False,False,True,True
315,22,roofward_archive,roofward_archive:cool archive lane:v34:task19:turn5,v31-510622,True,True,True,False,False,True,True
316,22,archive_signal,archive_signal:paper lane:v25:task20:turn6,v31-397152,True,True,True,False,False,False,True
317,22,signal_orchard,signal_orchard:river lantern loop:v33:task20:turn5,v31-501607,True,False,True,True,False,False,True
318,22,orchard_riverbend,orchard_riverbend:market plank route:v32:task18:turn7,v31-573289,True,False,True,False,True,False,True
319,22,central_repair_ring,central_repair_ring:inner repair yard:v32:task19:turn4,v31-555062,True,False,True,False,False,True,True
320,22,riverbend_roofward,riverbend_roofward:orchard ridge detour:v28:task17:turn6,v31-583970,True,False,True,True,False,False,True
321,22,roofward_archive,roofward_archive:cool archive lane:v34:task19:turn5,v31-531994,True,False,True,False,False,False,True
322,22,archive_signal,archive_signal:paper lane:v25:task20:turn6,v31-416455,True,False,True,False,False,False,True
323,22,signal_orchard,signal_orchard:river lantern loop:v33:task20:turn5,v31-529941,True,False,True,False,False,False,True
324,22,orchard_riverbend,orchard_riverbend:market plank route:v33:task18:turn7,v31-542800,True,True,True,False,False,False,True
325,22,central_repair_ring,central_repair_ring:inner repair yard:v32:task20:turn4,v31-553749,True,False,True,True,False,False,True
326,22,riverbend_roofward,riverbend_roofward:orchard ridge detour:v29:task17:turn7,v31-584587,True,False,True,False,True,False,True
327,22,roofward_archive,roofward_archive:glass stair:v35:task19:turn5,v31-463146,True,False,True,False,False,False,True
328,22,archive_signal,archive_signal:paper lane:v25:task21:turn6,v31-397526,True,False,True,True,False,False,True
329,22,signal_orchard,signal_orchard:river lantern loop:v34:task20:turn5,v31-502089,True,True,True,False,False,True,True
330,23,orchard_riverbend,orchard_riverbend:market plank route:v34:task18:turn7,v31-542650,True,False,True,False,False,True,True
331,23,central_repair_ring,central_repair_ring:inner repair yard:v33:task20:turn4,v31-553730,True,True,True,False,False,False,True
332,23,riverbend_roofward,riverbend_roofward:orchard ridge detour:v29:task18:turn7,v31-584465,True,False,True,True,False,False,True
333,23,roofward_archive,roofward_archive:cool archive lane:v36:task19:turn6,v31-510830,True,False,True,False,True,False,True
334,23,archive_signal,archive_signal:stone kiosk path:v26:task21:turn6,v31-494290,True,False,True,False,False,False,True
335,23,signal_orchard,signal_orchard:river lantern loop:v34:task21:turn5,v31-501961,True,False,True,True,False,False,True
336,23,orchard_riverbend,orchard_riverbend:market plank route:v34:task18:turn7,v31-573080,True,False,True,False,False,False,True
337,23,central_repair_ring,central_repair_ring:inner repair yard:v33:task20:turn4,v31-576345,True,False,True,False,False,False,True
338,23,riverbend_roofward,riverbend_roofward:river ford:v30:task18:turn7,v31-475824,True,False,True,False,False,False,True
339,23,roofward_archive,roofward_archive:cool archive lane:v38:task19:turn6,v31-511676,True,True,True,False,False,False,True
340,23,archive_signal,archive_signal:stone kiosk path:v26:task21:turn6,v31-494034,True,False,True,True,False,False,True
341,23,signal_orchard,signal_orchard:river lantern loop:v34:task21:turn6,v31-501705,True,False,True,False,True,False,True
342,23,orchard_riverbend,orchard_riverbend:market plank route:v34:task18:turn7,v31-572824,True,False,True,False,False,False,True
343,23,central_repair_ring,central_repair_ring:inner repair yard:v33:task21:turn4,v31-554116,True,False,True,True,False,False,True
344,23,riverbend_roofward,riverbend_roofward:river ford:v31:task18:turn7,v31-455621,True,True,True,False,False,True,True
345,24,roofward_archive,roofward_archive:glass stair:v39:task19:turn6,v31-442620,True,False,True,False,False,True,True
346,24,archive_signal,archive_signal:stone kiosk path:v28:task21:turn6,v31-473722,True,True,True,False,False,False,True
347,24,signal_orchard,signal_orchard:river lantern loop:v34:task22:turn6,v31-502343,True,False,True,True,False,False,True
348,24,orchard_riverbend,orchard_riverbend:market plank route:v34:task18:turn8,v31-543414,True,False,True,False,True,True,True
349,24,central_repair_ring,central_repair_ring:inner repair yard:v34:task21:turn4,v31-577116,True,False,True,False,False,False,True
350,24,riverbend_roofward,riverbend_roofward:river ford:v31:task19:turn7,v31-455489,True,False,True,True,False,False,True
351,24,roofward_archive,roofward_archive:glass stair:v39:task19:turn6,v31-462385,True,False,True,False,False,False,True
352,24,archive_signal,archive_signal:paper lane:v29:task21:turn6,v31-418247,True,False,True,False,False,False,True
353,24,signal_orchard,signal_orchard:river lantern loop:v35:task22:turn6,v31-523659,True,False,True,False,False,False,True
354,24,orchard_riverbend,orchard_riverbend:market plank route:v35:task18:turn8,v31-543392,True,True,True,False,False,False,True
355,24,central_repair_ring,central_repair_ring:inner repair yard:v34:task22:turn4,v31-554610,True,False,True,True,False,False,True
356,24,riverbend_roofward,riverbend_roofward:river ford:v31:task20:turn8,v31-455006,True,False,True,True,True,False,True
357,24,roofward_archive,roofward_archive:glass stair:v41:task19:turn6,v31-442258,True,True,True,False,False,False,True
358,24,archive_signal,archive_signal:paper lane:v30:task22:turn6,v31-397602,True,False,True,True,False,False,True
359,24,signal_orchard,signal_orchard:river lantern loop:v36:task22:turn6,v31-502928,True,True,True,False,False,True,True
360,25,central_repair_ring,central_repair_ring:inner repair yard:v35:task22:turn4,v31-554377,True,False,True,False,False,True,True
361,25,riverbend_roofward,riverbend_roofward:river ford:v32:task20:turn8,v31-454893,True,True,True,False,False,False,True
362,25,roofward_archive,roofward_archive:glass stair:v41:task20:turn6,v31-440932,True,False,True,True,False,False,True
363,25,archive_signal,archive_signal:paper lane:v30:task22:turn7,v31-397261,True,False,True,False,True,False,True
364,25,signal_orchard,signal_orchard:dusk road:v38:task22:turn6,v31-387345,True,True,True,False,False,False,True
365,25,orchard_riverbend,orchard_riverbend:market plank route:v35:task19:turn8,v31-543692,True,False,True,True,False,False,True
366,25,central_repair_ring,central_repair_ring:inner repair yard:v35:task22:turn4,v31-569708,True,False,True,False,False,False,True
367,25,riverbend_roofward,riverbend_roofward:river ford:v32:task20:turn8,v31-469107,True,False,True,False,False,False,True
368,25,roofward_archive,roofward_archive:cool archive lane:v42:task21:turn6,v31-510539,True,False,True,True,False,False,True
369,25,archive_signal,archive_signal:paper lane:v31:task22:turn7,v31-397991,True,True,True,False,False,False,True
370,25,signal_orchard,signal_orchard:river lantern loop:v39:task23:turn6,v31-502893,True,False,True,True,False,False,True
371,25,orchard_riverbend,orchard_riverbend:market plank route:v35:task19:turn9,v31-543436,True,False,True,False,True,False,True
372,25,central_repair_ring,central_repair_ring:inner repair yard:v36:task22:turn4,v31-569560,True,False,True,False,False,False,True
373,25,riverbend_roofward,riverbend_roofward:river ford:v32:task21:turn8,v31-455271,True,False,True,True,False,False,True
374,25,roofward_archive,roofward_archive:cool archive lane:v43:task21:turn6,v31-510514,True,True,True,True,False,True,True
375,26,archive_signal,archive_signal:stone kiosk path:v32:task23:turn7,v31-473748,True,False,True,True,False,True,True
376,26,signal_orchard,signal_orchard:river lantern loop:v40:task23:turn6,v31-502703,True,True,True,False,False,False,True
377,26,orchard_riverbend,orchard_riverbend:market plank route:v36:task20:turn9,v31-543003,True,False,True,True,False,True,True
378,26,central_repair_ring,central_repair_ring:inner repair yard:v36:task22:turn5,v31-577067,True,False,True,False,True,False,True
379,26,riverbend_roofward,riverbend_roofward:orchard ridge detour:v33:task21:turn8,v31-599352,True,False,True,False,False,False,True
380,26,roofward_archive,roofward_archive:cool archive lane:v43:task22:turn6,v31-510387,True,False,True,True,False,False,True
381,26,archive_signal,archive_signal:stone kiosk path:v32:task24:turn7,v31-473618,True,False,True,True,False,False,True
382,26,signal_orchard,signal_orchard:river lantern loop:v40:task23:turn6,v31-516840,True,False,True,False,False,False,True
383,26,orchard_riverbend,orchard_riverbend:market plank route:v37:task20:turn9,v31-572918,True,False,True,False,False,False,True
384,26,central_repair_ring,central_repair_ring:inner repair yard:v37:task22:turn5,v31-555230,True,True,True,False,False,False,True
385,26,riverbend_roofward,riverbend_roofward:orchard ridge detour:v33:task22:turn8,v31-584195,True,False,True,True,False,False,True
386,26,roofward_archive,roofward_archive:cool archive lane:v43:task22:turn7,v31-510897,True,False,True,False,True,False,True
387,26,archive_signal,archive_signal:stone kiosk path:v33:task25:turn7,v31-474357,True,False,True,True,False,False,True
388,26,signal_orchard,signal_orchard:river lantern loop:v40:task24:turn6,v31-503085,True,False,True,True,False,False,True
389,26,orchard_riverbend,orchard_riverbend:market plank route:v39:task20:turn9,v31-543703,True,True,True,False,False,True,True
390,27,central_repair_ring,central_repair_ring:inner repair yard:v38:task22:turn5,v31-555082,True,False,True,False,False,True,True
391,27,riverbend_roofward,riverbend_roofward:orchard ridge detour:v34:task22:turn8,v31-584177,True,True,True,False,False,False,True
392,27,roofward_archive,roofward_archive:cool archive lane:v43:task23:turn7,v31-510770,True,False,True,True,False,False,True
393,27,archive_signal,archive_signal:stone kiosk path:v33:task25:turn8,v31-474101,True,False,True,False,True,False,True
394,27,signal_orchard,signal_orchard:river lantern loop:v41:task25:turn6,v31-503060,True,False,True,True,False,False,True
395,27,orchard_riverbend,orchard_riverbend:market plank route:v39:task21:turn9,v31-543578,True,False,True,True,False,False,True
396,27,central_repair_ring,central_repair_ring:inner repair yard:v39:task22:turn5,v31-570244,True,False,True,False,False,False,True
397,27,riverbend_roofward,riverbend_roofward:orchard ridge detour:v34:task22:turn8,v31-599160,True,False,True,False,False,False,True
398,27,roofward_archive,roofward_archive:cool archive lane:v44:task23:turn7,v31-525885,True,False,True,False,False,False,True
399,27,archive_signal,archive_signal:stone kiosk path:v34:task25:turn8,v31-474837,True,True,True,False,False,False,True
400,27,signal_orchard,signal_orchard:river lantern loop:v41:task26:turn6,v31-502175,True,False,True,True,False,False,True
401,27,orchard_riverbend,orchard_riverbend:market plank route:v39:task21:turn10,v31-542565,True,False,True,False,True,False,True
402,27,central_repair_ring,central_repair_ring:inner repair yard:v40:task22:turn5,v31-568366,True,False,True,False,False,False,True
403,27,riverbend_roofward,riverbend_roofward:orchard ridge detour:v34:task23:turn8,v31-583808,True,False,True,True,False,False,True
404,27,roofward_archive,roofward_archive:cool archive lane:v45:task23:turn7,v31-510603,True,True,True,False,False,True,True
405,28,archive_signal,archive_signal:stone kiosk path:v35:task25:turn8,v31-473927,True,False,True,False,False,True,True
406,28,signal_orchard,signal_orchard:river lantern loop:v42:task26:turn6,v31-502913,True,True,True,False,False,True,True
407,28,orchard_riverbend,orchard_riverbend:market plank route:v39:task22:turn10,v31-543206,True,False,True,True,False,False,True
408,28,central_repair_ring,central_repair_ring:inner repair yard:v40:task22:turn6,v31-554332,True,False,True,False,True,False,True
409,28,riverbend_roofward,riverbend_roofward:orchard ridge detour:v35:task23:turn8,v31-599179,True,False,True,False,False,False,True
410,28,roofward_archive,roofward_archive:cool archive lane:v45:task24:turn7,v31-510476,True,False,True,True,False,False,True
411,28,archive_signal,archive_signal:stone kiosk path:v35:task25:turn8,v31-487850,True,False,True,False,False,False,True
412,28,signal_orchard,signal_orchard:river lantern loop:v42:task26:turn6,v31-516781,True,False,True,False,False,False,True
413,28,orchard_riverbend,orchard_riverbend:market plank route:v41:task23:turn10,v31-542466,True,True,True,True,False,False,True
414,28,central_repair_ring,central_repair_ring:inner repair yard:v41:task22:turn6,v31-554313,True,True,True,False,False,False,True
415,28,riverbend_roofward,riverbend_roofward:orchard ridge detour:v35:task24:turn8,v31-584303,True,False,True,True,False,False,True
416,28,roofward_archive,roofward_archive:cool archive lane:v45:task24:turn8,v31-524944,True,False,True,False,True,False,True
417,28,archive_signal,archive_signal:stone kiosk path:v36:task25:turn8,v31-488463,True,False,True,False,False,False,True
418,28,signal_orchard,signal_orchard:river lantern loop:v42:task27:turn6,v31-503295,True,False,True,True,False,False,True
419,28,orchard_riverbend,orchard_riverbend:market plank route:v42:task24:turn10,v31-543341,True,True,True,True,False,True,True
420,29,central_repair_ring,central_repair_ring:outer bell path:v43:task23:turn6,v31-526395,True,True,True,True,False,True,True
421,29,riverbend_roofward,riverbend_roofward:orchard ridge detour:v36:task24:turn8,v31-584285,True,True,True,False,False,False,True
422,29,roofward_archive,roofward_archive:cool archive lane:v45:task25:turn8,v31-510859,True,False,True,True,False,False,True
423,29,archive_signal,archive_signal:stone kiosk path:v36:task25:turn9,v31-474028,True,False,True,False,True,False,True
424,29,signal_orchard,signal_orchard:river lantern loop:v43:task27:turn6,v31-517535,True,False,True,False,False,False,True
425,29,orchard_riverbend,orchard_riverbend:market plank route:v42:task24:turn10,v31-557524,True,False,True,True,False,False,True
426,29,central_repair_ring,central_repair_ring:outer bell path:v43:task24:turn6,v31-527035,True,False,True,True,False,False,True
427,29,riverbend_roofward,riverbend_roofward:orchard ridge detour:v36:task24:turn8,v31-599830,True,False,True,False,False,False,True
428,29,roofward_archive,roofward_archive:cool archive lane:v46:task25:turn8,v31-525703,True,False,True,False,False,False,True
429,29,archive_signal,archive_signal:stone kiosk path:v37:task25:turn9,v31-474764,True,True,True,False,False,False,True
430,29,signal_orchard,signal_orchard:river lantern loop:v43:task28:turn6,v31-503014,True,False,True,True,False,False,True
431,29,orchard_riverbend,orchard_riverbend:market plank route:v42:task24:turn11,v31-542829,True,False,True,False,True,False,True
432,29,central_repair_ring,central_repair_ring:outer bell path:v44:task25:turn6,v31-527017,True,False,True,True,False,False,True
433,29,riverbend_roofward,riverbend_roofward:orchard ridge detour:v36:task25:turn8,v31-584673,True,False,True,True,False,False,True
434,29,roofward_archive,roofward_archive:cool archive lane:v46:task25:turn8,v31-525447,True,True,True,False,False,True,True
435,30,signal_orchard,signal_orchard:river lantern loop:v44:task28:turn6,v31-503542,True,False,True,False,False,True,True
436,30,orchard_riverbend,orchard_riverbend:market plank route:v43:task24:turn11,v31-542335,True,True,True,False,False,False,True
437,30,central_repair_ring,central_repair_ring:outer bell path:v44:task26:turn6,v31-527572,True,False,True,True,False,False,True
438,30,riverbend_roofward,riverbend_roofward:orchard ridge detour:v36:task25:turn9,v31-585098,True,False,True,False,True,False,True
439,30,roofward_archive,roofward_archive:cool archive lane:v47:task25:turn8,v31-533376,True,False,True,False,False,False,True
440,30,archive_signal,archive_signal:stone kiosk path:v37:task26:turn9,v31-474293,True,False,True,True,False,False,True
441,30,signal_orchard,signal_orchard:river lantern loop:v44:task28:turn6,v31-525024,True,False,True,False,False,False,True
442,30,orchard_riverbend,orchard_riverbend:market plank route:v43:task24:turn11,v31-564025,True,False,True,False,False,False,True
443,30,central_repair_ring,central_repair_ring:outer bell path:v45:task26:turn6,v31-550034,True,False,True,False,False,False,True
444,30,riverbend_roofward,riverbend_roofward:orchard ridge detour:v37:task25:turn9,v31-585080,True,True,True,False,False,False,True
445,30,roofward_archive,roofward_archive:cool archive lane:v47:task26:turn8,v31-511621,True,False,True,True,False,False,True
446,30,archive_signal,archive_signal:stone kiosk path:v37:task26:turn10,v31-474803,True,False,True,False,True,False,True
447,30,signal_orchard,signal_orchard:river lantern loop:v45:task28:turn6,v31-525637,True,False,True,False,False,False,True
448,30,orchard_riverbend,orchard_riverbend:market plank route:v43:task25:turn11,v31-542720,True,False,True,True,False,False,True
449,30,central_repair_ring,central_repair_ring:outer bell path:v46:task26:turn6,v31-528169,True,True,True,False,False,True,True
450,31,riverbend_roofward,riverbend_roofward:orchard ridge detour:v38:task25:turn9,v31-584931,True,False,True,False,False,True,True
451,31,roofward_archive,roofward_archive:cool archive lane:v48:task26:turn8,v31-511596,True,True,True,False,False,False,True
452,31,archive_signal,archive_signal:stone kiosk path:v37:task27:turn10,v31-474673,True,False,True,True,False,False,True
453,31,signal_orchard,signal_orchard:river lantern loop:v45:task28:turn7,v31-503643,True,False,True,False,True,False,True
454,31,orchard_riverbend,orchard_riverbend:market plank route:v44:task25:turn11,v31-564791,True,False,True,False,False,False,True
455,31,central_repair_ring,central_repair_ring:outer bell path:v46:task27:turn6,v31-528043,True,False,True,True,False,False,True
456,31,riverbend_roofward,riverbend_roofward:orchard ridge detour:v38:task25:turn9,v31-607156,True,False,True,False,False,False,True
457,31,roofward_archive,roofward_archive:cool archive lane:v48:task26:turn8,v31-534005,True,False,True,False,False,False,True
458,31,archive_signal,archive_signal:stone kiosk path:v38:task27:turn10,v31-496437,True,False,True,False,False,False,True
459,31,signal_orchard,signal_orchard:river lantern loop:v46:task28:turn7,v31-503255,True,True,True,False,False,False,True
460,31,orchard_riverbend,orchard_riverbend:market plank route:v44:task26:turn11,v31-542445,True,False,True,True,False,False,True
461,31,central_repair_ring,central_repair_ring:outer bell path:v46:task27:turn7,v31-557345,True,False,True,False,True,False,True
462,31,riverbend_roofward,riverbend_roofward:orchard ridge detour:v40:task25:turn9,v31-583386,True,True,True,False,False,False,True
463,31,roofward_archive,roofward_archive:cool archive lane:v48:task27:turn8,v31-511979,True,False,True,True,False,False,True
464,31,archive_signal,archive_signal:stone kiosk path:v39:task27:turn10,v31-475256,True,True,True,False,False,True,True
465,32,signal_orchard,signal_orchard:river lantern loop:v47:task28:turn7,v31-525375,True,False,True,False,False,True,True
466,32,orchard_riverbend,orchard_riverbend:market plank route:v45:task26:turn11,v31-543189,True,True,True,False,False,False,True
467,32,central_repair_ring,central_repair_ring:outer bell path:v46:task28:turn7,v31-528427,True,False,True,True,False,False,True
468,32,riverbend_roofward,riverbend_roofward:orchard ridge detour:v40:task26:turn10,v31-584030,True,False,True,True,True,False,True
469,32,roofward_archive,roofward_archive:cool archive lane:v50:task27:turn8,v31-510744,True,True,True,False,False,False,True
470,32,archive_signal,archive_signal:stone kiosk path:v39:task28:turn10,v31-475126,True,False,True,True,False,False,True
471,32,signal_orchard,signal_orchard:river lantern loop:v47:task28:turn7,v31-524315,True,False,True,False,False,False,True
472,32,orchard_riverbend,orchard_riverbend:market plank route:v45:task26:turn11,v31-564186,True,False,True,False,False,False,True
473,32,central_repair_ring,central_repair_ring:outer bell path:v47:task28:turn7,v31-557291,True,False,True,False,False,False,True
474,32,riverbend_roofward,riverbend_roofward:orchard ridge detour:v41:task27:turn10,v31-584146,True,True,True,True,False,False,True
475,32,roofward_archive,roofward_archive:cool archive lane:v50:task28:turn8,v31-510617,True,False,True,True,False,False,True
476,32,archive_signal,archive_signal:stone kiosk path:v39:task28:turn11,v31-475636,True,False,True,False,True,False,True
477,32,signal_orchard,signal_orchard:river lantern loop:v48:task28:turn7,v31-524928,True,False,True,False,False,False,True
478,32,orchard_riverbend,orchard_riverbend:market plank route:v45:task27:turn11,v31-543574,True,False,True,True,False,False,True
479,32,central_repair_ring,central_repair_ring:outer bell path:v48:task28:turn7,v31-529024,True,True,True,False,False,True,True
480,33,riverbend_roofward,riverbend_roofward:river ford:v42:task27:turn10,v31-455548,True,False,True,False,False,True,True
481,33,roofward_archive,roofward_archive:cool archive lane:v51:task29:turn8,v31-510721,True,True,True,True,False,False,True
482,33,archive_signal,archive_signal:stone kiosk path:v39:task29:turn11,v31-475506,True,False,True,True,False,False,True
483,33,signal_orchard,signal_orchard:river lantern loop:v48:task28:turn8,v31-503203,True,False,True,False,True,False,True
484,33,orchard_riverbend,orchard_riverbend:market plank route:v46:task27:turn11,v31-565370,True,False,True,False,False,False,True
485,33,central_repair_ring,central_repair_ring:outer bell path:v48:task29:turn7,v31-528898,True,False,True,True,False,False,True
486,33,riverbend_roofward,riverbend_roofward:river ford:v43:task27:turn10,v31-484573,True,False,True,False,False,False,True
487,33,roofward_archive,roofward_archive:cool archive lane:v51:task30:turn8,v31-510198,True,False,True,True,False,False,True
488,33,archive_signal,archive_signal:stone kiosk path:v40:task29:turn11,v31-495674,True,False,True,False,False,False,True
489,33,signal_orchard,signal_orchard:river lantern loop:v49:task28:turn8,v31-503941,True,True,True,False,False,False,True
490,33,orchard_riverbend,orchard_riverbend:market plank route:v46:task28:turn11,v31-543299,True,False,True,True,False,False,True
491,33,central_repair_ring,central_repair_ring:outer bell path:v48:task29:turn8,v31-528642,True,False,True,False,True,False,True
492,33,riverbend_roofward,riverbend_roofward:river ford:v44:task27:turn10,v31-483774,True,False,True,False,False,False,True
493,33,roofward_archive,roofward_archive:cool archive lane:v51:task30:turn8,v31-532380,True,False,True,True,False,True,True
494,33,archive_signal,archive_signal:stone kiosk path:v41:task29:turn11,v31-475161,True,True,True,False,False,True,True
495,34,signal_orchard,signal_orchard:river lantern loop:v50:task28:turn8,v31-502860,True,False,True,False,False,True,True
496,34,orchard_riverbend,orchard_riverbend:market plank route:v46:task28:turn11,v31-566442,True,True,True,False,False,False,True
497,34,central_repair_ring,central_repair_ring:outer bell path:v48:task30:turn8,v31-528111,True,False,True,True,False,False,True
498,34,riverbend_roofward,riverbend_roofward:river ford:v44:task27:turn11,v31-456526,True,False,True,False,True,False,True
