tick_id,day,settlement_id,reload_probe,saved_room,saved_avatar_position,saved_object_count,saved_body_state,saved_dialect_memory_count,restore_integrity,replay_exportable
695,58,roofward,True,arrival court,"0.370,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.912, ""energy"": 0.06, ""pain"": 0.014, ""temperature"": 0.928, ""wetness"": 0.721}",8,True,True
696,59,archive,True,spool room,"0.575,0.911",2,"{""arousal"": 0.033288, ""comfort"": 0.776, ""energy"": 0.083, ""pain"": 0.002, ""temperature"": 0.721, ""wetness"": 0.92}",8,True,True
703,59,signal,True,lantern walk,"0.810,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.364, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.743}",8,True,True
707,59,roofward,True,arrival court,"0.480,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.898, ""energy"": 0.06, ""pain"": 0.006, ""temperature"": 0.96, ""wetness"": 0.757}",8,True,True
708,60,archive,True,spool room,"0.465,0.911",2,"{""arousal"": 0.03207, ""comfort"": 0.817, ""energy"": 0.071, ""pain"": 0.0, ""temperature"": 0.729, ""wetness"": 0.881}",8,True,True
719,60,roofward,True,glass stair,"0.590,0.598",2,"{""arousal"": 0.02, ""comfort"": 0.913, ""energy"": 0.095, ""pain"": 0.0, ""temperature"": 0.91, ""wetness"": 0.749}",8,True,True
720,61,archive,True,ink niche,"0.355,0.862",2,"{""arousal"": 0.029746, ""comfort"": 0.829, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.763, ""wetness"": 0.873}",8,True,True
731,61,roofward,True,warm lane,"0.700,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.954, ""energy"": 0.083, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.741}",8,True,True
732,62,archive,True,arrival court,"0.245,0.911",2,"{""arousal"": 0.028266, ""comfort"": 0.815, ""energy"": 0.06, ""pain"": 0.018, ""temperature"": 0.797, ""wetness"": 0.909}",8,True,True
740,62,orchard,True,arrival court,"0.810,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.071, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.869}",8,True,True
743,62,roofward,True,ledger loft,"0.810,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.071, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.702}",8,True,True
744,63,signal,True,mast base,"0.755,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.901, ""energy"": 0.325, ""pain"": 0.0, ""temperature"": 0.935, ""wetness"": 0.935}",8,True,True
755,63,archive,True,ink niche,"0.300,0.960",2,"{""arousal"": 0.029034, ""comfort"": 0.781, ""energy"": 0.06, ""pain"": 0.006, ""temperature"": 0.806, ""wetness"": 0.932}",8,True,True
756,64,signal,True,lantern walk,"0.645,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.942, ""energy"": 0.354, ""pain"": 0.0, ""temperature"": 0.914, ""wetness"": 0.927}",8,True,True
767,64,archive,True,ink niche,"0.410,0.862",2,"{""arousal"": 0.029278, ""comfort"": 0.767, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.811, ""wetness"": 0.924}",8,True,True
768,65,signal,True,lens room,"0.535,0.089",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.342, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.919}",8,True,True
777,65,riverbend,True,arrival court,"0.480,0.138",2,"{""arousal"": 0.078688, ""comfort"": 0.96, ""energy"": 0.336, ""pain"": 0.0, ""temperature"": 0.529, ""wetness"": 0.854}",8,True,True
779,65,archive,True,ink niche,"0.520,0.862",2,"{""arousal"": 0.028318, ""comfort"": 0.808, ""energy"": 0.089, ""pain"": 0.0, ""temperature"": 0.871, ""wetness"": 0.916}",8,True,True
780,66,signal,True,arrival court,"0.425,0.089",2,"{""arousal"": 0.02, ""comfort"": 0.94, ""energy"": 0.33, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.924}",8,True,True
791,66,archive,True,ink niche,"0.630,0.960",2,"{""arousal"": 0.026214, ""comfort"": 0.849, ""energy"": 0.077, ""pain"": 0.0, ""temperature"": 0.931, ""wetness"": 0.908}",8,True,True
792,67,signal,True,mast base,"0.315,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.9, ""energy"": 0.318, ""pain"": 0.026, ""temperature"": 0.935, ""wetness"": 0.936}",8,True,True
803,67,archive,True,ink niche,"0.740,0.862",2,"{""arousal"": 0.022346, ""comfort"": 0.89, ""energy"": 0.065, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.869}",8,True,True
804,68,signal,True,lens room,"0.205,0.089",2,"{""arousal"": 0.02, ""comfort"": 0.912, ""energy"": 0.287, ""pain"": 0.018, ""temperature"": 0.96, ""wetness"": 0.928}",8,True,True
814,68,roofward,True,glass stair,"0.810,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.94, ""energy"": 0.077, ""pain"": 0.0, ""temperature"": 0.935, ""wetness"": 0.799}",8,True,True
815,68,archive,True,arrival court,"0.850,0.862",2,"{""arousal"": 0.021876, ""comfort"": 0.85, ""energy"": 0.06, ""pain"": 0.026, ""temperature"": 0.96, ""wetness"": 0.94}",8,True,True
816,69,signal,True,arrival court,"0.095,0.089",2,"{""arousal"": 0.02, ""comfort"": 0.927, ""energy"": 0.297, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.94}",8,True,True
827,69,archive,True,spool room,"0.960,0.960",2,"{""arousal"": 0.02114, ""comfort"": 0.862, ""energy"": 0.06, ""pain"": 0.018, ""temperature"": 0.96, ""wetness"": 0.932}",8,True,True
828,70,orchard,True,market plank,"0.755,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.739, ""wetness"": 0.716}",8,True,True
839,70,signal,True,mast base,"0.150,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.922, ""energy"": 0.32, ""pain"": 0.0, ""temperature"": 0.91, ""wetness"": 0.932}",8,True,True
840,71,orchard,True,satchel shed,"0.645,0.549",2,"{""arousal"": 0.02, ""comfort"": 0.946, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.744, ""wetness"": 0.708}",8,True,True
851,71,signal,True,lantern walk,"0.260,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.308, ""pain"": 0.0, ""temperature"": 0.944, ""wetness"": 0.924}",8,True,True
852,72,orchard,True,arrival court,"0.535,0.549",2,"{""arousal"": 0.02, ""comfort"": 0.958, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.778, ""wetness"": 0.7}",8,True,True
863,72,signal,True,lens room,"0.370,0.138",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.296, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.885}",8,True,True
864,73,orchard,True,seed lane,"0.425,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.94, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.786, ""wetness"": 0.736}",8,True,True
875,73,signal,True,arrival court,"0.480,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.92, ""energy"": 0.284, ""pain"": 0.03, ""temperature"": 0.96, ""wetness"": 0.94}",8,True,True
876,74,orchard,True,satchel shed,"0.315,0.549",2,"{""arousal"": 0.02, ""comfort"": 0.926, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.791, ""wetness"": 0.728}",8,True,True
887,74,signal,True,lens room,"0.590,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.906, ""energy"": 0.253, ""pain"": 0.022, ""temperature"": 0.96, ""wetness"": 0.932}",8,True,True
888,75,orchard,True,arrival court,"0.205,0.549",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.089, ""pain"": 0.0, ""temperature"": 0.825, ""wetness"": 0.72}",8,True,True
899,75,signal,True,lens room,"0.700,0.138",2,"{""arousal"": 0.02, ""comfort"": 0.892, ""energy"": 0.222, ""pain"": 0.014, ""temperature"": 0.96, ""wetness"": 0.924}",8,True,True
900,76,orchard,True,seed lane,"0.095,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.94, ""energy"": 0.077, ""pain"": 0.0, ""temperature"": 0.859, ""wetness"": 0.756}",8,True,True
911,76,signal,True,lens room,"0.810,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.933, ""energy"": 0.251, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.916}",8,True,True
912,77,repair_ring,True,wire bench,"0.905,0.960",2,"{""arousal"": 0.022944, ""comfort"": 0.769, ""energy"": 0.06, ""pain"": 0.018, ""temperature"": 0.919, ""wetness"": 0.932}",8,True,True
923,77,orchard,True,seed lane,"0.150,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.94, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.871, ""wetness"": 0.876}",8,True,True
924,78,repair_ring,True,bell alcove,"0.795,0.911",2,"{""arousal"": 0.025696, ""comfort"": 0.755, ""energy"": 0.06, ""pain"": 0.032, ""temperature"": 0.927, ""wetness"": 0.936}",8,True,True
925,78,riverbend,True,plank hall,"0.810,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.93, ""energy"": 0.274, ""pain"": 0.0, ""temperature"": 0.562, ""wetness"": 0.94}",8,True,True
935,78,orchard,True,market plank,"0.260,0.598",2,"{""arousal"": 0.02, ""comfort"": 0.9, ""energy"": 0.06, ""pain"": 0.026, ""temperature"": 0.821, ""wetness"": 0.868}",8,True,True
936,79,repair_ring,True,arrival court,"0.685,0.862",2,"{""arousal"": 0.027376, ""comfort"": 0.77, ""energy"": 0.095, ""pain"": 0.01, ""temperature"": 0.877, ""wetness"": 0.928}",8,True,True
947,79,orchard,True,arrival court,"0.370,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.912, ""energy"": 0.06, ""pain"": 0.018, ""temperature"": 0.829, ""wetness"": 0.86}",8,True,True
948,80,repair_ring,True,arrival court,"0.575,0.911",2,"{""arousal"": 0.027636, ""comfort"": 0.785, ""energy"": 0.083, ""pain"": 0.002, ""temperature"": 0.827, ""wetness"": 0.92}",8,True,True
959,80,orchard,True,arrival court,"0.480,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.898, ""energy"": 0.06, ""pain"": 0.01, ""temperature"": 0.808, ""wetness"": 0.852}",8,True,True
960,81,repair_ring,True,arrival court,"0.465,0.911",2,"{""arousal"": 0.026826, ""comfort"": 0.8, ""energy"": 0.071, ""pain"": 0.0, ""temperature"": 0.777, ""wetness"": 0.881}",8,True,True
962,81,roofward,True,ledger loft,"0.535,0.549",2,"{""arousal"": 0.02, ""comfort"": 0.927, ""energy"": 0.095, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.924}",8,True,True
971,81,orchard,True,seed lane,"0.590,0.598",2,"{""arousal"": 0.02, ""comfort"": 0.913, ""energy"": 0.095, ""pain"": 0.0, ""temperature"": 0.816, ""wetness"": 0.932}",8,True,True
972,82,repair_ring,True,wire bench,"0.355,0.862",2,"{""arousal"": 0.025534, ""comfort"": 0.786, ""energy"": 0.06, ""pain"": 0.0, ""temperature"": 0.782, ""wetness"": 0.873}",8,True,True
983,82,orchard,True,market plank,"0.700,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.928, ""energy"": 0.083, ""pain"": 0.0, ""temperature"": 0.766, ""wetness"": 0.924}",8,True,True
984,83,repair_ring,True,spark lane,"0.245,0.911",2,"{""arousal"": 0.025086, ""comfort"": 0.772, ""energy"": 0.06, ""pain"": 0.018, ""temperature"": 0.816, ""wetness"": 0.909}",8,True,True
995,83,orchard,True,satchel shed,"0.810,0.500",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.071, ""pain"": 0.0, ""temperature"": 0.826, ""wetness"": 0.885}",8,True,True
996,84,riverbend,True,kit alcove,"0.755,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.246, ""pain"": 0.0, ""temperature"": 0.766, ""wetness"": 0.924}",8,True,True
999,84,signal,True,lens room,"0.755,0.040",2,"{""arousal"": 0.02, ""comfort"": 0.96, ""energy"": 0.205, ""pain"": 0.0, ""temperature"": 0.96, ""wetness"": 0.905}",8,True,True
1007,84,repair_ring,True,wire bench,"0.300,0.960",2,"{""arousal"": 0.026778, ""comfort"": 0.764, ""energy"": 0.06, ""pain"": 0.006, ""temperature"": 0.854, ""wetness"": 0.932}",8,True,True
