tick_id,day,route_id,agent,pre_reload_pose,post_reload_pose,pre_reload_hash,post_reload_hash,animation_restored,branch_restored,snapshot_restored,persistence_visible
278,24,riverbend_roofward,Ari,listening tilt,listening tilt,v33-846354,v33-865291,True,True,True,False
279,24,roofward_archive,Nia,route-board reach,route-board reach,v33-794635,v33-728397,True,True,True,True
280,24,archive_signal,Nia,open forward lean,open forward lean,v33-656112,v33-766766,True,True,True,False
281,24,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-850998,v33-869952,True,True,True,False
282,24,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-900890,v33-920152,True,True,True,False
283,24,central_repair_ring,Pax,open forward lean,open forward lean,v33-847366,v33-866298,True,True,True,False
284,24,riverbend_roofward,Ari,listening tilt,listening tilt,v33-846205,v33-710857,True,True,True,False
285,24,roofward_archive,Nia,open forward lean,open forward lean,v33-710370,v33-728437,True,True,True,False
286,24,archive_signal,Nia,open forward lean,open forward lean,v33-749239,v33-767547,True,True,True,False
287,24,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-851778,v33-725391,True,True,True,True
288,25,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-901673,v33-920942,True,True,True,True
289,25,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-899267,v33-918520,True,True,True,False
290,25,riverbend_roofward,Ari,listening tilt,listening tilt,v33-692737,v33-864989,True,True,True,False
291,25,roofward_archive,Nia,open forward lean,open forward lean,v33-708835,v33-726891,True,True,True,False
292,25,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-798322,v33-816942,True,True,True,False
293,25,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-707194,v33-725232,True,True,True,False
294,25,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-901528,v33-920795,True,True,True,False
295,25,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-898957,v33-918207,True,True,True,False
296,25,riverbend_roofward,Ari,listening tilt,listening tilt,v33-846835,v33-711472,True,True,True,False
297,25,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-758045,v33-863114,True,True,True,False
298,25,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-799099,v33-817726,True,True,True,False
299,25,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-707812,v33-725856,True,True,True,True
300,26,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-900464,v33-919720,True,True,True,True
301,26,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-915977,v33-900458,True,True,True,False
302,26,riverbend_roofward,Ari,listening tilt,listening tilt,v33-691068,v33-863237,True,True,True,False
303,26,roofward_archive,Nia,open forward lean,open forward lean,v33-792807,v33-726582,True,True,True,False
304,26,archive_signal,Nia,relieved reset stance,relieved reset stance,v33-815288,v33-834014,True,True,True,False
305,26,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-706736,v33-724769,True,True,True,False
306,26,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-901082,v33-920344,True,True,True,False
307,26,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-881938,v33-901082,True,True,True,False
308,26,riverbend_roofward,Ari,listening tilt,listening tilt,v33-845096,v33-709790,True,True,True,False
309,26,roofward_archive,Nia,open forward lean,open forward lean,v33-709301,v33-812173,True,True,True,False
310,26,archive_signal,Nia,relieved reset stance,relieved reset stance,v33-815138,v33-833862,True,True,True,True
311,26,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-706579,v33-724610,True,True,True,True
312,27,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-900937,v33-920197,True,True,True,True
313,27,central_repair_ring,Pax,careful pointing,careful pointing,v33-808055,v33-826741,True,True,True,False
314,27,riverbend_roofward,Ari,route-board reach,route-board reach,v33-725952,v33-900577,True,True,True,False
315,27,roofward_archive,Nia,relieved reset stance,relieved reset stance,v33-861521,v33-793159,True,True,True,False
316,27,archive_signal,Nia,careful pointing,careful pointing,v33-743998,v33-762273,True,True,True,False
317,27,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-705972,v33-724001,True,True,True,False
318,27,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-901720,v33-920987,True,True,True,False
319,27,central_repair_ring,Pax,careful pointing,careful pointing,v33-808673,v33-827365,True,True,True,False
320,27,riverbend_roofward,Ari,route-board reach,route-board reach,v33-881285,v33-743966,True,True,True,False
321,27,roofward_archive,Nia,careful pointing,careful pointing,v33-704135,v33-806812,True,True,True,False
322,27,archive_signal,Nia,careful pointing,careful pointing,v33-743843,v33-762116,True,True,True,False
323,27,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-705662,v33-723688,True,True,True,True
324,28,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-901575,v33-920840,True,True,True,True
325,28,central_repair_ring,Pax,listening tilt,listening tilt,v33-777613,v33-796110,True,True,True,False
326,28,riverbend_roofward,Ari,route-board reach,route-board reach,v33-726568,v33-901218,True,True,True,False
327,28,roofward_archive,Nia,careful pointing,careful pointing,v33-789032,v33-722938,True,True,True,False
328,28,archive_signal,Nia,listening tilt,listening tilt,v33-714475,v33-732562,True,True,True,False
329,28,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-706433,v33-724466,True,True,True,False
330,28,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-901430,v33-920693,True,True,True,False
331,28,central_repair_ring,Pax,listening tilt,listening tilt,v33-777303,v33-795797,True,True,True,False
332,28,riverbend_roofward,Ari,route-board reach,route-board reach,v33-881921,v33-744587,True,True,True,False
333,28,roofward_archive,Nia,listening tilt,listening tilt,v33-675337,v33-776687,True,True,True,False
334,28,archive_signal,Nia,listening tilt,listening tilt,v33-714318,v33-732403,True,True,True,False
335,28,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-706123,v33-724153,True,True,True,True
336,29,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-900727,v33-919988,True,True,True,True
337,29,central_repair_ring,Pax,route-board reach,route-board reach,v33-813527,v33-832248,True,True,True,False
338,29,riverbend_roofward,Ari,route-board reach,route-board reach,v33-727184,v33-901859,True,True,True,False
339,29,roofward_archive,Nia,listening tilt,listening tilt,v33-759092,v33-693951,True,True,True,False
340,29,archive_signal,Nia,route-board reach,route-board reach,v33-748739,v33-767042,True,True,True,False
341,29,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-705966,v33-723994,True,True,True,True
342,29,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-900582,v33-919841,True,True,True,False
343,29,central_repair_ring,Pax,route-board reach,route-board reach,v33-813217,v33-831935,True,True,True,False
344,29,riverbend_roofward,Ari,route-board reach,route-board reach,v33-882557,v33-745208,True,True,True,False
345,29,roofward_archive,Nia,route-board reach,route-board reach,v33-710016,v33-812930,True,True,True,False
346,29,archive_signal,Nia,route-board reach,route-board reach,v33-749513,v33-767823,True,True,True,False
347,29,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-706584,v33-724618,True,True,True,True
348,30,central_repair_ring,Juno,route-board reach,route-board reach,v33-813892,v33-832616,True,True,True,True
349,30,riverbend_roofward,Fay,guarded crossed arms,guarded crossed arms,v33-776517,v33-795017,True,True,True,False
350,30,roofward_archive,Fay,guarded crossed arms,guarded crossed arms,v33-843177,v33-862075,True,True,True,False
351,30,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-814848,v33-738068,True,True,True,False
352,30,signal_orchard,Milo,guarded crossed arms,guarded crossed arms,v33-689532,v33-707451,True,True,True,False
353,30,orchard_riverbend,Ari,route-board reach,route-board reach,v33-831817,v33-850653,True,True,True,False
354,30,central_repair_ring,Juno,route-board reach,route-board reach,v33-813742,v33-832464,True,True,True,False
355,30,riverbend_roofward,Fay,guarded crossed arms,guarded crossed arms,v33-776207,v33-794704,True,True,True,False
356,30,roofward_archive,Fay,guarded crossed arms,guarded crossed arms,v33-843957,v33-776165,True,True,True,False
357,30,archive_signal,Milo,guarded crossed arms,guarded crossed arms,v33-703821,v33-816671,True,True,True,False
358,30,signal_orchard,Milo,guarded crossed arms,guarded crossed arms,v33-690302,v33-708228,True,True,True,False
359,30,orchard_riverbend,Ari,route-board reach,route-board reach,v33-832596,v33-707003,True,True,True,True
360,31,central_repair_ring,Juno,open forward lean,open forward lean,v33-813791,v33-832511,True,True,True,True
361,31,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-793096,v33-811701,True,True,True,False
362,31,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-774719,v33-880572,True,True,True,False
363,31,archive_signal,Milo,guarded crossed arms,guarded crossed arms,v33-797901,v33-721674,True,True,True,False
364,31,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-706785,v33-870159,True,True,True,False
365,31,orchard_riverbend,Ari,route-board reach,route-board reach,v33-688925,v33-706843,True,True,True,False
366,31,central_repair_ring,Juno,open forward lean,open forward lean,v33-814569,v33-833296,True,True,True,False
367,31,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-793714,v33-812325,True,True,True,False
368,31,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-862339,v33-881360,True,True,True,False
369,31,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-721185,v33-834829,True,True,True,False
370,31,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-851055,v33-870009,True,True,True,False
371,31,orchard_riverbend,Ari,route-board reach,route-board reach,v33-688767,v33-706683,True,True,True,True
372,32,central_repair_ring,Juno,open forward lean,open forward lean,v33-812978,v33-831694,True,True,True,True
373,32,riverbend_roofward,Fay,careful pointing,careful pointing,v33-722546,v33-740699,True,True,True,False
374,32,roofward_archive,Fay,careful pointing,careful pointing,v33-788916,v33-807479,True,True,True,False
375,32,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-815944,v33-739155,True,True,True,False
376,32,signal_orchard,Milo,careful pointing,careful pointing,v33-779005,v33-797510,True,True,True,False
377,32,orchard_riverbend,Ari,route-board reach,route-board reach,v33-689537,v33-707460,True,True,True,False
378,32,central_repair_ring,Juno,open forward lean,open forward lean,v33-813756,v33-832479,True,True,True,False
379,32,riverbend_roofward,Fay,careful pointing,careful pointing,v33-723164,v33-741323,True,True,True,False
380,32,roofward_archive,Fay,careful pointing,careful pointing,v33-788764,v33-722674,True,True,True,False
381,32,archive_signal,Milo,careful pointing,careful pointing,v33-651850,v33-762317,True,True,True,False
382,32,signal_orchard,Milo,careful pointing,careful pointing,v33-778852,v33-797355,True,True,True,False
383,32,orchard_riverbend,Ari,route-board reach,route-board reach,v33-689379,v33-707300,True,True,True,True
384,33,central_repair_ring,Juno,open forward lean,open forward lean,v33-813606,v33-832327,True,True,True,True
385,33,riverbend_roofward,Fay,listening tilt,listening tilt,v33-693401,v33-865669,True,True,True,False
386,33,roofward_archive,Fay,listening tilt,listening tilt,v33-676005,v33-777356,True,True,True,False
387,33,archive_signal,Milo,careful pointing,careful pointing,v33-744814,v33-670293,True,True,True,False
388,33,signal_orchard,Milo,listening tilt,listening tilt,v33-749100,v33-767417,True,True,True,False
389,33,orchard_riverbend,Ari,route-board reach,route-board reach,v33-690149,v33-708077,True,True,True,False
390,33,central_repair_ring,Juno,open forward lean,open forward lean,v33-813456,v33-832175,True,True,True,False
391,33,riverbend_roofward,Fay,listening tilt,listening tilt,v33-846420,v33-865356,True,True,True,False
392,33,roofward_archive,Fay,listening tilt,listening tilt,v33-758826,v33-693689,True,True,True,False
393,33,archive_signal,Milo,listening tilt,listening tilt,v33-623622,v33-732762,True,True,True,False
394,33,signal_orchard,Milo,listening tilt,listening tilt,v33-748945,v33-767260,True,True,True,False
395,33,orchard_riverbend,Ari,route-board reach,route-board reach,v33-689839,v33-707764,True,True,True,True
396,34,central_repair_ring,Juno,open forward lean,open forward lean,v33-814234,v33-832960,True,True,True,True
397,34,riverbend_roofward,Fay,route-board reach,route-board reach,v33-883540,v33-902703,True,True,True,False
398,34,roofward_archive,Fay,route-board reach,route-board reach,v33-710681,v33-813596,True,True,True,False
399,34,archive_signal,Milo,careful pointing,careful pointing,v33-745432,v33-670904,True,True,True,False
400,34,signal_orchard,Milo,route-board reach,route-board reach,v33-782889,v33-801413,True,True,True,False
401,34,orchard_riverbend,Ari,route-board reach,route-board reach,v33-688762,v33-706676,True,True,True,False
402,34,central_repair_ring,Juno,open forward lean,open forward lean,v33-813165,v33-831880,True,True,True,False
403,34,riverbend_roofward,Fay,route-board reach,route-board reach,v33-882311,v33-901462,True,True,True,True
404,34,roofward_archive,Fay,route-board reach,route-board reach,v33-793924,v33-727666,True,True,True,False
405,34,archive_signal,Milo,careful pointing,careful pointing,v33-652143,v33-762635,True,True,True,False
406,34,signal_orchard,Milo,route-board reach,route-board reach,v33-783665,v33-802196,True,True,True,False
407,34,orchard_riverbend,Ari,route-board reach,route-board reach,v33-689380,v33-707300,True,True,True,True
408,35,central_repair_ring,Juno,open forward lean,open forward lean,v33-813783,v33-832504,True,True,True,True
409,35,riverbend_roofward,Fay,open forward lean,open forward lean,v33-883128,v33-902285,True,True,True,False
410,35,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-775203,v33-881099,True,True,True,False
411,35,archive_signal,Milo,route-board reach,route-board reach,v33-748948,v33-674250,True,True,True,False
412,35,signal_orchard,Milo,open forward lean,open forward lean,v33-783554,v33-802082,True,True,True,False
413,35,orchard_riverbend,Ari,route-board reach,route-board reach,v33-687853,v33-705762,True,True,True,False
414,35,central_repair_ring,Juno,open forward lean,open forward lean,v33-813633,v33-832352,True,True,True,False
415,35,riverbend_roofward,Fay,open forward lean,open forward lean,v33-882818,v33-901972,True,True,True,False
416,35,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861397,v33-793047,True,True,True,False
417,35,archive_signal,Milo,open forward lean,open forward lean,v33-656169,v33-766818,True,True,True,False
418,35,signal_orchard,Milo,open forward lean,open forward lean,v33-784330,v33-802865,True,True,True,False
419,35,orchard_riverbend,Ari,route-board reach,route-board reach,v33-688471,v33-706386,True,True,True,True
420,36,riverbend_roofward,Ari,open forward lean,open forward lean,v33-882569,v33-901720,True,True,True,True
421,36,roofward_archive,Nia,relieved reset stance,relieved reset stance,v33-774151,v33-792630,True,True,True,False
422,36,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-797649,v33-816263,True,True,True,False
423,36,signal_orchard,Ivo,relieved reset stance,relieved reset stance,v33-850306,v33-723943,True,True,True,False
424,36,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-753355,v33-771692,True,True,True,False
425,36,central_repair_ring,Pax,route-board reach,route-board reach,v33-813639,v33-832360,True,True,True,False
426,36,riverbend_roofward,Ari,open forward lean,open forward lean,v33-881874,v33-901023,True,True,True,False
427,36,roofward_archive,Nia,relieved reset stance,relieved reset stance,v33-774926,v33-880781,True,True,True,False
428,36,archive_signal,Nia,open forward lean,open forward lean,v33-749033,v33-674373,True,True,True,False
429,36,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-690047,v33-852293,True,True,True,False
430,36,orchard_riverbend,Ivo,relieved reset stance,relieved reset stance,v33-753201,v33-771536,True,True,True,False
431,36,central_repair_ring,Pax,open forward lean,guarded crossed arms,v33-813688,v33-918040,True,True,True,True
432,37,riverbend_roofward,Ari,open forward lean,open forward lean,v33-881728,v33-900875,True,True,True,True
433,37,roofward_archive,Nia,careful pointing,careful pointing,v33-788347,v33-806905,True,True,True,False
434,37,archive_signal,Nia,open forward lean,open forward lean,v33-656514,v33-767183,True,True,True,True
435,37,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-833299,v33-707811,True,True,True,False
436,37,orchard_riverbend,Ivo,careful pointing,careful pointing,v33-683896,v33-701782,True,True,True,False
437,37,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-899577,v33-918830,True,True,True,False
438,37,riverbend_roofward,Ari,open forward lean,open forward lean,v33-882510,v33-901664,True,True,True,False
439,37,roofward_archive,Nia,careful pointing,careful pointing,v33-788965,v33-807529,True,True,True,False
440,37,archive_signal,Nia,open forward lean,open forward lean,v33-748725,v33-674049,True,True,True,False
441,37,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-689731,v33-851991,True,True,True,False
442,37,orchard_riverbend,Ivo,careful pointing,careful pointing,v33-683586,v33-701469,True,True,True,False
443,37,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-899432,v33-918683,True,True,True,True
444,38,riverbend_roofward,Ari,open forward lean,open forward lean,v33-882364,v33-901516,True,True,True,True
445,38,roofward_archive,Nia,listening tilt,listening tilt,v33-758101,v33-776470,True,True,True,False
446,38,archive_signal,Nia,listening tilt,listening tilt,v33-623521,v33-732660,True,True,True,False
447,38,signal_orchard,Ivo,careful pointing,careful pointing,v33-778902,v33-656153,True,True,True,False
448,38,orchard_riverbend,Ivo,listening tilt,listening tilt,v33-655143,v33-815288,True,True,True,False
449,38,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-898729,v33-917978,True,True,True,False
450,38,riverbend_roofward,Ari,open forward lean,open forward lean,v33-882218,v33-901368,True,True,True,False
451,38,roofward_archive,Nia,listening tilt,listening tilt,v33-757791,v33-776157,True,True,True,False
452,38,archive_signal,Nia,listening tilt,listening tilt,v33-714415,v33-640837,True,True,True,False
453,38,signal_orchard,Ivo,listening tilt,listening tilt,v33-609766,v33-766689,True,True,True,False
454,38,orchard_riverbend,Ivo,listening tilt,listening tilt,v33-796515,v33-815134,True,True,True,False
455,38,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-898419,v33-917665,True,True,True,True
456,39,riverbend_roofward,Ari,open forward lean,open forward lean,v33-883000,v33-902157,True,True,True,True
457,39,roofward_archive,Nia,route-board reach,route-board reach,v33-793788,v33-812381,True,True,True,False
458,39,archive_signal,Nia,route-board reach,route-board reach,v33-657531,v33-768234,True,True,True,False
459,39,signal_orchard,Ivo,open forward lean,open forward lean,v33-784366,v33-661380,True,True,True,False
460,39,orchard_riverbend,Ivo,route-board reach,route-board reach,v33-832032,v33-850869,True,True,True,False
461,39,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-898274,v33-917518,True,True,True,False
462,39,riverbend_roofward,Ari,open forward lean,open forward lean,v33-882854,v33-902009,True,True,True,False
463,39,roofward_archive,Nia,route-board reach,route-board reach,v33-793478,v33-812068,True,True,True,False
464,39,archive_signal,Nia,route-board reach,route-board reach,v33-749766,v33-675076,True,True,True,False
465,39,signal_orchard,Ivo,route-board reach,open forward lean,v33-643404,v33-802749,True,True,True,True
466,39,orchard_riverbend,Ivo,route-board reach,route-board reach,v33-832811,v33-851655,True,True,True,False
467,39,central_repair_ring,Pax,guarded crossed arms,guarded crossed arms,v33-898892,v33-918142,True,True,True,True
468,40,riverbend_roofward,Ari,open forward lean,open forward lean,v33-883636,v33-902798,True,True,True,True
469,40,roofward_archive,Nia,open forward lean,open forward lean,v33-794295,v33-812891,True,True,True,False
470,40,archive_signal,Nia,open forward lean,open forward lean,v33-657410,v33-768121,True,True,True,False
471,40,signal_orchard,Ivo,route-board reach,route-board reach,v33-783863,v33-660855,True,True,True,False
472,40,orchard_riverbend,Ivo,open forward lean,open forward lean,v33-832700,v33-851541,True,True,True,False
473,40,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-916830,v33-936189,True,True,True,False
474,40,riverbend_roofward,Ari,open forward lean,open forward lean,v33-883490,v33-902650,True,True,True,False
475,40,roofward_archive,Nia,open forward lean,open forward lean,v33-793985,v33-812578,True,True,True,False
476,40,archive_signal,Nia,open forward lean,open forward lean,v33-750429,v33-675737,True,True,True,False
477,40,signal_orchard,Ivo,open forward lean,open forward lean,v33-644209,v33-803378,True,True,True,False
478,40,orchard_riverbend,Ivo,open forward lean,open forward lean,v33-833479,v33-852327,True,True,True,False
479,40,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-917448,v33-936813,True,True,True,True
480,41,riverbend_roofward,Ari,open forward lean,open forward lean,v33-883344,v33-902502,True,True,True,True
481,41,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-844010,v33-862915,True,True,True,False
482,41,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-704017,v33-816880,True,True,True,False
483,41,signal_orchard,Ivo,open forward lean,open forward lean,v33-784686,v33-803224,True,True,True,False
484,41,orchard_riverbend,Ivo,guarded crossed arms,guarded crossed arms,v33-884146,v33-903306,True,True,True,False
485,41,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-917304,v33-936667,True,True,True,False
486,41,riverbend_roofward,Ari,open forward lean,open forward lean,v33-882649,v33-901805,True,True,True,False
487,41,roofward_archive,Nia,guarded crossed arms,guarded crossed arms,v33-844628,v33-863539,True,True,True,False
488,41,archive_signal,Nia,guarded crossed arms,guarded crossed arms,v33-799037,v33-722808,True,True,True,False
489,41,signal_orchard,Ivo,guarded crossed arms,guarded crossed arms,v33-834059,v33-852910,True,True,True,False
490,41,orchard_riverbend,Ivo,guarded crossed arms,guarded crossed arms,v33-884000,v33-903158,True,True,True,False
491,41,central_repair_ring,Pax,relieved reset stance,relieved reset stance,v33-916994,v33-936354,True,True,True,True
492,42,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-862127,v33-881146,True,True,True,True
493,42,archive_signal,Milo,careful pointing,careful pointing,v33-652108,v33-669780,True,True,True,False
494,42,signal_orchard,Milo,route-board reach,route-board reach,v33-783585,v33-802118,True,True,True,False
495,42,orchard_riverbend,Ari,open forward lean,open forward lean,v33-833696,v33-708064,True,True,True,False
496,42,central_repair_ring,Juno,careful pointing,careful pointing,v33-843026,v33-861936,True,True,True,True
497,42,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-953236,v33-972821,True,True,True,False
498,42,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-862908,v33-881934,True,True,True,False
499,42,archive_signal,Milo,careful pointing,careful pointing,v33-652726,v33-670404,True,True,True,False
500,42,signal_orchard,Milo,route-board reach,route-board reach,v33-782514,v33-659531,True,True,True,False
501,42,orchard_riverbend,Ari,open forward lean,open forward lean,v33-689061,v33-851466,True,True,True,False
502,42,central_repair_ring,Juno,careful pointing,careful pointing,v33-841958,v33-860857,True,True,True,False
503,42,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-952175,v33-811016,True,True,True,True
504,43,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861842,v33-880857,True,True,True,True
505,43,archive_signal,Milo,listening tilt,listening tilt,v33-622669,v33-640143,True,True,True,False
506,43,signal_orchard,Milo,listening tilt,listening tilt,v33-609519,v33-766431,True,True,True,False
507,43,orchard_riverbend,Ari,open forward lean,open forward lean,v33-833407,v33-707753,True,True,True,False
508,43,central_repair_ring,Juno,listening tilt,listening tilt,v33-811440,v33-830153,True,True,True,False
509,43,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-793192,v33-811799,True,True,True,False
510,43,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861532,v33-880544,True,True,True,False
511,43,archive_signal,Milo,listening tilt,listening tilt,v33-622506,v33-731624,True,True,True,False
512,43,signal_orchard,Milo,listening tilt,listening tilt,v33-747968,v33-626740,True,True,True,False
513,43,orchard_riverbend,Ari,open forward lean,open forward lean,v33-688304,v33-706215,True,True,True,False
514,43,central_repair_ring,Juno,listening tilt,listening tilt,v33-811289,v33-830000,True,True,True,False
515,43,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-792882,v33-811486,True,True,True,True
516,44,roofward_archive,Fay,careful pointing,careful pointing,v33-789185,v33-807749,True,True,True,True
517,44,archive_signal,Milo,route-board reach,route-board reach,v33-748885,v33-767191,True,True,True,False
518,44,signal_orchard,Milo,route-board reach,route-board reach,v33-643303,v33-802448,True,True,True,False
519,44,orchard_riverbend,Ari,open forward lean,open forward lean,v33-689074,v33-706992,True,True,True,False
520,44,central_repair_ring,Juno,route-board reach,route-board reach,v33-847033,v33-865962,True,True,True,False
521,44,riverbend_roofward,Fay,careful pointing,careful pointing,v33-721877,v33-740024,True,True,True,False
522,44,roofward_archive,Fay,careful pointing,careful pointing,v33-789033,v33-807595,True,True,True,False
523,44,archive_signal,Milo,route-board reach,route-board reach,v33-748575,v33-766878,True,True,True,False
524,44,signal_orchard,Milo,route-board reach,route-board reach,v33-783762,v33-660753,True,True,True,False
525,44,orchard_riverbend,Ari,open forward lean,open forward lean,v33-688916,v33-851277,True,True,True,False
526,44,central_repair_ring,Juno,route-board reach,route-board reach,v33-847813,v33-866749,True,True,True,False
527,44,riverbend_roofward,Fay,careful pointing,careful pointing,v33-722495,v33-740648,True,True,True,True
528,45,roofward_archive,Fay,careful pointing,careful pointing,v33-789809,v33-808378,True,True,True,True
529,45,archive_signal,Milo,open forward lean,open forward lean,v33-749392,v33-767701,True,True,True,False
530,45,signal_orchard,Milo,open forward lean,open forward lean,v33-643180,v33-802339,True,True,True,False
531,45,orchard_riverbend,Ari,open forward lean,open forward lean,v33-832289,v33-706672,True,True,True,False
532,45,central_repair_ring,Juno,open forward lean,open forward lean,v33-847864,v33-866798,True,True,True,False
533,45,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-793196,v33-811802,True,True,True,False
534,45,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-862800,v33-881822,True,True,True,False
535,45,archive_signal,Milo,open forward lean,open forward lean,v33-749082,v33-767388,True,True,True,False
536,45,signal_orchard,Milo,open forward lean,open forward lean,v33-784585,v33-661563,True,True,True,False
537,45,orchard_riverbend,Ari,open forward lean,open forward lean,v33-689528,v33-851912,True,True,True,False
538,45,central_repair_ring,Juno,open forward lean,open forward lean,v33-848644,v33-867585,True,True,True,False
539,45,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-793972,v33-973358,True,True,True,True
540,46,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-862653,v33-881673,True,True,True,True
541,46,archive_signal,Milo,guarded crossed arms,guarded crossed arms,v33-798168,v33-816786,True,True,True,False
542,46,signal_orchard,Milo,guarded crossed arms,guarded crossed arms,v33-690998,v33-853330,True,True,True,False
543,46,orchard_riverbend,Ari,open forward lean,open forward lean,v33-832919,v33-707289,True,True,True,False
544,46,central_repair_ring,Juno,guarded crossed arms,guarded crossed arms,v33-899635,v33-918888,True,True,True,False
545,46,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-953629,v33-973214,True,True,True,False
546,46,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861966,v33-880984,True,True,True,False
547,46,archive_signal,Milo,guarded crossed arms,guarded crossed arms,v33-798786,v33-817410,True,True,True,False
548,46,signal_orchard,Milo,guarded crossed arms,guarded crossed arms,v33-833809,v33-708326,True,True,True,False
549,46,orchard_riverbend,Ari,open forward lean,open forward lean,v33-690140,v33-852547,True,True,True,False
550,46,central_repair_ring,Juno,guarded crossed arms,guarded crossed arms,v33-899490,v33-918741,True,True,True,False
551,46,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-953487,v33-812277,True,True,True,True
552,47,roofward_archive,Fay,relieved reset stance,relieved reset stance,v33-861819,v33-880835,True,True,True,True
553,47,archive_signal,Milo,relieved reset stance,relieved reset stance,v33-815894,v33-834626,True,True,True,False
554,47,signal_orchard,Milo,relieved reset stance,relieved reset stance,v33-706882,v33-870257,True,True,True,False
555,47,orchard_riverbend,Ari,open forward lean,open forward lean,v33-833549,v33-707906,True,True,True,False
556,47,central_repair_ring,Juno,relieved reset stance,relieved reset stance,v33-918198,v33-937566,True,True,True,False
557,47,riverbend_roofward,Fay,relieved reset stance,relieved reset stance,v33-794444,v33-813060,True,True,True,False
