tick_id,day,session_id,settlement_id,resident_id,tool_name,tool_action,owner_id,location_before,location_after,carried_by_before,carried_by_after,permission_checked,visible_hand_state,tool_slot_changed,tool_returned_or_carried
728,41,session-007,lichen_bridge,Rin,tension peg,carry-visible,Rin,carried,carried,Kio,Kio,True,True,False,True
729,41,session-007,orchid_engine,Eli,gear brush,pickup,Eli,engine_ring,carried,none,Eli,True,True,True,True
730,41,session-007,moss_ward,Ari,ledger awl,carry-visible,Ari,carried,carried,Ari,Ari,True,True,True,True
731,41,session-007,glass_harbor,Oren,wick clamp,carry-visible,Oren,carried,carried,Sera,Sera,True,True,False,True
732,41,session-007,cinder_garden,Vale,basket hook,drop,Vale,carried,ash_path,Juno,none,True,True,True,True
733,41,session-007,lichen_bridge,Sol,ledger punch,carry-visible,Sol,carried,carried,Sol,Sol,True,True,True,True
734,41,session-007,orchid_engine,Bea,valve key,nearby-visible,Bea,gear_wash,gear_wash,none,none,True,True,False,True
735,41,session-007,moss_ward,Fay,loom hook,carry-visible,Fay,carried,carried,Tala,Tala,True,True,False,True
736,41,session-007,glass_harbor,Puck,rope gauge,pickup,Puck,net_room,carried,none,Puck,True,True,True,True
737,41,session-007,cinder_garden,Wren,shade mallet,carry-visible,Wren,carried,carried,Juno,Juno,True,True,False,True
738,42,session-007,orchid_engine,Eli,valve key,nearby-visible,Dax,gear_wash,gear_wash,none,none,True,True,False,True
739,42,session-007,moss_ward,Ari,loom hook,pickup,Tala,carried,carried,Tala,Ari,True,True,True,True
740,42,session-007,glass_harbor,Oren,rope gauge,carry-visible,Nia,carried,carried,Puck,Puck,True,True,False,True
741,42,session-007,cinder_garden,Vale,shade mallet,carry-visible,Pax,carried,carried,Juno,Juno,True,True,False,True
742,42,session-007,lichen_bridge,Sol,bell file,drop,Rin,carried,rope_bridge,Rin,none,True,True,True,True
743,42,session-007,orchid_engine,Bea,lamp tongs,carry-visible,Eli,carried,carried,Bea,Bea,True,True,True,True
744,42,session-007,moss_ward,Fay,reed knife,nearby-visible,Ari,rain_gate,rain_gate,none,none,True,True,False,True
745,42,session-007,glass_harbor,Puck,net shuttle,carry-visible,Oren,carried,carried,Nia,Nia,True,True,False,True
746,42,session-007,cinder_garden,Wren,calendar stylus,pickup,Vale,seed_shelf,carried,none,Wren,True,True,True,True
747,42,session-007,lichen_bridge,Kio,tension peg,carry-visible,Sol,carried,carried,Kio,Kio,True,True,True,True
748,42,session-007,orchid_engine,Cai,gear brush,carry-visible,Bea,carried,carried,Eli,Eli,True,True,False,True
749,42,session-007,moss_ward,Milo,ledger awl,drop,Fay,carried,blanket_room,Ari,none,True,True,True,True
750,42,session-007,glass_harbor,Sera,wick clamp,carry-visible,Puck,carried,carried,Sera,Sera,True,True,True,True
751,42,session-007,cinder_garden,Juno,basket hook,nearby-visible,Wren,ash_path,ash_path,none,none,True,True,False,True
752,42,session-007,lichen_bridge,Luma,ledger punch,carry-visible,Kio,carried,carried,Sol,Sol,True,True,False,True
753,42,session-007,orchid_engine,Dax,valve key,pickup,Cai,gear_wash,carried,none,Dax,True,True,True,True
754,42,session-007,moss_ward,Tala,loom hook,carry-visible,Milo,carried,carried,Ari,Ari,True,True,False,True
755,42,session-007,glass_harbor,Nia,rope gauge,carry-visible,Sera,carried,carried,Puck,Puck,True,True,False,True
756,43,session-008,lichen_bridge,Kio,ledger punch,pickup,Rin,carried,carried,Sol,Kio,True,True,True,True
757,43,session-008,orchid_engine,Cai,valve key,carry-visible,Eli,carried,carried,Dax,Dax,True,True,False,True
758,43,session-008,moss_ward,Milo,loom hook,carry-visible,Ari,carried,carried,Ari,Ari,True,True,False,True
759,43,session-008,glass_harbor,Sera,rope gauge,drop,Oren,carried,lamp_pier,Puck,none,True,True,True,True
760,43,session-008,cinder_garden,Juno,shade mallet,carry-visible,Vale,carried,carried,Juno,Juno,True,True,True,True
761,43,session-008,lichen_bridge,Luma,bell file,nearby-visible,Sol,rope_bridge,rope_bridge,none,none,True,True,False,True
762,43,session-008,orchid_engine,Dax,lamp tongs,carry-visible,Bea,carried,carried,Bea,Bea,True,True,False,True
763,43,session-008,moss_ward,Tala,reed knife,pickup,Fay,rain_gate,carried,none,Tala,True,True,True,True
764,43,session-008,glass_harbor,Nia,net shuttle,carry-visible,Puck,carried,carried,Nia,Nia,True,True,True,True
765,43,session-008,cinder_garden,Pax,calendar stylus,carry-visible,Wren,carried,carried,Wren,Wren,True,True,False,True
766,43,session-008,lichen_bridge,Rin,tension peg,drop,Kio,carried,signal_post,Kio,none,True,True,True,True
767,43,session-008,orchid_engine,Eli,gear brush,carry-visible,Cai,carried,carried,Eli,Eli,True,True,True,True
768,43,session-008,moss_ward,Ari,ledger awl,nearby-visible,Milo,blanket_room,blanket_room,none,none,True,True,False,True
769,43,session-008,glass_harbor,Oren,wick clamp,carry-visible,Sera,carried,carried,Sera,Sera,True,True,False,True
770,43,session-008,cinder_garden,Vale,basket hook,pickup,Juno,ash_path,carried,none,Vale,True,True,True,True
771,43,session-008,lichen_bridge,Sol,ledger punch,carry-visible,Luma,carried,carried,Kio,Kio,True,True,False,True
772,43,session-008,orchid_engine,Bea,valve key,carry-visible,Dax,carried,carried,Dax,Dax,True,True,False,True
773,43,session-008,moss_ward,Fay,loom hook,drop,Tala,carried,root_alcove,Ari,none,True,True,True,True
774,44,session-008,cinder_garden,Pax,basket hook,carry-visible,Vale,carried,carried,Vale,Vale,True,True,False,True
775,44,session-008,lichen_bridge,Rin,ledger punch,carry-visible,Sol,carried,carried,Kio,Kio,True,True,False,True
776,44,session-008,orchid_engine,Eli,valve key,drop,Bea,carried,engine_ring,Dax,none,True,True,True,True
777,44,session-008,moss_ward,Ari,loom hook,nearby-visible,Fay,root_alcove,root_alcove,none,none,True,True,False,True
778,44,session-008,glass_harbor,Oren,rope gauge,nearby-visible,Puck,lamp_pier,lamp_pier,none,none,True,True,False,True
779,44,session-008,cinder_garden,Vale,shade mallet,carry-visible,Wren,carried,carried,Juno,Juno,True,True,False,True
780,44,session-008,lichen_bridge,Sol,bell file,pickup,Kio,rope_bridge,carried,none,Sol,True,True,True,True
781,44,session-008,orchid_engine,Bea,lamp tongs,carry-visible,Cai,carried,carried,Bea,Bea,True,True,True,True
782,44,session-008,moss_ward,Fay,reed knife,carry-visible,Milo,carried,carried,Tala,Tala,True,True,False,True
783,44,session-008,glass_harbor,Puck,net shuttle,drop,Sera,carried,net_room,Nia,none,True,True,True,True
784,44,session-008,cinder_garden,Wren,calendar stylus,carry-visible,Juno,carried,carried,Wren,Wren,True,True,True,True
785,44,session-008,lichen_bridge,Kio,tension peg,nearby-visible,Luma,signal_post,signal_post,none,none,True,True,False,True
786,44,session-008,orchid_engine,Cai,gear brush,carry-visible,Dax,carried,carried,Eli,Eli,True,True,False,True
787,44,session-008,moss_ward,Milo,ledger awl,pickup,Tala,blanket_room,carried,none,Milo,True,True,True,True
788,44,session-008,glass_harbor,Sera,wick clamp,carry-visible,Nia,carried,carried,Sera,Sera,True,True,True,True
789,44,session-008,cinder_garden,Juno,basket hook,carry-visible,Pax,carried,carried,Vale,Vale,True,True,False,True
790,44,session-008,lichen_bridge,Luma,ledger punch,drop,Rin,carried,meal_room,Kio,none,True,True,True,True
791,44,session-008,orchid_engine,Dax,valve key,nearby-visible,Eli,engine_ring,engine_ring,none,none,True,True,True,True
792,45,session-008,glass_harbor,Puck,wick clamp,carry-visible,Puck,carried,carried,Sera,Sera,True,True,False,True
793,45,session-008,cinder_garden,Wren,basket hook,drop,Wren,carried,seed_shelf,Vale,none,True,True,True,True
794,45,session-008,lichen_bridge,Kio,ledger punch,nearby-visible,Kio,meal_room,meal_room,none,none,True,True,False,True
795,45,session-008,orchid_engine,Cai,valve key,nearby-visible,Cai,engine_ring,engine_ring,none,none,True,True,False,True
796,45,session-008,moss_ward,Milo,loom hook,nearby-visible,Milo,root_alcove,root_alcove,none,none,True,True,False,True
797,45,session-008,glass_harbor,Sera,rope gauge,pickup,Sera,lamp_pier,carried,none,Sera,True,True,True,True
798,45,session-008,cinder_garden,Juno,shade mallet,carry-visible,Juno,carried,carried,Juno,Juno,True,True,True,True
799,45,session-008,lichen_bridge,Luma,bell file,carry-visible,Luma,carried,carried,Sol,Sol,True,True,False,True
800,45,session-008,orchid_engine,Dax,lamp tongs,drop,Dax,carried,gear_wash,Bea,none,True,True,True,True
801,45,session-008,moss_ward,Tala,reed knife,carry-visible,Tala,carried,carried,Tala,Tala,True,True,True,True
802,45,session-008,glass_harbor,Nia,net shuttle,nearby-visible,Nia,net_room,net_room,none,none,True,True,False,True
803,45,session-008,cinder_garden,Pax,calendar stylus,carry-visible,Pax,carried,carried,Wren,Wren,True,True,False,True
804,45,session-008,lichen_bridge,Rin,tension peg,pickup,Rin,signal_post,carried,none,Rin,True,True,True,True
805,45,session-008,orchid_engine,Eli,gear brush,carry-visible,Eli,carried,carried,Eli,Eli,True,True,True,True
806,45,session-008,moss_ward,Ari,ledger awl,carry-visible,Ari,carried,carried,Milo,Milo,True,True,False,True
807,45,session-008,glass_harbor,Oren,wick clamp,drop,Oren,carried,fog_rail,Sera,none,True,True,True,True
808,45,session-008,cinder_garden,Vale,basket hook,nearby-visible,Vale,seed_shelf,seed_shelf,none,none,True,True,True,True
809,45,session-008,lichen_bridge,Sol,ledger punch,nearby-visible,Sol,meal_room,meal_room,none,none,True,True,False,True
810,46,session-008,moss_ward,Tala,ledger awl,drop,Milo,carried,rain_gate,Milo,none,True,True,True,True
811,46,session-008,glass_harbor,Nia,wick clamp,nearby-visible,Sera,fog_rail,fog_rail,none,none,True,True,False,True
812,46,session-008,cinder_garden,Pax,basket hook,nearby-visible,Juno,seed_shelf,seed_shelf,none,none,True,True,False,True
813,46,session-008,lichen_bridge,Rin,ledger punch,nearby-visible,Luma,meal_room,meal_room,none,none,True,True,False,True
814,46,session-008,orchid_engine,Eli,valve key,pickup,Dax,engine_ring,carried,none,Eli,True,True,True,True
815,46,session-008,moss_ward,Ari,loom hook,nearby-visible,Tala,root_alcove,root_alcove,none,none,True,True,True,True
816,46,session-008,glass_harbor,Oren,rope gauge,carry-visible,Nia,carried,carried,Sera,Sera,True,True,False,True
817,46,session-008,cinder_garden,Vale,shade mallet,drop,Pax,carried,ash_path,Juno,none,True,True,True,True
818,46,session-008,lichen_bridge,Sol,bell file,carry-visible,Rin,carried,carried,Sol,Sol,True,True,True,True
819,46,session-008,orchid_engine,Bea,lamp tongs,nearby-visible,Eli,gear_wash,gear_wash,none,none,True,True,False,True
820,46,session-008,moss_ward,Fay,reed knife,carry-visible,Ari,carried,carried,Tala,Tala,True,True,False,True
821,46,session-008,glass_harbor,Puck,net shuttle,pickup,Oren,net_room,carried,none,Puck,True,True,True,True
822,46,session-008,cinder_garden,Wren,calendar stylus,carry-visible,Vale,carried,carried,Wren,Wren,True,True,True,True
823,46,session-008,lichen_bridge,Kio,tension peg,carry-visible,Sol,carried,carried,Rin,Rin,True,True,False,True
824,46,session-008,orchid_engine,Cai,gear brush,drop,Bea,carried,orchid_bay,Eli,none,True,True,True,True
825,46,session-008,moss_ward,Milo,ledger awl,nearby-visible,Fay,rain_gate,rain_gate,none,none,True,True,True,True
826,46,session-008,glass_harbor,Sera,wick clamp,nearby-visible,Puck,fog_rail,fog_rail,none,none,True,True,False,True
827,46,session-008,cinder_garden,Juno,basket hook,nearby-visible,Wren,seed_shelf,seed_shelf,none,none,True,True,False,True
828,47,session-008,orchid_engine,Bea,gear brush,nearby-visible,Dax,orchid_bay,orchid_bay,none,none,True,True,False,True
829,47,session-008,moss_ward,Fay,ledger awl,nearby-visible,Tala,rain_gate,rain_gate,none,none,True,True,False,True
830,47,session-008,glass_harbor,Puck,wick clamp,nearby-visible,Nia,fog_rail,fog_rail,none,none,True,True,False,True
831,47,session-008,cinder_garden,Wren,basket hook,pickup,Pax,seed_shelf,carried,none,Wren,True,True,True,True
832,47,session-008,lichen_bridge,Kio,ledger punch,nearby-visible,Rin,meal_room,meal_room,none,none,True,True,True,True
833,47,session-008,orchid_engine,Cai,valve key,carry-visible,Eli,carried,carried,Eli,Eli,True,True,False,True
834,47,session-008,moss_ward,Milo,loom hook,drop,Ari,root_alcove,blanket_room,none,none,True,True,True,True
835,47,session-008,glass_harbor,Sera,rope gauge,carry-visible,Oren,carried,carried,Sera,Sera,True,True,True,True
836,47,session-008,cinder_garden,Juno,shade mallet,nearby-visible,Vale,ash_path,ash_path,none,none,True,True,False,True
837,47,session-008,lichen_bridge,Luma,bell file,carry-visible,Sol,carried,carried,Sol,Sol,True,True,False,True
838,47,session-008,orchid_engine,Dax,lamp tongs,pickup,Bea,gear_wash,carried,none,Dax,True,True,True,True
839,47,session-008,moss_ward,Tala,reed knife,carry-visible,Fay,carried,carried,Tala,Tala,True,True,True,True
840,47,session-008,glass_harbor,Nia,net shuttle,carry-visible,Puck,carried,carried,Puck,Puck,True,True,False,True
841,47,session-008,cinder_garden,Pax,calendar stylus,drop,Wren,carried,shade_tent,Wren,none,True,True,True,True
842,47,session-008,lichen_bridge,Rin,tension peg,carry-visible,Kio,carried,carried,Rin,Rin,True,True,True,True
843,47,session-008,orchid_engine,Eli,gear brush,nearby-visible,Cai,orchid_bay,orchid_bay,none,none,True,True,False,True
844,47,session-008,moss_ward,Ari,ledger awl,nearby-visible,Milo,rain_gate,rain_gate,none,none,True,True,False,True
845,47,session-008,glass_harbor,Oren,wick clamp,pickup,Sera,fog_rail,carried,none,Oren,True,True,True,True
846,48,session-008,lichen_bridge,Luma,tension peg,carry-visible,Rin,carried,carried,Rin,Rin,True,True,False,True
847,48,session-008,orchid_engine,Dax,gear brush,nearby-visible,Eli,orchid_bay,orchid_bay,none,none,True,True,False,True
848,48,session-008,moss_ward,Tala,ledger awl,pickup,Ari,rain_gate,carried,none,Tala,True,True,True,True
849,48,session-008,glass_harbor,Nia,wick clamp,carry-visible,Oren,carried,carried,Oren,Oren,True,True,False,True
850,48,session-008,cinder_garden,Pax,basket hook,carry-visible,Vale,carried,carried,Wren,Wren,True,True,False,True
851,48,session-008,lichen_bridge,Rin,ledger punch,drop,Sol,meal_room,signal_post,none,none,True,True,True,True
852,48,session-008,orchid_engine,Eli,valve key,carry-visible,Bea,carried,carried,Eli,Eli,True,True,True,True
853,48,session-008,moss_ward,Ari,loom hook,nearby-visible,Fay,blanket_room,blanket_room,none,none,True,True,False,True
854,48,session-008,glass_harbor,Oren,rope gauge,carry-visible,Puck,carried,carried,Sera,Sera,True,True,False,True
855,48,session-008,cinder_garden,Vale,shade mallet,pickup,Wren,ash_path,carried,none,Vale,True,True,True,True
856,48,session-008,lichen_bridge,Sol,bell file,carry-visible,Kio,carried,carried,Sol,Sol,True,True,True,True
857,48,session-008,orchid_engine,Bea,lamp tongs,carry-visible,Cai,carried,carried,Dax,Dax,True,True,False,True
858,48,session-008,moss_ward,Fay,reed knife,drop,Milo,carried,root_alcove,Tala,none,True,True,True,True
859,48,session-008,glass_harbor,Puck,net shuttle,carry-visible,Sera,carried,carried,Puck,Puck,True,True,True,True
860,48,session-008,cinder_garden,Wren,calendar stylus,nearby-visible,Juno,shade_tent,shade_tent,none,none,True,True,False,True
861,48,session-008,lichen_bridge,Kio,tension peg,carry-visible,Luma,carried,carried,Rin,Rin,True,True,False,True
862,48,session-008,orchid_engine,Cai,gear brush,pickup,Dax,orchid_bay,carried,none,Cai,True,True,True,True
863,48,session-008,moss_ward,Milo,ledger awl,carry-visible,Tala,carried,carried,Tala,Tala,True,True,False,True
864,49,session-009,cinder_garden,Vale,calendar stylus,nearby-visible,Vale,shade_tent,shade_tent,none,none,True,True,False,True
865,49,session-009,lichen_bridge,Sol,tension peg,pickup,Sol,carried,carried,Rin,Sol,True,True,True,True
866,49,session-009,orchid_engine,Bea,gear brush,carry-visible,Bea,carried,carried,Cai,Cai,True,True,False,True
867,49,session-009,moss_ward,Fay,ledger awl,carry-visible,Fay,carried,carried,Tala,Tala,True,True,False,True
868,49,session-009,glass_harbor,Puck,wick clamp,drop,Puck,carried,net_room,Oren,none,True,True,True,True
869,49,session-009,cinder_garden,Wren,basket hook,carry-visible,Wren,carried,carried,Wren,Wren,True,True,True,True
870,49,session-009,lichen_bridge,Kio,ledger punch,nearby-visible,Kio,signal_post,signal_post,none,none,True,True,False,True
871,49,session-009,orchid_engine,Cai,valve key,carry-visible,Cai,carried,carried,Eli,Eli,True,True,False,True
872,49,session-009,moss_ward,Milo,loom hook,pickup,Milo,blanket_room,carried,none,Milo,True,True,True,True
873,49,session-009,glass_harbor,Sera,rope gauge,carry-visible,Sera,carried,carried,Sera,Sera,True,True,True,True
874,49,session-009,cinder_garden,Juno,shade mallet,carry-visible,Juno,carried,carried,Vale,Vale,True,True,False,True
875,49,session-009,lichen_bridge,Luma,bell file,drop,Luma,carried,meal_room,Sol,none,True,True,True,True
876,49,session-009,orchid_engine,Dax,lamp tongs,carry-visible,Dax,carried,carried,Dax,Dax,True,True,True,True
877,49,session-009,moss_ward,Tala,reed knife,nearby-visible,Tala,root_alcove,root_alcove,none,none,True,True,False,True
878,49,session-009,glass_harbor,Nia,net shuttle,carry-visible,Nia,carried,carried,Puck,Puck,True,True,False,True
879,49,session-009,cinder_garden,Pax,calendar stylus,pickup,Pax,shade_tent,carried,none,Pax,True,True,True,True
880,49,session-009,lichen_bridge,Rin,tension peg,carry-visible,Rin,carried,carried,Sol,Sol,True,True,False,True
881,49,session-009,orchid_engine,Eli,gear brush,carry-visible,Eli,carried,carried,Cai,Cai,True,True,False,True
882,50,session-009,glass_harbor,Sera,net shuttle,pickup,Puck,carried,carried,Puck,Sera,True,True,True,True
883,50,session-009,cinder_garden,Juno,calendar stylus,carry-visible,Wren,carried,carried,Pax,Pax,True,True,False,True
884,50,session-009,lichen_bridge,Luma,tension peg,carry-visible,Kio,carried,carried,Sol,Sol,True,True,False,True
885,50,session-009,orchid_engine,Dax,gear brush,drop,Cai,carried,gear_wash,Cai,none,True,True,True,True
886,50,session-009,moss_ward,Tala,ledger awl,carry-visible,Milo,carried,carried,Tala,Tala,True,True,True,True
887,50,session-009,glass_harbor,Nia,wick clamp,nearby-visible,Sera,net_room,net_room,none,none,True,True,False,True
888,50,session-009,cinder_garden,Pax,basket hook,carry-visible,Juno,carried,carried,Wren,Wren,True,True,False,True
889,50,session-009,lichen_bridge,Rin,ledger punch,pickup,Luma,signal_post,carried,none,Rin,True,True,True,True
890,50,session-009,orchid_engine,Eli,valve key,carry-visible,Dax,carried,carried,Eli,Eli,True,True,True,True
891,50,session-009,moss_ward,Ari,loom hook,carry-visible,Tala,carried,carried,Milo,Milo,True,True,False,True
892,50,session-009,glass_harbor,Oren,rope gauge,drop,Nia,carried,fog_rail,Sera,none,True,True,True,True
893,50,session-009,cinder_garden,Vale,shade mallet,carry-visible,Pax,carried,carried,Vale,Vale,True,True,True,True
894,50,session-009,lichen_bridge,Sol,bell file,nearby-visible,Rin,meal_room,meal_room,none,none,True,True,False,True
895,50,session-009,orchid_engine,Bea,lamp tongs,carry-visible,Eli,carried,carried,Dax,Dax,True,True,False,True
896,50,session-009,moss_ward,Fay,reed knife,pickup,Ari,root_alcove,carried,none,Fay,True,True,True,True
897,50,session-009,glass_harbor,Puck,net shuttle,carry-visible,Oren,carried,carried,Sera,Sera,True,True,False,True
898,50,session-009,cinder_garden,Wren,calendar stylus,carry-visible,Vale,carried,carried,Pax,Pax,True,True,False,True
899,50,session-009,lichen_bridge,Kio,tension peg,drop,Sol,carried,rope_bridge,Sol,none,True,True,True,True
900,51,session-009,moss_ward,Ari,reed knife,carry-visible,Milo,carried,carried,Fay,Fay,True,True,False,True
901,51,session-009,glass_harbor,Oren,net shuttle,carry-visible,Sera,carried,carried,Sera,Sera,True,True,False,True
902,51,session-009,cinder_garden,Vale,calendar stylus,drop,Juno,carried,ash_path,Pax,none,True,True,True,True
903,51,session-009,lichen_bridge,Sol,tension peg,nearby-visible,Luma,rope_bridge,rope_bridge,none,none,True,True,False,True
904,51,session-009,orchid_engine,Bea,gear brush,nearby-visible,Dax,gear_wash,gear_wash,none,none,True,True,False,True
905,51,session-009,moss_ward,Fay,ledger awl,carry-visible,Tala,carried,carried,Tala,Tala,True,True,False,True
906,51,session-009,glass_harbor,Puck,wick clamp,pickup,Nia,net_room,carried,none,Puck,True,True,True,True
907,51,session-009,cinder_garden,Wren,basket hook,carry-visible,Pax,carried,carried,Wren,Wren,True,True,True,True
908,51,session-009,lichen_bridge,Kio,ledger punch,carry-visible,Rin,carried,carried,Rin,Rin,True,True,False,True
909,51,session-009,orchid_engine,Cai,valve key,drop,Eli,carried,orchid_bay,Eli,none,True,True,True,True
910,51,session-009,moss_ward,Milo,loom hook,carry-visible,Ari,carried,carried,Milo,Milo,True,True,True,True
911,51,session-009,glass_harbor,Sera,rope gauge,nearby-visible,Oren,fog_rail,fog_rail,none,none,True,True,False,True
912,51,session-009,cinder_garden,Juno,shade mallet,carry-visible,Vale,carried,carried,Vale,Vale,True,True,False,True
913,51,session-009,lichen_bridge,Luma,bell file,pickup,Sol,meal_room,carried,none,Luma,True,True,True,True
914,51,session-009,orchid_engine,Dax,lamp tongs,carry-visible,Bea,carried,carried,Dax,Dax,True,True,True,True
915,51,session-009,moss_ward,Tala,reed knife,carry-visible,Fay,carried,carried,Fay,Fay,True,True,False,True
916,51,session-009,glass_harbor,Nia,net shuttle,drop,Puck,carried,lamp_pier,Sera,none,True,True,True,True
917,51,session-009,cinder_garden,Pax,calendar stylus,nearby-visible,Wren,ash_path,ash_path,none,none,True,True,True,True
918,52,session-009,orchid_engine,Cai,lamp tongs,carry-visible,Dax,carried,carried,Dax,Dax,True,True,False,True
919,52,session-009,moss_ward,Milo,reed knife,drop,Tala,carried,blanket_room,Fay,none,True,True,True,True
920,52,session-009,glass_harbor,Sera,net shuttle,nearby-visible,Nia,lamp_pier,lamp_pier,none,none,True,True,False,True
921,52,session-009,cinder_garden,Juno,calendar stylus,nearby-visible,Pax,ash_path,ash_path,none,none,True,True,False,True
922,52,session-009,lichen_bridge,Luma,tension peg,nearby-visible,Rin,rope_bridge,rope_bridge,none,none,True,True,False,True
923,52,session-009,orchid_engine,Dax,gear brush,pickup,Eli,gear_wash,carried,none,Dax,True,True,True,True
924,52,session-009,moss_ward,Tala,ledger awl,carry-visible,Ari,carried,carried,Tala,Tala,True,True,True,True
925,52,session-009,glass_harbor,Nia,wick clamp,carry-visible,Oren,carried,carried,Puck,Puck,True,True,False,True
926,52,session-009,cinder_garden,Pax,basket hook,drop,Vale,carried,shade_tent,Wren,none,True,True,True,True
927,52,session-009,lichen_bridge,Rin,ledger punch,carry-visible,Sol,carried,carried,Rin,Rin,True,True,True,True
928,52,session-009,orchid_engine,Eli,valve key,nearby-visible,Bea,orchid_bay,orchid_bay,none,none,True,True,False,True
929,52,session-009,moss_ward,Ari,loom hook,carry-visible,Fay,carried,carried,Milo,Milo,True,True,False,True
930,52,session-009,glass_harbor,Oren,rope gauge,pickup,Puck,fog_rail,carried,none,Oren,True,True,True,True
931,52,session-009,cinder_garden,Vale,shade mallet,carry-visible,Wren,carried,carried,Vale,Vale,True,True,True,True
932,52,session-009,lichen_bridge,Sol,bell file,carry-visible,Kio,carried,carried,Luma,Luma,True,True,False,True
933,52,session-009,orchid_engine,Bea,lamp tongs,drop,Cai,carried,engine_ring,Dax,none,True,True,True,True
934,52,session-009,moss_ward,Fay,reed knife,nearby-visible,Milo,blanket_room,blanket_room,none,none,True,True,True,True
935,52,session-009,glass_harbor,Puck,net shuttle,nearby-visible,Sera,lamp_pier,lamp_pier,none,none,True,True,False,True
936,53,session-009,lichen_bridge,Rin,bell file,drop,Rin,carried,signal_post,Luma,none,True,True,True,True
937,53,session-009,orchid_engine,Eli,lamp tongs,nearby-visible,Eli,engine_ring,engine_ring,none,none,True,True,False,True
938,53,session-009,moss_ward,Ari,reed knife,nearby-visible,Ari,blanket_room,blanket_room,none,none,True,True,False,True
939,53,session-009,glass_harbor,Oren,net shuttle,nearby-visible,Oren,lamp_pier,lamp_pier,none,none,True,True,False,True
940,53,session-009,cinder_garden,Vale,calendar stylus,pickup,Vale,ash_path,carried,none,Vale,True,True,True,True
941,53,session-009,lichen_bridge,Sol,tension peg,nearby-visible,Sol,rope_bridge,rope_bridge,none,none,True,True,True,True
942,53,session-009,orchid_engine,Bea,gear brush,carry-visible,Bea,carried,carried,Dax,Dax,True,True,False,True
943,53,session-009,moss_ward,Fay,ledger awl,drop,Fay,carried,root_alcove,Tala,none,True,True,True,True
944,53,session-009,glass_harbor,Puck,wick clamp,carry-visible,Puck,carried,carried,Puck,Puck,True,True,True,True
945,53,session-009,cinder_garden,Wren,basket hook,nearby-visible,Wren,shade_tent,shade_tent,none,none,True,True,False,True
946,53,session-009,lichen_bridge,Kio,ledger punch,carry-visible,Kio,carried,carried,Rin,Rin,True,True,False,True
947,53,session-009,orchid_engine,Cai,valve key,pickup,Cai,orchid_bay,carried,none,Cai,True,True,True,True
948,53,session-009,moss_ward,Milo,loom hook,carry-visible,Milo,carried,carried,Milo,Milo,True,True,True,True
949,53,session-009,glass_harbor,Sera,rope gauge,carry-visible,Sera,carried,carried,Oren,Oren,True,True,False,True
950,53,session-009,cinder_garden,Juno,shade mallet,drop,Juno,carried,seed_shelf,Vale,none,True,True,True,True
951,53,session-009,lichen_bridge,Luma,bell file,nearby-visible,Luma,signal_post,signal_post,none,none,True,True,True,True
952,53,session-009,orchid_engine,Dax,lamp tongs,nearby-visible,Dax,engine_ring,engine_ring,none,none,True,True,False,True
953,53,session-009,moss_ward,Tala,reed knife,nearby-visible,Tala,blanket_room,blanket_room,none,none,True,True,False,True
954,54,session-009,cinder_garden,Wren,shade mallet,nearby-visible,Vale,seed_shelf,seed_shelf,none,none,True,True,False,True
955,54,session-009,lichen_bridge,Kio,bell file,nearby-visible,Sol,signal_post,signal_post,none,none,True,True,False,True
956,54,session-009,orchid_engine,Cai,lamp tongs,nearby-visible,Bea,engine_ring,engine_ring,none,none,True,True,False,True
957,54,session-009,moss_ward,Milo,reed knife,pickup,Fay,blanket_room,carried,none,Milo,True,True,True,True
958,54,session-009,glass_harbor,Sera,net shuttle,nearby-visible,Puck,lamp_pier,lamp_pier,none,none,True,True,True,True
959,54,session-009,cinder_garden,Juno,calendar stylus,carry-visible,Wren,carried,carried,Vale,Vale,True,True,False,True
960,54,session-009,lichen_bridge,Luma,tension peg,drop,Kio,rope_bridge,meal_room,none,none,True,True,True,True
961,54,session-009,orchid_engine,Dax,gear brush,carry-visible,Cai,carried,carried,Dax,Dax,True,True,True,True
962,54,session-009,moss_ward,Tala,ledger awl,nearby-visible,Milo,root_alcove,root_alcove,none,none,True,True,False,True
963,54,session-009,glass_harbor,Nia,wick clamp,carry-visible,Sera,carried,carried,Puck,Puck,True,True,False,True
964,54,session-009,cinder_garden,Pax,basket hook,pickup,Juno,shade_tent,carried,none,Pax,True,True,True,True
965,54,session-009,lichen_bridge,Rin,ledger punch,carry-visible,Luma,carried,carried,Rin,Rin,True,True,True,True
966,54,session-009,orchid_engine,Eli,valve key,carry-visible,Dax,carried,carried,Cai,Cai,True,True,False,True
967,54,session-009,moss_ward,Ari,loom hook,drop,Tala,carried,rain_gate,Milo,none,True,True,True,True
968,54,session-009,glass_harbor,Oren,rope gauge,carry-visible,Nia,carried,carried,Oren,Oren,True,True,True,True
969,54,session-009,cinder_garden,Vale,shade mallet,nearby-visible,Pax,seed_shelf,seed_shelf,none,none,True,True,False,True
970,54,session-009,lichen_bridge,Sol,bell file,nearby-visible,Rin,signal_post,signal_post,none,none,True,True,False,True
971,54,session-009,orchid_engine,Bea,lamp tongs,pickup,Eli,engine_ring,carried,none,Bea,True,True,True,True
