tick_id,day,session_id,settlement_id,resident_id,site_id,start_x,start_y,target_x,target_y,distance_before,distance_after,path_nodes,collision_or_boundary,arrived_or_closer,sensory_marker,frequency_hz,flower_phase
515,29,session-005,lichen_bridge,Luma,rope_bridge,10,7,1,7,9,5,10->7|11->8|12->9|13->9|14->9,clear,True,damp rope,13.26905,0.488365
516,29,session-005,orchid_engine,Dax,gear_wash,11,9,8,8,4,0,11->9|12->10|13->11|14->11|15->11,clear,True,gear oil,15.62505,0.514143
517,29,session-005,moss_ward,Tala,root_alcove,12,0,9,2,5,1,12->0|13->1|14->2|15->2|16->2,clear,True,root ink,10.96705,0.470921
518,29,session-005,glass_harbor,Nia,lamp_pier,0,2,3,9,10,6,0->2|1->3|2->4|3->4|4->4,clear,True,lamp oil,12.08975,0.486698
519,29,session-005,cinder_garden,Pax,ash_path,1,4,5,9,9,5,1->4|2->5|3->6|4->6|5->6,clear,True,cool ash,14.65335,0.510476
520,29,session-005,lichen_bridge,Rin,meal_room,2,6,9,5,8,4,2->6|3->7|4->8|5->8|6->8,clear,True,lichen soup,13.32635,0.502254
521,29,session-005,orchid_engine,Eli,engine_ring,3,8,4,3,6,2,3->8|4->9|5->10|6->10|7->10,clear,True,warm iron,15.6652,0.528032
522,30,session-005,glass_harbor,Sera,fog_rail,0,8,11,3,16,12,0->8|1->9|2->10|3->10|4->10,clear,True,cold fog,12.12765,0.498286
523,30,session-005,cinder_garden,Juno,seed_shelf,1,10,2,5,6,2,1->10|2->11|3->12|4->12|5->12,clear,True,seed oil,14.707,0.522063
524,30,session-005,lichen_bridge,Luma,signal_post,2,1,6,10,13,9,2->1|3->2|4->3|5->3|6->3,clear,True,bell hum,13.362046,0.513841
525,30,session-005,orchid_engine,Dax,orchid_bay,3,3,12,4,10,6,3->3|4->4|5->5|6->5|7->5,clear,True,orchid steam,15.6973,0.539619
526,30,session-005,moss_ward,Tala,rain_gate,4,5,2,8,5,1,4->5|5->6|6->7|7->7|8->7,clear,True,wet moss,11.0662,0.496397
527,30,session-005,glass_harbor,Nia,net_room,5,7,7,5,4,0,5->7|6->8|7->9|8->9|9->9,clear,True,salt fiber,12.216,0.512175
528,30,session-005,cinder_garden,Pax,shade_tent,6,9,10,6,7,3,6->9|7->10|8->11|9->11|10->11,clear,True,dry shade,14.758214,0.535952
529,30,session-005,lichen_bridge,Rin,rope_bridge,7,0,1,7,13,9,7->0|8->1|9->2|10->2|11->2,clear,True,damp rope,13.416946,0.52773
530,30,session-005,orchid_engine,Eli,gear_wash,8,2,8,8,6,2,8->2|9->3|10->4|11->4|12->4,clear,True,gear oil,15.76435,0.553508
531,30,session-005,moss_ward,Ari,root_alcove,9,4,9,2,2,0,9->4|10->5|11->6,clear,True,root ink,11.13,0.510286
532,30,session-005,glass_harbor,Oren,lamp_pier,10,6,3,9,10,6,10->6|11->7|12->8|13->8|14->8,wet edge reroute,True,lamp oil,12.2444,0.526063
533,30,session-005,cinder_garden,Vale,ash_path,11,8,5,9,7,3,11->8|12->9|13->10|14->10|15->10,clear,True,cool ash,14.813014,0.549841
534,30,session-005,lichen_bridge,Sol,meal_room,12,10,9,5,8,4,12->10|13->11|14->12|15->12|16->12,clear,True,lichen soup,13.4809,0.541619
535,30,session-005,orchid_engine,Bea,engine_ring,0,1,4,3,6,2,0->1|1->2|2->3|3->3|4->3,clear,True,warm iron,15.819,0.567397
536,30,session-005,moss_ward,Fay,blanket_room,1,3,6,4,6,2,1->3|2->4|3->5|4->5|5->5,clear,True,warm wool,11.1703,0.524175
537,30,session-005,glass_harbor,Puck,fog_rail,2,5,11,3,11,7,2->5|3->6|4->7|5->7|6->7,clear,True,cold fog,12.297464,0.539952
538,30,session-005,cinder_garden,Wren,seed_shelf,3,7,2,5,3,0,3->7|4->8|5->9|6->9,clear,True,seed oil,14.8873,0.56373
539,30,session-005,lichen_bridge,Kio,signal_post,4,9,6,10,3,0,4->9|5->10|6->11|7->11,clear,True,bell hum,13.5578,0.555508
540,31,session-006,moss_ward,Ari,rain_gate,1,9,2,8,2,0,1->9|2->10|3->11,clear,True,wet moss,11.22915,0.535762
541,31,session-006,glass_harbor,Oren,net_room,2,0,7,5,10,6,2->0|3->1|4->2|5->2|6->2,clear,True,salt fiber,12.34365,0.55154
542,31,session-006,cinder_garden,Vale,shade_tent,3,2,10,6,11,7,3->2|4->3|5->4|6->4|7->4,clear,True,dry shade,14.902814,0.575317
543,31,session-006,lichen_bridge,Sol,rope_bridge,4,4,1,7,6,2,4->4|5->5|6->6|7->6|8->6,clear,True,damp rope,13.58765,0.567095
544,31,session-006,orchid_engine,Bea,gear_wash,5,6,8,8,5,1,5->6|6->7|7->8|8->8|9->8,clear,True,gear oil,15.92415,0.592873
545,31,session-006,moss_ward,Fay,root_alcove,6,8,9,2,9,5,6->8|7->9|8->10|9->10|10->10,clear,True,root ink,11.25955,0.549651
546,31,session-006,glass_harbor,Puck,lamp_pier,7,10,3,9,5,1,7->10|8->11|9->12|10->12|11->12,clear,True,lamp oil,12.41635,0.565429
547,31,session-006,cinder_garden,Wren,ash_path,8,1,5,9,11,7,8->1|9->2|10->3|11->3|12->3,clear,True,cool ash,14.957914,0.589206
548,31,session-006,lichen_bridge,Kio,meal_room,9,3,9,5,2,0,9->3|10->4|11->5,clear,True,lichen soup,13.65695,0.580984
549,31,session-006,orchid_engine,Cai,engine_ring,10,5,4,3,8,4,10->5|11->6|12->7|13->7|14->7,clear,True,warm iron,15.9662,0.606762
550,31,session-006,moss_ward,Milo,blanket_room,11,7,6,4,8,4,11->7|12->8|13->9|14->9|15->9,clear,True,warm wool,11.31695,0.56354
551,31,session-006,glass_harbor,Sera,fog_rail,12,9,11,3,7,3,12->9|13->10|14->11|15->11|16->11,wet edge reroute,True,cold fog,12.461364,0.579317
552,31,session-006,cinder_garden,Juno,seed_shelf,0,0,2,5,7,3,0->0|1->1|2->2|3->2|4->2,clear,True,seed oil,15.021964,0.603095
553,31,session-006,lichen_bridge,Luma,signal_post,1,2,6,10,13,9,1->2|2->3|3->4|4->4|5->4,clear,True,bell hum,13.681296,0.594873
554,31,session-006,orchid_engine,Dax,orchid_bay,2,4,12,4,10,6,2->4|3->5|4->6|5->6|6->6,clear,True,orchid steam,16.01655,0.620651
555,31,session-006,moss_ward,Tala,rain_gate,3,6,2,8,3,0,3->6|4->7|5->8|6->8,clear,True,wet moss,11.39445,0.577429
556,31,session-006,glass_harbor,Nia,net_room,4,8,7,5,6,2,4->8|5->9|6->10|7->10|8->10,clear,True,salt fiber,12.52015,0.593206
557,31,session-006,cinder_garden,Pax,shade_tent,5,10,10,6,9,5,5->10|6->11|7->12|8->12|9->12,clear,True,dry shade,15.07175,0.616984
558,32,session-006,orchid_engine,Cai,gear_wash,2,10,8,8,8,4,2->10|3->11|4->12|5->12|6->12,clear,True,gear oil,16.06535,0.632238
559,32,session-006,moss_ward,Milo,root_alcove,3,1,9,2,7,3,3->1|4->2|5->3|6->3|7->3,clear,True,root ink,11.419414,0.589016
560,32,session-006,glass_harbor,Sera,lamp_pier,4,3,3,9,7,3,4->3|5->4|6->5|7->5|8->5,clear,True,lamp oil,12.560514,0.604794
561,32,session-006,cinder_garden,Juno,ash_path,5,5,5,9,4,0,5->5|6->6|7->7|8->7|9->7,clear,True,cool ash,15.1405,0.628571
562,32,session-006,lichen_bridge,Luma,meal_room,6,7,9,5,5,1,6->7|7->8|8->9|9->9|10->9,clear,True,lichen soup,13.8027,0.620349
563,32,session-006,orchid_engine,Dax,engine_ring,7,9,4,3,9,5,7->9|8->10|9->11|10->11|11->11,clear,True,warm iron,16.1178,0.646127
564,32,session-006,moss_ward,Tala,blanket_room,8,0,6,4,6,2,8->0|9->1|10->2|11->2|12->2,clear,True,warm wool,11.4786,0.602905
565,32,session-006,glass_harbor,Nia,fog_rail,9,2,11,3,3,0,9->2|10->3|11->4|12->4,clear,True,cold fog,12.6344,0.618683
566,32,session-006,cinder_garden,Pax,seed_shelf,10,4,2,5,9,5,10->4|11->5|12->6|13->6|14->6,clear,True,seed oil,15.1709,0.64246
567,32,session-006,lichen_bridge,Rin,signal_post,11,6,6,10,9,5,11->6|12->7|13->8|14->8|15->8,clear,True,bell hum,13.84135,0.634238
568,32,session-006,orchid_engine,Eli,orchid_bay,12,8,12,4,4,0,12->8|13->9|14->10|15->10|16->10,clear,True,orchid steam,16.1976,0.660016
569,32,session-006,moss_ward,Ari,rain_gate,0,10,2,8,4,0,0->10|1->11|2->12|3->12|4->12,clear,True,wet moss,11.5484,0.616794
570,32,session-006,glass_harbor,Oren,net_room,1,1,7,5,10,6,1->1|2->2|3->3|4->3|5->3,wet edge reroute,True,salt fiber,12.6629,0.632571
571,32,session-006,cinder_garden,Vale,shade_tent,2,3,10,6,11,7,2->3|3->4|4->5|5->5|6->5,clear,True,dry shade,15.222064,0.656349
572,32,session-006,lichen_bridge,Sol,rope_bridge,3,5,1,7,4,0,3->5|4->6|5->7|6->7|7->7,clear,True,damp rope,13.9218,0.648127
573,32,session-006,orchid_engine,Bea,gear_wash,4,7,8,8,5,1,4->7|5->8|6->9|7->9|8->9,clear,True,gear oil,16.2434,0.673905
574,32,session-006,moss_ward,Fay,root_alcove,5,9,9,2,11,7,5->9|6->10|7->11|8->11|9->11,clear,True,root ink,11.575064,0.630683
575,32,session-006,glass_harbor,Puck,lamp_pier,6,0,3,9,12,8,6->0|7->1|8->2|9->2|10->2,clear,True,lamp oil,12.7146,0.64646
576,33,session-006,lichen_bridge,Rin,meal_room,3,0,9,5,11,7,3->0|4->1|5->2|6->2|7->2,clear,True,lichen soup,13.936864,0.659714
577,33,session-006,orchid_engine,Eli,engine_ring,4,2,4,3,1,0,4->2|5->3,clear,True,warm iron,16.29685,0.685492
578,33,session-006,moss_ward,Ari,blanket_room,5,4,6,4,1,0,5->4|6->5,clear,True,warm wool,11.64755,0.64227
579,33,session-006,glass_harbor,Oren,fog_rail,6,6,11,3,8,4,6->6|7->7|8->8|9->8|10->8,clear,True,cold fog,12.76665,0.658048
580,33,session-006,cinder_garden,Vale,seed_shelf,7,8,2,5,8,4,7->8|8->9|9->10|10->10|11->10,clear,True,seed oil,15.32745,0.681825
581,33,session-006,lichen_bridge,Sol,signal_post,8,10,6,10,2,0,8->10|9->11|10->12,clear,True,bell hum,14.02105,0.673603
582,33,session-006,orchid_engine,Bea,orchid_bay,9,1,12,4,6,2,9->1|10->2|11->3|12->3|13->3,clear,True,orchid steam,16.33655,0.699381
583,33,session-006,moss_ward,Fay,rain_gate,10,3,2,8,13,9,10->3|11->4|12->5|13->5|14->5,clear,True,wet moss,11.671796,0.656159
584,33,session-006,glass_harbor,Puck,net_room,11,5,7,5,4,0,11->5|12->6|13->7|14->7|15->7,clear,True,salt fiber,12.84385,0.671937
585,33,session-006,cinder_garden,Wren,shade_tent,12,7,10,6,3,0,12->7|13->8|14->9|15->9,clear,True,dry shade,15.4048,0.695714
586,33,session-006,lichen_bridge,Kio,rope_bridge,0,9,1,7,3,0,0->9|1->10|2->11|3->11,clear,True,damp rope,14.0752,0.687492
587,33,session-006,orchid_engine,Cai,gear_wash,1,0,8,8,15,11,1->0|2->1|3->2|4->2|5->2,clear,True,gear oil,16.3741,0.71327
588,33,session-006,moss_ward,Milo,root_alcove,2,2,9,2,7,3,2->2|3->3|4->4|5->4|6->4,clear,True,root ink,11.738564,0.670048
589,33,session-006,glass_harbor,Sera,lamp_pier,3,4,3,9,5,1,3->4|4->5|5->6|6->6|7->6,wet edge reroute,True,lamp oil,12.89005,0.685825
590,33,session-006,cinder_garden,Juno,ash_path,4,6,5,9,4,0,4->6|5->7|6->8|7->8|8->8,clear,True,cool ash,15.45965,0.709603
591,33,session-006,lichen_bridge,Luma,meal_room,5,8,9,5,7,3,5->8|6->9|7->10|8->10|9->10,clear,True,lichen soup,14.111664,0.701381
592,33,session-006,orchid_engine,Dax,engine_ring,6,10,4,3,9,5,6->10|7->11|8->12|9->12|10->12,clear,True,warm iron,16.43695,0.727159
593,33,session-006,moss_ward,Tala,blanket_room,7,1,6,4,4,0,7->1|8->2|9->3|10->3|11->3,clear,True,warm wool,11.81285,0.683937
594,34,session-006,cinder_garden,Wren,seed_shelf,4,1,2,5,6,2,4->1|5->2|6->3|7->3|8->3,clear,True,seed oil,15.48895,0.72119
595,34,session-006,lichen_bridge,Kio,signal_post,5,3,6,10,8,4,5->3|6->4|7->5|8->5|9->5,clear,True,bell hum,14.15195,0.712968
596,34,session-006,orchid_engine,Cai,orchid_bay,6,5,12,4,7,3,6->5|7->6|8->7|9->7|10->7,clear,True,orchid steam,16.487064,0.738746
597,34,session-006,moss_ward,Milo,rain_gate,7,7,2,8,6,2,7->7|8->8|9->9|10->9|11->9,clear,True,wet moss,11.8421,0.695524
598,34,session-006,glass_harbor,Sera,net_room,8,9,7,5,5,1,8->9|9->10|10->11|11->11|12->11,clear,True,salt fiber,12.9892,0.711302
599,34,session-006,cinder_garden,Juno,shade_tent,9,0,10,6,7,3,9->0|10->1|11->2|12->2|13->2,clear,True,dry shade,15.539614,0.735079
600,34,session-006,lichen_bridge,Luma,rope_bridge,10,2,1,7,14,10,10->2|11->3|12->4|13->4|14->4,clear,True,damp rope,14.197957,0.726857
601,34,session-006,orchid_engine,Dax,gear_wash,11,4,8,8,7,3,11->4|12->5|13->6|14->6|15->6,clear,True,gear oil,16.541914,0.752635
602,34,session-006,moss_ward,Tala,root_alcove,12,6,9,2,7,3,12->6|13->7|14->8|15->8|16->8,clear,True,root ink,11.892714,0.709413
603,34,session-006,glass_harbor,Nia,lamp_pier,0,8,3,9,4,0,0->8|1->9|2->10|3->10|4->10,clear,True,lamp oil,13.05255,0.72519
604,34,session-006,cinder_garden,Pax,ash_path,1,10,5,9,5,1,1->10|2->11|3->12|4->12|5->12,clear,True,cool ash,15.60515,0.748968
605,34,session-006,lichen_bridge,Rin,meal_room,2,1,9,5,11,7,2->1|3->2|4->3|5->3|6->3,clear,True,lichen soup,14.256114,0.740746
606,34,session-006,orchid_engine,Eli,engine_ring,3,3,4,3,1,0,3->3|4->4,clear,True,warm iron,16.616,0.766524
607,34,session-006,moss_ward,Ari,blanket_room,4,5,6,4,3,0,4->5|5->6|6->7|7->7,clear,True,warm wool,11.9668,0.723302
608,34,session-006,glass_harbor,Oren,fog_rail,5,7,11,3,10,6,5->7|6->8|7->9|8->9|9->9,wet edge reroute,True,cold fog,13.0813,0.739079
609,34,session-006,cinder_garden,Vale,seed_shelf,6,9,2,5,8,4,6->9|7->10|8->11|9->11|10->11,clear,True,seed oil,15.6467,0.762857
610,34,session-006,lichen_bridge,Sol,signal_post,7,0,6,10,11,7,7->0|8->1|9->2|10->2|11->2,clear,True,bell hum,14.311664,0.754635
611,34,session-006,orchid_engine,Bea,orchid_bay,8,2,12,4,6,2,8->2|9->3|10->4|11->4|12->4,clear,True,orchid steam,16.6558,0.780413
612,35,session-006,glass_harbor,Nia,net_room,5,2,7,5,5,1,5->2|6->3|7->4|8->4|9->4,clear,True,salt fiber,13.1427,0.750667
613,35,session-006,cinder_garden,Pax,shade_tent,6,4,10,6,6,2,6->4|7->5|8->6|9->6|10->6,clear,True,dry shade,15.6984,0.774444
614,35,session-006,lichen_bridge,Rin,rope_bridge,7,6,1,7,7,3,7->6|8->7|9->8|10->8|11->8,clear,True,damp rope,14.364714,0.766222
615,35,session-006,orchid_engine,Eli,gear_wash,8,8,8,8,0,0,8->8,clear,True,gear oil,16.71525,0.792
616,35,session-006,moss_ward,Ari,root_alcove,9,10,9,2,8,4,9->10|10->11|11->12|12->12|13->12,clear,True,root ink,12.04345,0.748778
617,35,session-006,glass_harbor,Oren,lamp_pier,10,1,3,9,15,11,10->1|11->2|12->3|13->3|14->3,clear,True,lamp oil,13.17455,0.764556
618,35,session-006,cinder_garden,Vale,ash_path,11,3,5,9,12,8,11->3|12->4|13->5|14->5|15->5,clear,True,cool ash,15.73835,0.788333
619,35,session-006,lichen_bridge,Sol,meal_room,12,5,9,5,3,0,12->5|13->6|14->7|15->7,clear,True,lichen soup,14.43955,0.780111
620,35,session-006,orchid_engine,Bea,engine_ring,0,7,4,3,8,4,0->7|1->8|2->9|3->9|4->9,clear,True,warm iron,16.74745,0.805889
621,35,session-006,moss_ward,Fay,blanket_room,1,9,6,4,10,6,1->9|2->10|3->11|4->11|5->11,clear,True,warm wool,12.0942,0.762667
622,35,session-006,glass_harbor,Puck,fog_rail,2,0,11,3,12,8,2->0|3->1|4->2|5->2|6->2,clear,True,cold fog,13.2321,0.778444
623,35,session-006,cinder_garden,Wren,seed_shelf,3,2,2,5,4,0,3->2|4->3|5->4|6->4|7->4,clear,True,seed oil,15.8232,0.802222
624,35,session-006,lichen_bridge,Kio,signal_post,4,4,6,10,8,4,4->4|5->5|6->6|7->6|8->6,clear,True,bell hum,14.4711,0.794
625,35,session-006,orchid_engine,Cai,orchid_bay,5,6,12,4,9,5,5->6|6->7|7->8|8->8|9->8,clear,True,orchid steam,16.8006,0.819778
626,35,session-006,moss_ward,Milo,rain_gate,6,8,2,8,4,0,6->8|7->9|8->10|9->10|10->10,clear,True,wet moss,12.17625,0.776556
627,35,session-006,glass_harbor,Sera,net_room,7,10,7,5,5,1,7->10|8->11|9->12|10->12|11->12,wet edge reroute,True,salt fiber,13.30845,0.792333
628,35,session-006,cinder_garden,Juno,shade_tent,8,1,10,6,7,3,8->1|9->2|10->3|11->3|12->3,clear,True,dry shade,15.858764,0.816111
629,35,session-006,lichen_bridge,Luma,rope_bridge,9,3,1,7,12,8,9->3|10->4|11->5|12->5|13->5,clear,True,damp rope,14.51935,0.807889
630,36,session-006,moss_ward,Fay,root_alcove,6,3,9,2,4,0,6->3|7->4|8->5|9->5|10->5,clear,True,root ink,12.22045,0.788143
631,36,session-006,glass_harbor,Puck,lamp_pier,7,5,3,9,8,4,7->5|8->6|9->7|10->7|11->7,clear,True,lamp oil,13.33885,0.803921
632,36,session-006,cinder_garden,Wren,ash_path,8,7,5,9,5,1,8->7|9->8|10->9|11->9|12->9,clear,True,cool ash,15.91335,0.827698
633,36,session-006,lichen_bridge,Kio,meal_room,9,9,9,5,4,0,9->9|10->10|11->11|12->11|13->11,clear,True,lichen soup,14.59285,0.819476
634,36,session-006,orchid_engine,Cai,engine_ring,10,0,4,3,9,5,10->0|11->1|12->2|13->2|14->2,clear,True,warm iron,16.89975,0.845254
635,36,session-006,moss_ward,Milo,blanket_room,11,2,6,4,7,3,11->2|12->3|13->4|14->4|15->4,clear,True,warm wool,12.256214,0.802032
636,36,session-006,glass_harbor,Sera,fog_rail,12,4,11,3,2,0,12->4|13->5|14->6,clear,True,cold fog,13.4166,0.81781
637,36,session-006,cinder_garden,Juno,seed_shelf,0,6,2,5,3,0,0->6|1->7|2->8|3->8,clear,True,seed oil,15.9773,0.841587
638,36,session-006,lichen_bridge,Luma,signal_post,1,8,6,10,7,3,1->8|2->9|3->10|4->10|5->10,clear,True,bell hum,14.629314,0.833365
639,36,session-006,orchid_engine,Dax,orchid_bay,2,10,12,4,16,12,2->10|3->11|4->12|5->12|6->12,clear,True,orchid steam,16.9456,0.859143
640,36,session-006,moss_ward,Tala,rain_gate,3,1,2,8,8,4,3->1|4->2|5->3|6->3|7->3,clear,True,wet moss,12.30775,0.815921
641,36,session-006,glass_harbor,Nia,net_room,4,3,7,5,5,1,4->3|5->4|6->5|7->5|8->5,clear,True,salt fiber,13.46195,0.831698
642,36,session-006,cinder_garden,Pax,shade_tent,5,5,10,6,6,2,5->5|6->6|7->7|8->7|9->7,clear,True,dry shade,16.01755,0.855476
643,36,session-006,lichen_bridge,Rin,rope_bridge,6,7,1,7,5,1,6->7|7->8|8->9|9->9|10->9,clear,True,damp rope,14.69425,0.847254
644,36,session-006,orchid_engine,Eli,gear_wash,7,9,8,8,2,0,7->9|8->10|9->11,clear,True,gear oil,17.0345,0.873032
645,36,session-006,moss_ward,Ari,root_alcove,8,0,9,2,3,0,8->0|9->1|10->2|11->2,clear,True,root ink,12.3852,0.82981
646,36,session-006,glass_harbor,Oren,lamp_pier,9,2,3,9,13,9,9->2|10->3|11->4|12->4|13->4,wet edge reroute,True,lamp oil,13.495646,0.845587
647,36,session-006,cinder_garden,Vale,ash_path,10,4,5,9,10,6,10->4|11->5|12->6|13->6|14->6,clear,True,cool ash,16.0606,0.869365
648,37,session-007,orchid_engine,Dax,engine_ring,7,4,4,3,4,0,7->4|8->5|9->6|10->6|11->6,clear,True,warm iron,17.0786,0.884619
649,37,session-007,moss_ward,Tala,blanket_room,8,6,6,4,4,0,8->6|9->7|10->8|11->8|12->8,clear,True,warm wool,12.4295,0.841397
650,37,session-007,glass_harbor,Nia,fog_rail,9,8,11,3,7,3,9->8|10->9|11->10|12->10|13->10,clear,True,cold fog,13.550814,0.857175
651,37,session-007,cinder_garden,Pax,seed_shelf,10,10,2,5,13,9,10->10|11->11|12->12|13->12|14->12,clear,True,seed oil,16.100646,0.880952
652,37,session-007,lichen_bridge,Rin,signal_post,11,1,6,10,14,10,11->1|12->2|13->3|14->3|15->3,clear,True,bell hum,14.770257,0.87273
653,37,session-007,orchid_engine,Eli,orchid_bay,12,3,12,4,1,0,12->3|13->4,clear,True,orchid steam,17.13375,0.898508
654,37,session-007,moss_ward,Ari,rain_gate,0,5,2,8,5,1,0->5|1->6|2->7|3->7|4->7,clear,True,wet moss,12.47535,0.855286
655,37,session-007,glass_harbor,Oren,net_room,1,7,7,5,8,4,1->7|2->8|3->9|4->9|5->9,clear,True,salt fiber,13.60355,0.871063
656,37,session-007,cinder_garden,Vale,shade_tent,2,9,10,6,11,7,2->9|3->10|4->11|5->11|6->11,clear,True,dry shade,16.158214,0.894841
657,37,session-007,lichen_bridge,Sol,rope_bridge,3,0,1,7,9,5,3->0|4->1|5->2|6->2|7->2,clear,True,damp rope,14.8327,0.886619
658,37,session-007,orchid_engine,Bea,gear_wash,4,2,8,8,10,6,4->2|5->3|6->4|7->4|8->4,clear,True,gear oil,17.1612,0.912397
659,37,session-007,moss_ward,Fay,root_alcove,5,4,9,2,6,2,5->4|6->5|7->6|8->6|9->6,clear,True,root ink,12.5247,0.869175
660,37,session-007,glass_harbor,Puck,lamp_pier,6,6,3,9,6,2,6->6|7->7|8->8|9->8|10->8,clear,True,lamp oil,13.6655,0.884952
661,37,session-007,cinder_garden,Wren,ash_path,7,8,5,9,3,0,7->8|8->9|9->10|10->10,clear,True,cool ash,16.2416,0.90873
662,37,session-007,lichen_bridge,Kio,meal_room,8,10,9,5,6,2,8->10|9->11|10->12|11->12|12->12,clear,True,lichen soup,14.897,0.900508
663,37,session-007,orchid_engine,Cai,engine_ring,9,1,4,3,7,3,9->1|10->2|11->3|12->3|13->3,clear,True,warm iron,17.224714,0.926286
664,37,session-007,moss_ward,Milo,blanket_room,10,3,6,4,5,1,10->3|11->4|12->5|13->5|14->5,clear,True,warm wool,12.58565,0.883063
665,37,session-007,glass_harbor,Sera,fog_rail,11,5,11,3,2,0,11->5|12->6|13->7,wet edge reroute,True,cold fog,13.73585,0.898841
666,38,session-007,lichen_bridge,Sol,signal_post,8,5,6,10,7,3,8->5|9->6|10->7|11->7|12->7,clear,True,bell hum,14.937564,0.912095
667,38,session-007,orchid_engine,Bea,orchid_bay,9,7,12,4,6,2,9->7|10->8|11->9|12->9|13->9,clear,True,orchid steam,17.27245,0.937873
668,38,session-007,moss_ward,Fay,rain_gate,10,9,2,8,9,5,10->9|11->10|12->11|13->11|14->11,clear,True,wet moss,12.61385,0.894651
669,38,session-007,glass_harbor,Puck,net_room,11,0,7,5,9,5,11->0|12->1|13->2|14->2|15->2,clear,True,salt fiber,13.75475,0.910429
670,38,session-007,cinder_garden,Wren,shade_tent,12,2,10,6,6,2,12->2|13->3|14->4|15->4|16->4,clear,True,dry shade,16.32575,0.934206
671,38,session-007,lichen_bridge,Kio,rope_bridge,0,4,1,7,4,0,0->4|1->5|2->6|3->6|4->6,clear,True,damp rope,15.01125,0.925984
672,38,session-007,orchid_engine,Cai,gear_wash,1,6,8,8,9,5,1->6|2->7|3->8|4->8|5->8,clear,True,gear oil,17.31825,0.951762
673,38,session-007,moss_ward,Milo,root_alcove,2,8,9,2,13,9,2->8|3->9|4->10|5->10|6->10,clear,True,root ink,12.662746,0.90854
674,38,session-007,glass_harbor,Sera,lamp_pier,3,10,3,9,1,0,3->10|4->11,clear,True,lamp oil,13.835,0.924317
675,38,session-007,cinder_garden,Juno,ash_path,4,1,5,9,9,5,4->1|5->2|6->3|7->3|8->3,clear,True,cool ash,16.37045,0.948095
676,38,session-007,lichen_bridge,Luma,meal_room,5,3,9,5,6,2,5->3|6->4|7->5|8->5|9->5,clear,True,lichen soup,15.05185,0.939873
677,38,session-007,orchid_engine,Dax,engine_ring,6,5,4,3,4,0,6->5|7->6|8->7|9->7|10->7,clear,True,warm iron,17.39785,0.965651
678,38,session-007,moss_ward,Tala,blanket_room,7,7,6,4,4,0,7->7|8->8|9->9|10->9|11->9,clear,True,warm wool,12.74875,0.922429
679,38,session-007,glass_harbor,Nia,fog_rail,8,9,11,3,9,5,8->9|9->10|10->11|11->11|12->11,clear,True,cold fog,13.86435,0.938206
680,38,session-007,cinder_garden,Pax,seed_shelf,9,0,2,5,12,8,9->0|10->1|11->2|12->2|13->2,clear,True,seed oil,16.42105,0.961984
681,38,session-007,lichen_bridge,Rin,signal_post,10,2,6,10,12,8,10->2|11->3|12->4|13->4|14->4,clear,True,bell hum,15.09165,0.953762
682,38,session-007,orchid_engine,Eli,orchid_bay,11,4,12,4,1,0,11->4|12->5,clear,True,orchid steam,17.4529,0.97954
683,38,session-007,moss_ward,Ari,rain_gate,12,6,2,8,12,8,12->6|13->7|14->8|15->8|16->8,clear,True,wet moss,12.7736,0.936317
684,39,session-007,cinder_garden,Juno,shade_tent,9,6,10,6,1,0,9->6|10->7,wet edge reroute,True,dry shade,16.4946,0.973571
685,39,session-007,lichen_bridge,Luma,rope_bridge,10,8,1,7,10,6,10->8|11->9|12->10|13->10|14->10,clear,True,damp rope,15.1391,0.965349
686,39,session-007,orchid_engine,Dax,gear_wash,11,10,8,8,5,1,11->10|12->11|13->12|14->12|15->12,clear,True,gear oil,17.488,0.991127
687,39,session-007,moss_ward,Tala,root_alcove,12,1,9,2,4,0,12->1|13->2|14->3|15->3|16->3,clear,True,root ink,12.848,0.947905
688,39,session-007,glass_harbor,Nia,lamp_pier,0,3,3,9,9,5,0->3|1->4|2->5|3->5|4->5,clear,True,lamp oil,13.9635,0.963683
689,39,session-007,cinder_garden,Pax,ash_path,1,5,5,9,8,4,1->5|2->6|3->7|4->7|5->7,clear,True,cool ash,16.5278,0.98746
690,39,session-007,lichen_bridge,Rin,meal_room,2,7,9,5,9,5,2->7|3->8|4->9|5->9|6->9,clear,True,lichen soup,15.1959,0.979238
691,39,session-007,orchid_engine,Eli,engine_ring,3,9,4,3,7,3,3->9|4->10|5->11|6->11|7->11,clear,True,warm iron,17.532864,0.005016
692,39,session-007,moss_ward,Ari,blanket_room,4,0,6,4,6,2,4->0|5->1|6->2|7->2|8->2,clear,True,warm wool,12.88785,0.961794
693,39,session-007,glass_harbor,Oren,fog_rail,5,2,11,3,7,3,5->2|6->3|7->4|8->4|9->4,clear,True,cold fog,14.024914,0.977571
694,39,session-007,cinder_garden,Vale,seed_shelf,6,4,2,5,5,1,6->4|7->5|8->6|9->6|10->6,clear,True,seed oil,16.5961,0.001349
695,39,session-007,lichen_bridge,Sol,signal_post,7,6,6,10,5,1,7->6|8->7|9->8|10->8|11->8,clear,True,bell hum,15.2671,0.993127
696,39,session-007,orchid_engine,Bea,orchid_bay,8,8,12,4,8,4,8->8|9->9|10->10|11->10|12->10,clear,True,orchid steam,17.5841,0.018905
