tick_id,day,settlement_id,reload_index,project_count,inventory_keys,tool_keys,failure_recovery_count,phrase_memory_count,checksum,restored_projects_visible,restored_inventory_visible,restored_tool_wear_visible,restored_recovery_visible,restored_phrase_relationship_visible,replay_exportable
2208,123,glass_harbor,60,443,4,3,226,443,434e88539b67eb22,True,True,True,True,True,True
2216,124,moss_ward,58,444,4,3,228,444,4278ab60445f8040,True,True,True,True,True,True
2224,124,lichen_bridge,60,445,4,3,227,445,7e0790681efc9302,True,True,True,True,True,True
2232,125,cinder_garden,59,447,4,3,229,447,bdfab9dc80e4c2e4,True,True,True,True,True,True
2240,125,moss_ward,59,449,4,3,230,449,8bdd414161279bc1,True,True,True,True,True,True
2248,125,lichen_bridge,61,450,4,3,229,450,e22e17a0d406dc93,True,True,True,True,True,True
2256,126,cinder_garden,60,452,4,3,231,452,0dfb981e67d8035a,True,True,True,True,True,True
2264,126,moss_ward,60,453,4,3,232,453,1a9753cbfe4b918b,True,True,True,True,True,True
2272,127,orchid_engine,59,454,4,3,232,454,52a202140d5e3a2e,True,True,True,True,True,True
2280,127,cinder_garden,61,457,4,3,234,457,f42648f4ed85d9bb,True,True,True,True,True,True
2288,128,glass_harbor,61,459,4,3,235,459,c95ed7a604e401d5,True,True,True,True,True,True
2296,128,orchid_engine,60,459,4,3,235,459,44e9cdf8c6ac145b,True,True,True,True,True,True
2304,129,lichen_bridge,62,461,4,3,235,461,6bf61e3744171c5e,True,True,True,True,True,True
2312,129,glass_harbor,62,464,4,3,237,464,223c4faa865ec030,True,True,True,True,True,True
2320,129,orchid_engine,61,464,4,3,237,464,68888a0b71a34c90,True,True,True,True,True,True
2328,130,lichen_bridge,63,466,4,3,237,466,9bd26f7ab6016e48,True,True,True,True,True,True
2336,130,glass_harbor,63,468,4,3,239,468,28d730a3a475a9b5,True,True,True,True,True,True
2344,131,moss_ward,61,469,4,3,240,469,ea9e4e290f32a860,True,True,True,True,True,True
2352,131,lichen_bridge,64,471,4,3,240,471,4f1aaed8e1b292ce,True,True,True,True,True,True
2360,132,cinder_garden,62,473,4,3,242,473,9c679f9919cb0698,True,True,True,True,True,True
2368,132,moss_ward,62,474,4,3,243,474,776d1e612a62196b,True,True,True,True,True,True
2376,133,orchid_engine,62,475,4,3,243,475,7f5a5955402dcd20,True,True,True,True,True,True
2384,133,cinder_garden,63,478,4,3,244,478,4bd4a00b5192cd9a,True,True,True,True,True,True
2392,133,moss_ward,63,479,4,3,245,479,46972d9a8672d37d,True,True,True,True,True,True
2400,134,orchid_engine,63,480,4,3,245,480,4db838a81f5552da,True,True,True,True,True,True
2408,134,cinder_garden,64,482,4,3,246,482,bf72c272bec55a73,True,True,True,True,True,True
2416,135,glass_harbor,64,484,4,3,247,484,fb27a611e279964c,True,True,True,True,True,True
2424,135,orchid_engine,64,485,4,3,248,485,2d14b85cd4001701,True,True,True,True,True,True
2432,136,lichen_bridge,65,487,4,3,249,487,a5dbb39f0793da7c,True,True,True,True,True,True
2440,136,glass_harbor,65,489,4,3,250,489,d3f5571385825c65,True,True,True,True,True,True
2448,137,moss_ward,64,490,4,3,251,490,9d66bb264e92e629,True,True,True,True,True,True
2456,137,lichen_bridge,66,492,4,3,251,492,c0a6f132733f006e,True,True,True,True,True,True
2464,137,glass_harbor,66,494,4,3,252,494,cccbf774784c9c2f,True,True,True,True,True,True
2472,138,moss_ward,65,495,4,3,254,495,d80e790646e8930a,True,True,True,True,True,True
2480,138,lichen_bridge,67,496,4,3,253,496,edba3a8f4873c104,True,True,True,True,True,True
2488,139,cinder_garden,65,498,4,3,254,498,057069eddf5ef965,True,True,True,True,True,True
2496,139,moss_ward,66,500,4,3,257,500,402e05d9bd27faed,True,True,True,True,True,True
2504,140,orchid_engine,65,501,4,3,256,501,894a5af441fb4eb9,True,True,True,True,True,True
2512,140,cinder_garden,66,503,4,3,257,503,d9a06c6a88a7dae6,True,True,True,True,True,True
2520,141,glass_harbor,67,505,4,3,258,505,f16f5bc15c6becfd,True,True,True,True,True,True
2528,141,orchid_engine,66,506,4,3,258,506,74ff2f00a5d4b065,True,True,True,True,True,True
2536,141,cinder_garden,67,508,4,3,259,508,ae28570c911de369,True,True,True,True,True,True
2544,142,glass_harbor,68,510,4,3,260,510,b02124d4e3334a1d,True,True,True,True,True,True
2552,142,orchid_engine,67,510,4,3,260,510,5cb5681eada244be,True,True,True,True,True,True
2560,143,lichen_bridge,68,512,4,3,261,512,991f1f4b12e8cda8,True,True,True,True,True,True
2568,143,glass_harbor,69,515,4,3,263,515,1896d2c256a291c9,True,True,True,True,True,True
2576,144,moss_ward,67,516,4,3,265,516,174bbbb484dac942,True,True,True,True,True,True
2584,144,lichen_bridge,69,517,4,3,264,517,b7bf50cc099e4f09,True,True,True,True,True,True
2592,145,cinder_garden,68,519,4,3,265,519,9a8b389dae0f525a,True,True,True,True,True,True
2600,145,moss_ward,68,521,4,3,267,521,ffc7ad7643e5cb97,True,True,True,True,True,True
2608,145,lichen_bridge,70,522,4,3,266,522,b73ada3d64ff9ce9,True,True,True,True,True,True
2616,146,cinder_garden,69,524,4,3,268,524,d408401d6c2fe45e,True,True,True,True,True,True
2624,146,moss_ward,69,525,4,3,269,525,78d75a8b351ba5bb,True,True,True,True,True,True
2632,147,orchid_engine,68,526,4,3,268,526,3f87c23c9c20407c,True,True,True,True,True,True
2640,147,cinder_garden,70,529,4,3,271,529,8373a7c328feb47c,True,True,True,True,True,True
2648,148,glass_harbor,70,531,4,3,271,531,537f000af1910261,True,True,True,True,True,True
2656,148,orchid_engine,69,531,4,3,272,531,957a448fc6f32f27,True,True,True,True,True,True
2664,149,lichen_bridge,71,533,4,3,272,533,efdb392b05a1d951,True,True,True,True,True,True
2672,149,glass_harbor,71,536,4,3,273,536,a741d04e7b9032bb,True,True,True,True,True,True
2680,149,orchid_engine,70,536,4,3,274,536,155308b90fbd1b07,True,True,True,True,True,True
2688,150,lichen_bridge,72,538,4,3,274,538,2319d3eba9277a59,True,True,True,True,True,True
2696,150,glass_harbor,72,540,4,3,275,540,8b0ce8fecd5f0fa5,True,True,True,True,True,True
2704,151,moss_ward,70,541,4,3,277,541,ae79d88bfb24677c,True,True,True,True,True,True
2712,151,lichen_bridge,73,543,4,3,277,543,72eb6728e4ec3e56,True,True,True,True,True,True
2720,152,cinder_garden,71,545,4,3,279,545,4469a639538e844c,True,True,True,True,True,True
2728,152,moss_ward,71,546,4,3,280,546,1ead59de4bbf805e,True,True,True,True,True,True
2736,153,orchid_engine,71,547,4,3,280,547,91e3654a8bc383d5,True,True,True,True,True,True
2744,153,cinder_garden,72,550,4,3,281,550,b92aa6b7014792dd,True,True,True,True,True,True
2752,153,moss_ward,72,551,4,3,282,551,47163d09c95094ea,True,True,True,True,True,True
2760,154,orchid_engine,72,552,4,3,282,552,b1448e97a8d9202d,True,True,True,True,True,True
2768,154,cinder_garden,73,554,4,3,283,554,db2c7ad8eb3d4cf1,True,True,True,True,True,True
2776,155,glass_harbor,73,556,4,3,283,556,ad932f97e2abdea0,True,True,True,True,True,True
2784,155,orchid_engine,73,557,4,3,285,557,88cfc58b289e8052,True,True,True,True,True,True
2792,156,lichen_bridge,74,559,4,3,285,559,abdd4f29e92edff0,True,True,True,True,True,True
2800,156,glass_harbor,74,561,4,3,286,561,f527bfaec0bf7551,True,True,True,True,True,True
2808,157,moss_ward,73,562,4,3,288,562,1a47a9f37ff378bf,True,True,True,True,True,True
2816,157,lichen_bridge,75,564,4,3,287,564,e8537b4a06cd8683,True,True,True,True,True,True
2824,157,glass_harbor,75,566,4,3,289,566,34fe8f55b83ec03f,True,True,True,True,True,True
2832,158,moss_ward,74,567,4,3,290,567,c55d82bc1610d627,True,True,True,True,True,True
2840,158,lichen_bridge,76,568,4,3,289,568,28a6c3076d89a43a,True,True,True,True,True,True
2848,159,cinder_garden,74,570,4,3,291,570,9315aa2e25ad4a8e,True,True,True,True,True,True
2856,159,moss_ward,75,572,4,3,293,572,2b9a27ae545cf6cf,True,True,True,True,True,True
2864,160,orchid_engine,74,573,4,3,293,573,a54f6b693a5a6369,True,True,True,True,True,True
2872,160,cinder_garden,75,575,4,3,294,575,1bc9bc43dc45ab5c,True,True,True,True,True,True
2880,161,glass_harbor,76,577,4,3,295,577,a040c2507de4b7a1,True,True,True,True,True,True
2888,161,orchid_engine,75,578,4,3,295,578,bc200bd364771165,True,True,True,True,True,True
2896,161,cinder_garden,76,580,4,3,296,580,db347deedb5eb810,True,True,True,True,True,True
2904,162,glass_harbor,77,582,4,3,297,582,423b786ab62731c8,True,True,True,True,True,True
2912,162,orchid_engine,76,582,4,3,297,582,3ad8afda48df66da,True,True,True,True,True,True
2920,163,lichen_bridge,77,584,4,3,298,584,2e1dd459aec3fd3f,True,True,True,True,True,True
2928,163,glass_harbor,78,587,4,3,300,587,570fbaff0ae59ca2,True,True,True,True,True,True
2936,164,moss_ward,76,588,4,3,301,588,607e6152cc1e42b6,True,True,True,True,True,True
2944,164,lichen_bridge,78,589,4,3,301,589,da0f9ada57001f3e,True,True,True,True,True,True
2952,165,cinder_garden,77,591,4,3,302,591,33c3aea927a37753,True,True,True,True,True,True
2960,165,moss_ward,77,593,4,3,303,593,4c2262c17b79aeda,True,True,True,True,True,True
2968,165,lichen_bridge,79,594,4,3,303,594,6b9d8f3fbd5c87d1,True,True,True,True,True,True
2976,166,cinder_garden,78,596,4,3,304,596,1b52dde532fcf2d8,True,True,True,True,True,True
2984,166,moss_ward,78,597,4,3,305,597,c52c78a416b3cc30,True,True,True,True,True,True
2992,167,orchid_engine,77,598,4,3,305,598,969ae1d1cd7e8c75,True,True,True,True,True,True
3000,167,cinder_garden,79,601,4,3,307,601,e8b13b2c31b0e2c1,True,True,True,True,True,True
3008,168,glass_harbor,79,603,4,3,308,603,8890b565171b2d9f,True,True,True,True,True,True
3016,168,orchid_engine,78,603,4,3,308,603,1f1e3cc248c53a0d,True,True,True,True,True,True
3024,169,lichen_bridge,80,605,4,3,309,605,c4d5c9c3d2068e79,True,True,True,True,True,True
3032,169,glass_harbor,80,608,4,3,310,608,b2e25d35ca0e116f,True,True,True,True,True,True
3040,169,orchid_engine,79,608,4,3,310,608,82c3b6dbf9557c68,True,True,True,True,True,True
3048,170,lichen_bridge,81,610,4,3,311,610,0ec2f5a54bc8fede,True,True,True,True,True,True
3056,170,glass_harbor,81,612,4,3,312,612,47f9af54b2280e01,True,True,True,True,True,True
3064,171,moss_ward,79,613,4,3,314,613,b3c1107103ccc9bf,True,True,True,True,True,True
3072,171,lichen_bridge,82,615,4,3,314,615,33b5c5d7b7697034,True,True,True,True,True,True
3080,172,cinder_garden,80,617,4,3,316,617,ff64f20a05b9a940,True,True,True,True,True,True
3088,172,moss_ward,80,618,4,3,317,618,1465c7770307b6d3,True,True,True,True,True,True
3096,173,orchid_engine,80,619,4,3,316,619,3e7bfb1992e1597f,True,True,True,True,True,True
3104,173,cinder_garden,81,622,4,3,318,622,9ad87e1e782f86ec,True,True,True,True,True,True
3112,173,moss_ward,81,623,4,3,319,623,65d445798211d3df,True,True,True,True,True,True
3120,174,orchid_engine,81,624,4,3,318,624,b2e83ab5c6f161bf,True,True,True,True,True,True
3128,174,cinder_garden,82,626,4,3,320,626,86285307aa7e31c7,True,True,True,True,True,True
3136,175,glass_harbor,82,628,4,3,320,628,1b8658fff7cdcaf2,True,True,True,True,True,True
3144,175,orchid_engine,82,629,4,3,321,629,b76a054f3acfeffb,True,True,True,True,True,True
3152,176,lichen_bridge,83,631,4,3,322,631,d4eba59a09dd3bcb,True,True,True,True,True,True
3160,176,glass_harbor,83,633,4,3,323,633,1181cd6b51b41f0d,True,True,True,True,True,True
3168,177,moss_ward,82,634,4,3,325,634,c4f1fce2afb4e8b6,True,True,True,True,True,True
3176,177,lichen_bridge,84,636,4,3,324,636,3724bcff1738ee56,True,True,True,True,True,True
3184,177,glass_harbor,84,638,4,3,325,638,9fb1219c6b9f3bb9,True,True,True,True,True,True
3192,178,moss_ward,83,639,4,3,327,639,7a7f676e8ddbb6b9,True,True,True,True,True,True
3200,178,lichen_bridge,85,640,4,3,326,640,a2899339deb42095,True,True,True,True,True,True
3208,179,cinder_garden,83,642,4,3,328,642,e80d3b43c9003a6d,True,True,True,True,True,True
3216,179,moss_ward,84,644,4,3,330,644,85e65c2688a320a8,True,True,True,True,True,True
3224,180,orchid_engine,83,645,4,3,330,645,c19497ffc724a70a,True,True,True,True,True,True
3232,180,cinder_garden,84,647,4,3,331,647,29ac7cdf76072a3f,True,True,True,True,True,True
3240,181,glass_harbor,85,649,4,3,331,649,a204ba38f5c1824d,True,True,True,True,True,True
3248,181,orchid_engine,84,650,4,3,332,650,8e78838cff17afa7,True,True,True,True,True,True
3256,181,cinder_garden,85,652,4,3,333,652,d7dc0fcf37d95f31,True,True,True,True,True,True
3264,182,glass_harbor,86,654,4,3,334,654,3d431f685d480494,True,True,True,True,True,True
3272,182,orchid_engine,85,654,4,3,334,654,720b5e69458b4f2a,True,True,True,True,True,True
3280,183,lichen_bridge,86,656,4,3,334,656,d6e2c78616e67da2,True,True,True,True,True,True
3288,183,glass_harbor,87,659,4,3,337,659,615cc3af2c7f1987,True,True,True,True,True,True
3296,184,moss_ward,85,660,4,3,338,660,82beeab461a3f007,True,True,True,True,True,True
3304,184,lichen_bridge,87,661,4,3,337,661,88f6f6503b858d00,True,True,True,True,True,True
3312,185,cinder_garden,86,663,4,3,339,663,7711fe971612d636,True,True,True,True,True,True
3320,185,moss_ward,86,665,4,3,340,665,d95d229d5f78a6b8,True,True,True,True,True,True
3328,185,lichen_bridge,88,666,4,3,339,666,fd96bfa532a480f3,True,True,True,True,True,True
3330,186,glass_harbor,88,667,4,3,341,667,61b20811f7ee599a,True,True,True,True,True,True
3331,186,cinder_garden,87,667,4,3,340,667,54c5cccee7f2df6e,True,True,True,True,True,True
3332,186,lichen_bridge,89,667,4,3,340,667,8e4cbb41cc1a8f45,True,True,True,True,True,True
3333,186,orchid_engine,86,667,4,3,340,667,4fa7d6e266b72f31,True,True,True,True,True,True
3334,186,moss_ward,87,667,4,3,341,667,0090d6be6c7a9d92,True,True,True,True,True,True
3335,186,glass_harbor,89,668,4,3,341,668,a19197c336d3271f,True,True,True,True,True,True
3336,186,cinder_garden,88,668,4,3,341,668,0a727991bc728639,True,True,True,True,True,True
3337,186,lichen_bridge,90,668,4,3,340,668,42cba6a7dd98926a,True,True,True,True,True,True
3338,186,orchid_engine,87,668,4,3,341,668,30f34809582eb622,True,True,True,True,True,True
3339,186,moss_ward,88,668,4,3,341,668,750ae06d73c077c5,True,True,True,True,True,True
3340,186,glass_harbor,90,669,4,3,342,669,1559df19be5737e1,True,True,True,True,True,True
3341,186,cinder_garden,89,669,4,3,341,669,2a9ce78f9a9a1f97,True,True,True,True,True,True
3342,186,lichen_bridge,91,669,4,3,341,669,15e9f1e88c6be58e,True,True,True,True,True,True
3343,186,orchid_engine,88,669,4,3,341,669,9fdbfdc07955ea4a,True,True,True,True,True,True
3344,186,moss_ward,89,669,4,3,342,669,95cda6164e5cdde1,True,True,True,True,True,True
3345,186,glass_harbor,91,670,4,3,342,670,8451661ac4baa649,True,True,True,True,True,True
3346,186,cinder_garden,90,670,4,3,342,670,aa045c2bf7ec8fe1,True,True,True,True,True,True
3347,186,lichen_bridge,92,670,4,3,341,670,cbf4b4283af684fe,True,True,True,True,True,True
