tick_id,day,settlement_id,snapshot_key,reload_index,absence_negotiation_count,mediation_count,default_count,forgiveness_count,avatar_choice_count,checksum,restored_negotiations_visible,restored_mediation_visible,restored_defaults_visible,restored_forgiveness_visible,restored_choices_visible,replay_exportable
1702,95,signal,ssrm.v47.snapshot.signal.95.10,37,284,143,221,121,208,v47-204416,True,True,True,True,True,True
1709,95,orchard,ssrm.v47.snapshot.orchard.95.17,40,285,141,224,105,208,v47-260228,True,True,True,True,True,True
1710,96,riverbend,ssrm.v47.snapshot.riverbend.96.0,37,286,142,230,109,210,v47-348157,True,True,True,True,True,True
1727,96,repair_ring,ssrm.v47.snapshot.repair_ring.96.17,40,288,144,223,123,212,v47-488207,True,True,True,True,True,True
1728,97,roofward,ssrm.v47.snapshot.roofward.97.0,41,289,145,232,120,209,v47-301611,True,True,True,True,True,True
1739,97,riverbend,ssrm.v47.snapshot.riverbend.97.11,38,290,144,232,111,213,v47-373771,True,True,True,True,True,True
1745,97,riverbend,ssrm.v47.snapshot.riverbend.97.17,39,291,144,233,111,214,v47-379019,True,True,True,True,True,True
1746,98,archive,ssrm.v47.snapshot.archive.98.0,41,292,145,236,110,215,v47-231049,True,True,True,True,True,True
1763,98,roofward,ssrm.v47.snapshot.roofward.98.17,42,294,147,237,121,213,v47-332392,True,True,True,True,True,True
1764,99,signal,ssrm.v47.snapshot.signal.99.0,38,295,148,232,127,217,v47-188385,True,True,True,True,True,True
1776,99,signal,ssrm.v47.snapshot.signal.99.12,39,297,150,234,128,219,v47-216542,True,True,True,True,True,True
1781,99,archive,ssrm.v47.snapshot.archive.99.17,42,297,147,241,113,219,v47-267639,True,True,True,True,True,True
1782,100,orchard,ssrm.v47.snapshot.orchard.100.0,41,298,148,232,108,218,v47-257334,True,True,True,True,True,True
1799,100,signal,ssrm.v47.snapshot.signal.100.17,40,300,150,237,128,220,v47-221739,True,True,True,True,True,True
1800,101,repair_ring,ssrm.v47.snapshot.repair_ring.101.0,41,301,151,230,130,222,v47-467734,True,True,True,True,True,True
1813,101,riverbend,ssrm.v47.snapshot.riverbend.101.13,40,303,150,245,117,223,v47-391837,True,True,True,True,True,True
1817,101,orchard,ssrm.v47.snapshot.orchard.101.17,42,303,150,235,110,222,v47-273254,True,True,True,True,True,True
1818,102,riverbend,ssrm.v47.snapshot.riverbend.102.0,41,304,151,246,118,224,v47-367246,True,True,True,True,True,True
1835,102,repair_ring,ssrm.v47.snapshot.repair_ring.102.17,42,306,153,235,133,226,v47-509489,True,True,True,True,True,True
1836,103,roofward,ssrm.v47.snapshot.roofward.103.0,43,307,154,250,125,223,v47-318399,True,True,True,True,True,True
1850,103,signal,ssrm.v47.snapshot.signal.103.14,41,309,156,242,131,225,v47-227499,True,True,True,True,True,True
1853,103,riverbend,ssrm.v47.snapshot.riverbend.103.17,42,309,153,251,119,227,v47-402416,True,True,True,True,True,True
1854,104,archive,ssrm.v47.snapshot.archive.104.0,43,310,154,248,119,229,v47-256420,True,True,True,True,True,True
1871,104,roofward,ssrm.v47.snapshot.roofward.104.17,44,312,156,252,127,227,v47-353053,True,True,True,True,True,True
1872,105,signal,ssrm.v47.snapshot.signal.105.0,42,313,157,246,132,227,v47-202023,True,True,True,True,True,True
1887,105,riverbend,ssrm.v47.snapshot.riverbend.105.15,43,315,156,254,120,231,v47-397511,True,True,True,True,True,True
1889,105,archive,ssrm.v47.snapshot.archive.105.17,44,315,156,251,121,233,v47-281760,True,True,True,True,True,True
1890,106,orchard,ssrm.v47.snapshot.orchard.106.0,43,316,157,248,116,232,v47-257778,True,True,True,True,True,True
1907,106,signal,ssrm.v47.snapshot.signal.106.17,43,318,159,251,133,231,v47-232675,True,True,True,True,True,True
1908,107,repair_ring,ssrm.v47.snapshot.repair_ring.107.0,43,319,160,248,140,236,v47-484759,True,True,True,True,True,True
1924,107,signal,ssrm.v47.snapshot.signal.107.16,44,321,162,254,135,233,v47-230622,True,True,True,True,True,True
1925,107,orchard,ssrm.v47.snapshot.orchard.107.17,44,321,159,252,119,236,v47-289177,True,True,True,True,True,True
1926,108,riverbend,ssrm.v47.snapshot.riverbend.108.0,44,322,160,261,122,234,v47-368159,True,True,True,True,True,True
1943,108,repair_ring,ssrm.v47.snapshot.repair_ring.108.17,44,324,162,252,141,239,v47-514758,True,True,True,True,True,True
1944,109,roofward,ssrm.v47.snapshot.roofward.109.0,45,325,163,261,134,237,v47-326317,True,True,True,True,True,True
1961,109,riverbend,ssrm.v47.snapshot.riverbend.109.17,45,327,162,266,123,238,v47-408694,True,True,True,True,True,True
1962,110,archive,ssrm.v47.snapshot.archive.110.0,45,328,163,264,128,243,v47-257401,True,True,True,True,True,True
1979,110,roofward,ssrm.v47.snapshot.roofward.110.17,46,330,165,266,136,241,v47-353043,True,True,True,True,True,True
1980,111,signal,ssrm.v47.snapshot.signal.111.0,45,331,166,259,137,241,v47-204679,True,True,True,True,True,True
1997,111,archive,ssrm.v47.snapshot.archive.111.17,46,333,165,269,129,246,v47-292528,True,True,True,True,True,True
1998,112,orchard,ssrm.v47.snapshot.orchard.112.0,45,334,166,259,125,246,v47-261036,True,True,True,True,True,True
2015,112,signal,ssrm.v47.snapshot.signal.112.17,46,336,168,262,139,245,v47-239680,True,True,True,True,True,True
2016,113,repair_ring,ssrm.v47.snapshot.repair_ring.113.0,45,337,169,265,145,246,v47-491753,True,True,True,True,True,True
2033,113,orchard,ssrm.v47.snapshot.orchard.113.17,46,339,168,264,127,250,v47-292296,True,True,True,True,True,True
2034,114,riverbend,ssrm.v47.snapshot.riverbend.114.0,46,340,169,279,126,248,v47-382111,True,True,True,True,True,True
2035,114,roofward,ssrm.v47.snapshot.roofward.114.1,47,340,171,273,141,249,v47-325849,True,True,True,True,True,True
2051,114,repair_ring,ssrm.v47.snapshot.repair_ring.114.17,46,342,171,270,146,250,v47-513130,True,True,True,True,True,True
2052,115,roofward,ssrm.v47.snapshot.roofward.115.0,48,343,172,273,143,251,v47-325758,True,True,True,True,True,True
2069,115,riverbend,ssrm.v47.snapshot.riverbend.115.17,47,345,171,281,128,252,v47-407096,True,True,True,True,True,True
2070,116,archive,ssrm.v47.snapshot.archive.116.0,47,346,172,278,132,253,v47-262054,True,True,True,True,True,True
2072,116,orchard,ssrm.v47.snapshot.orchard.116.2,47,346,172,271,131,256,v47-260892,True,True,True,True,True,True
2087,116,roofward,ssrm.v47.snapshot.roofward.116.17,49,348,174,276,146,255,v47-366241,True,True,True,True,True,True
2088,117,signal,ssrm.v47.snapshot.signal.117.0,47,349,175,275,146,255,v47-215155,True,True,True,True,True,True
2105,117,archive,ssrm.v47.snapshot.archive.117.17,48,351,174,283,133,257,v47-292919,True,True,True,True,True,True
2106,118,orchard,ssrm.v47.snapshot.orchard.118.0,48,352,175,277,134,260,v47-263523,True,True,True,True,True,True
2109,118,roofward,ssrm.v47.snapshot.roofward.118.3,50,352,177,280,149,258,v47-333813,True,True,True,True,True,True
2123,118,signal,ssrm.v47.snapshot.signal.118.17,48,354,177,279,148,259,v47-250775,True,True,True,True,True,True
2124,119,repair_ring,ssrm.v47.snapshot.repair_ring.119.0,47,355,178,279,150,260,v47-494257,True,True,True,True,True,True
2141,119,orchard,ssrm.v47.snapshot.orchard.119.17,49,357,177,281,135,263,v47-298047,True,True,True,True,True,True
2142,120,riverbend,ssrm.v47.snapshot.riverbend.120.0,48,358,178,290,134,262,v47-379882,True,True,True,True,True,True
2146,120,orchard,ssrm.v47.snapshot.orchard.120.4,50,358,178,282,135,263,v47-263098,True,True,True,True,True,True
2159,120,repair_ring,ssrm.v47.snapshot.repair_ring.120.17,48,360,180,284,152,264,v47-516409,True,True,True,True,True,True
2160,121,roofward,ssrm.v47.snapshot.roofward.121.0,51,361,181,289,153,265,v47-328053,True,True,True,True,True,True
2177,121,riverbend,ssrm.v47.snapshot.riverbend.121.17,49,363,180,295,137,266,v47-411983,True,True,True,True,True,True
2178,122,archive,ssrm.v47.snapshot.archive.122.0,49,364,181,291,136,267,v47-263729,True,True,True,True,True,True
2183,122,roofward,ssrm.v47.snapshot.roofward.122.5,52,364,183,292,154,267,v47-332742,True,True,True,True,True,True
2195,122,roofward,ssrm.v47.snapshot.roofward.122.17,53,366,183,294,154,268,v47-363699,True,True,True,True,True,True
2196,123,signal,ssrm.v47.snapshot.signal.123.0,49,367,184,286,155,269,v47-218407,True,True,True,True,True,True
2213,123,archive,ssrm.v47.snapshot.archive.123.17,50,369,183,294,138,271,v47-294034,True,True,True,True,True,True
2214,124,orchard,ssrm.v47.snapshot.orchard.124.0,51,370,184,294,138,270,v47-260997,True,True,True,True,True,True
2220,124,orchard,ssrm.v47.snapshot.orchard.124.6,52,371,185,295,139,271,v47-267291,True,True,True,True,True,True
2231,124,signal,ssrm.v47.snapshot.signal.124.17,50,372,186,291,158,273,v47-240748,True,True,True,True,True,True
2232,125,repair_ring,ssrm.v47.snapshot.repair_ring.125.0,49,373,187,297,159,274,v47-501334,True,True,True,True,True,True
2249,125,orchard,ssrm.v47.snapshot.orchard.125.17,53,375,186,299,139,274,v47-301924,True,True,True,True,True,True
2250,126,riverbend,ssrm.v47.snapshot.riverbend.126.0,50,376,187,302,143,276,v47-378835,True,True,True,True,True,True
2257,126,roofward,ssrm.v47.snapshot.roofward.126.7,54,377,189,301,157,274,v47-337905,True,True,True,True,True,True
2267,126,repair_ring,ssrm.v47.snapshot.repair_ring.126.17,50,378,189,299,161,278,v47-531376,True,True,True,True,True,True
2268,127,roofward,ssrm.v47.snapshot.roofward.127.0,55,379,190,303,158,275,v47-334270,True,True,True,True,True,True
2285,127,riverbend,ssrm.v47.snapshot.riverbend.127.17,51,381,189,305,145,280,v47-409208,True,True,True,True,True,True
2286,128,archive,ssrm.v47.snapshot.archive.128.0,51,382,190,307,144,281,v47-259411,True,True,True,True,True,True
2294,128,orchard,ssrm.v47.snapshot.orchard.128.8,54,383,191,303,141,280,v47-262335,True,True,True,True,True,True
2303,128,roofward,ssrm.v47.snapshot.roofward.128.17,56,384,192,308,159,279,v47-370014,True,True,True,True,True,True
2304,129,signal,ssrm.v47.snapshot.signal.129.0,51,385,193,304,165,283,v47-211444,True,True,True,True,True,True
2321,129,archive,ssrm.v47.snapshot.archive.129.17,52,387,192,311,147,285,v47-295545,True,True,True,True,True,True
2322,130,orchard,ssrm.v47.snapshot.orchard.130.0,55,388,193,308,142,284,v47-264148,True,True,True,True,True,True
2331,130,roofward,ssrm.v47.snapshot.roofward.130.9,57,389,195,313,161,283,v47-336818,True,True,True,True,True,True
2339,130,signal,ssrm.v47.snapshot.signal.130.17,52,390,195,308,166,286,v47-241340,True,True,True,True,True,True
2340,131,repair_ring,ssrm.v47.snapshot.repair_ring.131.0,51,391,196,308,168,288,v47-495065,True,True,True,True,True,True
2357,131,orchard,ssrm.v47.snapshot.orchard.131.17,56,393,195,313,144,288,v47-295558,True,True,True,True,True,True
2358,132,riverbend,ssrm.v47.snapshot.riverbend.132.0,52,394,196,318,152,290,v47-379892,True,True,True,True,True,True
2368,132,orchard,ssrm.v47.snapshot.orchard.132.10,57,395,197,315,145,289,v47-297223,True,True,True,True,True,True
2375,132,repair_ring,ssrm.v47.snapshot.repair_ring.132.17,52,396,198,313,171,292,v47-522231,True,True,True,True,True,True
2376,133,roofward,ssrm.v47.snapshot.roofward.133.0,58,397,199,316,163,289,v47-341743,True,True,True,True,True,True
2393,133,riverbend,ssrm.v47.snapshot.riverbend.133.17,53,399,198,323,153,293,v47-415083,True,True,True,True,True,True
2394,134,archive,ssrm.v47.snapshot.archive.134.0,53,400,199,318,153,295,v47-262714,True,True,True,True,True,True
2405,134,roofward,ssrm.v47.snapshot.roofward.134.11,59,401,201,318,164,292,v47-352535,True,True,True,True,True,True
2411,134,roofward,ssrm.v47.snapshot.roofward.134.17,60,402,201,319,165,293,v47-353614,True,True,True,True,True,True
2412,135,signal,ssrm.v47.snapshot.signal.135.0,53,403,202,321,170,293,v47-199343,True,True,True,True,True,True
2429,135,archive,ssrm.v47.snapshot.archive.135.17,54,405,201,323,155,299,v47-289320,True,True,True,True,True,True
2430,136,orchard,ssrm.v47.snapshot.orchard.136.0,58,406,202,326,150,298,v47-261498,True,True,True,True,True,True
2442,136,orchard,ssrm.v47.snapshot.orchard.136.12,59,408,204,327,152,300,v47-284781,True,True,True,True,True,True
2447,136,signal,ssrm.v47.snapshot.signal.136.17,54,408,204,326,171,297,v47-239655,True,True,True,True,True,True
2448,137,repair_ring,ssrm.v47.snapshot.repair_ring.137.0,53,409,205,324,178,302,v47-486837,True,True,True,True,True,True
2465,137,orchard,ssrm.v47.snapshot.orchard.137.17,60,411,204,328,153,302,v47-282714,True,True,True,True,True,True
2466,138,riverbend,ssrm.v47.snapshot.riverbend.138.0,54,412,205,332,156,300,v47-370214,True,True,True,True,True,True
2479,138,roofward,ssrm.v47.snapshot.roofward.138.13,61,414,207,331,171,302,v47-349181,True,True,True,True,True,True
2483,138,repair_ring,ssrm.v47.snapshot.repair_ring.138.17,54,414,207,328,179,305,v47-521680,True,True,True,True,True,True
2484,139,roofward,ssrm.v47.snapshot.roofward.139.0,62,415,208,332,172,303,v47-324632,True,True,True,True,True,True
2501,139,riverbend,ssrm.v47.snapshot.riverbend.139.17,55,417,207,337,157,304,v47-410750,True,True,True,True,True,True
2502,140,archive,ssrm.v47.snapshot.archive.140.0,55,418,208,336,162,309,v47-260017,True,True,True,True,True,True
2516,140,orchard,ssrm.v47.snapshot.orchard.140.14,61,420,210,333,158,309,v47-281337,True,True,True,True,True,True
2519,140,roofward,ssrm.v47.snapshot.roofward.140.17,63,420,210,336,174,307,v47-350925,True,True,True,True,True,True
2520,141,signal,ssrm.v47.snapshot.signal.141.0,55,421,211,335,175,307,v47-202020,True,True,True,True,True,True
2537,141,archive,ssrm.v47.snapshot.archive.141.17,56,423,210,340,163,312,v47-280155,True,True,True,True,True,True
2538,142,orchard,ssrm.v47.snapshot.orchard.142.0,62,424,211,337,159,312,v47-256211,True,True,True,True,True,True
2553,142,roofward,ssrm.v47.snapshot.roofward.142.15,64,426,213,336,178,312,v47-356180,True,True,True,True,True,True
2555,142,signal,ssrm.v47.snapshot.signal.142.17,56,426,213,340,177,311,v47-233209,True,True,True,True,True,True
2556,143,repair_ring,ssrm.v47.snapshot.repair_ring.143.0,55,427,214,341,183,312,v47-484163,True,True,True,True,True,True
2573,143,orchard,ssrm.v47.snapshot.orchard.143.17,63,429,213,342,161,316,v47-287495,True,True,True,True,True,True
2574,144,riverbend,ssrm.v47.snapshot.riverbend.144.0,56,430,214,345,160,314,v47-371859,True,True,True,True,True,True
2590,144,orchard,ssrm.v47.snapshot.orchard.144.16,64,432,216,345,163,318,v47-290209,True,True,True,True,True,True
2591,144,repair_ring,ssrm.v47.snapshot.repair_ring.144.17,56,432,216,345,184,316,v47-519550,True,True,True,True,True,True
2592,145,roofward,ssrm.v47.snapshot.roofward.145.0,65,433,217,343,181,317,v47-328418,True,True,True,True,True,True
2609,145,riverbend,ssrm.v47.snapshot.riverbend.145.17,57,435,216,348,162,318,v47-411869,True,True,True,True,True,True
2610,146,archive,ssrm.v47.snapshot.archive.146.0,57,436,217,353,166,319,v47-266305,True,True,True,True,True,True
2627,146,roofward,ssrm.v47.snapshot.roofward.146.17,66,438,219,348,184,321,v47-365085,True,True,True,True,True,True
2628,147,signal,ssrm.v47.snapshot.signal.147.0,57,439,220,353,184,321,v47-208699,True,True,True,True,True,True
2645,147,archive,ssrm.v47.snapshot.archive.147.17,58,441,219,358,167,323,v47-297103,True,True,True,True,True,True
2646,148,orchard,ssrm.v47.snapshot.orchard.148.0,65,442,220,353,168,326,v47-262502,True,True,True,True,True,True
2663,148,signal,ssrm.v47.snapshot.signal.148.17,58,444,222,355,186,325,v47-243238,True,True,True,True,True,True
2664,149,repair_ring,ssrm.v47.snapshot.repair_ring.149.0,57,445,223,352,188,326,v47-494832,True,True,True,True,True,True
2681,149,orchard,ssrm.v47.snapshot.orchard.149.17,66,447,222,357,169,329,v47-301828,True,True,True,True,True,True
2682,150,riverbend,ssrm.v47.snapshot.riverbend.150.0,58,448,223,361,168,328,v47-382045,True,True,True,True,True,True
2699,150,repair_ring,ssrm.v47.snapshot.repair_ring.150.17,58,450,225,357,190,330,v47-516838,True,True,True,True,True,True
2700,151,roofward,ssrm.v47.snapshot.roofward.151.0,67,451,226,361,191,331,v47-326272,True,True,True,True,True,True
2701,151,archive,ssrm.v47.snapshot.archive.151.1,59,451,225,364,170,331,v47-258824,True,True,True,True,True,True
2717,151,riverbend,ssrm.v47.snapshot.riverbend.151.17,59,453,225,365,171,332,v47-408642,True,True,True,True,True,True
2718,152,archive,ssrm.v47.snapshot.archive.152.0,60,454,226,367,170,333,v47-259438,True,True,True,True,True,True
2735,152,roofward,ssrm.v47.snapshot.roofward.152.17,68,456,228,365,192,334,v47-365670,True,True,True,True,True,True
2736,153,signal,ssrm.v47.snapshot.signal.153.0,59,457,229,364,193,335,v47-216704,True,True,True,True,True,True
2738,153,repair_ring,ssrm.v47.snapshot.repair_ring.153.2,59,457,229,364,193,335,v47-498553,True,True,True,True,True,True
2753,153,archive,ssrm.v47.snapshot.archive.153.17,61,459,228,372,172,337,v47-295571,True,True,True,True,True,True
2754,154,orchard,ssrm.v47.snapshot.orchard.154.0,67,460,229,370,172,336,v47-264073,True,True,True,True,True,True
2771,154,signal,ssrm.v47.snapshot.signal.154.17,60,462,231,369,196,339,v47-243945,True,True,True,True,True,True
2772,155,repair_ring,ssrm.v47.snapshot.repair_ring.155.0,60,463,232,365,197,340,v47-490081,True,True,True,True,True,True
2775,155,archive,ssrm.v47.snapshot.archive.155.3,62,463,231,376,174,340,v47-262528,True,True,True,True,True,True
2789,155,orchard,ssrm.v47.snapshot.orchard.155.17,68,465,231,374,173,340,v47-294297,True,True,True,True,True,True
2790,156,riverbend,ssrm.v47.snapshot.riverbend.156.0,60,466,232,372,177,342,v47-380382,True,True,True,True,True,True
2807,156,repair_ring,ssrm.v47.snapshot.repair_ring.156.17,61,468,234,368,199,344,v47-530251,True,True,True,True,True,True
2808,157,roofward,ssrm.v47.snapshot.roofward.157.0,69,469,235,378,196,341,v47-342652,True,True,True,True,True,True
2812,157,repair_ring,ssrm.v47.snapshot.repair_ring.157.4,62,469,235,369,200,345,v47-495797,True,True,True,True,True,True
2825,157,riverbend,ssrm.v47.snapshot.riverbend.157.17,61,471,234,377,179,346,v47-416724,True,True,True,True,True,True
2826,158,archive,ssrm.v47.snapshot.archive.158.0,63,472,235,385,178,347,v47-271092,True,True,True,True,True,True
2843,158,roofward,ssrm.v47.snapshot.roofward.158.17,70,474,237,383,197,345,v47-368885,True,True,True,True,True,True
2844,159,signal,ssrm.v47.snapshot.signal.159.0,61,475,238,380,203,349,v47-213502,True,True,True,True,True,True
2849,159,archive,ssrm.v47.snapshot.archive.159.5,64,475,237,386,180,350,v47-270878,True,True,True,True,True,True
2861,159,archive,ssrm.v47.snapshot.archive.159.17,65,477,237,387,181,351,v47-301784,True,True,True,True,True,True
2862,160,orchard,ssrm.v47.snapshot.orchard.160.0,69,478,238,381,176,350,v47-269336,True,True,True,True,True,True
2879,160,signal,ssrm.v47.snapshot.signal.160.17,62,480,240,384,204,352,v47-233767,True,True,True,True,True,True
2880,161,repair_ring,ssrm.v47.snapshot.repair_ring.161.0,63,481,241,381,206,354,v47-486878,True,True,True,True,True,True
2886,161,repair_ring,ssrm.v47.snapshot.repair_ring.161.6,64,482,242,382,207,355,v47-493220,True,True,True,True,True,True
2897,161,orchard,ssrm.v47.snapshot.orchard.161.17,70,483,240,386,178,354,v47-296090,True,True,True,True,True,True
2898,162,riverbend,ssrm.v47.snapshot.riverbend.162.0,62,484,241,390,186,356,v47-382581,True,True,True,True,True,True
2915,162,repair_ring,ssrm.v47.snapshot.repair_ring.162.17,65,486,243,386,209,358,v47-529189,True,True,True,True,True,True
2916,163,roofward,ssrm.v47.snapshot.roofward.163.0,71,487,244,392,201,355,v47-331026,True,True,True,True,True,True
2923,163,archive,ssrm.v47.snapshot.archive.163.7,66,488,243,394,187,360,v47-274651,True,True,True,True,True,True
2933,163,riverbend,ssrm.v47.snapshot.riverbend.163.17,63,489,243,394,187,359,v47-422063,True,True,True,True,True,True
2934,164,archive,ssrm.v47.snapshot.archive.164.0,67,490,244,396,187,361,v47-270522,True,True,True,True,True,True
2951,164,roofward,ssrm.v47.snapshot.roofward.164.17,72,492,246,397,203,359,v47-367303,True,True,True,True,True,True
2952,165,signal,ssrm.v47.snapshot.signal.165.0,63,493,247,397,208,359,v47-220467,True,True,True,True,True,True
2960,165,repair_ring,ssrm.v47.snapshot.repair_ring.165.8,66,494,248,392,214,364,v47-501630,True,True,True,True,True,True
2969,165,archive,ssrm.v47.snapshot.archive.165.17,68,495,246,401,189,365,v47-301875,True,True,True,True,True,True
2970,166,orchard,ssrm.v47.snapshot.orchard.166.0,71,496,247,394,184,364,v47-273078,True,True,True,True,True,True
2987,166,signal,ssrm.v47.snapshot.signal.166.17,64,498,249,401,209,363,v47-245826,True,True,True,True,True,True
2988,167,repair_ring,ssrm.v47.snapshot.repair_ring.167.0,67,499,250,397,216,368,v47-503879,True,True,True,True,True,True
2997,167,archive,ssrm.v47.snapshot.archive.167.9,69,500,249,406,192,369,v47-274148,True,True,True,True,True,True
3005,167,orchard,ssrm.v47.snapshot.orchard.167.17,72,501,249,397,187,368,v47-304047,True,True,True,True,True,True
3006,168,riverbend,ssrm.v47.snapshot.riverbend.168.0,64,502,250,407,190,366,v47-379315,True,True,True,True,True,True
3023,168,repair_ring,ssrm.v47.snapshot.repair_ring.168.17,68,504,252,402,217,371,v47-519935,True,True,True,True,True,True
3024,169,roofward,ssrm.v47.snapshot.roofward.169.0,73,505,253,410,210,369,v47-328351,True,True,True,True,True,True
3034,169,repair_ring,ssrm.v47.snapshot.repair_ring.169.10,69,506,254,404,218,372,v47-521612,True,True,True,True,True,True
3041,169,riverbend,ssrm.v47.snapshot.riverbend.169.17,65,507,252,412,191,370,v47-410143,True,True,True,True,True,True
3042,170,archive,ssrm.v47.snapshot.archive.170.0,70,508,253,412,196,375,v47-262698,True,True,True,True,True,True
3059,170,roofward,ssrm.v47.snapshot.roofward.170.17,74,510,255,412,212,373,v47-353470,True,True,True,True,True,True
3060,171,signal,ssrm.v47.snapshot.signal.171.0,65,511,256,408,213,373,v47-207226,True,True,True,True,True,True
3071,171,archive,ssrm.v47.snapshot.archive.171.11,71,512,255,415,197,378,v47-293121,True,True,True,True,True,True
3077,171,archive,ssrm.v47.snapshot.archive.171.17,72,513,255,416,197,378,v47-297817,True,True,True,True,True,True
3078,172,orchard,ssrm.v47.snapshot.orchard.172.0,73,514,256,410,193,378,v47-264697,True,True,True,True,True,True
3095,172,signal,ssrm.v47.snapshot.signal.172.17,66,516,258,413,215,377,v47-243292,True,True,True,True,True,True
3096,173,repair_ring,ssrm.v47.snapshot.repair_ring.173.0,70,517,259,413,221,378,v47-491687,True,True,True,True,True,True
3108,173,repair_ring,ssrm.v47.snapshot.repair_ring.173.12,71,519,261,413,222,380,v47-514165,True,True,True,True,True,True
3113,173,orchard,ssrm.v47.snapshot.orchard.173.17,74,519,258,415,195,382,v47-300765,True,True,True,True,True,True
3114,174,riverbend,ssrm.v47.snapshot.riverbend.174.0,66,520,259,421,194,380,v47-381423,True,True,True,True,True,True
3131,174,repair_ring,ssrm.v47.snapshot.repair_ring.174.17,72,522,261,416,222,382,v47-517351,True,True,True,True,True,True
3132,175,roofward,ssrm.v47.snapshot.roofward.175.0,75,523,262,421,219,383,v47-331579,True,True,True,True,True,True
3145,175,archive,ssrm.v47.snapshot.archive.175.13,73,525,261,428,200,384,v47-290224,True,True,True,True,True,True
3149,175,riverbend,ssrm.v47.snapshot.riverbend.175.17,67,525,261,426,196,384,v47-417731,True,True,True,True,True,True
3150,176,archive,ssrm.v47.snapshot.archive.176.0,74,526,262,429,200,385,v47-265167,True,True,True,True,True,True
3167,176,roofward,ssrm.v47.snapshot.roofward.176.17,76,528,264,426,222,387,v47-368285,True,True,True,True,True,True
3168,177,signal,ssrm.v47.snapshot.signal.177.0,67,529,265,421,222,387,v47-216106,True,True,True,True,True,True
3182,177,repair_ring,ssrm.v47.snapshot.repair_ring.177.14,73,531,267,425,225,389,v47-526518,True,True,True,True,True,True
3185,177,archive,ssrm.v47.snapshot.archive.177.17,75,531,264,433,201,389,v47-295498,True,True,True,True,True,True
3186,178,orchard,ssrm.v47.snapshot.orchard.178.0,75,532,265,426,202,392,v47-265570,True,True,True,True,True,True
3203,178,signal,ssrm.v47.snapshot.signal.178.17,68,534,267,424,224,391,v47-246319,True,True,True,True,True,True
3204,179,repair_ring,ssrm.v47.snapshot.repair_ring.179.0,74,535,268,429,226,392,v47-501185,True,True,True,True,True,True
3219,179,archive,ssrm.v47.snapshot.archive.179.15,76,537,267,433,202,394,v47-299129,True,True,True,True,True,True
3221,179,orchard,ssrm.v47.snapshot.orchard.179.17,76,537,267,431,203,395,v47-300626,True,True,True,True,True,True
3222,180,riverbend,ssrm.v47.snapshot.riverbend.180.0,68,538,268,439,202,394,v47-387800,True,True,True,True,True,True
3239,180,repair_ring,ssrm.v47.snapshot.repair_ring.180.17,75,540,270,434,228,396,v47-523344,True,True,True,True,True,True
3240,181,roofward,ssrm.v47.snapshot.roofward.181.0,77,541,271,437,229,397,v47-338051,True,True,True,True,True,True
3256,181,repair_ring,ssrm.v47.snapshot.repair_ring.181.16,76,543,273,436,230,398,v47-525432,True,True,True,True,True,True
3257,181,riverbend,ssrm.v47.snapshot.riverbend.181.17,69,543,270,441,205,398,v47-413477,True,True,True,True,True,True
3258,182,archive,ssrm.v47.snapshot.archive.182.0,77,544,271,440,204,399,v47-266297,True,True,True,True,True,True
3275,182,roofward,ssrm.v47.snapshot.roofward.182.17,78,546,273,441,230,400,v47-358033,True,True,True,True,True,True
3276,183,signal,ssrm.v47.snapshot.signal.183.0,69,547,274,437,231,401,v47-212305,True,True,True,True,True,True
3293,183,archive,ssrm.v47.snapshot.archive.183.17,78,549,273,445,206,403,v47-297498,True,True,True,True,True,True
3294,184,orchard,ssrm.v47.snapshot.orchard.184.0,77,550,274,442,206,402,v47-261819,True,True,True,True,True,True
3311,184,signal,ssrm.v47.snapshot.signal.184.17,70,552,276,442,234,405,v47-239499,True,True,True,True,True,True
3312,185,repair_ring,ssrm.v47.snapshot.repair_ring.185.0,77,553,277,443,235,406,v47-496872,True,True,True,True,True,True
3329,185,orchard,ssrm.v47.snapshot.orchard.185.17,78,555,276,445,207,406,v47-301152,True,True,True,True,True,True
3330,186,riverbend,ssrm.v47.snapshot.riverbend.186.0,70,556,277,450,211,408,v47-381330,True,True,True,True,True,True
3347,186,repair_ring,ssrm.v47.snapshot.repair_ring.186.17,78,558,279,448,237,410,v47-533213,True,True,True,True,True,True
3348,187,roofward,ssrm.v47.snapshot.roofward.187.0,79,559,280,454,234,407,v47-339911,True,True,True,True,True,True
3365,187,riverbend,ssrm.v47.snapshot.riverbend.187.17,71,561,279,455,213,412,v47-412774,True,True,True,True,True,True
3366,188,archive,ssrm.v47.snapshot.archive.188.0,79,562,280,453,212,413,v47-264998,True,True,True,True,True,True
3367,188,signal,ssrm.v47.snapshot.signal.188.1,71,562,282,450,240,413,v47-208609,True,True,True,True,True,True
3383,188,roofward,ssrm.v47.snapshot.roofward.188.17,80,564,282,458,235,411,v47-365529,True,True,True,True,True,True
3384,189,signal,ssrm.v47.snapshot.signal.189.0,72,565,283,453,241,415,v47-214439,True,True,True,True,True,True
3401,189,archive,ssrm.v47.snapshot.archive.189.17,80,567,282,456,215,417,v47-300711,True,True,True,True,True,True
3402,190,orchard,ssrm.v47.snapshot.orchard.190.0,79,568,283,458,210,416,v47-269783,True,True,True,True,True,True
