tick,day,scene_id,moving_entity,target_x,target_y,collision_kind,collision_detected,avoidance_vector_x,avoidance_vector_y,collision_resolved,personal_space_preserved
299,22,v20-scene-d22,avatar,7.769247,4.896841,table_edge,0,0.0,0.0,1,1
300,22,v20-scene-d22,avatar,7.320394,5.130208,agent_space,0,0.0,0.0,1,1
301,22,v20-scene-d22,avatar,7.065562,5.296774,none,0,0.0,0.0,1,1
302,22,v20-scene-d22,avatar,6.793737,5.198557,wall,0,0.0,0.0,1,1
303,22,v20-scene-d22,avatar,6.290035,5.244629,avatar_overlap,0,0.0,0.0,1,1
304,22,v20-scene-d22,avatar,6.052928,5.248871,table_edge,0,0.0,0.0,1,1
305,22,v20-scene-d22,avatar,5.852802,5.227117,agent_space,0,0.0,0.0,1,1
306,22,v20-scene-d22,avatar,5.451995,4.994189,none,0,0.0,0.0,1,1
307,22,v20-scene-d22,avatar,5.326256,4.961311,object_path,0,0.0,0.0,1,1
308,23,v20-scene-d23,avatar,4.998752,4.804362,wall,0,0.0,0.0,1,1
309,23,v20-scene-d23,avatar,4.922474,4.784257,agent_space,0,0.0,0.0,1,1
310,23,v20-scene-d23,avatar,4.855345,4.760865,avatar_overlap,0,0.0,0.0,1,1
311,23,v20-scene-d23,avatar,4.557777,4.723952,object_path,0,0.0,0.0,1,1
312,23,v20-scene-d23,avatar,4.516697,4.463071,wall,0,0.0,0.0,1,1
313,23,v20-scene-d23,avatar,4.505067,4.370325,agent_space,0,0.0,0.0,1,1
314,23,v20-scene-d23,avatar,4.300028,4.242784,agent_space,0,0.0,0.0,1,1
315,23,v20-scene-d23,avatar,4.399983,4.084078,none,0,0.0,0.0,1,1
316,23,v20-scene-d23,avatar,4.58108,3.704881,none,0,0.0,0.0,1,1
317,23,v20-scene-d23,avatar,4.613732,3.522141,avatar_overlap,0,0.0,0.0,1,1
318,23,v20-scene-d23,avatar,4.97974,3.357152,none,0,0.0,0.0,1,1
319,23,v20-scene-d23,avatar,5.430595,3.232746,avatar_overlap,0,0.0,0.0,1,1
320,23,v20-scene-d23,avatar,5.707248,2.970051,object_path,0,0.0,0.0,1,1
321,23,v20-scene-d23,avatar,6.261499,2.985307,none,0,0.0,0.0,1,1
322,24,v20-scene-d24,avatar,6.848881,3.034525,object_path,0,0.0,0.0,1,1
323,24,v20-scene-d24,avatar,7.347673,3.256458,avatar_overlap,1,0.128774,-0.041844,0,0
324,24,v20-scene-d24,avatar,7.764513,3.548643,avatar_overlap,1,0.213215,0.021617,1,1
325,24,v20-scene-d24,avatar,7.834052,3.890275,table_edge,1,0.090736,-0.014375,1,1
326,24,v20-scene-d24,avatar,8.021525,4.055673,wall,1,0.113185,-0.056172,1,1
327,24,v20-scene-d24,avatar,8.084228,4.417583,none,0,0.0,0.0,1,1
328,24,v20-scene-d24,avatar,7.791331,4.750651,agent_space,1,0.162837,-0.062244,1,1
329,24,v20-scene-d24,avatar,7.642092,5.034526,table_edge,0,0.0,0.0,1,1
330,24,v20-scene-d24,avatar,7.422786,5.05611,avatar_overlap,0,0.0,0.0,1,1
331,24,v20-scene-d24,avatar,6.922835,5.210665,agent_space,0,0.0,0.0,1,1
332,24,v20-scene-d24,avatar,6.65078,5.301601,agent_space,0,0.0,0.0,1,1
333,24,v20-scene-d24,avatar,6.390717,5.339042,avatar_overlap,1,0.462045,0.214805,1,1
334,24,v20-scene-d24,avatar,5.91973,5.137441,avatar_overlap,0,0.0,0.0,1,1
335,24,v20-scene-d24,avatar,5.726709,5.112662,object_path,0,0.0,0.0,1,1
