tick_id,day,settlement_id,resident_id,room_id,schedule_phase,avatar_action,dialect_memory_used,body_state_referenced,object_context_referenced,interaction_visible,private_workspace_hidden
364,31,archive,Toma,stone stacks,midday exchange,warm_up,True,True,True,True,True
365,31,signal,Milo,mast base,midday exchange,avoid_hazard,True,True,False,True,True
366,31,orchard,Mara,arrival court,evening repair,move_east,True,False,False,True,True
367,31,repair_ring,Juno,bell alcove,evening repair,pick_up_object,True,False,True,True,True
368,31,riverbend,Lio,arrival court,evening repair,avoid_hazard,True,True,False,True,True
369,31,roofward,Fay,glass stair,night memory,move_east,True,False,False,True,True
370,31,archive,Toma,spool room,night memory,pick_up_object,True,False,True,True,True
371,31,signal,Milo,mast base,night memory,talk_resident,True,True,True,True,True
372,32,orchard,Ivo,arrival court,morning work,rest,True,True,False,True,True
373,32,repair_ring,Pax,bell alcove,morning work,dry_off,True,True,False,True,True
374,32,riverbend,Ari,arrival court,morning work,ask_dialect_memory,True,False,False,True,True
375,32,roofward,Sera,glass stair,midday exchange,rest,True,True,False,True,True
376,32,archive,Nia,spool room,midday exchange,dry_off,True,True,False,True,True
377,32,signal,Ren,lens room,midday exchange,move_north,True,False,False,True,True
378,32,orchard,Ivo,arrival court,evening repair,inspect_object,True,False,True,True,True
379,32,repair_ring,Pax,bell alcove,evening repair,place_object,True,False,True,True,True
380,32,riverbend,Ari,plank hall,evening repair,move_north,True,False,False,True,True
381,32,roofward,Sera,glass stair,night memory,inspect_object,True,False,True,True,True
382,32,archive,Nia,ink niche,night memory,place_object,True,False,True,True,True
383,32,signal,Ren,lens room,night memory,ask_dialect_memory,True,False,False,True,True
384,33,orchard,Mara,arrival court,morning work,warm_up,True,True,False,True,True
385,33,repair_ring,Juno,bell alcove,morning work,avoid_hazard,True,True,True,True,True
386,33,riverbend,Lio,dry ridge,morning work,wait_for_schedule,True,False,False,True,True
387,33,roofward,Fay,glass stair,midday exchange,warm_up,True,True,False,True,True
388,33,archive,Toma,ink niche,midday exchange,avoid_hazard,True,True,False,True,True
389,33,signal,Milo,mast base,midday exchange,move_east,True,False,False,True,True
390,33,orchard,Mara,arrival court,evening repair,pick_up_object,True,False,True,True,True
391,33,repair_ring,Juno,bell alcove,evening repair,talk_resident,True,True,False,True,True
392,33,riverbend,Lio,kit alcove,evening repair,move_east,True,False,True,True,True
393,33,roofward,Fay,glass stair,night memory,pick_up_object,True,False,True,True,True
394,33,archive,Toma,arrival court,night memory,talk_resident,True,True,False,True,True
395,33,signal,Milo,lens room,night memory,wait_for_schedule,True,False,False,True,True
396,34,orchard,Ivo,arrival court,morning work,dry_off,True,True,False,True,True
397,34,repair_ring,Pax,wire bench,morning work,move_north,True,False,False,True,True
398,34,riverbend,Ari,kit alcove,morning work,rest,True,True,False,True,True
399,34,roofward,Sera,glass stair,midday exchange,dry_off,True,True,True,True,True
400,34,archive,Nia,stone stacks,midday exchange,move_north,True,False,False,True,True
401,34,signal,Ren,arrival court,midday exchange,inspect_object,True,False,True,True,True
402,34,orchard,Ivo,arrival court,evening repair,place_object,True,False,True,True,True
403,34,repair_ring,Pax,wire bench,evening repair,ask_dialect_memory,True,False,False,True,True
404,34,riverbend,Ari,kit alcove,evening repair,inspect_object,True,False,True,True,True
405,34,roofward,Sera,glass stair,night memory,place_object,True,False,True,True,True
406,34,archive,Nia,spool room,night memory,ask_dialect_memory,True,False,True,True,True
407,34,signal,Ren,arrival court,night memory,rest,True,True,False,True,True
408,35,repair_ring,Pax,spark lane,morning work,move_north,True,False,False,True,True
409,35,riverbend,Ari,kit alcove,morning work,rest,True,True,False,True,True
410,35,roofward,Sera,glass stair,morning work,dry_off,True,True,False,True,True
411,35,archive,Nia,arrival court,midday exchange,move_north,True,False,False,True,True
412,35,signal,Ren,arrival court,midday exchange,inspect_object,True,False,True,True,True
413,35,orchard,Ivo,seed lane,midday exchange,place_object,True,False,True,True,True
414,35,repair_ring,Pax,spark lane,evening repair,ask_dialect_memory,True,False,False,True,True
415,35,riverbend,Ari,kit alcove,evening repair,inspect_object,True,False,True,True,True
416,35,roofward,Sera,glass stair,evening repair,place_object,True,False,True,True,True
417,35,archive,Nia,arrival court,night memory,ask_dialect_memory,True,False,False,True,True
418,35,signal,Ren,arrival court,night memory,rest,True,True,False,True,True
419,35,orchard,Ivo,seed lane,night memory,dry_off,True,True,False,True,True
420,36,repair_ring,Juno,bell alcove,morning work,move_east,True,False,True,True,True
421,36,riverbend,Lio,kit alcove,morning work,warm_up,True,True,False,True,True
422,36,roofward,Fay,glass stair,morning work,avoid_hazard,True,True,False,True,True
423,36,archive,Toma,spool room,midday exchange,move_east,True,False,False,True,True
424,36,signal,Milo,arrival court,midday exchange,pick_up_object,True,False,True,True,True
425,36,orchard,Mara,market plank,midday exchange,talk_resident,True,True,False,True,True
426,36,repair_ring,Juno,arrival court,evening repair,wait_for_schedule,True,False,False,True,True
427,36,riverbend,Lio,kit alcove,evening repair,pick_up_object,True,False,True,True,True
428,36,roofward,Fay,glass stair,evening repair,talk_resident,True,True,False,True,True
429,36,archive,Toma,arrival court,night memory,wait_for_schedule,True,False,False,True,True
430,36,signal,Milo,arrival court,night memory,warm_up,True,True,False,True,True
431,36,orchard,Mara,market plank,night memory,avoid_hazard,True,True,False,True,True
432,37,repair_ring,Pax,wire bench,morning work,inspect_object,True,False,True,True,True
433,37,riverbend,Ari,kit alcove,morning work,dry_off,True,True,False,True,True
434,37,roofward,Sera,warm lane,morning work,move_north,True,False,True,True,True
435,37,archive,Nia,arrival court,midday exchange,inspect_object,True,False,True,True,True
436,37,signal,Ren,arrival court,midday exchange,place_object,True,False,True,True,True
437,37,orchard,Ivo,satchel shed,midday exchange,ask_dialect_memory,True,False,False,True,True
438,37,repair_ring,Pax,wire bench,evening repair,rest,True,True,False,True,True
439,37,riverbend,Ari,kit alcove,evening repair,place_object,True,False,True,True,True
440,37,roofward,Sera,warm lane,evening repair,ask_dialect_memory,True,False,False,True,True
441,37,archive,Nia,arrival court,night memory,rest,True,True,True,True,True
442,37,signal,Ren,arrival court,night memory,dry_off,True,True,False,True,True
443,37,orchard,Ivo,seed lane,night memory,move_north,True,False,False,True,True
444,38,repair_ring,Juno,spark lane,morning work,pick_up_object,True,False,True,True,True
445,38,riverbend,Lio,kit alcove,morning work,avoid_hazard,True,True,False,True,True
446,38,roofward,Fay,ledger loft,morning work,move_east,True,False,False,True,True
447,38,archive,Toma,arrival court,midday exchange,pick_up_object,True,False,True,True,True
448,38,signal,Milo,arrival court,midday exchange,talk_resident,True,True,True,True,True
449,38,orchard,Mara,satchel shed,midday exchange,wait_for_schedule,True,False,False,True,True
450,38,repair_ring,Juno,spark lane,evening repair,warm_up,True,True,False,True,True
451,38,riverbend,Lio,kit alcove,evening repair,talk_resident,True,True,False,True,True
452,38,roofward,Fay,arrival court,evening repair,wait_for_schedule,True,False,False,True,True
453,38,archive,Toma,arrival court,night memory,warm_up,True,True,False,True,True
454,38,signal,Milo,mast base,night memory,avoid_hazard,True,True,False,True,True
455,38,orchard,Mara,seed lane,night memory,move_east,True,False,True,True,True
456,39,repair_ring,Pax,bell alcove,morning work,place_object,True,False,True,True,True
457,39,riverbend,Ari,plank hall,morning work,move_north,True,False,False,True,True
458,39,roofward,Sera,arrival court,morning work,inspect_object,True,False,True,True,True
459,39,archive,Nia,arrival court,midday exchange,place_object,True,False,True,True,True
460,39,signal,Ren,mast base,midday exchange,ask_dialect_memory,True,False,False,True,True
461,39,orchard,Ivo,seed lane,midday exchange,rest,True,True,False,True,True
462,39,repair_ring,Pax,bell alcove,evening repair,dry_off,True,True,True,True,True
463,39,riverbend,Ari,plank hall,evening repair,ask_dialect_memory,True,False,False,True,True
464,39,roofward,Sera,arrival court,evening repair,rest,True,True,False,True,True
465,39,archive,Nia,arrival court,night memory,dry_off,True,True,False,True,True
466,39,signal,Ren,lantern walk,night memory,move_north,True,False,False,True,True
467,39,orchard,Ivo,seed lane,night memory,inspect_object,True,False,True,True,True
468,40,repair_ring,Juno,arrival court,morning work,talk_resident,True,True,False,True,True
469,40,riverbend,Lio,kit alcove,morning work,move_east,True,False,True,True,True
470,40,roofward,Fay,arrival court,morning work,pick_up_object,True,False,True,True,True
471,40,archive,Toma,arrival court,midday exchange,talk_resident,True,True,False,True,True
472,40,signal,Milo,lens room,midday exchange,wait_for_schedule,True,False,False,True,True
473,40,orchard,Mara,seed lane,midday exchange,warm_up,True,True,False,True,True
474,40,repair_ring,Juno,arrival court,evening repair,avoid_hazard,True,True,False,True,True
475,40,riverbend,Lio,plank hall,evening repair,wait_for_schedule,True,False,False,True,True
476,40,roofward,Fay,arrival court,evening repair,warm_up,True,True,True,True,True
477,40,archive,Toma,arrival court,night memory,avoid_hazard,True,True,False,True,True
478,40,signal,Milo,arrival court,night memory,move_east,True,False,False,True,True
479,40,orchard,Mara,seed lane,night memory,pick_up_object,True,False,True,True,True
480,41,repair_ring,Pax,wire bench,morning work,ask_dialect_memory,True,False,False,True,True
481,41,riverbend,Ari,plank hall,morning work,inspect_object,True,False,True,True,True
482,41,roofward,Sera,arrival court,morning work,place_object,True,False,True,True,True
483,41,archive,Nia,arrival court,midday exchange,ask_dialect_memory,True,False,True,True,True
484,41,signal,Ren,arrival court,midday exchange,rest,True,True,False,True,True
485,41,orchard,Ivo,seed lane,midday exchange,dry_off,True,True,False,True,True
486,41,repair_ring,Pax,spark lane,evening repair,move_north,True,False,False,True,True
487,41,riverbend,Ari,plank hall,evening repair,rest,True,True,False,True,True
488,41,roofward,Sera,arrival court,evening repair,dry_off,True,True,False,True,True
489,41,archive,Nia,spool room,night memory,move_north,True,False,False,True,True
490,41,signal,Ren,mast base,night memory,inspect_object,True,False,True,True,True
491,41,orchard,Ivo,seed lane,night memory,place_object,True,False,True,True,True
492,42,riverbend,Ari,dry ridge,morning work,inspect_object,True,False,True,True,True
493,42,roofward,Sera,arrival court,morning work,place_object,True,False,True,True,True
494,42,archive,Nia,spool room,morning work,ask_dialect_memory,True,False,False,True,True
495,42,signal,Ren,mast base,midday exchange,rest,True,True,False,True,True
496,42,orchard,Ivo,seed lane,midday exchange,dry_off,True,True,False,True,True
497,42,repair_ring,Pax,arrival court,midday exchange,move_north,True,False,True,True,True
498,42,riverbend,Ari,dry ridge,evening repair,rest,True,True,False,True,True
499,42,roofward,Sera,arrival court,evening repair,dry_off,True,True,False,True,True
500,42,archive,Nia,ink niche,evening repair,move_north,True,False,False,True,True
501,42,signal,Ren,mast base,night memory,inspect_object,True,False,True,True,True
502,42,orchard,Ivo,market plank,night memory,place_object,True,False,True,True,True
503,42,repair_ring,Pax,arrival court,night memory,ask_dialect_memory,True,False,False,True,True
504,43,riverbend,Lio,kit alcove,morning work,pick_up_object,True,False,True,True,True
505,43,roofward,Fay,arrival court,morning work,talk_resident,True,True,False,True,True
506,43,archive,Toma,arrival court,morning work,wait_for_schedule,True,False,False,True,True
507,43,signal,Milo,mast base,midday exchange,warm_up,True,True,False,True,True
508,43,orchard,Mara,market plank,midday exchange,avoid_hazard,True,True,False,True,True
509,43,repair_ring,Juno,spark lane,midday exchange,move_east,True,False,False,True,True
510,43,riverbend,Lio,kit alcove,evening repair,warm_up,True,True,False,True,True
511,43,roofward,Fay,arrival court,evening repair,avoid_hazard,True,True,True,True,True
512,43,archive,Toma,stone stacks,evening repair,move_east,True,False,False,True,True
513,43,signal,Milo,mast base,night memory,pick_up_object,True,False,True,True,True
514,43,orchard,Mara,satchel shed,night memory,talk_resident,True,True,False,True,True
515,43,repair_ring,Juno,arrival court,night memory,wait_for_schedule,True,False,False,True,True
516,44,riverbend,Ari,arrival court,morning work,place_object,True,False,True,True,True
517,44,roofward,Sera,arrival court,morning work,ask_dialect_memory,True,False,False,True,True
518,44,archive,Nia,stone stacks,morning work,rest,True,True,True,True,True
519,44,signal,Ren,mast base,midday exchange,dry_off,True,True,False,True,True
520,44,orchard,Ivo,arrival court,midday exchange,move_north,True,False,False,True,True
521,44,repair_ring,Pax,wire bench,midday exchange,inspect_object,True,False,True,True,True
522,44,riverbend,Ari,arrival court,evening repair,dry_off,True,True,False,True,True
523,44,roofward,Sera,warm lane,evening repair,move_north,True,False,False,True,True
524,44,archive,Nia,stone stacks,evening repair,inspect_object,True,False,True,True,True
525,44,signal,Ren,mast base,night memory,place_object,True,False,True,True,True
526,44,orchard,Ivo,seed lane,night memory,ask_dialect_memory,True,False,False,True,True
527,44,repair_ring,Pax,wire bench,night memory,rest,True,True,False,True,True
528,45,riverbend,Lio,plank hall,morning work,talk_resident,True,True,False,True,True
529,45,roofward,Fay,arrival court,morning work,wait_for_schedule,True,False,False,True,True
530,45,archive,Toma,stone stacks,morning work,warm_up,True,True,False,True,True
531,45,signal,Milo,mast base,midday exchange,avoid_hazard,True,True,False,True,True
532,45,orchard,Mara,market plank,midday exchange,move_east,True,False,True,True,True
533,45,repair_ring,Juno,spark lane,midday exchange,pick_up_object,True,False,True,True,True
534,45,riverbend,Lio,plank hall,evening repair,avoid_hazard,True,True,False,True,True
535,45,roofward,Fay,warm lane,evening repair,move_east,True,False,False,True,True
536,45,archive,Toma,stone stacks,evening repair,pick_up_object,True,False,True,True,True
537,45,signal,Milo,mast base,night memory,talk_resident,True,True,False,True,True
538,45,orchard,Mara,satchel shed,night memory,wait_for_schedule,True,False,False,True,True
539,45,repair_ring,Juno,spark lane,night memory,warm_up,True,True,True,True,True
540,46,riverbend,Ari,dry ridge,morning work,ask_dialect_memory,True,False,False,True,True
541,46,roofward,Sera,warm lane,morning work,rest,True,True,False,True,True
542,46,archive,Nia,stone stacks,morning work,dry_off,True,True,False,True,True
543,46,signal,Ren,lens room,midday exchange,move_north,True,False,False,True,True
544,46,orchard,Ivo,satchel shed,midday exchange,inspect_object,True,False,True,True,True
545,46,repair_ring,Pax,bell alcove,midday exchange,place_object,True,False,True,True,True
546,46,riverbend,Ari,kit alcove,evening repair,move_north,True,False,True,True,True
547,46,roofward,Sera,warm lane,evening repair,inspect_object,True,False,True,True,True
548,46,archive,Nia,stone stacks,evening repair,place_object,True,False,True,True,True
549,46,signal,Ren,lens room,night memory,ask_dialect_memory,True,False,False,True,True
550,46,orchard,Ivo,satchel shed,night memory,rest,True,True,False,True,True
551,46,repair_ring,Pax,bell alcove,night memory,dry_off,True,True,False,True,True
552,47,riverbend,Lio,arrival court,morning work,wait_for_schedule,True,False,False,True,True
553,47,roofward,Fay,warm lane,morning work,warm_up,True,True,True,True,True
554,47,archive,Toma,stone stacks,morning work,avoid_hazard,True,True,False,True,True
555,47,signal,Milo,mast base,midday exchange,move_east,True,False,False,True,True
556,47,orchard,Mara,satchel shed,midday exchange,pick_up_object,True,False,True,True,True
557,47,repair_ring,Juno,arrival court,midday exchange,talk_resident,True,True,False,True,True
558,47,riverbend,Lio,plank hall,evening repair,move_east,True,False,False,True,True
559,47,roofward,Fay,warm lane,evening repair,pick_up_object,True,False,True,True,True
560,47,archive,Toma,stone stacks,evening repair,talk_resident,True,True,True,True,True
561,47,signal,Milo,lens room,night memory,wait_for_schedule,True,False,False,True,True
562,47,orchard,Mara,satchel shed,night memory,warm_up,True,True,False,True,True
563,47,repair_ring,Juno,arrival court,night memory,avoid_hazard,True,True,False,True,True
564,48,riverbend,Ari,plank hall,morning work,rest,True,True,False,True,True
565,48,roofward,Sera,warm lane,morning work,dry_off,True,True,False,True,True
566,48,archive,Nia,spool room,morning work,move_north,True,False,False,True,True
567,48,signal,Ren,lens room,midday exchange,inspect_object,True,False,True,True,True
568,48,orchard,Ivo,satchel shed,midday exchange,place_object,True,False,True,True,True
569,48,repair_ring,Pax,wire bench,midday exchange,ask_dialect_memory,True,False,False,True,True
570,48,riverbend,Ari,plank hall,evening repair,inspect_object,True,False,True,True,True
571,48,roofward,Sera,warm lane,evening repair,place_object,True,False,True,True,True
572,48,archive,Nia,spool room,evening repair,ask_dialect_memory,True,False,False,True,True
573,48,signal,Ren,lens room,night memory,rest,True,True,False,True,True
574,48,orchard,Ivo,satchel shed,night memory,dry_off,True,True,True,True,True
575,48,repair_ring,Pax,bell alcove,night memory,move_north,True,False,False,True,True
576,49,roofward,Sera,warm lane,morning work,dry_off,True,True,False,True,True
577,49,archive,Nia,arrival court,morning work,move_north,True,False,False,True,True
578,49,signal,Ren,lens room,morning work,inspect_object,True,False,True,True,True
579,49,orchard,Ivo,satchel shed,midday exchange,place_object,True,False,True,True,True
580,49,repair_ring,Pax,bell alcove,midday exchange,ask_dialect_memory,True,False,False,True,True
581,49,riverbend,Ari,dry ridge,midday exchange,inspect_object,True,False,True,True,True
582,49,roofward,Sera,warm lane,evening repair,place_object,True,False,True,True,True
583,49,archive,Nia,arrival court,evening repair,ask_dialect_memory,True,False,False,True,True
584,49,signal,Ren,lens room,evening repair,rest,True,True,False,True,True
585,49,orchard,Ivo,satchel shed,night memory,dry_off,True,True,False,True,True
586,49,repair_ring,Pax,arrival court,night memory,move_north,True,False,False,True,True
587,49,riverbend,Ari,dry ridge,night memory,rest,True,True,False,True,True
588,50,roofward,Fay,ledger loft,morning work,avoid_hazard,True,True,True,True,True
589,50,archive,Toma,spool room,morning work,move_east,True,False,False,True,True
590,50,signal,Milo,lens room,morning work,pick_up_object,True,False,True,True,True
591,50,orchard,Mara,satchel shed,midday exchange,talk_resident,True,True,False,True,True
592,50,repair_ring,Juno,wire bench,midday exchange,wait_for_schedule,True,False,False,True,True
593,50,riverbend,Lio,kit alcove,midday exchange,pick_up_object,True,False,True,True,True
594,50,roofward,Fay,ledger loft,evening repair,talk_resident,True,True,False,True,True
595,50,archive,Toma,arrival court,evening repair,wait_for_schedule,True,False,True,True,True
596,50,signal,Milo,lens room,evening repair,warm_up,True,True,False,True,True
597,50,orchard,Mara,satchel shed,night memory,avoid_hazard,True,True,False,True,True
598,50,repair_ring,Juno,spark lane,night memory,move_east,True,False,False,True,True
599,50,riverbend,Lio,kit alcove,night memory,warm_up,True,True,False,True,True
600,51,roofward,Sera,arrival court,morning work,move_north,True,False,False,True,True
601,51,archive,Nia,arrival court,morning work,inspect_object,True,False,True,True,True
602,51,signal,Ren,lens room,morning work,place_object,True,False,True,True,True
603,51,orchard,Ivo,satchel shed,midday exchange,ask_dialect_memory,True,False,False,True,True
604,51,repair_ring,Pax,spark lane,midday exchange,rest,True,True,False,True,True
605,51,riverbend,Ari,arrival court,midday exchange,place_object,True,False,True,True,True
606,51,roofward,Sera,arrival court,evening repair,ask_dialect_memory,True,False,False,True,True
607,51,archive,Nia,arrival court,evening repair,rest,True,True,False,True,True
608,51,signal,Ren,lens room,evening repair,dry_off,True,True,False,True,True
609,51,orchard,Ivo,seed lane,night memory,move_north,True,False,True,True,True
610,51,repair_ring,Pax,bell alcove,night memory,inspect_object,True,False,True,True,True
611,51,riverbend,Ari,arrival court,night memory,dry_off,True,True,False,True,True
612,52,roofward,Fay,glass stair,morning work,move_east,True,False,False,True,True
613,52,archive,Toma,arrival court,morning work,pick_up_object,True,False,True,True,True
614,52,signal,Milo,lens room,morning work,talk_resident,True,True,False,True,True
615,52,orchard,Mara,satchel shed,midday exchange,wait_for_schedule,True,False,False,True,True
616,52,repair_ring,Juno,bell alcove,midday exchange,warm_up,True,True,True,True,True
617,52,riverbend,Lio,plank hall,midday exchange,talk_resident,True,True,False,True,True
618,52,roofward,Fay,warm lane,evening repair,wait_for_schedule,True,False,False,True,True
619,52,archive,Toma,arrival court,evening repair,warm_up,True,True,False,True,True
620,52,signal,Milo,lens room,evening repair,avoid_hazard,True,True,False,True,True
621,52,orchard,Mara,seed lane,night memory,move_east,True,False,False,True,True
622,52,repair_ring,Juno,arrival court,night memory,pick_up_object,True,False,True,True,True
623,52,riverbend,Lio,plank hall,night memory,avoid_hazard,True,True,True,True,True
624,53,roofward,Sera,ledger loft,morning work,inspect_object,True,False,True,True,True
625,53,archive,Nia,arrival court,morning work,place_object,True,False,True,True,True
626,53,signal,Ren,lens room,morning work,ask_dialect_memory,True,False,False,True,True
627,53,orchard,Ivo,seed lane,midday exchange,rest,True,True,False,True,True
628,53,repair_ring,Pax,arrival court,midday exchange,dry_off,True,True,False,True,True
629,53,riverbend,Ari,dry ridge,midday exchange,ask_dialect_memory,True,False,False,True,True
630,53,roofward,Sera,ledger loft,evening repair,rest,True,True,True,True,True
631,53,archive,Nia,arrival court,evening repair,dry_off,True,True,False,True,True
632,53,signal,Ren,arrival court,evening repair,move_north,True,False,False,True,True
633,53,orchard,Ivo,seed lane,night memory,inspect_object,True,False,True,True,True
634,53,repair_ring,Pax,wire bench,night memory,place_object,True,False,True,True,True
635,53,riverbend,Ari,arrival court,night memory,move_north,True,False,False,True,True
636,54,roofward,Fay,arrival court,morning work,pick_up_object,True,False,True,True,True
637,54,archive,Toma,arrival court,morning work,talk_resident,True,True,True,True,True
638,54,signal,Milo,mast base,morning work,wait_for_schedule,True,False,False,True,True
639,54,orchard,Mara,seed lane,midday exchange,warm_up,True,True,False,True,True
640,54,repair_ring,Juno,wire bench,midday exchange,avoid_hazard,True,True,False,True,True
641,54,riverbend,Lio,dry ridge,midday exchange,wait_for_schedule,True,False,False,True,True
642,54,roofward,Fay,arrival court,evening repair,warm_up,True,True,False,True,True
643,54,archive,Toma,arrival court,evening repair,avoid_hazard,True,True,False,True,True
644,54,signal,Milo,lantern walk,evening repair,move_east,True,False,True,True,True
645,54,orchard,Mara,seed lane,night memory,pick_up_object,True,False,True,True,True
646,54,repair_ring,Juno,spark lane,night memory,talk_resident,True,True,False,True,True
647,54,riverbend,Lio,arrival court,night memory,move_east,True,False,False,True,True
648,55,roofward,Sera,glass stair,morning work,place_object,True,False,True,True,True
649,55,archive,Nia,arrival court,morning work,ask_dialect_memory,True,False,False,True,True
650,55,signal,Ren,lantern walk,morning work,rest,True,True,False,True,True
651,55,orchard,Ivo,seed lane,midday exchange,dry_off,True,True,True,True,True
652,55,repair_ring,Pax,bell alcove,midday exchange,move_north,True,False,False,True,True
653,55,riverbend,Ari,arrival court,midday exchange,rest,True,True,False,True,True
654,55,roofward,Sera,glass stair,evening repair,dry_off,True,True,False,True,True
655,55,archive,Nia,spool room,evening repair,move_north,True,False,False,True,True
656,55,signal,Ren,lantern walk,evening repair,inspect_object,True,False,True,True,True
657,55,orchard,Ivo,seed lane,night memory,place_object,True,False,True,True,True
658,55,repair_ring,Pax,arrival court,night memory,ask_dialect_memory,True,False,True,True,True
659,55,riverbend,Ari,arrival court,night memory,inspect_object,True,False,True,True,True
660,56,archive,Nia,ink niche,morning work,ask_dialect_memory,True,False,False,True,True
661,56,signal,Ren,lantern walk,morning work,rest,True,True,False,True,True
662,56,orchard,Ivo,seed lane,morning work,dry_off,True,True,False,True,True
663,56,repair_ring,Pax,spark lane,midday exchange,move_north,True,False,False,True,True
664,56,riverbend,Ari,arrival court,midday exchange,rest,True,True,False,True,True
665,56,roofward,Sera,glass stair,midday exchange,dry_off,True,True,True,True,True
666,56,archive,Nia,arrival court,evening repair,move_north,True,False,False,True,True
667,56,signal,Ren,lantern walk,evening repair,inspect_object,True,False,True,True,True
668,56,orchard,Ivo,seed lane,evening repair,place_object,True,False,True,True,True
669,56,repair_ring,Pax,spark lane,night memory,ask_dialect_memory,True,False,False,True,True
670,56,riverbend,Ari,plank hall,night memory,inspect_object,True,False,True,True,True
671,56,roofward,Sera,glass stair,night memory,place_object,True,False,True,True,True
672,57,archive,Toma,stone stacks,morning work,wait_for_schedule,True,False,True,True,True
673,57,signal,Milo,lantern walk,morning work,warm_up,True,True,False,True,True
674,57,orchard,Mara,seed lane,morning work,avoid_hazard,True,True,False,True,True
675,57,repair_ring,Juno,arrival court,midday exchange,move_east,True,False,False,True,True
676,57,riverbend,Lio,plank hall,midday exchange,warm_up,True,True,False,True,True
677,57,roofward,Fay,warm lane,midday exchange,avoid_hazard,True,True,False,True,True
678,57,archive,Toma,spool room,evening repair,move_east,True,False,False,True,True
679,57,signal,Milo,lantern walk,evening repair,pick_up_object,True,False,True,True,True
680,57,orchard,Mara,seed lane,evening repair,talk_resident,True,True,False,True,True
681,57,repair_ring,Juno,spark lane,night memory,wait_for_schedule,True,False,False,True,True
682,57,riverbend,Lio,dry ridge,night memory,pick_up_object,True,False,True,True,True
683,57,roofward,Fay,warm lane,night memory,talk_resident,True,True,False,True,True
684,58,archive,Nia,spool room,morning work,rest,True,True,False,True,True
685,58,signal,Ren,lantern walk,morning work,dry_off,True,True,False,True,True
686,58,orchard,Ivo,market plank,morning work,move_north,True,False,True,True,True
687,58,repair_ring,Pax,spark lane,midday exchange,inspect_object,True,False,True,True,True
688,58,riverbend,Ari,dry ridge,midday exchange,dry_off,True,True,False,True,True
689,58,roofward,Sera,arrival court,midday exchange,move_north,True,False,False,True,True
690,58,archive,Nia,spool room,evening repair,inspect_object,True,False,True,True,True
691,58,signal,Ren,lantern walk,evening repair,place_object,True,False,True,True,True
692,58,orchard,Ivo,market plank,evening repair,ask_dialect_memory,True,False,False,True,True
693,58,repair_ring,Pax,spark lane,night memory,rest,True,True,True,True,True
694,58,riverbend,Ari,kit alcove,night memory,place_object,True,False,True,True,True
695,58,roofward,Sera,arrival court,night memory,ask_dialect_memory,True,False,False,True,True
696,59,archive,Toma,spool room,morning work,warm_up,True,True,False,True,True
697,59,signal,Milo,lantern walk,morning work,avoid_hazard,True,True,False,True,True
698,59,orchard,Mara,satchel shed,morning work,move_east,True,False,False,True,True
699,59,repair_ring,Juno,spark lane,midday exchange,pick_up_object,True,False,True,True,True
700,59,riverbend,Lio,kit alcove,midday exchange,avoid_hazard,True,True,True,True,True
701,59,roofward,Fay,warm lane,midday exchange,move_east,True,False,False,True,True
702,59,archive,Toma,spool room,evening repair,pick_up_object,True,False,True,True,True
703,59,signal,Milo,lantern walk,evening repair,talk_resident,True,True,False,True,True
704,59,orchard,Mara,arrival court,evening repair,wait_for_schedule,True,False,False,True,True
705,59,repair_ring,Juno,spark lane,night memory,warm_up,True,True,False,True,True
706,59,riverbend,Lio,arrival court,night memory,talk_resident,True,True,False,True,True
707,59,roofward,Fay,arrival court,night memory,wait_for_schedule,True,False,True,True,True
708,60,archive,Nia,spool room,morning work,dry_off,True,True,False,True,True
709,60,signal,Ren,arrival court,morning work,move_north,True,False,False,True,True
710,60,orchard,Ivo,arrival court,morning work,inspect_object,True,False,True,True,True
711,60,repair_ring,Pax,spark lane,midday exchange,place_object,True,False,True,True,True
712,60,riverbend,Ari,plank hall,midday exchange,move_north,True,False,False,True,True
713,60,roofward,Sera,glass stair,midday exchange,inspect_object,True,False,True,True,True
714,60,archive,Nia,spool room,evening repair,place_object,True,False,True,True,True
715,60,signal,Ren,arrival court,evening repair,ask_dialect_memory,True,False,False,True,True
716,60,orchard,Ivo,arrival court,evening repair,rest,True,True,False,True,True
717,60,repair_ring,Pax,spark lane,night memory,dry_off,True,True,False,True,True
718,60,riverbend,Ari,dry ridge,night memory,ask_dialect_memory,True,False,False,True,True
719,60,roofward,Sera,glass stair,night memory,rest,True,True,False,True,True
720,61,archive,Toma,ink niche,morning work,avoid_hazard,True,True,False,True,True
721,61,signal,Milo,lantern walk,morning work,move_east,True,False,True,True,True
722,61,orchard,Mara,arrival court,morning work,pick_up_object,True,False,True,True,True
723,61,repair_ring,Juno,spark lane,midday exchange,talk_resident,True,True,False,True,True
724,61,riverbend,Lio,kit alcove,midday exchange,move_east,True,False,False,True,True
725,61,roofward,Fay,warm lane,midday exchange,pick_up_object,True,False,True,True,True
726,61,archive,Toma,ink niche,evening repair,talk_resident,True,True,False,True,True
727,61,signal,Milo,arrival court,evening repair,wait_for_schedule,True,False,False,True,True
728,61,orchard,Mara,arrival court,evening repair,warm_up,True,True,True,True,True
729,61,repair_ring,Juno,spark lane,night memory,avoid_hazard,True,True,False,True,True
