tick_id,day,settlement_id,resident_id,object_id,avatar_prompt,remembered_debt,trust_before,trust_after,resident_reply,available_choice,debt_hook_visible,private_memory_not_dumped,choice_changes_debt_or_trust
535,30,roofward,Orr,shade cloth,ask_about_debt,0.188,0.706,0.709,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
537,30,signal,Milo,oil lantern,inspect_role_board,0.17,0.711,0.712,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
539,30,repair_ring,Vale,cool cloth,ask_about_debt,0.152,0.704,0.707,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
540,31,roofward,Sera,shade cloth,inspect_role_board,0.494,0.855,0.856,Sera: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
542,31,signal,Oda,oil lantern,ask_about_debt,0.386,0.802,0.805,Oda: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
543,31,orchard,Ivo,dry cord,ask_forgiveness_limit,0.188,0.703,0.704,Ivo: The role board says who owns the dry cord.,listen without changing custody,True,True,True
544,31,repair_ring,Pax,cool cloth,inspect_role_board,0.458,0.836,0.837,Pax: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
545,31,riverbend,Cee,cedar plank,ask_about_debt,0.206,0.754,0.757,Cee: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
546,31,roofward,Bex,herb ledger,ask_forgiveness_limit,0.386,0.76,0.761,Bex: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
547,31,archive,Nia,memory tag,inspect_role_board,0.134,0.73,0.731,Nia: The role board says who owns the memory tag.,listen without changing custody,True,True,True
549,31,orchard,Pim,seed satchel,ask_about_debt,0.17,0.752,0.755,Pim: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
552,31,roofward,Sera,shade cloth,ask_about_debt,0.512,0.863,0.866,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
554,31,signal,Oda,oil lantern,inspect_role_board,0.404,0.81,0.811,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
555,31,orchard,Ivo,dry cord,absent,0.188,0.704,0.705,Ivo: The role board says who owns the dry cord.,listen without changing custody,True,True,True
556,31,repair_ring,Pax,cool cloth,ask_about_debt,0.476,0.844,0.847,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
557,31,riverbend,Cee,cedar plank,inspect_role_board,0.206,0.757,0.758,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
558,32,archive,Toma,signal spool,absent,0.458,0.8,0.801,Toma: The role board says who owns the signal spool.,listen without changing custody,True,True,True
559,32,signal,Kesh,oil lantern,ask_about_debt,0.188,0.717,0.72,Kesh: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
561,32,repair_ring,Juno,cool cloth,inspect_role_board,0.152,0.701,0.702,Juno: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
562,32,riverbend,Lio,cedar plank,ask_about_debt,0.512,0.799,0.802,Lio: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
564,32,archive,Rin,memory tag,inspect_role_board,0.422,0.763,0.764,Rin: The role board says who owns the memory tag.,listen without changing custody,True,True,True
566,32,orchard,Mara,seed satchel,ask_about_debt,0.494,0.807,0.81,Mara: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
567,32,repair_ring,Vale,copper wire,ask_forgiveness_limit,0.152,0.707,0.708,Vale: The role board says who owns the copper wire.,listen without changing custody,True,True,True
569,32,roofward,Fay,shade cloth,ask_about_debt,0.17,0.697,0.7,Fay: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
570,32,archive,Toma,signal spool,ask_forgiveness_limit,0.476,0.806,0.807,Toma: The role board says who owns the signal spool.,listen without changing custody,True,True,True
571,32,signal,Kesh,oil lantern,inspect_role_board,0.188,0.72,0.721,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
573,32,repair_ring,Juno,cool cloth,ask_about_debt,0.17,0.707,0.71,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
574,32,riverbend,Lio,cedar plank,inspect_role_board,0.512,0.804,0.805,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
576,33,signal,Ren,oil lantern,ask_about_debt,0.512,0.805,0.808,Ren: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
578,33,repair_ring,Wren,cool cloth,inspect_role_board,0.44,0.782,0.783,Wren: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
579,33,riverbend,Ari,cedar plank,ask_about_debt,0.17,0.703,0.706,Ari: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
581,33,archive,Vell,memory tag,inspect_role_board,0.17,0.712,0.713,Vell: The role board says who owns the memory tag.,listen without changing custody,True,True,True
582,33,signal,Oda,wind wrap,absent,0.422,0.816,0.817,Oda: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
583,33,orchard,Ivo,seed satchel,ask_about_debt,0.206,0.71,0.713,Ivo: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
585,33,riverbend,Cee,binding cord,absent,0.206,0.758,0.759,Cee: The role board says who owns the binding cord.,listen without changing custody,True,True,True
586,33,roofward,Bex,shade cloth,ask_about_debt,0.404,0.766,0.769,Bex: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
588,33,signal,Ren,oil lantern,inspect_role_board,0.512,0.81,0.811,Ren: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
590,33,repair_ring,Wren,cool cloth,ask_about_debt,0.458,0.788,0.791,Wren: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
591,33,riverbend,Ari,cedar plank,inspect_role_board,0.17,0.706,0.707,Ari: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
593,33,archive,Vell,memory tag,ask_about_debt,0.188,0.718,0.721,Vell: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
594,34,orchard,Mara,dry cord,ask_forgiveness_limit,0.512,0.815,0.816,Mara: The role board says who owns the dry cord.,listen without changing custody,True,True,True
595,34,repair_ring,Vale,cool cloth,inspect_role_board,0.152,0.708,0.709,Vale: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
596,34,riverbend,Nox,cedar plank,ask_about_debt,0.404,0.768,0.771,Nox: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
597,34,roofward,Fay,herb ledger,ask_forgiveness_limit,0.17,0.7,0.701,Fay: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
598,34,archive,Toma,memory tag,inspect_role_board,0.494,0.812,0.813,Toma: The role board says who owns the memory tag.,listen without changing custody,True,True,True
600,34,orchard,Suf,seed satchel,ask_about_debt,0.422,0.775,0.778,Suf: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
603,34,roofward,Orr,shade cloth,ask_about_debt,0.206,0.714,0.717,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
605,34,signal,Milo,oil lantern,inspect_role_board,0.17,0.712,0.713,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
606,34,orchard,Mara,dry cord,absent,0.53,0.821,0.822,Mara: The role board says who owns the dry cord.,listen without changing custody,True,True,True
607,34,repair_ring,Vale,cool cloth,ask_about_debt,0.17,0.714,0.717,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
608,34,riverbend,Nox,cedar plank,inspect_role_board,0.422,0.776,0.777,Nox: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
609,34,roofward,Fay,herb ledger,absent,0.17,0.701,0.702,Fay: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
610,34,archive,Toma,memory tag,ask_about_debt,0.512,0.818,0.821,Toma: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
612,35,repair_ring,Pax,cool cloth,inspect_role_board,0.512,0.863,0.864,Pax: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
613,35,riverbend,Cee,cedar plank,ask_about_debt,0.224,0.764,0.767,Cee: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
615,35,archive,Nia,memory tag,inspect_role_board,0.134,0.739,0.74,Nia: The role board says who owns the memory tag.,listen without changing custody,True,True,True
617,35,orchard,Pim,seed satchel,ask_about_debt,0.188,0.766,0.769,Pim: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
618,35,repair_ring,Wren,copper wire,ask_forgiveness_limit,0.476,0.796,0.797,Wren: The role board says who owns the copper wire.,listen without changing custody,True,True,True
620,35,roofward,Sera,shade cloth,ask_about_debt,0.566,0.889,0.892,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
621,35,archive,Vell,signal spool,ask_forgiveness_limit,0.188,0.721,0.722,Vell: The role board says who owns the signal spool.,listen without changing custody,True,True,True
622,35,signal,Oda,oil lantern,inspect_role_board,0.44,0.824,0.825,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
624,35,repair_ring,Pax,cool cloth,ask_about_debt,0.53,0.871,0.874,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
625,35,riverbend,Cee,cedar plank,inspect_role_board,0.224,0.767,0.768,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
627,35,archive,Nia,memory tag,ask_about_debt,0.152,0.747,0.75,Nia: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
629,35,orchard,Pim,seed satchel,inspect_role_board,0.188,0.769,0.77,Pim: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
630,36,riverbend,Lio,cedar plank,ask_about_debt,0.512,0.809,0.812,Lio: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
632,36,archive,Rin,memory tag,inspect_role_board,0.458,0.774,0.775,Rin: The role board says who owns the memory tag.,listen without changing custody,True,True,True
633,36,signal,Milo,wind wrap,absent,0.17,0.713,0.714,Milo: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
634,36,orchard,Mara,seed satchel,ask_about_debt,0.548,0.827,0.83,Mara: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
636,36,riverbend,Nox,binding cord,absent,0.44,0.782,0.783,Nox: The role board says who owns the binding cord.,listen without changing custody,True,True,True
637,36,roofward,Fay,shade cloth,ask_about_debt,0.17,0.704,0.707,Fay: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
639,36,signal,Kesh,oil lantern,inspect_role_board,0.188,0.721,0.722,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
641,36,repair_ring,Juno,cool cloth,ask_about_debt,0.188,0.715,0.718,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
642,36,riverbend,Lio,cedar plank,inspect_role_board,0.53,0.817,0.818,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
644,36,archive,Rin,memory tag,ask_about_debt,0.458,0.777,0.78,Rin: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
645,36,signal,Milo,wind wrap,ask_forgiveness_limit,0.17,0.714,0.715,Milo: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
646,36,orchard,Mara,seed satchel,inspect_role_board,0.566,0.835,0.836,Mara: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
648,37,roofward,Sera,herb ledger,ask_forgiveness_limit,0.584,0.901,0.902,Sera: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
649,37,archive,Vell,memory tag,inspect_role_board,0.188,0.722,0.723,Vell: The role board says who owns the memory tag.,listen without changing custody,True,True,True
651,37,orchard,Ivo,seed satchel,ask_about_debt,0.206,0.715,0.718,Ivo: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
654,37,roofward,Bex,shade cloth,ask_about_debt,0.458,0.784,0.787,Bex: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
656,37,signal,Ren,oil lantern,inspect_role_board,0.548,0.821,0.822,Ren: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
657,37,orchard,Pim,dry cord,absent,0.188,0.77,0.771,Pim: The role board says who owns the dry cord.,listen without changing custody,True,True,True
658,37,repair_ring,Wren,cool cloth,ask_about_debt,0.476,0.799,0.802,Wren: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
659,37,riverbend,Ari,cedar plank,inspect_role_board,0.17,0.707,0.708,Ari: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
660,37,roofward,Sera,herb ledger,absent,0.602,0.907,0.908,Sera: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
661,37,archive,Vell,memory tag,ask_about_debt,0.206,0.728,0.731,Vell: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
663,37,orchard,Ivo,seed satchel,inspect_role_board,0.206,0.718,0.719,Ivo: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
666,38,archive,Toma,memory tag,inspect_role_board,0.548,0.831,0.832,Toma: The role board says who owns the memory tag.,listen without changing custody,True,True,True
668,38,orchard,Suf,seed satchel,ask_about_debt,0.458,0.788,0.791,Suf: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
669,38,repair_ring,Juno,copper wire,ask_forgiveness_limit,0.188,0.718,0.719,Juno: The role board says who owns the copper wire.,listen without changing custody,True,True,True
671,38,roofward,Orr,shade cloth,ask_about_debt,0.224,0.722,0.725,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
672,38,archive,Rin,signal spool,ask_forgiveness_limit,0.458,0.782,0.783,Rin: The role board says who owns the signal spool.,listen without changing custody,True,True,True
673,38,signal,Milo,oil lantern,inspect_role_board,0.17,0.715,0.716,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
675,38,repair_ring,Vale,cool cloth,ask_about_debt,0.188,0.722,0.725,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
676,38,riverbend,Nox,cedar plank,inspect_role_board,0.458,0.788,0.789,Nox: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
678,38,archive,Toma,memory tag,ask_about_debt,0.566,0.837,0.84,Toma: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
680,38,orchard,Suf,seed satchel,inspect_role_board,0.476,0.796,0.797,Suf: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
681,38,repair_ring,Juno,copper wire,absent,0.188,0.719,0.72,Juno: The role board says who owns the copper wire.,listen without changing custody,True,True,True
683,38,roofward,Orr,shade cloth,inspect_role_board,0.224,0.725,0.726,Orr: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
684,39,signal,Ren,wind wrap,absent,0.566,0.827,0.828,Ren: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
685,39,orchard,Pim,seed satchel,ask_about_debt,0.206,0.776,0.779,Pim: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
687,39,riverbend,Ari,binding cord,absent,0.17,0.708,0.709,Ari: The role board says who owns the binding cord.,listen without changing custody,True,True,True
688,39,roofward,Sera,shade cloth,ask_about_debt,0.62,0.913,0.916,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
690,39,signal,Oda,oil lantern,inspect_role_board,0.494,0.848,0.849,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
692,39,repair_ring,Pax,cool cloth,ask_about_debt,0.584,0.897,0.9,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
693,39,riverbend,Cee,cedar plank,inspect_role_board,0.224,0.772,0.773,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
695,39,archive,Nia,memory tag,ask_about_debt,0.17,0.763,0.766,Nia: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
696,39,signal,Ren,wind wrap,ask_forgiveness_limit,0.584,0.833,0.834,Ren: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
697,39,orchard,Pim,seed satchel,inspect_role_board,0.206,0.779,0.78,Pim: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
699,39,riverbend,Ari,binding cord,ask_forgiveness_limit,0.17,0.709,0.71,Ari: The role board says who owns the binding cord.,listen without changing custody,True,True,True
700,39,roofward,Sera,shade cloth,inspect_role_board,0.62,0.918,0.919,Sera: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
702,40,orchard,Mara,seed satchel,ask_about_debt,0.602,0.846,0.849,Mara: I remember the seed satchel loan and who witnessed it.,ask owner before acting,True,True,True
705,40,roofward,Fay,shade cloth,ask_about_debt,0.188,0.712,0.715,Fay: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
707,40,signal,Kesh,oil lantern,inspect_role_board,0.188,0.722,0.723,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
708,40,orchard,Suf,dry cord,absent,0.494,0.802,0.803,Suf: The role board says who owns the dry cord.,listen without changing custody,True,True,True
709,40,repair_ring,Juno,cool cloth,ask_about_debt,0.206,0.725,0.728,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
710,40,riverbend,Lio,cedar plank,inspect_role_board,0.584,0.833,0.834,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
711,40,roofward,Orr,herb ledger,absent,0.224,0.726,0.727,Orr: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
712,40,archive,Rin,memory tag,ask_about_debt,0.476,0.788,0.791,Rin: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
714,40,orchard,Mara,seed satchel,inspect_role_board,0.602,0.851,0.852,Mara: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
717,40,roofward,Fay,shade cloth,inspect_role_board,0.188,0.715,0.716,Fay: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
719,40,signal,Kesh,oil lantern,ask_about_debt,0.206,0.728,0.731,Kesh: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
720,41,repair_ring,Pax,copper wire,ask_forgiveness_limit,0.602,0.909,0.91,Pax: The role board says who owns the copper wire.,listen without changing custody,True,True,True
722,41,roofward,Bex,shade cloth,ask_about_debt,0.494,0.797,0.8,Bex: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
723,41,archive,Nia,signal spool,ask_forgiveness_limit,0.17,0.77,0.771,Nia: The role board says who owns the signal spool.,listen without changing custody,True,True,True
724,41,signal,Ren,oil lantern,inspect_role_board,0.602,0.839,0.84,Ren: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
726,41,repair_ring,Wren,cool cloth,ask_about_debt,0.512,0.814,0.817,Wren: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
727,41,riverbend,Ari,cedar plank,inspect_role_board,0.17,0.71,0.711,Ari: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
729,41,archive,Vell,memory tag,ask_about_debt,0.224,0.736,0.739,Vell: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
731,41,orchard,Ivo,seed satchel,inspect_role_board,0.206,0.719,0.72,Ivo: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
732,41,repair_ring,Pax,copper wire,absent,0.62,0.915,0.916,Pax: The role board says who owns the copper wire.,listen without changing custody,True,True,True
734,41,roofward,Bex,shade cloth,inspect_role_board,0.512,0.805,0.806,Bex: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
735,41,archive,Nia,signal spool,absent,0.17,0.771,0.772,Nia: The role board says who owns the signal spool.,listen without changing custody,True,True,True
736,41,signal,Ren,oil lantern,ask_about_debt,0.62,0.845,0.848,Ren: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
738,42,riverbend,Lio,binding cord,absent,0.602,0.839,0.84,Lio: The role board says who owns the binding cord.,listen without changing custody,True,True,True
739,42,roofward,Orr,shade cloth,ask_about_debt,0.242,0.732,0.735,Orr: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
741,42,signal,Milo,oil lantern,inspect_role_board,0.17,0.716,0.717,Milo: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
743,42,repair_ring,Vale,cool cloth,ask_about_debt,0.206,0.73,0.733,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
744,42,riverbend,Nox,cedar plank,inspect_role_board,0.512,0.804,0.805,Nox: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
746,42,archive,Toma,memory tag,ask_about_debt,0.62,0.855,0.858,Toma: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
747,42,signal,Kesh,wind wrap,ask_forgiveness_limit,0.206,0.731,0.732,Kesh: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
748,42,orchard,Suf,seed satchel,inspect_role_board,0.512,0.808,0.809,Suf: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
750,42,riverbend,Lio,binding cord,ask_forgiveness_limit,0.62,0.845,0.846,Lio: The role board says who owns the binding cord.,listen without changing custody,True,True,True
751,42,roofward,Orr,shade cloth,inspect_role_board,0.242,0.735,0.736,Orr: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
753,42,signal,Milo,oil lantern,ask_about_debt,0.188,0.722,0.725,Milo: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
755,42,repair_ring,Vale,cool cloth,inspect_role_board,0.206,0.733,0.734,Vale: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
756,43,roofward,Sera,shade cloth,ask_about_debt,0.62,0.923,0.926,Sera: I remember the shade cloth loan and who witnessed it.,ask owner before acting,True,True,True
758,43,signal,Oda,oil lantern,inspect_role_board,0.53,0.867,0.868,Oda: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
759,43,orchard,Ivo,dry cord,absent,0.206,0.72,0.721,Ivo: The role board says who owns the dry cord.,listen without changing custody,True,True,True
760,43,repair_ring,Pax,cool cloth,ask_about_debt,0.638,0.921,0.924,Pax: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
761,43,riverbend,Cee,cedar plank,inspect_role_board,0.224,0.781,0.782,Cee: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
762,43,roofward,Bex,herb ledger,absent,0.53,0.811,0.812,Bex: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
763,43,archive,Nia,memory tag,ask_about_debt,0.17,0.778,0.781,Nia: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
765,43,orchard,Pim,seed satchel,inspect_role_board,0.206,0.784,0.785,Pim: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
768,43,roofward,Sera,shade cloth,inspect_role_board,0.638,0.931,0.932,Sera: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
770,43,signal,Oda,oil lantern,ask_about_debt,0.53,0.87,0.873,Oda: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
771,43,orchard,Ivo,dry cord,ask_forgiveness_limit,0.206,0.721,0.722,Ivo: The role board says who owns the dry cord.,listen without changing custody,True,True,True
772,43,repair_ring,Pax,cool cloth,inspect_role_board,0.656,0.929,0.93,Pax: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
773,43,riverbend,Cee,cedar plank,ask_about_debt,0.242,0.789,0.792,Cee: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
774,44,archive,Toma,signal spool,ask_forgiveness_limit,0.638,0.863,0.864,Toma: The role board says who owns the signal spool.,listen without changing custody,True,True,True
775,44,signal,Kesh,oil lantern,inspect_role_board,0.206,0.732,0.733,Kesh: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
777,44,repair_ring,Juno,cool cloth,ask_about_debt,0.206,0.73,0.733,Juno: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
778,44,riverbend,Lio,cedar plank,inspect_role_board,0.638,0.851,0.852,Lio: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
780,44,archive,Rin,memory tag,ask_about_debt,0.53,0.806,0.809,Rin: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
782,44,orchard,Mara,seed satchel,inspect_role_board,0.638,0.864,0.865,Mara: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
783,44,repair_ring,Vale,copper wire,absent,0.206,0.734,0.735,Vale: The role board says who owns the copper wire.,listen without changing custody,True,True,True
785,44,roofward,Fay,shade cloth,inspect_role_board,0.188,0.716,0.717,Fay: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
786,44,archive,Toma,signal spool,absent,0.656,0.869,0.87,Toma: The role board says who owns the signal spool.,listen without changing custody,True,True,True
787,44,signal,Kesh,oil lantern,ask_about_debt,0.224,0.738,0.741,Kesh: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
789,44,repair_ring,Juno,cool cloth,inspect_role_board,0.206,0.733,0.734,Juno: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
790,44,riverbend,Lio,cedar plank,ask_about_debt,0.656,0.857,0.86,Lio: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
792,45,signal,Ren,oil lantern,inspect_role_board,0.656,0.858,0.859,Ren: The role board says who owns the oil lantern.,listen without changing custody,True,True,True
794,45,repair_ring,Wren,cool cloth,ask_about_debt,0.548,0.827,0.83,Wren: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
795,45,riverbend,Ari,cedar plank,inspect_role_board,0.17,0.711,0.712,Ari: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
797,45,archive,Vell,memory tag,ask_about_debt,0.242,0.744,0.747,Vell: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
798,45,signal,Oda,wind wrap,ask_forgiveness_limit,0.53,0.879,0.88,Oda: The role board says who owns the wind wrap.,listen without changing custody,True,True,True
799,45,orchard,Ivo,seed satchel,inspect_role_board,0.206,0.722,0.723,Ivo: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
801,45,riverbend,Cee,binding cord,ask_forgiveness_limit,0.242,0.796,0.797,Cee: The role board says who owns the binding cord.,listen without changing custody,True,True,True
802,45,roofward,Bex,shade cloth,inspect_role_board,0.548,0.817,0.818,Bex: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
804,45,signal,Ren,oil lantern,ask_about_debt,0.674,0.864,0.867,Ren: I remember the oil lantern loan and who witnessed it.,ask owner before acting,True,True,True
806,45,repair_ring,Wren,cool cloth,inspect_role_board,0.566,0.835,0.836,Wren: The role board says who owns the cool cloth.,listen without changing custody,True,True,True
807,45,riverbend,Ari,cedar plank,ask_about_debt,0.188,0.717,0.72,Ari: I remember the cedar plank loan and who witnessed it.,ask owner before acting,True,True,True
809,45,archive,Vell,memory tag,inspect_role_board,0.242,0.747,0.748,Vell: The role board says who owns the memory tag.,listen without changing custody,True,True,True
810,46,orchard,Mara,dry cord,absent,0.656,0.87,0.871,Mara: The role board says who owns the dry cord.,listen without changing custody,True,True,True
811,46,repair_ring,Vale,cool cloth,ask_about_debt,0.224,0.74,0.743,Vale: I remember the cool cloth loan and who witnessed it.,ask owner before acting,True,True,True
812,46,riverbend,Nox,cedar plank,inspect_role_board,0.512,0.809,0.81,Nox: The role board says who owns the cedar plank.,listen without changing custody,True,True,True
813,46,roofward,Fay,herb ledger,absent,0.188,0.717,0.718,Fay: The role board says who owns the herb ledger.,listen without changing custody,True,True,True
814,46,archive,Toma,memory tag,ask_about_debt,0.674,0.875,0.878,Toma: I remember the memory tag loan and who witnessed it.,ask owner before acting,True,True,True
816,46,orchard,Suf,seed satchel,inspect_role_board,0.566,0.824,0.825,Suf: The role board says who owns the seed satchel.,listen without changing custody,True,True,True
819,46,roofward,Orr,shade cloth,inspect_role_board,0.242,0.736,0.737,Orr: The role board says who owns the shade cloth.,listen without changing custody,True,True,True
