turn_id,reentry_id,import_hash,export_hash,save_restore_available,carried_sleep_reentry_hash,dialogue_turn_count,summary_count,repair_count,memory_count,durable_keys
143,4,e9ef101cbefccbce,34c25316b9857f08,False,43726e85ec0c58d2,143,24,24,24,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
144,4,aae9f0a7c2a9a58c,aae9f0a7c2a9a58c,True,43726e85ec0c58d2,144,24,24,24,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
145,5,aae9f0a7c2a9a58c,b3cfe73646d0c44e,False,43726e85ec0c58d2,145,25,25,25,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
146,5,aae9f0a7c2a9a58c,8b75cfa2365d6083,False,43726e85ec0c58d2,146,25,25,25,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
147,5,aae9f0a7c2a9a58c,83a9913f15f84690,False,43726e85ec0c58d2,147,25,25,25,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
148,5,aae9f0a7c2a9a58c,e95f73e2d9e073de,False,43726e85ec0c58d2,148,25,25,25,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
149,5,aae9f0a7c2a9a58c,de34828a0e053c94,False,43726e85ec0c58d2,149,25,25,25,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
150,5,aae9f0a7c2a9a58c,19ded92cf4b6ac50,False,43726e85ec0c58d2,150,25,25,25,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
151,5,aae9f0a7c2a9a58c,6c0010cdcba5cd36,False,43726e85ec0c58d2,151,26,26,26,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
152,5,aae9f0a7c2a9a58c,ae4f539133fed294,False,43726e85ec0c58d2,152,26,26,26,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
153,5,aae9f0a7c2a9a58c,9daddc574a8c2d13,False,43726e85ec0c58d2,153,26,26,26,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
154,5,aae9f0a7c2a9a58c,ef5fa47bd08bbdb2,False,43726e85ec0c58d2,154,26,26,26,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
155,5,aae9f0a7c2a9a58c,2960b02fbc6e1c47,False,43726e85ec0c58d2,155,26,26,26,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
156,5,9a28fb828dae350f,9a28fb828dae350f,True,43726e85ec0c58d2,156,26,26,26,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
157,5,9a28fb828dae350f,31712ad9a6ebc13b,False,43726e85ec0c58d2,157,27,27,27,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
158,5,9a28fb828dae350f,12018d0cba916971,False,43726e85ec0c58d2,158,27,27,27,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
159,5,9a28fb828dae350f,c905d36862307b0e,False,43726e85ec0c58d2,159,27,27,27,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
160,5,9a28fb828dae350f,ca146f1ebb519a31,False,43726e85ec0c58d2,160,27,27,27,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
161,5,9a28fb828dae350f,d920bca92671223b,False,43726e85ec0c58d2,161,27,27,27,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
162,5,9a28fb828dae350f,8648092b9077ffb8,False,43726e85ec0c58d2,162,27,27,27,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
163,5,9a28fb828dae350f,62aad9a62dfaf3c9,False,43726e85ec0c58d2,163,28,28,28,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
164,5,9a28fb828dae350f,73c08303796acee7,False,43726e85ec0c58d2,164,28,28,28,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
165,5,9a28fb828dae350f,b19d112efafb498f,False,43726e85ec0c58d2,165,28,28,28,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
166,5,9a28fb828dae350f,6ce718393abd8d76,False,43726e85ec0c58d2,166,28,28,28,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
167,5,9a28fb828dae350f,da69097a29a8f83b,False,43726e85ec0c58d2,167,28,28,28,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
168,5,cda2ea8bb1f427e0,cda2ea8bb1f427e0,True,43726e85ec0c58d2,168,28,28,28,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
169,5,cda2ea8bb1f427e0,3660bcca5194d24a,False,43726e85ec0c58d2,169,29,29,29,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
170,5,cda2ea8bb1f427e0,d52f554f76aaf789,False,43726e85ec0c58d2,170,29,29,29,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
171,5,cda2ea8bb1f427e0,2f81a8f201edbc29,False,43726e85ec0c58d2,171,29,29,29,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
172,5,cda2ea8bb1f427e0,d34d6e090ce59c18,False,43726e85ec0c58d2,172,29,29,29,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
173,5,cda2ea8bb1f427e0,9ebd63f830e871ce,False,43726e85ec0c58d2,173,29,29,29,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
174,5,cda2ea8bb1f427e0,80ea68f45420f3d3,False,43726e85ec0c58d2,174,29,29,29,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
175,5,cda2ea8bb1f427e0,191340496c0dd451,False,43726e85ec0c58d2,175,30,30,30,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
176,5,cda2ea8bb1f427e0,ab93bc3534a9b74f,False,43726e85ec0c58d2,176,30,30,30,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
177,5,cda2ea8bb1f427e0,d2c300a156bba010,False,43726e85ec0c58d2,177,30,30,30,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
178,5,cda2ea8bb1f427e0,b502d4e44637a449,False,43726e85ec0c58d2,178,30,30,30,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
179,5,cda2ea8bb1f427e0,838c7e85954e9a3e,False,43726e85ec0c58d2,179,30,30,30,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
180,5,fa3e71c0cdbc5723,fa3e71c0cdbc5723,True,43726e85ec0c58d2,180,30,30,30,"sleep_reentry_hash,absence_summary,dialogue_turn,repair,refusal,schedule,relationship_memory,replay"
