tick_id,day,settlement_id,resident_id,relationship,queue_pressure,trust_repair_need,gaze,posture,gesture,movement_speed,expression_reason,visible_body_language,matches_state,not_private_workspace_dump
417,24,riverbend,Lio,0.98,0.187,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
418,24,roofward,Fay,0.98,0.258,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
419,24,archive,Toma,0.98,0.254,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
420,24,signal,Milo,0.98,0.165,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
421,24,orchard,Mara,0.98,0.196,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
422,24,repair_ring,Juno,0.98,0.236,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
423,24,riverbend,Lio,0.98,0.177,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
424,24,roofward,Fay,0.98,0.248,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
425,24,archive,Toma,0.98,0.254,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
426,24,signal,Milo,0.98,0.164,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
427,24,orchard,Mara,0.98,0.202,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
428,24,repair_ring,Juno,0.98,0.242,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
429,24,riverbend,Lio,0.98,0.176,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
430,24,roofward,Fay,0.98,0.254,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
431,24,archive,Toma,0.98,0.26,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
432,25,orchard,Mara,0.98,0.192,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
433,25,repair_ring,Juno,0.98,0.232,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
434,25,riverbend,Lio,0.98,0.172,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
435,25,roofward,Fay,0.98,0.244,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
436,25,archive,Toma,0.98,0.25,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
437,25,signal,Milo,0.98,0.16,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
438,25,orchard,Mara,0.98,0.182,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
439,25,repair_ring,Juno,0.98,0.232,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
440,25,riverbend,Lio,0.98,0.162,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
441,25,roofward,Fay,0.98,0.234,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
442,25,archive,Toma,0.98,0.25,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
443,25,signal,Milo,0.98,0.16,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
444,25,orchard,Mara,0.98,0.188,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
445,25,repair_ring,Juno,0.98,0.238,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
446,25,riverbend,Lio,0.98,0.162,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
447,25,roofward,Fay,0.98,0.24,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
448,25,archive,Toma,0.98,0.256,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
449,25,signal,Milo,0.98,0.156,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
450,26,repair_ring,Juno,0.98,0.228,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
451,26,riverbend,Lio,0.98,0.158,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
452,26,roofward,Fay,0.98,0.23,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
453,26,archive,Toma,0.98,0.246,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
454,26,signal,Milo,0.98,0.156,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
455,26,orchard,Mara,0.98,0.178,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
456,26,repair_ring,Juno,0.98,0.227,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
457,26,riverbend,Lio,0.98,0.148,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
458,26,roofward,Fay,0.98,0.22,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
459,26,archive,Toma,0.98,0.245,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
460,26,signal,Milo,0.98,0.156,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
461,26,orchard,Mara,0.98,0.184,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
462,26,repair_ring,Juno,0.98,0.233,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
463,26,riverbend,Lio,0.98,0.148,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
464,26,roofward,Fay,0.98,0.226,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
465,26,archive,Toma,0.98,0.251,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
466,26,signal,Milo,0.98,0.152,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
467,26,orchard,Mara,0.98,0.174,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
468,27,riverbend,Lio,0.98,0.144,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
469,27,roofward,Fay,0.98,0.216,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
470,27,archive,Toma,0.98,0.241,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
471,27,signal,Milo,0.98,0.152,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
472,27,orchard,Mara,0.98,0.174,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
473,27,repair_ring,Juno,0.98,0.223,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
474,27,riverbend,Lio,0.98,0.134,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
475,27,roofward,Fay,0.98,0.206,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
476,27,archive,Toma,0.98,0.241,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
477,27,signal,Milo,0.98,0.151,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
478,27,orchard,Mara,0.98,0.18,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
479,27,repair_ring,Juno,0.98,0.229,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
480,27,riverbend,Lio,0.98,0.133,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
481,27,roofward,Fay,0.98,0.212,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
482,27,archive,Toma,0.98,0.247,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
483,27,signal,Milo,0.98,0.147,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
484,27,orchard,Mara,0.98,0.17,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
485,27,repair_ring,Juno,0.98,0.219,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
486,28,roofward,Fay,0.98,0.202,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
487,28,archive,Toma,0.98,0.237,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
488,28,signal,Milo,0.98,0.146,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
489,28,orchard,Mara,0.98,0.17,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
490,28,repair_ring,Juno,0.98,0.225,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
491,28,riverbend,Lio,0.98,0.129,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
492,28,roofward,Fay,0.98,0.192,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
493,28,archive,Toma,0.98,0.237,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
494,28,signal,Milo,0.98,0.146,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
495,28,orchard,Mara,0.98,0.176,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
496,28,repair_ring,Juno,0.98,0.231,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
497,28,riverbend,Lio,0.98,0.129,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
498,28,roofward,Fay,0.98,0.198,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
499,28,archive,Toma,0.98,0.243,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
500,28,signal,Milo,0.98,0.142,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
501,28,orchard,Mara,0.98,0.166,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
502,28,repair_ring,Juno,0.98,0.221,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
503,28,riverbend,Lio,0.98,0.125,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
504,29,archive,Toma,0.98,0.233,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
505,29,signal,Milo,0.98,0.142,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
506,29,orchard,Mara,0.98,0.165,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
507,29,repair_ring,Juno,0.98,0.227,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
508,29,riverbend,Lio,0.98,0.125,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
509,29,roofward,Fay,0.98,0.188,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
510,29,archive,Toma,0.98,0.232,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
511,29,signal,Milo,0.98,0.142,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
512,29,orchard,Mara,0.98,0.171,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
513,29,repair_ring,Juno,0.98,0.233,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
514,29,riverbend,Lio,0.98,0.125,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
515,29,roofward,Fay,0.98,0.194,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
516,29,archive,Toma,0.98,0.238,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
517,29,signal,Milo,0.98,0.138,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
518,29,orchard,Mara,0.98,0.161,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
519,29,repair_ring,Juno,0.98,0.223,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
520,29,riverbend,Lio,0.98,0.121,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
521,29,roofward,Fay,0.98,0.184,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
522,30,signal,Milo,0.98,0.138,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
523,30,orchard,Mara,0.98,0.161,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
524,30,repair_ring,Juno,0.98,0.229,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
525,30,riverbend,Lio,0.98,0.121,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
526,30,roofward,Fay,0.98,0.184,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
527,30,archive,Toma,0.98,0.228,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
528,30,signal,Milo,0.98,0.137,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
529,30,orchard,Mara,0.98,0.167,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
530,30,repair_ring,Juno,0.98,0.235,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
531,30,riverbend,Lio,0.98,0.12,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
532,30,roofward,Fay,0.98,0.19,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
533,30,archive,Toma,0.98,0.234,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
534,30,signal,Milo,0.98,0.133,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
535,30,orchard,Mara,0.98,0.157,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
536,30,repair_ring,Juno,0.98,0.225,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
537,30,riverbend,Lio,0.98,0.116,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
538,30,roofward,Fay,0.98,0.18,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
539,30,archive,Toma,0.98,0.224,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
540,31,orchard,Mara,0.98,0.157,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
541,31,repair_ring,Juno,0.98,0.231,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
542,31,riverbend,Lio,0.98,0.115,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
543,31,roofward,Fay,0.98,0.18,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
544,31,archive,Toma,0.98,0.23,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
545,31,signal,Milo,0.98,0.132,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
546,31,orchard,Mara,0.98,0.163,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
547,31,repair_ring,Juno,0.98,0.237,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
548,31,riverbend,Lio,0.98,0.115,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
549,31,roofward,Fay,0.98,0.186,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
550,31,archive,Toma,0.98,0.236,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
551,31,signal,Milo,0.98,0.128,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
552,31,orchard,Mara,0.98,0.153,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
553,31,repair_ring,Juno,0.98,0.227,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
554,31,riverbend,Lio,0.98,0.111,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
555,31,roofward,Fay,0.98,0.176,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
556,31,archive,Toma,0.98,0.226,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
557,31,signal,Milo,0.98,0.128,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
558,32,repair_ring,Juno,0.98,0.233,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
559,32,riverbend,Lio,0.98,0.111,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
560,32,roofward,Fay,0.98,0.175,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
561,32,archive,Toma,0.98,0.232,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
562,32,signal,Milo,0.98,0.134,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
563,32,orchard,Mara,0.98,0.152,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
564,32,repair_ring,Juno,0.98,0.239,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
565,32,riverbend,Lio,0.98,0.111,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
566,32,roofward,Fay,0.98,0.181,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
567,32,archive,Toma,0.98,0.238,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
568,32,signal,Milo,0.98,0.13,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
569,32,orchard,Mara,0.98,0.142,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
570,32,repair_ring,Juno,0.98,0.229,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
571,32,riverbend,Lio,0.98,0.107,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
572,32,roofward,Fay,0.98,0.171,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
573,32,archive,Toma,0.98,0.228,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
574,32,signal,Milo,0.98,0.13,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
575,32,orchard,Mara,0.98,0.142,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
576,33,riverbend,Lio,0.98,0.107,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
577,33,roofward,Fay,0.98,0.171,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
578,33,archive,Toma,0.98,0.234,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
579,33,signal,Milo,0.98,0.136,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
580,33,orchard,Mara,0.98,0.138,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
581,33,repair_ring,Juno,0.98,0.235,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
582,33,riverbend,Lio,0.98,0.106,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
583,33,roofward,Fay,0.98,0.177,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
584,33,archive,Toma,0.98,0.24,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
585,33,signal,Milo,0.98,0.132,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
586,33,orchard,Mara,0.98,0.128,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
587,33,repair_ring,Juno,0.98,0.225,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
588,33,riverbend,Lio,0.98,0.102,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
589,33,roofward,Fay,0.98,0.167,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
590,33,archive,Toma,0.98,0.23,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
591,33,signal,Milo,0.98,0.131,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
592,33,orchard,Mara,0.98,0.128,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
593,33,repair_ring,Juno,0.98,0.231,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
594,34,roofward,Fay,0.98,0.167,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
595,34,archive,Toma,0.98,0.236,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
596,34,signal,Milo,0.98,0.137,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
597,34,orchard,Mara,0.98,0.124,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
598,34,repair_ring,Juno,0.98,0.221,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
599,34,riverbend,Lio,0.98,0.101,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
600,34,roofward,Fay,0.98,0.173,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
601,34,archive,Toma,0.98,0.242,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
602,34,signal,Milo,0.98,0.133,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
603,34,orchard,Mara,0.98,0.114,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
604,34,repair_ring,Juno,0.98,0.211,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
605,34,riverbend,Lio,0.98,0.097,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
606,34,roofward,Fay,0.98,0.163,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
607,34,archive,Toma,0.98,0.232,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
608,34,signal,Milo,0.98,0.133,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
609,34,orchard,Mara,0.98,0.113,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
610,34,repair_ring,Juno,0.98,0.217,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
611,34,riverbend,Lio,0.98,0.097,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
612,35,archive,Toma,0.98,0.238,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
613,35,signal,Milo,0.98,0.139,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
614,35,orchard,Mara,0.98,0.109,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
615,35,repair_ring,Juno,0.98,0.207,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
616,35,riverbend,Lio,0.98,0.103,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
617,35,roofward,Fay,0.98,0.162,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
618,35,archive,Toma,0.98,0.244,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
619,35,signal,Milo,0.98,0.135,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
620,35,orchard,Mara,0.98,0.099,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
621,35,repair_ring,Juno,0.98,0.197,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
622,35,riverbend,Lio,0.98,0.099,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
623,35,roofward,Fay,0.98,0.152,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
624,35,archive,Toma,0.98,0.234,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
625,35,signal,Milo,0.98,0.135,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
626,35,orchard,Mara,0.98,0.099,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
627,35,repair_ring,Juno,0.98,0.203,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
628,35,riverbend,Lio,0.98,0.099,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
629,35,roofward,Fay,0.98,0.152,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
630,36,signal,Milo,0.98,0.141,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
631,36,orchard,Mara,0.98,0.095,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
632,36,repair_ring,Juno,0.98,0.193,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
633,36,riverbend,Lio,0.98,0.105,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
634,36,roofward,Fay,0.98,0.148,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
635,36,archive,Toma,0.98,0.24,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
636,36,signal,Milo,0.98,0.137,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
637,36,orchard,Mara,0.98,0.085,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
638,36,repair_ring,Juno,0.98,0.183,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
639,36,riverbend,Lio,0.98,0.101,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
640,36,roofward,Fay,0.98,0.138,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
641,36,archive,Toma,0.98,0.23,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
642,36,signal,Milo,0.98,0.136,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
643,36,orchard,Mara,0.98,0.085,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
644,36,repair_ring,Juno,0.98,0.189,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
645,36,riverbend,Lio,0.98,0.1,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
646,36,roofward,Fay,0.98,0.138,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
647,36,archive,Toma,0.98,0.236,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
648,37,orchard,Mara,0.98,0.081,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
649,37,repair_ring,Juno,0.98,0.179,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
650,37,riverbend,Lio,0.98,0.106,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
651,37,roofward,Fay,0.98,0.134,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
652,37,archive,Toma,0.98,0.226,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
653,37,signal,Milo,0.98,0.142,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
654,37,orchard,Mara,0.98,0.071,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
655,37,repair_ring,Juno,0.98,0.169,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
656,37,riverbend,Lio,0.98,0.102,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
657,37,roofward,Fay,0.98,0.124,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
658,37,archive,Toma,0.98,0.216,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
