tick_id,day,route_id,guild,inspector,record_generation,record_quality,opened_panel,visible_fields,private_workspace_sealed,inspection_changes_choice
338,22,central_repair_ring,Repair Circle,Juno,2,0.77,False,closed,True,False
339,22,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
340,22,roofward_archive,Glassgarden Guild,Fay,2,0.696,True,"route history, drill scores, successor notes",True,False
341,22,archive_signal,Index Guild,Nia,2,0.68,True,"route history, drill scores, successor notes",True,False
342,22,signal_orchard,Signal Guild,Milo,2,0.718,False,closed,True,False
343,22,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
344,22,central_repair_ring,Repair Circle,Juno,2,0.77,False,closed,True,False
345,22,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
346,22,roofward_archive,Glassgarden Guild,Fay,2,0.696,False,closed,True,False
347,22,archive_signal,Index Guild,Nia,2,0.686,True,"route history, drill scores, successor notes",True,False
348,22,signal_orchard,Signal Guild,Milo,2,0.724,True,"route history, drill scores, successor notes",True,False
349,22,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
350,22,central_repair_ring,Repair Circle,Juno,2,0.77,False,closed,True,False
351,22,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
352,23,roofward_archive,Glassgarden Guild,Fay,2,0.696,False,closed,True,False
353,23,archive_signal,Index Guild,Nia,2,0.686,False,closed,True,False
354,23,signal_orchard,Signal Guild,Milo,2,0.73,True,"route history, drill scores, successor notes",True,False
355,23,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
356,23,central_repair_ring,Repair Circle,Juno,2,0.776,True,"route history, drill scores, successor notes",True,False
357,23,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
358,23,roofward_archive,Glassgarden Guild,Fay,2,0.696,False,closed,True,False
359,23,archive_signal,Index Guild,Nia,2,0.686,False,closed,True,False
360,23,signal_orchard,Signal Guild,Milo,2,0.736,True,"route history, drill scores, successor notes",True,False
361,23,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
362,23,central_repair_ring,Repair Circle,Juno,2,0.776,False,closed,True,False
363,23,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
364,23,roofward_archive,Glassgarden Guild,Fay,2,0.702,True,"route history, drill scores, successor notes",True,False
365,23,archive_signal,Index Guild,Nia,2,0.686,False,closed,True,False
366,23,signal_orchard,Signal Guild,Milo,2,0.742,True,"route history, drill scores, successor notes",True,True
367,23,orchard_riverbend,Seed Guild,Ivo,2,0.72,False,closed,True,False
368,24,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
369,24,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
370,24,archive_signal,Index Guild,Nia,2,0.686,False,closed,True,False
371,24,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
372,24,orchard_riverbend,Seed Guild,Ivo,2,0.726,True,"route history, drill scores, successor notes",True,False
373,24,central_repair_ring,Repair Circle,Juno,2,0.776,False,closed,True,False
374,24,riverbend_roofward,Bridgewright Guild,Ari,2,0.658,False,closed,True,False
375,24,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
376,24,archive_signal,Index Guild,Nia,2,0.686,False,closed,True,False
377,24,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
378,24,orchard_riverbend,Seed Guild,Ivo,2,0.732,True,"route history, drill scores, successor notes",True,False
379,24,central_repair_ring,Repair Circle,Juno,2,0.776,False,closed,True,False
380,24,riverbend_roofward,Bridgewright Guild,Ari,2,0.664,True,"route history, drill scores, successor notes",True,False
381,24,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
382,24,archive_signal,Index Guild,Nia,2,0.686,False,closed,True,False
383,24,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
384,25,orchard_riverbend,Seed Guild,Ivo,2,0.732,False,closed,True,False
385,25,central_repair_ring,Repair Circle,Juno,2,0.782,True,"route history, drill scores, successor notes",True,False
386,25,riverbend_roofward,Bridgewright Guild,Ari,2,0.664,False,closed,True,False
387,25,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
388,25,archive_signal,Index Guild,Nia,2,0.692,True,"route history, drill scores, successor notes",True,False
389,25,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
390,25,orchard_riverbend,Seed Guild,Ivo,2,0.732,False,closed,True,False
391,25,central_repair_ring,Repair Circle,Juno,2,0.8,True,"route history, drill scores, successor notes",True,False
392,25,riverbend_roofward,Bridgewright Guild,Ari,2,0.664,False,closed,True,False
393,25,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
394,25,archive_signal,Index Guild,Nia,2,0.692,False,closed,True,False
395,25,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
396,25,orchard_riverbend,Seed Guild,Ivo,2,0.738,True,"route history, drill scores, successor notes",True,False
397,25,central_repair_ring,Repair Circle,Juno,2,0.806,True,"route history, drill scores, successor notes",True,False
398,25,riverbend_roofward,Bridgewright Guild,Ari,2,0.664,False,closed,True,False
399,25,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
400,26,archive_signal,Index Guild,Nia,2,0.692,False,closed,True,False
401,26,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
402,26,orchard_riverbend,Seed Guild,Ivo,2,0.738,False,closed,True,False
403,26,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
404,26,riverbend_roofward,Bridgewright Guild,Ari,2,0.67,True,"route history, drill scores, successor notes",True,False
405,26,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
406,26,archive_signal,Index Guild,Nia,2,0.692,False,closed,True,False
407,26,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
408,26,orchard_riverbend,Seed Guild,Ivo,2,0.738,False,closed,True,False
409,26,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
410,26,riverbend_roofward,Bridgewright Guild,Ari,2,0.67,False,closed,True,False
411,26,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
412,26,archive_signal,Index Guild,Nia,2,0.698,True,"route history, drill scores, successor notes",True,False
413,26,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
414,26,orchard_riverbend,Seed Guild,Ivo,2,0.738,False,closed,True,False
415,26,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
416,27,riverbend_roofward,Bridgewright Guild,Ari,2,0.67,False,closed,True,False
417,27,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
418,27,archive_signal,Index Guild,Nia,2,0.698,False,closed,True,False
419,27,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
420,27,orchard_riverbend,Seed Guild,Ivo,2,0.744,True,"route history, drill scores, successor notes",True,False
421,27,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
422,27,riverbend_roofward,Bridgewright Guild,Ari,2,0.67,False,closed,True,False
423,27,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
424,27,archive_signal,Index Guild,Nia,2,0.698,False,closed,True,False
425,27,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
426,27,orchard_riverbend,Seed Guild,Ivo,2,0.744,False,closed,True,False
427,27,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
428,27,riverbend_roofward,Bridgewright Guild,Ari,2,0.676,True,"route history, drill scores, successor notes",True,True
429,27,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
430,27,archive_signal,Index Guild,Nia,2,0.698,False,closed,True,False
431,27,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
432,28,orchard_riverbend,Seed Guild,Ivo,2,0.744,False,closed,True,False
433,28,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
434,28,riverbend_roofward,Bridgewright Guild,Ari,2,0.676,False,closed,True,False
435,28,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
436,28,archive_signal,Index Guild,Nia,2,0.704,True,"route history, drill scores, successor notes",True,False
437,28,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
438,28,orchard_riverbend,Seed Guild,Ivo,2,0.744,False,closed,True,False
439,28,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
440,28,riverbend_roofward,Bridgewright Guild,Ari,2,0.676,False,closed,True,False
441,28,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
442,28,archive_signal,Index Guild,Nia,2,0.704,False,closed,True,False
443,28,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
444,28,orchard_riverbend,Seed Guild,Ivo,2,0.75,True,"route history, drill scores, successor notes",True,False
445,28,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
446,28,riverbend_roofward,Bridgewright Guild,Ari,2,0.676,False,closed,True,False
447,28,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
448,29,archive_signal,Index Guild,Nia,2,0.704,False,closed,True,False
449,29,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
450,29,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
451,29,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
452,29,riverbend_roofward,Bridgewright Guild,Ari,2,0.682,True,"route history, drill scores, successor notes",True,False
453,29,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
454,29,archive_signal,Index Guild,Nia,2,0.704,False,closed,True,False
455,29,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
456,29,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
457,29,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
458,29,riverbend_roofward,Bridgewright Guild,Ari,2,0.682,False,closed,True,False
459,29,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
460,29,archive_signal,Index Guild,Nia,2,0.71,True,"route history, drill scores, successor notes",True,False
461,29,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
462,29,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
463,29,central_repair_ring,Repair Circle,Juno,2,0.806,False,closed,True,False
464,30,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
465,30,archive_signal,Index Guild,Nia,2,0.71,False,closed,True,False
466,30,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
467,30,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
468,30,central_repair_ring,Repair Circle,Juno,2,0.812,True,"route history, drill scores, successor notes",True,False
469,30,riverbend_roofward,Bridgewright Guild,Ari,2,0.688,True,"route history, drill scores, successor notes",True,False
470,30,roofward_archive,Glassgarden Guild,Fay,2,0.702,False,closed,True,False
471,30,archive_signal,Index Guild,Nia,2,0.71,False,closed,True,False
472,30,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
473,30,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
474,30,central_repair_ring,Repair Circle,Juno,2,0.812,False,closed,True,False
475,30,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,True,"route history, drill scores, successor notes",True,False
476,30,roofward_archive,Glassgarden Guild,Fay,2,0.708,True,"route history, drill scores, successor notes",True,False
477,30,archive_signal,Index Guild,Nia,2,0.71,False,closed,True,False
478,30,signal_orchard,Signal Guild,Milo,2,0.742,False,closed,True,False
479,30,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
480,31,central_repair_ring,Repair Circle,Juno,2,0.812,False,closed,True,False
481,31,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
482,31,roofward_archive,Glassgarden Guild,Fay,2,0.714,True,"route history, drill scores, successor notes",True,False
483,31,archive_signal,Index Guild,Nia,2,0.71,False,closed,True,False
484,31,signal_orchard,Signal Guild,Milo,2,0.748,True,"route history, drill scores, successor notes",True,True
485,31,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
486,31,central_repair_ring,Repair Circle,Juno,2,0.812,False,closed,True,False
487,31,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
488,31,roofward_archive,Glassgarden Guild,Fay,2,0.72,True,"route history, drill scores, successor notes",True,False
489,31,archive_signal,Index Guild,Nia,2,0.71,False,closed,True,False
490,31,signal_orchard,Signal Guild,Milo,2,0.748,False,closed,True,False
491,31,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
492,31,central_repair_ring,Repair Circle,Juno,2,0.818,True,"route history, drill scores, successor notes",True,False
493,31,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
494,31,roofward_archive,Glassgarden Guild,Fay,2,0.726,True,"route history, drill scores, successor notes",True,True
495,31,archive_signal,Index Guild,Nia,2,0.71,False,closed,True,False
496,32,signal_orchard,Signal Guild,Milo,2,0.748,False,closed,True,False
497,32,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
498,32,central_repair_ring,Repair Circle,Juno,2,0.818,False,closed,True,False
499,32,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
500,32,roofward_archive,Glassgarden Guild,Fay,2,0.732,True,"route history, drill scores, successor notes",True,False
501,32,archive_signal,Index Guild,Nia,2,0.716,True,"route history, drill scores, successor notes",True,False
502,32,signal_orchard,Signal Guild,Milo,2,0.748,False,closed,True,False
503,32,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
504,32,central_repair_ring,Repair Circle,Juno,2,0.818,False,closed,True,False
505,32,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
506,32,roofward_archive,Glassgarden Guild,Fay,2,0.732,False,closed,True,False
507,32,archive_signal,Index Guild,Nia,2,0.734,True,"route history, drill scores, successor notes",True,False
508,32,signal_orchard,Signal Guild,Milo,2,0.754,True,"route history, drill scores, successor notes",True,False
509,32,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
510,32,central_repair_ring,Repair Circle,Juno,2,0.818,False,closed,True,False
511,32,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
512,33,roofward_archive,Glassgarden Guild,Fay,2,0.732,False,closed,True,False
513,33,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
514,33,signal_orchard,Signal Guild,Milo,2,0.76,True,"route history, drill scores, successor notes",True,False
515,33,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
516,33,central_repair_ring,Repair Circle,Juno,2,0.824,True,"route history, drill scores, successor notes",True,False
517,33,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
518,33,roofward_archive,Glassgarden Guild,Fay,2,0.732,False,closed,True,False
519,33,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
520,33,signal_orchard,Signal Guild,Milo,2,0.766,True,"route history, drill scores, successor notes",True,False
521,33,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
522,33,central_repair_ring,Repair Circle,Juno,2,0.824,False,closed,True,False
523,33,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
524,33,roofward_archive,Glassgarden Guild,Fay,2,0.738,True,"route history, drill scores, successor notes",True,True
525,33,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
526,33,signal_orchard,Signal Guild,Milo,2,0.772,True,"route history, drill scores, successor notes",True,False
527,33,orchard_riverbend,Seed Guild,Ivo,2,0.75,False,closed,True,False
528,34,central_repair_ring,Repair Circle,Juno,2,0.824,False,closed,True,False
529,34,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
530,34,roofward_archive,Glassgarden Guild,Fay,2,0.738,False,closed,True,False
531,34,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
532,34,signal_orchard,Signal Guild,Milo,2,0.778,True,"route history, drill scores, successor notes",True,False
533,34,orchard_riverbend,Seed Guild,Ivo,2,0.756,True,"route history, drill scores, successor notes",True,False
534,34,central_repair_ring,Repair Circle,Juno,2,0.824,False,closed,True,False
535,34,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
536,34,roofward_archive,Glassgarden Guild,Fay,2,0.738,False,closed,True,False
537,34,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
538,34,signal_orchard,Signal Guild,Milo,2,0.778,False,closed,True,False
539,34,orchard_riverbend,Seed Guild,Ivo,2,0.774,True,"route history, drill scores, successor notes",True,False
540,34,central_repair_ring,Repair Circle,Juno,2,0.83,True,"route history, drill scores, successor notes",True,False
541,34,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
542,34,roofward_archive,Glassgarden Guild,Fay,2,0.738,False,closed,True,False
543,34,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
544,35,signal_orchard,Signal Guild,Milo,2,0.778,False,closed,True,False
545,35,orchard_riverbend,Seed Guild,Ivo,2,0.774,False,closed,True,False
546,35,central_repair_ring,Repair Circle,Juno,2,0.836,True,"route history, drill scores, successor notes",True,False
547,35,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
548,35,roofward_archive,Glassgarden Guild,Fay,2,0.744,True,"route history, drill scores, successor notes",True,False
549,35,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
550,35,signal_orchard,Signal Guild,Milo,2,0.778,False,closed,True,False
551,35,orchard_riverbend,Seed Guild,Ivo,2,0.774,False,closed,True,False
552,35,central_repair_ring,Repair Circle,Juno,2,0.842,True,"route history, drill scores, successor notes",True,False
553,35,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
554,35,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
555,35,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
556,35,signal_orchard,Signal Guild,Milo,2,0.784,True,"route history, drill scores, successor notes",True,False
557,35,orchard_riverbend,Seed Guild,Ivo,2,0.774,False,closed,True,False
558,35,central_repair_ring,Repair Circle,Juno,2,0.848,True,"route history, drill scores, successor notes",True,True
559,35,riverbend_roofward,Bridgewright Guild,Ari,2,0.706,False,closed,True,False
560,36,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
561,36,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
562,36,orchard_riverbend,Seed Guild,Ivo,2,0.774,False,closed,True,False
563,36,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
564,36,riverbend_roofward,Bridgewright Guild,Ari,2,0.712,True,"route history, drill scores, successor notes",True,False
565,36,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
566,36,archive_signal,Index Guild,Nia,2,0.734,False,closed,True,False
567,36,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
568,36,orchard_riverbend,Seed Guild,Ivo,2,0.774,False,closed,True,False
569,36,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
570,36,riverbend_roofward,Bridgewright Guild,Ari,2,0.712,False,closed,True,False
571,36,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
572,36,archive_signal,Index Guild,Nia,2,0.74,True,"route history, drill scores, successor notes",True,False
573,36,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
574,36,orchard_riverbend,Seed Guild,Ivo,2,0.774,False,closed,True,False
575,36,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
576,37,riverbend_roofward,Bridgewright Guild,Ari,2,0.712,False,closed,True,False
577,37,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
578,37,archive_signal,Index Guild,Nia,2,0.74,False,closed,True,False
579,37,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
580,37,orchard_riverbend,Seed Guild,Ivo,2,0.78,True,"route history, drill scores, successor notes",True,True
581,37,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
582,37,riverbend_roofward,Bridgewright Guild,Ari,2,0.712,False,closed,True,False
583,37,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
584,37,archive_signal,Index Guild,Nia,2,0.74,False,closed,True,False
585,37,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
586,37,orchard_riverbend,Seed Guild,Ivo,2,0.78,False,closed,True,False
587,37,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
588,37,riverbend_roofward,Bridgewright Guild,Ari,2,0.718,True,"route history, drill scores, successor notes",True,False
589,37,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
590,37,archive_signal,Index Guild,Nia,2,0.74,False,closed,True,False
591,37,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
592,38,orchard_riverbend,Seed Guild,Ivo,2,0.78,False,closed,True,False
593,38,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
594,38,riverbend_roofward,Bridgewright Guild,Ari,2,0.718,False,closed,True,False
595,38,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
596,38,archive_signal,Index Guild,Nia,2,0.746,True,"route history, drill scores, successor notes",True,False
597,38,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
598,38,orchard_riverbend,Seed Guild,Ivo,2,0.78,False,closed,True,False
599,38,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
600,38,riverbend_roofward,Bridgewright Guild,Ari,2,0.718,False,closed,True,False
601,38,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
602,38,archive_signal,Index Guild,Nia,2,0.746,False,closed,True,False
603,38,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
604,38,orchard_riverbend,Seed Guild,Ivo,2,0.786,True,"route history, drill scores, successor notes",True,False
605,38,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
606,38,riverbend_roofward,Bridgewright Guild,Ari,2,0.718,False,closed,True,False
607,38,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
608,39,archive_signal,Index Guild,Nia,2,0.746,False,closed,True,False
609,39,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
610,39,orchard_riverbend,Seed Guild,Ivo,2,0.786,False,closed,True,False
611,39,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
612,39,riverbend_roofward,Bridgewright Guild,Ari,2,0.724,True,"route history, drill scores, successor notes",True,False
613,39,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
614,39,archive_signal,Index Guild,Nia,2,0.746,False,closed,True,False
615,39,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
616,39,orchard_riverbend,Seed Guild,Ivo,2,0.786,False,closed,True,False
617,39,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
618,39,riverbend_roofward,Bridgewright Guild,Ari,2,0.724,False,closed,True,False
619,39,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
620,39,archive_signal,Index Guild,Nia,2,0.752,True,"route history, drill scores, successor notes",True,True
621,39,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
622,39,orchard_riverbend,Seed Guild,Ivo,2,0.786,False,closed,True,False
623,39,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
624,40,riverbend_roofward,Bridgewright Guild,Ari,3,0.73,True,"route history, drill scores, successor notes",True,False
625,40,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
626,40,archive_signal,Index Guild,Nia,2,0.752,False,closed,True,False
627,40,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
628,40,orchard_riverbend,Seed Guild,Ivo,2,0.792,True,"route history, drill scores, successor notes",True,False
629,40,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
630,40,riverbend_roofward,Bridgewright Guild,Ari,3,0.736,True,"route history, drill scores, successor notes",True,True
631,40,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
632,40,archive_signal,Index Guild,Nia,2,0.752,False,closed,True,False
633,40,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
634,40,orchard_riverbend,Seed Guild,Ivo,2,0.792,False,closed,True,False
635,40,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
636,40,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,True,"route history, drill scores, successor notes",True,True
637,40,roofward_archive,Glassgarden Guild,Fay,2,0.744,False,closed,True,False
638,40,archive_signal,Index Guild,Nia,2,0.752,False,closed,True,False
639,40,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
640,41,orchard_riverbend,Seed Guild,Ivo,2,0.792,False,closed,True,False
641,41,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
642,41,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,False,closed,True,False
643,41,roofward_archive,Glassgarden Guild,Fay,2,0.762,True,"route history, drill scores, successor notes",True,False
644,41,archive_signal,Index Guild,Nia,2,0.758,True,"route history, drill scores, successor notes",True,False
645,41,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
646,41,orchard_riverbend,Seed Guild,Ivo,2,0.792,False,closed,True,False
647,41,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
648,41,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,False,closed,True,False
649,41,roofward_archive,Glassgarden Guild,Fay,2,0.768,True,"route history, drill scores, successor notes",True,False
650,41,archive_signal,Index Guild,Nia,2,0.758,False,closed,True,False
651,41,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
652,41,orchard_riverbend,Seed Guild,Ivo,2,0.798,True,"route history, drill scores, successor notes",True,False
653,41,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
654,41,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,False,closed,True,False
655,41,roofward_archive,Glassgarden Guild,Fay,2,0.774,True,"route history, drill scores, successor notes",True,False
656,42,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
657,42,orchard_riverbend,Seed Guild,Ivo,2,0.798,False,closed,True,False
658,42,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
659,42,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,False,closed,True,False
660,42,roofward_archive,Glassgarden Guild,Fay,2,0.78,True,"route history, drill scores, successor notes",True,False
661,42,archive_signal,Index Guild,Nia,2,0.764,True,"route history, drill scores, successor notes",True,False
662,42,signal_orchard,Signal Guild,Milo,2,0.784,False,closed,True,False
663,42,orchard_riverbend,Seed Guild,Ivo,2,0.798,False,closed,True,False
664,42,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
665,42,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,False,closed,True,False
666,42,roofward_archive,Glassgarden Guild,Fay,2,0.78,False,closed,True,False
667,42,archive_signal,Index Guild,Nia,2,0.77,True,"route history, drill scores, successor notes",True,False
668,42,signal_orchard,Signal Guild,Milo,2,0.79,True,"route history, drill scores, successor notes",True,False
669,42,orchard_riverbend,Seed Guild,Ivo,2,0.798,False,closed,True,False
670,42,central_repair_ring,Repair Circle,Juno,2,0.848,False,closed,True,False
671,42,riverbend_roofward,Bridgewright Guild,Ari,3,0.742,False,closed,True,False
672,43,roofward_archive,Glassgarden Guild,Fay,2,0.78,False,closed,True,False
673,43,archive_signal,Index Guild,Nia,2,0.77,False,closed,True,False
674,43,signal_orchard,Signal Guild,Milo,2,0.796,True,"route history, drill scores, successor notes",True,False
675,43,orchard_riverbend,Seed Guild,Ivo,2,0.798,False,closed,True,False
676,43,central_repair_ring,Repair Circle,Juno,2,0.854,True,"route history, drill scores, successor notes",True,False
