seed,action_id,normal_action,actor,source_choice_id,source_decision,source_recovery_id,outcome,blocked,movement_scale,care_cost,trust_delta,progress_delta,permanent_penalty
36307,36307-SOA-010,talkBounded,Fay,36307-SHC-03,accept_recovery_informed_help,36307-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-011,askSchedule,Fay,36307-SHC-03,accept_recovery_informed_help,36307-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-012,moveEast,Fay,36307-SHC-03,accept_recovery_informed_help,36307-SR-03,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-013,offerHelp,Milo,36307-SHC-04,accept_recovery_informed_help,36307-SR-04,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36307,36307-SOA-014,talkBounded,Milo,36307-SHC-04,accept_recovery_informed_help,36307-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-015,askSchedule,Milo,36307-SHC-04,accept_recovery_informed_help,36307-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-016,moveEast,Milo,36307-SHC-04,accept_recovery_informed_help,36307-SR-04,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-017,offerHelp,Sera,36307-SHC-05,accept_recovery_informed_help,36307-SR-05,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36307,36307-SOA-018,talkBounded,Sera,36307-SHC-05,accept_recovery_informed_help,36307-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-019,askSchedule,Sera,36307-SHC-05,accept_recovery_informed_help,36307-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-020,moveEast,Sera,36307-SHC-05,accept_recovery_informed_help,36307-SR-05,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-021,offerHelp,Tovan,36307-SHC-06,bounded_refusal_until_recovery,36307-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.004,0.0,False
36307,36307-SOA-022,talkBounded,Tovan,36307-SHC-06,bounded_refusal_until_recovery,36307-SR-06,pending recovery creates bounded caution,False,1.0,0,-0.001,0.001,False
36307,36307-SOA-023,askSchedule,Tovan,36307-SHC-06,bounded_refusal_until_recovery,36307-SR-06,pending recovery creates bounded caution,True,1.0,0,-0.001,0.0,False
36307,36307-SOA-024,moveEast,Tovan,36307-SHC-06,bounded_refusal_until_recovery,36307-SR-06,pending recovery creates bounded caution,False,0.5,0,-0.001,0.001,False
36307,36307-SOA-025,offerHelp,Milo,36307-SHC-07,accept_recovery_informed_help,36307-SR-07,recovered history supports ordinary action,False,1.0,1,0.02,0.028,False
36307,36307-SOA-026,talkBounded,Milo,36307-SHC-07,accept_recovery_informed_help,36307-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-027,askSchedule,Milo,36307-SHC-07,accept_recovery_informed_help,36307-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-028,moveEast,Milo,36307-SHC-07,accept_recovery_informed_help,36307-SR-07,recovered history supports ordinary action,False,1.0,0,0.01,0.006,False
36307,36307-SOA-029,offerHelp,Tovan,36307-SHC-08,cautious_help_with_limits,36307-SR-08,stabilized history allows cautious action,False,1.0,1,0.008,0.014,False
36307,36307-SOA-030,talkBounded,Tovan,36307-SHC-08,cautious_help_with_limits,36307-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36307,36307-SOA-031,askSchedule,Tovan,36307-SHC-08,cautious_help_with_limits,36307-SR-08,stabilized history allows cautious action,False,1.0,0,0.004,0.004,False
36307,36307-SOA-032,moveEast,Tovan,36307-SHC-08,cautious_help_with_limits,36307-SR-08,stabilized history allows cautious action,False,0.75,0,0.004,0.004,False
