tick_id,day,week,settlement_id,resident_id,avatar_action,resident_preference,resident_response,refusal_present,refusal_respected,welfare_before,welfare_after,autonomy_before,autonomy_after,trust_before,trust_after,playable_choice_visible,private_workspace_not_dumped
699,44,7,lichen_bridge,Sol,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.878,0.89,0.746,0.746,True,True
700,44,7,orchid_engine,Bea,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.69,0.7,0.648,0.654,True,True
701,44,7,moss_ward,Fay,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.888,0.888,0.726,0.73,True,True
703,44,7,cinder_garden,Wren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.858,0.858,0.738,0.742,True,True
705,45,7,moss_ward,Fay,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.888,0.898,0.73,0.736,True,True
707,45,7,cinder_garden,Wren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.858,0.876,0.742,0.738,True,True
708,45,7,lichen_bridge,Kio,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.752,0.752,0.672,0.676,True,True
709,45,7,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.886,0.896,0.736,0.742,True,True
711,45,7,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.9,0.91,0.726,0.732,True,True
713,45,7,lichen_bridge,Luma,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.918,0.918,0.718,0.722,True,True
715,45,7,moss_ward,Tala,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.894,0.904,0.726,0.732,True,True
717,45,7,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.88,0.898,0.74,0.736,True,True
718,45,7,lichen_bridge,Rin,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.752,0.752,0.672,0.676,True,True
719,45,7,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.898,0.908,0.714,0.72,True,True
720,46,7,glass_harbor,Nia,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.724,0.734,0.646,0.652,True,True
721,46,7,cinder_garden,Pax,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.898,0.898,0.736,0.74,True,True
722,46,7,lichen_bridge,Rin,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.752,0.77,0.676,0.672,True,True
723,46,7,orchid_engine,Eli,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.908,0.908,0.72,0.724,True,True
725,46,7,glass_harbor,Oren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.868,0.868,0.73,0.734,True,True
727,46,7,lichen_bridge,Sol,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.89,0.89,0.746,0.75,True,True
729,46,7,moss_ward,Fay,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.898,0.91,0.736,0.736,True,True
730,46,7,glass_harbor,Puck,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.724,0.734,0.646,0.652,True,True
731,46,7,cinder_garden,Wren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.876,0.876,0.738,0.742,True,True
732,46,7,lichen_bridge,Kio,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.752,0.77,0.676,0.672,True,True
733,46,7,orchid_engine,Cai,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.896,0.896,0.742,0.746,True,True
735,46,7,glass_harbor,Sera,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.91,0.91,0.732,0.736,True,True
737,47,7,orchid_engine,Cai,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.896,0.914,0.746,0.742,True,True
739,47,7,glass_harbor,Sera,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.91,0.92,0.736,0.742,True,True
740,47,7,cinder_garden,Juno,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.652,0.656,True,True
741,47,7,lichen_bridge,Luma,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.918,0.928,0.722,0.728,True,True
743,47,7,moss_ward,Tala,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.904,0.904,0.732,0.736,True,True
745,47,7,cinder_garden,Pax,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.898,0.908,0.74,0.746,True,True
747,47,7,orchid_engine,Eli,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.908,0.926,0.724,0.72,True,True
749,47,7,glass_harbor,Oren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.868,0.878,0.734,0.74,True,True
750,47,7,cinder_garden,Vale,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.652,0.656,True,True
751,47,7,lichen_bridge,Sol,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.89,0.9,0.75,0.756,True,True
753,48,7,glass_harbor,Oren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.878,0.878,0.74,0.744,True,True
755,48,7,lichen_bridge,Sol,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.9,0.9,0.756,0.76,True,True
757,48,7,moss_ward,Fay,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.91,0.91,0.736,0.74,True,True
759,48,7,cinder_garden,Wren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.876,0.888,0.742,0.742,True,True
761,48,7,orchid_engine,Cai,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.914,0.914,0.742,0.746,True,True
763,48,7,glass_harbor,Sera,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.92,0.92,0.742,0.746,True,True
765,48,7,lichen_bridge,Luma,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.928,0.928,0.728,0.732,True,True
767,48,7,moss_ward,Tala,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.904,0.904,0.736,0.74,True,True
768,49,7,cinder_garden,Juno,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.656,0.66,True,True
769,49,7,lichen_bridge,Luma,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.928,0.938,0.732,0.738,True,True
770,49,7,orchid_engine,Dax,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.7,0.7,0.654,0.658,True,True
771,49,7,moss_ward,Tala,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.904,0.914,0.74,0.746,True,True
773,49,7,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.908,0.908,0.746,0.75,True,True
775,49,7,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.926,0.936,0.72,0.726,True,True
776,49,7,moss_ward,Ari,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.722,0.722,0.652,0.656,True,True
777,49,7,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.878,0.896,0.744,0.74,True,True
778,49,7,cinder_garden,Vale,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.656,0.66,True,True
779,49,7,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.9,0.91,0.76,0.766,True,True
780,49,7,orchid_engine,Bea,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.7,0.7,0.654,0.658,True,True
781,49,7,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.91,0.92,0.74,0.746,True,True
783,49,7,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.888,0.888,0.742,0.746,True,True
785,50,8,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.92,0.93,0.746,0.752,True,True
787,50,8,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.888,0.888,0.746,0.75,True,True
788,50,8,lichen_bridge,Kio,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.77,0.782,0.672,0.672,True,True
789,50,8,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.914,0.924,0.746,0.752,True,True
791,50,8,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.92,0.938,0.746,0.742,True,True
793,50,8,lichen_bridge,Luma,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.938,0.94,0.738,0.744,True,True
795,50,8,moss_ward,Tala,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.914,0.924,0.746,0.752,True,True
797,50,8,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.908,0.908,0.75,0.754,True,True
798,50,8,lichen_bridge,Rin,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.77,0.782,0.672,0.672,True,True
799,50,8,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.936,0.94,0.726,0.732,True,True
800,51,8,glass_harbor,Nia,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.734,0.744,0.652,0.658,True,True
801,51,8,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.908,0.908,0.754,0.758,True,True
802,51,8,lichen_bridge,Rin,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.782,0.782,0.672,0.676,True,True
803,51,8,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.732,0.732,True,True
805,51,8,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.896,0.896,0.74,0.744,True,True
807,51,8,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.91,0.91,0.766,0.77,True,True
809,51,8,moss_ward,Fay,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.93,0.93,0.752,0.756,True,True
810,51,8,glass_harbor,Puck,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.734,0.744,0.652,0.658,True,True
811,51,8,cinder_garden,Wren,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.888,0.888,0.75,0.754,True,True
812,51,8,lichen_bridge,Kio,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.782,0.782,0.672,0.676,True,True
813,51,8,orchid_engine,Cai,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.924,0.936,0.752,0.752,True,True
815,51,8,glass_harbor,Sera,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.938,0.938,0.742,0.746,True,True
817,52,8,orchid_engine,Cai,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.936,0.936,0.752,0.756,True,True
819,52,8,glass_harbor,Sera,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.938,0.94,0.746,0.752,True,True
820,52,8,cinder_garden,Juno,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.66,0.664,True,True
821,52,8,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.744,0.74,True,True
823,52,8,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.924,0.934,0.752,0.758,True,True
825,52,8,cinder_garden,Pax,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.908,0.918,0.758,0.764,True,True
827,52,8,orchid_engine,Eli,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.732,0.736,True,True
829,52,8,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.896,0.906,0.744,0.75,True,True
830,52,8,cinder_garden,Vale,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.66,0.664,True,True
831,52,8,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.91,0.928,0.77,0.766,True,True
833,53,8,glass_harbor,Oren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.906,0.918,0.75,0.75,True,True
835,53,8,lichen_bridge,Sol,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.928,0.928,0.766,0.77,True,True
837,53,8,moss_ward,Fay,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.93,0.93,0.756,0.76,True,True
839,53,8,cinder_garden,Wren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.888,0.888,0.754,0.758,True,True
841,53,8,orchid_engine,Cai,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.936,0.936,0.756,0.76,True,True
843,53,8,glass_harbor,Sera,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.752,0.752,True,True
845,53,8,lichen_bridge,Luma,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.74,0.744,True,True
847,53,8,moss_ward,Tala,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.934,0.934,0.758,0.762,True,True
848,54,8,cinder_garden,Juno,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.78,0.792,0.664,0.664,True,True
849,54,8,lichen_bridge,Luma,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.744,0.75,True,True
850,54,8,orchid_engine,Dax,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.7,0.7,0.658,0.662,True,True
851,54,8,moss_ward,Tala,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.934,0.94,0.762,0.758,True,True
853,54,8,cinder_garden,Pax,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.918,0.928,0.764,0.77,True,True
855,54,8,orchid_engine,Eli,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.736,0.742,True,True
856,54,8,moss_ward,Ari,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.722,0.722,0.656,0.66,True,True
857,54,8,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.918,0.918,0.75,0.754,True,True
858,54,8,cinder_garden,Vale,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.78,0.792,0.664,0.664,True,True
859,54,8,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.928,0.938,0.77,0.776,True,True
860,54,8,orchid_engine,Bea,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.7,0.7,0.658,0.662,True,True
861,54,8,moss_ward,Fay,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.93,0.94,0.76,0.756,True,True
863,54,8,cinder_garden,Wren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.888,0.898,0.758,0.764,True,True
865,55,8,moss_ward,Fay,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.756,0.76,True,True
867,55,8,cinder_garden,Wren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.898,0.898,0.764,0.768,True,True
868,55,8,lichen_bridge,Kio,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.782,0.792,0.676,0.682,True,True
869,55,8,orchid_engine,Cai,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.936,0.936,0.76,0.764,True,True
871,55,8,glass_harbor,Sera,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.752,0.756,True,True
873,55,8,lichen_bridge,Luma,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.75,0.75,True,True
875,55,8,moss_ward,Tala,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.758,0.762,True,True
877,55,8,cinder_garden,Pax,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.928,0.928,0.77,0.774,True,True
878,55,8,lichen_bridge,Rin,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.782,0.792,0.676,0.682,True,True
879,55,8,orchid_engine,Eli,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.742,0.746,True,True
880,56,8,glass_harbor,Nia,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.744,0.744,0.658,0.662,True,True
881,56,8,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.928,0.94,0.774,0.77,True,True
882,56,8,lichen_bridge,Rin,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.792,0.792,0.682,0.686,True,True
883,56,8,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.746,0.752,True,True
885,56,8,glass_harbor,Oren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.918,0.928,0.754,0.76,True,True
887,56,8,lichen_bridge,Sol,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.938,0.938,0.776,0.78,True,True
889,56,8,moss_ward,Fay,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.76,0.766,True,True
890,56,8,glass_harbor,Puck,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.744,0.744,0.658,0.662,True,True
891,56,8,cinder_garden,Wren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.898,0.916,0.768,0.764,True,True
892,56,8,lichen_bridge,Kio,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.792,0.792,0.682,0.686,True,True
893,56,8,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.936,0.94,0.764,0.77,True,True
895,56,8,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.756,0.762,True,True
897,57,9,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.77,0.776,True,True
899,57,9,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.762,0.768,True,True
900,57,9,cinder_garden,Juno,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.792,0.792,0.664,0.668,True,True
901,57,9,lichen_bridge,Luma,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.75,0.754,True,True
903,57,9,moss_ward,Tala,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.762,0.768,True,True
905,57,9,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.77,0.766,True,True
907,57,9,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.752,0.758,True,True
909,57,9,glass_harbor,Oren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.928,0.938,0.76,0.766,True,True
910,57,9,cinder_garden,Vale,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.792,0.792,0.664,0.668,True,True
911,57,9,lichen_bridge,Sol,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.938,0.938,0.78,0.784,True,True
913,58,9,glass_harbor,Oren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.938,0.938,0.766,0.77,True,True
915,58,9,lichen_bridge,Sol,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.938,0.938,0.784,0.788,True,True
917,58,9,moss_ward,Fay,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.766,0.766,True,True
919,58,9,cinder_garden,Wren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.916,0.916,0.764,0.768,True,True
921,58,9,orchid_engine,Cai,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.776,0.78,True,True
923,58,9,glass_harbor,Sera,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.768,0.772,True,True
925,58,9,lichen_bridge,Luma,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.754,0.758,True,True
927,58,9,moss_ward,Tala,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.768,0.768,True,True
928,59,9,cinder_garden,Juno,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.792,0.792,0.668,0.672,True,True
929,59,9,lichen_bridge,Luma,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.758,0.764,True,True
930,59,9,orchid_engine,Dax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.7,0.7,0.662,0.666,True,True
931,59,9,moss_ward,Tala,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.768,0.772,True,True
933,59,9,cinder_garden,Pax,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.766,0.772,True,True
935,59,9,orchid_engine,Eli,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.758,0.754,True,True
936,59,9,moss_ward,Ari,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.722,0.722,0.66,0.664,True,True
937,59,9,glass_harbor,Oren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.938,0.94,0.77,0.776,True,True
938,59,9,cinder_garden,Vale,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.792,0.792,0.668,0.672,True,True
939,59,9,lichen_bridge,Sol,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.938,0.94,0.788,0.794,True,True
940,59,9,orchid_engine,Bea,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.7,0.7,0.662,0.666,True,True
941,59,9,moss_ward,Fay,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.766,0.77,True,True
943,59,9,cinder_garden,Wren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.916,0.926,0.768,0.774,True,True
945,60,9,moss_ward,Fay,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.77,0.774,True,True
947,60,9,cinder_garden,Wren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.926,0.938,0.774,0.774,True,True
948,60,9,lichen_bridge,Kio,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.792,0.802,0.686,0.692,True,True
949,60,9,orchid_engine,Cai,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.78,0.784,True,True
951,60,9,glass_harbor,Sera,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.772,0.776,True,True
953,60,9,lichen_bridge,Luma,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.764,0.768,True,True
955,60,9,moss_ward,Tala,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.772,0.776,True,True
957,60,9,cinder_garden,Pax,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.772,0.772,True,True
958,60,9,lichen_bridge,Rin,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.792,0.802,0.686,0.692,True,True
959,60,9,orchid_engine,Eli,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.754,0.758,True,True
960,61,9,glass_harbor,Nia,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.744,0.744,0.662,0.666,True,True
961,61,9,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.772,0.776,True,True
962,61,9,lichen_bridge,Rin,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.802,0.814,0.692,0.692,True,True
963,61,9,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.758,0.764,True,True
965,61,9,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.776,0.772,True,True
967,61,9,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.794,0.8,True,True
969,61,9,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.774,0.78,True,True
970,61,9,glass_harbor,Puck,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.744,0.744,0.662,0.666,True,True
971,61,9,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.938,0.938,0.774,0.778,True,True
972,61,9,lichen_bridge,Kio,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.802,0.814,0.692,0.692,True,True
973,61,9,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.784,0.79,True,True
975,61,9,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.776,0.772,True,True
977,62,9,orchid_engine,Cai,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.79,0.79,True,True
979,62,9,glass_harbor,Sera,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.772,0.776,True,True
980,62,9,cinder_garden,Juno,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.792,0.81,0.672,0.668,True,True
981,62,9,lichen_bridge,Luma,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.768,0.772,True,True
983,62,9,moss_ward,Tala,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.776,0.78,True,True
985,62,9,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.776,0.78,True,True
987,62,9,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.764,0.764,True,True
989,62,9,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.772,0.776,True,True
990,62,9,cinder_garden,Vale,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.792,0.81,0.672,0.668,True,True
991,62,9,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.8,0.804,True,True
993,63,9,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.776,0.782,True,True
