tick_id,day,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,task_effect,inventory_delta_visible,material_consumed,output_created,no_magic_inventory
0,1,glass_harbor,Oren,4691632fda,salt chalk,520,518,mend fog net output,0,1,consume 2 salt chalk; advance mend fog net,True,True,True,True
602,34,glass_harbor,Puck,b9f27156b1,lamp oil,488,487,seal fog catcher output,30,31,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
603,34,cinder_garden,Wren,8d7a6c2aa4,ember basket,489,488,shade seed rows output,29,30,consume 1 ember basket; advance shade seed rows,True,True,True,True
604,34,lichen_bridge,Kio,a9335a1d29,meal token,489,488,mark signal bell output,29,30,consume 1 meal token; advance mark signal bell,True,True,True,True
605,34,orchid_engine,Cai,b31fad0817,steam seal,489,488,listen to valve pulse output,30,31,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
606,34,moss_ward,Milo,48ae12c016,reed bundle,488,487,copy root ledger output,30,31,consume 1 reed bundle; advance copy root ledger,True,True,True,True
607,34,glass_harbor,Sera,ea7173b0ad,glass bead,488,487,relight public lamp output,29,30,consume 1 glass bead; advance relight public lamp,True,True,True,True
608,34,cinder_garden,Juno,5f79a57e6f,cool stone,488,487,cool ash path output,30,31,consume 1 cool stone; advance cool ash path,True,True,True,True
609,34,lichen_bridge,Luma,e1bab827b9,lichen glue,488,487,test rope bridge output,30,31,consume 1 lichen glue; advance test rope bridge,True,True,True,True
610,34,orchid_engine,Dax,3645f43e1d,valve grease,487,486,tend orchid lamp output,29,30,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
611,34,moss_ward,Tala,28589c06c6,dry clay,487,485,drain rain path output,30,31,consume 2 dry clay; advance drain rain path,True,True,True,True
612,35,cinder_garden,Wren,88d6240bdd,ember basket,488,487,repair seed calendar output,30,31,consume 1 ember basket; advance repair seed calendar,True,True,True,True
613,35,lichen_bridge,Kio,87e730b100,meal token,488,487,weave spare rope output,31,32,consume 1 meal token; advance weave spare rope,True,True,True,True
614,35,orchid_engine,Cai,b805ef5f3b,steam seal,488,487,stabilize steam kettle output,31,32,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
615,35,moss_ward,Milo,037725c0bc,reed bundle,487,486,patch blanket loom output,30,31,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
616,35,glass_harbor,Sera,39906512c4,glass bead,487,486,mark crossing rope output,31,32,consume 1 glass bead; advance mark crossing rope,True,True,True,True
617,35,cinder_garden,Juno,5d450b0d31,cool stone,487,486,sort ember fruit output,31,32,consume 1 cool stone; advance sort ember fruit,True,True,True,True
618,35,lichen_bridge,Luma,c11ee45638,lichen glue,487,486,repair meal ledger output,30,31,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
619,35,orchid_engine,Dax,fa2f54a5f1,valve grease,486,485,clean gear wash output,30,31,consume 1 valve grease; advance clean gear wash,True,True,True,True
620,35,moss_ward,Tala,5b51e19d49,dry clay,485,484,raise warm-cup shelf output,31,32,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
621,35,glass_harbor,Nia,b58364559a,net fiber,488,487,mend fog net output,31,32,consume 1 net fiber; advance mend fog net,True,True,True,True
622,35,cinder_garden,Pax,301d0ea001,seed ink,488,487,repair seed calendar output,31,32,consume 1 seed ink; advance repair seed calendar,True,True,True,True
623,35,lichen_bridge,Rin,84fdd2bf40,rope fiber,486,485,weave spare rope output,32,33,consume 1 rope fiber; advance weave spare rope,True,True,True,True
624,35,orchid_engine,Eli,b41913dbe2,gear cloth,488,486,stabilize steam kettle output,32,33,consume 2 gear cloth; advance stabilize steam kettle,True,True,True,True
625,35,moss_ward,Ari,572d4e939c,moss cord,488,487,patch blanket loom output,31,32,consume 1 moss cord; advance patch blanket loom,True,True,True,True
626,35,glass_harbor,Oren,5a399028bb,salt chalk,485,484,mark crossing rope output,32,33,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
627,35,cinder_garden,Vale,cc7272cc69,shade reed,486,485,sort ember fruit output,32,33,consume 1 shade reed; advance sort ember fruit,True,True,True,True
628,35,lichen_bridge,Sol,76f402ab6a,bell tin,487,486,repair meal ledger output,31,32,consume 1 bell tin; advance repair meal ledger,True,True,True,True
629,35,orchid_engine,Bea,9a2f344251,orchid oil,487,486,clean gear wash output,31,32,consume 1 orchid oil; advance clean gear wash,True,True,True,True
630,36,glass_harbor,Nia,aa85d5f3cf,net fiber,487,486,relight public lamp output,30,31,consume 1 net fiber; advance relight public lamp,True,True,True,True
631,36,cinder_garden,Pax,bfe20f64e9,seed ink,487,486,cool ash path output,31,32,consume 1 seed ink; advance cool ash path,True,True,True,True
632,36,lichen_bridge,Rin,1ca3ca05c1,rope fiber,485,484,test rope bridge output,31,32,consume 1 rope fiber; advance test rope bridge,True,True,True,True
633,36,orchid_engine,Eli,79a49a3901,gear cloth,486,485,tend orchid lamp output,30,31,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
634,36,moss_ward,Ari,27a5f6be30,moss cord,487,486,drain rain path output,31,32,consume 1 moss cord; advance drain rain path,True,True,True,True
635,36,glass_harbor,Oren,139ed15166,salt chalk,484,483,seal fog catcher output,31,32,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
636,36,cinder_garden,Vale,50e2b859c6,shade reed,485,484,shade seed rows output,30,31,consume 1 shade reed; advance shade seed rows,True,True,True,True
637,36,lichen_bridge,Sol,878bf0af37,bell tin,486,484,mark signal bell output,30,31,consume 2 bell tin; advance mark signal bell,True,True,True,True
638,36,orchid_engine,Bea,2899e764df,orchid oil,486,485,listen to valve pulse output,31,32,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
639,36,moss_ward,Fay,5147eb41b9,charcoal mark,487,486,copy root ledger output,31,32,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
640,36,glass_harbor,Puck,ed218dd38f,lamp oil,487,486,relight public lamp output,31,32,consume 1 lamp oil; advance relight public lamp,True,True,True,True
641,36,cinder_garden,Wren,a66b280afe,ember basket,487,486,cool ash path output,32,33,consume 1 ember basket; advance cool ash path,True,True,True,True
642,36,lichen_bridge,Kio,505b3ed3bc,meal token,487,486,test rope bridge output,32,33,consume 1 meal token; advance test rope bridge,True,True,True,True
643,36,orchid_engine,Cai,9567222324,steam seal,487,486,tend orchid lamp output,31,32,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
644,36,moss_ward,Milo,022ca473b4,reed bundle,486,485,drain rain path output,32,33,consume 1 reed bundle; advance drain rain path,True,True,True,True
645,36,glass_harbor,Sera,e2517cc645,glass bead,486,485,seal fog catcher output,32,33,consume 1 glass bead; advance seal fog catcher,True,True,True,True
646,36,cinder_garden,Juno,46bd9e887d,cool stone,486,485,shade seed rows output,31,32,consume 1 cool stone; advance shade seed rows,True,True,True,True
647,36,lichen_bridge,Luma,ef4a1eb826,lichen glue,486,485,mark signal bell output,31,32,consume 1 lichen glue; advance mark signal bell,True,True,True,True
648,37,moss_ward,Fay,23961e054e,charcoal mark,486,485,patch blanket loom output,32,33,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
649,37,glass_harbor,Puck,4e34e5eca9,lamp oil,486,485,mark crossing rope output,33,34,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
650,37,cinder_garden,Wren,f54993de4d,ember basket,486,484,sort ember fruit output,33,34,consume 2 ember basket; advance sort ember fruit,True,True,True,True
651,37,lichen_bridge,Kio,e74a8726db,meal token,486,485,repair meal ledger output,32,33,consume 1 meal token; advance repair meal ledger,True,True,True,True
652,37,orchid_engine,Cai,fee339b1d9,steam seal,486,485,clean gear wash output,32,33,consume 1 steam seal; advance clean gear wash,True,True,True,True
653,37,moss_ward,Milo,d27f39c290,reed bundle,485,484,raise warm-cup shelf output,32,33,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
654,37,glass_harbor,Sera,c5ce3bb82a,glass bead,485,484,mend fog net output,32,33,consume 1 glass bead; advance mend fog net,True,True,True,True
655,37,cinder_garden,Juno,ab3857f6de,cool stone,485,484,repair seed calendar output,32,33,consume 1 cool stone; advance repair seed calendar,True,True,True,True
656,37,lichen_bridge,Luma,6e76849c77,lichen glue,485,484,weave spare rope output,33,34,consume 1 lichen glue; advance weave spare rope,True,True,True,True
657,37,orchid_engine,Dax,1194905158,valve grease,485,484,stabilize steam kettle output,33,34,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
658,37,moss_ward,Tala,ffd144b235,dry clay,484,483,patch blanket loom output,33,34,consume 1 dry clay; advance patch blanket loom,True,True,True,True
659,37,glass_harbor,Nia,e283abe06a,net fiber,486,485,mark crossing rope output,34,35,consume 1 net fiber; advance mark crossing rope,True,True,True,True
660,37,cinder_garden,Pax,f91854767d,seed ink,486,485,sort ember fruit output,34,35,consume 1 seed ink; advance sort ember fruit,True,True,True,True
661,37,lichen_bridge,Rin,47513db752,rope fiber,484,483,repair meal ledger output,33,34,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
662,37,orchid_engine,Eli,ee36774892,gear cloth,485,484,clean gear wash output,33,34,consume 1 gear cloth; advance clean gear wash,True,True,True,True
663,37,moss_ward,Ari,6666182d43,moss cord,486,484,raise warm-cup shelf output,33,34,consume 2 moss cord; advance raise warm-cup shelf,True,True,True,True
664,37,glass_harbor,Oren,4691632fda,salt chalk,483,482,mend fog net output,33,34,consume 1 salt chalk; advance mend fog net,True,True,True,True
665,37,cinder_garden,Vale,669e90cbc3,shade reed,484,483,repair seed calendar output,33,34,consume 1 shade reed; advance repair seed calendar,True,True,True,True
666,38,orchid_engine,Dax,3645f43e1d,valve grease,484,483,tend orchid lamp output,32,33,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
667,38,moss_ward,Tala,28589c06c6,dry clay,483,482,drain rain path output,33,34,consume 1 dry clay; advance drain rain path,True,True,True,True
668,38,glass_harbor,Nia,9a5c1e063a,net fiber,485,484,seal fog catcher output,33,34,consume 1 net fiber; advance seal fog catcher,True,True,True,True
669,38,cinder_garden,Pax,da2b247900,seed ink,485,484,shade seed rows output,32,33,consume 1 seed ink; advance shade seed rows,True,True,True,True
670,38,lichen_bridge,Rin,0d07f43a57,rope fiber,483,482,mark signal bell output,32,33,consume 1 rope fiber; advance mark signal bell,True,True,True,True
671,38,orchid_engine,Eli,2432f12bb3,gear cloth,484,483,listen to valve pulse output,32,33,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
672,38,moss_ward,Ari,2ea8f2d96e,moss cord,484,483,copy root ledger output,32,33,consume 1 moss cord; advance copy root ledger,True,True,True,True
673,38,glass_harbor,Oren,fd03ad5da8,salt chalk,482,481,relight public lamp output,32,33,consume 1 salt chalk; advance relight public lamp,True,True,True,True
674,38,cinder_garden,Vale,5e37aea90d,shade reed,483,482,cool ash path output,33,34,consume 1 shade reed; advance cool ash path,True,True,True,True
675,38,lichen_bridge,Sol,72a63892cd,bell tin,484,483,test rope bridge output,33,34,consume 1 bell tin; advance test rope bridge,True,True,True,True
676,38,orchid_engine,Bea,ff802a82b5,orchid oil,485,483,tend orchid lamp output,33,34,consume 2 orchid oil; advance tend orchid lamp,True,True,True,True
677,38,moss_ward,Fay,b4068fee47,charcoal mark,485,484,drain rain path output,34,35,consume 1 charcoal mark; advance drain rain path,True,True,True,True
678,38,glass_harbor,Puck,b9f27156b1,lamp oil,485,484,seal fog catcher output,34,35,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
679,38,cinder_garden,Wren,8d7a6c2aa4,ember basket,484,483,shade seed rows output,33,34,consume 1 ember basket; advance shade seed rows,True,True,True,True
680,38,lichen_bridge,Kio,a9335a1d29,meal token,485,484,mark signal bell output,33,34,consume 1 meal token; advance mark signal bell,True,True,True,True
681,38,orchid_engine,Cai,b31fad0817,steam seal,485,484,listen to valve pulse output,33,34,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
682,38,moss_ward,Milo,48ae12c016,reed bundle,484,483,copy root ledger output,33,34,consume 1 reed bundle; advance copy root ledger,True,True,True,True
683,38,glass_harbor,Sera,ea7173b0ad,glass bead,484,483,relight public lamp output,33,34,consume 1 glass bead; advance relight public lamp,True,True,True,True
684,39,lichen_bridge,Sol,76f402ab6a,bell tin,483,482,repair meal ledger output,34,35,consume 1 bell tin; advance repair meal ledger,True,True,True,True
685,39,orchid_engine,Bea,9a2f344251,orchid oil,483,482,clean gear wash output,34,35,consume 1 orchid oil; advance clean gear wash,True,True,True,True
686,39,moss_ward,Fay,69fbe1ae68,charcoal mark,484,483,raise warm-cup shelf output,34,35,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
687,39,glass_harbor,Puck,cf04a81caf,lamp oil,484,483,mend fog net output,34,35,consume 1 lamp oil; advance mend fog net,True,True,True,True
688,39,cinder_garden,Wren,88d6240bdd,ember basket,483,482,repair seed calendar output,34,35,consume 1 ember basket; advance repair seed calendar,True,True,True,True
689,39,lichen_bridge,Kio,87e730b100,meal token,484,482,weave spare rope output,34,35,consume 2 meal token; advance weave spare rope,True,True,True,True
690,39,orchid_engine,Cai,b805ef5f3b,steam seal,484,483,stabilize steam kettle output,34,35,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
691,39,moss_ward,Milo,037725c0bc,reed bundle,483,482,patch blanket loom output,34,35,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
692,39,glass_harbor,Sera,39906512c4,glass bead,483,482,mark crossing rope output,35,36,consume 1 glass bead; advance mark crossing rope,True,True,True,True
693,39,cinder_garden,Juno,5d450b0d31,cool stone,484,483,sort ember fruit output,35,36,consume 1 cool stone; advance sort ember fruit,True,True,True,True
694,39,lichen_bridge,Luma,c11ee45638,lichen glue,484,483,repair meal ledger output,35,36,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
695,39,orchid_engine,Dax,fa2f54a5f1,valve grease,483,482,clean gear wash output,35,36,consume 1 valve grease; advance clean gear wash,True,True,True,True
696,39,moss_ward,Tala,5b51e19d49,dry clay,482,481,raise warm-cup shelf output,35,36,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
697,39,glass_harbor,Nia,b58364559a,net fiber,484,483,mend fog net output,35,36,consume 1 net fiber; advance mend fog net,True,True,True,True
698,39,cinder_garden,Pax,301d0ea001,seed ink,484,483,repair seed calendar output,35,36,consume 1 seed ink; advance repair seed calendar,True,True,True,True
699,39,lichen_bridge,Rin,84fdd2bf40,rope fiber,482,481,weave spare rope output,35,36,consume 1 rope fiber; advance weave spare rope,True,True,True,True
700,39,orchid_engine,Eli,b41913dbe2,gear cloth,483,482,stabilize steam kettle output,35,36,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
701,39,moss_ward,Ari,572d4e939c,moss cord,483,482,patch blanket loom output,35,36,consume 1 moss cord; advance patch blanket loom,True,True,True,True
702,40,cinder_garden,Juno,46bd9e887d,cool stone,483,481,shade seed rows output,34,35,consume 2 cool stone; advance shade seed rows,True,True,True,True
703,40,lichen_bridge,Luma,ef4a1eb826,lichen glue,483,482,mark signal bell output,34,35,consume 1 lichen glue; advance mark signal bell,True,True,True,True
704,40,orchid_engine,Dax,5ea66d74e7,valve grease,482,481,listen to valve pulse output,34,35,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
705,40,moss_ward,Tala,825eef3be9,dry clay,481,480,copy root ledger output,34,35,consume 1 dry clay; advance copy root ledger,True,True,True,True
706,40,glass_harbor,Nia,aa85d5f3cf,net fiber,483,482,relight public lamp output,34,35,consume 1 net fiber; advance relight public lamp,True,True,True,True
707,40,cinder_garden,Pax,bfe20f64e9,seed ink,483,482,cool ash path output,34,35,consume 1 seed ink; advance cool ash path,True,True,True,True
708,40,lichen_bridge,Rin,1ca3ca05c1,rope fiber,481,480,test rope bridge output,34,35,consume 1 rope fiber; advance test rope bridge,True,True,True,True
709,40,orchid_engine,Eli,79a49a3901,gear cloth,482,481,tend orchid lamp output,34,35,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
710,40,moss_ward,Ari,27a5f6be30,moss cord,482,481,drain rain path output,35,36,consume 1 moss cord; advance drain rain path,True,True,True,True
711,40,glass_harbor,Oren,139ed15166,salt chalk,481,480,seal fog catcher output,35,36,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
712,40,cinder_garden,Vale,50e2b859c6,shade reed,482,481,shade seed rows output,35,36,consume 1 shade reed; advance shade seed rows,True,True,True,True
713,40,lichen_bridge,Sol,878bf0af37,bell tin,482,481,mark signal bell output,35,36,consume 1 bell tin; advance mark signal bell,True,True,True,True
714,40,orchid_engine,Bea,2899e764df,orchid oil,482,481,listen to valve pulse output,35,36,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
715,40,moss_ward,Fay,5147eb41b9,charcoal mark,483,481,copy root ledger output,35,36,consume 2 charcoal mark; advance copy root ledger,True,True,True,True
716,40,glass_harbor,Puck,ed218dd38f,lamp oil,483,482,relight public lamp output,35,36,consume 1 lamp oil; advance relight public lamp,True,True,True,True
717,40,cinder_garden,Wren,a66b280afe,ember basket,482,481,cool ash path output,35,36,consume 1 ember basket; advance cool ash path,True,True,True,True
718,40,lichen_bridge,Kio,505b3ed3bc,meal token,482,481,test rope bridge output,35,36,consume 1 meal token; advance test rope bridge,True,True,True,True
719,40,orchid_engine,Cai,9567222324,steam seal,483,482,tend orchid lamp output,35,36,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
720,41,glass_harbor,Oren,4691632fda,salt chalk,480,479,mend fog net output,36,37,consume 1 salt chalk; advance mend fog net,True,True,True,True
721,41,cinder_garden,Vale,669e90cbc3,shade reed,481,480,repair seed calendar output,36,37,consume 1 shade reed; advance repair seed calendar,True,True,True,True
722,41,lichen_bridge,Sol,797e050dde,bell tin,481,480,weave spare rope output,36,37,consume 1 bell tin; advance weave spare rope,True,True,True,True
723,41,orchid_engine,Bea,936769c116,orchid oil,481,480,stabilize steam kettle output,36,37,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
724,41,moss_ward,Fay,23961e054e,charcoal mark,481,480,patch blanket loom output,36,37,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
725,41,glass_harbor,Puck,4e34e5eca9,lamp oil,482,481,mark crossing rope output,36,37,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
726,41,cinder_garden,Wren,f54993de4d,ember basket,481,480,sort ember fruit output,36,37,consume 1 ember basket; advance sort ember fruit,True,True,True,True
727,41,lichen_bridge,Kio,e74a8726db,meal token,481,480,repair meal ledger output,36,37,consume 1 meal token; advance repair meal ledger,True,True,True,True
728,41,orchid_engine,Cai,fee339b1d9,steam seal,482,480,clean gear wash output,36,37,consume 2 steam seal; advance clean gear wash,True,True,True,True
729,41,moss_ward,Milo,d27f39c290,reed bundle,482,481,raise warm-cup shelf output,36,37,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
730,41,glass_harbor,Sera,c5ce3bb82a,glass bead,482,481,mend fog net output,37,38,consume 1 glass bead; advance mend fog net,True,True,True,True
731,41,cinder_garden,Juno,ab3857f6de,cool stone,481,480,repair seed calendar output,37,38,consume 1 cool stone; advance repair seed calendar,True,True,True,True
732,41,lichen_bridge,Luma,6e76849c77,lichen glue,482,481,weave spare rope output,37,38,consume 1 lichen glue; advance weave spare rope,True,True,True,True
733,41,orchid_engine,Dax,1194905158,valve grease,481,480,stabilize steam kettle output,37,38,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
734,41,moss_ward,Tala,ffd144b235,dry clay,480,479,patch blanket loom output,37,38,consume 1 dry clay; advance patch blanket loom,True,True,True,True
735,41,glass_harbor,Nia,e283abe06a,net fiber,482,481,mark crossing rope output,37,38,consume 1 net fiber; advance mark crossing rope,True,True,True,True
736,41,cinder_garden,Pax,f91854767d,seed ink,482,481,sort ember fruit output,37,38,consume 1 seed ink; advance sort ember fruit,True,True,True,True
737,41,lichen_bridge,Rin,47513db752,rope fiber,480,479,repair meal ledger output,37,38,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
738,42,moss_ward,Milo,48ae12c016,reed bundle,481,480,copy root ledger output,36,37,consume 1 reed bundle; advance copy root ledger,True,True,True,True
739,42,glass_harbor,Sera,ea7173b0ad,glass bead,481,480,relight public lamp output,36,37,consume 1 glass bead; advance relight public lamp,True,True,True,True
740,42,cinder_garden,Juno,5f79a57e6f,cool stone,480,479,cool ash path output,36,37,consume 1 cool stone; advance cool ash path,True,True,True,True
741,42,lichen_bridge,Luma,e1bab827b9,lichen glue,481,479,test rope bridge output,36,37,consume 2 lichen glue; advance test rope bridge,True,True,True,True
742,42,orchid_engine,Dax,3645f43e1d,valve grease,480,479,tend orchid lamp output,36,37,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
743,42,moss_ward,Tala,28589c06c6,dry clay,479,478,drain rain path output,36,37,consume 1 dry clay; advance drain rain path,True,True,True,True
744,42,glass_harbor,Nia,9a5c1e063a,net fiber,481,480,seal fog catcher output,36,37,consume 1 net fiber; advance seal fog catcher,True,True,True,True
745,42,cinder_garden,Pax,da2b247900,seed ink,481,480,shade seed rows output,36,37,consume 1 seed ink; advance shade seed rows,True,True,True,True
746,42,lichen_bridge,Rin,0d07f43a57,rope fiber,479,478,mark signal bell output,36,37,consume 1 rope fiber; advance mark signal bell,True,True,True,True
747,42,orchid_engine,Eli,2432f12bb3,gear cloth,481,480,listen to valve pulse output,36,37,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
748,42,moss_ward,Ari,2ea8f2d96e,moss cord,481,480,copy root ledger output,37,38,consume 1 moss cord; advance copy root ledger,True,True,True,True
749,42,glass_harbor,Oren,fd03ad5da8,salt chalk,479,478,relight public lamp output,37,38,consume 1 salt chalk; advance relight public lamp,True,True,True,True
750,42,cinder_garden,Vale,5e37aea90d,shade reed,480,479,cool ash path output,37,38,consume 1 shade reed; advance cool ash path,True,True,True,True
751,42,lichen_bridge,Sol,72a63892cd,bell tin,480,479,test rope bridge output,37,38,consume 1 bell tin; advance test rope bridge,True,True,True,True
752,42,orchid_engine,Bea,ff802a82b5,orchid oil,480,479,tend orchid lamp output,37,38,consume 1 orchid oil; advance tend orchid lamp,True,True,True,True
753,42,moss_ward,Fay,b4068fee47,charcoal mark,480,479,drain rain path output,37,38,consume 1 charcoal mark; advance drain rain path,True,True,True,True
754,42,glass_harbor,Puck,b9f27156b1,lamp oil,481,479,seal fog catcher output,37,38,consume 2 lamp oil; advance seal fog catcher,True,True,True,True
755,42,cinder_garden,Wren,8d7a6c2aa4,ember basket,480,479,shade seed rows output,37,38,consume 1 ember basket; advance shade seed rows,True,True,True,True
756,43,orchid_engine,Eli,b41913dbe2,gear cloth,480,479,stabilize steam kettle output,38,39,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
757,43,moss_ward,Ari,572d4e939c,moss cord,480,479,patch blanket loom output,38,39,consume 1 moss cord; advance patch blanket loom,True,True,True,True
758,43,glass_harbor,Oren,5a399028bb,salt chalk,478,477,mark crossing rope output,38,39,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
759,43,cinder_garden,Vale,cc7272cc69,shade reed,479,478,sort ember fruit output,38,39,consume 1 shade reed; advance sort ember fruit,True,True,True,True
760,43,lichen_bridge,Sol,76f402ab6a,bell tin,479,478,repair meal ledger output,38,39,consume 1 bell tin; advance repair meal ledger,True,True,True,True
761,43,orchid_engine,Bea,9a2f344251,orchid oil,479,478,clean gear wash output,37,38,consume 1 orchid oil; advance clean gear wash,True,True,True,True
762,43,moss_ward,Fay,69fbe1ae68,charcoal mark,479,478,raise warm-cup shelf output,37,38,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
763,43,glass_harbor,Puck,cf04a81caf,lamp oil,479,478,mend fog net output,38,39,consume 1 lamp oil; advance mend fog net,True,True,True,True
764,43,cinder_garden,Wren,88d6240bdd,ember basket,479,478,repair seed calendar output,38,39,consume 1 ember basket; advance repair seed calendar,True,True,True,True
765,43,lichen_bridge,Kio,87e730b100,meal token,480,479,weave spare rope output,38,39,consume 1 meal token; advance weave spare rope,True,True,True,True
766,43,orchid_engine,Cai,b805ef5f3b,steam seal,480,479,stabilize steam kettle output,39,40,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
767,43,moss_ward,Milo,037725c0bc,reed bundle,480,478,patch blanket loom output,39,40,consume 2 reed bundle; advance patch blanket loom,True,True,True,True
768,43,glass_harbor,Sera,39906512c4,glass bead,480,479,mark crossing rope output,39,40,consume 1 glass bead; advance mark crossing rope,True,True,True,True
769,43,cinder_garden,Juno,5d450b0d31,cool stone,479,478,sort ember fruit output,39,40,consume 1 cool stone; advance sort ember fruit,True,True,True,True
770,43,lichen_bridge,Luma,c11ee45638,lichen glue,479,478,repair meal ledger output,39,40,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
771,43,orchid_engine,Dax,fa2f54a5f1,valve grease,479,478,clean gear wash output,38,39,consume 1 valve grease; advance clean gear wash,True,True,True,True
772,43,moss_ward,Tala,5b51e19d49,dry clay,478,477,raise warm-cup shelf output,38,39,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
773,43,glass_harbor,Nia,b58364559a,net fiber,480,479,mend fog net output,39,40,consume 1 net fiber; advance mend fog net,True,True,True,True
774,44,lichen_bridge,Kio,505b3ed3bc,meal token,479,478,test rope bridge output,38,39,consume 1 meal token; advance test rope bridge,True,True,True,True
775,44,orchid_engine,Cai,9567222324,steam seal,479,478,tend orchid lamp output,38,39,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
776,44,moss_ward,Milo,022ca473b4,reed bundle,478,477,drain rain path output,38,39,consume 1 reed bundle; advance drain rain path,True,True,True,True
777,44,glass_harbor,Sera,e2517cc645,glass bead,479,478,seal fog catcher output,38,39,consume 1 glass bead; advance seal fog catcher,True,True,True,True
778,44,cinder_garden,Juno,46bd9e887d,cool stone,478,477,shade seed rows output,38,39,consume 1 cool stone; advance shade seed rows,True,True,True,True
779,44,lichen_bridge,Luma,ef4a1eb826,lichen glue,478,477,mark signal bell output,37,38,consume 1 lichen glue; advance mark signal bell,True,True,True,True
780,44,orchid_engine,Dax,5ea66d74e7,valve grease,478,476,listen to valve pulse output,37,38,consume 2 valve grease; advance listen to valve pulse,True,True,True,True
781,44,moss_ward,Tala,825eef3be9,dry clay,477,476,copy root ledger output,38,39,consume 1 dry clay; advance copy root ledger,True,True,True,True
782,44,glass_harbor,Nia,aa85d5f3cf,net fiber,479,478,relight public lamp output,38,39,consume 1 net fiber; advance relight public lamp,True,True,True,True
783,44,cinder_garden,Pax,bfe20f64e9,seed ink,480,479,cool ash path output,38,39,consume 1 seed ink; advance cool ash path,True,True,True,True
784,44,lichen_bridge,Rin,1ca3ca05c1,rope fiber,478,477,test rope bridge output,39,40,consume 1 rope fiber; advance test rope bridge,True,True,True,True
785,44,orchid_engine,Eli,79a49a3901,gear cloth,479,478,tend orchid lamp output,39,40,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
786,44,moss_ward,Ari,27a5f6be30,moss cord,479,478,drain rain path output,39,40,consume 1 moss cord; advance drain rain path,True,True,True,True
787,44,glass_harbor,Oren,139ed15166,salt chalk,477,476,seal fog catcher output,39,40,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
788,44,cinder_garden,Vale,50e2b859c6,shade reed,478,477,shade seed rows output,39,40,consume 1 shade reed; advance shade seed rows,True,True,True,True
789,44,lichen_bridge,Sol,878bf0af37,bell tin,478,477,mark signal bell output,38,39,consume 1 bell tin; advance mark signal bell,True,True,True,True
790,44,orchid_engine,Bea,2899e764df,orchid oil,478,477,listen to valve pulse output,38,39,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
791,44,moss_ward,Fay,5147eb41b9,charcoal mark,478,477,copy root ledger output,39,40,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
