tick,day,snapshot_key,restored_avatar_room,restored_resident,restored_memory_key,restored_debt_name,replay_event_count,restored_ok,audit_scrubbable
990,56,ssrm:v58:snapshot:d056:t00990,river gate,Sera,sera:repair_promise:d056:s00,repair promise,140,True,True
994,56,ssrm:v58:snapshot:d056:t00994,fiber loft,Fay,fay:tool_loan:d056:s04,tool loan,140,True,True
1001,56,ssrm:v58:snapshot:d056:t01001,west hearth,Milo,milo:water_carry:d056:s11,water carry,140,True,True
1007,56,ssrm:v58:snapshot:d056:t01007,west hearth,Milo,milo:water_carry:d056:s17,water carry,140,True,True
1008,57,ssrm:v58:snapshot:d057:t01008,arrival court,Sera,sera:missed_greeting:d057:s00,missed greeting,140,True,True
1015,57,ssrm:v58:snapshot:d057:t01015,tool alcove,Tovan,tovan:care_favor:d057:s07,care favor,140,True,True
1022,57,ssrm:v58:snapshot:d057:t01022,rain court,Nia,nia:route_warning:d057:s14,route warning,140,True,True
1025,57,ssrm:v58:snapshot:d057:t01025,river gate,Milo,milo:repair_promise:d057:s17,repair promise,140,True,True
1026,58,ssrm:v58:snapshot:d058:t01026,tool alcove,Sera,sera:care_favor:d058:s00,care favor,140,True,True
1029,58,ssrm:v58:snapshot:d058:t01029,west hearth,Ari,ari:water_carry:d058:s03,water carry,140,True,True
1036,58,ssrm:v58:snapshot:d058:t01036,river gate,Fay,fay:repair_promise:d058:s10,repair promise,140,True,True
1043,58,ssrm:v58:snapshot:d058:t01043,arrival court,Milo,milo:missed_greeting:d058:s17,missed greeting,140,True,True
1044,59,ssrm:v58:snapshot:d059:t01044,rain court,Sera,sera:route_warning:d059:s00,route warning,140,True,True
1050,59,ssrm:v58:snapshot:d059:t01050,rain court,Sera,sera:route_warning:d059:s06,route warning,140,True,True
1057,59,ssrm:v58:snapshot:d059:t01057,fiber loft,Tovan,tovan:tool_loan:d059:s13,tool loan,140,True,True
1061,59,ssrm:v58:snapshot:d059:t01061,tool alcove,Milo,milo:care_favor:d059:s17,care favor,140,True,True
1062,60,ssrm:v58:snapshot:d060:t01062,fiber loft,Sera,sera:tool_loan:d060:s00,tool loan,140,True,True
1064,60,ssrm:v58:snapshot:d060:t01064,river gate,Nia,nia:repair_promise:d060:s02,repair promise,140,True,True
1071,60,ssrm:v58:snapshot:d060:t01071,arrival court,Ari,ari:missed_greeting:d060:s09,missed greeting,140,True,True
1078,60,ssrm:v58:snapshot:d060:t01078,tool alcove,Fay,fay:care_favor:d060:s16,care favor,140,True,True
1079,60,ssrm:v58:snapshot:d060:t01079,rain court,Milo,milo:route_warning:d060:s17,route warning,140,True,True
1080,61,ssrm:v58:snapshot:d061:t01080,west hearth,Sera,sera:water_carry:d061:s00,water carry,140,True,True
1085,61,ssrm:v58:snapshot:d061:t01085,fiber loft,Milo,milo:tool_loan:d061:s05,tool loan,140,True,True
1092,61,ssrm:v58:snapshot:d061:t01092,west hearth,Sera,sera:water_carry:d061:s12,water carry,140,True,True
1097,61,ssrm:v58:snapshot:d061:t01097,fiber loft,Milo,milo:tool_loan:d061:s17,tool loan,140,True,True
1098,62,ssrm:v58:snapshot:d062:t01098,river gate,Sera,sera:repair_promise:d062:s00,repair promise,140,True,True
1099,62,ssrm:v58:snapshot:d062:t01099,arrival court,Tovan,tovan:missed_greeting:d062:s01,missed greeting,140,True,True
1106,62,ssrm:v58:snapshot:d062:t01106,tool alcove,Nia,nia:care_favor:d062:s08,care favor,140,True,True
1113,62,ssrm:v58:snapshot:d062:t01113,rain court,Ari,ari:route_warning:d062:s15,route warning,140,True,True
1115,62,ssrm:v58:snapshot:d062:t01115,west hearth,Milo,milo:water_carry:d062:s17,water carry,140,True,True
1116,63,ssrm:v58:snapshot:d063:t01116,arrival court,Sera,sera:missed_greeting:d063:s00,missed greeting,140,True,True
1120,63,ssrm:v58:snapshot:d063:t01120,west hearth,Fay,fay:water_carry:d063:s04,water carry,140,True,True
1127,63,ssrm:v58:snapshot:d063:t01127,river gate,Milo,milo:repair_promise:d063:s11,repair promise,140,True,True
1133,63,ssrm:v58:snapshot:d063:t01133,river gate,Milo,milo:repair_promise:d063:s17,repair promise,140,True,True
1134,64,ssrm:v58:snapshot:d064:t01134,tool alcove,Sera,sera:care_favor:d064:s00,care favor,140,True,True
1141,64,ssrm:v58:snapshot:d064:t01141,rain court,Tovan,tovan:route_warning:d064:s07,route warning,140,True,True
1148,64,ssrm:v58:snapshot:d064:t01148,fiber loft,Nia,nia:tool_loan:d064:s14,tool loan,140,True,True
1151,64,ssrm:v58:snapshot:d064:t01151,arrival court,Milo,milo:missed_greeting:d064:s17,missed greeting,140,True,True
1152,65,ssrm:v58:snapshot:d065:t01152,rain court,Sera,sera:route_warning:d065:s00,route warning,140,True,True
1155,65,ssrm:v58:snapshot:d065:t01155,river gate,Ari,ari:repair_promise:d065:s03,repair promise,140,True,True
1162,65,ssrm:v58:snapshot:d065:t01162,arrival court,Fay,fay:missed_greeting:d065:s10,missed greeting,140,True,True
1169,65,ssrm:v58:snapshot:d065:t01169,tool alcove,Milo,milo:care_favor:d065:s17,care favor,140,True,True
1170,66,ssrm:v58:snapshot:d066:t01170,fiber loft,Sera,sera:tool_loan:d066:s00,tool loan,140,True,True
1176,66,ssrm:v58:snapshot:d066:t01176,fiber loft,Sera,sera:tool_loan:d066:s06,tool loan,140,True,True
1183,66,ssrm:v58:snapshot:d066:t01183,west hearth,Tovan,tovan:water_carry:d066:s13,water carry,140,True,True
1187,66,ssrm:v58:snapshot:d066:t01187,rain court,Milo,milo:route_warning:d066:s17,route warning,140,True,True
1188,67,ssrm:v58:snapshot:d067:t01188,west hearth,Sera,sera:water_carry:d067:s00,water carry,140,True,True
1190,67,ssrm:v58:snapshot:d067:t01190,arrival court,Nia,nia:missed_greeting:d067:s02,missed greeting,140,True,True
1197,67,ssrm:v58:snapshot:d067:t01197,tool alcove,Ari,ari:care_favor:d067:s09,care favor,140,True,True
1204,67,ssrm:v58:snapshot:d067:t01204,rain court,Fay,fay:route_warning:d067:s16,route warning,140,True,True
1205,67,ssrm:v58:snapshot:d067:t01205,fiber loft,Milo,milo:tool_loan:d067:s17,tool loan,140,True,True
1206,68,ssrm:v58:snapshot:d068:t01206,river gate,Sera,sera:repair_promise:d068:s00,repair promise,140,True,True
1211,68,ssrm:v58:snapshot:d068:t01211,west hearth,Milo,milo:water_carry:d068:s05,water carry,140,True,True
1218,68,ssrm:v58:snapshot:d068:t01218,river gate,Sera,sera:repair_promise:d068:s12,repair promise,140,True,True
1223,68,ssrm:v58:snapshot:d068:t01223,west hearth,Milo,milo:water_carry:d068:s17,water carry,140,True,True
1224,69,ssrm:v58:snapshot:d069:t01224,arrival court,Sera,sera:missed_greeting:d069:s00,missed greeting,140,True,True
1225,69,ssrm:v58:snapshot:d069:t01225,tool alcove,Tovan,tovan:care_favor:d069:s01,care favor,140,True,True
1232,69,ssrm:v58:snapshot:d069:t01232,rain court,Nia,nia:route_warning:d069:s08,route warning,140,True,True
1239,69,ssrm:v58:snapshot:d069:t01239,fiber loft,Ari,ari:tool_loan:d069:s15,tool loan,140,True,True
1241,69,ssrm:v58:snapshot:d069:t01241,river gate,Milo,milo:repair_promise:d069:s17,repair promise,140,True,True
1242,70,ssrm:v58:snapshot:d070:t01242,tool alcove,Sera,sera:care_favor:d070:s00,care favor,140,True,True
1246,70,ssrm:v58:snapshot:d070:t01246,river gate,Fay,fay:repair_promise:d070:s04,repair promise,140,True,True
1253,70,ssrm:v58:snapshot:d070:t01253,arrival court,Milo,milo:missed_greeting:d070:s11,missed greeting,140,True,True
1259,70,ssrm:v58:snapshot:d070:t01259,arrival court,Milo,milo:missed_greeting:d070:s17,missed greeting,140,True,True
1260,71,ssrm:v58:snapshot:d071:t01260,rain court,Sera,sera:route_warning:d071:s00,route warning,140,True,True
1267,71,ssrm:v58:snapshot:d071:t01267,fiber loft,Tovan,tovan:tool_loan:d071:s07,tool loan,140,True,True
1274,71,ssrm:v58:snapshot:d071:t01274,west hearth,Nia,nia:water_carry:d071:s14,water carry,140,True,True
1277,71,ssrm:v58:snapshot:d071:t01277,tool alcove,Milo,milo:care_favor:d071:s17,care favor,140,True,True
1278,72,ssrm:v58:snapshot:d072:t01278,fiber loft,Sera,sera:tool_loan:d072:s00,tool loan,140,True,True
1281,72,ssrm:v58:snapshot:d072:t01281,arrival court,Ari,ari:missed_greeting:d072:s03,missed greeting,140,True,True
1288,72,ssrm:v58:snapshot:d072:t01288,tool alcove,Fay,fay:care_favor:d072:s10,care favor,140,True,True
1295,72,ssrm:v58:snapshot:d072:t01295,rain court,Milo,milo:route_warning:d072:s17,route warning,140,True,True
1296,73,ssrm:v58:snapshot:d073:t01296,west hearth,Sera,sera:water_carry:d073:s00,water carry,140,True,True
1302,73,ssrm:v58:snapshot:d073:t01302,west hearth,Sera,sera:water_carry:d073:s06,water carry,140,True,True
1309,73,ssrm:v58:snapshot:d073:t01309,river gate,Tovan,tovan:repair_promise:d073:s13,repair promise,140,True,True
1313,73,ssrm:v58:snapshot:d073:t01313,fiber loft,Milo,milo:tool_loan:d073:s17,tool loan,140,True,True
1314,74,ssrm:v58:snapshot:d074:t01314,river gate,Sera,sera:repair_promise:d074:s00,repair promise,140,True,True
1316,74,ssrm:v58:snapshot:d074:t01316,tool alcove,Nia,nia:care_favor:d074:s02,care favor,140,True,True
1323,74,ssrm:v58:snapshot:d074:t01323,rain court,Ari,ari:route_warning:d074:s09,route warning,140,True,True
1330,74,ssrm:v58:snapshot:d074:t01330,fiber loft,Fay,fay:tool_loan:d074:s16,tool loan,140,True,True
1331,74,ssrm:v58:snapshot:d074:t01331,west hearth,Milo,milo:water_carry:d074:s17,water carry,140,True,True
1332,75,ssrm:v58:snapshot:d075:t01332,arrival court,Sera,sera:missed_greeting:d075:s00,missed greeting,140,True,True
1337,75,ssrm:v58:snapshot:d075:t01337,river gate,Milo,milo:repair_promise:d075:s05,repair promise,140,True,True
1344,75,ssrm:v58:snapshot:d075:t01344,arrival court,Sera,sera:missed_greeting:d075:s12,missed greeting,140,True,True
1349,75,ssrm:v58:snapshot:d075:t01349,river gate,Milo,milo:repair_promise:d075:s17,repair promise,140,True,True
1350,76,ssrm:v58:snapshot:d076:t01350,tool alcove,Sera,sera:care_favor:d076:s00,care favor,140,True,True
1351,76,ssrm:v58:snapshot:d076:t01351,rain court,Tovan,tovan:route_warning:d076:s01,route warning,140,True,True
1358,76,ssrm:v58:snapshot:d076:t01358,fiber loft,Nia,nia:tool_loan:d076:s08,tool loan,140,True,True
1365,76,ssrm:v58:snapshot:d076:t01365,west hearth,Ari,ari:water_carry:d076:s15,water carry,140,True,True
1367,76,ssrm:v58:snapshot:d076:t01367,arrival court,Milo,milo:missed_greeting:d076:s17,missed greeting,140,True,True
1368,77,ssrm:v58:snapshot:d077:t01368,rain court,Sera,sera:route_warning:d077:s00,route warning,140,True,True
1372,77,ssrm:v58:snapshot:d077:t01372,arrival court,Fay,fay:missed_greeting:d077:s04,missed greeting,140,True,True
1379,77,ssrm:v58:snapshot:d077:t01379,tool alcove,Milo,milo:care_favor:d077:s11,care favor,140,True,True
1385,77,ssrm:v58:snapshot:d077:t01385,tool alcove,Milo,milo:care_favor:d077:s17,care favor,140,True,True
1386,78,ssrm:v58:snapshot:d078:t01386,fiber loft,Sera,sera:tool_loan:d078:s00,tool loan,140,True,True
1393,78,ssrm:v58:snapshot:d078:t01393,west hearth,Tovan,tovan:water_carry:d078:s07,water carry,140,True,True
1400,78,ssrm:v58:snapshot:d078:t01400,river gate,Nia,nia:repair_promise:d078:s14,repair promise,140,True,True
1403,78,ssrm:v58:snapshot:d078:t01403,rain court,Milo,milo:route_warning:d078:s17,route warning,140,True,True
1404,79,ssrm:v58:snapshot:d079:t01404,west hearth,Sera,sera:water_carry:d079:s00,water carry,140,True,True
1407,79,ssrm:v58:snapshot:d079:t01407,tool alcove,Ari,ari:care_favor:d079:s03,care favor,140,True,True
1414,79,ssrm:v58:snapshot:d079:t01414,rain court,Fay,fay:route_warning:d079:s10,route warning,140,True,True
1421,79,ssrm:v58:snapshot:d079:t01421,fiber loft,Milo,milo:tool_loan:d079:s17,tool loan,140,True,True
1422,80,ssrm:v58:snapshot:d080:t01422,river gate,Sera,sera:repair_promise:d080:s00,repair promise,140,True,True
1428,80,ssrm:v58:snapshot:d080:t01428,river gate,Sera,sera:repair_promise:d080:s06,repair promise,140,True,True
1435,80,ssrm:v58:snapshot:d080:t01435,arrival court,Tovan,tovan:missed_greeting:d080:s13,missed greeting,140,True,True
1439,80,ssrm:v58:snapshot:d080:t01439,west hearth,Milo,milo:water_carry:d080:s17,water carry,140,True,True
1440,81,ssrm:v58:snapshot:d081:t01440,arrival court,Sera,sera:missed_greeting:d081:s00,missed greeting,140,True,True
1442,81,ssrm:v58:snapshot:d081:t01442,rain court,Nia,nia:route_warning:d081:s02,route warning,140,True,True
1449,81,ssrm:v58:snapshot:d081:t01449,fiber loft,Ari,ari:tool_loan:d081:s09,tool loan,140,True,True
1456,81,ssrm:v58:snapshot:d081:t01456,west hearth,Fay,fay:water_carry:d081:s16,water carry,140,True,True
1457,81,ssrm:v58:snapshot:d081:t01457,river gate,Milo,milo:repair_promise:d081:s17,repair promise,140,True,True
1458,82,ssrm:v58:snapshot:d082:t01458,tool alcove,Sera,sera:care_favor:d082:s00,care favor,140,True,True
1463,82,ssrm:v58:snapshot:d082:t01463,arrival court,Milo,milo:missed_greeting:d082:s05,missed greeting,140,True,True
1470,82,ssrm:v58:snapshot:d082:t01470,tool alcove,Sera,sera:care_favor:d082:s12,care favor,140,True,True
1475,82,ssrm:v58:snapshot:d082:t01475,arrival court,Milo,milo:missed_greeting:d082:s17,missed greeting,140,True,True
1476,83,ssrm:v58:snapshot:d083:t01476,rain court,Sera,sera:route_warning:d083:s00,route warning,140,True,True
1477,83,ssrm:v58:snapshot:d083:t01477,fiber loft,Tovan,tovan:tool_loan:d083:s01,tool loan,140,True,True
1484,83,ssrm:v58:snapshot:d083:t01484,west hearth,Nia,nia:water_carry:d083:s08,water carry,140,True,True
1491,83,ssrm:v58:snapshot:d083:t01491,river gate,Ari,ari:repair_promise:d083:s15,repair promise,140,True,True
1493,83,ssrm:v58:snapshot:d083:t01493,tool alcove,Milo,milo:care_favor:d083:s17,care favor,140,True,True
1494,84,ssrm:v58:snapshot:d084:t01494,fiber loft,Sera,sera:tool_loan:d084:s00,tool loan,140,True,True
1498,84,ssrm:v58:snapshot:d084:t01498,tool alcove,Fay,fay:care_favor:d084:s04,care favor,140,True,True
1505,84,ssrm:v58:snapshot:d084:t01505,rain court,Milo,milo:route_warning:d084:s11,route warning,140,True,True
1511,84,ssrm:v58:snapshot:d084:t01511,rain court,Milo,milo:route_warning:d084:s17,route warning,140,True,True
1512,85,ssrm:v58:snapshot:d085:t01512,west hearth,Sera,sera:water_carry:d085:s00,water carry,140,True,True
1519,85,ssrm:v58:snapshot:d085:t01519,river gate,Tovan,tovan:repair_promise:d085:s07,repair promise,140,True,True
1526,85,ssrm:v58:snapshot:d085:t01526,arrival court,Nia,nia:missed_greeting:d085:s14,missed greeting,140,True,True
1529,85,ssrm:v58:snapshot:d085:t01529,fiber loft,Milo,milo:tool_loan:d085:s17,tool loan,140,True,True
1530,86,ssrm:v58:snapshot:d086:t01530,river gate,Sera,sera:repair_promise:d086:s00,repair promise,140,True,True
1533,86,ssrm:v58:snapshot:d086:t01533,rain court,Ari,ari:route_warning:d086:s03,route warning,140,True,True
1540,86,ssrm:v58:snapshot:d086:t01540,fiber loft,Fay,fay:tool_loan:d086:s10,tool loan,140,True,True
1547,86,ssrm:v58:snapshot:d086:t01547,west hearth,Milo,milo:water_carry:d086:s17,water carry,140,True,True
1548,87,ssrm:v58:snapshot:d087:t01548,arrival court,Sera,sera:missed_greeting:d087:s00,missed greeting,140,True,True
1554,87,ssrm:v58:snapshot:d087:t01554,arrival court,Sera,sera:missed_greeting:d087:s06,missed greeting,140,True,True
1561,87,ssrm:v58:snapshot:d087:t01561,tool alcove,Tovan,tovan:care_favor:d087:s13,care favor,140,True,True
1565,87,ssrm:v58:snapshot:d087:t01565,river gate,Milo,milo:repair_promise:d087:s17,repair promise,140,True,True
1566,88,ssrm:v58:snapshot:d088:t01566,tool alcove,Sera,sera:care_favor:d088:s00,care favor,140,True,True
1568,88,ssrm:v58:snapshot:d088:t01568,fiber loft,Nia,nia:tool_loan:d088:s02,tool loan,140,True,True
1575,88,ssrm:v58:snapshot:d088:t01575,west hearth,Ari,ari:water_carry:d088:s09,water carry,140,True,True
1582,88,ssrm:v58:snapshot:d088:t01582,river gate,Fay,fay:repair_promise:d088:s16,repair promise,140,True,True
1583,88,ssrm:v58:snapshot:d088:t01583,arrival court,Milo,milo:missed_greeting:d088:s17,missed greeting,140,True,True
1584,89,ssrm:v58:snapshot:d089:t01584,rain court,Sera,sera:route_warning:d089:s00,route warning,140,True,True
1589,89,ssrm:v58:snapshot:d089:t01589,tool alcove,Milo,milo:care_favor:d089:s05,care favor,140,True,True
1596,89,ssrm:v58:snapshot:d089:t01596,rain court,Sera,sera:route_warning:d089:s12,route warning,140,True,True
1601,89,ssrm:v58:snapshot:d089:t01601,tool alcove,Milo,milo:care_favor:d089:s17,care favor,140,True,True
1602,90,ssrm:v58:snapshot:d090:t01602,fiber loft,Sera,sera:tool_loan:d090:s00,tool loan,140,True,True
1603,90,ssrm:v58:snapshot:d090:t01603,west hearth,Tovan,tovan:water_carry:d090:s01,water carry,140,True,True
1610,90,ssrm:v58:snapshot:d090:t01610,river gate,Nia,nia:repair_promise:d090:s08,repair promise,140,True,True
1617,90,ssrm:v58:snapshot:d090:t01617,arrival court,Ari,ari:missed_greeting:d090:s15,missed greeting,140,True,True
1619,90,ssrm:v58:snapshot:d090:t01619,rain court,Milo,milo:route_warning:d090:s17,route warning,140,True,True
1620,91,ssrm:v58:snapshot:d091:t01620,west hearth,Sera,sera:water_carry:d091:s00,water carry,140,True,True
1624,91,ssrm:v58:snapshot:d091:t01624,rain court,Fay,fay:route_warning:d091:s04,route warning,140,True,True
1631,91,ssrm:v58:snapshot:d091:t01631,fiber loft,Milo,milo:tool_loan:d091:s11,tool loan,140,True,True
1637,91,ssrm:v58:snapshot:d091:t01637,fiber loft,Milo,milo:tool_loan:d091:s17,tool loan,140,True,True
1638,92,ssrm:v58:snapshot:d092:t01638,river gate,Sera,sera:repair_promise:d092:s00,repair promise,140,True,True
1645,92,ssrm:v58:snapshot:d092:t01645,arrival court,Tovan,tovan:missed_greeting:d092:s07,missed greeting,140,True,True
1652,92,ssrm:v58:snapshot:d092:t01652,tool alcove,Nia,nia:care_favor:d092:s14,care favor,140,True,True
1655,92,ssrm:v58:snapshot:d092:t01655,west hearth,Milo,milo:water_carry:d092:s17,water carry,140,True,True
1656,93,ssrm:v58:snapshot:d093:t01656,arrival court,Sera,sera:missed_greeting:d093:s00,missed greeting,140,True,True
1659,93,ssrm:v58:snapshot:d093:t01659,fiber loft,Ari,ari:tool_loan:d093:s03,tool loan,140,True,True
1666,93,ssrm:v58:snapshot:d093:t01666,west hearth,Fay,fay:water_carry:d093:s10,water carry,140,True,True
1673,93,ssrm:v58:snapshot:d093:t01673,river gate,Milo,milo:repair_promise:d093:s17,repair promise,140,True,True
1674,94,ssrm:v58:snapshot:d094:t01674,tool alcove,Sera,sera:care_favor:d094:s00,care favor,140,True,True
1680,94,ssrm:v58:snapshot:d094:t01680,tool alcove,Sera,sera:care_favor:d094:s06,care favor,140,True,True
1687,94,ssrm:v58:snapshot:d094:t01687,rain court,Tovan,tovan:route_warning:d094:s13,route warning,140,True,True
1691,94,ssrm:v58:snapshot:d094:t01691,arrival court,Milo,milo:missed_greeting:d094:s17,missed greeting,140,True,True
1692,95,ssrm:v58:snapshot:d095:t01692,rain court,Sera,sera:route_warning:d095:s00,route warning,140,True,True
1694,95,ssrm:v58:snapshot:d095:t01694,west hearth,Nia,nia:water_carry:d095:s02,water carry,140,True,True
1701,95,ssrm:v58:snapshot:d095:t01701,river gate,Ari,ari:repair_promise:d095:s09,repair promise,140,True,True
1708,95,ssrm:v58:snapshot:d095:t01708,arrival court,Fay,fay:missed_greeting:d095:s16,missed greeting,140,True,True
1709,95,ssrm:v58:snapshot:d095:t01709,tool alcove,Milo,milo:care_favor:d095:s17,care favor,140,True,True
1710,96,ssrm:v58:snapshot:d096:t01710,fiber loft,Sera,sera:tool_loan:d096:s00,tool loan,140,True,True
1715,96,ssrm:v58:snapshot:d096:t01715,rain court,Milo,milo:route_warning:d096:s05,route warning,140,True,True
1722,96,ssrm:v58:snapshot:d096:t01722,fiber loft,Sera,sera:tool_loan:d096:s12,tool loan,140,True,True
1727,96,ssrm:v58:snapshot:d096:t01727,rain court,Milo,milo:route_warning:d096:s17,route warning,140,True,True
1728,97,ssrm:v58:snapshot:d097:t01728,west hearth,Sera,sera:water_carry:d097:s00,water carry,140,True,True
1729,97,ssrm:v58:snapshot:d097:t01729,river gate,Tovan,tovan:repair_promise:d097:s01,repair promise,140,True,True
1736,97,ssrm:v58:snapshot:d097:t01736,arrival court,Nia,nia:missed_greeting:d097:s08,missed greeting,140,True,True
1743,97,ssrm:v58:snapshot:d097:t01743,tool alcove,Ari,ari:care_favor:d097:s15,care favor,140,True,True
1745,97,ssrm:v58:snapshot:d097:t01745,fiber loft,Milo,milo:tool_loan:d097:s17,tool loan,140,True,True
1746,98,ssrm:v58:snapshot:d098:t01746,river gate,Sera,sera:repair_promise:d098:s00,repair promise,140,True,True
1750,98,ssrm:v58:snapshot:d098:t01750,fiber loft,Fay,fay:tool_loan:d098:s04,tool loan,140,True,True
1757,98,ssrm:v58:snapshot:d098:t01757,west hearth,Milo,milo:water_carry:d098:s11,water carry,140,True,True
1763,98,ssrm:v58:snapshot:d098:t01763,west hearth,Milo,milo:water_carry:d098:s17,water carry,140,True,True
1764,99,ssrm:v58:snapshot:d099:t01764,arrival court,Sera,sera:missed_greeting:d099:s00,missed greeting,140,True,True
1771,99,ssrm:v58:snapshot:d099:t01771,tool alcove,Tovan,tovan:care_favor:d099:s07,care favor,140,True,True
1778,99,ssrm:v58:snapshot:d099:t01778,rain court,Nia,nia:route_warning:d099:s14,route warning,140,True,True
1781,99,ssrm:v58:snapshot:d099:t01781,river gate,Milo,milo:repair_promise:d099:s17,repair promise,140,True,True
1782,100,ssrm:v58:snapshot:d100:t01782,tool alcove,Sera,sera:care_favor:d100:s00,care favor,140,True,True
1785,100,ssrm:v58:snapshot:d100:t01785,west hearth,Ari,ari:water_carry:d100:s03,water carry,140,True,True
1792,100,ssrm:v58:snapshot:d100:t01792,river gate,Fay,fay:repair_promise:d100:s10,repair promise,140,True,True
1799,100,ssrm:v58:snapshot:d100:t01799,arrival court,Milo,milo:missed_greeting:d100:s17,missed greeting,140,True,True
1800,101,ssrm:v58:snapshot:d101:t01800,rain court,Sera,sera:route_warning:d101:s00,route warning,140,True,True
1806,101,ssrm:v58:snapshot:d101:t01806,rain court,Sera,sera:route_warning:d101:s06,route warning,140,True,True
1813,101,ssrm:v58:snapshot:d101:t01813,fiber loft,Tovan,tovan:tool_loan:d101:s13,tool loan,140,True,True
1817,101,ssrm:v58:snapshot:d101:t01817,tool alcove,Milo,milo:care_favor:d101:s17,care favor,140,True,True
1818,102,ssrm:v58:snapshot:d102:t01818,fiber loft,Sera,sera:tool_loan:d102:s00,tool loan,140,True,True
1820,102,ssrm:v58:snapshot:d102:t01820,river gate,Nia,nia:repair_promise:d102:s02,repair promise,140,True,True
1827,102,ssrm:v58:snapshot:d102:t01827,arrival court,Ari,ari:missed_greeting:d102:s09,missed greeting,140,True,True
1834,102,ssrm:v58:snapshot:d102:t01834,tool alcove,Fay,fay:care_favor:d102:s16,care favor,140,True,True
1835,102,ssrm:v58:snapshot:d102:t01835,rain court,Milo,milo:route_warning:d102:s17,route warning,140,True,True
1836,103,ssrm:v58:snapshot:d103:t01836,west hearth,Sera,sera:water_carry:d103:s00,water carry,140,True,True
1841,103,ssrm:v58:snapshot:d103:t01841,fiber loft,Milo,milo:tool_loan:d103:s05,tool loan,140,True,True
1848,103,ssrm:v58:snapshot:d103:t01848,west hearth,Sera,sera:water_carry:d103:s12,water carry,140,True,True
1853,103,ssrm:v58:snapshot:d103:t01853,fiber loft,Milo,milo:tool_loan:d103:s17,tool loan,140,True,True
1854,104,ssrm:v58:snapshot:d104:t01854,river gate,Sera,sera:repair_promise:d104:s00,repair promise,140,True,True
1855,104,ssrm:v58:snapshot:d104:t01855,arrival court,Tovan,tovan:missed_greeting:d104:s01,missed greeting,140,True,True
1862,104,ssrm:v58:snapshot:d104:t01862,tool alcove,Nia,nia:care_favor:d104:s08,care favor,140,True,True
1869,104,ssrm:v58:snapshot:d104:t01869,rain court,Ari,ari:route_warning:d104:s15,route warning,140,True,True
1871,104,ssrm:v58:snapshot:d104:t01871,west hearth,Milo,milo:water_carry:d104:s17,water carry,140,True,True
1872,105,ssrm:v58:snapshot:d105:t01872,arrival court,Sera,sera:missed_greeting:d105:s00,missed greeting,140,True,True
1876,105,ssrm:v58:snapshot:d105:t01876,west hearth,Fay,fay:water_carry:d105:s04,water carry,140,True,True
1883,105,ssrm:v58:snapshot:d105:t01883,river gate,Milo,milo:repair_promise:d105:s11,repair promise,140,True,True
1889,105,ssrm:v58:snapshot:d105:t01889,river gate,Milo,milo:repair_promise:d105:s17,repair promise,140,True,True
1890,106,ssrm:v58:snapshot:d106:t01890,tool alcove,Sera,sera:care_favor:d106:s00,care favor,140,True,True
1897,106,ssrm:v58:snapshot:d106:t01897,rain court,Tovan,tovan:route_warning:d106:s07,route warning,140,True,True
1904,106,ssrm:v58:snapshot:d106:t01904,fiber loft,Nia,nia:tool_loan:d106:s14,tool loan,140,True,True
1907,106,ssrm:v58:snapshot:d106:t01907,arrival court,Milo,milo:missed_greeting:d106:s17,missed greeting,140,True,True
1908,107,ssrm:v58:snapshot:d107:t01908,rain court,Sera,sera:route_warning:d107:s00,route warning,140,True,True
1911,107,ssrm:v58:snapshot:d107:t01911,river gate,Ari,ari:repair_promise:d107:s03,repair promise,140,True,True
1918,107,ssrm:v58:snapshot:d107:t01918,arrival court,Fay,fay:missed_greeting:d107:s10,missed greeting,140,True,True
1925,107,ssrm:v58:snapshot:d107:t01925,tool alcove,Milo,milo:care_favor:d107:s17,care favor,140,True,True
1926,108,ssrm:v58:snapshot:d108:t01926,fiber loft,Sera,sera:tool_loan:d108:s00,tool loan,140,True,True
1932,108,ssrm:v58:snapshot:d108:t01932,fiber loft,Sera,sera:tool_loan:d108:s06,tool loan,140,True,True
1939,108,ssrm:v58:snapshot:d108:t01939,west hearth,Tovan,tovan:water_carry:d108:s13,water carry,140,True,True
1943,108,ssrm:v58:snapshot:d108:t01943,rain court,Milo,milo:route_warning:d108:s17,route warning,140,True,True
1944,109,ssrm:v58:snapshot:d109:t01944,west hearth,Sera,sera:water_carry:d109:s00,water carry,140,True,True
1946,109,ssrm:v58:snapshot:d109:t01946,arrival court,Nia,nia:missed_greeting:d109:s02,missed greeting,140,True,True
1953,109,ssrm:v58:snapshot:d109:t01953,tool alcove,Ari,ari:care_favor:d109:s09,care favor,140,True,True
1960,109,ssrm:v58:snapshot:d109:t01960,rain court,Fay,fay:route_warning:d109:s16,route warning,140,True,True
1961,109,ssrm:v58:snapshot:d109:t01961,fiber loft,Milo,milo:tool_loan:d109:s17,tool loan,140,True,True
1962,110,ssrm:v58:snapshot:d110:t01962,river gate,Sera,sera:repair_promise:d110:s00,repair promise,140,True,True
1967,110,ssrm:v58:snapshot:d110:t01967,west hearth,Milo,milo:water_carry:d110:s05,water carry,140,True,True
1974,110,ssrm:v58:snapshot:d110:t01974,river gate,Sera,sera:repair_promise:d110:s12,repair promise,140,True,True
