tick_id,day,guild,generation,elder,successor,route_id,inherited_forecast_rule,inherited_repair_ritual,record_quality,succession_visible,private_workspace_sealed
177,13,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.635,False,True
178,13,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6615,False,True
179,13,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.535,False,True
180,13,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.562,False,True
181,13,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.587,False,True
182,14,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6355,False,True
183,14,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.662,False,True
184,14,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5355,False,True
185,14,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5625,False,True
186,14,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5875,False,True
187,14,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.612,False,True
188,14,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.636,False,True
189,14,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6625,False,True
190,14,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.536,False,True
191,14,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.563,False,True
192,14,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5895,False,True
193,14,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6125,False,True
194,14,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6365,False,True
195,14,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.663,False,True
196,15,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5365,False,True
197,15,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5635,False,True
198,15,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.59,False,True
199,15,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.613,False,True
200,15,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.637,False,True
201,15,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6635,False,True
202,15,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.537,False,True
203,15,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.564,False,True
204,15,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5905,False,True
205,15,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6135,False,True
206,15,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6375,False,True
207,15,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.664,False,True
208,15,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5375,False,True
209,15,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5645,False,True
210,16,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.591,False,True
211,16,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.614,False,True
212,16,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.638,False,True
213,16,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6645,False,True
214,16,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.538,False,True
215,16,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.565,False,True
216,16,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5915,False,True
217,16,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6145,False,True
218,16,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6385,False,True
219,16,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.665,False,True
220,16,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.54,False,True
221,16,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5655,False,True
222,16,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.592,False,True
223,16,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.615,False,True
224,17,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.639,False,True
225,17,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6655,False,True
226,17,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5405,False,True
227,17,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.566,False,True
228,17,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5925,False,True
229,17,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6155,False,True
230,17,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6395,False,True
231,17,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.666,False,True
232,17,Bridgewright Guild,1,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.541,False,True
233,17,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5665,False,True
234,17,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.593,False,True
235,17,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.616,False,True
236,17,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.64,False,True
237,17,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6665,False,True
238,18,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.601,True,True
239,18,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.567,False,True
240,18,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5935,False,True
241,18,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6165,False,True
242,18,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6405,False,True
243,18,Repair Circle,1,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.667,False,True
244,18,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6015,False,True
245,18,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5675,False,True
246,18,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.594,False,True
247,18,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.617,False,True
248,18,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.641,False,True
249,18,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.727,True,True
250,18,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.602,False,True
251,18,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.568,False,True
252,19,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5945,False,True
253,19,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6175,False,True
254,19,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6415,False,True
255,19,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7275,False,True
256,19,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6025,False,True
257,19,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5685,False,True
258,19,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.595,False,True
259,19,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.618,False,True
260,19,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.642,False,True
261,19,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.728,False,True
262,19,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.603,False,True
263,19,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.569,False,True
264,19,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5955,False,True
265,19,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6185,False,True
266,20,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6425,False,True
267,20,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7285,False,True
268,20,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6035,False,True
269,20,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5695,False,True
270,20,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.596,False,True
271,20,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.619,False,True
272,20,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6445,False,True
273,20,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.729,False,True
274,20,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.604,False,True
275,20,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.57,False,True
276,20,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5965,False,True
277,20,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6195,False,True
278,20,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.645,False,True
279,20,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7295,False,True
280,21,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5705,False,True
281,21,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.597,False,True
282,21,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6215,False,True
283,21,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6455,False,True
284,21,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.73,False,True
285,21,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6045,False,True
286,21,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.571,False,True
287,21,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5975,False,True
288,21,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.622,False,True
289,21,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.646,False,True
290,21,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7305,False,True
291,21,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.605,False,True
292,21,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5715,False,True
293,21,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.598,False,True
294,22,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6225,False,True
295,22,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6465,False,True
296,22,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.731,False,True
297,22,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6055,False,True
298,22,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.572,False,True
299,22,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5985,False,True
300,22,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.623,False,True
301,22,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.647,False,True
302,22,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7315,False,True
303,22,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.606,False,True
304,22,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5725,False,True
305,22,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.599,False,True
306,22,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6235,False,True
307,22,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6475,False,True
308,23,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.732,False,True
309,23,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6065,False,True
310,23,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5745,False,True
311,23,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5995,False,True
312,23,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.624,False,True
313,23,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.648,False,True
314,23,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7325,False,True
315,23,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.607,False,True
316,23,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.575,False,True
317,23,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6,False,True
318,23,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6245,False,True
319,23,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6485,False,True
320,23,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.733,False,True
321,23,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6075,False,True
322,24,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5755,False,True
323,24,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6005,False,True
324,24,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.625,False,True
325,24,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.649,False,True
326,24,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7335,False,True
327,24,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.608,False,True
328,24,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.576,False,True
329,24,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.601,False,True
330,24,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6255,False,True
331,24,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6495,False,True
332,24,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.734,False,True
333,24,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6085,False,True
334,24,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5765,False,True
335,24,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6015,False,True
336,25,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.626,False,True
337,25,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.65,False,True
338,25,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7345,False,True
339,25,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.609,False,True
340,25,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.577,False,True
341,25,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.602,False,True
342,25,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6265,False,True
343,25,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6505,False,True
344,25,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.735,False,True
345,25,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6095,False,True
346,25,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.5775,False,True
347,25,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6025,False,True
348,25,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.627,False,True
349,25,Seed Guild,1,Ivo,Mara,orchard_riverbend,avoid fen mud when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.651,False,True
350,26,Repair Circle,2,Juno,Pax,central_repair_ring,avoid crowded repair yard when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.7355,False,True
351,26,Bridgewright Guild,2,Ari,Toma,riverbend_roofward,avoid river flood when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.61,False,True
352,26,Glassgarden Guild,1,Fay,Lio,roofward_archive,avoid glasshouse heat surge when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.578,False,True
353,26,Index Guild,1,Nia,Sera,archive_signal,avoid wind archive scatter when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.603,False,True
354,26,Signal Guild,1,Milo,Ren,signal_orchard,avoid dusk ice when risk>0.42,"mark hazard, rehearse detour, repair after caravan clears",0.6275,False,True
