tick_id,day,settlement_id,resident_id,avatar_action,queue_before,queue_after,task_delay_ms,relationship_delta,project_progress_delta,consequence_label,resident_response_marker,consequence_visible,bounded_consequence,no_permanent_damage
579,33,archive,Nia,step_back,0.803,0.797,414,0.006,0.0,claim understood,looks toward avatar,True,True,True
580,33,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
581,33,orchard,Ivo,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
582,33,repair_ring,Pax,touch_claimed_tool,0.839,0.845,434,0.003,0.0,boundary respected,looks toward avatar,True,True,True
583,33,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
584,33,roofward,Sera,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
585,33,archive,Nia,touch_claimed_tool,0.797,0.803,417,0.003,0.0,boundary respected,looks toward avatar,True,True,True
586,33,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
587,33,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
588,33,repair_ring,Pax,step_back,0.845,0.839,432,0.006,0.0,claim understood,looks toward avatar,True,True,True
589,33,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
590,33,roofward,Sera,consent_dialogue,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
591,33,archive,Nia,step_back,0.803,0.797,414,0.006,0.0,claim understood,looks toward avatar,True,True,True
592,33,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
593,33,orchard,Ivo,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
594,34,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
595,34,roofward,Sera,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
596,34,archive,Nia,step_back,0.797,0.791,412,0.006,0.0,claim understood,looks toward avatar,True,True,True
597,34,signal,Ren,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
598,34,orchard,Ivo,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
599,34,repair_ring,Pax,touch_claimed_tool,0.839,0.845,434,0.003,0.0,boundary respected,looks toward avatar,True,True,True
600,34,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
601,34,roofward,Sera,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
602,34,archive,Nia,touch_claimed_tool,0.791,0.797,414,0.003,0.0,boundary respected,looks toward avatar,True,True,True
603,34,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
604,34,orchard,Ivo,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
605,34,repair_ring,Pax,step_back,0.845,0.839,432,0.006,0.0,claim understood,looks toward avatar,True,True,True
606,34,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
607,34,roofward,Sera,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
608,34,archive,Nia,step_back,0.797,0.791,412,0.006,0.0,claim understood,looks toward avatar,True,True,True
609,34,signal,Ren,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
610,34,orchard,Ivo,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
611,34,repair_ring,Pax,touch_claimed_tool,0.839,0.845,434,0.003,0.0,boundary respected,looks toward avatar,True,True,True
612,35,roofward,Sera,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
613,35,archive,Nia,step_back,0.791,0.785,409,0.006,0.0,claim understood,looks toward avatar,True,True,True
614,35,signal,Ren,approach,0.892,0.9,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
615,35,orchard,Ivo,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
616,35,repair_ring,Pax,touch_claimed_tool,0.845,0.89,453,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
617,35,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
618,35,roofward,Sera,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
619,35,archive,Nia,touch_claimed_tool,0.785,0.791,412,0.003,0.0,boundary respected,looks toward avatar,True,True,True
620,35,signal,Ren,interrupt_queue,0.9,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
621,35,orchard,Ivo,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
622,35,repair_ring,Pax,step_back,0.89,0.884,451,0.006,0.0,claim understood,looks toward avatar,True,True,True
623,35,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
624,35,roofward,Sera,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
625,35,archive,Nia,step_back,0.791,0.785,409,0.006,0.0,claim understood,looks toward avatar,True,True,True
626,35,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
627,35,orchard,Ivo,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
628,35,repair_ring,Pax,touch_claimed_tool,0.884,0.929,470,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
629,35,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
630,36,archive,Nia,step_back,0.785,0.779,407,0.006,0.0,claim understood,looks toward avatar,True,True,True
631,36,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
632,36,orchard,Ivo,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
633,36,repair_ring,Pax,touch_claimed_tool,0.929,0.911,462,0.003,0.0,boundary respected,looks toward avatar,True,True,True
634,36,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
635,36,roofward,Sera,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
636,36,archive,Nia,touch_claimed_tool,0.779,0.824,426,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
637,36,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
638,36,orchard,Ivo,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
639,36,repair_ring,Pax,step_back,0.911,0.905,460,0.006,0.0,claim understood,looks toward avatar,True,True,True
640,36,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
641,36,roofward,Sera,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
642,36,archive,Nia,step_back,0.824,0.818,423,0.006,0.0,claim understood,looks toward avatar,True,True,True
643,36,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
644,36,orchard,Ivo,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
645,36,repair_ring,Pax,touch_claimed_tool,0.905,0.887,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
646,36,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
647,36,roofward,Sera,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
648,37,signal,Ren,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
649,37,orchard,Ivo,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
650,37,repair_ring,Pax,touch_claimed_tool,0.887,0.893,455,0.003,0.0,boundary respected,looks toward avatar,True,True,True
651,37,riverbend,Ari,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
652,37,roofward,Sera,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
653,37,archive,Nia,touch_claimed_tool,0.818,0.824,426,0.003,0.0,boundary respected,looks toward avatar,True,True,True
654,37,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
655,37,orchard,Ivo,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
656,37,repair_ring,Pax,step_back,0.893,0.887,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
657,37,riverbend,Ari,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
658,37,roofward,Sera,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
659,37,archive,Nia,step_back,0.824,0.818,423,0.006,0.0,claim understood,looks toward avatar,True,True,True
660,37,signal,Ren,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
661,37,orchard,Ivo,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
662,37,repair_ring,Pax,touch_claimed_tool,0.887,0.893,455,0.003,0.0,boundary respected,looks toward avatar,True,True,True
663,37,riverbend,Ari,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
664,37,roofward,Sera,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
665,37,archive,Nia,touch_claimed_tool,0.818,0.824,426,0.003,0.0,boundary respected,looks toward avatar,True,True,True
666,38,orchard,Ivo,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
667,38,repair_ring,Pax,touch_claimed_tool,0.893,0.899,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
668,38,riverbend,Ari,approach,0.892,0.9,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
669,38,roofward,Sera,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
670,38,archive,Nia,touch_claimed_tool,0.824,0.83,428,0.003,0.0,boundary respected,looks toward avatar,True,True,True
671,38,signal,Ren,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
672,38,orchard,Ivo,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
673,38,repair_ring,Pax,step_back,0.899,0.893,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
674,38,riverbend,Ari,interrupt_queue,0.9,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
675,38,roofward,Sera,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
676,38,archive,Nia,step_back,0.83,0.824,426,0.006,0.0,claim understood,looks toward avatar,True,True,True
677,38,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
678,38,orchard,Ivo,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
679,38,repair_ring,Pax,touch_claimed_tool,0.893,0.899,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
680,38,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
681,38,roofward,Sera,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
682,38,archive,Nia,touch_claimed_tool,0.824,0.83,428,0.003,0.0,boundary respected,looks toward avatar,True,True,True
683,38,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
684,39,repair_ring,Pax,touch_claimed_tool,0.899,0.94,474,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
685,39,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
686,39,roofward,Sera,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
687,39,archive,Nia,touch_claimed_tool,0.83,0.836,431,0.003,0.0,boundary respected,looks toward avatar,True,True,True
688,39,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
689,39,orchard,Ivo,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
690,39,repair_ring,Pax,step_back,0.94,0.934,472,0.006,0.0,claim understood,looks toward avatar,True,True,True
691,39,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
692,39,roofward,Sera,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
693,39,archive,Nia,step_back,0.836,0.83,428,0.006,0.0,claim understood,looks toward avatar,True,True,True
694,39,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
695,39,orchard,Ivo,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
696,39,repair_ring,Pax,touch_claimed_tool,0.934,0.916,464,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
697,39,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
698,39,roofward,Sera,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
699,39,archive,Nia,touch_claimed_tool,0.83,0.836,431,0.003,0.0,boundary respected,looks toward avatar,True,True,True
700,39,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
701,39,orchard,Ivo,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
702,40,riverbend,Ari,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
703,40,roofward,Sera,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
704,40,archive,Nia,touch_claimed_tool,0.836,0.881,450,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
705,40,signal,Ren,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
706,40,orchard,Ivo,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
707,40,repair_ring,Pax,step_back,0.916,0.91,462,0.006,0.0,claim understood,looks toward avatar,True,True,True
708,40,riverbend,Ari,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
709,40,roofward,Sera,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
710,40,archive,Nia,step_back,0.881,0.875,447,0.006,0.0,claim understood,looks toward avatar,True,True,True
711,40,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
712,40,orchard,Ivo,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
713,40,repair_ring,Pax,touch_claimed_tool,0.91,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
714,40,riverbend,Ari,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
715,40,roofward,Sera,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
716,40,archive,Nia,touch_claimed_tool,0.875,0.92,466,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
717,40,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
718,40,orchard,Ivo,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
719,40,repair_ring,Pax,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
720,41,roofward,Sera,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
721,41,archive,Nia,touch_claimed_tool,0.92,0.902,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
722,41,signal,Ren,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
723,41,orchard,Ivo,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
724,41,repair_ring,Pax,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
725,41,riverbend,Ari,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
726,41,roofward,Sera,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
727,41,archive,Nia,step_back,0.902,0.896,456,0.006,0.0,claim understood,looks toward avatar,True,True,True
728,41,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
729,41,orchard,Ivo,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
730,41,repair_ring,Pax,touch_claimed_tool,0.88,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
731,41,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
732,41,roofward,Sera,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
733,41,archive,Nia,touch_claimed_tool,0.896,0.902,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
734,41,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
735,41,orchard,Ivo,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
736,41,repair_ring,Pax,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
737,41,riverbend,Ari,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
738,42,archive,Nia,touch_claimed_tool,0.902,0.884,451,0.003,0.0,boundary respected,looks toward avatar,True,True,True
739,42,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
740,42,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
741,42,repair_ring,Pax,step_back,0.88,0.874,447,0.006,0.0,claim understood,looks toward avatar,True,True,True
742,42,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
743,42,roofward,Sera,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
744,42,archive,Nia,step_back,0.884,0.878,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
745,42,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
746,42,orchard,Ivo,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
747,42,repair_ring,Pax,touch_claimed_tool,0.874,0.88,449,0.003,0.0,boundary respected,looks toward avatar,True,True,True
748,42,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
749,42,roofward,Sera,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
750,42,archive,Nia,touch_claimed_tool,0.878,0.884,451,0.003,0.0,boundary respected,looks toward avatar,True,True,True
751,42,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
752,42,orchard,Ivo,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
753,42,repair_ring,Pax,step_back,0.88,0.874,447,0.006,0.0,claim understood,looks toward avatar,True,True,True
754,42,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
755,42,roofward,Sera,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
756,43,signal,Ren,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
757,43,orchard,Ivo,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
758,43,repair_ring,Pax,step_back,0.874,0.868,444,0.006,0.0,claim understood,looks toward avatar,True,True,True
759,43,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
760,43,roofward,Sera,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
761,43,archive,Nia,step_back,0.884,0.878,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
762,43,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
763,43,orchard,Ivo,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
764,43,repair_ring,Pax,touch_claimed_tool,0.868,0.913,463,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
765,43,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
766,43,roofward,Sera,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
767,43,archive,Nia,touch_claimed_tool,0.878,0.884,451,0.003,0.0,boundary respected,looks toward avatar,True,True,True
768,43,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
769,43,orchard,Ivo,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
770,43,repair_ring,Pax,step_back,0.913,0.907,460,0.006,0.0,claim understood,looks toward avatar,True,True,True
771,43,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
772,43,roofward,Sera,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
773,43,archive,Nia,step_back,0.884,0.878,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
774,44,orchard,Ivo,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
775,44,repair_ring,Pax,step_back,0.907,0.901,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
776,44,riverbend,Ari,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
777,44,roofward,Sera,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
778,44,archive,Nia,step_back,0.878,0.872,446,0.006,0.0,claim understood,looks toward avatar,True,True,True
779,44,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
780,44,orchard,Ivo,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
781,44,repair_ring,Pax,touch_claimed_tool,0.901,0.883,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
782,44,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
783,44,roofward,Sera,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
784,44,archive,Nia,touch_claimed_tool,0.872,0.917,465,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
785,44,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
786,44,orchard,Ivo,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
787,44,repair_ring,Pax,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
788,44,riverbend,Ari,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
789,44,roofward,Sera,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
790,44,archive,Nia,step_back,0.917,0.911,462,0.006,0.0,claim understood,looks toward avatar,True,True,True
791,44,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
792,45,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
793,45,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
794,45,roofward,Sera,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
795,45,archive,Nia,step_back,0.911,0.905,460,0.006,0.0,claim understood,looks toward avatar,True,True,True
796,45,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
797,45,orchard,Ivo,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
798,45,repair_ring,Pax,touch_claimed_tool,0.871,0.877,448,0.003,0.0,boundary respected,looks toward avatar,True,True,True
799,45,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
800,45,roofward,Sera,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
801,45,archive,Nia,touch_claimed_tool,0.905,0.887,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
802,45,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
803,45,orchard,Ivo,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
804,45,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
805,45,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
806,45,roofward,Sera,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
807,45,archive,Nia,step_back,0.887,0.881,450,0.006,0.0,claim understood,looks toward avatar,True,True,True
808,45,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
809,45,orchard,Ivo,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
810,46,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
811,46,roofward,Sera,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
812,46,archive,Nia,step_back,0.881,0.875,447,0.006,0.0,claim understood,looks toward avatar,True,True,True
813,46,signal,Ren,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
814,46,orchard,Ivo,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
815,46,repair_ring,Pax,touch_claimed_tool,0.871,0.877,448,0.003,0.0,boundary respected,looks toward avatar,True,True,True
816,46,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
817,46,roofward,Sera,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
818,46,archive,Nia,touch_claimed_tool,0.875,0.881,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
819,46,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
820,46,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
821,46,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
822,46,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
