tick_id,day,week,settlement_id,simulated_year,dialect_family,phrase,ritual,craft_technology,lineage_memory,culture_marker_visible,not_autonomous_language_claim,frequency_hz,flower_phase
422,27,4,orchid_engine,1493,engine ring-family,engine-1-keep Dax,valve pause,engine ring tool lineage v10,Dax remembers engine ring-family shelter rule from year 1490,True,True,10.854862,0.300617
423,27,4,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Tala,blanket share,rain gate tool lineage v11,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.17676,0.259225
424,27,4,glass_harbor,1269,harbor chime-family,harbor-1-keep Nia,net-knot thanks,net room tool lineage v0,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.44305,0.275733
425,27,4,cinder_garden,1340,cinder pulse-family,cinder-2-keep Pax,shade cloth bow,ember bed tool lineage v1,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,10.090419,0.306442
426,27,4,lichen_bridge,1418,bridge hum-family,bridge-3-keep Rin,shared bowl,signal post tool lineage v2,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.80508,0.29825
427,27,4,orchid_engine,1493,engine ring-family,engine-1-keep Eli,gear-wash thanks,gear wash tool lineage v3,Eli remembers engine ring-family shelter rule from year 1490,True,True,11.10938,0.326658
428,27,4,moss_ward,1185,moss-ward breath-family,moss-ward-1-keep Ari,warm cup before work,moss lane tool lineage v4,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.634542,0.285267
429,27,4,glass_harbor,1269,harbor chime-family,harbor-2-keep Oren,lamp touch,salt steps tool lineage v5,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.837288,0.301775
430,27,4,cinder_garden,1340,cinder pulse-family,cinder-3-keep Vale,cool hand sign,seed shelf tool lineage v6,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,10.469221,0.332483
431,27,4,lichen_bridge,1418,bridge hum-family,bridge-3-keep Sol,rope touch,rope bridge tool lineage v7,Sol remembers bridge hum-family shelter rule from year 1415,True,True,9.062,0.324292
432,28,4,moss_ward,1185,moss-ward breath-family,moss-ward-1-keep Ari,blanket share,rain gate tool lineage v4,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,5.771367,0.3061
433,28,4,glass_harbor,1269,harbor chime-family,harbor-2-keep Oren,net-knot thanks,net room tool lineage v5,Oren remembers harbor chime-family shelter rule from year 1266,True,True,6.974112,0.322608
434,28,4,cinder_garden,1340,cinder pulse-family,cinder-3-keep Vale,shade cloth bow,ember bed tool lineage v6,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,9.606045,0.353317
435,28,4,lichen_bridge,1418,bridge hum-family,bridge-3-keep Sol,shared bowl,signal post tool lineage v7,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.222,0.345125
436,28,4,orchid_engine,1493,engine ring-family,engine-1-keep Bea,gear-wash thanks,gear wash tool lineage v8,Bea remembers engine ring-family shelter rule from year 1490,True,True,10.734032,0.373533
437,28,4,moss_ward,1185,moss-ward breath-family,moss-ward-1-keep Fay,warm cup before work,moss lane tool lineage v9,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.144356,0.332142
438,28,4,glass_harbor,1269,harbor chime-family,harbor-2-keep Puck,lamp touch,salt steps tool lineage v10,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.346583,0.34865
439,28,4,cinder_garden,1340,cinder pulse-family,cinder-3-keep Wren,cool hand sign,seed shelf tool lineage v11,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,9.85676,0.379358
440,28,4,lichen_bridge,1418,bridge hum-family,bridge-3-keep Kio,rope touch,rope bridge tool lineage v0,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.686488,0.371167
441,28,4,orchid_engine,1493,engine ring-family,engine-1-keep Cai,orchid cup,orchid bay tool lineage v1,Cai remembers engine ring-family shelter rule from year 1490,True,True,11.049986,0.399575
442,28,4,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Milo,door-watch blessing,tool nook tool lineage v2,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.459825,0.358183
443,28,4,glass_harbor,1269,harbor chime-family,harbor-2-keep Sera,tea before crossing,lamp pier tool lineage v3,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.57938,0.374692
444,28,4,cinder_garden,1340,cinder pulse-family,cinder-3-keep Juno,seed-count chant,ash path tool lineage v4,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,10.316921,0.4054
445,28,4,lichen_bridge,1418,bridge hum-family,bridge-4-keep Luma,signal hush,lichen wall tool lineage v5,Luma remembers bridge hum-family shelter rule from year 1415,True,True,9.044887,0.397208
446,28,4,orchid_engine,1493,engine ring-family,engine-1-keep Dax,valve pause,engine ring tool lineage v6,Dax remembers engine ring-family shelter rule from year 1490,True,True,11.422242,0.425617
447,28,4,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Tala,blanket share,rain gate tool lineage v7,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.722,0.384225
448,29,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Juno,cool hand sign,seed shelf tool lineage v5,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,9.466745,0.427233
449,29,5,lichen_bridge,1418,bridge hum-family,bridge-5-keep Luma,rope touch,rope bridge tool lineage v6,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.194711,0.419042
450,29,5,orchid_engine,1493,engine ring-family,engine-2-keep Dax,orchid cup,orchid bay tool lineage v7,Dax remembers engine ring-family shelter rule from year 1490,True,True,10.572067,0.44745
451,29,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Tala,door-watch blessing,tool nook tool lineage v8,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,5.895,0.406058
452,29,5,glass_harbor,1269,harbor chime-family,harbor-2-keep Nia,tea before crossing,lamp pier tool lineage v9,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.18343,0.422567
453,29,5,cinder_garden,1340,cinder pulse-family,cinder-3-keep Pax,seed-count chant,ash path tool lineage v10,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,9.833259,0.453275
454,29,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Rin,signal hush,lichen wall tool lineage v11,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.54546,0.445083
455,29,5,orchid_engine,1493,engine ring-family,engine-2-keep Eli,valve pause,engine ring tool lineage v0,Eli remembers engine ring-family shelter rule from year 1490,True,True,10.85222,0.473492
456,29,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Ari,blanket share,rain gate tool lineage v1,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.354207,0.4321
457,29,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Oren,net-knot thanks,net room tool lineage v2,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.554492,0.448608
458,29,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Vale,shade cloth bow,ember bed tool lineage v3,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,10.188885,0.479317
459,29,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Sol,shared bowl,signal post tool lineage v4,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.80238,0.471125
460,29,5,orchid_engine,1493,engine ring-family,engine-2-keep Bea,gear-wash thanks,gear wash tool lineage v5,Bea remembers engine ring-family shelter rule from year 1490,True,True,11.316872,0.499533
461,29,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Fay,warm cup before work,moss lane tool lineage v6,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.727196,0.458142
462,29,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Puck,lamp touch,salt steps tool lineage v7,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.926963,0.47465
463,29,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Wren,cool hand sign,seed shelf tool lineage v8,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,10.415,0.505358
464,30,5,orchid_engine,1493,engine ring-family,engine-2-keep Bea,valve pause,engine ring tool lineage v5,Bea remembers engine ring-family shelter rule from year 1490,True,True,10.453696,0.520367
465,30,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Fay,blanket share,rain gate tool lineage v6,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,5.86402,0.478975
466,30,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Puck,net-knot thanks,net room tool lineage v7,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.063788,0.495483
467,30,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Wren,shade cloth bow,ember bed tool lineage v8,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,9.575,0.526192
468,30,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Kio,shared bowl,signal post tool lineage v9,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.429328,0.518
469,30,5,orchid_engine,1493,engine ring-family,engine-2-keep Cai,gear-wash thanks,gear wash tool lineage v10,Cai remembers engine ring-family shelter rule from year 1490,True,True,10.790366,0.546408
470,30,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Milo,warm cup before work,moss lane tool lineage v11,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.200205,0.505017
471,30,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Sera,lamp touch,salt steps tool lineage v0,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.31976,0.521525
472,30,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Juno,cool hand sign,seed shelf tool lineage v1,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,10.034125,0.552233
473,30,5,lichen_bridge,1418,bridge hum-family,bridge-5-keep Luma,rope touch,rope bridge tool lineage v2,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.764551,0.544042
474,30,5,orchid_engine,1493,engine ring-family,engine-2-keep Dax,orchid cup,orchid bay tool lineage v3,Dax remembers engine ring-family shelter rule from year 1490,True,True,11.139447,0.57245
475,30,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Tala,door-watch blessing,tool nook tool lineage v4,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.46238,0.531058
476,30,5,glass_harbor,1269,harbor chime-family,harbor-2-keep Nia,tea before crossing,lamp pier tool lineage v5,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.75081,0.547567
477,30,5,cinder_garden,1340,cinder pulse-family,cinder-3-keep Pax,seed-count chant,ash path tool lineage v6,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,10.400639,0.578275
478,30,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Rin,signal hush,lichen wall tool lineage v7,Rin remembers bridge hum-family shelter rule from year 1415,True,True,9.1153,0.570083
479,30,5,orchid_engine,1493,engine ring-family,engine-2-keep Eli,valve pause,engine ring tool lineage v8,Eli remembers engine ring-family shelter rule from year 1490,True,True,11.395,0.598492
480,31,5,glass_harbor,1269,harbor chime-family,harbor-2-keep Nia,lamp touch,salt steps tool lineage v5,Nia remembers harbor chime-family shelter rule from year 1266,True,True,6.887635,0.5684
481,31,5,cinder_garden,1340,cinder pulse-family,cinder-3-keep Pax,cool hand sign,seed shelf tool lineage v6,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,9.537463,0.599108
482,31,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Rin,rope touch,rope bridge tool lineage v7,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.252124,0.590917
483,31,5,orchid_engine,1493,engine ring-family,engine-2-keep Eli,orchid cup,orchid bay tool lineage v8,Eli remembers engine ring-family shelter rule from year 1490,True,True,10.555,0.619325
484,31,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Ari,door-watch blessing,tool nook tool lineage v9,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.081587,0.577933
485,31,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Oren,tea before crossing,lamp pier tool lineage v10,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.284332,0.594442
486,31,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Vale,seed-count chant,ash path tool lineage v11,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,9.916265,0.62515
487,31,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Sol,signal hush,lichen wall tool lineage v0,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.53222,0.616958
488,31,5,orchid_engine,1493,engine ring-family,engine-2-keep Bea,valve pause,engine ring tool lineage v1,Bea remembers engine ring-family shelter rule from year 1490,True,True,11.021076,0.645367
489,31,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Fay,blanket share,rain gate tool lineage v2,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.4314,0.603975
490,31,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Puck,net-knot thanks,net room tool lineage v3,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.633628,0.620483
491,31,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Wren,shade cloth bow,ember bed tool lineage v4,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,10.14238,0.651192
492,31,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Kio,shared bowl,signal post tool lineage v5,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.999168,0.643
493,31,5,orchid_engine,1493,engine ring-family,engine-2-keep Cai,gear-wash thanks,gear wash tool lineage v6,Cai remembers engine ring-family shelter rule from year 1490,True,True,11.357746,0.671408
494,31,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Milo,warm cup before work,moss lane tool lineage v7,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.767585,0.630017
495,31,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Sera,lamp touch,salt steps tool lineage v8,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.865,0.646525
496,32,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Kio,signal hush,lichen wall tool lineage v5,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.135992,0.663833
497,32,5,orchid_engine,1493,engine ring-family,engine-2-keep Cai,valve pause,engine ring tool lineage v6,Cai remembers engine ring-family shelter rule from year 1490,True,True,10.49457,0.692242
498,32,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Milo,blanket share,rain gate tool lineage v7,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,5.904409,0.65085
499,32,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Sera,net-knot thanks,net room tool lineage v8,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.025,0.667358
500,32,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Juno,shade cloth bow,ember bed tool lineage v9,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,9.763965,0.698067
501,32,5,lichen_bridge,1418,bridge hum-family,bridge-5-keep Luma,shared bowl,signal post tool lineage v10,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.491931,0.689875
502,32,5,orchid_engine,1493,engine ring-family,engine-2-keep Dax,gear-wash thanks,gear wash tool lineage v11,Dax remembers engine ring-family shelter rule from year 1490,True,True,10.866827,0.718283
503,32,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Tala,warm cup before work,moss lane tool lineage v0,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.18976,0.676892
504,32,5,glass_harbor,1269,harbor chime-family,harbor-2-keep Nia,lamp touch,salt steps tool lineage v1,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.455015,0.6934
505,32,5,cinder_garden,1340,cinder pulse-family,cinder-3-keep Pax,cool hand sign,seed shelf tool lineage v2,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,10.107303,0.724108
506,32,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Rin,rope touch,rope bridge tool lineage v3,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.819504,0.715917
507,32,5,orchid_engine,1493,engine ring-family,engine-2-keep Eli,orchid cup,orchid bay tool lineage v4,Eli remembers engine ring-family shelter rule from year 1490,True,True,11.12238,0.744325
508,32,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Ari,door-watch blessing,tool nook tool lineage v5,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.648967,0.702933
509,32,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Oren,tea before crossing,lamp pier tool lineage v6,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.851712,0.719442
510,32,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Vale,seed-count chant,ash path tool lineage v7,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,10.486105,0.75015
511,32,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Sol,signal hush,lichen wall tool lineage v8,Sol remembers bridge hum-family shelter rule from year 1415,True,True,9.075,0.741958
512,33,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Ari,warm cup before work,moss lane tool lineage v5,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,5.785791,0.723767
513,33,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Oren,lamp touch,salt steps tool lineage v6,Oren remembers harbor chime-family shelter rule from year 1266,True,True,6.988537,0.740275
514,33,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Vale,cool hand sign,seed shelf tool lineage v7,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,9.622929,0.770983
515,33,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Sol,rope touch,rope bridge tool lineage v8,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.235,0.762792
516,33,5,orchid_engine,1493,engine ring-family,engine-2-keep Bea,orchid cup,orchid bay tool lineage v9,Bea remembers engine ring-family shelter rule from year 1490,True,True,10.748456,0.7912
517,33,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Fay,door-watch blessing,tool nook tool lineage v10,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.15878,0.749808
518,33,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Puck,tea before crossing,lamp pier tool lineage v11,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.361008,0.766317
519,33,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Wren,seed-count chant,ash path tool lineage v0,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,9.86976,0.797025
520,33,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Kio,signal hush,lichen wall tool lineage v1,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.703372,0.788833
521,33,5,orchid_engine,1493,engine ring-family,engine-2-keep Cai,valve pause,engine ring tool lineage v2,Cai remembers engine ring-family shelter rule from year 1490,True,True,11.06195,0.817242
522,33,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Milo,blanket share,rain gate tool lineage v3,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.471789,0.77585
523,33,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Sera,net-knot thanks,net room tool lineage v4,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.59238,0.792358
524,33,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Juno,shade cloth bow,ember bed tool lineage v5,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,10.331345,0.823067
525,33,5,lichen_bridge,1418,bridge hum-family,bridge-5-keep Luma,shared bowl,signal post tool lineage v6,Luma remembers bridge hum-family shelter rule from year 1415,True,True,9.059311,0.814875
526,33,5,orchid_engine,1493,engine ring-family,engine-2-keep Dax,gear-wash thanks,gear wash tool lineage v7,Dax remembers engine ring-family shelter rule from year 1490,True,True,11.434207,0.843283
527,33,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Tala,warm cup before work,moss lane tool lineage v8,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.735,0.801892
528,34,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Juno,seed-count chant,ash path tool lineage v5,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,9.468169,0.8439
529,34,5,lichen_bridge,1418,bridge hum-family,bridge-5-keep Luma,signal hush,lichen wall tool lineage v6,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.196135,0.835708
530,34,5,orchid_engine,1493,engine ring-family,engine-2-keep Dax,valve pause,engine ring tool lineage v7,Dax remembers engine ring-family shelter rule from year 1490,True,True,10.571031,0.864117
531,34,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Tala,blanket share,rain gate tool lineage v8,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,5.895,0.822725
532,34,5,glass_harbor,1269,harbor chime-family,harbor-2-keep Nia,net-knot thanks,net room tool lineage v9,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.182395,0.839233
533,34,5,cinder_garden,1340,cinder pulse-family,cinder-3-keep Pax,shade cloth bow,ember bed tool lineage v10,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,9.837143,0.869942
534,34,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Rin,shared bowl,signal post tool lineage v11,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.546884,0.86175
535,34,5,orchid_engine,1493,engine ring-family,engine-2-keep Eli,gear-wash thanks,gear wash tool lineage v0,Eli remembers engine ring-family shelter rule from year 1490,True,True,10.85222,0.890158
536,34,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Ari,warm cup before work,moss lane tool lineage v1,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.355631,0.848767
537,34,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Oren,lamp touch,salt steps tool lineage v2,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.555917,0.865275
538,34,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Vale,cool hand sign,seed shelf tool lineage v3,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,10.192769,0.895983
539,34,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Sol,rope touch,rope bridge tool lineage v4,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.80238,0.887792
540,34,5,orchid_engine,1493,engine ring-family,engine-2-keep Bea,orchid cup,orchid bay tool lineage v5,Bea remembers engine ring-family shelter rule from year 1490,True,True,11.318296,0.9162
541,34,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Fay,door-watch blessing,tool nook tool lineage v6,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.72862,0.874808
542,34,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Puck,tea before crossing,lamp pier tool lineage v7,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.928388,0.891317
543,34,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Wren,seed-count chant,ash path tool lineage v8,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,10.415,0.922025
544,35,5,orchid_engine,1493,engine ring-family,engine-2-keep Bea,gear-wash thanks,gear wash tool lineage v5,Bea remembers engine ring-family shelter rule from year 1490,True,True,10.45512,0.937033
545,35,5,moss_ward,1185,moss-ward breath-family,moss-ward-2-keep Fay,warm cup before work,moss lane tool lineage v6,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,5.865444,0.895642
546,35,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Puck,lamp touch,salt steps tool lineage v7,Puck remembers harbor chime-family shelter rule from year 1266,True,True,7.065212,0.91215
547,35,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Wren,cool hand sign,seed shelf tool lineage v8,Wren remembers cinder pulse-family shelter rule from year 1337,True,True,9.575,0.942858
548,35,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Kio,rope touch,rope bridge tool lineage v9,Kio remembers bridge hum-family shelter rule from year 1415,True,True,8.433212,0.934667
549,35,5,orchid_engine,1493,engine ring-family,engine-2-keep Cai,orchid cup,orchid bay tool lineage v10,Cai remembers engine ring-family shelter rule from year 1490,True,True,10.78933,0.963075
550,35,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Milo,door-watch blessing,tool nook tool lineage v11,Milo remembers moss-ward breath-family shelter rule from year 1182,True,True,6.199169,0.921683
551,35,5,glass_harbor,1269,harbor chime-family,harbor-3-keep Sera,tea before crossing,lamp pier tool lineage v0,Sera remembers harbor chime-family shelter rule from year 1266,True,True,7.31976,0.938192
552,35,5,cinder_garden,1340,cinder pulse-family,cinder-4-keep Juno,seed-count chant,ash path tool lineage v1,Juno remembers cinder pulse-family shelter rule from year 1337,True,True,10.035549,0.9689
553,35,5,lichen_bridge,1418,bridge hum-family,bridge-5-keep Luma,signal hush,lichen wall tool lineage v2,Luma remembers bridge hum-family shelter rule from year 1415,True,True,8.765975,0.960708
554,35,5,orchid_engine,1493,engine ring-family,engine-2-keep Dax,valve pause,engine ring tool lineage v3,Dax remembers engine ring-family shelter rule from year 1490,True,True,11.138411,0.989117
555,35,5,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Tala,blanket share,rain gate tool lineage v4,Tala remembers moss-ward breath-family shelter rule from year 1182,True,True,6.46238,0.947725
556,35,5,glass_harbor,1269,harbor chime-family,harbor-2-keep Nia,net-knot thanks,net room tool lineage v5,Nia remembers harbor chime-family shelter rule from year 1266,True,True,7.749775,0.964233
557,35,5,cinder_garden,1340,cinder pulse-family,cinder-3-keep Pax,shade cloth bow,ember bed tool lineage v6,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,10.404523,0.994942
558,35,5,lichen_bridge,1418,bridge hum-family,bridge-4-keep Rin,shared bowl,signal post tool lineage v7,Rin remembers bridge hum-family shelter rule from year 1415,True,True,9.116724,0.98675
559,35,5,orchid_engine,1493,engine ring-family,engine-2-keep Eli,gear-wash thanks,gear wash tool lineage v8,Eli remembers engine ring-family shelter rule from year 1490,True,True,11.395,0.015158
560,36,6,glass_harbor,1269,harbor chime-family,harbor-3-keep Nia,tea before crossing,lamp pier tool lineage v6,Nia remembers harbor chime-family shelter rule from year 1266,True,True,6.899599,0.986067
561,36,6,cinder_garden,1340,cinder pulse-family,cinder-4-keep Pax,seed-count chant,ash path tool lineage v7,Pax remembers cinder pulse-family shelter rule from year 1337,True,True,9.554348,0.016775
562,36,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Rin,signal hush,lichen wall tool lineage v8,Rin remembers bridge hum-family shelter rule from year 1415,True,True,8.266548,0.008583
563,36,6,orchid_engine,1493,engine ring-family,engine-3-keep Eli,valve pause,engine ring tool lineage v9,Eli remembers engine ring-family shelter rule from year 1490,True,True,10.568,0.036992
564,36,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Ari,blanket share,rain gate tool lineage v10,Ari remembers moss-ward breath-family shelter rule from year 1182,True,True,6.096011,0.9956
565,36,6,glass_harbor,1269,harbor chime-family,harbor-4-keep Oren,net-knot thanks,net room tool lineage v11,Oren remembers harbor chime-family shelter rule from year 1266,True,True,7.298757,0.012108
566,36,6,cinder_garden,1340,cinder pulse-family,cinder-5-keep Vale,shade cloth bow,ember bed tool lineage v0,Vale remembers cinder pulse-family shelter rule from year 1337,True,True,9.933149,0.042817
567,36,6,lichen_bridge,1418,bridge hum-family,bridge-5-keep Sol,shared bowl,signal post tool lineage v1,Sol remembers bridge hum-family shelter rule from year 1415,True,True,8.54522,0.034625
568,36,6,orchid_engine,1493,engine ring-family,engine-3-keep Bea,gear-wash thanks,gear wash tool lineage v2,Bea remembers engine ring-family shelter rule from year 1490,True,True,11.0355,0.063033
569,36,6,moss_ward,1185,moss-ward breath-family,moss-ward-3-keep Fay,warm cup before work,moss lane tool lineage v3,Fay remembers moss-ward breath-family shelter rule from year 1182,True,True,6.445824,0.021642
