tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
609,34,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c7f60fc3e81d9a10,True,True,17.08846,0.438333
610,34,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8f9623f187cbcb15,True,True,18.2937,0.456889
611,34,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,f2ce8ee4e4511cfa,True,True,20.83902,0.483444
612,35,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,19efbd529b80666e,True,True,21.81298,0.502
613,35,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c725542c6c0e49f4,True,True,17.2011,0.461556
614,35,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,82af59de2dcd88c5,True,True,18.33236,0.480111
615,35,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,35db97face3ab3b1,True,True,20.85024,0.506667
616,35,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,1accdc0c93429b3a,True,True,19.58428,0.501222
617,35,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,19efbd529b80666e,True,True,21.95092,0.529778
618,35,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c725542c6c0e49f4,True,True,17.25216,0.489333
619,35,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,82af59de2dcd88c5,True,True,18.453,0.507889
620,35,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,35db97face3ab3b1,True,True,21.02472,0.534444
621,35,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,1accdc0c93429b3a,True,True,19.71038,0.529
622,35,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,19efbd529b80666e,True,True,22.02248,0.557556
623,35,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c725542c6c0e49f4,True,True,17.36274,0.517111
624,35,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,82af59de2dcd88c5,True,True,18.567,0.535667
625,35,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,35db97face3ab3b1,True,True,21.09578,0.562222
626,35,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,1accdc0c93429b3a,True,True,19.74592,0.556778
627,35,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,19efbd529b80666e,True,True,22.1444,0.585333
628,35,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c725542c6c0e49f4,True,True,17.4977,0.544889
629,35,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,82af59de2dcd88c5,True,True,18.6235,0.563444
630,36,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,189f2597a9ec8465,True,True,19.85856,0.58
631,36,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,dd2b9afddeae3004,True,True,22.22422,0.608556
632,36,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cf98ae27dffba82,True,True,17.50892,0.568111
633,36,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ff0c932b2794a4a1,True,True,18.72432,0.586667
634,36,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,4d3601f86faccc22,True,True,21.299,0.613222
635,36,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,189f2597a9ec8465,True,True,19.98022,0.607778
636,36,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,dd2b9afddeae3004,True,True,22.29726,0.636333
637,36,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cf98ae27dffba82,True,True,17.63456,0.595889
638,36,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ff0c932b2794a4a1,True,True,18.83536,0.614444
639,36,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,4d3601f86faccc22,True,True,21.34958,0.641
640,36,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,189f2597a9ec8465,True,True,20.0202,0.635556
641,36,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,dd2b9afddeae3004,True,True,22.4177,0.664111
642,36,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cf98ae27dffba82,True,True,17.75446,0.623667
643,36,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,ff0c932b2794a4a1,True,True,18.89482,0.642222
644,36,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,4d3601f86faccc22,True,True,21.49248,0.668778
645,36,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,189f2597a9ec8465,True,True,20.13002,0.663333
646,36,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,dd2b9afddeae3004,True,True,22.46776,0.691889
647,36,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cf98ae27dffba82,True,True,17.85292,0.651444
648,37,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,19cf457a8a89e146,True,True,21.5723,0.692
649,37,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cc8caca16e5bec20,True,True,20.23698,0.686556
650,37,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ca775e88099c3e97,True,True,22.56858,0.715111
651,37,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2291aedf61ac41fe,True,True,17.90884,0.674667
652,37,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,d9e19fb6c9823d10,True,True,19.1052,0.693222
653,37,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,19cf457a8a89e146,True,True,21.62436,0.719778
654,37,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cc8caca16e5bec20,True,True,20.29202,0.714333
655,37,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ca775e88099c3e97,True,True,22.68606,0.742889
656,37,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2291aedf61ac41fe,True,True,18.00826,0.702444
657,37,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,d9e19fb6c9823d10,True,True,19.1691,0.721
658,37,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,19cf457a8a89e146,True,True,21.76578,0.747556
659,37,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cc8caca16e5bec20,True,True,20.38678,0.742111
660,37,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ca775e88099c3e97,True,True,22.73908,0.770667
661,37,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2291aedf61ac41fe,True,True,18.1272,0.730222
662,37,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,d9e19fb6c9823d10,True,True,19.24672,0.748778
663,37,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,19cf457a8a89e146,True,True,21.75004,0.775333
664,37,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cc8caca16e5bec20,True,True,20.51038,0.769889
665,37,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ca775e88099c3e97,True,True,22.87258,0.798444
666,38,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,df168c47af5101d6,True,True,19.36196,0.772
667,38,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,c26493dcb090c99c,True,True,21.89568,0.798556
668,38,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9309bcbea94fc013,True,True,20.5663,0.793111
669,38,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,e7523ccf894ef7b8,True,True,22.9559,0.821667
670,38,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,751f1cb3380c1af6,True,True,18.28304,0.781222
671,38,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,df168c47af5101d6,True,True,19.44092,0.799778
672,38,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,c26493dcb090c99c,True,True,22.03414,0.826333
673,38,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9309bcbea94fc013,True,True,20.64058,0.820889
674,38,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,e7523ccf894ef7b8,True,True,23.01336,0.849444
675,38,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,751f1cb3380c1af6,True,True,18.4005,0.809
676,38,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,df168c47af5101d6,True,True,19.50348,0.827556
677,38,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,c26493dcb090c99c,True,True,22.02136,0.854111
678,38,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9309bcbea94fc013,True,True,20.78466,0.848667
679,38,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,e7523ccf894ef7b8,True,True,23.14242,0.877222
680,38,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,751f1cb3380c1af6,True,True,18.40872,0.836778
681,38,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,df168c47af5101d6,True,True,19.6446,0.855333
682,38,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,c26493dcb090c99c,True,True,22.22066,0.881889
683,38,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,9309bcbea94fc013,True,True,20.87078,0.876444
684,39,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8e42422ec53a96e,True,True,18.55436,0.86
685,39,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,537c99746528a753,True,True,19.7152,0.878556
686,39,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,20b10d96ef0ba812,True,True,22.30398,0.905111
687,39,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,efad7c46266dec89,True,True,20.91536,0.899667
688,39,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4252f2b91c6ddcdf,True,True,23.28518,0.928222
689,39,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8e42422ec53a96e,True,True,18.66886,0.887778
690,39,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,537c99746528a753,True,True,19.75728,0.906333
691,39,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,20b10d96ef0ba812,True,True,22.29564,0.932889
692,39,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,efad7c46266dec89,True,True,21.05796,0.927444
693,39,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4252f2b91c6ddcdf,True,True,23.39918,0.956
694,39,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8e42422ec53a96e,True,True,18.68004,0.915556
695,39,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,537c99746528a753,True,True,19.91888,0.934111
696,39,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,20b10d96ef0ba812,True,True,22.4905,0.960667
697,39,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,efad7c46266dec89,True,True,21.14556,0.955222
698,39,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4252f2b91c6ddcdf,True,True,23.48886,0.983778
699,39,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8e42422ec53a96e,True,True,18.82814,0.943333
700,39,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,537c99746528a753,True,True,19.99576,0.961889
701,39,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,20b10d96ef0ba812,True,True,22.54996,0.988444
702,40,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0e0e792b8d34ae45,True,True,23.55946,0.007
703,40,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,246959acdd4f607d,True,True,18.9387,0.966556
704,40,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c6b94b1ce52914a9,True,True,20.03206,0.985111
705,40,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,40b170ddadec9f50,True,True,22.56746,0.011667
706,40,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,1aeebc8bc528618e,True,True,21.32632,0.006222
707,40,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0e0e792b8d34ae45,True,True,23.65298,0.034778
708,40,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,246959acdd4f607d,True,True,18.95432,0.994333
709,40,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c6b94b1ce52914a9,True,True,20.19218,0.012889
710,40,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,40b170ddadec9f50,True,True,22.74726,0.039444
711,40,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,1aeebc8bc528618e,True,True,21.41688,0.034
712,40,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0e0e792b8d34ae45,True,True,23.76314,0.062556
713,40,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,246959acdd4f607d,True,True,19.09798,0.022111
714,40,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c6b94b1ce52914a9,True,True,20.27054,0.040667
715,40,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,40b170ddadec9f50,True,True,22.82178,0.067222
716,40,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,1aeebc8bc528618e,True,True,21.4856,0.061778
717,40,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0e0e792b8d34ae45,True,True,23.85866,0.090333
718,40,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,246959acdd4f607d,True,True,19.20864,0.049889
719,40,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c6b94b1ce52914a9,True,True,20.3685,0.068444
720,41,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,848f7c66eea4eab2,True,True,21.59616,0.085
721,41,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,888ef18699ab1421,True,True,23.92776,0.113556
722,41,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8cfdbefd8e6b177,True,True,19.22614,0.073111
723,41,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10144dc233247638,True,True,20.46054,0.091667
724,41,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a8d2980ce7a67ca0,True,True,23.00106,0.118222
725,41,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,848f7c66eea4eab2,True,True,21.69116,0.112778
726,41,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,888ef18699ab1421,True,True,24.03644,0.141333
727,41,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8cfdbefd8e6b177,True,True,19.35474,0.100889
728,41,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10144dc233247638,True,True,20.54186,0.119444
729,41,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a8d2980ce7a67ca0,True,True,23.09606,0.146
730,41,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,848f7c66eea4eab2,True,True,21.75544,0.140556
731,41,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,888ef18699ab1421,True,True,24.13344,0.169111
732,41,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8cfdbefd8e6b177,True,True,19.48046,0.128667
733,41,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10144dc233247638,True,True,20.63686,0.147222
734,41,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a8d2980ce7a67ca0,True,True,23.20674,0.173778
735,41,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,848f7c66eea4eab2,True,True,21.83268,0.168333
736,41,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,888ef18699ab1421,True,True,24.21276,0.196889
737,41,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c8cfdbefd8e6b177,True,True,19.57546,0.156444
738,42,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a70bbf0c07857fdf,True,True,23.27584,0.197
739,42,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4289a2ea8aa98ca1,True,True,21.96298,0.191556
740,42,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,7228ec125b34fbf9,True,True,24.3048,0.220111
741,42,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,17feab06ad6af016,True,True,19.60854,0.179667
742,42,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c7b4d956b33ce69b,True,True,20.81614,0.198222
743,42,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a70bbf0c07857fdf,True,True,23.36936,0.224778
744,42,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4289a2ea8aa98ca1,True,True,22.0122,0.219333
745,42,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,7228ec125b34fbf9,True,True,24.40476,0.247889
746,42,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,17feab06ad6af016,True,True,19.75474,0.207444
747,42,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c7b4d956b33ce69b,True,True,20.9067,0.226
748,42,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a70bbf0c07857fdf,True,True,23.48152,0.252556
749,42,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4289a2ea8aa98ca1,True,True,22.1045,0.247111
750,42,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,7228ec125b34fbf9,True,True,24.48112,0.275667
751,42,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,17feab06ad6af016,True,True,19.82926,0.235222
752,42,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,c7b4d956b33ce69b,True,True,20.94938,0.253778
753,42,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a70bbf0c07857fdf,True,True,23.48774,0.280333
754,42,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4289a2ea8aa98ca1,True,True,22.23292,0.274889
755,42,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,7228ec125b34fbf9,True,True,24.57908,0.303444
756,43,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,bd6a48e8d95c8fce,True,True,21.08796,0.277
757,43,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b00a5116df486a7,True,True,23.63772,0.303556
758,43,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,37756f41800978e4,True,True,22.266,0.298111
759,43,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0b39addcee22ced1,True,True,24.67904,0.326667
